# 20170919_M7.1_Puebla median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,Kanno2006Deep,ParkerEtAl2020SSlab
s_5,-98.16847,19.04422,0.14445,0.14445,0.14445
s_50,-95.4447,16.44519,0.0102,0.0102,0.0102
s_51,-101.97716,18.56701,0.00941,0.00941,0.00941
s_52,-100.79117,17.21671,0.00923,0.00923,0.00923
s_53,-96.90197,19.52988,0.00848,0.00848,0.00848
s_54,-95.6703,16.03112,0.00777,0.00777,0.00777
s_55,-96.57529,16.26116,0.00767,0.00767,0.00767
s_56,-100.63834,17.22617,0.00677,0.00677,0.00677
s_57,-101.81062,17.98762,0.00622,0.00622,0.00622
s_58,-102.07406,19.42176,0.00618,0.00618,0.00618
s_59,-94.61695,16.56515,0.0061,0.0061,0.0061
s_6,-98.21509,19.03994,0.14187,0.14187,0.14187
s_60,-97.1872,15.94768,0.00594,0.00594,0.00594
s_61,-94.54387,17.98878,0.00531,0.00531,0.00531
s_62,-96.49051,15.66684,0.00478,0.00478,0.00478
s_63,-99.83303,19.9287,0.00458,0.00458,0.00458
s_64,-100.71678,20.04319,0.00457,0.00457,0.00457
s_65,-95.20924,16.18752,0.00426,0.00426,0.00426
s_66,-103.67034,18.58537,0.00358,0.00358,0.00358
s_67,-103.76081,19.32527,0.00228,0.00228,0.00228
s_68,-93.91258,16.24737,0.00218,0.00218,0.00218
s_69,-103.44782,19.69952,0.00216,0.00216,0.00216
s_7,-98.22709,19.05538,0.1223,0.1223,0.1223
s_70,-104.68063,19.19091,0.00142,0.00142,0.00142
s_71,-92.27096,14.92268,0.00126,0.00126,0.00126
s_72,-93.08949,16.7768,0.00095,0.00095,0.00095
s_73,-99.1254,19.33,0.2256,0.2256,0.2256
s_74,-99.1272,19.313,0.22027,0.22027,0.22027
s_75,-99.1253,19.2834,0.20719,0.20719,0.20719
s_76,-99.0,19.2786,0.18994,0.18994,0.18994
s_77,-99.1439,19.3322,0.18773,0.18773,0.18773
s_78,-99.1483,19.3753,0.17756,0.17756,0.17756
s_79,-99.1024,19.2711,0.17356,0.17356,0.17356
s_8,-98.49846,16.65782,0.10786,0.10786,0.10786
s_80,-99.1037,19.29364,0.1683,0.1683,0.1683
s_81,-99.1297,19.345,0.16088,0.16088,0.16088
s_82,-98.9631,19.3064,0.13793,0.13793,0.13793
s_83,-99.1068,19.3809,0.13395,0.13395,0.13395
s_84,-99.0839,19.4385,0.13344,0.13344,0.13344
s_85,-99.1059,19.3161,0.12562,0.12562,0.12562
s_86,-99.1654,19.4337,0.12532,0.12532,0.12532
s_87,-99.1318,19.3809,0.12456,0.12456,0.12456
s_88,-99.1566,19.4098,0.12393,0.12393,0.12393
s_89,-99.1275,19.4931,0.12302,0.12302,0.12302
s_9,-98.20847,19.04544,0.10059,0.10059,0.10059
s_90,-99.0433,19.3461,0.11988,0.11988,0.11988
s_91,-99.1539,19.358,0.11965,0.11965,0.11965
s_92,-99.1797,19.4747,0.11963,0.11963,0.11963
s_93,-99.1225,19.4539,0.11954,0.11954,0.11954
s_94,-99.1453,19.4356,0.11712,0.11712,0.11712
s_95,-99.0584,19.429,0.11486,0.11486,0.11486
s_96,-99.1481,19.4253,0.11447,0.11447,0.11447
s_97,-99.1653,19.4186,0.11424,0.11424,0.11424
s_98,-99.159,19.4215,0.11399,0.11399,0.11399
s_99,-99.145,19.4097,0.11316,0.11316,0.11316
t_0,-97.41356,21.28735,0.015157359,0.016754655,0.0157412
t_1,-97.50339,21.37103,0.01541303,0.016896117,0.016004574
t_10,-97.59322,20.65826,0.020298181,0.030473715,0.023285788
t_100,-97.50339,20.44797,0.023545831,0.03942658,0.028206272
t_1000,-96.9644,18.79806,0.020873727,0.033929706,0.026611617
t_10000,-100.55766,21.53825,0.0069059366,0.004420299,0.0060776966
t_10001,-100.64749,21.53825,0.0066033714,0.004071481,0.0057419077
t_10002,-100.46783,21.62178,0.0070425225,0.004495206,0.0062132124
t_10003,-100.73733,21.62178,0.0069661005,0.004148302,0.0060541932
t_10004,-100.64749,21.62178,0.0062668445,0.0036819784,0.005374486
t_10005,-100.55766,21.62178,0.00751197,0.004801709,0.0066682864
t_10006,-100.46783,21.70527,0.00599647,0.0035117175,0.0051195784
t_10007,-100.64749,21.70527,0.0073777633,0.0044457647,0.0064678276
t_10008,-100.73733,21.70527,0.0068745757,0.003951231,0.0059318705
t_10009,-100.82716,21.70527,0.005457359,0.0028325275,0.004507149
t_1001,-97.18898,18.79806,0.030193161,0.052916437,0.040328532
t_10010,-100.55766,21.70527,0.0065984163,0.003908295,0.0057045347
t_10011,-100.46783,21.78871,0.00620122,0.0035557619,0.005298725
t_10012,-100.82716,21.78871,0.0060661403,0.0031611526,0.0050784675
t_10013,-100.64749,21.78871,0.006823787,0.0038759094,0.0058762743
t_10014,-100.73733,21.78871,0.005698675,0.0029758464,0.0047403746
t_10015,-100.55766,21.78871,0.0073635397,0.0043893014,0.0064468947
t_10016,-100.46783,21.8721,0.0058962516,0.0032157018,0.0049682306
t_10017,-100.82716,21.8721,0.005982363,0.003004354,0.0049716425
t_10018,-100.64749,21.8721,0.0053031947,0.002675952,0.004351841
t_10019,-100.73733,21.8721,0.0054202043,0.002694051,0.004447337
t_1002,-96.87457,18.79806,0.02439473,0.044789407,0.032938503
t_10020,-100.55766,21.8721,0.00516745,0.0026415538,0.004236653
t_10021,-100.46783,21.95544,0.0061215637,0.0032692773,0.005163441
t_10022,-100.82716,21.95544,0.0057644406,0.0027659517,0.0047364505
t_10023,-100.64749,21.95544,0.0051116673,0.002463994,0.0041464455
t_10024,-100.73733,21.95544,0.005287822,0.0025213244,0.0042983564
t_10025,-100.55766,21.95544,0.0057652257,0.0029557613,0.004795102
t_10026,-100.55766,22.03873,0.005145693,0.0024538774,0.0041734064
t_10027,-100.46783,22.03873,0.0062574483,0.0032538716,0.005268253
t_10028,-100.73733,22.03873,0.006347959,0.003115463,0.0052956794
t_10029,-100.82716,22.03873,0.0063658184,0.003057896,0.005291846
t_1003,-97.05423,18.84058,0.01637188,0.020957464,0.018493531
t_10030,-100.64749,22.03873,0.004336423,0.0019135351,0.0033945984
t_10031,-100.64749,22.12197,0.0048843473,0.0021646202,0.003890007
t_10032,-100.46783,22.12197,0.0048382534,0.0022274423,0.0038742588
t_10033,-100.73733,22.12197,0.0054079806,0.0024267111,0.004367623
t_10034,-100.55766,22.12197,0.0042315815,0.0018269692,0.0032926416
t_10035,-100.82716,22.12197,0.005350308,0.0023389703,0.0042959526
t_10036,-100.73733,22.20517,0.0046752496,0.0019289375,0.003661591
t_10037,-100.55766,22.20517,0.004942847,0.0021674691,0.003938366
t_10038,-100.64749,22.20517,0.0052369176,0.002293307,0.0041996576
t_10039,-100.46783,22.20517,0.00524141,0.0023912897,0.0042343005
t_1004,-97.00932,18.84058,0.017139934,0.024081575,0.020371923
t_10040,-100.82716,22.20517,0.00447301,0.0017783769,0.0034623488
t_10041,-100.73733,22.28831,0.0038634748,0.0014444514,0.002906863
t_10042,-100.55766,22.28831,0.005006306,0.0021265617,0.0039760675
t_10043,-100.64749,22.28831,0.0050433893,0.002103934,0.0039963154
t_10044,-100.82716,22.28831,0.004876209,0.0019257116,0.003812509
t_10045,-100.46783,22.28831,0.0047055245,0.001997052,0.003709183
t_10046,-100.73733,22.37141,0.0046669706,0.0017906787,0.0036151852
t_10047,-100.46783,22.37141,0.003966807,0.0015338489,0.0030141273
t_10048,-100.64749,22.37141,0.0049159443,0.0019604845,0.0038567453
t_10049,-100.55766,22.37141,0.004840908,0.0019601278,0.0038010192
t_1005,-96.91949,18.84058,0.028681941,0.055289585,0.0387855
t_10050,-100.82716,22.37141,0.0061049554,0.0025153516,0.004938739
t_10051,-100.82716,22.45445,0.004120203,0.0014303715,0.003093594
t_10052,-100.55766,22.45445,0.0047360533,0.0018341864,0.0036837358
t_10053,-100.46783,22.45445,0.0038672078,0.0014282698,0.0029091965
t_10054,-100.64749,22.45445,0.005024782,0.0019457105,0.003935198
t_10055,-100.73733,22.45445,0.0040204995,0.0014150519,0.0030161978
t_10056,-100.82716,22.53745,0.0037827382,0.0012301032,0.002781684
t_10057,-100.55766,22.53745,0.005982225,0.002419694,0.0048204293
t_10058,-100.64749,22.53745,0.0048511485,0.0017880294,0.0037549874
t_10059,-100.46783,22.53745,0.0039011945,0.0013909148,0.002923632
t_1006,-97.09915,18.84058,0.016763624,0.020812344,0.019241503
t_10060,-100.73733,22.53745,0.004315353,0.0014977218,0.0032609738
t_10061,-103.16278,21.62178,0.0024332118,0.0004257574,0.0015200726
t_10062,-102.17463,21.62178,0.0052614934,0.0017915746,0.0040232176
t_10063,-102.62379,21.62178,0.0037274861,0.00094488746,0.002606656
t_10064,-102.44412,21.62178,0.0043961145,0.0012669809,0.0032023042
t_10065,-102.80345,21.62178,0.002771261,0.00059130724,0.0018150299
t_10066,-102.53396,21.62178,0.0045437273,0.0012776484,0.003311445
t_10067,-102.26446,21.62178,0.004321826,0.0013289091,0.0031735494
t_10068,-102.71362,21.62178,0.003096996,0.0007115443,0.0020822687
t_10069,-102.35429,21.70527,0.0045643016,0.0013434924,0.0033544344
t_1007,-97.14406,18.84058,0.02014836,0.028192326,0.023859123
t_10070,-102.89328,21.70527,0.0033221166,0.00070518604,0.0022294244
t_10071,-103.16278,21.70527,0.002196398,0.00036249837,0.0013419042
t_10072,-102.98311,21.70527,0.003270978,0.00066470314,0.0021763188
t_10073,-102.17463,21.70527,0.003915282,0.0011726724,0.0028303778
t_10074,-102.62379,21.70527,0.0034790486,0.000839209,0.0023949626
t_10075,-102.44412,21.70527,0.004157355,0.0011442624,0.0029881876
t_10076,-102.80345,21.70527,0.002434114,0.00048511353,0.0015507296
t_10077,-102.53396,21.70527,0.0039467104,0.0010297745,0.0027949058
t_10078,-102.26446,21.70527,0.004107291,0.001207753,0.0029783994
t_10079,-102.71362,21.70527,0.003646731,0.0008610584,0.0025175163
t_1008,-96.82965,18.84058,0.031750724,0.06663667,0.043986093
t_10080,-103.07294,21.70527,0.002661932,0.0004862822,0.0016956938
t_10081,-102.80345,21.78871,0.0037392252,0.0008349209,0.0025700696
t_10082,-103.07294,21.78871,0.0022692701,0.00038349556,0.0013987934
t_10083,-102.35429,21.78871,0.0039621266,0.0010809625,0.0028290334
t_10084,-102.44412,21.78871,0.0035607629,0.0009051047,0.002480531
t_10085,-102.89328,21.78871,0.0022411935,0.00040762717,0.0013935334
t_10086,-103.16278,21.78871,0.0029706846,0.00052681373,0.0019135599
t_10087,-102.53396,21.78871,0.0033094373,0.00079229125,0.0022625627
t_10088,-102.98311,21.78871,0.00286641,0.0005431454,0.0018557865
t_10089,-102.62379,21.78871,0.0025101856,0.00052977196,0.0016209547
t_1009,-96.9644,18.84058,0.02676705,0.048406884,0.035418477
t_10090,-102.71362,21.78871,0.002580967,0.0005296441,0.0016667439
t_10091,-102.26446,21.78871,0.0039403783,0.0011108789,0.002826064
t_10092,-102.17463,21.78871,0.0042949053,0.0012895293,0.0031448528
t_10093,-103.07294,21.8721,0.0026288333,0.0004534687,0.0016600348
t_10094,-102.80345,21.8721,0.0023981119,0.00045029703,0.0015139234
t_10095,-102.35429,21.8721,0.0038041747,0.0009949247,0.0026866852
t_10096,-102.44412,21.8721,0.0030407023,0.0007132927,0.0020507576
t_10097,-102.89328,21.8721,0.0021885259,0.00038431937,0.001350304
t_10098,-102.53396,21.8721,0.0029147172,0.00065077073,0.0019399663
t_10099,-103.16278,21.8721,0.002966777,0.00051206624,0.0019043973
t_101,-97.59322,20.44797,0.024891961,0.042656288,0.029883496
t_1010,-97.18898,18.84058,0.022834698,0.035306238,0.029147295
t_10100,-102.98311,21.8721,0.0028796524,0.0005318426,0.0018597392
t_10101,-102.17463,21.8721,0.004487638,0.0013285297,0.0032994596
