STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,REFERENCES,STATION_TYPE,SOIL_TYPE,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA
LTZ,LTZ,-42.782,172.271,Stations_GeoNet,seismic, ,0.012181142571018619,0.03088203854385366,0.027813122138572045,0.01764004826644168,0.018639087859279153,0.0503288580939052,0.03979375237055176,0.02000404996789636,0.025240282521456874,0.041113044285711706,0.059136008000560424,0.023259787223892783,0.025240282521456874,0.0503288580939052,0.059136008000560424,0.023259787223892783,0,0,0,0
TOZ,TOZ,-37.731,175.502,Stations_GeoNet,seismic, ,3.0452619443451044e-05,4.9929151031802396e-05,4.274951766120893e-05,5.0427775282142335e-05,4.153395777475183e-05,5.7345071685688724e-05,7.453028657644624e-05,7.272576390298802e-05,2.5016937673539985e-05,6.150113532037296e-05,7.712650933641657e-05,5.327515341761354e-05,4.153395777475183e-05,6.150113532037296e-05,7.712650933641657e-05,7.272576390298802e-05,0,0,0,0
LSRC,LSRC,-42.870,172.543,Stations_GeoNet,seismic, ,0.010726066965089539,0.029476127350369433,0.04202047486459172,0.010581858671451068,0.033003523201509836,0.0805181009137694,0.08311326406452224,0.05449131775884549,0.03751461659002741,0.1126283413333794,0.06606146372273727,0.027791449791464903,0.03751461659002741,0.1126283413333794,0.08311326406452224,0.05449131775884549,0,0,0,0
CSTC,CSTC,-43.312,172.381,Stations_GeoNet,seismic, ,0.046560365733264296,0.12524798994055233,0.05412097588713022,0.05565915259419596,0.08291663501362309,0.1983123115398012,0.14503222805043953,0.0858326260713646,0.07701812655675423,0.1402969904398362,0.15744696828918675,0.049728318255260966,0.08291663501362309,0.1983123115398012,0.15744696828918675,0.0858326260713646,0,0,0,0
APPS,APPS,-42.949,171.568,Stations_GeoNet,seismic, ,0.007177840739822776,0.019983604005039114,0.0087377617395051,0.005131887231178591,0.016519879954549028,0.040248569738249834,0.020791355033295857,0.011179444443404279,0.01818715128572952,0.05855940479660266,0.04468625832403497,0.0201041723498066,0.01818715128572952,0.05855940479660266,0.04468625832403497,0.0201041723498066,0,0,0,0
LPOC,LPOC,-43.608,172.715,Stations_GeoNet,seismic, ,0.4052120611208294,0.4324696197721437,0.1787914254771629,0.19091558261299385,0.34177969233583844,0.6961814551688281,0.6218889178789465,0.4527059325284385,0.34615334871469045,0.6736907270695558,0.6418541097528048,0.4157558185357792,0.34615334871469045,0.6961814551688281,0.6418541097528048,0.4527059325284385,0,0,0,0
TRCS,TRCS,-44.403,171.244,Stations_GeoNet,seismic, ,0.01329755321312145,0.022386908756988073,0.01945246978107085,0.011532043220519865,0.021684626981266653,0.04890946726447153,0.030942052003508552,0.01710676426272084,0.028825277096148537,0.04164542288270064,0.0458264371155754,0.019491475500917156,0.028825277096148537,0.04890946726447153,0.0458264371155754,0.019491475500917156,0,0,0,0
CSHS,CSHS,-43.227,171.724,Stations_GeoNet,seismic, ,0.01997982629334647,0.06181304697399784,0.06963642145877487,0.03466155418085206,0.027427460075518405,0.07515727684989046,0.06057846961992945,0.04213719265138418,0.048391458698976535,0.11825866668129706,0.0765934927820141,0.047129522538662705,0.048391458698976535,0.11825866668129706,0.0765934927820141,0.047129522538662705,0,0,0,0
RPZ,RPZ,-43.715,171.054,Stations_GeoNet,seismic, ,0.005429331498043982,0.013845405035876732,0.007748972513558277,0.009869938152219518,0.006764170226700808,0.014005019048085616,0.01666627728694886,0.009024912707218247,0.007309969685493259,0.0171961721270739,0.013320299020111824,0.01072648698487669,0.007309969685493259,0.0171961721270739,0.01666627728694886,0.01072648698487669,0,0,0,0
FDCS,FDCS,-44.099,170.829,Stations_GeoNet,seismic, ,0.010466579420000283,0.027112188336463314,0.021498951517716438,0.01697263672927474,0.01785587006752644,0.04148533943867891,0.01964490048752791,0.014292476884449946,0.018555094524990164,0.03615491481559248,0.03649402521959433,0.027376335386082237,0.018555094524990164,0.04148533943867891,0.03649402521959433,0.027376335386082237,0,0,0,0
HSES,HSES,-42.523,172.830,Stations_GeoNet,seismic, ,0.00799048718570083,0.02139761699051232,0.01298046181660824,0.006412228164014139,0.016136493279421123,0.03130199255181375,0.05294272419007328,0.02378953409319049,0.013825540391920053,0.04136954697083228,0.04729666559810095,0.030325728458210053,0.016136493279421123,0.04136954697083228,0.05294272419007328,0.030325728458210053,0,0,0,0
SHFC,SHFC,-43.391,172.026,Stations_GeoNet,seismic, ,0.025462048559256892,0.08228491124687502,0.03255290728034308,0.019969578603864863,0.047938059350887685,0.11712435512457624,0.0908213181623205,0.04820707131265176,0.06854537794713944,0.13697540081152634,0.07734923184821617,0.054263699954221874,0.06854537794713944,0.13697540081152634,0.0908213181623205,0.054263699954221874,0,0,0,0
NNBS,NNBS,-43.495,172.718,Stations_GeoNet,seismic, ,0.7977147836325487,0.6818469037179764,0.3910512624268383,0.25148559602501064,0.6597802301187156,0.8036034720281793,0.8268621419957659,0.6353373496968424,0.8555933362239483,1.1524573996873875,1.1490343003955192,0.7527539283820746,0.8555933362239483,1.1524573996873875,1.1490343003955192,0.7527539283820746,0,0,0,0
REHS,REHS,-43.522,172.635,Stations_GeoNet,seismic, ,0.5195018348343875,0.8076009210924956,0.2786828680825458,0.2139139887903889,0.38363359997639473,0.8639550982054521,0.7878262855345551,1.1523998377108646,0.7188940388468549,0.9194066587391813,0.9441712277245042,1.654632179918927,0.7188940388468549,0.9194066587391813,0.9441712277245042,1.654632179918927,0,0,0,0
LBZ,LBZ,-44.386,170.184,Stations_GeoNet,seismic, ,0.0016855292409567292,0.003351834835958993,0.0034054129636314954,0.0022705256261499195,0.0025900694086889485,0.0050229032276130434,0.005852241158662795,0.004405663255277856,0.0023945621105630585,0.005275877116544193,0.006202476289748564,0.004494843072952897,0.0025900694086889485,0.005275877116544193,0.006202476289748564,0.004494843072952897,0,0,0,0
SWNC,SWNC,-43.369,172.495,Stations_GeoNet,seismic, ,0.06881588338954976,0.11651615055817034,0.053505621093412864,0.03482230289778081,0.20795728817627698,0.7200929923936579,0.18899729678604854,0.0726780854276226,0.19221287619447852,0.7111168789028012,0.09654123050027201,0.08092692851346885,0.20795728817627698,0.7200929923936579,0.18899729678604854,0.08092692851346885,0,0,0,0
GLWS,GLWS,-42.594,172.511,Stations_GeoNet,seismic, ,0.012810157648041828,0.03371644928324057,0.018778925649733356,0.009761388596710647,0.017967586245133362,0.05263961503867823,0.03545625681223624,0.04412141632942557,0.023690889856258782,0.0599452948567892,0.05606813403184467,0.03679376741314528,0.023690889856258782,0.0599452948567892,0.05606813403184467,0.04412141632942557,0,0,0,0
AMBC,AMBC,-43.155,172.731,Stations_GeoNet,seismic, ,0.02400905774881594,0.037244629881182344,0.025563261116642262,0.0140869818436267,0.032783347532289835,0.06352356438880788,0.057052635631522165,0.024847084775316695,0.03035808557399551,0.07480453929321139,0.04185492754067636,0.039307588088992526,0.032783347532289835,0.07480453929321139,0.057052635631522165,0.039307588088992526,0,0,0,0
PRPC,PRPC,-43.526,172.683,Stations_GeoNet,seismic, ,1.8550330345783757,1.5481047103725154,0.6469418688192314,0.3201970763223286,0.6004794292858252,0.833415985416551,0.7021714930717947,0.5152331322440116,0.6482824759138226,0.9973830874669777,0.7420766056723507,0.4867275964984924,0.6482824759138226,0.9973830874669777,0.7420766056723507,0.5152331322440116,0,0,0,0
KOWC,KOWC,-43.321,171.855,Stations_GeoNet,seismic, ,0.022966227096398183,0.05836893246369248,0.032220976439130994,0.04017774740449386,0.0876056431022745,0.23973910698419557,0.25473316304368976,0.1214033461021909,0.05700423569246656,0.14074362768538715,0.15121018239278824,0.08153019552478073,0.0876056431022745,0.23973910698419557,0.25473316304368976,0.1214033461021909,0,0,0,0
ROLC,ROLC,-43.593,172.381,Stations_GeoNet,seismic, ,0.07634819708346834,0.10960893956779777,0.038810541531650034,0.030810646780101248,0.19401072483665474,0.3324459568154433,0.09469515079780806,0.07318581301896505,0.17646179286711805,0.24122080558888742,0.11612868297736828,0.0686754727145932,0.19401072483665474,0.3324459568154433,0.11612868297736828,0.07318581301896505,0,0,0,0
LINC,LINC,-43.623,172.468,Stations_GeoNet,seismic, ,0.0948582342033114,0.1255604763763711,0.0936071256750939,0.05562192159284399,0.08677349907178032,0.1835331051671513,0.13530771798706284,0.10471056904940178,0.158795352861908,0.22909128114053964,0.25322878803835475,0.22886776346704746,0.158795352861908,0.22909128114053964,0.25322878803835475,0.22886776346704746,0,0,0,0
SPFS,SPFS,-43.338,171.929,Stations_GeoNet,seismic, ,0.0493778548109422,0.17803756314153088,0.04707373146433709,0.026151031915398762,0.08258411886738223,0.15390759724241296,0.22496796315954165,0.09078114001453642,0.052441059631674294,0.13193670941061977,0.22005653972555372,0.09858460400730454,0.08258411886738223,0.15390759724241296,0.22496796315954165,0.09858460400730454,0,0,0,0
DFHS,DFHS,-43.490,172.102,Stations_GeoNet,seismic, ,0.03690495403534775,0.11905584626736543,0.040798074275439675,0.014145546075294684,0.06757687234246645,0.24159955579118444,0.08667498159074222,0.046789437263359226,0.04844534591554259,0.10380452861829446,0.0777535009466958,0.02218870474253389,0.06757687234246645,0.24159955579118444,0.08667498159074222,0.046789437263359226,0,0,0,0
SLRC,SLRC,-43.675,172.318,Stations_GeoNet,seismic, ,0.053902321270117334,0.0998565307438428,0.034250850022599345,0.04011783426796829,0.1050241496584831,0.3711930103324772,0.1359092069616348,0.11709514971914031,0.07712435770958327,0.2312441390842525,0.10916191845286365,0.09057787750987277,0.1050241496584831,0.3711930103324772,0.1359092069616348,0.11709514971914031,0,0,0,0
CACS,CACS,-43.483,172.530,Stations_GeoNet,seismic, ,0.18995073106553817,0.29267358573817515,0.09171566045493076,0.10546383977211089,0.23460942306285237,0.5867691711110736,0.14420603998313355,0.14566585412292715,0.18970939605121825,0.5014019668247075,0.279234048080685,0.19101670904054657,0.23460942306285237,0.5867691711110736,0.279234048080685,0.19101670904054657,0,0,0,0
MQZ,MQZ,-43.706,172.654,Stations_GeoNet,seismic, ,0.09607168391088705,0.13269992835822295,0.07789162484134038,0.0400924291372441,0.14850681345761732,0.28763741094905443,0.08972912752340167,0.08849286138509392,0.11740007896306681,0.1284203785306003,0.06962370707644833,0.02762966705109688,0.14850681345761732,0.28763741094905443,0.08972912752340167,0.08849286138509392,0,0,0,0
ADCS,ADCS,-43.902,171.748,Stations_GeoNet,seismic, ,0.021155143610441962,0.06375180744403394,0.013528234567082794,0.009610186397832435,0.07038965866835474,0.18439598457025175,0.07400047238688134,0.026467609569979348,0.03583109220841123,0.11409079673259595,0.05561454986092625,0.020163849514444488,0.07038965866835474,0.18439598457025175,0.07400047238688134,0.026467609569979348,0,0,0,0
WTMC,WTMC,-42.619,173.054,Stations_GeoNet,seismic, ,0.008885519888544422,0.013195981715310265,0.0139140257881727,0.012197275143289525,0.011542226044531383,0.025340063193989328,0.014935539728681214,0.014400333225453204,0.01154906219906277,0.030376490180437556,0.019100745708349524,0.013857266806791595,0.01154906219906277,0.030376490180437556,0.019100745708349524,0.014400333225453204,0,0,0,0
LPCC,LPCC,-43.608,172.725,Stations_GeoNet,seismic, ,0.5139469492812161,0.5871547503187596,0.19820711349735953,0.10320806472671365,0.9723248224132043,1.1319185857389447,0.35898033052721245,0.40164659221899135,0.9614705310319905,0.8457512922060477,0.6548149883237795,0.2263919631549084,0.9723248224132043,1.1319185857389447,0.6548149883237795,0.40164659221899135,0,0,0,0
IFPS,IFPS,-42.727,171.473,Stations_GeoNet,seismic, ,0.004998622623544707,0.013804507136966524,0.013162555661670874,0.008906178724809612,0.010480547929514925,0.016396472438985805,0.020315558097667347,0.027552482587728733,0.010135817691820476,0.02227443866369615,0.042382433362308784,0.01952363402079266,0.010480547929514925,0.02227443866369615,0.042382433362308784,0.027552482587728733,0,0,0,0
KHZ,KHZ,-42.416,173.539,Stations_GeoNet,seismic, ,0.0010846001376131136,0.002241943875372327,0.0036106593295293704,0.00167891810639273,0.0015640502205074866,0.0023873180075653527,0.0032512203686245553,0.0026673988288792175,0.0016566320387959843,0.0026205450350717165,0.003636100909900601,0.003177928695534652,0.0016566320387959843,0.0026205450350717165,0.003636100909900601,0.003177928695534652,0,0,0,0
