# 19920413_M5.3_Roermond median gmf, Stations:All, gmlt:GEM, Rupture:EFEHR
custom_site_id,lon,lat,ESHM20Craton,"ESHM20Craton
epsilon=-1.355630","ESHM20Craton
epsilon=1.355630","ESHM20Craton
site_epsilon=-1.732051","ESHM20Craton
site_epsilon=1.732051","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.73205100
c3_epsilon = 1.73205100"
s_1036,4.667000000000002,52.183,0.007511159,0.007490804,0.007531569,0.0070019057,0.00805745,0.007361401
s_1037,4.5,52.067,0.008137386,0.008074197,0.00820107,0.008237974,0.008038027,0.007884328
s_1038,5.257000000000005,49.981,0.007917739,0.0078973565,0.007938175,0.007845791,0.007990347,0.007998003
s_1039,5.1200000000000045,50.021,0.007580493,0.007548313,0.00761281,0.0076065343,0.007554541,0.008588003
s_104,5.36699999999999,50.992,0.05336817,0.053161304,0.053575836,0.055190757,0.05160577,0.049946886
s_1040,6.917000000000002,52.417,0.0068499465,0.006814607,0.0068854694,0.007137823,0.0065736803,0.0062978393
s_1041,7.606999999999999,50.416,0.0077325013,0.007663529,0.0078020943,0.007986533,0.007486549,0.007327725
s_1042,7.167000000000002,50.149,0.009850678,0.00979572,0.009905944,0.00970039,0.010003295,0.009493933
s_1043,3.975999999999999,51.007,0.006921772,0.006890675,0.006953009,0.006947306,0.0068963314,0.006854984
s_1044,5.568000000000012,49.911,0.006877126,0.0068487027,0.006905668,0.006969036,0.006786429,0.00672135
s_1045,6.147999999999996,49.886,0.011571608,0.011519539,0.011623911,0.011274942,0.011876077,0.011142266
s_1046,4.60499999999999,50.252,0.0080101425,0.007959611,0.008060994,0.008223591,0.007802233,0.0075340746
s_1047,3.9420000000000073,51.174,0.007042799,0.00700523,0.0070805703,0.0070747207,0.007011022,0.006806568
s_1048,8.02000000000001,50.869,0.012262788,0.012198964,0.012326946,0.011912342,0.012623544,0.0123745045
s_1049,7.375,52.239,0.006729334,0.006713927,0.0067447764,0.006947487,0.006518031,0.0065023173
s_105,5.490000000000009,50.851,0.0736988,0.07355611,0.073841766,0.07849648,0.06919435,0.07079085
s_1050,5.917000000000002,52.55,0.008856536,0.008797285,0.008916185,0.008887666,0.0088255135,0.008534692
s_1051,4.1340000000000146,50.666,0.008031709,0.0079925535,0.008071056,0.008276649,0.0077940174,0.007330185
s_1052,7.663000000000011,50.434,0.00732877,0.007280218,0.0073776455,0.0074588438,0.0072009647,0.007565536
s_1053,7.992999999999995,50.788,0.00664458,0.006628634,0.0066605643,0.006739343,0.0065511493,0.0063623847
s_1054,4.832999999999998,52.3,0.007416782,0.007364411,0.007469526,0.0073825265,0.007451197,0.007352309
s_1055,3.975999999999999,50.934,0.0066519133,0.0066331015,0.006670778,0.0066419477,0.006661894,0.0072882315
s_1056,4.11699999999999,51.75,0.007935057,0.007853795,0.008017162,0.007457111,0.008443637,0.008357056
s_1057,3.967000000000013,51.483,0.0068180785,0.0067891153,0.0068471655,0.006962116,0.0066770213,0.006435632
s_1058,7.614000000000004,52.098,0.0071070166,0.0070742187,0.0071399664,0.0071608257,0.007053612,0.008521732
s_1059,4.75,52.267,0.008293382,0.0082689235,0.008317913,0.00858626,0.0080104945,0.00785994
s_106,5.860000000000014,50.704,0.06915332,0.069023,0.06928388,0.06748207,0.07086596,0.07581374
s_1060,4.532999999999987,52.133,0.009729316,0.009686603,0.009772219,0.009468815,0.009996985,0.009625157
s_1061,8.103000000000009,50.996,0.0074232942,0.0073997267,0.0074469373,0.006862646,0.008029746,0.007511708
s_1062,4.25,51.917,0.007327595,0.0072763762,0.007379174,0.0074172053,0.007239067,0.0077904053
s_1063,4.266999999999996,51.933,0.008283454,0.008256117,0.008310881,0.008865072,0.007739995,0.008805165
s_1064,4.286000000000001,50.471,0.0063330377,0.0063026994,0.0063635223,0.0063809217,0.0062855133,0.0061666192
s_1065,6.282999999999987,52.567,0.007868816,0.007848277,0.007889409,0.00791626,0.007821657,0.008626802
s_1066,4.3799999999999955,50.379,0.013067921,0.013008067,0.013128049,0.013209189,0.012928163,0.014119898
s_1067,4.177999999999997,50.572,0.0075381463,0.0074942415,0.0075823087,0.0072755786,0.0078101903,0.0072464133
s_1068,4.1370000000000005,50.613,0.00828618,0.0081876805,0.008385864,0.008690621,0.00790056,0.007834094
s_1069,4.349999999999994,52.017,0.006906492,0.006832018,0.0069817784,0.006527139,0.007307893,0.0063433587
s_107,5.725999999999999,50.714,0.05952874,0.059392758,0.059665028,0.0596296,0.059428047,0.06491358
s_1070,4.13300000000001,51.817,0.0068290695,0.00679374,0.006864582,0.006400921,0.0072858557,0.0068580504
s_1071,6.742999999999995,49.944,0.0063693984,0.006329561,0.0064094863,0.006046418,0.0067096315,0.005881847
s_1072,4.235000000000014,50.504,0.008610826,0.008585528,0.008636198,0.008622323,0.008599344,0.009874302
s_1073,7.939999999999998,50.653,0.008262147,0.008237729,0.008286638,0.008397383,0.00812909,0.008461796
s_1074,4.0,51.65,0.007185297,0.00714493,0.007225893,0.007213212,0.0071574906,0.0070330733
s_1075,4.322000000000003,50.412,0.00735977,0.0073273187,0.0073923655,0.007259348,0.007461582,0.0072241356
s_1076,4.030000000000001,50.726,0.009329203,0.009285192,0.009373421,0.00914726,0.009514763,0.008934643
s_1077,5.668000000000006,49.851,0.006988453,0.006920637,0.0070569334,0.006647924,0.0073464257,0.006812845
s_1078,4.400000000000006,52.083,0.011370519,0.011327339,0.011413863,0.010870826,0.01189318,0.010756805
s_1079,3.8870000000000005,51.009,0.0066447756,0.0066292644,0.006660323,0.0066682105,0.006621423,0.007129458
s_108,5.389999999999986,50.86,0.060880017,0.060761884,0.060998376,0.060566407,0.061195247,0.054941133
s_1080,3.859000000000009,51.169,0.008086209,0.008046878,0.008125732,0.0079430295,0.00823197,0.008304917
s_1081,6.082999999999998,52.6,0.006514084,0.006497833,0.0065303757,0.006581886,0.0064469804,0.006944714
s_1082,7.342999999999989,52.32,0.0069208415,0.006893418,0.0069483737,0.0069286935,0.006912998,0.007728821
s_1083,4.5,52.167,0.0062548416,0.0062410287,0.0062686857,0.005645168,0.00693036,0.0061030574
s_1084,4.244,50.456,0.009014214,0.008964815,0.009063885,0.009098368,0.008930839,0.008704024
s_1085,4.38900000000001,50.322,0.0065131364,0.0064920164,0.0065343254,0.006495264,0.0065310583,0.0069079394
s_1086,7.431999999999988,52.285,0.0074944412,0.007477856,0.0075110635,0.007799184,0.007201606,0.007714952
s_1087,4.548000000000002,50.197,0.0064019104,0.0063834004,0.006420474,0.006443541,0.0063605485,0.0067151436
s_1088,4.432999999999993,52.133,0.007372798,0.0073506213,0.0073950416,0.0076790676,0.007078743,0.0070841196
s_1089,3.973000000000013,50.753,0.0069508557,0.0068912557,0.0070109717,0.0066553243,0.0072595105,0.006855823
s_109,5.467000000000013,50.781,0.08002233,0.07984829,0.08019675,0.083897434,0.07632621,0.084664546
s_1090,3.852000000000004,51.031,0.006898667,0.006881552,0.006915825,0.0062978785,0.007556768,0.006697
s_1091,4.27000000000001,50.408,0.006929056,0.006880772,0.0069776787,0.007073748,0.0067873234,0.0059945993
s_1092,3.8360000000000127,51.097,0.0066753947,0.0066123256,0.006739066,0.006141536,0.00725566,0.006802787
s_1093,3.891999999999996,50.889,0.008093068,0.0080677,0.008118517,0.00828617,0.007904467,0.008342291
s_1094,4.5,52.2,0.00807707,0.00805021,0.00810402,0.008288071,0.007871442,0.008474015
s_1095,3.813999999999993,51.201,0.0072624623,0.0071903346,0.007335313,0.0073398743,0.007185866,0.0078184
s_1096,4.431999999999988,50.252,0.0066966694,0.00666023,0.006733308,0.0067768013,0.006617485,0.0064220284
s_1097,6.082999999999998,52.633,0.0068516284,0.006803278,0.0069003226,0.006888372,0.0068150815,0.006505295
s_1098,4.217000000000013,52.0,0.006939909,0.006916468,0.0069634295,0.0071161287,0.006768053,0.0069638845
s_1099,6.199999999999989,52.633,0.0068377983,0.006794128,0.0068817497,0.00704836,0.006633527,0.0062922374
s_11,6.132000000000005,51.071,0.06740875,0.0671899,0.06762831,0.07117058,0.063845746,0.07059147
s_110,5.346000000000004,50.802,0.06167112,0.06149881,0.061843913,0.06154024,0.06180228,0.0673582
s_1100,8.134999999999991,50.807,0.006162501,0.006101008,0.0062246136,0.005658963,0.006710844,0.0063866004
s_1101,5.018000000000001,49.942,0.0067086327,0.006692355,0.0067249504,0.006713348,0.006703921,0.007831938
s_1102,5.135999999999996,49.905,0.0075519555,0.007490676,0.0076137367,0.00758536,0.007518698,0.009071569
s_1103,4.516999999999996,52.233,0.0073743095,0.0073060445,0.0074432124,0.007554868,0.0071980665,0.007443498
s_1104,3.8009999999999877,51.057,0.0061449762,0.006125566,0.0061644483,0.006338793,0.005957086,0.00579133
s_1105,4.290999999999997,50.338,0.008706094,0.008663142,0.008749259,0.008818998,0.008594635,0.007971906
s_1106,4.483000000000004,52.217,0.007122367,0.0070861396,0.0071587805,0.0068827574,0.0073703188,0.0070548486
s_1107,5.540999999999997,49.813,0.0069102696,0.0068906243,0.006929971,0.006268386,0.0076178825,0.0068699596
s_1108,3.9410000000000025,50.717,0.013982461,0.013931212,0.014033898,0.014354868,0.013619714,0.013049302
s_1109,4.38300000000001,52.15,0.0072605005,0.007186702,0.007335057,0.007462685,0.007063794,0.0071495585
s_111,5.194999999999993,50.865,0.058503155,0.058375865,0.058630727,0.058288194,0.058718912,0.052908987
s_1110,7.722000000000008,50.336,0.011259345,0.011194796,0.011324266,0.010913454,0.011616199,0.009853667
s_1111,7.419000000000011,50.143,0.0066329446,0.006617487,0.0066484385,0.0065504075,0.006716522,0.006482906
s_1112,4.266999999999996,50.346,0.006643964,0.0066160476,0.0066719977,0.006662485,0.006625494,0.007269384
s_1113,5.050000000000011,52.5,0.0066584004,0.006639818,0.006677035,0.006956591,0.006372992,0.0068729855
s_1114,4.86699999999999,52.433,0.010213222,0.010150155,0.010276682,0.009893615,0.010543155,0.010544457
s_1115,6.667000000000002,52.6,0.008908019,0.008863425,0.008952839,0.009094711,0.008725161,0.008279192
s_1116,5.2549999999999955,49.855,0.007113135,0.007074853,0.007151624,0.007143918,0.007082484,0.008384285
s_1117,7.584000000000003,50.235,0.0070386347,0.006972197,0.0071057053,0.0071724304,0.006907335,0.007287023
s_1118,3.884999999999991,50.772,0.008389384,0.008358737,0.008420141,0.008111506,0.008676779,0.008213343
s_1119,4.582999999999998,52.3,0.0057992316,0.00578185,0.005816666,0.0052580647,0.006396096,0.0057637338
s_112,5.3019999999999925,50.756,0.059983887,0.05986587,0.060102135,0.061450608,0.058552176,0.05854573
s_1120,3.8060000000000116,50.947,0.0064930837,0.0064516347,0.0065347995,0.006633225,0.0063559036,0.006772203
s_1121,4.266999999999996,52.083,0.008055275,0.007986719,0.0081244195,0.0076967883,0.008430459,0.007985091
s_1122,8.28200000000001,51.348,0.007070782,0.007042446,0.0070992326,0.007220051,0.0069246,0.007296712
s_1123,3.7549999999999955,51.229,0.006647977,0.0066284323,0.00666758,0.006828224,0.006472489,0.0069707558
s_1124,7.956999999999994,50.509,0.0068531153,0.0068327263,0.0068735653,0.0072045648,0.00651881,0.007701505
s_1125,3.9170000000000016,51.733,0.0063804993,0.006365587,0.0063954466,0.006287044,0.006475344,0.0061201667
s_1126,4.168000000000006,50.413,0.006713443,0.00669756,0.0067293635,0.0070142816,0.0064255074,0.0067786267
s_1127,3.983000000000004,51.833,0.0065736813,0.006524005,0.006623736,0.0066443016,0.006503812,0.007375691
s_1128,3.812999999999988,50.87,0.0072036064,0.0071657454,0.0072416672,0.0075989277,0.006828851,0.007023366
s_1129,6.282999999999987,52.667,0.0066087735,0.0065840664,0.0066335737,0.0068064723,0.006416817,0.00652055
s_113,6.885999999999996,50.81,0.056085095,0.05595389,0.05621661,0.057090253,0.055097636,0.053196236
s_1130,4.432999999999993,52.233,0.0068627438,0.0068027196,0.0069232974,0.0065382184,0.007203377,0.006419403
s_1131,7.578000000000003,52.295,0.006537819,0.006488986,0.006587019,0.0066019157,0.0064743445,0.0064159804
s_1132,3.8000000000000114,51.567,0.0070142304,0.0069899927,0.0070385523,0.006811384,0.0072231176,0.007775009
s_1133,4.717000000000013,52.4,0.0062535712,0.006233744,0.0062734615,0.006553828,0.0059670703,0.006547063
s_1134,4.61699999999999,52.35,0.01000388,0.009975128,0.010032714,0.009636362,0.010385414,0.009469245
s_1135,5.788999999999987,49.751,0.0076913605,0.0076361895,0.0077469302,0.0074594277,0.007930505,0.00695246
s_1136,5.967000000000013,52.683,0.009316161,0.0092910705,0.009341321,0.008840062,0.009817902,0.008461469
s_1137,4.817000000000007,52.45,0.006435021,0.006404674,0.0064655114,0.0063331984,0.00653848,0.006076262
s_1138,7.88900000000001,50.41,0.0062279683,0.0062012076,0.0062548444,0.0060690492,0.0063910484,0.006427899
s_1139,3.7479999999999905,50.996,0.0060989945,0.0060761315,0.0061219432,0.006244752,0.0059566386,0.0058329995
s_114,6.794000000000011,50.665,0.057880625,0.057768397,0.05799307,0.057669267,0.058092758,0.05980133
s_1140,3.8669999999999902,51.717,0.0066891806,0.006641025,0.0067376853,0.006729726,0.006648879,0.006925505
s_1141,6.432999999999993,52.667,0.0062892903,0.0062456243,0.0063332617,0.006028128,0.006561767,0.0065518455
s_1142,4.932999999999993,52.5,0.0056019616,0.0055818227,0.005622173,0.005106745,0.006145201,0.0057508037
s_1143,3.7290000000000134,51.054,0.008244379,0.008184654,0.008304541,0.008383723,0.008107352,0.0076779895
s_1144,4.414999999999992,50.17,0.0062530315,0.0062378,0.0062683006,0.006256417,0.006249648,0.006035153
s_1145,3.709000000000003,51.111,0.006645391,0.0066244504,0.0066663977,0.0064718556,0.00682358,0.0065895575
s_1146,4.706999999999994,49.995,0.0068383073,0.0068219155,0.006854738,0.007008976,0.006671794,0.0064945454
s_1147,4.63300000000001,52.383,0.006463904,0.0064293914,0.0064986013,0.006534643,0.0063939304,0.007581263
s_1148,6.199999999999989,52.7,0.006024224,0.006001871,0.0060466602,0.0058690156,0.006183537,0.0058649695
s_1149,3.8319999999999936,50.713,0.009010169,0.008986009,0.009034392,0.008450021,0.009607448,0.008340666
s_115,6.6699999999999875,50.59,0.05045349,0.05022668,0.050681327,0.050680473,0.050227523,0.045855574
s_1150,5.650000000000006,49.731,0.006346152,0.0063282955,0.0063640587,0.00634596,0.0063463445,0.0065744272
s_1151,4.098000000000013,50.397,0.0060750465,0.0060543874,0.006095776,0.006052658,0.006097518,0.0070337085
s_1152,6.75,52.65,0.006748178,0.006677159,0.0068199523,0.0065143206,0.0069904304,0.0068860375
s_1153,4.164999999999992,50.324,0.006236467,0.006214518,0.0062584933,0.006086491,0.0063901385,0.006790646
s_1154,4.61699999999999,52.4,0.0057272506,0.0057081603,0.005746405,0.005325372,0.0061594574,0.005606013
s_1155,3.765999999999991,50.805,0.009466397,0.009430415,0.009502516,0.009906687,0.009045675,0.00928399
s_1156,7.4909999999999854,50.09,0.006481938,0.0064472742,0.0065167886,0.006661206,0.006307495,0.0069970707
s_1157,5.236999999999995,49.783,0.006035116,0.0060174726,0.0060528116,0.0058946107,0.006178971,0.0061952425
s_1158,8.247000000000014,51.743,0.006328721,0.006309752,0.0063477475,0.0065392926,0.00612493,0.00623574
s_1159,8.397999999999996,51.312,0.0068820585,0.0068136654,0.0069511384,0.0073490622,0.0064447313,0.0064131566
s_116,7.002999999999986,50.74,0.047520164,0.047406152,0.047634453,0.047620717,0.047419824,0.049947362
s_1160,4.236999999999995,50.237,0.008376894,0.008351763,0.008402101,0.008254352,0.008501255,0.008476693
s_1161,4.516999999999996,52.367,0.006403581,0.0063251243,0.006483011,0.00647659,0.006331395,0.006302645
s_1162,3.901999999999987,50.557,0.0059399474,0.005916489,0.005963499,0.005915888,0.0059641046,0.00701975
s_1163,3.912000000000006,50.533,0.0067924573,0.0067123566,0.006873514,0.0063882754,0.0072222115,0.0066664466
s_1164,6.483000000000004,52.717,0.008669157,0.008643057,0.008695335,0.009325193,0.008059273,0.008882296
s_1165,4.185000000000002,50.265,0.010008064,0.009948028,0.010068463,0.009717214,0.01030762,0.010477899
s_1166,3.6670000000000016,51.5,0.005902023,0.005876175,0.0059279846,0.0060513644,0.0057563675,0.0057276264
s_1167,8.40100000000001,51.043,0.0057399445,0.005722776,0.0057571647,0.005611074,0.0058717746,0.0054220525
s_1168,5.86699999999999,49.683,0.0057527265,0.005726966,0.0057786023,0.005568881,0.0059426413,0.005709825
s_1169,3.651999999999987,50.993,0.0070585045,0.006998621,0.007118901,0.006786742,0.0073411497,0.0072232727
s_117,5.931000000000012,50.395,0.05213168,0.052002747,0.052260935,0.052740667,0.051529724,0.05662249
s_1170,5.342999999999989,49.739,0.0064133992,0.0063971123,0.0064297277,0.0063477056,0.0064797727,0.007940284
s_1171,3.641999999999996,51.022,0.005865579,0.0058354153,0.005895899,0.005817103,0.005914459,0.005703737
s_1172,3.617999999999995,51.219,0.0055543743,0.005532445,0.0055763912,0.0054008476,0.0057122656,0.0051857647
s_1173,3.664999999999992,50.93,0.008929759,0.008852691,0.009007499,0.008551103,0.009325183,0.009385309
s_1174,3.6670000000000016,51.55,0.0062700296,0.0062536946,0.006286407,0.006242819,0.006297359,0.007225285
s_1175,3.6069999999999993,51.153,0.00612954,0.006083642,0.006175784,0.0058993096,0.006368755,0.0063145556
s_1176,3.6570000000000107,50.904,0.006071118,0.0060369773,0.0061054523,0.006108218,0.006034244,0.0057684546
s_1177,3.6069999999999993,51.096,0.007490987,0.007440982,0.0075413277,0.0071000126,0.00790349,0.0073508373
s_1178,3.9480000000000075,50.455,0.0056848447,0.0056662494,0.0057035014,0.005504584,0.0058710086,0.0055891084
s_1179,8.402999999999992,50.926,0.0058056177,0.0057839868,0.005827329,0.0059032743,0.005709576,0.0059363665
s_118,5.1510000000000105,50.627,0.056083787,0.055976555,0.056191225,0.056411687,0.055757795,0.052080084
s_1180,3.681999999999988,50.808,0.0061074146,0.0060527893,0.0061625335,0.0062859138,0.0059339846,0.006296646
s_1181,4.61699999999999,52.467,0.006063216,0.0060268207,0.006099831,0.0060413918,0.0060851187,0.005882621
s_1182,5.050000000000011,52.633,0.006032835,0.005984199,0.006081867,0.0061989,0.00587122,0.0057595624
s_1183,3.8079999999999927,50.588,0.005759975,0.0057418253,0.005778182,0.0059268125,0.0055978335,0.0056051295
s_1184,3.776999999999987,50.629,0.008284156,0.0082383985,0.008330168,0.007992297,0.008586672,0.008159641
s_1185,6.949999999999989,52.667,0.0087089045,0.008641005,0.008777338,0.008361228,0.009071038,0.008911685
s_1186,6.349999999999994,52.767,0.005809646,0.0057893535,0.0058300104,0.005924861,0.005696672,0.005564706
s_1187,6.75,52.717,0.0058367597,0.0058085425,0.005865114,0.005995547,0.005682178,0.0061047534
s_1188,3.959000000000003,50.403,0.005551562,0.005501129,0.005602458,0.005205311,0.0059208465,0.006052605
s_1189,6.11699999999999,52.783,0.0061086006,0.006052002,0.006165729,0.006175298,0.0060426244,0.005969512
s_119,7.1159999999999854,50.742,0.0554973,0.055277325,0.055718146,0.057947986,0.05315025,0.052062985
s_1190,7.782999999999987,52.316,0.009369004,0.009323385,0.009414845,0.009753015,0.009000111,0.009473093
s_1191,3.598000000000013,50.96,0.005928225,0.0059034214,0.0059531326,0.0059598847,0.0058967336,0.00661983
s_1192,5.949999999999989,52.783,0.0058829044,0.0058647296,0.0059011355,0.005922956,0.005843124,0.0058751223
s_1193,5.0,52.633,0.005946302,0.0059009325,0.00599202,0.0057843192,0.006112821,0.0059330817
s_1194,3.561000000000007,51.12,0.0058879214,0.0058441153,0.005932056,0.005534545,0.0062638605,0.005559046
s_1195,3.5829999999999984,51.45,0.0057928464,0.005773957,0.005811798,0.0057608974,0.005824973,0.006434987
s_1196,5.312000000000012,49.701,0.006161087,0.0061383094,0.0061839498,0.005816462,0.006526131,0.0060212053
s_1197,3.681999999999988,50.734,0.0055333315,0.005513263,0.005553473,0.0053352346,0.0057387836,0.0055360333
s_1198,6.032999999999987,49.633,0.009560665,0.009497866,0.00962388,0.009257765,0.009873477,0.009539468
s_1199,7.723000000000013,52.369,0.005922467,0.005893236,0.005951843,0.0060851914,0.005764094,0.0062381765
s_12,6.032999999999987,51.063,0.06310748,0.06298884,0.06322636,0.06530497,0.06098394,0.060606856
s_120,7.188999999999993,50.68,0.04723654,0.046948608,0.047526237,0.043281578,0.051552895,0.04320311
s_1200,7.713999999999999,50.111,0.0059183026,0.005870991,0.005965996,0.0062673213,0.0055887206,0.0058931555
s_1201,3.608000000000004,50.841,0.0056730704,0.005624542,0.005722018,0.0054369615,0.005919433,0.0056915754
s_1202,3.526999999999987,51.242,0.0056686196,0.0056494502,0.0056878547,0.005822168,0.005519121,0.0057563675
s_1203,3.865000000000009,50.443,0.0060699247,0.0060254317,0.006114746,0.0057069277,0.0064560105,0.00588565
s_1204,7.521999999999991,49.983,0.0060281097,0.005977746,0.0060788975,0.006165199,0.0058940686,0.006757959
s_1205,3.532999999999987,51.483,0.005325301,0.005301271,0.00534944,0.00513871,0.0055186674,0.0054157875
s_1206,3.5,51.333,0.0059163636,0.005873089,0.0059599564,0.006123618,0.005716123,0.0063907173
s_1207,4.682999999999993,52.567,0.0057597156,0.0057175956,0.005802145,0.005792601,0.0057270164,0.005732374
s_1208,5.656000000000006,49.612,0.005891887,0.0058699595,0.005913896,0.0057305447,0.0060577714,0.0061572143
s_1209,3.8619999999999948,50.414,0.0053110053,0.0052709603,0.005351355,0.0048764856,0.0057842433,0.0053107664
s_121,7.163000000000011,50.635,0.052853424,0.052575182,0.053133134,0.053215306,0.052494,0.065582976
s_1210,6.36699999999999,52.817,0.00634636,0.006293854,0.0063993037,0.006878705,0.005855213,0.006462602
s_1211,8.266999999999996,50.511,0.006872666,0.0068212105,0.0069245095,0.0073455498,0.006430225,0.0060852696
s_1212,3.734000000000009,50.549,0.008264846,0.008232154,0.008297668,0.007993257,0.008545664,0.0074401046
s_1213,3.820999999999998,50.447,0.0060135345,0.005990426,0.0060367323,0.006328535,0.005714213,0.005850771
s_1214,3.6040000000000134,50.746,0.0056970827,0.0056669833,0.0057273423,0.005864864,0.0055341013,0.0056406897
s_1215,3.530000000000001,50.905,0.005762872,0.0057286904,0.005797257,0.0058854357,0.0056428607,0.005932259
s_1216,3.5509999999999877,50.832,0.00984328,0.009786431,0.009900459,0.009497761,0.0102013685,0.009544997
s_1217,6.733000000000004,52.783,0.005831259,0.0058070775,0.005855541,0.0054606954,0.006226969,0.0058384878
s_1218,3.9679999999999893,50.28,0.0056073503,0.0055824486,0.0056323623,0.005643566,0.0055713663,0.0058359667
s_1219,3.622000000000014,50.669,0.0060508098,0.0060045538,0.0060974224,0.006083036,0.006018755,0.006952558
