# 20060527_M6.4_Yogyakarta median gmf, Stations:None, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,BooreEtAl2014,CampbellBozorgnia2014,CauzziEtAl2014,ChiouYoungs2014,ZhaoEtAl2006Asc
t_1019,113.41460999999998,-8.03,0.0016763089,0.0028861396,0.0036698687,0.0031079825,0.0028062002
t_102,108.74337000000003,-7.05041,0.005886165,0.007883056,0.006939324,0.009760762,0.0062021846
t_1020,113.14510999999999,-8.03,0.002188481,0.0037307516,0.004147944,0.0040157856,0.0029011609
t_1021,113.6841,-8.03,0.0010631135,0.0020448768,0.002972594,0.0020368954,0.0017185794
t_1022,113.50443999999999,-8.03,0.0013175507,0.0024582436,0.0032636449,0.002499741,0.0020383515
t_1023,113.59427,-8.03,0.0010571022,0.0021165272,0.002936719,0.0020461294,0.0018708288
t_1024,113.32478000000003,-8.03,0.0020985962,0.003362894,0.0040972615,0.0038087755,0.0030633537
t_1025,113.77393999999998,-8.03,0.0013345307,0.0022115074,0.0033784776,0.0024567547,0.0019945777
t_1026,113.23495000000003,-8.03,0.0025647902,0.0038780696,0.0045235245,0.004569099,0.003347598
t_1027,113.6841,-7.94104,0.0009540845,0.001935956,0.0028108228,0.00185446,0.0017191207
t_1028,113.14510999999999,-7.94104,0.0019447184,0.0035161655,0.003901842,0.0036251456,0.002902729
t_1029,113.59427,-7.94104,0.0010575458,0.0021173013,0.0029372512,0.0020469516,0.0018714772
t_103,108.47387000000003,-7.05041,0.003152726,0.0050923973,0.0049741594,0.0056033405,0.0038221953
t_1030,113.77393999999998,-7.94104,0.0011197099,0.0020234382,0.0030845448,0.0021102158,0.001995146
t_1031,113.50443999999999,-7.94104,0.001313909,0.0024552236,0.0032588618,0.0024938441,0.0020391266
t_1032,113.32478000000003,-7.94104,0.0018390411,0.0031478042,0.003825794,0.003397431,0.00242775
t_1033,113.05527999999998,-7.94104,0.0025225119,0.004183107,0.004452315,0.0045773624,0.003179618
t_1034,113.41460999999998,-7.94104,0.0019385049,0.003106147,0.00395722,0.003524949,0.002807368
t_1035,113.23495000000003,-7.94104,0.0026759296,0.0039640586,0.0046246233,0.0047397423,0.0033492583
t_1036,113.59427,-7.85206,0.0010546849,0.002112307,0.0029338163,0.0020416477,0.0018672937
t_1037,111.52814999999998,-8.29676,0.015223346,0.026780944,0.014714139,0.022969846,0.01909176
t_1038,111.07898999999998,-8.20786,0.043894544,0.06774057,0.035812113,0.05785236,0.04367438
t_1039,111.25864999999999,-8.20786,0.035385642,0.05345279,0.02762458,0.04752493,0.039394327
t_104,108.83320000000003,-7.05041,0.0061859377,0.008424347,0.007154105,0.010238034,0.006746048
t_1040,111.43831999999998,-8.20786,0.020777578,0.034948513,0.018459825,0.030004345,0.022998318
t_1041,111.16881999999998,-8.20786,0.030581431,0.0534803,0.027384736,0.042112272,0.036776055
t_1042,111.52814999999998,-8.20786,0.015755521,0.02797769,0.015203299,0.023656681,0.019951971
t_1043,111.34848,-8.20786,0.02146819,0.039102446,0.019883428,0.030880947,0.026690405
t_1044,110.80948999999998,-8.11894,0.12559025,0.1494194,0.089042634,0.14952143,0.11266311
t_1045,110.98915999999997,-8.11894,0.085461035,0.10243711,0.06058812,0.104018524,0.07345827
t_1046,111.25864999999999,-8.11894,0.050625384,0.06386898,0.035001248,0.06433421,0.042007323
t_1047,111.52814999999998,-8.11894,0.021455884,0.033063505,0.018072225,0.030859444,0.025998322
t_1048,110.89933000000002,-8.11894,0.09643002,0.120562814,0.070148595,0.117890276,0.09101921
t_1049,111.16881999999998,-8.11894,0.042630795,0.06374795,0.033656664,0.056141883,0.04958739
t_105,108.56371000000001,-7.05041,0.0036015995,0.005668223,0.0053359233,0.0063235583,0.0052449303
t_1050,111.07898999999998,-8.11894,0.077083305,0.08865587,0.052981034,0.09337557,0.06061003
t_1051,111.43831999999998,-8.11894,0.024070196,0.038342632,0.020228012,0.034061324,0.023865942
t_1052,111.34848,-8.11894,0.029068088,0.046336565,0.023733854,0.040086586,0.03520801
t_1053,111.34848,-8.03,0.03083028,0.048402812,0.02474837,0.042175118,0.036113624
t_1054,111.25864999999999,-8.03,0.035853874,0.055573292,0.028779486,0.048157576,0.042860754
t_1055,111.16881999999998,-8.03,0.038662586,0.06216383,0.03245998,0.05169585,0.04085033
t_1056,110.98915999999997,-8.03,0.08369033,0.105546415,0.0608516,0.103087194,0.0787249
t_1057,111.43831999999998,-8.03,0.01950172,0.03520873,0.01825913,0.028420383,0.024377326
t_1058,110.89933000000002,-8.03,0.09171199,0.12552246,0.07007702,0.11394526,0.100425184
t_1059,111.52814999999998,-8.03,0.022688475,0.034328762,0.018736914,0.03237454,0.02647129
t_106,108.65354000000002,-7.05041,0.005521428,0.007326972,0.0066889585,0.0091886865,0.005702894
t_1060,111.07898999999998,-8.03,0.053246267,0.07847956,0.042288978,0.06886251,0.06308555
t_1061,110.80948999999998,-8.03,0.14181218,0.16961186,0.0984592,0.16505975,0.13021946
t_1062,110.89933000000002,-7.94104,0.13722862,0.14144742,0.09893536,0.15848032,0.103770636
t_1063,110.98915999999997,-7.94104,0.082230456,0.105692625,0.060413588,0.10174806,0.07989731
t_1064,112.24680000000001,-8.29676,0.00699749,0.010664592,0.007904052,0.011631462,0.009410242
t_1065,112.06714,-8.29676,0.0103789605,0.014563738,0.010046845,0.016434956,0.011679336
t_1066,111.70781,-8.29676,0.014503608,0.022378879,0.013277023,0.022043834,0.018646069
t_1067,111.88747000000001,-8.29676,0.011155312,0.0171241,0.010902356,0.017559944,0.014658667
t_1068,111.97730000000001,-8.29676,0.009825397,0.015078476,0.009958294,0.015716102,0.013064606
t_1069,111.61797999999999,-8.29676,0.01491658,0.024472743,0.01396593,0.022576408,0.016756272
t_107,109.10270000000003,-7.05041,0.008017123,0.0109001985,0.008377977,0.012952695,0.008675846
t_1070,111.79764,-8.29676,0.012700327,0.019530151,0.011997342,0.019654423,0.01650233
t_1071,112.15697,-8.29676,0.009738776,0.013308726,0.009550322,0.015509826,0.010470223
t_1072,111.88747000000001,-8.20786,0.01538832,0.020374786,0.013032766,0.02313553,0.015064086
t_1073,111.61797999999999,-8.20786,0.02278909,0.03071089,0.017759359,0.032458354,0.021983659
t_1074,111.70781,-8.20786,0.01633647,0.02418209,0.01427547,0.024420371,0.019291634
t_1075,112.15697,-8.20786,0.009893884,0.013561824,0.009659826,0.015732106,0.010688459
t_1076,111.79764,-8.20786,0.02269355,0.026366157,0.016649246,0.032160975,0.017198978
t_1077,111.97730000000001,-8.20786,0.012249097,0.017041849,0.011248306,0.019001832,0.0133913485
t_1078,112.06714,-8.20786,0.012151415,0.015952429,0.010977112,0.018814193,0.011945217
t_1079,112.06714,-8.11894,0.015383748,0.01808296,0.012532159,0.022974543,0.012269354
t_108,109.01285999999999,-6.96125,0.009384764,0.010951493,0.009002663,0.014697138,0.00757462
t_1080,112.15697,-8.11894,0.011941974,0.015017681,0.010715983,0.018473694,0.010963669
t_1081,111.61797999999999,-8.11894,0.016887134,0.027045801,0.015210496,0.025121726,0.017900418
t_1082,111.79764,-8.11894,0.02354481,0.02716328,0.017089155,0.033181723,0.017572196
t_1083,111.70781,-8.11894,0.021499317,0.028038077,0.016710214,0.030852053,0.019763863
t_1084,111.88747000000001,-8.11894,0.020275991,0.023564707,0.015275753,0.029188737,0.0155263925
t_1085,111.97730000000001,-8.11894,0.019173956,0.021438476,0.014466939,0.027745595,0.014701727
t_1086,112.33663000000001,-8.29676,0.0068203337,0.009964714,0.007703718,0.011331371,0.0084773535
t_1087,112.42646000000002,-8.29676,0.006350949,0.009125276,0.0073480895,0.010606421,0.0076533575
t_1088,112.60613000000001,-8.29676,0.0054328777,0.007638293,0.0066798553,0.009170368,0.006273929
t_1089,112.69596000000001,-8.29676,0.004694925,0.0067658047,0.0061628753,0.008037263,0.0056952797
t_109,108.65354000000002,-6.96125,0.004645582,0.006548296,0.0060989833,0.007893756,0.005419907
t_1090,112.78579000000002,-8.29676,0.0038546154,0.0058459034,0.0055459,0.006735949,0.0051781
t_1091,112.87562000000003,-8.29676,0.0029029397,0.004847193,0.004780864,0.005235191,0.0037347984
t_1092,112.51629000000003,-8.29676,0.006101152,0.008504483,0.007140551,0.010191647,0.0069231223
t_1093,112.96545000000003,-8.29676,0.003823247,0.005332914,0.0055231308,0.0065924637,0.004298668
t_1094,113.05527999999998,-8.29676,0.0024755548,0.004099871,0.0044116857,0.004494973,0.0039242767
t_1095,112.33663000000001,-8.20786,0.009222154,0.0117098,0.00906245,0.014681625,0.008627738
t_1096,112.69596000000001,-8.20786,0.005987866,0.0077060205,0.0070106224,0.00991171,0.0058358735
t_1097,112.78579000000002,-8.20786,0.0044938824,0.0063594575,0.006011165,0.007695374,0.005243763
t_1098,112.60613000000001,-8.20786,0.0069684037,0.008726642,0.0076282285,0.011358636,0.0064344285
t_1099,112.87562000000003,-8.20786,0.0034132064,0.0052866004,0.005200877,0.006028077,0.004771147
t_11,107.93489,-6.5152,0.0022912319,0.003103331,0.0043892786,0.003974736,0.0023399803
t_110,108.74337000000003,-6.96125,0.0052058063,0.0072153457,0.0064898375,0.008753162,0.0058784713
t_1100,112.42646000000002,-8.20786,0.006617125,0.009394181,0.0075194445,0.010996438,0.0077794306
t_1101,112.24680000000001,-8.20786,0.008641161,0.011968113,0.008856106,0.013955338,0.009590767
t_1102,112.51629000000003,-8.20786,0.004969342,0.0077301413,0.0064185807,0.008547199,0.007029427
t_1103,114.13326,-8.56335,0.0011484773,0.0017520231,0.003307372,0.0020577554,0.0013888966
t_1104,113.9536,-8.47451,0.00079486985,0.0015609032,0.0026565418,0.0015299876,0.001293655
t_1105,114.04343,-8.47451,0.000782648,0.0014964086,0.0026689284,0.001494178,0.001506651
t_1106,113.86376999999999,-8.47451,0.0007447778,0.0015635614,0.0025382435,0.0014605507,0.0014030844
t_1107,114.13326,-8.47451,0.0009203001,0.001571648,0.0029417693,0.001701568,0.0013908264
t_1108,114.04343,-8.38564,0.0006408408,0.0013586154,0.0024026404,0.0012579613,0.0012064315
t_1109,113.9536,-8.38564,0.0010963574,0.0018462487,0.0031326415,0.0020248103,0.0016514339
t_111,108.47387000000003,-6.96125,0.0032860464,0.0050844965,0.0050821775,0.0057880995,0.004607787
t_1110,113.86376999999999,-8.38564,0.0008089159,0.0016386921,0.002644639,0.0015713082,0.0014194453
t_1111,114.13326,-8.38564,0.0010863385,0.0017187552,0.0032004695,0.001967073,0.00142092
t_1112,114.04343,-8.29676,0.00095648185,0.0016702426,0.0029517787,0.0017824764,0.0015362843
t_1113,113.86376999999999,-8.29676,0.00090243353,0.0017390061,0.002794898,0.0017297417,0.0014328083
t_1114,113.9536,-8.29676,0.001225037,0.0019619071,0.003313865,0.0022315392,0.0016664044
t_1115,114.13326,-8.29676,0.00094778265,0.0016079679,0.0029773721,0.0017498631,0.0014172234
t_112,108.56371000000001,-6.96125,0.0039928914,0.005832341,0.005627073,0.0068891756,0.0049971617
t_113,108.92302999999998,-6.96125,0.008439382,0.009974023,0.0084569575,0.013364773,0.006988789
t_114,108.83320000000003,-6.96125,0.008222507,0.009456268,0.008305311,0.013004188,0.0064457254
t_115,109.10270000000003,-6.96125,0.009370243,0.011396238,0.009051681,0.0147445435,0.008204646
t_116,108.47387000000003,-6.87207,0.0030447473,0.0047818106,0.0048861518,0.0053986716,0.0043898337
t_117,108.65354000000002,-6.87207,0.0058883196,0.0072003524,0.006908739,0.009634115,0.0051954933
t_118,109.01285999999999,-6.87207,0.0097828265,0.010881651,0.009167618,0.015162392,0.0075719785
t_119,108.74337000000003,-6.87207,0.00671293,0.007987899,0.007416713,0.01083742,0.005619909
t_12,108.11455000000001,-6.42594,0.0027392164,0.0035401713,0.0047718477,0.0046834564,0.0025691967
t_120,108.83320000000003,-6.87207,0.0074411687,0.008738386,0.007853441,0.011897036,0.006077156
t_121,109.10270000000003,-6.87207,0.009550949,0.0111087235,0.0090954695,0.014926117,0.0076581454
t_122,108.56371000000001,-6.87207,0.004553781,0.006088871,0.006028718,0.0076842047,0.004749724
t_123,108.92302999999998,-6.87207,0.008425474,0.009661671,0.008421884,0.013292095,0.006568653
t_124,108.47387000000003,-6.78288,0.0028151164,0.004488236,0.0046946416,0.0050245975,0.00417314
t_125,108.65354000000002,-6.78288,0.005810249,0.0069652577,0.0068586566,0.009483673,0.0049153557
t_126,108.56371000000001,-6.78288,0.004288033,0.005760472,0.0058431327,0.0072667706,0.0045047966
t_127,108.56371000000001,-6.69367,0.0027477492,0.004479726,0.0046340544,0.0049284687,0.004264162
t_128,108.47387000000003,-6.60444,0.004732615,0.0055877175,0.006187538,0.0077842018,0.004045818
t_129,108.47387000000003,-6.5152,0.003907733,0.004920619,0.0056074234,0.006571671,0.003584741
t_13,108.20438000000001,-6.42594,0.0032897177,0.004057399,0.0052184286,0.00552318,0.002939294
t_130,108.47387000000003,-6.42594,0.0020606045,0.0034620438,0.0040258197,0.003764412,0.0033475657
t_131,110.71965999999998,-7.13955,0.031145707,0.04242627,0.023061998,0.0421894,0.029408874
t_132,110.00101000000001,-7.05041,0.016327525,0.023805723,0.014131234,0.02423302,0.018939933
t_133,110.62982999999997,-7.05041,0.03886202,0.04331817,0.025351427,0.050469927,0.027550345
t_134,110.27051,-7.05041,0.020360928,0.029686961,0.016799616,0.02929297,0.02292161
t_135,110.45017000000001,-7.05041,0.022101112,0.03242642,0.018005064,0.03143955,0.024820564
t_136,110.54000000000002,-7.05041,0.034797903,0.040645402,0.023600603,0.04606512,0.025629355
t_137,110.36034000000001,-7.05041,0.022408579,0.031964656,0.017950129,0.031801764,0.02399122
t_138,110.18067000000002,-7.05041,0.021590333,0.029537614,0.017073933,0.030783312,0.02168002
t_139,110.71965999999998,-7.05041,0.03461817,0.04058557,0.023544587,0.045910984,0.025640914
t_14,108.38404000000003,-6.42594,0.00356193,0.0044354335,0.0053815106,0.005996857,0.0031615833
t_140,110.09084000000001,-7.05041,0.018291742,0.026230317,0.015314085,0.026715575,0.020333387
t_141,110.18067000000002,-6.96125,0.026273763,0.03019121,0.018546328,0.03621301,0.019408898
t_142,110.54000000000002,-6.96125,0.030589854,0.035175826,0.021018844,0.041260194,0.02226815
t_143,110.36034000000001,-6.96125,0.031045062,0.03435718,0.02094587,0.04168657,0.022650197
t_144,110.45017000000001,-6.96125,0.02850794,0.033685476,0.020047734,0.038891543,0.021864142
t_145,110.71965999999998,-6.96125,0.03163475,0.035725016,0.02146746,0.042453427,0.022276862
t_146,110.62982999999997,-6.96125,0.032846797,0.036434446,0.021992242,0.04377753,0.023914045
t_147,110.27051,-6.96125,0.024178948,0.029898746,0.017874945,0.03383765,0.02039062
t_148,110.00101000000001,-6.96125,0.018176133,0.023579678,0.014597286,0.026523594,0.01700326
t_149,110.09084000000001,-6.96125,0.024697538,0.028356949,0.017648771,0.034343865,0.018327814
t_15,108.29421000000002,-6.42594,0.0032446356,0.0041022925,0.005150515,0.005497018,0.0029516239
t_150,110.00101000000001,-6.87207,0.011775123,0.01792686,0.011269353,0.018279199,0.015277378
t_151,110.09084000000001,-6.87207,0.012547114,0.01911956,0.0118115,0.019315358,0.016189953
t_152,110.27051,-6.87207,0.013922709,0.021268047,0.012779913,0.021137878,0.017814897
t_153,110.71965999999998,-6.87207,0.029280731,0.032195095,0.019824518,0.039677694,0.020786371
t_154,110.62982999999997,-6.87207,0.027185794,0.030849805,0.018982662,0.03730852,0.019579716
t_155,110.36034000000001,-6.87207,0.014468261,0.022130102,0.0131658865,0.02185439,0.018460434
t_156,110.18067000000002,-6.87207,0.02321002,0.02657403,0.016794227,0.03256515,0.017235177
t_157,110.71965999999998,-6.78288,0.023350574,0.026573941,0.016849471,0.032773685,0.017125702
t_158,110.62982999999997,-6.78288,0.024924919,0.027450986,0.01751754,0.034590617,0.018360369
t_159,110.71965999999998,-6.69367,0.01677144,0.021114342,0.01360214,0.024758033,0.01496437
t_16,107.75522000000001,-6.42594,0.0018244822,0.0025492788,0.0039889356,0.0031956825,0.0019399069
t_160,110.71965999999998,-6.60444,0.0150865065,0.01875588,0.012540394,0.022566002,0.013423237
t_161,111.70781,-7.22868,0.020005433,0.0226633,0.014992298,0.0288089,0.014664493
t_162,111.97730000000001,-7.22868,0.01392603,0.016158042,0.011653438,0.021027276,0.0109053785
t_163,112.06714,-7.22868,0.0110628605,0.013693737,0.010141399,0.017238788,0.009894494
t_164,112.24680000000001,-7.22868,0.009115781,0.011257513,0.008951167,0.014486834,0.008168665
t_165,112.15697,-7.22868,0.00899713,0.011742591,0.008970076,0.014397126,0.00888751
t_166,111.61797999999999,-7.22868,0.019666806,0.02378971,0.015140862,0.028491028,0.01619711
t_167,111.79764,-7.22868,0.015374462,0.018877666,0.012692732,0.023029214,0.013278728
t_168,111.88747000000001,-7.22868,0.014004304,0.017083043,0.011857989,0.021212418,0.012029525
t_169,111.97730000000001,-7.13955,0.014307278,0.015883848,0.011742336,0.021454915,0.011003644
t_17,107.93489,-6.42594,0.0023457084,0.0030781282,0.0044673816,0.004034827,0.0022334298
t_170,112.15697,-7.13955,0.008181453,0.010916924,0.008482402,0.013244438,0.008464899
t_171,111.79764,-7.13955,0.01599297,0.018568635,0.012835552,0.023748472,0.012440824
t_172,111.61797999999999,-7.13955,0.019016411,0.022407306,0.0146257,0.027636519,0.015001758
t_173,112.24680000000001,-7.13955,0.008809438,0.010812646,0.008754614,0.014035827,0.007804389
t_174,111.70781,-7.13955,0.019774629,0.021716664,0.014702197,0.02845986,0.014582621
t_175,112.06714,-7.13955,0.01276571,0.014298252,0.010903672,0.019403996,0.010022234
t_176,111.88747000000001,-7.13955,0.014882942,0.017033907,0.01215578,0.022271547,0.011325071
t_177,112.24680000000001,-7.05041,0.009864161,0.011155879,0.009273584,0.015402579,0.007928744
t_178,111.79764,-7.05041,0.014524958,0.017064808,0.01203646,0.021845857,0.011613584
t_179,111.61797999999999,-7.05041,0.014532892,0.01878256,0.012391867,0.021983337,0.0136987055
t_18,107.66539,-6.42594,0.0015457735,0.0022731067,0.0036953806,0.002745895,0.0018075893
t_180,112.15697,-7.05041,0.0108982725,0.01226529,0.009857815,0.016846975,0.008667345
t_181,111.97730000000001,-7.05041,0.0071184947,0.0108746,0.007996903,0.011813082,0.009606811
t_182,112.06714,-7.05041,0.010141363,0.012395182,0.009557678,0.015929747,0.008881168
t_183,111.88747000000001,-7.05041,0.009046992,0.012847591,0.009187101,0.014563002,0.010506224
t_184,111.70781,-7.05041,0.011944701,0.016241342,0.010964449,0.01856797,0.012550534
t_185,112.15697,-6.96125,0.008021793,0.010233331,0.008314384,0.012949019,0.007682606
t_186,111.79764,-6.96125,0.009089602,0.012994726,0.009231752,0.014628895,0.010690845
t_187,111.88747000000001,-6.96125,0.009301134,0.0125761265,0.009238448,0.014876909,0.009823652
t_188,112.24680000000001,-6.96125,0.0072762715,0.009331901,0.007844651,0.011854967,0.007050456
t_189,111.61797999999999,-6.96125,0.011100099,0.015695063,0.010546918,0.017432405,0.012616531
t_19,107.84505000000001,-6.42594,0.0020945186,0.002818892,0.004247185,0.0036299352,0.00208166
t_190,111.70781,-6.96125,0.013631479,0.016638985,0.011636074,0.020710686,0.011751031
t_191,111.97730000000001,-6.96125,0.007825606,0.011028277,0.008340474,0.012786428,0.009020618
t_192,112.06714,-6.96125,0.008018774,0.010685656,0.008373984,0.0130048385,0.008279815
t_193,111.97730000000001,-6.87207,0.009201009,0.0115694,0.009031952,0.0146372905,0.008540554
t_194,111.61797999999999,-6.87207,0.012904192,0.016169144,0.0112824105,0.019760773,0.01172742
t_195,111.70781,-6.87207,0.011462877,0.014631075,0.010459451,0.017826468,0.0107400045
t_196,112.06714,-6.87207,0.005488812,0.008558011,0.006817471,0.009359956,0.0077826823
t_197,112.15697,-6.87207,0.004995054,0.007827185,0.0064452705,0.008593843,0.007167136
t_198,111.79764,-6.87207,0.008561654,0.012123804,0.008848639,0.013858611,0.009926332
t_199,112.24680000000001,-6.87207,0.0045422367,0.0071580694,0.0060988185,0.007881728,0.0065984083
t_2,108.38404000000003,-6.60444,0.0040791035,0.004991531,0.0057406723,0.0068078833,0.0035266993
t_20,108.02472,-6.42594,0.0024567589,0.0032487307,0.0045405035,0.00423205,0.0023957493
t_200,111.88747000000001,-6.87207,0.010099974,0.012639355,0.0095766755,0.015906507,0.009262919
t_201,111.70781,-6.78288,0.010799818,0.013609029,0.010017456,0.016886227,0.009908442
t_202,111.88747000000001,-6.78288,0.006093748,0.009449274,0.00726394,0.010280952,0.008525959
t_203,111.79764,-6.78288,0.006643388,0.010264137,0.0076660463,0.011106112,0.009198897
t_204,111.97730000000001,-6.78288,0.00859356,0.010796854,0.008651737,0.01375833,0.007979274
t_205,111.61797999999999,-6.78288,0.011125844,0.0143455975,0.010275618,0.017365387,0.010650389
t_206,111.61797999999999,-6.69367,0.012303977,0.014410493,0.010735674,0.018833697,0.009879036
t_207,111.25864999999999,-7.22868,0.027656429,0.035101723,0.020216644,0.03819388,0.023838645
t_208,110.98915999999997,-7.22868,0.033056922,0.04427752,0.024089843,0.0444758,0.03005447
t_209,111.34848,-7.22868,0.02324653,0.030565264,0.017836362,0.032977138,0.021481777
t_21,107.66539,-6.33666,0.0016273663,0.0022912591,0.003820344,0.002855224,0.0017301253
t_210,111.16881999999998,-7.22868,0.029913254,0.038424697,0.021696508,0.040832248,0.02575745
t_211,110.80948999999998,-7.22868,0.03438896,0.048216682,0.025501292,0.04600458,0.03343521
t_212,111.07898999999998,-7.22868,0.030495271,0.040767286,0.022470692,0.04153654,0.027950574
t_213,111.52814999999998,-7.22868,0.026433215,0.029158382,0.018359266,0.03654117,0.019085065
t_214,111.43831999999998,-7.22868,0.024430849,0.029577568,0.01792259,0.03432124,0.0197271
t_215,111.34848,-7.13955,0.02029242,0.026986655,0.016094679,0.029347936,0.019452622
t_216,111.07898999999998,-7.13955,0.033551104,0.03933347,0.022950146,0.04481159,0.024879836
t_217,111.25864999999999,-7.13955,0.024155539,0.030840404,0.018149627,0.034017373,0.021160372
t_218,111.16881999999998,-7.13955,0.029511116,0.035521477,0.02083497,0.04024658,0.023151541
t_219,111.43831999999998,-7.13955,0.021594552,0.026436519,0.016332908,0.030880135,0.018011985
t_22,107.84505000000001,-6.33666,0.0021082128,0.00277253,0.0042875702,0.0036304668,0.0021203428
t_220,110.98915999999997,-7.13955,0.035312593,0.041845318,0.024088405,0.04680064,0.026500154
t_221,111.52814999999998,-7.13955,0.016688233,0.022140369,0.013848548,0.024815885,0.01627236
t_222,110.80948999999998,-7.13955,0.03228733,0.042513818,0.023391904,0.043493904,0.028708816
t_223,110.89933000000002,-7.13955,0.03551243,0.0433412,0.024516467,0.04706216,0.02791668
t_224,110.89933000000002,-7.05041,0.033726357,0.038800262,0.022851948,0.044911362,0.024287514
t_225,111.16881999999998,-7.05041,0.024828041,0.030541848,0.018255726,0.0347506,0.020603005
t_226,111.25864999999999,-7.05041,0.025053551,0.029420642,0.018050514,0.03496676,0.019194854
t_227,111.07898999999998,-7.05041,0.025584774,0.032169957,0.01887387,0.03566406,0.021962091
t_228,110.80948999999998,-7.05041,0.037467856,0.041746326,0.024608709,0.04898743,0.026804106
t_229,111.34848,-7.05041,0.021036193,0.025902888,0.016035017,0.030178204,0.017785361
t_23,107.75522000000001,-6.33666,0.0018924021,0.0025481111,0.004091303,0.0032802213,0.0018542489
t_230,110.98915999999997,-7.05041,0.025343584,0.033092972,0.01904193,0.035398353,0.022958845
t_231,111.43831999999998,-7.05041,0.014526927,0.02063332,0.012826037,0.022034785,0.01623036
t_232,111.52814999999998,-7.05041,0.0153993,0.020267665,0.013005587,0.023131674,0.014928019
t_233,111.43831999999998,-6.96125,0.019868767,0.022801584,0.0149681475,0.028627986,0.014929905
t_234,111.07898999999998,-6.96125,0.016919274,0.024492566,0.014500735,0.02508606,0.019229501
t_235,111.16881999999998,-6.96125,0.021835053,0.02684585,0.0164866,0.03112229,0.018363586
t_236,110.89933000000002,-6.96125,0.025647556,0.03155652,0.01872547,0.035668083,0.021248465
t_237,111.25864999999999,-6.96125,0.019494055,0.024501098,0.01523934,0.028269123,0.017039787
t_238,110.80948999999998,-6.96125,0.026460534,0.03258128,0.019207064,0.036614235,0.02188095
t_239,111.34848,-6.96125,0.019678162,0.02366507,0.015100969,0.028453114,0.016073806
t_24,108.02472,-6.33666,0.0023514344,0.0031093594,0.0044623986,0.0040527023,0.002279681
t_240,110.98915999999997,-6.96125,0.016063916,0.024598856,0.014289621,0.023982001,0.02019645
t_241,111.52814999999998,-6.96125,0.013950352,0.01837447,0.0121065825,0.021219265,0.013667759
t_242,110.98915999999997,-6.87207,0.023581043,0.027537718,0.017153962,0.033133186,0.018034918
t_243,111.52814999999998,-6.87207,0.010047898,0.014858006,0.009982515,0.015990496,0.0124974195
t_244,111.43831999999998,-6.87207,0.013193782,0.017689658,0.011700169,0.020215068,0.013425067
t_245,111.34848,-6.87207,0.012926635,0.018173957,0.011723178,0.019886237,0.014368071
t_246,110.80948999999998,-6.87207,0.02671053,0.030233562,0.01870419,0.03677464,0.019173322
