ID_1,NAME_1,ID_2,NAME_2,FATALITIES,FATALITIES_GROUND_SHAKING,INJURIES,DISPLACED_POPULATION,AFFECTED_POPULATION,CAUSE_OF_INJURY/DEATH,REFERENCE,COMMENTS
SV07,La Unión,SV0718,Yucuaiquín,,,,,200.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0510,Nueva San Salvador,585.0,585.0,1364.0,1100.0,43699.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0505,Comasagua,44.0,44.0,64.0,2100.0,6815.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0515,San José Villanueva,,,31.0,1304.0,11260.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0504,Colón,8.0,8.0,5.0,660.0,19325.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0514,Sacacoyo,,,6.0,746.0,3000.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0521,Tepecoyo,2.0,2.0,37.0,1134.0,5500.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0518,Talnique,2.0,2.0,15.0,822.0,3725.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0512,San Juan Opico,3.0,3.0,30.0,915.0,9275.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0503,Ciudad Arce,13.0,13.0,122.0,2000.0,4125.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0513,Quezaltepeque,3.0,3.0,20.0,10.0,725.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0506,Huizúcar,3.0,3.0,1.0,859.0,3018.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0507,Jayaque,7.0,7.0,150.0,1923.0,21520.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0509,La Libertad,6.0,6.0,54.0,783.0,6355.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0502,Chiltiupán,4.0,4.0,32.0,185.0,2500.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0501,Antiguo Cuscatlán,,,,18.0,366.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0517,San Pablo Tacachico,,,,,75.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0519,Tamanique,1.0,1.0,15.0,523.0,4735.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0520,Teotepeque,4.0,4.0,20.0,167.0,1015.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0522,Zaragoza,,,202.0,58.0,665.0,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0508,Jicalapa,,,3.0,8.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0511,Nuevo Cuscatlán,,,3.0,386.0,,Shaking,ProteccionCivil ,
SV05,La Libertad,SV0516,San Matías,,,9.0,,10.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0601,Cuyultitán,8.0,8.0,4.0,,2448.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0606,Paraíso de Osorio,1.0,1.0,8.0,,2952.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0616,San Pedro Masahuat,4.0,4.0,3.0,,26274.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0617,San Pedro Nonualco,1.0,1.0,16.0,,24264.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0622,Zacatecoluca,2.0,2.0,3.0,,31524.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0603,Jerusalén,1.0,1.0,30.0,,2460.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0620,Santiago Nonualco,,,2.0,,29022.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0612,San Juan Tepezontes,,,3.0,,2100.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0605,Olocuilta,12.0,12.0,20.0,,7014.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0614,San Luis Talpa,1.0,1.0,7.0,,18000.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0611,San Juan Talpa,10.0,10.0,4.0,,7716.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0602,Rosario de la Paz,2.0,2.0,7.0,,9120.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0613,San Luis la Herradura,,,3.0,,12600.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0610,San Juan Nonualco,,,2.0,,17685.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0604,Mercedes la Ceiba,,,,,1506.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0609,San Francisco Chinameca,,,4.0,,3960.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0618,San Rafael Obrajuelo,,,15.0,,14860.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0615,San Miguel Tepezontes,,,2.0,,5748.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0608,San Emigdio,,,1.0,,1128.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0607,San Antonio Masahuat,,,,,4320.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0621,Tapalhuaca,,,7.0,,1128.0,Shaking,ProteccionCivil ,
SV06,La Paz,SV0619,Santa María Ostuma,2.0,2.0,6.0,,6306.0,Shaking,ProteccionCivil ,
SV08,Morazán,,Guateca,,,,,12.0,Shaking,ProteccionCivil ,
SV08,Morazán,SV0808,Gualococti,,,3.0,,170.0,Shaking,ProteccionCivil ,
SV08,Morazán,SV0819,San Francisco Gotera,,,,,20.0,Shaking,ProteccionCivil ,
SV08,Morazán,SV0806,El Divisadero,,,,,30.0,Shaking,ProteccionCivil ,
SV08,Morazán,SV0816,Perquín,,,,,8.0,Shaking,ProteccionCivil ,
SV08,Morazán,SV0814,Meanguera,,,,,,Shaking,ProteccionCivil ,
SV08,Morazán,SV0820,San Isidro,,,,,12.0,Shaking,ProteccionCivil ,
SV08,Morazán,SV0826,Yoloaiquín,,,,,12.0,Shaking,ProteccionCivil ,
SV08,Morazán,SV0803,Chilanga,,,,,12.0,Shaking,ProteccionCivil ,
SV08,Morazán,SV0813,Lolotiquillo,,,,,,Shaking,ProteccionCivil ,
SV08,Morazán,SV0804,Corinto,,,,,,Shaking,ProteccionCivil ,
SV08,Morazán,SV0815,Osicala,,,,,,Shaking,ProteccionCivil ,
SV08,Morazán,SV0822,Sensembra,,,,,10.0,Shaking,ProteccionCivil ,
SV08,Morazán,SV0809,Guatajiagua,,,,,70.0,Shaking,ProteccionCivil ,
SV08,Morazán,SV0825,Yamabal,,,,,1.0,Shaking,ProteccionCivil ,
SV08,Morazán,SV0807,El Rosario,,,,,,Shaking,ProteccionCivil ,
SV08,Morazán,SV0823,Sociedad,,,,,,Shaking,ProteccionCivil ,
SV08,Morazán,SV0821,San Simón,,,,,24.0,Shaking,ProteccionCivil ,
SV08,Morazán,SV0802,Cacaopera,,,,,45.0,Shaking,ProteccionCivil ,
SV08,Morazán,SV0817,San Carlos,,,,,20.0,Shaking,ProteccionCivil ,
SV08,Morazán,SV0805,Delicias,,,,,22.0,Shaking,ProteccionCivil ,
SV08,Morazán,SV0812,Jocoro,,,,,30.0,Shaking,ProteccionCivil ,
SV12,Santa Ana,SV1204,El Congo,1.0,1.0,45.0,,14084.0,Shaking,ProteccionCivil ,
SV12,Santa Ana,SV1210,Santa Ana,42.0,42.0,205.0,,61190.0,Shaking,ProteccionCivil ,
SV12,Santa Ana,SV1207,Metapán,,,,,30.0,Shaking,ProteccionCivil ,
SV12,Santa Ana,SV1202,Chalchuapa,,,,,10250.0,Shaking,ProteccionCivil ,
SV12,Santa Ana,SV1203,Coatepeque,4.0,4.0,77.0,,25531.0,Shaking,ProteccionCivil ,
SV12,Santa Ana,SV1209,San Sebastián Salitrillo,,,,,675.0,Shaking,ProteccionCivil ,
SV12,Santa Ana,SV1205,El Porvenir,,,,,446.0,Shaking,ProteccionCivil ,
SV12,Santa Ana,SV1201,Candelaria de la Frontera,,,,,230.0,Shaking,ProteccionCivil ,
SV12,Santa Ana,SV1212,Santiago de la Frontera,,,,,45.0,Shaking,ProteccionCivil ,
SV12,Santa Ana,SV1213,Texistepeque,,,,,80.0,Shaking,ProteccionCivil ,
SV12,Santa Ana,SV1208,San Antonio Pajonal,,,,,,Shaking,ProteccionCivil ,
SV12,Santa Ana,SV1206,Masahuat,,,,,,Shaking,ProteccionCivil ,
SV12,Santa Ana,SV1211,Santa Rosa Guachipilin,,,,,,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0917,San Miguel,2.0,2.0,4.0,,25782.0,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0907,El Tránsito,,,10.0,,1740.0,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0918,San Rafael,9.0,9.0,4.0,,10135.0,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0904,Chirilagua,,,10.0,,12786.0,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0903,Chinameca,6.0,6.0,5.0,,16385.0,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0910,Nueva Guadalupe,1.0,1.0,5.0,,3240.0,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0908,Lolotique,1.0,1.0,5.0,,2232.0,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0909,Moncagua,,,,,270.0,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0920,Uluazapa,,,,,174.0,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0915,San Jorge,,,,,2064.0,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0913,San Antonio Silva,,,,,312.0,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0905,Ciudad Barrios,,,,,678.0,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0914,San Gerardo,,,,,177.0,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0916,San Luis de la Reina,,,,,120.0,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0901,Carolina,,,,,,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0911,Nuevo Edén de San Juan,,,,,480.0,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0906,Comacarán,,,,,,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0913,San Antonio Mosco,,,,,,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0919,Sesori,,,,,30.0,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0902,Chapeltique,,,,,60.0,Shaking,ProteccionCivil ,
SV09,San Miguel,SV0912,Quelepa,,,,,,Shaking,ProteccionCivil ,
SV13,Sonsonate,SV1306,Juayúa,12.0,12.0,294.0,924.0,924.0,Shaking,ProteccionCivil ,
SV13,Sonsonate,SV1302,Armenia,23.0,23.0,543.0,1825.0,14000.0,Shaking,ProteccionCivil ,
SV13,Sonsonate,SV1305,Izalco,5.0,5.0,98.0,1225.0,27810.0,Shaking,ProteccionCivil ,
SV13,Sonsonate,SV1311,San Julian,3.0,3.0,57.0,,17250.0,Shaking,ProteccionCivil ,
SV13,Sonsonate,SV1315,Sonsonate,1.0,1.0,195.0,1582.0,7560.0,Shaking,ProteccionCivil ,
SV13,Sonsonate,SV1307,Nahuizalco,1.0,1.0,49.0,107.0,4685.0,Shaking,ProteccionCivil ,
SV13,Sonsonate,SV1310,San Antonio del Monte,,,,,1800.0,Shaking,ProteccionCivil ,
SV13,Sonsonate,SV1312,Santa Catarina Masahuat,,,32.0,867.0,4717.0,Shaking,ProteccionCivil ,
SV13,Sonsonate,SV1309,Salcoatitán,2.0,2.0,8.0,397.0,960.0,Shaking,ProteccionCivil ,
SV13,Sonsonate,SV1301,Acajutla,,,,,5132.0,Shaking,ProteccionCivil ,
SV13,Sonsonate,SV1303,Caluco,,,,,3165.0,Shaking,ProteccionCivil ,
SV13,Sonsonate,SV1308,Nahulingo,,,,,4761.0,Shaking,ProteccionCivil ,
SV13,Sonsonate,SV1316,Sonzacate,1.0,1.0,7.0,,1700.0,Shaking,ProteccionCivil ,
SV13,Sonsonate,SV1314,Santo Domingo,,,1.0,,557.0,Shaking,ProteccionCivil ,
SV13,Sonsonate,SV1304,Cuisnahuat,,,,,1318.0,Shaking,ProteccionCivil ,
SV13,Sonsonate,SV1313,Santa Isabel Ishuatán,,,,,365.0,Shaking,ProteccionCivil ,
SV13,Sonsonate,SV1312,Santa Catarina Ishuatan,,,11.0,,4783.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1014,San Salvador,2.0,2.0,5.0,,12800.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1011,Rosario de Mora,,,,,10000.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1016,Santo Tomás,,,3.0,,6744.0,Shaking,ProteccionCivil ,
SV10,San Salvador,,San Jacinto,,,1.0,,165.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1008,Mejicanos,5.0,5.0,272.0,,5000.0,Shaking,ProteccionCivil ,
SV10,San Salvador,,Ciudad Delgado,,,3.0,,980.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1004,Cuscatancingo,2.0,2.0,5.0,,20095.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1015,Santiago Texacuangos,,,,,1310.0,Shaking,ProteccionCivil ,
SV10,San Salvador,,Planes de Renderos,1.0,1.0,3.0,,495.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1010,Panchimalco,3.0,3.0,2.0,,12859.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1012,San Marcos,4.0,4.0,3.0,,1055.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1017,Soyapango,1.0,1.0,7.0,,2639.0,Shaking,ProteccionCivil ,
SV10,San Salvador,,Zona Metropolitana,,,,,260.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1013,San Martín,,,1.0,,2118.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1007,Ilopango,1.0,1.0,,,4980.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1002,Apopa,,,80.0,,6000.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1003,Ayutuxtepeque,5.0,5.0,,,2590.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1009,Nejapa,,,1.0,,10585.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1018,Tonacatepeque,,,5.0,,5664.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1006,Guazapa,,,,,500.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1001,Aguilares,,,,,94.0,Shaking,ProteccionCivil ,
SV10,San Salvador,SV1005,El Paisnal,,,,,150.0,Shaking,ProteccionCivil ,
SV11,San Vicente,SV1108,San Vicente,28.0,28.0,33.0,,18748.0,Shaking,ProteccionCivil ,
SV11,San Vicente,SV1111,Tecoluca,,,45.0,,18699.0,Shaking,ProteccionCivil ,
SV11,San Vicente,SV1101,Apastepeque,1.0,1.0,,,2690.0,Shaking,ProteccionCivil ,
SV11,San Vicente,SV1102,Guadalupe,,,,,3854.0,Shaking,ProteccionCivil ,
SV11,San Vicente,SV1113,Verapaz,,,2.0,,2966.0,Shaking,ProteccionCivil ,
SV11,San Vicente,SV1112,Tepetitan,,,,,1382.0,Shaking,ProteccionCivil ,
SV11,San Vicente,SV1103,San Cayetano Istepeque,,,,,410.0,Shaking,ProteccionCivil ,
SV11,San Vicente,SV1106,San Lorenzo,,,,,1680.0,Shaking,ProteccionCivil ,
SV11,San Vicente,SV1110,Santo Domingo,,,1.0,,800.0,Shaking,ProteccionCivil ,
SV11,San Vicente,SV1104,San Esteban Catarina,,,,,1695.0,Shaking,ProteccionCivil ,
SV11,San Vicente,SV1109,Santa Clara,,,,,707.0,Shaking,ProteccionCivil ,
SV11,San Vicente,SV1105,San Ildefonso,,,,,4005.0,Shaking,ProteccionCivil ,
SV11,San Vicente,,San Marcos Lempa,,,,,385.0,Shaking,ProteccionCivil ,
SV11,San Vicente,SV1107,San Sebastián,,,,,45065.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1421,Santiago de María,3.0,3.0,200.0,1252.0,72000.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1415,San Agustín,3.0,3.0,32.0,753.0,27108.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1423,Usulután,5.0,5.0,80.0,149.0,48016.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1420,Santa María,2.0,2.0,10.0,257.0,5170.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1413,Ozatlán,,,11.0,3.0,4215.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1417,San Dionisio,,,,250.0,4165.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1419,Santa Elena,2.0,2.0,26.0,2446.0,16235.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1404,Concepción Batres,,,3.0,1.0,7735.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1410,Jucuarán,1.0,1.0,15.0,179.0,3646.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1409,Jucuapa,1.0,1.0,7.0,730.0,15642.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1422,Tecapán,,,5.0,200.0,4120.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1403,California,,,3.0,203.0,2682.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1414,Puerto El Triunfo,,,28.0,820.0,8568.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1418,San Francisco Javier,,,9.0,230.0,14440.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1401,Alegría,1.0,1.0,4.0,200.0,7380.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1407,Estanzuelas,,,24.0,299.0,4595.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1411,Mercedes Umaña,1.0,1.0,2.0,396.0,12120.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1408,Jiquilisco,1.0,1.0,219.0,6045.0,54815.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1402,Berlín,7.0,7.0,98.0,60.0,25775.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1412,Nueva Granada,,,,14.0,3000.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1416,San Buenaventura,,,,1.0,2364.0,Shaking,ProteccionCivil ,
SV14,Usulután,,Villa El Triunfo,,,5.0,,6000.0,Shaking,ProteccionCivil ,
SV14,Usulután,SV1406,Ereguayquín,,,5.0,673.0,6600.0,Shaking,ProteccionCivil ,
