# 20191126_M6.4_Albania median gmf, Stations:Seismic, gmlt:GEM_best, Rupture:Matrakuetal2023
custom_site_id,lon,lat,KothaEtAl2020ESHM20SlopeGeology
t_1243,20.7625,40.60417,0.010347215
t_1244,20.75417,40.60417,0.010502938
t_1245,20.75417,40.6125,0.010616945
t_1246,20.7625,40.6125,0.010435202
t_1247,20.7625,40.62083,0.0105806
t_1248,20.75417,40.62083,0.0107588535
t_1249,20.74257,40.62062,0.011090138
t_125,19.42732,41.36726,0.20724535
t_1250,20.77083,40.59583,0.01010106
t_1251,20.77917,40.59583,0.009992844
t_1252,20.77917,40.60417,0.010071674
t_1253,20.77083,40.60417,0.010204202
t_1254,20.79053,40.60318,0.009655806
t_1255,20.78783,40.61549,0.009053346
t_1256,20.77083,40.6125,0.010273809
t_1257,20.77917,40.6125,0.01005709
t_1258,20.77917,40.62083,0.010025357
t_1259,20.77083,40.62083,0.010396559
t_126,19.42597,41.38473,0.23738024
t_1260,20.78239,40.63216,0.010151405
t_1261,20.75452,40.64526,0.010961404
t_1262,20.80725,40.63155,0.008205036
t_1263,20.82341,40.66953,0.009708004
t_1264,20.84252,40.68081,0.008026286
t_1265,20.84063,40.71505,0.010577586
t_1266,20.81636,40.69879,0.01136204
t_1267,20.75597,40.68327,0.011415639
t_1268,20.77356,40.74717,0.012272639
t_1269,20.84252,40.73638,0.009905467
t_127,19.43979,41.39637,0.29116502
t_1270,20.80417,40.81867,0.008548213
t_1271,20.74113,40.80993,0.012539792
t_1272,20.7853,40.80373,0.011320961
t_1273,20.78031,40.84426,0.010481789
t_1274,20.75406,40.84865,0.011898763
t_1275,20.78212,40.86676,0.009932542
t_1276,20.92822,40.50697,0.007737503
t_1277,20.9375,40.48592,0.006841519
t_1278,20.9659,40.54334,0.007853111
t_1279,20.92194,40.55632,0.007719043
t_128,19.5134,41.41452,0.38012767
t_1280,20.91767,40.62385,0.00823527
t_1281,20.95,40.60833,0.008527018
t_1282,20.97897,40.59618,0.008091726
t_1283,20.99583,40.59583,0.008066893
t_1284,20.98779,40.62082,0.0076349066
t_1285,20.97917,40.61648,0.008310148
t_1286,20.98749,40.63211,0.0077400813
t_1287,20.9625,40.65417,0.008559324
t_1288,20.96302,40.68409,0.006590733
t_1289,20.89949,40.69081,0.007703433
t_129,19.52228,41.48784,0.38318452
t_1290,20.89965,40.77365,0.0077384156
t_1291,20.92506,40.88997,0.00869699
t_1292,21.01891,40.57084,0.0076699294
t_1293,21.01053,40.6086,0.0068024914
t_13,19.48858,40.29301,0.010781224
t_130,19.50938,41.54543,0.35700133
t_131,19.43382,41.87853,0.08308775
t_132,19.42857,41.97975,0.06594022
t_133,19.47761,41.94023,0.0679226
t_134,19.51864,41.95204,0.06573731
t_135,19.52082,41.97747,0.06030235
t_136,19.4869,41.97797,0.06785204
t_137,19.48549,42.01702,0.05443214
t_138,19.522,42.00916,0.056729976
t_139,19.50657,42.03136,0.053766504
t_14,19.4625,40.32917,0.017977806
t_140,19.52441,42.03543,0.057118814
t_141,19.52083,42.04583,0.053414647
t_142,19.52917,42.04583,0.0550587
t_143,19.52917,42.05416,0.050848998
t_144,19.52083,42.05416,0.051169116
t_145,19.50417,42.04583,0.050901346
t_146,19.5125,42.04583,0.05200044
t_147,19.5125,42.05416,0.049943928
t_148,19.50417,42.05416,0.05095311
t_149,19.47826,42.03444,0.043505013
t_15,19.4125,40.32917,0.010958554
t_150,19.49469,42.03543,0.05299485
t_151,19.4875,42.04583,0.043125726
t_152,19.49583,42.04583,0.055022784
t_153,19.49583,42.05416,0.04973111
t_154,19.4875,42.05416,0.0500911
t_155,19.47698,42.05382,0.04185913
t_156,19.41606,42.00521,0.056954887
t_157,19.44835,42.01308,0.05521504
t_158,19.45539,42.05371,0.037892777
t_159,19.41305,42.03224,0.05017243
t_16,19.48216,40.34152,0.013663021
t_160,19.43429,42.0657,0.04250897
t_161,19.475,42.06667,0.052713476
t_162,19.4875,42.0625,0.055843994
t_163,19.49583,42.0625,0.050668985
t_164,19.49583,42.07084,0.049490415
t_165,19.4875,42.07084,0.05015171
t_166,19.49339,42.07996,0.049042106
t_167,19.47917,42.07917,0.055631775
t_168,19.50417,42.0625,0.049227405
t_169,19.5125,42.0625,0.051067222
t_17,19.48708,40.41339,0.013513525
t_170,19.5125,42.07084,0.050088417
t_171,19.50417,42.07084,0.04962213
t_172,19.52083,42.0625,0.05154505
t_173,19.52917,42.0625,0.0500575
t_174,19.52917,42.07084,0.049392674
t_175,19.52083,42.07084,0.05006822
t_176,19.52536,42.08158,0.04829003
t_177,19.50839,42.08204,0.048115622
t_178,19.51488,42.10382,0.045018848
t_179,19.49583,42.11034,0.048762936
t_18,19.51667,40.40833,0.012326604
t_180,19.49085,42.14606,0.03952698
t_181,19.45455,42.17903,0.039191317
t_182,19.42333,42.21164,0.033481825
t_183,19.44233,42.21018,0.033472378
t_184,19.45067,42.24415,0.030581407
t_185,19.42603,42.24457,0.0309481
t_186,19.47786,42.2308,0.028559996
t_187,19.51416,42.28208,0.02676324
t_188,19.43517,42.28269,0.027466882
t_189,19.47791,42.38238,0.018911147
t_19,19.51191,40.44313,0.0131343445
t_190,19.63366,40.15264,0.009467846
t_191,19.62759,40.28903,0.010686654
t_192,19.59969,40.42131,0.013681055
t_193,19.56581,40.48026,0.016165474
t_194,19.64187,40.48934,0.014421556
t_195,19.61395,40.53519,0.015065568
t_196,19.63901,40.53326,0.015837863
t_197,19.64969,40.57889,0.017141521
t_198,19.61455,40.57919,0.015855804
t_199,19.53795,40.54432,0.01751281
t_2,19.35813,40.38658,0.0115567
t_20,19.49583,40.43394,0.014059476
t_200,19.59385,40.54128,0.016848115
t_201,19.57603,40.57046,0.018068312
t_202,19.53854,40.57175,0.017355924
t_203,19.56143,40.61542,0.017215427
t_204,19.63093,40.61856,0.016056646
t_205,19.61026,40.66771,0.018036535
t_206,19.6264,40.66907,0.018159326
t_207,19.62396,40.6829,0.01836527
t_208,19.60967,40.68608,0.018425267
t_209,19.64672,40.6754,0.017970977
t_21,19.49583,40.44584,0.014459228
t_210,19.64992,40.70857,0.019830104
t_211,19.61819,40.7093,0.019646293
t_212,19.54935,40.6776,0.01698727
t_213,19.58073,40.67811,0.017616183
t_214,19.57722,40.71109,0.01778074
t_215,19.54408,40.70265,0.01804889
t_216,19.55624,40.70202,0.01809559
t_217,19.55417,40.7125,0.018703597
t_218,19.5625,40.7125,0.017932089
t_219,19.5625,40.72083,0.018454924
t_22,19.49583,40.45417,0.014678839
t_220,19.55417,40.72083,0.019258322
t_221,19.5375,40.7125,0.019194253
t_222,19.54583,40.7125,0.019109406
t_223,19.54583,40.72083,0.019553233
t_224,19.5375,40.72083,0.019853773
t_225,19.5375,40.72917,0.020779796
t_226,19.54583,40.72917,0.020238608
t_227,19.54583,40.7375,0.021216007
t_228,19.5375,40.7375,0.021501895
t_229,19.55417,40.72917,0.019884933
t_23,19.4875,40.45417,0.015493454
t_230,19.5625,40.72917,0.019519085
t_231,19.5625,40.7375,0.020574022
t_232,19.55417,40.7375,0.020645605
t_233,19.5604,40.75299,0.022846261
t_234,19.53985,40.75417,0.02304819
t_235,19.57614,40.73801,0.020452948
t_236,19.58094,40.77077,0.022232423
t_237,19.55278,40.77062,0.024232514
t_238,19.62677,40.74674,0.023231402
t_239,19.65205,40.74187,0.022101583
t_24,19.47917,40.45417,0.015529271
t_240,19.65343,40.77078,0.025300393
t_241,19.62315,40.78328,0.025772702
t_242,19.60796,40.80731,0.025027566
t_243,19.64996,40.81265,0.02919656
t_244,19.64383,40.84884,0.032876085
t_245,19.61352,40.83201,0.027794002
t_246,19.56223,40.80544,0.026117211
t_247,19.57438,40.80625,0.025659002
t_248,19.57475,40.85286,0.0292795
t_249,19.55565,40.83744,0.030966146
t_25,19.4625,40.4625,0.015458232
t_250,19.55077,40.88035,0.033686202
t_251,19.58383,40.88542,0.034512307
t_252,19.58432,40.91503,0.03594055
t_253,19.53886,40.91176,0.035324965
t_254,19.61843,40.8863,0.037888102
t_255,19.64691,40.87923,0.035866275
t_256,19.63862,40.90175,0.038749114
t_257,19.62024,40.89902,0.038273893
t_258,19.61667,40.94167,0.043486513
t_259,19.6625,40.94836,0.042248785
t_26,19.4625,40.47083,0.016675277
t_260,19.6625,40.98687,0.04444433
t_261,19.61354,40.9875,0.05198584
t_262,19.55863,40.95882,0.041980244
t_263,19.55967,41.02999,0.055679545
t_264,19.61476,40.99583,0.053274848
t_265,19.66205,41.01127,0.047222566
t_266,19.64895,41.0486,0.05335515
t_267,19.61188,41.03699,0.058118377
t_268,19.62101,41.03723,0.05790298
t_269,19.62489,41.0519,0.060061596
t_27,19.45417,40.47083,0.015563559
t_270,19.60984,41.05276,0.061100014
t_271,19.61602,41.07959,0.06193277
t_272,19.64018,41.06881,0.058355257
t_273,19.65892,41.06708,0.056829758
t_274,19.65992,41.0792,0.05625419
t_275,19.64323,41.08177,0.058250453
t_276,19.65,41.10833,0.059968926
t_277,19.61112,41.10627,0.06403348
t_278,19.55516,41.07486,0.06074616
t_279,19.59481,41.07,0.066071026
t_28,19.4596,40.48024,0.018239107
t_280,19.57845,41.11211,0.07421368
t_281,19.55082,41.11119,0.0689975
t_282,19.55912,41.14613,0.08507254
t_283,19.58112,41.13921,0.079461105
t_284,19.57355,41.17004,0.08869829
t_285,19.54377,41.16811,0.09386039
t_286,19.55417,41.1625,0.091061965
t_287,19.5625,41.1625,0.089454845
t_288,19.5625,41.17083,0.09107685
t_289,19.55417,41.17083,0.09388575
t_29,19.44149,40.48397,0.01583368
t_290,19.55839,41.18325,0.09704437
t_291,19.5375,41.17916,0.09791588
t_292,19.54583,41.17916,0.097584985
t_293,19.54583,41.1875,0.09972251
t_294,19.5375,41.1875,0.100790255
t_295,19.62371,41.14013,0.07599553
t_296,19.64796,41.25417,0.09996648
t_297,19.54688,41.20534,0.11239988
t_298,19.54254,41.2625,0.14129765
t_299,19.59422,41.28366,0.13544275
t_3,19.38688,40.55849,0.018517023
t_30,19.45635,40.49823,0.015989276
t_300,19.57966,41.30555,0.17920256
t_301,19.5583,41.31488,0.2000286
t_302,19.63652,41.2695,0.116601765
t_303,19.61202,41.33731,0.18736546
t_304,19.65,41.34167,0.1649117
t_305,19.65548,41.38634,0.22808968
t_306,19.61583,41.3766,0.24518193
t_307,19.54015,41.33604,0.23617639
t_308,19.55417,41.32917,0.22323743
t_309,19.5625,41.32917,0.2160044
t_31,19.4173,40.51122,0.017727844
t_310,19.5625,41.3375,0.22094817
t_311,19.55417,41.3375,0.23653793
t_312,19.55826,41.34807,0.23690437
t_313,19.54457,41.3494,0.25921515
t_314,19.57356,41.34496,0.22216108
t_315,19.58369,41.36906,0.2722
t_316,19.54236,41.36775,0.2940321
t_317,19.55675,41.36635,0.27189004
t_318,19.55417,41.3828,0.3201818
t_319,19.54189,41.38256,0.3296656
t_32,19.47083,40.4625,0.015823169
t_320,19.54487,41.4035,0.3637973
t_321,19.5953,41.41336,0.32839277
t_322,19.58138,41.44082,0.3538181
t_323,19.54845,41.43439,0.3708114
t_324,19.64312,41.40145,0.27889338
t_325,19.6431,41.49383,0.29270828
t_326,19.55813,41.48111,0.3648846
t_327,19.58159,41.54366,0.34043276
t_328,19.61261,41.53102,0.3207492
t_329,19.64834,41.54981,0.28976953
t_33,19.47917,40.4625,0.016804708
t_330,19.65314,41.56925,0.26864195
t_331,19.61307,41.58699,0.33954063
t_332,19.61388,41.60363,0.31617385
t_333,19.65226,41.61299,0.26275775
t_334,19.64989,41.64218,0.24869613
t_335,19.61895,41.64294,0.28828618
t_336,19.58555,41.65417,0.28619397
t_337,19.59106,41.6049,0.3085241
t_338,19.59228,41.69335,0.231322
t_339,19.62014,41.67849,0.24591516
t_34,19.47917,40.47083,0.018051317
t_340,19.65291,41.68015,0.20891076
t_341,19.65312,41.71097,0.1861746
t_342,19.61425,41.70724,0.21502632
t_343,19.62166,41.74545,0.17264792
t_344,19.64882,41.73957,0.16762225
t_345,19.6375,41.7625,0.1541543
t_346,19.64583,41.7625,0.15174606
t_347,19.64583,41.77083,0.13282172
t_348,19.6375,41.77083,0.14015357
t_349,19.65598,41.76951,0.12325916
t_35,19.47083,40.47083,0.018488992
t_350,19.65456,41.78038,0.09698251
t_351,19.64147,41.7824,0.12183385
t_352,19.6125,41.76942,0.15532301
t_353,19.62786,41.76807,0.15268224
t_354,19.62714,41.78285,0.12360108
t_355,19.6125,41.77917,0.14805867
t_356,19.60417,41.77917,0.13095327
t_357,19.59583,41.75417,0.17206664
t_358,19.58333,41.7625,0.1560979
t_359,19.58879,41.81607,0.09269104
t_36,19.4875,40.4625,0.016328802
t_360,19.60834,41.80199,0.102621704
t_361,19.64572,41.81274,0.105578646
t_362,19.647,41.83697,0.0954444
t_363,19.61167,41.83896,0.081691824
t_364,19.63111,41.88985,0.08140089
t_365,19.57178,41.89794,0.07809051
t_366,19.54915,41.93536,0.07564119
t_367,19.58092,41.94065,0.07614097
t_368,19.58611,41.98182,0.06408537
t_369,19.5446,41.97547,0.06211847
t_37,19.49583,40.4625,0.016008722
t_370,19.61731,41.94725,0.06908549
t_371,19.6456,41.93861,0.064418316
t_372,19.63903,41.97459,0.05904406
t_373,19.61768,41.98122,0.06453469
t_374,19.62925,42.00616,0.054195058
t_375,19.54997,42.00283,0.062091064
t_376,19.58242,42.01279,0.053048093
t_377,19.57464,42.04332,0.04192651
t_378,19.55161,42.03963,0.052494705
t_379,19.54434,42.08123,0.046428505
t_38,19.49583,40.47083,0.015963461
t_380,19.58794,42.06677,0.0439343
t_381,19.57629,42.11593,0.04061154
t_382,19.54012,42.09766,0.045615576
t_383,19.55847,42.10194,0.04478084
t_384,19.56121,42.11814,0.041602276
t_385,19.53752,42.11252,0.04383778
t_386,19.61306,42.09226,0.03949034
t_387,19.62506,42.14488,0.031086521
t_388,19.55922,42.13321,0.035057772
t_389,19.61966,42.28885,0.022203589
