# 19910422_M7.6_Limon median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2014,AkkarEtAlRjb2014,CauzziEtAl2014
t_10,-82.84842,8.13196,0.038888026,0.036309537,0.04440149
t_100,-83.34249,8.48751,0.057074316,0.048891295,0.056452688
t_1000,-82.44418,9.19762,0.16186294,0.10000322,0.11730541
t_1001,-82.4891,9.19762,0.13923739,0.08647983,0.10448172
t_1002,-82.57893,9.19762,0.13831598,0.085815765,0.103436686
t_1003,-82.66876,9.19762,0.15163842,0.09403807,0.1109248
t_1004,-82.71367,9.19762,0.12102606,0.07620023,0.09409376
t_1005,-82.62384,9.24196,0.16314574,0.10083476,0.11812081
t_1006,-82.66876,9.24196,0.13103792,0.08216112,0.100623086
t_1007,-82.71367,9.24196,0.14963327,0.0920642,0.10944625
t_1008,-82.57893,9.24196,0.14672676,0.090941675,0.10893892
t_1009,-82.57893,9.28629,0.16560698,0.101900525,0.119736
t_101,-83.16283,8.30978,0.043575477,0.039186433,0.04728486
t_1010,-82.66876,9.28629,0.17400514,0.107815735,0.12519486
t_1011,-82.62384,9.28629,0.14672542,0.09157912,0.11021308
t_1012,-82.84842,9.19762,0.14125799,0.08800183,0.10448346
t_1013,-82.80351,9.19762,0.123472326,0.07746975,0.094803326
t_1014,-82.80351,9.24196,0.17026608,0.10645762,0.12408883
t_1015,-82.75859,9.24196,0.15102324,0.09322246,0.11038537
t_1016,-82.84842,9.24196,0.12324207,0.07759004,0.09558568
t_1017,-82.75859,9.28629,0.13560252,0.085034624,0.10367113
t_1018,-82.80351,9.28629,0.13347106,0.08374507,0.10228265
t_1019,-82.84842,9.28629,0.13137509,0.0824933,0.10092687
t_102,-82.89334,8.17642,0.048616342,0.044003163,0.05194734
t_1020,-82.75859,9.33061,0.18249635,0.11352566,0.13091554
t_1021,-82.80351,9.33061,0.17777051,0.110404894,0.12775947
t_1022,-82.44418,9.24196,0.16972841,0.10463673,0.122196846
t_1023,-82.4891,9.24196,0.19273746,0.120563984,0.13988675
t_1024,-82.53401,9.24196,0.1580724,0.09710492,0.114829235
t_1025,-82.4891,9.28629,0.14920561,0.093597494,0.11270705
t_1026,-82.53401,9.28629,0.19207256,0.11998073,0.13778391
t_1027,-82.44418,9.28629,0.1755166,0.1080078,0.12580469
t_1028,-82.44418,9.33061,0.22680417,0.14411035,0.16694443
t_1029,-82.4891,9.33061,0.20169033,0.12631774,0.14362532
t_103,-82.93825,8.22088,0.055664744,0.048766285,0.057190996
t_1030,-82.53401,9.33061,0.20131062,0.12618993,0.14362943
t_1031,-82.44418,9.37493,0.2422429,0.15020406,0.21419741
t_1032,-82.71367,9.28629,0.1377709,0.08636276,0.10509261
t_1033,-82.62384,9.33061,0.18121563,0.112052664,0.12958148
t_1034,-82.66876,9.33061,0.18609177,0.11569713,0.1330852
t_1035,-82.71367,9.33061,0.1473307,0.0925189,0.1115018
t_1036,-82.57893,9.33061,0.18601549,0.11529749,0.13274258
t_1037,-82.57893,9.37493,0.21732312,0.1378331,0.15537822
t_1038,-82.62384,9.37493,0.20119359,0.1259998,0.14302948
t_1039,-82.71367,9.37493,0.1992453,0.124865875,0.14210118
t_104,-82.89334,8.22088,0.054185797,0.0475699,0.05585458
t_1040,-82.66876,9.37493,0.19944206,0.12485667,0.14197725
t_1041,-82.71367,9.41924,0.20838422,0.1312407,0.14786586
t_1042,-82.84842,9.33061,0.14023091,0.08804977,0.10682746
t_1043,-82.80351,9.37493,0.16173187,0.1011152,0.119513445
t_1044,-82.75859,9.37493,0.15515104,0.09781951,0.11685091
t_1045,-82.84842,9.37493,0.16322775,0.101679586,0.119766384
t_1046,-82.75859,9.41924,0.16638748,0.105743155,0.12460696
t_1047,-82.84842,9.41924,0.17698729,0.11073801,0.12852454
t_1048,-82.80351,9.41924,0.18431781,0.1150244,0.13254902
t_1049,-82.80351,9.46355,0.2264107,0.14289302,0.1591302
t_105,-82.93825,8.26533,0.04917901,0.04330373,0.05154651
t_1050,-82.84842,9.46355,0.20578328,0.1284923,0.1449983
t_1051,-82.75859,9.46355,0.20475988,0.12702002,0.14360715
t_1052,-82.53401,9.37493,0.23443852,0.15013808,0.17249525
t_1053,-82.4891,9.37493,0.23193812,0.14793803,0.16666389
t_1054,-82.53401,9.41924,0.25850546,0.16290388,0.20932427
t_1055,-82.44418,9.41924,0.26889068,0.17099977,0.2001521
t_1056,-82.4891,9.41924,0.2614899,0.1644333,0.21628931
t_1057,-82.53401,9.46355,0.27898473,0.17714763,0.22224379
t_1058,-82.44418,9.46355,0.25775966,0.15790379,0.17070626
t_1059,-82.4891,9.46355,0.2802489,0.17785832,0.23272619
t_106,-82.89334,8.26533,0.05066019,0.044249434,0.052574124
t_1060,-82.53401,9.50785,0.3025059,0.1946817,0.2351331
t_1061,-82.4891,9.50785,0.31129345,0.20069359,0.22540724
t_1062,-82.66876,9.41924,0.22745214,0.14455752,0.16183941
t_1063,-82.62384,9.41924,0.22809254,0.1440181,0.1605641
t_1064,-82.57893,9.41924,0.25011203,0.15954511,0.18188937
t_1065,-82.57893,9.46355,0.27508897,0.17469199,0.21521862
t_1066,-82.66876,9.46355,0.23630036,0.14701475,0.16212629
t_1067,-82.71367,9.46355,0.20169134,0.12551062,0.14234447
t_1068,-82.62384,9.46355,0.2706911,0.1722861,0.2048638
t_1069,-82.62384,9.50785,0.28684148,0.18306977,0.23601648
t_107,-82.98317,8.26533,0.04020206,0.036068335,0.044634808
t_1070,-82.57893,9.50785,0.2969225,0.19048467,0.23110901
t_1071,-82.66876,9.50785,0.28059545,0.17843723,0.23378804
t_1072,-82.75859,9.50785,0.2501846,0.15574238,0.1697508
t_1073,-82.84842,9.50785,0.24026194,0.15058185,0.16558434
t_1074,-82.80351,9.50785,0.21294905,0.13205239,0.14794412
t_1075,-82.84842,9.55215,0.21483554,0.13409628,0.14970063
t_1076,-82.80351,9.55215,0.2327096,0.1440741,0.15792507
t_1077,-82.75859,9.55215,0.22344647,0.13945097,0.1541982
t_1078,-82.75859,9.59644,0.31925023,0.20530377,0.21443212
t_1079,-82.80351,9.59644,0.30594286,0.19456854,0.20300286
t_108,-82.89334,8.30978,0.054778945,0.046781175,0.055258833
t_1080,-82.84842,9.59644,0.2957999,0.18736197,0.19663933
t_1081,-82.75859,9.64072,0.34656015,0.22590253,0.22532862
t_1082,-85.13913,9.59644,0.03494761,0.034922987,0.04237969
t_1083,-85.13913,9.64072,0.041334026,0.040466003,0.04775777
t_1084,-85.09421,9.59644,0.039418854,0.038276643,0.04577829
t_1085,-85.27387,9.77354,0.030419825,0.032114863,0.039256625
t_1086,-85.09421,9.64072,0.041439284,0.039860714,0.047360245
t_1087,-85.04929,9.64072,0.037364572,0.03552694,0.043485556
t_1088,-85.00438,9.685,0.039582778,0.036617927,0.044814836
t_1089,-85.09421,9.685,0.047729492,0.044735055,0.052499667
t_109,-83.16283,8.35422,0.045728303,0.040551595,0.048605952
t_1090,-85.04929,9.685,0.043336738,0.040604148,0.048351157
t_1091,-85.09421,9.72927,0.03741429,0.035997514,0.04378008
t_1092,-85.04929,9.72927,0.037922487,0.03572555,0.043773774
t_1093,-85.00438,9.72927,0.0399775,0.036822263,0.04505433
t_1094,-85.04929,9.77354,0.041952055,0.039158113,0.047043774
t_1095,-85.00438,9.77354,0.04829472,0.04370387,0.051695805
t_1096,-84.55522,9.59644,0.06414827,0.049830414,0.059572797
t_1097,-84.55522,9.64072,0.06097207,0.04728672,0.05729097
t_1098,-84.64505,9.64072,0.07038939,0.05522983,0.06487645
t_1099,-84.60014,9.64072,0.049034745,0.039254844,0.04961179
t_11,-82.84842,8.17642,0.040785775,0.03724451,0.045531992
t_110,-83.20775,8.35422,0.0452281,0.04029296,0.04831146
t_1100,-84.95946,9.77354,0.053757723,0.047212154,0.055530418
t_1101,-84.64505,9.685,0.05800704,0.046110217,0.055799168
t_1102,-84.55522,9.685,0.063840635,0.049424373,0.059362326
t_1103,-84.60014,9.685,0.06352456,0.049734022,0.059443366
t_1104,-84.64505,9.72927,0.06502046,0.05146464,0.06087353
t_1105,-84.55522,9.72927,0.06776175,0.052485682,0.06223191
t_1106,-84.60014,9.72927,0.055148207,0.0436225,0.05372865
t_1107,-84.64505,9.77354,0.058834367,0.046877526,0.05644155
t_1108,-84.60014,9.77354,0.061271563,0.048262343,0.05795503
t_1109,-84.55522,9.77354,0.053625055,0.042603422,0.05302404
t_111,-83.25266,8.35422,0.0447402,0.03998704,0.04801525
t_1110,-84.60014,9.8178,0.06633983,0.05254921,0.061738666
t_1111,-84.68997,9.8178,0.056588553,0.045819346,0.055128526
t_1112,-84.68997,9.86206,0.071951024,0.05752761,0.06651398
t_1113,-85.13913,9.685,0.042032477,0.040906083,0.048241064
t_1114,-85.18404,9.685,0.039448872,0.03938999,0.046531945
t_1115,-85.18404,9.72927,0.037028033,0.03710352,0.044352595
t_1116,-85.22896,9.72927,0.044082914,0.04352258,0.05100701
t_1117,-85.13913,9.72927,0.037468255,0.03677927,0.044274464
t_1118,-85.22896,9.77354,0.034118306,0.035001025,0.042177342
t_1119,-85.18404,9.77354,0.041826937,0.041162275,0.048392374
t_112,-83.16283,8.39866,0.048000548,0.04214188,0.05002055
t_1120,-85.31879,9.8178,0.032906037,0.035170477,0.04193332
t_1121,-85.27387,9.8178,0.027797578,0.029492794,0.03683946
t_1122,-85.31879,9.86206,0.03176279,0.033976886,0.04083181
t_1123,-85.3637,9.86206,0.03343449,0.036289923,0.04283339
t_1124,-85.27387,9.86206,0.030250905,0.03176718,0.03898903
t_1125,-85.27387,9.9063,0.031932734,0.033359908,0.040494926
t_1126,-85.3637,9.9063,0.025015999,0.027825298,0.034905832
t_1127,-85.13913,9.77354,0.032366704,0.031983074,0.03982211
t_1128,-85.18404,9.8178,0.035605285,0.035569474,0.042972837
t_1129,-85.13913,9.8178,0.029352121,0.02929326,0.03734499
t_113,-83.20775,8.39866,0.047476992,0.041857336,0.0497121
t_1130,-85.22896,9.8178,0.040357616,0.04050304,0.047571283
t_1131,-85.22896,9.86206,0.039508577,0.039706632,0.04677417
t_1132,-85.18404,9.86206,0.039004568,0.038568065,0.045849543
t_1133,-85.13913,9.86206,0.034126375,0.033377476,0.041188918
t_1134,-85.18404,9.9063,0.034376718,0.034259807,0.041796777
t_1135,-85.13913,9.9063,0.042797487,0.04105281,0.048515674
t_1136,-85.22896,9.9063,0.028653575,0.02960864,0.03722275
t_1137,-85.09421,9.77354,0.03366592,0.032533698,0.040578388
t_1138,-85.04929,9.8178,0.043813765,0.040642403,0.04849485
t_1139,-85.09421,9.8178,0.037940938,0.03624349,0.04408509
t_114,-83.25266,8.39866,0.04697108,0.041489854,0.049399063
t_1140,-85.00438,9.8178,0.040071994,0.03668078,0.04499443
t_1141,-85.04929,9.86206,0.040803906,0.03796644,0.045976378
t_1142,-85.09421,9.86206,0.0342281,0.032860644,0.04094723
t_1143,-85.00438,9.86206,0.04136193,0.03772412,0.045996364
t_1144,-85.09421,9.9063,0.036768235,0.035022143,0.04299272
t_1145,-85.04929,9.9063,0.041073963,0.038133807,0.046154216
t_1146,-85.00438,9.9063,0.044808853,0.040613536,0.048737336
t_1147,-85.31879,9.9063,0.030265003,0.032421414,0.039398603
t_1148,-85.3637,9.95055,0.028852811,0.0316427,0.03847407
t_1149,-85.27387,9.95055,0.03422532,0.035515785,0.042533476
t_115,-83.25266,8.44309,0.049340107,0.043258034,0.050894663
t_1150,-85.31879,9.95055,0.026030133,0.028222267,0.035502955
t_1151,-85.3637,9.99478,0.03062731,0.033408705,0.040132195
t_1152,-85.27387,9.99478,0.025774015,0.027438063,0.03499741
t_1153,-85.31879,9.99478,0.033229686,0.035247028,0.04207478
t_1154,-85.27387,10.03902,0.03473522,0.035938077,0.04295082
t_1155,-85.3637,10.03902,0.02653638,0.029218137,0.036233887
t_1156,-85.31879,10.03902,0.03076537,0.03281382,0.039797485
t_1157,-85.13913,9.95055,0.03714378,0.036039814,0.04371864
t_1158,-85.18404,9.95055,0.032382894,0.032335423,0.040016584
t_1159,-85.22896,9.95055,0.026952732,0.028035887,0.03576889
t_116,-83.20775,8.44309,0.049855106,0.04372749,0.051225442
t_1160,-85.13913,9.99478,0.05026903,0.046526648,0.054742474
t_1161,-85.22896,9.99478,0.029820288,0.030592965,0.03816659
t_1162,-85.18404,9.99478,0.04481223,0.043225355,0.050673418
t_1163,-85.18404,10.03902,0.034242958,0.034019943,0.041609053
t_1164,-85.22896,10.03902,0.04324832,0.042587593,0.049874898
t_1165,-85.13913,10.03902,0.03590984,0.03484746,0.042621773
t_1166,-85.13913,10.08324,0.04347585,0.04150484,0.048997432
t_1167,-85.00438,9.95055,0.041262943,0.03752704,0.045842197
t_1168,-85.09421,9.95055,0.037912037,0.036003917,0.043927833
t_1169,-85.04929,9.95055,0.032749403,0.031019723,0.03951704
t_117,-83.16283,8.44309,0.050398063,0.044049054,0.05154694
t_1170,-85.00438,9.99478,0.06389754,0.0526445,0.06454722
t_1171,-85.04929,9.99478,0.039445512,0.03661281,0.04475322
t_1172,-85.09421,9.99478,0.0376058,0.03569023,0.043645937
t_1173,-85.04929,10.03902,0.03950735,0.03664761,0.04479171
t_1174,-85.09421,10.03902,0.037663773,0.035721358,0.04368174
t_1175,-85.00438,10.03902,0.041442003,0.037633993,0.045954514
t_1176,-85.04929,10.08324,0.03952398,0.03665716,0.044802506
t_1177,-85.31879,10.08324,0.024633385,0.026856387,0.034244653
t_1178,-85.3637,10.08324,0.033358194,0.03604626,0.042644054
t_1179,-85.27387,10.08324,0.03287499,0.034159534,0.041278455
t_118,-82.93825,8.30978,0.05631342,0.048206042,0.056578446
t_1180,-85.3637,10.12746,0.02973005,0.03248689,0.039276104
t_1181,-85.31879,10.12746,0.03803549,0.03959749,0.04638138
t_1182,-85.27387,10.12746,0.04709491,0.04536163,0.05397152
t_1183,-85.3637,10.17167,0.02509993,0.027846886,0.034949493
t_1184,-85.27387,10.17167,0.033690203,0.034978013,0.042035818
t_1185,-85.31879,10.17167,0.027572455,0.02965987,0.036849875
t_1186,-85.3637,10.21588,0.029872948,0.0326945,0.039451327
t_1187,-85.22896,10.08324,0.04631016,0.044728912,0.052555814
t_1188,-85.18404,10.08324,0.034256477,0.034026876,0.041617528
t_1189,-85.18404,10.12746,0.034232903,0.03401481,0.041603267
t_119,-82.98317,8.30978,0.047932338,0.041876737,0.05025514
t_1190,-85.22896,10.12746,0.032649647,0.033228904,0.04063491
t_1191,-85.13913,10.12746,0.035898972,0.034841895,0.04261569
t_1192,-85.18404,10.17167,0.043507077,0.04221937,0.049570978
t_1193,-85.22896,10.17167,0.03259334,0.03320033,0.04060034
t_1194,-85.13913,10.17167,0.04973275,0.046193454,0.05428947
t_1195,-85.13913,10.21588,0.04098003,0.03946788,0.04697035
t_1196,-85.22896,10.21588,0.04559954,0.04430889,0.051995065
t_1197,-85.09421,10.08324,0.037679255,0.035729777,0.04369161
t_1198,-85.00438,10.08324,0.041459892,0.037645113,0.045966476
t_1199,-85.00438,10.12746,0.044668682,0.04040568,0.048561208
t_12,-82.84842,8.22088,0.04278978,0.038235933,0.046720076
t_120,-82.98317,8.35422,0.04411353,0.03819197,0.0470026
t_1200,-85.04929,10.12746,0.039495427,0.03664128,0.044785578
t_1201,-85.09421,10.12746,0.03765224,0.035715383,0.043675505
t_1202,-85.00438,10.17167,0.05086327,0.045431502,0.05350472
t_1203,-85.09421,10.17167,0.05313203,0.047942024,0.056549724
t_1204,-85.04929,10.17167,0.050146334,0.045489714,0.05345461
t_1205,-85.04929,10.21588,0.055862162,0.0492623,0.058240864
t_1206,-85.09421,10.21588,0.044548377,0.04177319,0.049440358
t_1207,-85.54337,9.9063,0.029576514,0.035147563,0.04105388
t_1208,-85.54337,9.95055,0.026389806,0.03180555,0.03783575
t_1209,-85.58828,9.95055,0.022972973,0.028645648,0.03471603
t_121,-82.93825,8.35422,0.05339067,0.04534815,0.053872332
t_1210,-85.40862,9.86206,0.026513068,0.029998044,0.036704592
t_1211,-85.40862,9.9063,0.028262595,0.031781208,0.038380254
t_1212,-85.45354,9.9063,0.025677728,0.029717838,0.03626229
t_1213,-85.49845,9.9063,0.023396976,0.027868051,0.034352537
t_1214,-85.45354,9.95055,0.023186859,0.027044661,0.033789553
t_1215,-85.49845,9.95055,0.025900643,0.030595416,0.036894824
t_1216,-85.67811,9.99478,0.023831798,0.030921524,0.036495015
t_1217,-85.67811,10.03902,0.022335982,0.029165318,0.034859847
t_1218,-85.72303,10.03902,0.023174876,0.03079482,0.036220074
t_1219,-85.6332,9.95055,0.020893656,0.026834918,0.032865852
t_122,-82.89334,8.35422,0.068142585,0.055194613,0.06513228
t_1220,-85.58828,9.99478,0.033397544,0.03887752,0.04535387
t_1221,-85.6332,9.99478,0.018326178,0.023857288,0.030113472
t_1222,-85.54337,9.99478,0.02032512,0.025064763,0.031585522
t_1223,-85.54337,10.03902,0.026109047,0.03145135,0.037517615
t_1224,-85.6332,10.03902,0.02212579,0.028261993,0.034196835
t_1225,-85.58828,10.03902,0.021033036,0.026349762,0.0326032
t_1226,-85.54337,10.08324,0.025538139,0.030821461,0.036931556
t_1227,-85.6332,10.08324,0.021830996,0.02790656,0.033869967
t_1228,-85.58828,10.08324,0.018975116,0.024076194,0.030493416
t_1229,-85.40862,9.95055,0.022345662,0.025677318,0.032712795
t_123,-82.98317,8.39866,0.05440185,0.04593557,0.054345883
t_1230,-85.49845,9.99478,0.025152054,0.02974133,0.036111712
t_1231,-85.45354,9.99478,0.029147126,0.033308472,0.03963452
t_1232,-85.40862,9.99478,0.023091711,0.026393754,0.033394042
t_1233,-85.40862,10.03902,0.030047884,0.033510145,0.040027466
t_1234,-85.49845,10.03902,0.03037161,0.035195395,0.04127709
t_1235,-85.45354,10.03902,0.026615823,0.030631853,0.03713935
t_1236,-85.45354,10.08324,0.02634208,0.030332142,0.036862765
t_1237,-85.49845,10.08324,0.024107965,0.028558804,0.035022415
t_1238,-85.40862,10.08324,0.027930323,0.031325787,0.03798849
t_1239,-85.67811,10.08324,0.021168992,0.027758688,0.033561356
t_124,-82.89334,8.39866,0.073287606,0.057741586,0.06860889
t_1240,-85.72303,10.08324,0.023283154,0.030914612,0.036334928
t_1241,-85.76795,10.12746,0.021544214,0.029507495,0.034852788
t_1242,-85.67811,10.12746,0.023042468,0.029997008,0.03563242
t_1243,-85.72303,10.12746,0.021162283,0.028402802,0.033987198
t_1244,-85.76795,10.17167,0.020799227,0.02861492,0.034017876
t_1245,-85.58828,10.12746,0.02219797,0.02769672,0.03385118
t_1246,-85.54337,10.12746,0.025239607,0.030499637,0.036630176
t_1247,-85.6332,10.12746,0.021625979,0.027669063,0.033648767
t_1248,-85.58828,10.17167,0.023979092,0.029776104,0.035769764
t_1249,-85.6332,10.17167,0.020887861,0.02680294,0.032843247
t_125,-82.93825,8.39866,0.06560254,0.053776383,0.06262322
t_1250,-85.54337,10.17167,0.021251949,0.026068514,0.032513414
t_1251,-85.58828,10.21588,0.025781082,0.03181926,0.037669268
t_1252,-85.54337,10.21588,0.022863353,0.027870037,0.034178756
t_1253,-85.6332,10.21588,0.021089332,0.02707582,0.033087257
t_1254,-85.6332,10.26008,0.02439633,0.030987378,0.036703322
t_1255,-77.9526,7.28628,0.0016733253,0.013015131,0.01515691
t_1256,-77.90769,7.28628,0.0014797365,0.011910035,0.014151168
t_1257,-77.90769,7.33083,0.0016027917,0.012635782,0.014810487
t_1258,-77.86277,7.33083,0.0020030532,0.015729351,0.017469628
t_1259,-77.86277,7.37538,0.0011814676,0.010157163,0.0122075
t_126,-82.89334,8.44309,0.07731658,0.059751704,0.07112412
t_1260,-77.90769,7.37538,0.0020608767,0.015569459,0.01738689
t_1261,-77.99752,7.33083,0.0013613253,0.01043751,0.012917149
t_1262,-77.9526,7.33083,0.0016853402,0.012914347,0.015090328
t_1263,-78.04243,7.37538,0.0018137246,0.012975721,0.015239536
t_1264,-77.99752,7.37538,0.0016335961,0.012074899,0.014407824
t_1265,-77.9526,7.37538,0.0022816553,0.016579194,0.018321333
t_1266,-77.9526,7.41992,0.0018162344,0.013444316,0.015596217
t_1267,-78.04243,7.41992,0.002091843,0.014555295,0.016641017
t_1268,-77.99752,7.41992,0.0018294086,0.013210833,0.0154300295
t_1269,-78.08735,7.41992,0.0019172996,0.013140438,0.015444478
t_127,-82.98317,8.44309,0.07227221,0.058148284,0.06745809
t_1270,-78.2221,7.55352,0.0022653076,0.013659346,0.016090704
t_1271,-80.42297,7.28628,0.016488098,0.030512594,0.036303602
t_1272,-80.60263,7.28628,0.012660148,0.025368944,0.029202603
t_1273,-80.64755,7.28628,0.009683058,0.019704811,0.02408826
t_1274,-80.46789,7.28628,0.012197716,0.025514223,0.029178532
t_1275,-80.5128,7.28628,0.008373683,0.018046312,0.022400474
t_1276,-80.87213,7.24173,0.009199193,0.018092912,0.02278904
t_1277,-80.82721,7.24173,0.011999497,0.023243824,0.027439674
t_1278,-80.7823,7.24173,0.011309082,0.022307683,0.02653374
t_1279,-80.73738,7.24173,0.012806323,0.025185518,0.02910974
t_128,-83.02808,8.30978,0.04150689,0.036837034,0.0454266
t_1280,-80.73738,7.28628,0.010712275,0.021045204,0.025425375
t_1281,-80.7823,7.28628,0.011810283,0.02271731,0.027001763
t_1282,-80.87213,7.28628,0.012528282,0.0233788,0.027719267
t_1283,-80.82721,7.28628,0.010971301,0.02095769,0.025460359
t_1284,-80.87213,7.33083,0.015893605,0.028108234,0.03224339
t_1285,-80.82721,7.33083,0.0144105395,0.026207518,0.030361887
t_1286,-80.73738,7.33083,0.010411771,0.02007337,0.024631098
t_1287,-80.91704,7.33083,0.012293186,0.022216083,0.026823394
t_1288,-80.91704,7.37538,0.025922252,0.03298034,0.045285698
t_1289,-80.7823,7.33083,0.0087305,0.017538484,0.021848971
t_129,-83.11792,8.30978,0.044061735,0.039396435,0.04756592
t_1290,-80.73738,7.37538,0.008944903,0.017622938,0.022106303
t_1291,-80.7823,7.37538,0.017096883,0.029789036,0.03399125
t_1292,-80.87213,7.37538,0.025072811,0.0329672,0.044446647
t_1293,-80.82721,7.37538,0.020624096,0.032865074,0.038542334
t_1294,-80.73738,7.41992,0.013466654,0.024353838,0.02872578
t_1295,-80.7823,7.41992,0.015117712,0.026604425,0.030867957
t_1296,-80.82721,7.41992,0.0153653,0.026665375,0.030986948
t_1297,-80.87213,7.41992,0.013597367,0.023644805,0.028275233
t_1298,-80.82721,7.46446,0.013214001,0.022844357,0.027586797
t_1299,-80.91704,7.41992,0.018080791,0.029816387,0.03417915
t_13,-81.59078,8.04302,0.041436266,0.041423213,0.0485415
t_130,-83.11792,8.35422,0.053596336,0.04680529,0.05457753
t_1300,-80.91704,7.46446,0.017114023,0.028056597,0.03252544
t_1301,-80.91704,7.50899,0.018128779,0.028920218,0.033456583
t_1302,-80.96196,7.50899,0.021484803,0.03258879,0.037409123
t_1303,-80.96196,7.55352,0.023689015,0.03425048,0.03964424
t_1304,-80.91704,7.55352,0.020574622,0.03145113,0.036115393
t_1305,-80.87213,7.46446,0.017199293,0.028470993,0.032864727
t_1306,-80.73738,7.46446,0.009381154,0.018084897,0.022334965
t_1307,-80.7823,7.46446,0.013288177,0.02327101,0.02790862
t_1308,-80.7823,7.50899,0.013223458,0.022689415,0.027482877
t_1309,-80.82721,7.50899,0.014650004,0.024597505,0.029293701
t_131,-83.073,8.35422,0.050181378,0.043764208,0.05182961
t_1310,-80.87213,7.50899,0.012437514,0.020924363,0.025998173
t_1311,-80.73738,7.50899,0.010334968,0.018479029,0.023532292
t_1312,-80.73738,7.55352,0.010276341,0.018565739,0.0232221
t_1313,-80.82721,7.55352,0.012432161,0.020772504,0.025897423
t_1314,-80.87213,7.55352,0.017031489,0.027239654,0.03190541
t_1315,-80.28822,7.41992,0.017756367,0.030803906,0.03802883
t_1316,-77.86277,7.41992,0.00137841,0.010998717,0.013364728
t_1317,-77.90769,7.41992,0.0012461911,0.010281678,0.01235214
t_1318,-77.90769,7.46446,0.0013549621,0.010459938,0.012928685
t_1319,-77.86277,7.46446,0.001534743,0.011934859,0.014217586
t_132,-83.02808,8.35422,0.052103404,0.045000233,0.053168308
t_1320,-77.86277,7.50899,0.00179696,0.013604334,0.015701758
t_1321,-77.81786,7.50899,0.0018673047,0.014413715,0.016366424
t_1322,-77.90769,7.50899,0.0013760912,0.010469402,0.01295537
t_1323,-77.81786,7.55352,0.0016273506,0.012573288,0.01478338
t_1324,-77.86277,7.55352,0.0017830655,0.013335164,0.015487574
t_1325,-77.99752,7.46446,0.0027078083,0.018157868,0.019872015
t_1326,-78.04243,7.46446,0.0019898585,0.013732027,0.015946425
t_1327,-77.9526,7.46446,0.0019302766,0.014011925,0.016112195
t_1328,-77.99752,7.50899,0.0017452136,0.012306369,0.014675447
t_1329,-77.9526,7.50899,0.001466556,0.010813042,0.013301966
t_133,-83.11792,8.39866,0.05161221,0.044891704,0.05267254
t_1330,-78.04243,7.50899,0.0024938816,0.016500684,0.018391669
t_1331,-77.9526,7.55352,0.0013961722,0.010501101,0.012791181
t_1332,-77.99752,7.55352,0.0018476844,0.012795177,0.01512877
t_1333,-78.04243,7.55352,0.0017491613,0.011891971,0.0143640535
t_1334,-78.04243,7.59804,0.001568539,0.010720971,0.01329185
t_1335,-77.90769,7.55352,0.0015470649,0.011446265,0.013856476
t_1336,-77.81786,7.59804,0.002610925,0.018444035,0.020105585
t_1337,-77.86277,7.59804,0.0024009128,0.01700744,0.01873754
t_1338,-77.90769,7.59804,0.0018437001,0.013241266,0.015464211
t_1339,-77.90769,7.64256,0.0016043715,0.011531645,0.013970575
