calc_id,description,cal_time,gmpe,imt,nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations,abs_bias
17,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:GEM, Recording Stations:seismic)",442,YoungsEtAl1997SSlab,SA(0.3),-0.227,1.3082783,Okuwaki_and_Yagi_2017,GEM,seismic,0.227
22,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:GEM, Recording Stations:all)",445,YoungsEtAl1997SSlab,PGA,-0.261,0.6920545,SSN,GEM,all,0.261
26,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",483,YoungsEtAl1997SSlab,SA(1.0),-0.264,0.91491824,USGS,GEM,all,0.264
22,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:GEM, Recording Stations:all)",445,YoungsEtAl1997SSlab,SA(1.0),-0.267,0.89493835,SSN,GEM,all,0.267
17,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:GEM, Recording Stations:seismic)",442,YoungsEtAl1997SSlab,SA(1.0),-0.268,0.5292095,Okuwaki_and_Yagi_2017,GEM,seismic,0.268
26,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",483,YoungsEtAl1997SSlab,PGA,-0.273,0.69379866,USGS,GEM,all,0.273
23,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",610,AbrahamsonEtAl2015SSlab,PGA,0.278,0.5740504,SSN,USGS,seismic,0.278
21,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:GEM, Recording Stations:seismic)",459,AbrahamsonEtAl2015SSlab,PGA,0.278,0.5740504,SSN,GEM,seismic,0.278
14,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",523,AbrahamsonEtAl2015SSlab,PGA,0.353,0.5745195,GCMT,GEM,all,0.353
16,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",587,AbrahamsonEtAl2015SSlab,PGA,0.353,0.5745195,GCMT,USGS,all,0.353
26,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",483,AbrahamsonEtAl2015SSlab,PGA,0.365,0.5780207,USGS,GEM,all,0.365
28,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",658,AbrahamsonEtAl2015SSlab,PGA,0.365,0.5780207,USGS,USGS,all,0.365
15,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",606,AtkinsonBoore2003SSlabCascadia,SA(1.0),0.386,1.3568901,GCMT,USGS,seismic,0.386
14,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",523,YoungsEtAl1997SSlab,SA(1.0),-0.409,0.8607871,GCMT,GEM,all,0.409
21,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:GEM, Recording Stations:seismic)",459,YoungsEtAl1997SSlab,PGA,-0.41,0.68014413,SSN,GEM,seismic,0.41
14,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",523,YoungsEtAl1997SSlab,PGA,-0.421,0.6673507,GCMT,GEM,all,0.421
15,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",606,ZhaoEtAl2016SSlab,SA(0.3),0.431,2.0339675,GCMT,USGS,seismic,0.431
24,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:all)",642,ZhaoEtAl2016SSlab,SA(1.0),0.434,0.89516693,SSN,USGS,all,0.434
16,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",587,ZhaoEtAl2016SSlab,SA(1.0),0.435,0.9502213,GCMT,USGS,all,0.435
22,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:GEM, Recording Stations:all)",445,YoungsEtAl1997SSlab,SA(0.3),-0.445,1.3366859,SSN,GEM,all,0.445
25,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",476,YoungsEtAl1997SSlab,PGA,-0.455,0.6792811,USGS,GEM,seismic,0.455
26,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",483,YoungsEtAl1997SSlab,SA(0.3),-0.462,1.3573886,USGS,GEM,all,0.462
22,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:GEM, Recording Stations:all)",445,AbrahamsonEtAl2015SSlab,PGA,0.464,0.58658,SSN,GEM,all,0.464
24,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:all)",642,AbrahamsonEtAl2015SSlab,PGA,0.464,0.58658,SSN,USGS,all,0.464
15,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",606,AtkinsonBoore2003SSlab,SA(1.0),0.472,1.3463607,GCMT,USGS,seismic,0.472
15,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",606,AbrahamsonEtAl2015SSlab,SA(0.3),0.483,1.361575,GCMT,USGS,seismic,0.483
13,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",526,AbrahamsonEtAl2015SSlab,SA(0.3),0.483,1.361575,GCMT,GEM,seismic,0.483
25,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",476,AbrahamsonEtAl2015SSlab,SA(0.3),0.544,1.3786154,USGS,GEM,seismic,0.544
27,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",638,AbrahamsonEtAl2015SSlab,SA(0.3),0.544,1.3786154,USGS,USGS,seismic,0.544
15,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",606,ZhaoEtAl2016SSlab,PGA,0.552,0.96902585,GCMT,USGS,seismic,0.552
15,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",606,AtkinsonBoore2003SSlab,SA(0.3),0.555,1.7215822,GCMT,USGS,seismic,0.555
21,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:GEM, Recording Stations:seismic)",459,YoungsEtAl1997SSlab,SA(0.3),-0.583,1.3128959,SSN,GEM,seismic,0.583
19,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:USGS, Recording Stations:seismic)",589,ZhaoEtAl2016SSlab,SA(1.0),0.608,0.56549656,Okuwaki_and_Yagi_2017,USGS,seismic,0.608
28,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",658,ZhaoEtAl2016SSlab,SA(1.0),0.609,0.9289978,USGS,USGS,all,0.609
13,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",526,YoungsEtAl1997SSlab,PGA,-0.612,0.6526982,GCMT,GEM,seismic,0.612
14,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",523,YoungsEtAl1997SSlab,SA(0.3),-0.617,1.3056872,GCMT,GEM,all,0.617
16,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",587,ZhaoEtAl2016SSlab,SA(0.3),0.62,2.3133795,GCMT,USGS,all,0.62
23,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",610,ZhaoEtAl2016SSlab,SA(0.3),0.626,1.4604969,SSN,USGS,seismic,0.626
25,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",476,YoungsEtAl1997SSlab,SA(0.3),-0.627,1.3285534,USGS,GEM,seismic,0.627
21,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:GEM, Recording Stations:seismic)",459,YoungsEtAl1997SSlab,SA(1.0),-0.634,0.5414413,SSN,GEM,seismic,0.634
13,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",526,Kanno2006Deep,SA(1.0),0.647,3.0250444,GCMT,GEM,seismic,0.647
25,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",476,YoungsEtAl1997SSlab,SA(1.0),-0.668,0.5326873,USGS,GEM,seismic,0.668
14,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",523,AbrahamsonEtAl2015SSlab,SA(0.3),0.671,1.395379,GCMT,GEM,all,0.671
16,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",587,AbrahamsonEtAl2015SSlab,SA(0.3),0.671,1.395379,GCMT,USGS,all,0.671
15,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",606,AtkinsonBoore2003SSlabCascadia,SA(0.3),0.672,1.9282686,GCMT,USGS,seismic,0.672
27,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",638,AtkinsonBoore2003SSlabCascadia,SA(1.0),0.712,1.5109875,USGS,USGS,seismic,0.712
23,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",610,AbrahamsonEtAl2015SSlab,SA(0.3),0.714,1.4149419,SSN,USGS,seismic,0.714
21,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:GEM, Recording Stations:seismic)",459,AbrahamsonEtAl2015SSlab,SA(0.3),0.714,1.4149419,SSN,GEM,seismic,0.714
26,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",483,AbrahamsonEtAl2015SSlab,SA(0.3),0.716,1.4098572,USGS,GEM,all,0.716
28,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",658,AbrahamsonEtAl2015SSlab,SA(0.3),0.716,1.4098572,USGS,USGS,all,0.716
16,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",587,AtkinsonBoore2003SSlab,SA(0.3),0.728,1.7936445,GCMT,USGS,all,0.728
27,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",638,ZhaoEtAl2016SSlab,SA(0.3),0.729,1.565019,USGS,USGS,seismic,0.729
23,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",610,ZhaoEtAl2016SSlab,PGA,0.747,0.51395994,SSN,USGS,seismic,0.747
24,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:all)",642,ZhaoEtAl2016SSlab,SA(0.3),0.754,1.4849287,SSN,USGS,all,0.754
23,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",610,AtkinsonBoore2003SSlabCascadia,SA(1.0),0.797,1.0553329,SSN,USGS,seismic,0.797
27,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",638,AtkinsonBoore2003SSlab,SA(1.0),0.798,1.4973028,USGS,USGS,seismic,0.798
13,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",526,YoungsEtAl1997SSlab,SA(0.3),-0.8,1.2749069,GCMT,GEM,seismic,0.8
16,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",587,ZhaoEtAl2016SSlab,PGA,0.803,1.1321311,GCMT,USGS,all,0.803
13,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:GEM, Recording Stations:seismic)",526,YoungsEtAl1997SSlab,SA(1.0),-0.817,0.5045845,GCMT,GEM,seismic,0.817
19,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:USGS, Recording Stations:seismic)",589,AbrahamsonEtAl2015SSlab,PGA,0.82,0.6029408,Okuwaki_and_Yagi_2017,USGS,seismic,0.82
17,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:GEM, Recording Stations:seismic)",442,AbrahamsonEtAl2015SSlab,PGA,0.82,0.6029408,Okuwaki_and_Yagi_2017,GEM,seismic,0.82
15,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",606,AtkinsonBoore2003SSlab,PGA,0.821,0.837377,GCMT,USGS,seismic,0.821
27,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",638,AtkinsonBoore2003SSlab,SA(0.3),0.823,1.7824512,USGS,USGS,seismic,0.823
16,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",587,AtkinsonBoore2003SSlabCascadia,SA(1.0),0.826,1.9971744,GCMT,USGS,all,0.826
22,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:GEM, Recording Stations:all)",445,AbrahamsonEtAl2015SSlab,SA(0.3),0.842,1.4386866,SSN,GEM,all,0.842
24,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:all)",642,AbrahamsonEtAl2015SSlab,SA(0.3),0.842,1.4386866,SSN,USGS,all,0.842
16,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",587,AtkinsonBoore2003SSlabCascadia,SA(0.3),0.847,2.1818852,GCMT,USGS,all,0.847
27,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",638,ZhaoEtAl2016SSlab,PGA,0.85,0.8582008,USGS,USGS,seismic,0.85
23,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",610,AtkinsonBoore2003SSlab,SA(1.0),0.883,1.0457749,SSN,USGS,seismic,0.883
27,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",638,AtkinsonBoore2003SSlab,PGA,0.895,1.0478586,USGS,USGS,seismic,0.895
23,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",610,AtkinsonBoore2003SSlab,SA(0.3),0.905,1.8242693,SSN,USGS,seismic,0.905
28,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",658,ZhaoEtAl2016SSlab,SA(0.3),0.906,1.861875,USGS,USGS,all,0.906
16,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",587,AtkinsonBoore2003SSlab,SA(1.0),0.915,1.9853634,GCMT,USGS,all,0.915
24,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:all)",642,ZhaoEtAl2016SSlab,PGA,0.939,0.58114034,SSN,USGS,all,0.939
27,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",638,AtkinsonBoore2003SSlabCascadia,SA(0.3),0.939,2.2268393,USGS,USGS,seismic,0.939
19,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:USGS, Recording Stations:seismic)",589,AtkinsonBoore2003SSlabCascadia,SA(1.0),0.948,1.1936709,Okuwaki_and_Yagi_2017,USGS,seismic,0.948
23,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",610,AtkinsonBoore2003SSlab,PGA,0.965,0.8725672,SSN,USGS,seismic,0.965
28,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",658,AtkinsonBoore2003SSlab,SA(0.3),0.992,2.099326,USGS,USGS,all,0.992
16,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:all)",587,AtkinsonBoore2003SSlab,PGA,1,0.9836945,GCMT,USGS,all,1
18,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:GEM, Recording Stations:all)",437,AbrahamsonEtAl2015SSlab,PGA,1.007,0.6161546,Okuwaki_and_Yagi_2017,GEM,all,1.007
20,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:USGS, Recording Stations:all)",605,AbrahamsonEtAl2015SSlab,PGA,1.007,0.6161546,Okuwaki_and_Yagi_2017,USGS,all,1.007
24,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:all)",642,AtkinsonBoore2003SSlab,SA(0.3),1.02,1.8517836,SSN,USGS,all,1.02
23,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",610,AtkinsonBoore2003SSlabCascadia,SA(0.3),1.021,1.9366608,SSN,USGS,seismic,1.021
25,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",476,Kanno2006Deep,SA(1.0),1.031,2.8273504,USGS,GEM,seismic,1.031
19,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:USGS, Recording Stations:seismic)",589,AtkinsonBoore2003SSlab,SA(1.0),1.034,1.1827946,Okuwaki_and_Yagi_2017,USGS,seismic,1.034
14,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:GEM, Recording Stations:all)",523,Kanno2006Deep,SA(1.0),1.056,4.331627,GCMT,GEM,all,1.056
28,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",658,AtkinsonBoore2003SSlab,PGA,1.072,1.2397548,USGS,USGS,all,1.072
24,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:all)",642,AtkinsonBoore2003SSlab,PGA,1.077,0.9709672,SSN,USGS,all,1.077
20,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:USGS, Recording Stations:all)",605,ZhaoEtAl2016SSlab,SA(1.0),1.082,0.8996054,Okuwaki_and_Yagi_2017,USGS,all,1.082
28,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",658,ZhaoEtAl2016SSlab,PGA,1.092,1.0854058,USGS,USGS,all,1.092
28,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",658,AtkinsonBoore2003SSlabCascadia,SA(0.3),1.11,2.62724,USGS,USGS,all,1.11
21,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:GEM, Recording Stations:seismic)",459,Kanno2006Deep,SA(1.0),1.123,1.753581,SSN,GEM,seismic,1.123
24,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:all)",642,AtkinsonBoore2003SSlabCascadia,SA(0.3),1.139,2.0150325,SSN,USGS,all,1.139
28,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",658,AtkinsonBoore2003SSlabCascadia,SA(1.0),1.158,2.353927,USGS,USGS,all,1.158
24,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:all)",642,AtkinsonBoore2003SSlabCascadia,SA(1.0),1.183,1.5484477,SSN,USGS,all,1.183
19,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:USGS, Recording Stations:seismic)",589,AtkinsonBoore2003SSlab,SA(0.3),1.225,2.1386702,Okuwaki_and_Yagi_2017,USGS,seismic,1.225
28,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",658,AtkinsonBoore2003SSlab,SA(1.0),1.247,2.337991,USGS,USGS,all,1.247
19,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:USGS, Recording Stations:seismic)",589,AbrahamsonEtAl2015SSlab,SA(0.3),1.249,1.4972503,Okuwaki_and_Yagi_2017,USGS,seismic,1.249
17,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:GEM, Recording Stations:seismic)",442,AbrahamsonEtAl2015SSlab,SA(0.3),1.249,1.4972503,Okuwaki_and_Yagi_2017,GEM,seismic,1.249
19,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:USGS, Recording Stations:seismic)",589,ZhaoEtAl2016SSlab,SA(0.3),1.254,1.4759715,Okuwaki_and_Yagi_2017,USGS,seismic,1.254
15,"Median gmf - 20170908_M8.2_Chiapas (Rupture:GCMT, GMPEs:USGS, Recording Stations:seismic)",606,AtkinsonBoore2003SSlabCascadia,PGA,1.265,0.95363843,GCMT,USGS,seismic,1.265
24,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:all)",642,AtkinsonBoore2003SSlab,SA(1.0),1.271,1.5378387,SSN,USGS,all,1.271
17,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:GEM, Recording Stations:seismic)",442,Kanno2006Deep,SA(1.0),1.294,2.035944,Okuwaki_and_Yagi_2017,GEM,seismic,1.294
20,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:USGS, Recording Stations:all)",605,AtkinsonBoore2003SSlabCascadia,SA(1.0),1.337,1.7599242,Okuwaki_and_Yagi_2017,USGS,all,1.337
27,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",638,AtkinsonBoore2003SSlabCascadia,PGA,1.339,1.2186834,USGS,USGS,seismic,1.339
19,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:USGS, Recording Stations:seismic)",589,AtkinsonBoore2003SSlabCascadia,SA(0.3),1.341,2.1072962,Okuwaki_and_Yagi_2017,USGS,seismic,1.341
20,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:USGS, Recording Stations:all)",605,AtkinsonBoore2003SSlab,SA(0.3),1.347,2.4135463,Okuwaki_and_Yagi_2017,USGS,all,1.347
18,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:GEM, Recording Stations:all)",437,AbrahamsonEtAl2015SSlab,SA(0.3),1.377,1.5225074,Okuwaki_and_Yagi_2017,GEM,all,1.377
20,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:USGS, Recording Stations:all)",605,AbrahamsonEtAl2015SSlab,SA(0.3),1.377,1.5225074,Okuwaki_and_Yagi_2017,USGS,all,1.377
19,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:USGS, Recording Stations:seismic)",589,ZhaoEtAl2016SSlab,PGA,1.378,0.55580103,Okuwaki_and_Yagi_2017,USGS,seismic,1.378
20,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:USGS, Recording Stations:all)",605,ZhaoEtAl2016SSlab,SA(0.3),1.39,1.5022581,Okuwaki_and_Yagi_2017,USGS,all,1.39
23,"Median gmf - 20170908_M8.2_Chiapas (Rupture:SSN, GMPEs:USGS, Recording Stations:seismic)",610,AtkinsonBoore2003SSlabCascadia,PGA,1.409,0.95491976,SSN,USGS,seismic,1.409
20,"Median gmf - 20170908_M8.2_Chiapas (Rupture:Okuwaki_and_Yagi_2017, GMPEs:USGS, Recording Stations:all)",605,AtkinsonBoore2003SSlab,SA(1.0),1.425,1.7477932,Okuwaki_and_Yagi_2017,USGS,all,1.425
26,"Median gmf - 20170908_M8.2_Chiapas (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",483,Kanno2006Deep,SA(1.0),1.444,4.267686,USGS,GEM,all,1.444
