# 20010213_M6.6_SanVicente median gmf, Stations:None, gmlt:GEM, Rupture:Canora_et_al_2001
custom_site_id,lon,lat,AbrahamsonEtAl2015SInterHigh,MontalvaEtAl2017SInter,ZhaoEtAl2006SInter
t_1081,-88.14748,13.56623,0.033428796,0.07625141,0.048093386
t_1082,-88.18342,13.56623,0.036799554,0.084462866,0.051621012
t_1083,-88.25528,13.54877,0.046792667,0.106688485,0.059297513
t_1084,-88.23731,13.54877,0.041941304,0.097149044,0.057107083
t_1085,-88.21935,13.56623,0.036847696,0.087041125,0.055534415
t_1086,-88.25528,13.56623,0.04754926,0.108347245,0.059894484
t_1087,-88.23731,13.56623,0.041248452,0.09636024,0.05765383
t_1088,-88.25528,13.5837,0.047593422,0.10887713,0.060426496
t_1089,-88.21935,13.5837,0.048607655,0.10622819,0.056599796
t_109,-88.02172,13.3216,0.023433149,0.050349526,0.03329724
t_1090,-88.23731,13.5837,0.041275136,0.096753456,0.058140498
t_1091,-88.23731,13.60116,0.04995926,0.11051121,0.059210386
t_1092,-88.25528,13.60116,0.049654663,0.11231417,0.060888447
t_1093,-88.20138,13.56623,0.044311274,0.098052986,0.053525332
t_1094,-88.16545,13.56623,0.033528645,0.07744863,0.049812183
t_1095,-88.16545,13.5837,0.0371662,0.084130116,0.050160225
t_1096,-88.18342,13.5837,0.035088833,0.08162147,0.051998377
t_1097,-88.14748,13.5837,0.03240017,0.07455905,0.04841497
t_1098,-88.20138,13.5837,0.04114038,0.09346108,0.053935252
t_1099,-88.16545,13.60116,0.037588153,0.0850528,0.050461132
t_11,-87.91392,13.18169,0.023890788,0.047238495,0.02597874
t_110,-87.98579,13.3216,0.022532767,0.04792913,0.031551708
t_1100,-88.20138,13.60116,0.043917637,0.09811159,0.054290187
t_1101,-88.14748,13.60116,0.037118137,0.08304894,0.048692822
t_1102,-88.18342,13.60116,0.03770031,0.086505845,0.052324865
t_1103,-88.11155,13.5837,0.034939088,0.07704239,0.04517923
t_1104,-88.09358,13.5837,0.03597648,0.07768865,0.043676734
t_1105,-88.12952,13.5837,0.04104876,0.08763811,0.047274355
t_1106,-88.12952,13.60116,0.040135376,0.086538814,0.047534227
t_1107,-88.11155,13.60116,0.03451723,0.076490976,0.0454174
t_1108,-88.09358,13.60116,0.033475824,0.07375427,0.04389779
t_1109,-88.12952,13.61862,0.041722443,0.08897868,0.047751613
t_111,-87.98579,13.33908,0.020706382,0.044771325,0.025301717
t_1110,-88.09358,13.61862,0.038987767,0.08251189,0.044570133
t_1111,-88.11155,13.61862,0.0365173,0.07992259,0.04561654
t_1112,-88.11155,13.63608,0.04075415,0.086397104,0.046281792
t_1113,-88.21935,13.60116,0.046587113,0.103825964,0.056367278
t_1114,-88.25528,13.61862,0.047617733,0.10964816,0.061276626
t_1115,-88.23731,13.61862,0.048626065,0.10903438,0.05891707
t_1116,-88.21935,13.61862,0.043699004,0.09971895,0.056691673
t_1117,-88.25528,13.63608,0.051043715,0.114907086,0.061587546
t_1118,-88.23731,13.63608,0.048177924,0.10865538,0.05920077
t_1119,-88.21935,13.63608,0.041034494,0.095488094,0.05695118
t_112,-88.02172,13.33908,0.028286226,0.05889522,0.03373282
t_1120,-88.25528,13.65354,0.0443561,0.10477915,0.06181834
t_1121,-88.21935,13.65354,0.04331826,0.09946014,0.057143677
t_1122,-88.23731,13.65354,0.045636676,0.10499052,0.05941128
t_1123,-88.20138,13.61862,0.0459608,0.101347804,0.055191524
t_1124,-88.14748,13.61862,0.041274983,0.08976107,0.049466502
t_1125,-88.16545,13.61862,0.04065947,0.0902456,0.050713092
t_1126,-88.18342,13.61862,0.040120218,0.09079791,0.052598406
t_1127,-88.14748,13.63608,0.039772134,0.087633416,0.04911105
t_1128,-88.20138,13.63608,0.040113047,0.09239245,0.054825664
t_1129,-88.16545,13.63608,0.03967032,0.088825665,0.050914377
t_113,-88.03968,13.28663,0.022398405,0.048457675,0.03326954
t_1130,-88.18342,13.63608,0.0412265,0.092755534,0.05281702
t_1131,-88.18342,13.65354,0.042728618,0.09523218,0.0529791
t_1132,-88.20138,13.65354,0.044584595,0.09970897,0.055002093
t_1133,-88.12952,13.63608,0.04075708,0.087758064,0.04792516
t_1134,-88.09358,13.63608,0.0345605,0.075784795,0.044229973
t_1135,-88.12952,13.65354,0.035670076,0.07982546,0.047528077
t_1136,-88.09358,13.65354,0.040883683,0.08533034,0.044829637
t_1137,-88.11155,13.65354,0.03665667,0.08034173,0.04589326
t_1138,-88.12952,13.671,0.035505246,0.07959846,0.047610026
t_1139,-88.11155,13.671,0.039365273,0.08457219,0.04647761
t_114,-88.05765,13.28663,0.022379868,0.04881453,0.03416297
t_1140,-88.09358,13.671,0.034388237,0.075617164,0.044409636
t_1141,-88.12952,13.68846,0.03206369,0.07350124,0.047646187
t_1142,-88.11155,13.68846,0.033715848,0.07548819,0.046002716
t_1143,-88.14748,13.65354,0.041640665,0.090562195,0.049793407
t_1144,-88.16545,13.65354,0.03994388,0.08937723,0.05106358
t_1145,-88.20138,13.671,0.034963947,0.08323917,0.04366006
t_1146,-88.18342,13.671,0.03575502,0.08350781,0.053083435
t_1147,-88.14748,13.671,0.034721654,0.07932737,0.04933732
t_1148,-88.16545,13.671,0.03612266,0.082967825,0.05115965
t_1149,-88.20138,13.68846,0.038560823,0.089918725,0.055165425
t_115,-88.07562,13.30411,0.023222039,0.05101836,0.03561749
t_1150,-88.16545,13.68846,0.034161754,0.07943494,0.0512019
t_1151,-88.18342,13.68846,0.036951225,0.08570881,0.053129245
t_1152,-88.14748,13.68846,0.034803785,0.079498105,0.04937637
t_1153,-88.84817,13.26914,0.05235283,0.13267474,0.07934509
t_1154,-88.7763,13.25166,0.06630441,0.14747292,0.075805485
t_1155,-88.79427,13.25166,0.063132815,0.14464073,0.076033644
t_1156,-88.81224,13.25166,0.06516603,0.1470342,0.076263405
t_1157,-88.7763,13.26914,0.067757584,0.15332142,0.07923353
t_1158,-88.81224,13.26914,0.0520112,0.13165386,0.07885247
t_1159,-88.79427,13.26914,0.06954178,0.15514523,0.079478204
t_116,-88.03968,13.30411,0.022042597,0.048008345,0.033745017
t_1160,-88.79427,13.28663,0.074989274,0.16408631,0.0831794
t_1161,-88.8302,13.26914,0.065920874,0.15244962,0.07909782
t_1162,-88.8841,13.28663,0.05531219,0.14156727,0.08359882
t_1163,-88.8302,13.28663,0.075820036,0.16531077,0.083711065
t_1164,-88.86613,13.28663,0.07208731,0.1638818,0.08425063
t_1165,-88.84817,13.28663,0.07209642,0.16350353,0.08397993
t_1166,-88.84817,13.30411,0.07748466,0.17309754,0.088024184
t_1167,-88.86613,13.30411,0.07974192,0.1744696,0.088316076
t_1168,-88.8302,13.30411,0.07923573,0.17331204,0.087734334
t_1169,-88.8841,13.30411,0.05813907,0.15014113,0.08764097
t_117,-88.05765,13.30411,0.02262193,0.04948306,0.034666076
t_1170,-88.7763,13.28663,0.07653763,0.16420285,0.08291641
t_1171,-88.81224,13.28663,0.07078143,0.16167744,0.083444335
t_1172,-88.81224,13.30411,0.07787957,0.17233749,0.08744682
t_1173,-88.79427,13.30411,0.07949523,0.17237198,0.08716131
t_1174,-88.7763,13.30411,0.07877199,0.17169085,0.086877935
t_1175,-88.81224,13.3216,0.087185174,0.18067852,0.09793285
t_1176,-88.7763,13.3216,0.08416731,0.18022433,0.091154985
t_1177,-88.79427,13.3216,0.081718214,0.18053596,0.09146115
t_1178,-88.79427,13.33908,0.088999026,0.18949376,0.102566645
t_1179,-88.81224,13.33908,0.08807033,0.19042425,0.096446216
t_118,-88.05765,13.3216,0.035915356,0.07094811,0.03793981
t_1180,-88.90207,13.30411,0.08229837,0.17591059,0.08890686
t_1181,-88.92003,13.30411,0.058551855,0.15139934,0.088229604
t_1182,-88.90207,13.3216,0.087832965,0.18390115,0.09961754
t_1183,-88.938,13.3216,0.084191255,0.18564396,0.093997225
t_1184,-88.92003,13.3216,0.08516699,0.18511206,0.093671426
t_1185,-88.92003,13.33908,0.09025991,0.19425012,0.09850863
t_1186,-88.90207,13.33908,0.08719962,0.1938166,0.098158084
t_1187,-88.938,13.33908,0.091076724,0.19473736,0.09886222
t_1188,-88.92003,13.35656,0.09218948,0.20486,0.103767194
t_1189,-88.90207,13.35656,0.092353135,0.20405342,0.10338559
t_119,-88.03968,13.3216,0.031310547,0.06390734,0.03459281
t_1190,-88.8841,13.3216,0.084706165,0.18386279,0.09302762
t_1191,-88.86613,13.3216,0.08345971,0.18315607,0.09270938
t_1192,-88.8302,13.3216,0.08169598,0.18161568,0.09208044
t_1193,-88.84817,13.3216,0.08347435,0.18257426,0.09239378
t_1194,-88.8302,13.33908,0.090099365,0.19053517,0.1032829
t_1195,-88.8841,13.33908,0.08728346,0.19316013,0.09781014
t_1196,-88.86613,13.33908,0.088452436,0.19244836,0.09746498
t_1197,-88.84817,13.33908,0.08736925,0.1918323,0.097122744
t_1198,-88.8841,13.35656,0.09506643,0.20216641,0.10992476
t_1199,-88.84817,13.35656,0.09504785,0.20038292,0.109126695
t_12,-87.89595,13.18169,0.016682507,0.034740277,0.025097866
t_120,-88.07562,13.3216,0.03412208,0.069376156,0.036544193
t_1200,-88.7763,13.33908,0.088097796,0.18904147,0.09578014
t_1201,-88.79427,13.35656,0.09244682,0.19927233,0.101159915
t_1202,-88.7763,13.35656,0.092340276,0.19851713,0.10079939
t_1203,-88.81224,13.35656,0.09174951,0.20027165,0.10152339
t_1204,-88.7763,13.37404,0.09591018,0.20924194,0.10626392
t_1205,-88.81224,13.37404,0.097810656,0.21003665,0.10705355
t_1206,-88.79427,13.37404,0.097989015,0.20894337,0.11382007
t_1207,-88.7763,13.39152,0.10078207,0.22053967,0.112234175
t_1208,-88.81224,13.39152,0.10243306,0.2214606,0.113098554
t_1209,-88.79427,13.39152,0.10023759,0.22185451,0.112664506
t_121,-88.07562,13.33908,0.03524734,0.07133353,0.037069198
t_1210,-88.86613,13.35656,0.091905035,0.20256075,0.10263136
t_1211,-88.8302,13.35656,0.09493881,0.19956338,0.10873244
t_1212,-88.86613,13.37404,0.09720983,0.21319114,0.10826268
t_1213,-88.8302,13.37404,0.10012986,0.20898385,0.11466958
t_1214,-88.8841,13.37404,0.098472595,0.21348132,0.10867274
t_1215,-88.84817,13.37404,0.09911695,0.21102484,0.11509983
t_1216,-88.8302,13.39152,0.105390385,0.21926841,0.1211611
t_1217,-88.8841,13.39152,0.10149853,0.22634383,0.11487164
t_1218,-88.86613,13.39152,0.10232626,0.22481473,0.114422634
t_1219,-88.84817,13.39152,0.10327868,0.22296718,0.11397765
t_122,-88.03968,13.33908,0.032880135,0.06651708,0.035059456
t_1220,-88.938,13.35656,0.095636204,0.20452003,0.10415219
t_1221,-88.92003,13.37404,0.09786186,0.21571529,0.10950316
t_1222,-88.90207,13.37404,0.09671234,0.21519537,0.10908629
t_1223,-88.938,13.37404,0.09732309,0.21684174,0.10992383
t_1224,-88.90207,13.39152,0.101284415,0.22747229,0.11532447
t_1225,-88.938,13.39152,0.10274973,0.22890198,0.11624152
t_1226,-88.92003,13.39152,0.1026631,0.2278619,0.11578091
t_1227,-88.92003,13.409,0.108616896,0.24056773,0.1226554
t_1228,-88.90207,13.409,0.10911408,0.23877214,0.122155316
t_1229,-88.938,13.409,0.107632376,0.24258776,0.1231602
t_123,-87.94985,13.33908,0.026713701,0.054315712,0.030600274
t_1230,-88.84817,13.409,0.104195684,0.23847988,0.12068057
t_1231,-88.8302,13.409,0.105762556,0.23657951,0.120197386
t_1232,-88.86613,13.409,0.10548013,0.23905432,0.12116769
t_1233,-88.8841,13.409,0.10481522,0.24047025,0.12165934
t_1234,-88.84817,13.42647,0.10675771,0.2540307,0.12802766
t_1235,-88.8841,13.42647,0.111557454,0.2546,0.12910251
t_1236,-88.86613,13.42647,0.10831289,0.25489303,0.12856252
t_1237,-88.8302,13.42647,0.10725194,0.25279206,0.12749729
t_1238,-88.84817,13.44395,0.11268853,0.27069938,0.13611567
t_1239,-88.8302,13.44395,0.11004201,0.26979002,0.13404895
t_124,-87.96782,13.33908,0.02280863,0.04820444,0.031088782
t_1240,-88.79427,13.409,0.104865916,0.23483177,0.11924369
t_1241,-88.81224,13.409,0.105262816,0.23573406,0.119718626
t_1242,-88.7763,13.409,0.10772239,0.23110509,0.118772805
t_1243,-88.81224,13.42647,0.10766987,0.25150847,0.12697192
t_1244,-88.79427,13.42647,0.11096161,0.24832575,0.1264509
t_1245,-88.7763,13.42647,0.1075807,0.24917908,0.12593447
t_1246,-88.7763,13.44395,0.11128466,0.26587418,0.13381174
t_1247,-88.79427,13.44395,0.10938101,0.26736653,0.13290983
t_1248,-88.81224,13.44395,0.11267965,0.26804143,0.13495329
t_1249,-88.7763,13.46142,0.11535517,0.28443924,0.14093512
t_125,-87.93189,13.33908,0.019426933,0.04141196,0.02946996
t_1250,-88.90207,13.42647,0.11141571,0.2560425,0.12964743
t_1251,-88.92003,13.42647,0.109556615,0.25820753,0.13019702
t_1252,-88.938,13.42647,0.11173712,0.25854132,0.13075195
t_1253,-88.90207,13.44395,0.115259714,0.27388814,0.13790041
t_1254,-88.92003,13.44395,0.115750544,0.27510133,0.13850635
t_1255,-88.938,13.44395,0.11662748,0.27611837,0.13911839
t_1256,-88.92003,13.46142,0.12049867,0.29491955,0.14606462
t_1257,-88.938,13.46142,0.12244348,0.2955563,0.14673431
t_1258,-88.90207,13.46142,0.118866034,0.29391125,0.14540182
t_1259,-88.92003,13.47889,0.124202795,0.31762964,0.15611835
t_126,-87.94985,13.35656,0.021715814,0.04604117,0.03060515
t_1260,-88.95597,13.3216,0.08261954,0.18581699,0.094325595
t_1261,-89.00987,13.35656,0.097294904,0.20717649,0.11282484
t_1262,-88.9919,13.33908,0.08667596,0.19699878,0.099940136
t_1263,-88.95597,13.33908,0.09368397,0.19396767,0.10588211
t_1264,-88.97393,13.33908,0.089581,0.19660628,0.099577844
t_1265,-88.97393,13.35656,0.09860486,0.20390505,0.111978754
t_1266,-88.95597,13.35656,0.09463899,0.20590812,0.1045404
t_1267,-88.9919,13.35656,0.09831213,0.20527747,0.112400025
t_1268,-88.9919,13.37404,0.100421846,0.2183027,0.11120754
t_1269,-88.97393,13.37404,0.09834139,0.2183817,0.110775866
t_127,-87.93189,13.35656,0.021239616,0.04482998,0.029791277
t_1270,-88.95597,13.37404,0.097583495,0.21769097,0.110348135
t_1271,-89.06376,13.37404,0.09970016,0.22278549,0.11297178
t_1272,-89.08173,13.39152,0.105524674,0.23632911,0.12003213
t_1273,-89.02783,13.35656,0.093808025,0.20951806,0.10612572
t_1274,-89.02783,13.37404,0.099845625,0.22070101,0.11208197
t_1275,-89.00987,13.37404,0.099074736,0.22004218,0.11164298
t_1276,-89.0458,13.37404,0.09972026,0.22177042,0.11252505
t_1277,-89.0458,13.39152,0.10533814,0.2341597,0.119089946
t_1278,-89.02783,13.39152,0.10493196,0.2332477,0.1186047
t_1279,-89.00987,13.39152,0.10139698,0.23360135,0.118123956
t_128,-87.96782,13.35656,0.021748956,0.046473235,0.031448033
t_1280,-89.00987,13.409,0.11166542,0.24430902,0.12522478
t_1281,-89.0458,13.409,0.11042366,0.248354,0.12628521
t_1282,-89.06376,13.39152,0.10494713,0.23558557,0.119579226
t_1283,-89.0997,13.39152,0.103828385,0.23735136,0.120122485
t_1284,-89.08173,13.409,0.1117905,0.24987172,0.12733148
t_1285,-89.06376,13.409,0.11177254,0.24854077,0.12682258
t_1286,-89.0997,13.409,0.111978576,0.24997209,0.12743731
t_1287,-89.0997,13.42647,0.118586294,0.26470485,0.13548034
t_1288,-89.06376,13.42647,0.11671551,0.26492763,0.13478328
t_1289,-89.08173,13.42647,0.1182835,0.2647363,0.13535546
t_129,-87.93189,13.37404,0.02078936,0.04415598,0.03010386
t_1290,-89.06376,13.44395,0.121387325,0.28398874,0.14357048
t_1291,-89.0997,13.44395,0.12340239,0.28406262,0.14436269
t_1292,-88.97393,13.39152,0.10343277,0.23072873,0.117174454
t_1293,-88.95597,13.39152,0.1047575,0.22865176,0.11670611
t_1294,-88.9919,13.39152,0.10402929,0.2315069,0.11764714
t_1295,-88.9919,13.409,0.10971278,0.24489078,0.12470159
t_1296,-88.97393,13.409,0.10661643,0.24553898,0.12418309
t_1297,-88.95597,13.409,0.1083546,0.24334809,0.123669505
t_1298,-88.95597,13.42647,0.11337453,0.2588196,0.13131203
t_1299,-88.97393,13.42647,0.11483341,0.25900152,0.13187698
t_13,-88.05765,13.1642,0.020049717,0.042993367,0.03055679
t_130,-87.94985,13.37404,0.017672652,0.038660742,0.024505911
t_1300,-88.9919,13.42647,0.11215879,0.26238775,0.13244751
t_1301,-88.97393,13.44395,0.12315457,0.27252272,0.14035979
t_1302,-89.02783,13.409,0.11048365,0.24693578,0.12575243
t_1303,-89.0458,13.42647,0.11713105,0.26285055,0.13419122
t_1304,-89.02783,13.42647,0.1155519,0.26290753,0.13360439
t_1305,-89.00987,13.42647,0.116074346,0.26081428,0.13302341
t_1306,-89.02783,13.44395,0.12300057,0.27853733,0.14226747
t_1307,-89.0458,13.44395,0.12174111,0.28188044,0.14291596
t_1308,-89.00987,13.44395,0.120697565,0.27942628,0.14162563
t_1309,-89.0458,13.46142,0.12840652,0.3014344,0.15256354
t_131,-87.96782,13.37404,0.022570934,0.048110027,0.031798065
t_1310,-89.00987,13.46142,0.12933059,0.29590368,0.15113337
t_1311,-89.02783,13.46142,0.13157381,0.29413542,0.15184464
t_1312,-89.08173,13.44395,0.12447281,0.28223306,0.14421406
t_1313,-89.0997,13.46142,0.13107745,0.30259246,0.1541915
t_1314,-89.08173,13.46142,0.12907335,0.30478337,0.15401305
t_1315,-89.06376,13.46142,0.12810801,0.30382594,0.15328938
t_1316,-89.08173,13.47889,0.13122313,0.33204597,0.16308515
t_1317,-89.06376,13.47889,0.13557549,0.32595363,0.16407622
t_1318,-89.0997,13.47889,0.12724933,0.333812,0.16329907
t_1319,-89.06376,13.49636,0.13395698,0.35836998,0.17415194
t_132,-87.94985,13.39152,0.02056814,0.044234566,0.031256627
t_1320,-89.08173,13.49636,0.12475328,0.35796908,0.17505226
t_1321,-89.0997,13.49636,0.13037759,0.36093238,0.17531423
t_1322,-88.8841,13.44395,0.11373949,0.2730874,0.1372998
t_1323,-88.86613,13.44395,0.113444425,0.2718158,0.13670482
t_1324,-88.86613,13.46142,0.117633425,0.29118863,0.14409468
t_1325,-88.8841,13.46142,0.11906603,0.29230776,0.14474508
t_1326,-88.84817,13.46142,0.11675677,0.2898862,0.14345087
t_1327,-88.8302,13.46142,0.117597364,0.28823218,0.14281285
t_1328,-88.84817,13.47889,0.12296511,0.31113204,0.15322061
t_1329,-88.8841,13.47889,0.12132997,0.314553,0.15465498
t_133,-88.05765,13.33908,0.033274632,0.06780501,0.03604696
t_1330,-88.86613,13.47889,0.12204216,0.31292036,0.15393403
t_1331,-88.8302,13.47889,0.121962644,0.3096926,0.15251385
t_1332,-88.81224,13.46142,0.115468636,0.28720704,0.14218125
t_1333,-88.79427,13.46142,0.11426339,0.2858942,0.14155525
t_1334,-88.81224,13.47889,0.11959935,0.308273,0.15181439
t_1335,-88.7763,13.47889,0.12075007,0.30512378,0.15043505
t_1336,-88.79427,13.47889,0.12033458,0.3067269,0.15112135
t_1337,-88.79427,13.49636,0.12396041,0.33024174,0.16173755
t_1338,-88.7763,13.49636,0.12485,0.3286371,0.160976
t_1339,-88.81224,13.49636,0.12217793,0.33145052,0.16250679
t_134,-88.03968,13.35656,0.025870482,0.05558265,0.035128694
t_1340,-88.79427,13.51383,0.12950832,0.35689357,0.17354889
t_1341,-88.7763,13.51383,0.13334924,0.35501516,0.17270216
t_1342,-88.938,13.47889,0.12684496,0.31857905,0.1568614
t_1343,-88.90207,13.47889,0.122071646,0.31616896,0.15538318
t_1344,-88.92003,13.49636,0.12808664,0.34286144,0.16728906
t_1345,-88.938,13.49636,0.1313416,0.34445456,0.16811557
t_1346,-88.90207,13.49636,0.12688544,0.34095562,0.16647159
t_1347,-88.938,13.51383,0.13972126,0.37271178,0.1806486
t_1348,-88.92003,13.51383,0.1353963,0.37138006,0.17972773
t_1349,-88.90207,13.51383,0.13247766,0.3690625,0.17881717
t_135,-88.07562,13.35656,0.03570468,0.07236289,0.037585348
t_1350,-88.92003,13.5313,0.14537677,0.4035161,0.19359286
t_1351,-88.938,13.5313,0.13628843,0.40452826,0.19461904
t_1352,-88.8302,13.49636,0.12331819,0.33341274,0.1632834
t_1353,-88.86613,13.49636,0.12313225,0.33664498,0.1648609
t_1354,-88.8841,13.49636,0.12538081,0.33896047,0.1656621
t_1355,-88.84817,13.49636,0.12268048,0.33484843,0.16406834
t_1356,-88.84817,13.51383,0.1294672,0.36247426,0.1761417
t_1357,-88.8302,13.51383,0.1282116,0.36018223,0.17526826
t_1358,-88.8841,13.51383,0.13258035,0.36707506,0.17791574
t_1359,-88.86613,13.51383,0.12930338,0.36428803,0.1770238
t_136,-88.05765,13.35656,0.036356013,0.072339,0.03898639
t_1360,-88.86613,13.5313,0.13553727,0.39559415,0.19058079
t_1361,-88.8841,13.5313,0.13824853,0.39870676,0.19157419
t_1362,-88.81224,13.51383,0.13070898,0.35898697,0.17440437
t_1363,-88.79427,13.5313,0.13786083,0.38762906,0.18671228
