# 20010213_M6.6_SanVicente median gmf, Stations:None, gmlt:MARN, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRhyp2014,BooreAtkinson2011,CauzziEtAl2014
t_1022,-88.32715,13.63608,0.0399692,0.072602786,0.052961364
t_1023,-88.30918,13.60116,0.042840593,0.07903082,0.055303242
t_1024,-88.29121,13.61862,0.0439763,0.08257975,0.05628846
t_1025,-88.30918,13.61862,0.040279206,0.073768385,0.052621134
t_1026,-88.27325,13.61862,0.041582882,0.07804723,0.0531046
t_1027,-88.27325,13.63608,0.041241873,0.07719489,0.05273196
t_1028,-88.30918,13.63608,0.04110237,0.07535715,0.053534444
t_1029,-88.29121,13.63608,0.03957081,0.07290005,0.051361036
t_103,-88.02172,13.28663,0.021746956,0.039178785,0.026789997
t_1030,-88.27325,13.65354,0.03443425,0.06326519,0.045524962
t_1031,-88.29121,13.65354,0.039068382,0.07186975,0.05083494
t_1032,-88.30918,13.65354,0.036224283,0.06598998,0.048480324
t_1033,-88.41698,13.63608,0.056816205,0.10050816,0.0752923
t_1034,-88.38104,13.63608,0.054313272,0.098824084,0.07106981
t_1035,-88.39901,13.65354,0.049765747,0.0881476,0.06643544
t_1036,-88.41698,13.65354,0.058500428,0.10395317,0.07740506
t_1037,-88.38104,13.65354,0.04798837,0.085695624,0.063654475
t_1038,-88.38104,13.671,0.04624447,0.082438625,0.06173704
t_1039,-88.39901,13.671,0.050179612,0.088862576,0.06682641
t_104,-88.00375,13.28663,0.020417117,0.036516394,0.025370033
t_1040,-88.41698,13.671,0.054785773,0.0963956,0.07284511
t_1041,-88.41698,13.68846,0.054507002,0.09580206,0.07236995
t_1042,-88.39901,13.68846,0.048238695,0.08528524,0.064605914
t_1043,-88.32715,13.65354,0.046874817,0.086582266,0.060520776
t_1044,-88.34511,13.65354,0.04156418,0.07505776,0.05531277
t_1045,-88.36308,13.65354,0.042753253,0.07671882,0.057300776
t_1046,-88.32715,13.671,0.050466873,0.09593517,0.0653748
t_1047,-88.34511,13.671,0.04608537,0.08372928,0.06009548
t_1048,-88.36308,13.671,0.04436465,0.07963931,0.058946993
t_1049,-88.34511,13.68846,0.04372468,0.079047814,0.057451516
t_105,-88.00375,13.30411,0.020546492,0.0368537,0.02559126
t_1050,-88.36308,13.68846,0.044921447,0.080624186,0.059433576
t_1051,-88.32715,13.68846,0.04249235,0.07734498,0.055496868
t_1052,-88.36308,13.70591,0.05166328,0.094347626,0.06692912
t_1053,-88.21935,13.49636,0.0358648,0.067706645,0.04500183
t_1054,-88.23731,13.49636,0.03512437,0.06549327,0.044482283
t_1055,-88.25528,13.49636,0.034272946,0.063297376,0.043954626
t_1056,-88.21935,13.51383,0.035909574,0.06775516,0.045184977
t_1057,-88.23731,13.51383,0.036101952,0.06758421,0.045684624
t_1058,-88.25528,13.51383,0.03714568,0.06926693,0.04713918
t_1059,-88.23731,13.5313,0.032805294,0.060736928,0.042407222
t_106,-87.98579,13.30411,0.023691626,0.04348718,0.028653936
t_1060,-88.25528,13.5313,0.038394656,0.07197728,0.04866409
t_1061,-88.21935,13.5313,0.032233182,0.0598904,0.04144454
t_1062,-88.21935,13.54877,0.031499144,0.058431283,0.04082139
t_1063,-88.09358,13.51383,0.029125175,0.0551773,0.036193587
t_1064,-88.11155,13.5313,0.028786637,0.054173358,0.036115814
t_1065,-88.12952,13.5313,0.030486284,0.0576783,0.038139112
t_1066,-88.09358,13.5313,0.028579481,0.05393323,0.03567435
t_1067,-88.12952,13.54877,0.033994738,0.066804245,0.042372234
t_1068,-88.11155,13.54877,0.02757555,0.05160466,0.034943696
t_1069,-88.09358,13.54877,0.03184177,0.06205414,0.039496522
t_107,-88.02172,13.30411,0.02647056,0.05226135,0.032027345
t_1070,-88.12952,13.56623,0.03219284,0.06164494,0.0401444
t_1071,-88.09358,13.56623,0.02963764,0.056330398,0.03691139
t_1072,-88.11155,13.56623,0.028534127,0.05363248,0.035975
t_1073,-88.14748,13.5313,0.031308,0.059194658,0.039253302
t_1074,-88.18342,13.5313,0.034700796,0.06613064,0.043462787
t_1075,-88.20138,13.5313,0.03167239,0.059038587,0.040518124
t_1076,-88.16545,13.5313,0.036420394,0.0734228,0.045666058
t_1077,-88.20138,13.54877,0.032582287,0.06092333,0.041557997
t_1078,-88.16545,13.54877,0.03275979,0.062067404,0.0411446
t_1079,-88.14748,13.54877,0.031565383,0.05975919,0.039603584
t_108,-88.00375,13.3216,0.021723043,0.039275732,0.026831212
t_1080,-88.18342,13.54877,0.037068684,0.07237132,0.04650046
t_1081,-88.14748,13.56623,0.029430863,0.055139378,0.03744637
t_1082,-88.18342,13.56623,0.032277305,0.060605835,0.040995285
t_1083,-88.25528,13.54877,0.040691204,0.077373914,0.051485337
t_1084,-88.23731,13.54877,0.036701273,0.0688305,0.04660066
t_1085,-88.21935,13.56623,0.032163773,0.05976437,0.04159651
t_1086,-88.25528,13.56623,0.041163612,0.078458406,0.052168235
t_1087,-88.23731,13.56623,0.035979297,0.06723902,0.045933872
t_1088,-88.25528,13.5837,0.041098695,0.07816341,0.052154694
t_1089,-88.21935,13.5837,0.041235957,0.085144274,0.052603316
t_109,-88.02172,13.3216,0.021646397,0.039135426,0.026894642
t_1090,-88.23731,13.5837,0.035883706,0.06701135,0.045923077
t_1091,-88.23731,13.60116,0.042396918,0.08494744,0.05410151
t_1092,-88.25528,13.60116,0.04251508,0.08186769,0.054069266
t_1093,-88.20138,13.56623,0.038325097,0.07460565,0.048239645
t_1094,-88.16545,13.56623,0.029446963,0.054976024,0.03777521
t_1095,-88.16545,13.5837,0.032557685,0.061562963,0.04105055
t_1096,-88.18342,13.5837,0.030673157,0.05726226,0.039417297
t_1097,-88.14748,13.5837,0.028437244,0.053096812,0.036498617
t_1098,-88.20138,13.5837,0.03584533,0.06804809,0.04521562
t_1099,-88.16545,13.60116,0.032843087,0.06217613,0.041399505
t_11,-87.91392,13.18169,0.022049742,0.042870417,0.026338162
t_110,-87.98579,13.3216,0.020843688,0.037484128,0.025837708
t_1100,-88.20138,13.60116,0.037931185,0.07323196,0.047763854
t_1101,-88.14748,13.60116,0.032472294,0.06176182,0.040737305
t_1102,-88.18342,13.60116,0.032890327,0.061885264,0.041751783
t_1103,-88.11155,13.5837,0.030740822,0.058555834,0.038357653
t_1104,-88.09358,13.5837,0.031511776,0.0609883,0.03911354
t_1105,-88.12952,13.5837,0.03521072,0.073666,0.04423104
t_1106,-88.12952,13.60116,0.034642905,0.06923504,0.043320995
t_1107,-88.11155,13.60116,0.03033719,0.05759382,0.037945032
t_1108,-88.09358,13.60116,0.029483156,0.055937048,0.03680603
t_1109,-88.12952,13.61862,0.035556894,0.075278334,0.044777136
t_111,-87.98579,13.33908,0.019089049,0.03413994,0.024226619
t_1110,-88.09358,13.61862,0.033435576,0.070428364,0.041841492
t_1111,-88.11155,13.61862,0.031907056,0.061342414,0.039728235
t_1112,-88.11155,13.63608,0.03468826,0.07423616,0.043628067
t_1113,-88.21935,13.60116,0.039978515,0.07774006,0.050561726
t_1114,-88.25528,13.61862,0.040926807,0.077537365,0.052031014
t_1115,-88.23731,13.61862,0.041521396,0.080553636,0.052711003
t_1116,-88.21935,13.61862,0.03776427,0.07176,0.047759768
t_1117,-88.25528,13.63608,0.04331449,0.08397984,0.055232424
t_1118,-88.23731,13.63608,0.041155037,0.07936346,0.052187867
t_1119,-88.21935,13.63608,0.035468888,0.06652168,0.045230262
t_112,-88.02172,13.33908,0.025825713,0.0483473,0.03132101
t_1120,-88.25528,13.65354,0.038063787,0.070953414,0.04880307
t_1121,-88.21935,13.65354,0.037315566,0.07061663,0.047251735
t_1122,-88.23731,13.65354,0.039177455,0.074190795,0.04968651
t_1123,-88.20138,13.61862,0.039276287,0.07720615,0.049646102
t_1124,-88.14748,13.61862,0.03555779,0.069924384,0.0445397
t_1125,-88.16545,13.61862,0.03525474,0.067943126,0.044177536
t_1126,-88.18342,13.61862,0.03486066,0.066268876,0.043917343
t_1127,-88.14748,13.63608,0.034462497,0.066619,0.043079834
t_1128,-88.20138,13.63608,0.034751374,0.065451264,0.044109777
t_1129,-88.16545,13.63608,0.03443379,0.06582391,0.043205988
t_113,-88.03968,13.28663,0.02078523,0.0372913,0.025991753
t_1130,-88.18342,13.63608,0.035689175,0.06821646,0.04487733
t_1131,-88.18342,13.65354,0.03678517,0.071000844,0.04620201
t_1132,-88.20138,13.65354,0.03824732,0.0738895,0.04817693
t_1133,-88.12952,13.63608,0.034979947,0.07076086,0.04380331
t_1134,-88.09358,13.63608,0.030291416,0.05778884,0.037714697
t_1135,-88.12952,13.65354,0.031134387,0.05902001,0.039065704
t_1136,-88.09358,13.65354,0.034333367,0.07815297,0.04354403
t_1137,-88.11155,13.65354,0.03193759,0.06136761,0.03976075
t_1138,-88.12952,13.671,0.030957162,0.058604587,0.03886057
t_1139,-88.11155,13.671,0.033835877,0.06780833,0.04219965
t_114,-88.05765,13.28663,0.020753982,0.037246976,0.026102027
t_1140,-88.09358,13.671,0.030082649,0.05726306,0.03746483
t_1141,-88.12952,13.68846,0.027928893,0.05215025,0.03572237
t_1142,-88.11155,13.68846,0.029453726,0.055538498,0.036994774
t_1143,-88.14748,13.65354,0.0357303,0.070525706,0.044760622
t_1144,-88.16545,13.65354,0.03460131,0.06620956,0.043394007
t_1145,-88.20138,13.671,0.030113198,0.05587473,0.039320916
t_1146,-88.18342,13.671,0.030934658,0.05773206,0.03977075
t_1147,-88.14748,13.671,0.03021714,0.05672315,0.038371205
t_1148,-88.16545,13.671,0.03135599,0.058865126,0.0398575
t_1149,-88.20138,13.68846,0.0332513,0.062184703,0.042470235
t_115,-88.07562,13.30411,0.021466596,0.038719103,0.027055517
t_1150,-88.16545,13.68846,0.029593276,0.055203326,0.038032513
t_1151,-88.18342,13.68846,0.031948216,0.059794016,0.040769294
t_1152,-88.14748,13.68846,0.030254975,0.056782857,0.038380433
t_1153,-88.84817,13.26914,0.068852074,0.082513034,0.061666284
t_1154,-88.7763,13.25166,0.07593832,0.11738243,0.0771713
t_1155,-88.79427,13.25166,0.076077476,0.10552861,0.07328197
t_1156,-88.81224,13.25166,0.07804763,0.11166322,0.075212866
t_1157,-88.7763,13.26914,0.079293326,0.11592321,0.07933018
t_1158,-88.81224,13.26914,0.06683299,0.082857735,0.06199847
t_1159,-88.79427,13.26914,0.080999166,0.12143347,0.08121493
t_116,-88.03968,13.30411,0.020389965,0.036611017,0.025719756
t_1160,-88.79427,13.28663,0.08473392,0.13345222,0.08845078
t_1161,-88.8302,13.26914,0.08225799,0.10803692,0.07611092
t_1162,-88.8841,13.28663,0.07469468,0.08549813,0.06456118
t_1163,-88.8302,13.28663,0.087294325,0.1344772,0.08848246
t_1164,-88.86613,13.28663,0.08991213,0.11932951,0.082737565
t_1165,-88.84817,13.28663,0.08895686,0.12032005,0.08325241
t_1166,-88.84817,13.30411,0.093862735,0.13069063,0.09026963
t_1167,-88.86613,13.30411,0.09424607,0.1374334,0.092664436
t_1168,-88.8302,13.30411,0.09190835,0.13782552,0.09319823
t_1169,-88.8841,13.30411,0.07956471,0.089024864,0.068075806
t_117,-88.05765,13.30411,0.020917717,0.037650157,0.026375081
t_1170,-88.7763,13.28663,0.08243805,0.1404084,0.090891816
t_1171,-88.81224,13.28663,0.086237535,0.11796001,0.08268291
t_1172,-88.81224,13.30411,0.09086926,0.13412763,0.091967575
t_1173,-88.79427,13.30411,0.08850116,0.14096905,0.09476571
t_1174,-88.7763,13.30411,0.08701853,0.1392248,0.09410792
t_1175,-88.81224,13.3216,0.09130359,0.15852486,0.10572748
t_1176,-88.7763,13.3216,0.09026688,0.14886406,0.10198911
t_1177,-88.79427,13.3216,0.09374714,0.13941321,0.09798783
t_1178,-88.79427,13.33908,0.09638788,0.1539777,0.10886745
t_1179,-88.81224,13.33908,0.09946787,0.1496455,0.10660634
t_118,-88.05765,13.3216,0.030000873,0.07969512,0.03873101
t_1180,-88.90207,13.30411,0.09427899,0.14477587,0.094993494
t_1181,-88.92003,13.30411,0.08055341,0.08864395,0.067690544
t_1182,-88.90207,13.3216,0.097726464,0.15466407,0.102941394
t_1183,-88.938,13.3216,0.10210438,0.13875605,0.09610781
t_1184,-88.92003,13.3216,0.10112204,0.14327265,0.09815221
t_1185,-88.92003,13.33908,0.10627461,0.14992802,0.10527398
t_1186,-88.90207,13.33908,0.10796229,0.1412087,0.101522505
t_1187,-88.938,13.33908,0.10588631,0.15153986,0.10575309
t_1188,-88.92003,13.35656,0.11519571,0.1455345,0.107660346
t_1189,-88.90207,13.35656,0.114240296,0.14713871,0.108731635
t_119,-88.03968,13.3216,0.028036851,0.058945317,0.034196507
t_1190,-88.8841,13.3216,0.099916495,0.14399861,0.098874085
t_1191,-88.86613,13.3216,0.099599324,0.14083517,0.097779416
t_1192,-88.8302,13.3216,0.097466886,0.13721651,0.096665755
t_1193,-88.84817,13.3216,0.098204,0.1420122,0.098479666
t_1194,-88.8302,13.33908,0.09955895,0.15551649,0.10907894
t_1195,-88.8841,13.33908,0.10690157,0.142585,0.10237783
t_1196,-88.86613,13.33908,0.10472129,0.14743824,0.10485386
t_1197,-88.84817,13.33908,0.103917085,0.14509898,0.103999056
t_1198,-88.8841,13.35656,0.110152125,0.15669066,0.11395661
t_1199,-88.84817,13.35656,0.10656777,0.15912877,0.11579026
t_12,-87.89595,13.18169,0.0157589,0.026743582,0.019767204
t_120,-88.07562,13.3216,0.030024983,0.067738205,0.037104804
t_1200,-88.7763,13.33908,0.09482235,0.15185896,0.107886136
t_1201,-88.79427,13.35656,0.102344885,0.15427662,0.114028245
t_1202,-88.7763,13.35656,0.099724196,0.15492006,0.11439
t_1203,-88.81224,13.35656,0.10552088,0.15104847,0.112042606
t_1204,-88.7763,13.37404,0.10592372,0.15541518,0.11982529
t_1205,-88.81224,13.37404,0.11014892,0.15860584,0.12154586
t_1206,-88.79427,13.37404,0.10696591,0.16027945,0.122871675
t_1207,-88.7763,13.39152,0.111790165,0.15903598,0.12754296
t_1208,-88.81224,13.39152,0.11710824,0.16104826,0.12874898
t_1209,-88.79427,13.39152,0.1158363,0.15691206,0.12593356
t_121,-88.07562,13.33908,0.030583777,0.071936175,0.038219314
t_1210,-88.86613,13.35656,0.11181006,0.14812009,0.10972859
t_1211,-88.8302,13.35656,0.10450859,0.16000785,0.11654296
t_1212,-88.86613,13.37404,0.11831439,0.15348655,0.11755221
t_1213,-88.8302,13.37404,0.10978662,0.16443321,0.12484422
t_1214,-88.8841,13.37404,0.11882748,0.15578447,0.118680425
t_1215,-88.84817,13.37404,0.113844365,0.16004615,0.12184491
t_1216,-88.8302,13.39152,0.115990445,0.1678485,0.1334375
t_1217,-88.8841,13.39152,0.12905064,0.15435077,0.12276491
t_1218,-88.86613,13.39152,0.12602925,0.15739946,0.1252211
t_1219,-88.84817,13.39152,0.12225351,0.16088633,0.12803355
t_122,-88.03968,13.33908,0.028899025,0.065138064,0.035705388
t_1220,-88.938,13.35656,0.112334535,0.15480712,0.11217803
t_1221,-88.92003,13.37404,0.12202669,0.15177213,0.11574014
t_1222,-88.90207,13.37404,0.12205049,0.14991419,0.11487248
t_1223,-88.938,13.37404,0.12306155,0.14921075,0.113964945
t_1224,-88.90207,13.39152,0.13092075,0.15276244,0.12138295
t_1225,-88.938,13.39152,0.13139254,0.15386069,0.12166087
t_1226,-88.92003,13.39152,0.13081476,0.15479764,0.122571476
t_1227,-88.92003,13.409,0.13982761,0.1598377,0.13142212
t_1228,-88.90207,13.409,0.13766102,0.16202246,0.13355473
t_1229,-88.938,13.409,0.14171314,0.1567283,0.12855315
t_123,-87.94985,13.33908,0.024308424,0.046687398,0.029408962
t_1230,-88.84817,13.409,0.1349088,0.15550998,0.12864324
t_1231,-88.8302,13.409,0.13030921,0.15949777,0.13241579
t_1232,-88.86613,13.409,0.13701403,0.15685844,0.12960339
t_1233,-88.8841,13.409,0.14000806,0.15457465,0.12739888
t_1234,-88.84817,13.42647,0.14583577,0.15607883,0.13241532
t_1235,-88.8841,13.42647,0.14982922,0.16123137,0.13769338
t_1236,-88.86613,13.42647,0.1489148,0.1573118,0.13362987
t_1237,-88.8302,13.42647,0.14174531,0.15773873,0.1343661
t_1238,-88.84817,13.44395,0.1568252,0.1625025,0.14157864
t_1239,-88.8302,13.44395,0.15209779,0.15878375,0.1388011
t_124,-87.96782,13.33908,0.021062424,0.037960075,0.026004182
t_1240,-88.79427,13.409,0.12330683,0.15983222,0.13321052
t_1241,-88.81224,13.409,0.12698296,0.15957116,0.13273205
t_1242,-88.7763,13.409,0.116271965,0.16654521,0.13937144
t_1243,-88.81224,13.42647,0.13724841,0.15929711,0.13624622
t_1244,-88.79427,13.42647,0.13058385,0.16527288,0.14324766
t_1245,-88.7763,13.42647,0.12783603,0.16076039,0.13806662
t_1246,-88.7763,13.44395,0.1360547,0.16424651,0.1441044
t_1247,-88.79427,13.44395,0.14144722,0.1600816,0.14033695
t_1248,-88.81224,13.44395,0.14690404,0.16432871,0.14424106
t_1249,-88.7763,13.46142,0.1441959,0.16717933,0.15099515
t_125,-87.93189,13.33908,0.017966298,0.03178239,0.022740811
t_1250,-88.90207,13.42647,0.15230848,0.15998828,0.13617392
t_1251,-88.92003,13.42647,0.15500194,0.15614714,0.13196982
t_1252,-88.938,13.42647,0.15440507,0.15844075,0.1341907
t_1253,-88.90207,13.44395,0.16637774,0.1626037,0.14166851
t_1254,-88.92003,13.44395,0.16791183,0.1622244,0.14110786
t_1255,-88.938,13.44395,0.1682274,0.1623057,0.1411628
t_1256,-88.92003,13.46142,0.1833727,0.16592665,0.14809698
t_1257,-88.938,13.46142,0.1835527,0.16815448,0.14972469
t_1258,-88.90207,13.46142,0.18156122,0.16434544,0.14700677
t_1259,-88.92003,13.47889,0.20021294,0.16686936,0.15372123
t_126,-87.94985,13.35656,0.020030133,0.03591731,0.024938704
t_1260,-88.95597,13.3216,0.102725275,0.13257106,0.09337212
t_1261,-89.00987,13.35656,0.109047376,0.1551646,0.11129794
t_1262,-88.9919,13.33908,0.10790371,0.13413405,0.09726068
t_1263,-88.95597,13.33908,0.10267049,0.16013277,0.10927126
t_1264,-88.97393,13.33908,0.107203774,0.14403775,0.101941384
t_1265,-88.97393,13.35656,0.10821665,0.16264012,0.11553317
t_1266,-88.95597,13.35656,0.113657005,0.15039988,0.10968343
t_1267,-88.9919,13.35656,0.10836907,0.16012354,0.11400791
t_1268,-88.9919,13.37404,0.11906501,0.15401538,0.11602397
t_1269,-88.97393,13.37404,0.12188508,0.14953852,0.11367534
t_127,-87.93189,13.35656,0.019612644,0.03502873,0.02440097
t_1270,-88.95597,13.37404,0.12290664,0.14873247,0.11344156
t_1271,-89.06376,13.37404,0.11286898,0.14714299,0.11111794
t_1272,-89.08173,13.39152,0.1164826,0.15103838,0.11780274
t_1273,-89.02783,13.35656,0.110881455,0.1431679,0.10510185
t_1274,-89.02783,13.37404,0.11697588,0.14995483,0.11318813
t_1275,-89.00987,13.37404,0.119208656,0.14910202,0.11294001
t_1276,-89.0458,13.37404,0.115131035,0.14840508,0.11206581
t_1277,-89.0458,13.39152,0.12212039,0.15293735,0.11953486
t_1278,-89.02783,13.39152,0.124722995,0.15316644,0.11993551
t_1279,-89.00987,13.39152,0.12904328,0.14637008,0.11559425
t_128,-87.96782,13.35656,0.020037541,0.035990946,0.025083132
t_1280,-89.00987,13.409,0.13403362,0.16063231,0.13072577
t_1281,-89.0458,13.409,0.13065375,0.15556824,0.12617964
t_1282,-89.06376,13.39152,0.11979716,0.15080461,0.11788648
t_1283,-89.0997,13.39152,0.11391557,0.14673798,0.11477938
t_1284,-89.08173,13.409,0.123154,0.15612087,0.12612787
t_1285,-89.06376,13.409,0.12646002,0.15723313,0.12724082
t_1286,-89.0997,13.409,0.11923414,0.15609203,0.12586026
t_1287,-89.0997,13.42647,0.12597899,0.16096647,0.1347757
t_1288,-89.06376,13.42647,0.13580142,0.15913038,0.1334959
t_1289,-89.08173,13.42647,0.13058557,0.16085136,0.13490573
t_129,-87.93189,13.37404,0.019152328,0.034195647,0.024021624
t_1290,-89.06376,13.44395,0.14630918,0.16129911,0.13924354
t_1291,-89.0997,13.44395,0.13503331,0.16255927,0.14047693
t_1292,-88.97393,13.39152,0.13039196,0.15315382,0.1206726
t_1293,-88.95597,13.39152,0.1292936,0.15754235,0.12394938
t_1294,-88.9919,13.39152,0.12886426,0.15338966,0.1205845
t_1295,-88.9919,13.409,0.13797928,0.15757741,0.12852031
t_1296,-88.97393,13.409,0.14184955,0.1525959,0.12468257
t_1297,-88.95597,13.409,0.14108095,0.15706198,0.12859054
t_1298,-88.95597,13.42647,0.152993,0.1600251,0.13563149
t_1299,-88.97393,13.42647,0.15076004,0.16141379,0.13683452
t_13,-88.05765,13.1642,0.018950703,0.033121765,0.023561664
t_130,-87.94985,13.37404,0.016196461,0.028930593,0.021300672
t_1300,-88.9919,13.42647,0.1513527,0.15597415,0.13117813
t_1301,-88.97393,13.44395,0.16025554,0.16911286,0.14993192
t_1302,-89.02783,13.409,0.13328631,0.15686572,0.1274506
t_1303,-89.0458,13.42647,0.13903168,0.16101767,0.13553305
t_1304,-89.02783,13.42647,0.14371902,0.15935393,0.1341369
t_1305,-89.00987,13.42647,0.14591792,0.16138326,0.1363522
t_1306,-89.02783,13.44395,0.15350632,0.16568257,0.14493418
t_1307,-89.0458,13.44395,0.15070899,0.162834,0.1412409
t_1308,-89.00987,13.44395,0.15908912,0.16349727,0.14232941
t_1309,-89.0458,13.46142,0.16219537,0.16831096,0.15043092
t_131,-87.96782,13.37404,0.020748075,0.0374634,0.025851082
t_1310,-89.00987,13.46142,0.17027666,0.1712348,0.15544444
t_1311,-89.02783,13.46142,0.16341248,0.17283152,0.15819319
t_1312,-89.08173,13.44395,0.13946266,0.16462532,0.14310592
t_1313,-89.0997,13.46142,0.14316548,0.16872281,0.151083
t_1314,-89.08173,13.46142,0.15040746,0.16704515,0.14840119
t_1315,-89.06376,13.46142,0.15677886,0.16702533,0.14833675
t_1316,-89.08173,13.47889,0.16059275,0.16532497,0.1501308
t_1317,-89.06376,13.47889,0.16817781,0.1741135,0.15871069
t_1318,-89.0997,13.47889,0.15047915,0.1582606,0.14373313
t_1319,-89.06376,13.49636,0.17765479,0.16543235,0.15518135
t_132,-87.94985,13.39152,0.018872345,0.033795048,0.023957008
t_1320,-89.08173,13.49636,0.15795426,0.15151168,0.1420366
t_1321,-89.0997,13.49636,0.15497717,0.15815751,0.14798798
t_1322,-88.8841,13.44395,0.16426665,0.16180532,0.14059106
t_1323,-88.86613,13.44395,0.1608509,0.16241199,0.1414498
t_1324,-88.86613,13.46142,0.17421475,0.1648849,0.14796878
t_1325,-88.8841,13.46142,0.17837673,0.16610901,0.14875902
t_1326,-88.84817,13.46142,0.1691107,0.16467538,0.14804271
t_1327,-88.8302,13.46142,0.1635141,0.16759643,0.15080822
t_1328,-88.84817,13.47889,0.1826073,0.17056459,0.15810272
t_1329,-88.8841,13.47889,0.19301876,0.16498753,0.15253
t_133,-88.05765,13.33908,0.029400004,0.06478849,0.036205437
t_1330,-88.86613,13.47889,0.18835533,0.16756111,0.1551135
t_1331,-88.8302,13.47889,0.17548092,0.1702899,0.15812127
t_1332,-88.81224,13.46142,0.15709046,0.1650774,0.14889923
t_1333,-88.79427,13.46142,0.15032554,0.16426852,0.14845592
t_1334,-88.81224,13.47889,0.16708887,0.16772774,0.15604627
t_1335,-88.7763,13.47889,0.15261608,0.1720752,0.16032268
t_1336,-88.79427,13.47889,0.15999533,0.17037314,0.15873703
t_1337,-88.79427,13.49636,0.16800801,0.17250857,0.16567059
t_1338,-88.7763,13.49636,0.15994956,0.17488858,0.16801818
t_1339,-88.81224,13.49636,0.17508984,0.16836822,0.1613799
t_134,-88.03968,13.35656,0.023746198,0.043548353,0.029310988
t_1340,-88.79427,13.51383,0.17666158,0.17816883,0.17612302
t_1341,-88.7763,13.51383,0.16992618,0.18500295,0.1832573
t_1342,-88.938,13.47889,0.2013363,0.16990063,0.15618038
t_1343,-88.90207,13.47889,0.19710961,0.1647919,0.15210395
t_1344,-88.92003,13.49636,0.21755166,0.16855547,0.16005647
t_1345,-88.938,13.49636,0.2202507,0.17206652,0.16314441
t_1346,-88.90207,13.49636,0.2139218,0.16821411,0.15997931
t_1347,-88.938,13.51383,0.24272554,0.18050712,0.17643015
t_1348,-88.92003,13.51383,0.23874289,0.17571336,0.17182966
t_1349,-88.90207,13.51383,0.23241006,0.17313662,0.16945691
t_135,-88.07562,13.35656,0.030878361,0.0728646,0.0386896
t_1350,-88.92003,13.5313,0.26470554,0.18690346,0.18824823
t_1351,-88.938,13.5313,0.2536646,0.17326005,0.17330807
t_1352,-88.8302,13.49636,0.18475498,0.16864552,0.16139682
t_1353,-88.86613,13.49636,0.19979559,0.16554765,0.15791152
t_1354,-88.8841,13.49636,0.20808105,0.16742049,0.15946689
t_1355,-88.84817,13.49636,0.19213592,0.16629182,0.15887186
t_1356,-88.84817,13.51383,0.20691618,0.17351119,0.17056324
t_1357,-88.8302,13.51383,0.19567005,0.17327404,0.17056045
t_1358,-88.8841,13.51383,0.22688328,0.17482257,0.17141838
t_1359,-88.86613,13.51383,0.2155467,0.17177956,0.16854896
t_136,-88.05765,13.35656,0.030505536,0.07913902,0.03920642
t_1360,-88.86613,13.5313,0.23177348,0.17866313,0.1799688
t_1361,-88.8841,13.5313,0.24494882,0.18057148,0.1818335
t_1362,-88.81224,13.51383,0.18826166,0.17835727,0.17606077
t_1363,-88.79427,13.5313,0.1875815,0.18842928,0.19161437
t_1364,-88.81224,13.5313,0.19683795,0.1834158,0.18583238
t_1365,-88.7763,13.5313,0.1765029,0.19053943,0.19398272
