STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V
CUIP,IDEI PATIO,19.33,-99.183,seismic,Stations_UNAM,Roca,0.034729868,0.054631389,0.067480933,0.09715744,0,0,0,0,0.032008155,0.0467708,0.058294777,0.079249831,0.034729868,0.054631389,0.067480933,0.09715744,0.02146789,0.029410546,0.02658758,0.045203912
CUMV,MESA VIBRADORA,19.33,-99.183,seismic,Stations_UNAM,Roca,0.039021407,0.051294631,0.075072558,0.109977123,0,0,0,0,0.036095821,0.051294631,0.075072558,0.09242699,0.039021407,0.043151463,0.064297639,0.109977123,0.020489297,0.033598166,0.041926595,0.042331475
FICA,FILO DE CABALLO,17.652,-99.842,seismic,Stations_UNAM,ROCA,0.070521916,0.176016705,0.223797185,0.107920569,0,0,0,0,0.068576962,0.176016705,0.1474181,0.090879668,0.070521916,0.173011598,0.223797185,0.107920569,0.038053007,0.095143606,0.101688981,0.058186337
MADI,MADIN MARGEN IZQUIERDA,19.536,-99.261,seismic,Stations_UNAM,ROCA FRACTURADA,0.009971458,0.01570013,0.019336305,0.030334878,0,0,0,0,0.007988787,0.01570013,0.018043407,0.019643896,0.009971458,0.011012782,0.019336305,0.030334878,0.006273191,0.011444924,0.018052041,0.015028522
MSAS,LAS MESAS,17.007,-99.456,seismic,Stations_UNAM,ROCA,0.02312946,0.043333708,0.033274715,0.043909141,0,0,0,0,0.02312946,0.043333708,0.033274715,0.043909141,0.017777778,0.026164238,0.02718651,0.030340892,0.02254842,0.032268138,0.030149992,0.043961508
OCTT,EL OCOTITO,17.25267,-99.50587,seismic,Stations_UNAM,ROCA,0.054250765,0.214320818,0.09074607,0.053214839,0,0,0,0,0.049011213,0.100448804,0.086707612,0.048365413,0.054250765,0.214320818,0.09074607,0.053214839,0.02088685,0.04126432,0.067696731,0.03944616
PAPN,PAPANOA,17.328,-101.04,seismic,Stations_UNAM,ROCA,0.15795107,0.21255061,0.137362519,0.079428783,0,0,0,0,0.15795107,0.153148447,0.137362519,0.079428783,0.113771662,0.21255061,0.09543611,0.071810338,0.08224261,0.162747783,0.098206111,0.089420213
PARS,EL PARAISO,17.344,-100.214,seismic,Stations_UNAM,ROCA,0.111943935,0.144339729,0.073016112,0.054216497,0,0,0,0,0.111943935,0.144339729,0.068205582,0.054216497,0.089008155,0.131872654,0.073016112,0.052125982,0.068985729,0.083584098,0.065765763,0.075799849
SCT1,SCT B-1,19.394694,-99.148678,seismic,Stations_UNAM,Arcilla,0.164760449,0.233514621,0.258179133,0.230287815,0,0,0,0,0.09559633,0.120295988,0.142420412,0.175785668,0.164760449,0.233514621,0.258179133,0.230287815,0.036503568,0.05135956,0.07479213,0.063757545
SUCH,EL SUCHIL,17.226169,-100.638345,seismic,Stations_UNAM,ROCA,0.105117227,0.206402638,0.397053248,0.136388875,0,0,0,0,0.105117227,0.206402638,0.397053248,0.136388875,0.083023446,0.187268183,0.108037772,0.101743077,0.050584098,0.170107426,0.092866607,0.049490394
SXPU,SISMEX PUEBLA,19.039943,-98.215087,seismic,Stations_UNAM,TRAVERTINO,0.033232416,0.043438813,0.066330281,0.122291213,0,0,0,0,0.030122324,0.043438813,0.066330281,0.122291213,0.033232416,0.03977733,0.061858552,0.081561296,0.016156983,0.02082845,0.033540649,0.041565446
SXVI,SISMEX VIVEROS,19.358,-99.171,seismic,Stations_UNAM,Arcilla,0.04243629,0.060777861,0.154246579,0.114172712,0,0,0,0,0.04243629,0.050606372,0.124284665,0.114172712,0.041946993,0.060777861,0.154246579,0.083982317,0.017074414,0.027124599,0.028029119,0.031949049
TACY,TACUBAYA,19.404505,-99.195246,seismic,Stations_UNAM,Suelo Duro,0.034627931,0.046825493,0.069197366,0.076894403,0,0,0,0,0.034627931,0.046825493,0.062515369,0.076894403,0.032191641,0.041217016,0.069197366,0.055762779,0.019510703,0.029821234,0.031790588,0.034725398
TEAC,TEACALCO,18.61763,-99.454086,seismic,Stations_UNAM,ROCA,0.052295617,0.072939115,0.134620412,0.099434378,0,0,0,0,0.052295617,0.072939115,0.134620412,0.099434378,0.025212029,0.061975185,0.076783608,0.053303277,0.02766157,0.059915444,0.091461286,0.049176007
TLHB,TLAHUAC BOMBAS,19.279,-99.008,seismic,Stations_UNAM,ARCILLA,0.138511723,0.151106801,0.164204124,0.232770548,0,0,0,0,0.138511723,0.151106801,0.164204124,0.232770548,0.108734964,0.109404323,0.122298667,0.168671672,0.024439348,0.02787105,0.041508111,0.067652376
TLHD,TLAHUAC DEPORTIVO,19.293,-99.035,seismic,Stations_UNAM,ARCILLA,0.119950051,0.148508627,0.195039788,0.201019858,0,0,0,0,0.119950051,0.148508627,0.147686836,0.201019858,0.113711519,0.122236593,0.195039788,0.19373814,0.06045158,0.077417167,0.103003266,0.180851205
TXSO,"TEXCOCO, SOSA",19.58,-99.019,seismic,Stations_UNAM,ARCILLA,0.1050316,0.112255065,0.183610188,0.28678957,0,0,0,0,0.1050316,0.108065984,0.183610188,0.28678957,0.10496738,0.112255065,0.152636488,0.214960441,0.026023446,0.029628102,0.041913029,0.062068059
UNIO,LA UNION,17.98762,-101.810623,seismic,Stations_UNAM,ROCA,0.168491335,0.514018557,0.370499963,0.250474434,0,0,0,0,0.168491335,0.514018557,0.370499963,0.250474434,0.151457696,0.478900321,0.287888094,0.158701245,0.13196738,0.33668028,0.15620325,0.145081892
VILE,VILLITA MARGEN DERECHA,18.045264,-102.188937,seismic,Stations_UNAM,ROCA,0.127594292,0.279593329,0.36116711,0.199295135,0,0,0,0,0.127594292,0.278973634,0.36116711,0.199295135,0.124913354,0.279593329,0.289577288,0.089616356,0.059531091,0.156773398,0.101531215,0.070420909
VNTA,LA VENTA,16.91426,-99.81885,seismic,Stations_UNAM,ROCA,0.020468909,0.047495639,0.04832858,0.057450241,0,0,0,0,0.019571865,0.038860665,0.029582277,0.057450241,0.020468909,0.047495639,0.04832858,0.033119867,0.018654434,0.036247304,0.042845803,0.051183602
XALT,XALTIANGUIS,17.095,-99.72,seismic,Stations_UNAM,ROCA,0.031416922,0.055720355,0.07154026,0.04074419,0,0,0,0,0.031416922,0.055720355,0.07154026,0.04074419,0.017441386,0.04076991,0.02836161,0.028710377,0.024627931,0.041254921,0.031795441,0.046116036
ZACA,ZACATULA,18.009,-102.178,seismic,Stations_UNAM,Arcilla Compacta,0.267308869,0.777685638,0.58277868,0.444875539,0,0,0,0,0.267308869,0.777685638,0.559814595,0.444875539,0.177553517,0.574780166,0.58277868,0.312177853,0.150234455,0.230744094,0.176856638,0.119694884
