# 19900530_Sequence_Vrancea/19900530_M6.95_Vrancea median gmf, Stations:Seismic, gmlt:GEM, Rupture:Ganasetal2010
custom_site_id,lon,lat,"BCHydroESHM20SSlab
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = -1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = 1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = -0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = 0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00"
s_224,26.201999999999998,44.459,0.10414439,0.10251554,0.105799116,0.10414439,0.10414439
s_225,26.697000000000003,44.388,0.07382933,0.07245511,0.07522962,0.07382933,0.07382933
s_226,27.333,44.433,0.0557957,0.055226676,0.056370586,0.0557957,0.0557957
s_227,26.310000000000002,47.096,0.088520244,0.08682376,0.09024987,0.088520244,0.088520244
s_228,27.63900000000001,47.084,0.042956993,0.042114,0.043816857,0.042956993,0.042956993
s_229,26.266999999999996,44.431,0.088254556,0.086536326,0.0900069,0.088254556,0.088254556
s_23,26.937000000000012,45.586,0.10916843,0.10734939,0.1110183,0.10916843,0.10916843
s_230,26.788999999999987,44.352,0.07638337,0.07499577,0.07779663,0.07638337,0.07638337
s_231,25.76400000000001,44.563,0.08596047,0.084287226,0.087666936,0.08596047,0.08596047
s_232,26.093999999999994,44.441,0.06395623,0.063179426,0.06474258,0.06395623,0.06395623
s_233,26.099999999999994,44.4333,0.09164727,0.0899114,0.093416646,0.09164727,0.09164727
s_234,26.460000000000008,44.358,0.09001661,0.08848951,0.091570064,0.09001661,0.09001661
s_235,28.05600000000001,46.993,0.071664035,0.070612855,0.07273086,0.071664035,0.071664035
s_236,28.37899999999999,44.877,0.083595574,0.081981055,0.08524189,0.083595574,0.083595574
s_237,26.812999999999988,44.321,0.048168816,0.047815107,0.048525136,0.048168816,0.048168816
s_238,27.599999999999994,47.1667,0.09127264,0.08972165,0.09285044,0.09127264,0.09127264
s_239,28.833,45.35,0.099730544,0.0981428,0.10134397,0.099730544,0.099730544
s_24,27.10499999999999,45.957,0.11849156,0.116444856,0.12057424,0.11849156,0.11849156
s_240,26.084000000000003,44.382,0.05084791,0.049864214,0.051851016,0.05084791,0.05084791
s_241,25.885999999999996,44.445,0.09020652,0.08869051,0.091748446,0.09020652,0.09020652
s_242,28.860000000000014,46.989,0.0861407,0.08466092,0.08764635,0.0861407,0.0861407
s_243,26.918000000000006,44.269,0.04985041,0.049536962,0.050165843,0.04985041,0.04985041
s_244,25.283999999999992,44.75,0.07901796,0.077524364,0.08054034,0.07901796,0.07901796
s_245,26.583,44.267,0.04800659,0.047824636,0.04818924,0.04800659,0.04800659
s_246,28.04400000000001,44.544,0.095060185,0.09323241,0.096923806,0.095060185,0.095060185
s_247,26.043000000000006,44.351,0.08731958,0.0859358,0.08872564,0.08731958,0.08731958
s_248,26.664999999999992,47.291,0.099562325,0.098149434,0.10099556,0.099562325,0.099562325
s_249,27.320999999999998,47.284,0.079117864,0.077590644,0.08067514,0.079117864,0.079117864
s_25,26.825999999999993,45.495,0.12790672,0.12557073,0.13028617,0.12790672,0.12790672
s_250,25.82499999999999,44.412,0.07890309,0.07736406,0.08047274,0.07890309,0.07890309
s_251,27.80000000000001,47.2,0.09271772,0.09136657,0.09408886,0.09271772,0.09271772
s_252,27.263000000000005,44.263,0.108442925,0.10712518,0.10977688,0.108442925,0.108442925
s_253,28.377999999999986,44.719,0.06950775,0.0682517,0.070786916,0.06950775,0.06950775
s_254,27.700999999999993,47.241,0.097605504,0.095695436,0.099553704,0.097605504,0.097605504
s_255,27.828000000000003,44.369,0.08046324,0.07888392,0.082074165,0.08046324,0.08046324
s_256,25.84299999999999,44.292,0.048010916,0.04770272,0.0483211,0.048010916,0.048010916
s_257,26.90100000000001,47.428,0.076833904,0.0757553,0.077927865,0.076833904,0.076833904
s_258,27.369,44.107,0.091782466,0.090641916,0.09293737,0.091782466,0.091782466
s_259,24.75,44.83,0.05217017,0.051173434,0.05318632,0.05217017,0.05217017
s_26,27.03800000000001,45.566,0.13074954,0.12847932,0.13305989,0.13074954,0.13074954
s_260,27.69999999999999,44.064,0.074167445,0.072711974,0.07565205,0.074167445,0.074167445
s_261,28.134000000000015,44.179,0.10316,0.10316,0.10316,0.10316,0.10316
s_262,25.099999999999994,44.294,0.06407117,0.062836565,0.065330036,0.06407117,0.06407117
s_263,25.199000000000012,44.191,0.07689289,0.07543244,0.078381605,0.07689289,0.07689289
s_264,28.38300000000001,44.032,0.047710065,0.047140285,0.04828673,0.047710065,0.047710065
s_265,25.432999999999993,43.85,0.082888015,0.082845606,0.082930446,0.082888015,0.082888015
s_266,25.558999999999997,43.711,0.08472161,0.08430983,0.0851354,0.08472161,0.08472161
s_267,24.483000000000004,44.252,0.06813406,0.06687353,0.06941836,0.06813406,0.06813406
s_268,27.833,43.567,0.07879414,0.07771979,0.07988333,0.07879414,0.07879414
s_269,25.36699999999999,43.654,0.08220839,0.08088274,0.08355576,0.08220839,0.08220839
s_27,26.75200000000001,46.012,0.11959126,0.11752674,0.12169205,0.11959126,0.11959126
s_270,23.938999999999993,44.618,0.08201201,0.080586515,0.08346274,0.08201201,0.08201201
s_271,24.615999999999985,43.903,0.07375999,0.072307356,0.075241804,0.07375999,0.07375999
s_272,28.135999999999996,45.178,0.0821322,0.08116089,0.08311513,0.0821322,0.0821322
s_273,23.74199999999999,44.393,0.077622704,0.0762744,0.07899484,0.077622704,0.077622704
s_274,27.046999999999997,45.377,0.079673156,0.07810992,0.08126768,0.079673156,0.079673156
s_275,27.038999999999987,45.38,0.09694969,0.09618344,0.09772204,0.09694969,0.09694969
s_276,28.02799999999999,45.427,0.08880926,0.08781611,0.089813635,0.08880926,0.08880926
s_277,28.180000000000007,45.72,0.089329585,0.08922667,0.08943261,0.089329585,0.089329585
s_278,28.19999999999999,45.9,0.05837629,0.057303842,0.059468806,0.05837629,0.05837629
s_279,27.665999999999997,46.228,0.073215164,0.07228503,0.074157275,0.073215164,0.073215164
s_28,26.634000000000015,45.932,0.10712409,0.10527712,0.10900346,0.10712409,0.10712409
s_280,26.064999999999998,44.426,0.060671836,0.059482645,0.061884806,0.060671836,0.060671836
s_281,26.03800000000001,45.183,0.07787396,0.07664486,0.079122774,0.07787396,0.07787396
s_282,28.150000000000006,45.1833,0.08398865,0.082810976,0.08518308,0.08398865,0.08398865
s_283,28.52000000000001,46.27,0.06826509,0.066921584,0.06963557,0.06826509,0.06826509
s_284,28.855999999999995,47.0,0.07790354,0.07707096,0.07874511,0.07790354,0.07790354
s_285,26.329000000000008,44.46,0.055722997,0.05507106,0.056382656,0.055722997,0.055722997
s_286,27.349999999999994,44.565,0.07100057,0.06976914,0.072253734,0.07100057,0.07100057
s_287,27.575999999999993,47.169,0.07224937,0.07122666,0.07328676,0.07224937,0.07224937
s_288,28.19999999999999,45.905,0.07458176,0.07347103,0.075709276,0.07458176,0.07458176
s_289,27.733000000000004,46.637,0.065335386,0.06410982,0.06658438,0.065335386,0.065335386
s_29,27.25800000000001,45.714,0.12089802,0.118919976,0.12290897,0.12089802,0.12089802
s_290,27.670000000000016,44.17,0.10556903,0.10509216,0.10604806,0.10556903,0.10556903
s_291,26.61699999999999,44.05,0.10093,0.10093,0.10093,0.10093,0.10093
s_292,28.0,47.36,0.092811935,0.09202652,0.09360405,0.092811935,0.092811935
s_293,26.900000000000006,46.567,0.05299909,0.05202308,0.053993415,0.05299909,0.05299909
s_294,27.283000000000015,43.95,0.051354986,0.0503428,0.05238752,0.051354986,0.051354986
s_295,26.833,43.917,0.084567934,0.08340273,0.08574942,0.084567934,0.084567934
s_296,25.971000000000004,43.856,0.06819021,0.067139186,0.069257684,0.06819021,0.06819021
s_297,27.400000000000006,43.75,0.059745766,0.058565862,0.060949445,0.059745766,0.059745766
s_298,26.266999999999996,43.7,0.05519587,0.05412087,0.056292225,0.05519587,0.05519587
s_299,27.569999999999993,47.16,0.04114533,0.04079537,0.041498285,0.04114533,0.04114533
s_3,26.545000000000016,45.138,0.11204912,0.110138655,0.11399272,0.11204912,0.11204912
s_30,27.311000000000007,45.87,0.10225768,0.1005635,0.10398039,0.10225768,0.10225768
s_300,26.360000000000014,43.65,0.07084851,0.06959975,0.07211967,0.07084851,0.07084851
s_301,27.483000000000004,43.6,0.05337542,0.052333087,0.054438513,0.05337542,0.05337542
s_302,26.599999999999994,43.36,0.07446384,0.07312936,0.07582266,0.07446384,0.07446384
s_303,26.144000000000005,45.998,0.07194574,0.07099317,0.07291109,0.07194574,0.07194574
s_304,26.195999999999998,46.103,0.09038262,0.0903673,0.09039795,0.09038262,0.09038262
s_305,25.994,45.604,0.05112325,0.05020163,0.05206179,0.05112325,0.05112325
s_306,26.063999999999993,46.04,0.05619383,0.055119265,0.05728934,0.05619383,0.05619383
s_307,27.192000000000007,45.693,0.09538571,0.095326416,0.09544504,0.09538571,0.09538571
s_308,27.849999999999994,45.9,0.054710668,0.053630624,0.05581246,0.054710668,0.054710668
s_309,27.784999999999997,45.595,0.06838755,0.06703591,0.06976645,0.06838755,0.06838755
s_31,27.129999999999995,46.074,0.11730481,0.115495645,0.1191423,0.11730481,0.11730481
s_310,25.84899999999999,45.801,0.056910496,0.056174662,0.057655964,0.056910496,0.056910496
s_311,27.885999999999996,46.098,0.0773131,0.07639092,0.07824641,0.0773131,0.0773131
s_312,25.80600000000001,45.675,0.07620195,0.07496163,0.0774628,0.07620195,0.07620195
s_313,25.772999999999996,45.721,0.09946,0.09946,0.09946,0.09946,0.09946
s_314,26.102000000000004,44.436,0.06822516,0.06702136,0.06945058,0.06822516,0.06822516
s_315,28.016999999999996,45.533,0.084978,0.08453829,0.085420005,0.084978,0.084978
s_316,25.64099999999999,45.764,0.058815107,0.05806408,0.059575845,0.058815107,0.058815107
s_317,25.634000000000015,45.709,0.07229155,0.070906654,0.0737035,0.07229155,0.07229155
s_318,24.875,43.765,0.05056815,0.049568526,0.05158793,0.05056815,0.05056815
s_319,25.607,45.658,0.09922,0.09922,0.09922,0.09922,0.09922
s_32,27.300999999999988,46.008,0.094332084,0.09279416,0.09589549,0.094332084,0.094332084
s_320,26.058999999999997,44.419,0.049241953,0.048281174,0.050221853,0.049241953,0.049241953
s_321,26.01400000000001,43.864,0.07176015,0.07091479,0.072615586,0.07176015,0.07176015
s_322,26.917,44.85,0.04633654,0.045468744,0.047220897,0.04633654,0.04633654
s_323,25.692000000000007,46.089,0.05109434,0.050085112,0.0521239,0.05109434,0.05109434
s_324,28.170000000000016,46.01,0.069148704,0.06812631,0.07018645,0.069148704,0.069148704
s_325,27.329999999999984,44.189,0.06458737,0.063310266,0.06589024,0.06458737,0.06458737
s_326,27.084000000000003,46.722,0.04460161,0.04392129,0.045292474,0.04460161,0.04460161
s_327,25.591999999999985,45.975,0.05860783,0.05752021,0.05971602,0.05860783,0.05860783
s_328,25.574000000000012,45.445,0.062363103,0.061464474,0.063274875,0.062363103,0.062363103
s_329,25.60900000000001,46.079,0.04835756,0.047571994,0.049156103,0.04835756,0.04835756
s_33,26.415999999999997,45.83,0.12237384,0.12082745,0.12394001,0.12237384,0.12237384
s_330,25.534999999999997,45.952,0.0521222,0.051091995,0.053173177,0.0521222,0.0521222
s_331,28.00399999999999,45.285,0.11670553,0.11657389,0.116837315,0.11670553,0.11670553
s_332,25.812999999999988,46.357,0.04360027,0.042758245,0.044458874,0.04360027,0.04360027
s_333,28.19999999999999,45.48,0.044753205,0.04387239,0.045651704,0.044753205,0.044753205
s_334,26.075999999999993,46.573,0.05592214,0.0548717,0.05699269,0.05592214,0.05592214
s_335,25.462999999999994,45.593,0.047193523,0.04626028,0.048145596,0.047193523,0.047193523
s_336,25.55000000000001,45.352,0.053340945,0.052292287,0.05441063,0.053340945,0.053340945
s_337,26.80600000000001,44.748,0.050907213,0.05008731,0.05174054,0.050907213,0.050907213
s_338,26.949000000000012,46.806,0.043294422,0.04243796,0.04416817,0.043294422,0.043294422
s_339,25.557999999999993,46.126,0.053247675,0.052194644,0.054321952,0.053247675,0.053247675
