# 19900530_Sequence_Vrancea/19900530_M6.95_Vrancea median gmf, Stations:None, gmlt:USGS, Rupture:EFEHR
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,LinLee2008SSlab,ZhaoEtAl2016SSlab
t_1289,25.079340000000002,47.74867,0.025701558,0.022414213,0.017638924,0.034812354
t_129,24.71439000000001,42.78296,0.011378479,0.007330532,0.008884563,0.018846555
t_1290,25.267740000000003,47.85218,0.028067391,0.021979472,0.017286396,0.04324014
t_1291,25.45653999999999,47.95542,0.023174496,0.021253813,0.016816193,0.0334252
t_1292,25.11394999999999,47.97899,0.023151819,0.01830597,0.015602249,0.029825982
t_1293,25.302840000000003,48.08225,0.02136871,0.017759452,0.015224522,0.0291455
t_1294,25.492130000000003,48.18525,0.023069648,0.017022166,0.014765795,0.035583932
t_1295,25.14873,48.20883,0.018737791,0.014899897,0.013837513,0.025506051
t_1296,25.33811,48.31184,0.02004473,0.014335597,0.013463161,0.031234901
t_1297,24.99421000000001,48.33515,0.01778202,0.01254984,0.012624312,0.028243827
t_1298,25.52789999999999,48.41459,0.026209619,0.015314854,0.012309033,0.027550949
t_1299,26.483280000000008,47.88137,0.039287623,0.033084843,0.018576706,0.054180093
t_13,24.58734000000001,41.82056,0.00587017,0.001952658,0.0059375647,0.007719198
t_130,24.893380000000008,42.89094,0.011285257,0.0055024754,0.009564065,0.016733285
t_1300,26.14121,47.90661,0.03194329,0.027072331,0.01890207,0.05073201
t_1301,26.67344,47.98351,0.025902608,0.026536167,0.018332401,0.039625358
t_1302,26.331050000000005,48.00903,0.027419275,0.024869764,0.017871419,0.037699625
t_1303,26.521299999999997,48.11118,0.025136676,0.022603694,0.016822467,0.035037413
t_1304,26.17841999999999,48.13642,0.025231734,0.021041585,0.016314283,0.041822676
t_1305,26.36876000000001,48.23859,0.022127451,0.01928609,0.015447029,0.031035528
t_1306,26.559500000000014,48.3405,0.018693082,0.0113135055,0.014575977,0.02884912
t_1307,26.215810000000005,48.36575,0.019665536,0.016462047,0.01420064,0.027511498
t_1308,26.406650000000013,48.46767,0.019394483,0.015071156,0.013469789,0.032442283
t_1309,25.645749999999992,48.0584,0.03043811,0.022757357,0.015372474,0.040665634
t_131,24.567440000000005,42.91456,0.012145465,0.007918463,0.009208087,0.019969035
t_1310,25.83537000000001,48.16111,0.022153612,0.019121293,0.015610142,0.030833095
t_1311,26.025390000000016,48.26356,0.021079643,0.017828893,0.014920149,0.029232211
t_1312,25.68182999999999,48.28798,0.023403225,0.016132819,0.014243299,0.034162246
t_1313,25.871939999999995,48.39044,0.019195901,0.01513318,0.0136742955,0.02580837
t_1314,26.062459999999987,48.49264,0.016565425,0.009080679,0.013074996,0.024414407
t_1315,25.71808999999999,48.51707,0.019730471,0.012871201,0.012561396,0.028788812
t_1316,25.90870000000001,48.61928,0.021999232,0.0134992795,0.011383669,0.027357636
t_1317,25.563829999999996,48.64343,0.01578265,0.010971657,0.0115668615,0.020236928
t_1318,26.099710000000016,48.72123,0.014850431,0.011157595,0.011540677,0.020495038
t_1319,25.18368000000001,48.43817,0.01814147,0.012114422,0.012316471,0.027500348
t_132,24.74651,43.02258,0.013561193,0.009254685,0.009942065,0.022450209
t_1320,25.373549999999994,48.54094,0.01841394,0.0115810605,0.011960545,0.026581291
t_1321,25.028840000000002,48.56425,0.02153153,0.011524674,0.010665459,0.022229126
t_1322,25.218790000000013,48.66702,0.016025962,0.009854128,0.011007261,0.023535576
t_1323,25.409159999999986,48.76953,0.019302431,0.010517708,0.010070412,0.020751107
t_1324,25.06362999999999,48.79285,0.016539516,0.0084079895,0.010157984,0.020888647
t_1325,25.254079999999988,48.89538,0.013054056,0.008027353,0.009879313,0.020174725
t_1326,25.444940000000003,48.99763,0.012223751,0.0076071094,0.009577048,0.015365705
t_1327,25.09858,49.02095,0.011616023,0.006890174,0.00916304,0.0142670395
t_1328,25.289530000000013,49.12322,0.0146625815,0.007352816,0.008390691,0.017328849
t_1329,26.597890000000007,48.56932,0.021014847,0.013697404,0.012742387,0.030176122
t_133,24.42013,43.04593,0.013335333,0.0084955245,0.009515549,0.02105174
t_1330,26.253379999999993,48.59458,0.017175104,0.012963853,0.012459946,0.022954322
t_1331,26.44471999999999,48.69625,0.016035218,0.011864133,0.011841587,0.021467045
t_1332,26.63646,48.79765,0.014542421,0.0107908305,0.011229929,0.019984951
t_1333,26.29113000000001,48.82291,0.019026017,0.011529061,0.010390108,0.024288967
t_1334,26.482969999999995,48.92433,0.012855049,0.009404893,0.010487894,0.01801972
t_1335,26.137139999999988,48.94932,0.017787589,0.009988101,0.009670056,0.021803822
t_1336,26.675219999999996,49.02547,0.013596369,0.008562786,0.0099699395,0.021176793
t_1337,26.32907,49.05074,0.014966655,0.008194982,0.009801968,0.020490091
t_1338,26.521410000000003,49.1519,0.011246227,0.0075042783,0.00935213,0.015209686
t_1339,22.209519999999998,48.27198,0.012468505,0.0045764185,0.0067150746,0.011134249
t_134,24.92595,43.13035,0.016989347,0.010830619,0.010756639,0.025271589
t_1340,22.395820000000015,48.3775,0.013757231,0.0046860087,0.006811447,0.011369897
t_1341,22.051050000000004,48.39608,0.011931849,0.0039522517,0.006276871,0.009982504
t_1342,22.237419999999986,48.50162,0.012283783,0.004041948,0.0063606915,0.010150651
t_1343,22.424199999999985,48.60689,0.009394419,0.0036616074,0.006831039,0.0112231
t_1344,22.26545999999999,48.73076,0.008559318,0.0031633389,0.0063908603,0.010065619
t_1345,22.45272,48.83578,0.008292766,0.0031939538,0.0064372886,0.01013799
t_1346,22.92750000000001,48.46333,0.0093736425,0.0049979747,0.007931078,0.011222392
t_1347,22.58252999999999,48.48275,0.011927548,0.00476716,0.0068891705,0.011478263
t_1348,23.11497,48.56804,0.009126337,0.0050179795,0.007975661,0.011255903
t_1349,22.769659999999988,48.58774,0.009480192,0.004293824,0.007379646,0.0126369335
t_135,24.59926999999999,43.15398,0.015806464,0.009979371,0.010303387,0.023760384
t_1350,22.957189999999997,48.69246,0.007980942,0.0027830906,0.0074183326,0.010049581
t_1351,22.61139,48.71189,0.010006271,0.0036986622,0.0068841153,0.0113075515
t_1352,23.14515,48.79692,0.009511934,0.004298387,0.007434037,0.012646942
t_1353,22.799000000000007,48.81663,0.007104917,0.0023970876,0.006917896,0.008991646
t_1354,22.987030000000004,48.9211,0.009094603,0.0037032894,0.0069318474,0.011318082
t_1355,22.6404,48.94053,0.006900099,0.0032057646,0.0064669615,0.008061077
t_1356,23.17546999999999,49.0253,0.008345348,0.0036797316,0.0069257584,0.011264433
t_1357,22.828489999999988,49.04501,0.0070191864,0.0031985221,0.0064794193,0.008047526
t_1358,23.01701,49.14923,0.0074904365,0.0031790475,0.006474502,0.010102775
t_1359,23.205929999999995,49.25318,0.0072163306,0.0031592746,0.006452326,0.007973958
t_136,24.778780000000012,43.2618,0.017466044,0.011745319,0.011183515,0.026865339
t_1360,22.85812999999999,49.2729,0.006415531,0.0027528752,0.006066453,0.0071979794
t_1361,23.04713000000001,49.37686,0.006689002,0.0027364057,0.0060474696,0.007165949
t_1362,22.698829999999987,49.3963,0.0068089566,0.0023890624,0.005696311,0.008170062
t_1363,22.887900000000002,49.50027,0.00602816,0.002375307,0.0056799985,0.0064507425
t_1364,23.07740000000001,49.60397,0.006883988,0.002359854,0.005650801,0.008095755
t_1368,24.461430000000007,48.25433,0.015440306,0.010999963,0.011916076,0.020276284
t_1369,24.650149999999996,48.3579,0.0149946455,0.0108564375,0.011765143,0.020076483
t_137,24.451660000000004,43.28516,0.017631363,0.011979567,0.010036004,0.025000602
t_1370,24.839290000000005,48.46121,0.016837753,0.010610048,0.01155892,0.024882725
t_1371,24.494740000000007,48.48368,0.013749281,0.009193908,0.010790748,0.01771485
t_1372,24.683960000000013,48.58701,0.014903176,0.009001911,0.010619527,0.021987658
t_1373,24.873590000000007,48.69006,0.015797209,0.008736672,0.010406754,0.021499021
t_1374,24.52821,48.71254,0.014140892,0.007663141,0.009787942,0.01948409
t_1375,24.717919999999992,48.81562,0.01737782,0.008363411,0.009057742,0.017470686
t_1376,24.908050000000003,48.91842,0.012385384,0.0071934443,0.009399338,0.0185818
t_1377,24.561849999999993,48.94091,0.014640327,0.007156266,0.008383713,0.016981008
t_1378,23.42929000000001,48.31841,0.012184203,0.0068603153,0.00929824,0.017933352
t_1379,23.617019999999997,48.42282,0.010664929,0.0044124043,0.009321596,0.014179842
t_138,24.95866000000001,43.36936,0.023586754,0.015538651,0.011486568,0.027855134
t_1380,23.27233000000001,48.44335,0.010012805,0.005858318,0.00859877,0.012636072
t_1381,23.80516,48.52697,0.010679571,0.004379267,0.00930741,0.014100017
t_1382,23.460139999999996,48.54778,0.01166377,0.0058380114,0.008619079,0.015893824
t_1383,23.648359999999997,48.65195,0.0110338535,0.0057958765,0.008607585,0.015808
t_1384,23.302850000000007,48.67248,0.011676965,0.0050023193,0.007993464,0.014161635
t_1385,23.49114,48.77666,0.0085643865,0.0032073848,0.007984152,0.011171532
t_1386,23.679849999999988,48.88057,0.008801873,0.0031850222,0.007948039,0.0111133475
t_1387,23.33350999999999,48.90111,0.008861543,0.0042698206,0.0074264943,0.009978807
t_1388,24.02602999999999,48.85948,0.010613822,0.0056993235,0.008491402,0.012378836
t_1389,24.21548999999999,48.96284,0.013848418,0.0062888316,0.0079023335,0.015417137
t_139,24.06295,42.82908,0.009450967,0.0061937436,0.008173416,0.0131733045
t_1390,23.86896999999999,48.98422,0.009415411,0.0048894063,0.0078859115,0.011039946
t_1391,24.40536,49.06594,0.009760432,0.0054724766,0.008261215,0.012008789
t_1392,24.05850000000001,49.08759,0.010376119,0.0048140264,0.0077991784,0.01376191
t_1393,24.24844999999999,49.1907,0.010828024,0.0047077797,0.007689583,0.0135346735
t_1394,23.901099999999985,49.21209,0.011184531,0.0046514003,0.0068419916,0.012310289
t_1395,24.091129999999993,49.31521,0.012444147,0.004555298,0.0067530265,0.011095942
t_1396,24.28157999999999,49.41806,0.009800319,0.0039514108,0.007062409,0.011878124
t_1397,23.933390000000003,49.43945,0.0114647625,0.003937621,0.0063133114,0.009954986
t_1398,23.522289999999998,49.00504,0.00771433,0.0027383142,0.007395916,0.009928814
t_1399,23.711489999999998,49.1087,0.008490112,0.0042060795,0.0073429826,0.009867564
t_14,24.76459,41.92935,0.006381365,0.0022258593,0.0062930644,0.008509023
t_140,24.24135000000001,42.93762,0.009893318,0.004678799,0.008808764,0.014816478
t_1400,23.364319999999992,49.12924,0.00735454,0.0023604801,0.0068997717,0.008889205
t_1401,23.553589999999986,49.23291,0.007887735,0.0036275818,0.006854441,0.0088378005
t_1402,23.74328,49.33631,0.010302828,0.004015482,0.0063900403,0.011033607
t_1403,23.395280000000014,49.35686,0.008204652,0.0031362155,0.0064133406,0.010001356
t_1404,23.585049999999995,49.46028,0.009618057,0.00347456,0.005981509,0.009907494
t_1405,23.236549999999994,49.48055,0.0070752045,0.0027175646,0.006013791,0.00899075
t_1406,23.775239999999997,49.56342,0.00899408,0.0034112572,0.0059150755,0.009772943
t_1407,23.426389999999998,49.58398,0.010073157,0.0030131205,0.005611117,0.008158545
t_1408,24.752049999999997,49.04372,0.011115658,0.0061704065,0.00871978,0.016565746
t_1409,24.942669999999993,49.14627,0.010946412,0.0059274114,0.008518312,0.01607543
t_141,23.91512,42.96014,0.009855405,0.0065435413,0.008381194,0.013726148
t_1410,24.595650000000006,49.16877,0.011395527,0.0053060506,0.0081092715,0.0147987865
t_1411,24.78635,49.27133,0.009094904,0.0051104017,0.007936671,0.011410305
t_1412,24.438819999999993,49.29354,0.011420526,0.005131799,0.007116757,0.013246149
t_1413,24.97747000000001,49.37362,0.010096525,0.004890782,0.0077465978,0.0139253065
t_1414,24.629610000000014,49.39612,0.00872175,0.0044154213,0.007410716,0.0102313915
t_1415,24.820809999999994,49.49842,0.009119385,0.004236949,0.0072464366,0.01251196
t_1416,24.47245000000001,49.52064,0.007714839,0.0038228107,0.006933964,0.009189581
t_1417,24.663729999999987,49.62296,0.007406157,0.0036771512,0.0067913644,0.008927555
t_1418,24.12392,49.54231,0.007725721,0.0034211997,0.0066122785,0.010669894
t_1419,24.314869999999985,49.64491,0.0073875664,0.0033162357,0.006500724,0.008266838
t_142,24.09360000000001,43.06873,0.013202815,0.0076844827,0.0090516675,0.01952477
t_1420,23.965840000000014,49.6663,0.0066786595,0.0029682445,0.0062033962,0.0076125367
t_1421,24.156869999999998,49.7689,0.0062188376,0.0018609547,0.006106162,0.007448
t_1422,24.34832,49.87124,0.008825022,0.0031239043,0.0056409016,0.009154046
t_1423,23.99844999999999,49.89263,0.0065810233,0.002509647,0.0057459474,0.008474437
t_1424,24.18997999999999,49.99498,0.007083666,0.002428713,0.0056505683,0.008270566
t_1426,24.38193000000001,50.09705,0.007885947,0.0026245576,0.0052149114,0.008042917
t_1428,23.616659999999996,49.68713,0.009613491,0.0029614295,0.0055533387,0.008054307
t_1429,23.267320000000012,49.70741,0.0062418045,0.0023336585,0.005609142,0.008028916
t_143,24.27243999999999,43.17707,0.015616082,0.009046485,0.009800945,0.022069443
t_1430,23.80734000000001,49.79002,0.009253847,0.0028951839,0.005483764,0.007920045
t_1431,23.457660000000004,49.81058,0.006804822,0.0022958762,0.0055556535,0.007932176
t_1438,24.855439999999987,49.72501,0.0074706366,0.0035177364,0.006636805,0.008637809
t_1439,24.50623999999999,49.74723,0.008570278,0.0031969517,0.0063765063,0.010145067
t_144,23.945480000000003,43.1996,0.0139458105,0.008085929,0.009269595,0.0202851
t_1440,24.69802999999999,49.84929,0.00955964,0.003439921,0.005871157,0.0090028765
t_1441,24.890240000000006,49.95107,0.006457856,0.002925522,0.006097099,0.0075309197
t_1442,24.540189999999996,49.9733,0.0075363843,0.0026759948,0.005878923,0.0088883415
t_1443,24.732489999999984,50.0751,0.007995493,0.0028720566,0.005409051,0.008599745
t_1444,24.925209999999993,50.17662,0.007893144,0.0027348516,0.0052826125,0.008292628
t_145,24.124390000000005,43.30797,0.014412615,0.0095546795,0.0100580985,0.022995366
t_1457,25.754520000000014,48.74566,0.014499864,0.010308127,0.011145271,0.019307502
t_1458,25.945629999999994,48.84762,0.017255103,0.009611845,0.010705196,0.023098795
t_1459,25.599940000000004,48.87178,0.013316202,0.008847101,0.010320796,0.01721014
t_146,24.303679999999986,43.4161,0.019974103,0.0127063785,0.010325856,0.023926124
t_1460,25.79113000000001,48.97375,0.0149754835,0.008289882,0.009946366,0.020667953
t_1461,25.982730000000004,49.07546,0.013359206,0.007716931,0.0095604705,0.019586569
t_1462,25.63622000000001,49.09962,0.016224405,0.00803283,0.008724079,0.016950546
t_1463,25.827910000000003,49.20134,0.013425376,0.0066953483,0.008925285,0.017609464
t_1464,26.020019999999988,49.30279,0.012315226,0.006225676,0.008586598,0.016676612
t_1465,25.672680000000014,49.32696,0.009375516,0.0037543909,0.00834443,0.012565936
t_1466,25.86488,49.42842,0.012688594,0.0060931947,0.0075813527,0.0150574
t_1467,26.17474999999999,49.1769,0.010394672,0.00461087,0.0091692675,0.01465498
t_1468,26.36717999999999,49.27807,0.014256532,0.0073763737,0.008270163,0.01737039
t_1469,26.560030000000012,49.37897,0.012507175,0.006024094,0.0083909305,0.016271086
t_147,23.97596999999999,43.43865,0.01830124,0.011223544,0.009694733,0.021790389
t_1470,26.212549999999993,49.40398,0.009153091,0.0037183692,0.008245519,0.012475704
t_1471,26.40548000000001,49.50489,0.011319185,0.0053029573,0.007905933,0.014792342
t_1472,26.598839999999996,49.60553,0.011087231,0.004863029,0.0075709536,0.0138663
t_1473,26.250519999999995,49.63054,0.009996418,0.0046673375,0.007453992,0.013447848
t_1474,26.443970000000007,49.7312,0.010644664,0.0048240093,0.0067370883,0.01264917
t_1475,26.63784000000001,49.83158,0.011454647,0.0044275788,0.0064614895,0.010863343
t_1476,26.288690000000003,49.85659,0.010754751,0.0042637903,0.006371637,0.010562606
t_1477,25.48089999999999,49.22522,0.016390294,0.0069473493,0.008130818,0.015204943
t_1478,25.133710000000008,49.24855,0.011084034,0.0056559904,0.008297444,0.015521972
t_1479,25.32516000000001,49.35057,0.01134697,0.005363146,0.008061081,0.014917552
t_148,24.155329999999992,43.54681,0.018857334,0.013351232,0.01057813,0.027130788
t_1480,25.517030000000005,49.45231,0.013029919,0.005672787,0.0073568504,0.013068199
t_1481,25.169010000000014,49.47564,0.01211183,0.005220322,0.007100636,0.013416198
t_1482,25.360960000000006,49.5774,0.010594144,0.004401223,0.007326762,0.012871818
t_1483,25.012429999999995,49.60046,0.008264463,0.0040424354,0.0070690378,0.0095800385
t_1484,25.20447999999999,49.70222,0.010180443,0.004304231,0.0064756256,0.0116190845
t_1485,25.39694,49.80372,0.008162293,0.003622041,0.006685293,0.01113269
t_1486,25.047570000000007,49.82678,0.006397801,0.0021615701,0.006472457,0.008325453
t_1487,26.05749,49.52962,0.010692974,0.0050460002,0.0077524385,0.014253836
t_1488,25.70931999999999,49.55379,0.010176873,0.004740521,0.007557051,0.013604832
t_1489,25.902019999999993,49.65499,0.011878149,0.0049626203,0.006867943,0.011827281
t_149,23.44013000000001,43.11268,0.008908581,0.003914374,0.00807569,0.012964192
