# {20110311_M9.1_Tohoku} median gmf, Stations:Seismic, gmlt:GEM, Rupture:JMA
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,ParkerEtAl2020SInter,ZhaoEtAl2006SInter
s_1015,136.0512,34.6413,0.00245,0.00245,0.00245
s_1016,136.4993,34.2778,0.0024,0.0024,0.0024
s_1017,134.99040000000002,34.533,0.00237,0.00237,0.00237
s_1018,136.52959999999996,34.5752,0.00235,0.00235,0.00235
s_1019,136.68960000000004,37.1603,0.00234,0.00234,0.00234
s_102,139.8637,36.5595,0.34923,0.34923,0.34923
s_1020,136.48789999999997,35.6364,0.00234,0.00234,0.00234
s_1021,135.9511,34.5277,0.00233,0.00233,0.00233
s_1022,135.2496,35.7101,0.00226,0.00226,0.00226
s_1023,140.15570000000002,42.7797,0.00225,0.00225,0.00225
s_1024,136.1748,35.9068,0.00218,0.00218,0.00218
s_1026,135.9187,35.3474,0.00216,0.00216,0.00216
s_1027,136.3399,34.6398,0.0021,0.0021,0.0021
s_1028,141.88059999999996,45.2303,0.0021,0.0021,0.0021
s_1029,135.64890000000003,33.9666,0.00209,0.00209,0.00209
s_103,141.15269999999998,39.1453,0.34871,0.34871,0.34871
s_1030,136.35990000000004,35.2383,0.00209,0.00209,0.00209
s_1031,142.59519999999998,44.1185,0.00209,0.00209,0.00209
s_1032,135.1243,35.5243,0.00207,0.00207,0.00207
s_1033,142.27250000000004,44.4732,0.00207,0.00207,0.00207
s_1034,136.50329999999997,34.5424,0.00206,0.00206,0.00206
s_1035,140.2305,42.7905,0.00204,0.00204,0.00204
s_1036,134.6096,34.2034,0.00201,0.00201,0.00201
s_1038,135.8177,34.9977,0.00198,0.00198,0.00198
s_1039,141.885,45.4883,0.00191,0.00191,0.00191
s_104,141.6775,39.463,0.33917,0.33917,0.33917
s_1040,140.50170000000003,43.0527,0.00189,0.00189,0.00189
s_1041,134.8078,34.8164,0.00189,0.00189,0.00189
s_1042,140.3791,43.3236,0.00187,0.00187,0.00187
s_1043,142.14139999999998,44.116,0.00185,0.00185,0.00185
s_1044,140.4841,42.6104,0.00181,0.00181,0.00181
s_1045,134.8945,35.6038,0.00174,0.00174,0.00174
s_1046,135.4846,35.0469,0.00174,0.00174,0.00174
s_1047,136.20010000000002,35.7731,0.00168,0.00168,0.00168
s_1048,134.2201,35.4859,0.00168,0.00168,0.00168
s_105,140.13260000000002,37.3963,0.33608,0.33608,0.33608
s_1050,135.68439999999998,34.3414,0.00165,0.00165,0.00165
s_1051,135.4841,35.4907,0.00156,0.00156,0.00156
s_1052,141.16560000000004,42.9724,0.00152,0.00152,0.00152
s_1053,135.08439999999996,34.9082,0.00152,0.00152,0.00152
s_1054,139.8286,42.595,0.00142,0.00142,0.00142
s_1055,136.36919999999998,34.547,0.00132,0.00132,0.00132
s_1056,142.07119999999998,44.8116,0.00112,0.00112,0.00112
s_1057,136.43470000000002,35.4179,0.00104,0.00104,0.00104
s_1058,135.7052,34.763,1.62909,1.62909,1.62909
s_1059,142.25419999999997,44.7745,1.54571,1.54571,1.54571
s_106,141.4379,39.6339,0.33598,0.33598,0.33598
s_1060,142.6039,44.7433,1.32047,1.32047,1.32047
s_1061,135.10249999999996,35.1699,1.22873,1.22873,1.22873
s_1064,135.1694,34.2293,1.20878,1.20878,1.20878
s_1065,143.02639999999997,44.4234,1.08986,1.08986,1.08986
s_1066,135.58050000000003,34.4364,1.05606,1.05606,1.05606
s_1067,143.2407,44.3843,1.03107,1.03107,1.03107
s_1068,135.15909999999997,34.6904,0.9862,0.9862,0.9862
s_1069,134.7292,34.2496,0.93886,0.93886,0.93886
s_107,141.0822,39.9203,0.33476,0.33476,0.33476
s_1070,143.17470000000003,43.8785,0.80896,0.80896,0.80896
s_1071,139.8186,42.2286,0.79705,0.79705,0.79705
s_1072,135.1019,35.7404,0.74898,0.74898,0.74898
s_1073,136.3358,34.3628,0.713,0.713,0.713
s_1074,142.22469999999998,44.9387,0.71085,0.71085,0.71085
s_1075,136.58659999999998,34.3532,0.707,0.707,0.707
s_1076,140.60130000000004,43.2923,0.68574,0.68574,0.68574
s_1077,142.48109999999997,44.8417,0.67153,0.67153,0.67153
s_1078,134.0548,35.4606,0.39850068,0.31327713,0.47194162
s_1079,142.48680000000002,44.857,0.66327,0.66327,0.66327
s_108,140.47810000000004,37.7624,0.33399,0.33399,0.33399
s_1080,142.5736,44.5509,0.66274,0.66274,0.66274
s_1081,142.9033,43.7704,0.63914,0.63914,0.63914
s_1082,135.15250000000003,33.8909,0.6369,0.6369,0.6369
s_1083,136.3293,34.358,1.4848733,1.5160915,1.4795574
s_1084,135.27139999999997,34.9499,0.63143,0.63143,0.63143
s_1085,134.39,34.7553,0.31587708,0.34919387,0.3179669
s_1087,134.628,35.6394,0.6019,0.6019,0.6019
s_1088,143.0111,44.1146,0.59935,0.59935,0.59935
s_1089,135.753,33.9396,0.58,0.58,0.58
s_109,140.3766,37.7643,0.33203,0.33203,0.33203
s_1090,142.28999999999996,44.9702,0.568,0.568,0.568
s_1091,135.76670000000001,35.2496,0.655683,0.35091522,0.70161074
s_1092,143.07669999999996,44.192,0.55796,0.55796,0.55796
s_1093,136.1571,36.2161,0.55468,0.55468,0.55468
s_1094,135.39,34.9707,0.35996854,0.45880947,0.3548818
s_1095,136.33280000000002,34.4284,0.52659,0.52659,0.52659
s_1097,135.9545,34.3384,0.3413231,0.3946233,0.40020457
s_1098,135.55079999999998,35.2685,0.50676,0.50676,0.50676
s_1099,142.9644,44.582,0.50502,0.50502,0.50502
s_11,140.3619,37.3959,1.09042,1.09042,1.09042
s_110,141.30150000000003,39.334,0.33134,0.33134,0.33134
s_1100,135.29269999999997,35.6762,0.80173117,0.79456043,0.83118546
s_1101,140.4355,43.1449,0.49310753,0.39055777,0.5508973
s_1102,135.1334,35.313,0.48231,0.48231,0.48231
s_1103,135.73680000000002,34.2214,0.48197,0.48197,0.48197
s_1104,140.62279999999998,43.2341,0.33700487,0.2958376,0.33978054
s_1105,142.56920000000002,44.5449,0.46042,0.46042,0.46042
s_1106,135.85739999999998,33.9692,0.45966,0.45966,0.45966
s_1107,135.8369,34.3061,0.630497,0.8651068,0.6397558
s_1108,136.36170000000004,36.0955,0.4333,0.4333,0.4333
s_111,141.70929999999998,39.0815,0.33004,0.33004,0.33004
s_1110,135.9814,33.7208,0.9485586,0.7764376,1.0087628
s_1111,135.17759999999998,35.0592,0.43014,0.43014,0.43014
s_1112,135.91909999999996,33.8764,0.4276,0.4276,0.4276
s_1113,136.00220000000002,34.2925,0.4248,0.4248,0.4248
s_1114,134.9071,35.2925,0.41978,0.41978,0.41978
s_1115,135.43960000000004,33.6894,0.41862,0.41862,0.41862
s_1116,142.8444,44.5276,0.41606,0.41606,0.41606
s_1117,134.42340000000002,35.0671,0.76639354,0.6188268,0.7836857
s_1118,142.11850000000004,45.3346,0.41382,0.41382,0.41382
s_1119,135.99689999999998,33.7644,0.41161,0.41161,0.41161
s_112,140.60270000000003,38.0091,0.32968,0.32968,0.32968
s_1121,135.3893,35.4756,0.407,0.407,0.407
s_1122,135.54539999999997,33.5559,0.40697,0.40697,0.40697
s_1123,134.8621,35.4574,0.40662,0.40662,0.40662
s_1124,136.1689,34.0637,1.5269634,1.9422014,1.5083708
s_1126,134.52369999999996,35.2193,0.38464,0.38464,0.38464
s_1128,136.6246,36.1804,0.38118,0.38118,0.38118
s_1129,134.90359999999998,35.101,0.38058,0.38058,0.38058
s_113,139.90819999999997,36.0698,0.32738,0.32738,0.32738
s_1131,136.0063,34.1369,0.36057,0.36057,0.36057
s_1133,134.1988,35.3946,0.35997,0.35997,0.35997
s_1134,134.6701,35.0322,0.35967,0.35967,0.35967
s_1135,134.31899999999996,35.0999,0.74046475,0.73968506,0.7497243
s_1137,142.7656,44.3207,0.35651,0.35651,0.35651
s_114,141.8034,39.8491,0.32243,0.32243,0.32243
s_1144,133.7486,35.3649,0.34936,0.34936,0.34936
s_1145,142.4307,45.1001,0.34868,0.34868,0.34868
s_1148,134.1162,35.0732,0.34374,0.34374,0.34374
s_115,141.34230000000002,40.2383,0.32121,0.32121,0.32121
s_1152,134.3426,35.5729,0.33624145,0.38964355,0.34294805
s_116,139.76760000000002,36.56,0.31681,0.31681,0.31681
s_117,140.2144,37.2822,0.31509,0.31509,0.31509
s_118,139.4221,36.8065,0.31171,0.31171,0.31171
s_119,140.2869,36.1901,0.30833,0.30833,0.30833
s_12,140.09299999999996,37.1616,1.08335,1.08335,1.08335
s_120,140.4903,35.8889,0.30666,0.30666,0.30666
s_121,139.9889,36.1112,0.30126,0.30126,0.30126
s_122,141.9087,39.7435,0.29732,0.29732,0.29732
s_1223,140.64530000000002,36.5915,0.34069,0.34069,0.34069
s_1224,140.9293,38.2663,0.33593,0.33593,0.33593
s_1225,140.1914,37.1228,0.33443,0.33443,0.33443
s_1226,140.17420000000004,36.545,0.334,0.334,0.334
s_1227,139.71550000000002,36.7258,0.33191,0.33191,0.33191
s_1228,140.36220000000003,37.3961,0.32749,0.32749,0.32749
s_1229,140.2267,35.7234,0.3165,0.3165,0.3165
s_123,139.9264,36.8061,0.29612,0.29612,0.29612
s_1230,140.5668,37.4363,0.31163,0.31163,0.31163
s_1231,140.23720000000003,36.3851,0.30668,0.30668,0.30668
s_1232,141.50440000000003,38.3052,0.29578,0.29578,0.29578
s_1233,140.63490000000002,37.2778,0.30220553,0.2258742,0.3306903
s_1234,141.31060000000002,38.7348,0.28933,0.28933,0.28933
s_1235,140.98490000000004,37.6385,0.28112,0.28112,0.28112
s_1236,141.034,37.4215,0.2803,0.2803,0.2803
s_1237,141.85609999999997,39.2701,0.44460633,0.5516823,0.40655175
s_1238,141.50099999999998,38.3998,0.25917,0.25917,0.25917
s_1239,140.3689,37.2842,0.25678,0.25678,0.25678
s_124,139.9826,36.3061,0.29607,0.29607,0.29607
s_1240,141.5109,38.7262,0.25519,0.25519,0.25519
s_1242,140.6322,35.977,0.25347,0.25347,0.25347
s_1243,141.25099999999998,38.5876,0.25332,0.25332,0.25332
s_1244,141.4031,39.0187,0.30700645,0.31286868,0.313088
s_1245,140.7346,37.6799,0.24898,0.24898,0.24898
s_1247,140.9196,37.7949,0.24651,0.24651,0.24651
s_1249,141.13779999999997,39.3209,0.2438,0.2438,0.2438
s_125,140.86400000000003,39.0094,0.29497,0.29497,0.29497
s_1250,140.7068,36.7061,0.23853,0.23853,0.23853
s_1251,140.60699999999997,36.4654,0.23537,0.23537,0.23537
s_1252,140.60130000000004,37.8449,0.22331,0.22331,0.22331
s_1254,140.8874,38.4466,0.7093169,0.8361131,0.6754012
s_1255,140.59550000000002,36.3523,0.21676,0.21676,0.21676
s_1257,140.0494,35.9112,0.20707,0.20707,0.20707
s_1259,140.1947,36.0729,0.20452,0.20452,0.20452
s_126,140.5974,37.6636,0.29442,0.29442,0.29442
s_1260,140.63570000000004,38.3177,0.20372,0.20372,0.20372
s_1263,140.58529999999996,36.9951,0.074547045,0.0938655,0.09182267
s_1264,140.0564,35.7943,0.19885,0.19885,0.19885
s_1266,140.8132,37.3364,0.19595,0.19595,0.19595
s_1267,139.9294,37.4774,0.19117,0.19117,0.19117
s_1269,141.5684,38.9015,0.18745,0.18745,0.18745
s_127,139.9024,35.7871,0.2896,0.2896,0.2896
s_1271,140.02250000000004,36.4368,0.18363,0.18363,0.18363
s_1272,139.80470000000003,36.2859,0.18229,0.18229,0.18229
s_1273,140.31939999999997,35.9537,0.1814,0.1814,0.1814
s_1274,140.08280000000002,36.9417,0.2184305,0.20596845,0.22512254
s_1275,140.86990000000003,38.1049,0.18051,0.18051,0.18051
s_1276,139.9653,36.1843,0.21899146,0.21952686,0.22064334
s_1278,140.62099999999998,38.0085,0.17871,0.17871,0.17871
s_1279,140.4368,37.603,0.17506,0.17506,0.17506
s_128,141.42449999999997,40.1533,0.2895,0.2895,0.2895
s_1280,141.02499999999998,37.3163,0.22234477,0.23841967,0.22181834
s_1281,140.3569,36.7761,0.17471,0.17471,0.17471
s_1282,140.15570000000002,36.5287,0.17369,0.17369,0.17369
s_1284,140.1297,36.7639,0.16924,0.16924,0.16924
s_1285,139.87329999999997,35.9595,0.16909,0.16909,0.16909
s_1286,140.9035,37.0911,0.1682,0.1682,0.1682
s_1287,139.32510000000002,36.4106,0.16753,0.16753,0.16753
s_1288,140.55629999999996,37.09,0.16725,0.16725,0.16725
s_1289,140.79290000000003,36.9069,0.16667,0.16667,0.16667
s_129,140.84410000000003,38.1133,0.28844,0.28844,0.28844
s_1291,140.78179999999998,37.9763,0.16555,0.16555,0.16555
s_1292,140.0903,36.1251,0.16446,0.16446,0.16446
s_1293,141.152,39.1454,0.16226,0.16226,0.16226
s_1294,140.10500000000002,35.9814,0.16213,0.16213,0.16213
s_1296,141.0036,39.4531,0.17157787,0.16860014,0.17444609
s_1297,140.1325,37.3957,0.16095,0.16095,0.16095
s_1298,141.082,39.9203,0.16052,0.16052,0.16052
s_1299,140.4799,37.7613,0.3569215,0.30964726,0.37216088
s_13,140.2246,35.7237,1.05665,1.05665,1.05665
s_130,139.5195,35.4991,0.28241,0.28241,0.28241
s_1300,140.563,37.055,0.15453,0.15453,0.15453
s_1301,139.90800000000002,36.0693,0.1531,0.1531,0.1531
s_1302,139.76750000000004,36.56,0.15174,0.15174,0.15174
s_1303,139.42039999999997,36.8061,0.14977,0.14977,0.14977
s_1304,140.4905,35.9007,0.12046692,0.12258095,0.122382276
s_1305,139.9828,36.3062,0.14643,0.14643,0.14643
s_1307,139.9031,35.7868,0.1452,0.1452,0.1452
s_1308,140.1078,37.5474,0.14518,0.14518,0.14518
s_1309,140.3775,37.0217,0.14373,0.14373,0.14373
s_131,140.10749999999996,37.5472,0.281,0.281,0.281
s_1311,140.65070000000003,38.7992,0.011097731,0.009359511,0.011258229
s_1312,141.6789,39.5997,0.1411,0.1411,0.1411
s_1313,139.81150000000002,35.6551,0.14033,0.14033,0.14033
s_1314,141.14779999999996,39.6953,0.24677871,0.25350675,0.25437474
s_1315,139.7153,36.8144,0.2373243,0.2728669,0.227586
s_1316,141.3295,39.7841,0.13611,0.13611,0.13611
s_1318,139.9665,35.766,0.13465,0.13465,0.13465
s_1319,141.71910000000003,40.4099,0.13449,0.13449,0.13449
s_132,140.37630000000001,37.0237,0.28067,0.28067,0.28067
s_1320,140.30669999999998,35.7801,0.13342,0.13342,0.13342
s_1321,141.147,39.4844,0.12075008,0.10252493,0.124367446
s_1322,140.4054,38.6001,0.13232,0.13232,0.13232
s_1323,140.0784,35.6335,0.12878,0.12878,0.12878
s_1324,139.10450000000003,36.1179,0.12852,0.12852,0.12852
s_1325,139.8093,35.6474,0.12821,0.12821,0.12821
s_1326,140.3333,35.5727,0.12783,0.12783,0.12783
s_1328,139.89120000000003,35.6926,0.18646315,0.18582818,0.18698865
s_1329,139.36090000000002,36.2914,0.1224,0.1224,0.1224
s_133,141.07100000000003,38.5907,0.26859,0.26859,0.26859
s_1330,139.4826,35.9034,0.11764,0.11764,0.11764
s_1331,139.6968,36.072,0.11696,0.11696,0.11696
s_1332,140.39070000000004,38.4306,0.11512,0.11512,0.11512
s_1333,139.70370000000003,36.1848,0.11443,0.11443,0.11443
s_1334,141.94640000000004,39.6472,0.11352,0.11352,0.11352
s_1335,140.0996,37.9043,0.11304,0.11304,0.11304
s_1337,139.78930000000003,35.6685,0.11101,0.11101,0.11101
s_1338,141.4805,40.5138,0.11069,0.11069,0.11069
s_1339,139.6859,35.7107,0.11069,0.11069,0.11069
s_134,141.3958,41.2256,0.26077,0.26077,0.26077
s_1340,140.56799999999998,35.7077,0.11058,0.11058,0.11058
s_1341,139.01760000000002,36.3181,0.10962,0.10962,0.10962
s_1342,139.7962,35.6874,0.10884,0.10884,0.10884
s_1343,139.7144,36.7489,0.13865437,0.12945274,0.138935
s_1344,139.7212,35.8098,0.10516,0.10516,0.10516
s_1345,140.10220000000004,35.6082,0.10474,0.10474,0.10474
s_1346,139.5331,36.2343,0.1023,0.1023,0.1023
s_1348,139.68079999999998,37.07,0.10008,0.10008,0.10008
s_135,140.65120000000002,38.7989,0.25927,0.25927,0.25927
s_1350,140.83000000000004,35.7358,0.09986,0.09986,0.09986
s_1351,139.0709,35.9954,0.09916,0.09916,0.09916
s_1352,139.19240000000002,36.3147,0.14761415,0.15240894,0.14635427
s_1354,139.2912,35.7968,0.17369401,0.19348854,0.1756718
s_1355,139.6481,35.9065,0.015556798,0.014810408,0.013905357
s_1356,139.0784,36.6578,0.09642,0.09642,0.09642
s_1357,139.8861,36.5692,0.09566,0.09566,0.09566
s_1358,139.43759999999997,36.6347,0.09495,0.09495,0.09495
s_1359,139.63400000000001,35.4371,0.0933,0.0933,0.0933
s_136,139.2894,36.1131,0.25902,0.25902,0.25902
s_1360,139.8193,35.6876,0.09328,0.09328,0.09328
s_1361,140.83010000000002,39.5169,0.11402831,0.112524934,0.1159253
s_1362,139.152,35.2641,0.09057,0.09057,0.09057
s_1363,138.7523,36.5103,0.08789,0.08789,0.08789
s_1364,139.8635,35.6704,0.08771,0.08771,0.08771
s_1365,139.79899999999998,35.6485,0.08416,0.08416,0.08416
s_1366,139.89710000000002,35.7138,0.08412,0.08412,0.08412
s_1367,139.61450000000002,36.3867,0.08251,0.08251,0.08251
s_1368,139.9176,35.6947,0.08201,0.08201,0.08201
s_137,139.8114,35.6553,0.25506,0.25506,0.25506
s_1370,139.46590000000003,35.7965,0.08102,0.08102,0.08102
s_1371,139.90229999999997,35.6537,0.13658425,0.11226554,0.12640376
s_1373,139.36180000000002,35.4424,0.07858,0.07858,0.07858
s_1374,139.80330000000004,36.99,0.16889818,0.14862274,0.16267976
s_1375,139.70619999999997,35.5291,0.07604,0.07604,0.07604
s_1376,139.89999999999998,37.3077,0.07581,0.07581,0.07581
s_1378,139.8087,35.6657,0.0745,0.0745,0.0745
s_1379,139.8121,35.7313,0.1256605,0.12141995,0.12539461
s_138,141.1477,39.6954,0.25358,0.25358,0.25358
s_1380,139.91589999999997,35.3738,0.07323,0.07323,0.07323
s_1381,141.4502,40.0366,0.0727,0.0727,0.0727
s_1382,139.8249,35.7254,0.0716,0.0716,0.0716
s_1383,139.83429999999998,35.6596,0.07125,0.07125,0.07125
s_1385,138.96950000000004,36.7819,0.058115162,0.068428084,0.07095622
s_1386,139.6467,37.6002,0.0688,0.0688,0.0688
s_1389,140.2674,38.1502,0.06812,0.06812,0.06812
s_139,141.32960000000003,39.7844,0.25349,0.25349,0.25349
s_1390,139.86239999999998,35.7401,0.06529,0.06529,0.06529
s_1391,139.39120000000003,36.054,0.04017963,0.035849605,0.041528564
s_1392,139.22479999999996,36.7722,0.0647,0.0647,0.0647
s_1393,139.8354,35.689,0.06465,0.06465,0.06465
s_1395,140.0489,35.4769,0.0631,0.0631,0.0631
s_1396,139.5029,35.699,0.0625,0.0625,0.0625
s_1397,141.14160000000004,40.8721,0.06174,0.06174,0.06174
s_1398,141.76409999999998,40.1819,0.06144,0.06144,0.06144
s_1399,141.777,40.291,0.0591,0.0591,0.0591
s_14,140.567,37.4343,1.03174,1.03174,1.03174
s_140,139.71839999999997,36.8153,0.25329,0.25329,0.25329
s_1400,139.40340000000003,35.6282,0.05886,0.05886,0.05886
s_1402,139.1368,36.3478,0.0577,0.0577,0.0577
s_1403,139.3265,35.5751,0.026712563,0.029630283,0.033265036
s_1404,138.46270000000004,35.4965,0.05614,0.05614,0.05614
s_1405,140.1621,38.607,0.05607,0.05607,0.05607
s_1406,139.091,35.3583,0.05589,0.05589,0.05589
s_1407,141.0523,40.1011,0.053290863,0.04820404,0.049307436
s_1408,138.9251,36.1162,0.031184731,0.030425461,0.031846188
s_1409,140.58029999999997,39.8128,0.05517,0.05517,0.05517
s_141,140.298,35.8307,0.2493,0.2493,0.2493
s_1410,139.38009999999997,37.0159,0.05493,0.05493,0.05493
s_1411,140.476,39.4544,0.05458,0.05458,0.05458
s_1412,140.1735,37.6461,0.05413,0.05413,0.05413
s_1413,140.07550000000003,35.2988,0.0538,0.0538,0.0538
s_1414,140.27430000000004,38.3898,0.05337,0.05337,0.05337
s_1415,139.3884,36.1476,0.05284,0.05284,0.05284
s_1417,139.19370000000004,36.2428,0.05111,0.05111,0.05111
s_1418,140.34879999999998,38.2604,0.05077,0.05077,0.05077
s_1419,139.5387,35.4544,0.05012,0.05012,0.05012
s_142,139.96550000000002,35.7664,0.24922,0.24922,0.24922
s_1420,139.6218,35.1441,0.04999,0.04999,0.04999
s_1421,141.27999999999997,40.4124,0.0498,0.0498,0.0498
s_1422,140.38670000000002,35.2999,0.04925,0.04925,0.04925
s_1423,139.26260000000002,36.0562,0.04844,0.04844,0.04844
s_1424,141.20799999999997,40.6152,0.04761,0.04761,0.04761
s_1426,139.8598,35.3083,0.04711,0.04711,0.04711
s_1429,140.7792,39.318,0.13598095,0.1371895,0.14018585
s_143,141.71929999999998,40.4101,0.24708,0.24708,0.24708
s_1430,139.9921,38.3856,0.04618,0.04618,0.04618
s_1431,138.476,35.041,0.04616,0.04616,0.04616
s_1432,140.313,38.7909,0.04514,0.04514,0.04514
s_1433,140.94060000000002,40.4371,0.04446,0.04446,0.04446
s_1435,138.72659999999996,35.702,0.04329,0.04329,0.04329
s_1436,139.47720000000004,37.6863,0.049114496,0.050866105,0.04692985
s_1437,139.8351,35.1105,0.04289,0.04289,0.04289
s_1438,140.71699999999998,39.1462,0.0419,0.0419,0.0419
s_1439,139.0826,35.3608,0.101492524,0.097404905,0.100908466
s_144,140.3073,35.779,0.24647,0.24647,0.24647
s_1440,138.60159999999996,35.2128,0.0412,0.0412,0.0412
s_1441,140.2905,35.4327,0.13473305,0.1181205,0.12985823
s_1443,140.10220000000004,35.1155,0.04014,0.04014,0.04014
s_1445,139.86329999999998,37.6535,0.03943,0.03943,0.03943
s_1446,138.5677,35.6548,0.03903,0.03903,0.03903
s_1448,139.10310000000004,34.9652,0.0377,0.0377,0.0377
s_1449,140.7181,39.6991,0.03755,0.03755,0.03755
s_145,141.14660000000003,39.4846,0.24397,0.24397,0.24397
s_1450,140.04989999999998,39.383,0.03617,0.03617,0.03617
s_1451,137.5174,36.2492,0.03574,0.03574,0.03574
s_1453,139.53859999999997,37.266,0.03495,0.03495,0.03495
s_1454,140.23699999999997,35.3872,0.03478,0.03478,0.03478
s_1455,140.2957,38.7679,0.03446,0.03446,0.03446
s_1456,140.91899999999998,40.7002,0.03369,0.03369,0.03369
s_1459,139.0546,34.8158,0.03338,0.03338,0.03338
s_146,140.40570000000002,38.6001,0.24389,0.24389,0.24389
s_1460,140.0428,38.1074,0.0332,0.0332,0.0332
s_1462,140.55539999999996,39.595,0.03196,0.03196,0.03196
s_1463,139.7575,38.0621,0.03188,0.03188,0.03188
s_1465,138.947,35.6132,0.03138,0.03138,0.03138
s_1466,138.4844,36.0956,0.03134,0.03134,0.03134
