# {20100904_M7.0_Canterbury} median gmf, Stations:Seismic, gmlt:USGS, Rupture:JMA
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,Bradley2013,CampbellBozorgnia2014,ChiouYoungs2014
s_132,170.01972,-43.465,0.02166,0.02166,0.02166,0.02166,0.02166
s_133,171.59972,-41.7575,0.02155,0.02155,0.02155,0.02155,0.02155
s_134,172.18028000000004,-42.33639,0.02118,0.02118,0.02118,0.02118,0.02118
s_135,170.18417,-43.39083,0.02102,0.02102,0.02102,0.02102,0.02102
s_138,170.09833000000003,-44.25611,0.01963,0.01963,0.01963,0.01963,0.01963
s_139,170.19556,-46.07333,0.01962,0.01962,0.01962,0.01962,0.01962
s_14,171.92899999999997,-43.338,0.16262,0.16262,0.16262,0.16262,0.16262
s_140,170.09694000000002,-43.73806,0.01931,0.01931,0.01931,0.01931,0.01931
s_141,169.04417,-43.88472,0.01615,0.01615,0.01615,0.01615,0.01615
s_142,171.86417,-42.12167,0.01606,0.01606,0.01606,0.01606,0.01606
s_143,169.23278,-44.23222,0.01514,0.01514,0.01514,0.01514,0.01514
s_144,169.14278000000002,-44.69611,0.01498,0.01498,0.01498,0.01498,0.01498
s_145,170.73667,-43.07611,0.01444,0.01444,0.01444,0.01444,0.01444
s_146,170.64444000000003,-45.04556,0.01295,0.01295,0.01295,0.01295,0.01295
s_147,169.81528000000003,-43.53389,0.01164,0.01164,0.01164,0.01164,0.01164
s_148,168.66056000000003,-43.99917,0.01158,0.01158,0.01158,0.01158,0.01158
s_149,170.51389,-45.86417,0.00998,0.00998,0.00998,0.00998,0.00998
s_15,172.70500000000004,-42.963,0.1541,0.1541,0.1541,0.1541,0.1541
s_150,174.94389,-41.24389,0.00825,0.00825,0.00825,0.00825,0.00825
s_151,169.71916999999996,-46.25056,0.00808,0.00808,0.00808,0.00808,0.00808
s_152,170.18444,-44.38722,0.00791,0.00791,0.00791,0.00791,0.00791
s_153,168.23778,-45.66944,0.00771,0.00771,0.00771,0.00771,0.00771
s_154,174.13833,-41.82917,0.0073,0.0073,0.0073,0.0073,0.0073
s_155,173.35082999999997,-41.62194,0.00671,0.00671,0.00671,0.00671,0.00671
s_156,173.00944000000004,-41.12639,0.0064,0.0064,0.0064,0.0064,0.0064
s_157,174.89333,-41.2325,0.00595,0.00595,0.00595,0.00595,0.00595
s_158,174.90305999999998,-41.21333,0.0059,0.0059,0.0059,0.0059,0.0059
s_159,174.91583000000003,-41.20611,0.00581,0.00581,0.00581,0.00581,0.00581
s_16,172.038,-43.326,0.14484,0.14484,0.14484,0.14484,0.14484
s_160,174.87917,-41.22611,0.0058,0.0058,0.0058,0.0058,0.0058
s_161,168.34694000000002,-46.41306,0.00571,0.00571,0.00571,0.00571,0.00571
s_162,173.54083000000003,-42.41611,0.00554,0.00554,0.00554,0.00554,0.00554
s_163,173.28361,-41.2725,0.00554,0.00554,0.00554,0.00554,0.00554
s_164,174.27417000000003,-39.58694,0.00546,0.00546,0.00546,0.00546,0.00546
s_165,169.63111000000004,-45.95556,0.00542,0.00542,0.00542,0.00542,0.00542
s_166,174.02306,-41.28139,0.0054,0.0054,0.0054,0.0054,0.0054
s_167,170.59778,-45.88583,0.00534,0.00534,0.00534,0.00534,0.00534
s_168,169.01750000000004,-44.82861,0.00481,0.00481,0.00481,0.00481,0.00481
s_169,174.56806,-39.26278,0.00472,0.00472,0.00472,0.00472,0.00472
s_17,170.829,-44.099,0.1248,0.1248,0.1248,0.1248,0.1248
s_170,174.77528,-41.3025,0.00471,0.00471,0.00471,0.00471,0.00471
s_171,169.30806,-45.23278,0.00461,0.00461,0.00461,0.00461,0.00461
s_172,174.80889000000002,-41.32806,0.00429,0.00429,0.00429,0.00429,0.00429
s_173,167.92638999999997,-44.675,0.00425,0.00425,0.00425,0.00425,0.00425
s_174,174.76806,-41.28583,0.00408,0.00408,0.00408,0.00408,0.00408
s_175,174.78111,-41.29833,0.00394,0.00394,0.00394,0.00394,0.00394
s_176,174.81833,-41.31667,0.00392,0.00392,0.00392,0.00392,0.00392
s_177,174.92083000000002,-41.23528,0.00362,0.00362,0.00362,0.00362,0.00362
s_178,169.13889,-46.53861,0.00336,0.00336,0.00336,0.00336,0.00336
s_179,174.78111,-41.29389,0.00333,0.00333,0.00333,0.00333,0.00333
s_18,171.724,-43.227,0.11739,0.11739,0.11739,0.11739,0.11739
s_180,174.89999999999998,-41.29111,0.0031,0.0031,0.0031,0.0031,0.0031
s_181,174.77860999999996,-41.28972,0.00284,0.00284,0.00284,0.00284,0.00284
s_182,175.70861000000002,-40.65111,0.0024,0.0024,0.0024,0.0024,0.0024
s_183,172.52889,-40.82722,0.00204,0.00204,0.00204,0.00204,0.00204
s_184,173.37944,-41.21889,0.00202,0.00202,0.00202,0.00202,0.00202
s_185,167.94698,-45.89404,0.00196,0.00196,0.00196,0.00196,0.00196
s_186,174.7043,-41.3087,0.00178,0.00178,0.00178,0.00178,0.00178
s_187,175.46139,-41.2125,0.00173,0.00173,0.00173,0.00173,0.00173
s_188,167.15360999999996,-45.46639,0.0013,0.0013,0.0013,0.0013,0.0013
s_189,166.68056,-46.16778,0.00118,0.00118,0.00118,0.00118,0.00118
s_19,171.748,-43.902,0.11186,0.11186,0.11186,0.11186,0.11186
s_190,176.86194,-40.0325,0.00096,0.00096,0.00096,0.00096,0.00096
s_191,176.24611,-40.68139,0.00071,0.00071,0.00071,0.00071,0.00071
s_192,176.49235,-39.16742,0.00044,0.00044,0.00044,0.00044,0.00044
s_193,176.6175,-43.73722,0.00032,0.00032,0.00032,0.00032,0.00032
s_194,175.50167,-37.73278,0.00022,0.00022,0.00022,0.00022,0.00022
s_195,177.11068999999998,-38.26102,0.00021,0.00021,0.00021,0.00021,0.00021
s_196,177.52750000000003,-38.33583,0.00019,0.00019,0.00019,0.00019,0.00019
s_197,177.78250000000003,-37.75778,0.00015,0.00015,0.00015,0.00015,0.00015
s_198,178.30638999999996,-37.56417,6e-05,6e-05,6e-05,6e-05,6e-05
s_2,172.46799999999996,-43.623,0.46605,0.46605,0.46605,0.46605,0.46605
s_20,172.543,-42.87,0.09864,0.09864,0.09864,0.09864,0.09864
s_21,172.094,-43.897,0.08507,0.08507,0.08507,0.08507,0.08507
s_22,171.56799999999998,-42.949,0.08011,0.08011,0.08011,0.08011,0.08011
s_23,171.24400000000003,-44.403,0.07679,0.07679,0.07679,0.07679,0.07679
s_24,171.13599999999997,-42.892,0.05308,0.05308,0.05308,0.05308,0.05308
s_25,171.05399999999997,-43.715,0.04969,0.04969,0.04969,0.04969,0.04969
s_26,170.493,-45.902,0.04075,0.04075,0.04075,0.04075,0.04075
s_27,171.473,-42.727,0.04042,0.04042,0.04042,0.04042,0.04042
s_28,173.27499999999998,-42.813,0.04008,0.04008,0.04008,0.04008,0.04008
s_29,170.73699999999997,-43.072,0.03275,0.03275,0.03275,0.03275,0.03275
s_3,172.19799999999998,-43.667,0.26178,0.26178,0.26178,0.26178,0.26178
s_30,172.27099999999996,-42.782,0.0295,0.0295,0.0295,0.0295,0.0295
s_31,170.01999999999998,-43.463,0.02425,0.02425,0.02425,0.02425,0.02425
s_32,170.18399999999997,-43.389,0.02116,0.02116,0.02116,0.02116,0.02116
s_33,171.40800000000002,-42.524,0.01791,0.01791,0.01791,0.01791,0.01791
s_34,170.35699999999997,-44.655,0.017,0.017,0.017,0.017,0.017
s_35,170.471,-45.905,0.01592,0.01592,0.01592,0.01592,0.01592
s_36,170.73699999999997,-43.074,0.01518,0.01518,0.01518,0.01518,0.01518
s_37,170.19299999999998,-44.563,0.01433,0.01433,0.01433,0.01433,0.01433
s_38,174.89999999999998,-41.289,0.01191,0.01191,0.01191,0.01191,0.01191
s_39,170.502,-45.874,0.01124,0.01124,0.01124,0.01124,0.01124
s_4,172.635,-43.522,0.25693,0.25693,0.25693,0.25693,0.25693
s_40,169.719,-46.249,0.01106,0.01106,0.01106,0.01106,0.01106
s_41,175.327,-41.119,0.0107,0.0107,0.0107,0.0107,0.0107
s_42,170.514,-45.863,0.0095,0.0095,0.0095,0.0095,0.0095
s_43,174.94399999999996,-41.242,0.00853,0.00853,0.00853,0.00853,0.00853
s_44,173.12900000000002,-41.389,0.00677,0.00677,0.00677,0.00677,0.00677
s_45,173.539,-42.416,0.00581,0.00581,0.00581,0.00581,0.00581
s_46,174.776,-41.301,0.00492,0.00492,0.00492,0.00492,0.00492
s_47,172.90499999999997,-41.762,0.00456,0.00456,0.00456,0.00456,0.00456
s_48,175.226,-40.461,0.00452,0.00452,0.00452,0.00452,0.00452
s_49,175.57299999999998,-40.214,0.00448,0.00448,0.00448,0.00448,0.00448
s_5,172.62400000000002,-43.566,0.24653,0.24653,0.24653,0.24653,0.24653
s_50,175.709,-40.649,0.00323,0.00323,0.00323,0.00323,0.00323
s_51,174.779,-41.288,0.00293,0.00293,0.00293,0.00293,0.00293
s_52,176.101,-40.202,0.00251,0.00251,0.00251,0.00251,0.00251
s_53,172.08943999999997,-43.58806,0.75202,0.75202,0.75202,0.75202,0.75202
s_54,172.70916999999997,-43.58111,0.61832,0.61832,0.61832,0.61832,0.61832
s_59,171.95972,-43.54139,0.4613,0.4613,0.4613,0.4613,0.4613
s_6,172.495,-43.369,0.24647,0.24647,0.24647,0.24647,0.24647
s_60,172.10194,-43.49139,0.45838,0.45838,0.45838,0.45838,0.45838
s_62,172.46778,-43.62472,0.41026,0.41026,0.41026,0.41026,0.41026
s_64,172.38083,-43.59444,0.38157,0.38157,0.38157,0.38157,0.38157
s_68,172.66361,-43.37806,0.34371,0.34371,0.34371,0.34371,0.34371
s_69,172.72222,-43.60556,0.3323,0.3323,0.3323,0.3323,0.3323
s_7,172.647,-43.538,0.2304,0.2304,0.2304,0.2304,0.2304
s_73,172.47194000000002,-43.55167,0.29769,0.29769,0.29769,0.29769,0.29769
s_76,172.19777999999997,-43.66917,0.25024,0.25024,0.25024,0.25024,0.25024
s_77,172.62417,-43.56722,0.24827,0.24827,0.24827,0.24827,0.24827
s_78,172.635,-43.52361,0.2463,0.2463,0.2463,0.2463,0.2463
s_79,172.68277999999998,-43.5275,0.23173,0.23173,0.23173,0.23173,0.23173
s_8,172.60699999999997,-43.493,0.22693,0.22693,0.22693,0.22693,0.22693
s_80,172.64639,-43.53944,0.20217,0.20217,0.20217,0.20217,0.20217
s_81,172.52999999999997,-43.48472,0.20049,0.20049,0.20049,0.20049,0.20049
s_83,172.62611000000004,-43.53556,0.19781,0.19781,0.19781,0.19781,0.19781
s_85,172.02306,-43.75306,0.1933,0.1933,0.1933,0.1933,0.1933
s_86,172.71778,-43.49722,0.18737,0.18737,0.18737,0.18737,0.18737
s_88,172.66332999999997,-43.50694,0.1794,0.1794,0.1794,0.1794,0.1794
s_89,172.61972000000003,-43.53111,0.1743,0.1743,0.1743,0.1743,0.1743
s_9,172.623,-43.575,0.21667,0.21667,0.21667,0.21667,0.21667
s_90,172.60667,-43.49444,0.17312,0.17312,0.17312,0.17312,0.17312
s_91,172.59582999999998,-43.27611,0.16269,0.16269,0.16269,0.16269,0.16269
s_92,171.92889000000002,-43.33972,0.1605,0.1605,0.1605,0.1605,0.1605
s_95,172.70500000000004,-42.96472,0.15069,0.15069,0.15069,0.15069,0.15069
s_96,172.03805999999997,-43.3275,0.14681,0.14681,0.14681,0.14681,0.14681
s_97,172.25221999999997,-43.81028,0.1437,0.1437,0.1437,0.1437,0.1437
s_98,170.82861000000003,-44.10194,0.12428,0.12428,0.12428,0.12428,0.12428
s_99,171.23667,-43.92361,0.1192,0.1192,0.1192,0.1192,0.1192
t_0,168.79623000000004,-46.60355,0.0029094273,0.0027012038,0.0022541124,0.0027489318,0.00334362
t_1,168.88606,-46.60355,0.001397244,0.0010735152,0.0011829752,0.0016136685,0.001461214
t_10,169.24539,-46.60355,0.0015892413,0.0012543672,0.0015352477,0.0018721462,0.0016113269
t_100,168.52674000000002,-46.1698,0.002222825,0.0018579117,0.001871816,0.0022960443,0.0024403196
t_1000,167.89792,-45.79527,0.0014480521,0.0011656028,0.0014199083,0.0016809881,0.0014673668
t_1001,168.07758,-45.79527,0.0018377178,0.0014901486,0.001843767,0.0021359527,0.0018493336
t_1002,168.16741000000002,-45.79527,0.0033567161,0.00309053,0.0030557176,0.0033189033,0.0035702595
t_1003,167.80809,-45.79527,0.0013968933,0.0011047886,0.0013110788,0.0016008891,0.0014417772
t_1004,167.89792,-45.7326,0.0022382913,0.001947696,0.0019599635,0.0022893918,0.002400019
t_1005,167.80809,-45.7326,0.001371103,0.0010488036,0.0012802003,0.0016130981,0.0014216519
t_1006,168.07758,-45.7326,0.0027856985,0.0024218927,0.0025610935,0.0029496108,0.002888954
t_1007,167.98775,-45.7326,0.0017368443,0.0013757198,0.0017073726,0.0020332297,0.0017655418
t_1008,168.16741000000002,-45.7326,0.005298626,0.0048868493,0.0048618433,0.0048716683,0.0056658234
t_1009,168.07758,-45.66986,0.003053176,0.002636934,0.0028055666,0.0032376843,0.0031737264
t_101,168.34708,-46.1698,0.0028346754,0.0025294707,0.0023271046,0.0026687707,0.0031854226
t_1010,168.25724000000002,-45.66986,0.00838998,0.0067817923,0.008159746,0.007825014,0.008641438
t_1011,168.52674000000002,-45.66986,0.0023626823,0.0018242465,0.0023593402,0.0026953102,0.002468775
t_1012,168.34708,-45.60706,0.0059642205,0.005475578,0.005476961,0.005370996,0.006518676
t_1013,168.25724000000002,-45.60706,0.0044824,0.0040119314,0.0042834557,0.004666864,0.004625684
t_1014,168.43691,-45.60706,0.0049688094,0.0045429673,0.0045129475,0.0045358352,0.005504442
t_1015,168.52674000000002,-45.60706,0.0024320947,0.0018784672,0.0024435816,0.0027622979,0.002546266
t_1016,168.52674000000002,-45.54418,0.0034923472,0.0029751519,0.003217809,0.0034855683,0.0038207958
t_1017,168.43691,-45.54418,0.002663238,0.0020946404,0.002672286,0.002968905,0.0027867418
t_1018,168.25724000000002,-45.54418,0.0026325912,0.002073855,0.0026687754,0.0030412138,0.0026957153
t_1019,168.34708,-45.54418,0.002907637,0.0023363293,0.002763032,0.0032071553,0.0030227166
t_102,166.90976999999998,-46.23198,0.0016346258,0.0014972852,0.0011596682,0.001580749,0.0018666852
t_1020,167.53859,-45.66986,0.0011751854,0.00086983107,0.0010317223,0.001387157,0.0012431755
t_1021,167.71826,-45.66986,0.0023287134,0.0020405038,0.0019079541,0.0022527417,0.0026057495
t_1022,167.62842,-45.66986,0.0015176133,0.0011852899,0.001241524,0.001664058,0.0016306624
t_1023,167.44876,-45.60706,0.001162215,0.00087209645,0.0010225964,0.0013603331,0.0012278514
t_1024,167.62842,-45.60706,0.0014388725,0.0010975705,0.0012132676,0.0016219605,0.0015345404
t_1025,167.71826,-45.60706,0.0018257276,0.0014714289,0.0015206999,0.0019367061,0.0019853897
t_1026,167.53859,-45.60706,0.0014210892,0.0010978334,0.001160103,0.0015765831,0.0015220117
t_1027,167.53859,-45.54418,0.0020787492,0.0017910177,0.0016852914,0.0020406756,0.002327139
t_1028,167.44876,-45.54418,0.0011889284,0.000899575,0.0010615299,0.0013878712,0.0012528307
t_1029,167.71826,-45.54418,0.002427201,0.0021017077,0.002002316,0.002353357,0.0027273723
t_103,166.9996,-46.23198,0.0016257855,0.0014632271,0.0011212043,0.0015900634,0.0018720165
t_1030,168.16741000000002,-45.66986,0.004178989,0.0037291877,0.004014779,0.004480483,0.004217512
t_1031,167.98775,-45.66986,0.0019081248,0.0014999144,0.0018518319,0.0022088643,0.0019601586
t_1032,167.89792,-45.66986,0.0018347261,0.0014557408,0.0016118127,0.0020421024,0.0019213594
t_1033,167.80809,-45.66986,0.0014721119,0.0011202341,0.0013622934,0.0017127511,0.001540785
t_1034,167.89792,-45.60706,0.0016757849,0.0012779873,0.0015797066,0.001946185,0.0017516469
t_1035,168.07758,-45.60706,0.0032329182,0.0028096728,0.0029353215,0.0033369842,0.0034294317
t_1036,167.98775,-45.60706,0.0019098407,0.0014762643,0.0018432434,0.0022205305,0.001976549
t_1037,167.80809,-45.60706,0.0019275573,0.0015525079,0.0016349143,0.0020579004,0.0020792244
t_1038,168.16741000000002,-45.60706,0.0033533943,0.0028149933,0.0031661792,0.0036995786,0.003400991
t_1039,167.98775,-45.54418,0.0018788298,0.0014335805,0.0018038438,0.002181344,0.0019614422
t_104,166.9996,-46.1698,0.00069820543,0.0005031808,0.00055326155,0.0008634665,0.000730847
t_1040,168.16741000000002,-45.54418,0.002516695,0.0019856428,0.0025137737,0.0028854301,0.0025876332
t_1041,168.07758,-45.54418,0.002334511,0.001842088,0.0022134562,0.0026241168,0.0024306925
t_1042,167.80809,-45.54418,0.0031081843,0.0027631614,0.0025707816,0.0028312022,0.0035399324
t_1043,167.89792,-45.54418,0.0025061306,0.002118124,0.0021516697,0.0025343292,0.0027560068
t_1044,167.80809,-45.48123,0.0021040163,0.0017030832,0.001788009,0.002202212,0.0023013004
t_1045,167.89792,-45.48123,0.0025197126,0.0021153844,0.00216381,0.0025421514,0.002784311
t_1046,168.16741000000002,-45.48123,0.0022427745,0.0017277127,0.002214613,0.0025723933,0.0023406225
t_1047,168.07758,-45.48123,0.002458803,0.001965719,0.0021975918,0.0026480095,0.0026156818
t_1048,167.98775,-45.48123,0.002225606,0.0017611375,0.001956434,0.0024059657,0.0023774833
t_1049,167.80809,-45.41821,0.0021072822,0.0016916214,0.0017983272,0.002213026,0.0023046045
t_105,166.90976999999998,-46.1698,0.0007170943,0.00053541467,0.00058745773,0.0008701427,0.00074435864
t_1050,167.62842,-45.54418,0.0027371836,0.002467147,0.002203168,0.002490487,0.0031327165
t_1051,167.71826,-45.48123,0.0022268097,0.0018663758,0.0018581208,0.002238203,0.0024783334
t_1052,167.53859,-45.48123,0.0029182644,0.0027134498,0.0023352455,0.0025782224,0.003366195
t_1053,167.44876,-45.48123,0.001554676,0.0012582252,0.0012853626,0.0016582619,0.0016726397
t_1054,167.62842,-45.48123,0.0023607784,0.002047482,0.00193586,0.0022790735,0.0026602284
t_1055,167.53859,-45.41821,0.0014268848,0.001086242,0.0012871013,0.001619213,0.0015195013
t_1056,167.44876,-45.41821,0.0012934672,0.0009894079,0.0011718109,0.0014879075,0.0013659999
t_1057,167.71826,-45.41821,0.0036890912,0.003494454,0.0029972084,0.0033466222,0.0043130945
t_1058,167.62842,-45.41821,0.0014532405,0.001088977,0.0013226754,0.0016726002,0.0015472982
t_1059,167.53859,-45.35512,0.0017394776,0.0013816956,0.0014527645,0.0018567268,0.0018877415
t_106,166.73010999999997,-46.1698,0.00083987653,0.0007289279,0.0008279386,0.00094986183,0.0008371774
t_1060,168.52674000000002,-45.48123,0.003161613,0.0026011763,0.0029313758,0.0032507025,0.0034249553
t_1061,168.34708,-45.48123,0.002552224,0.0019938347,0.002552796,0.0028537062,0.0026775706
t_1062,168.43691,-45.48123,0.0024464147,0.0018845691,0.0024653613,0.0027678236,0.002570469
t_1063,168.25724000000002,-45.48123,0.0023795813,0.0018403297,0.002375899,0.0027195325,0.0024811365
t_1064,168.25724000000002,-45.41821,0.0022683924,0.0017358323,0.0022523697,0.0025754538,0.002390132
t_1065,168.52674000000002,-45.41821,0.0024871125,0.0019096142,0.0025222462,0.0027810698,0.0026350783
t_1066,168.43691,-45.41821,0.0025800886,0.0020084437,0.0025739125,0.0028346074,0.002739607
t_1067,168.34708,-45.41821,0.002446438,0.0018918084,0.0024412288,0.0027270468,0.0025874297
t_1068,168.34708,-45.35512,0.0027819462,0.0022163398,0.0025635224,0.0029365127,0.0029912626
t_1069,168.43691,-45.35512,0.0024457802,0.0018741168,0.0024716994,0.0027331384,0.0025958375
t_107,166.81993999999997,-46.1698,0.0007448505,0.0005864757,0.00065261836,0.0008846514,0.0007607929
t_1070,167.98775,-45.41821,0.0018456656,0.0013879458,0.0017660623,0.0021247233,0.0019535536
t_1071,168.07758,-45.41821,0.003530549,0.0031376986,0.003088833,0.0033163289,0.003969339
t_1072,168.16741000000002,-45.41821,0.0023291826,0.0018098722,0.002213758,0.0025765777,0.002469976
t_1073,167.89792,-45.41821,0.0023566447,0.0019256728,0.0020348679,0.0024324516,0.0025888295
t_1074,167.89792,-45.35512,0.0022323944,0.0017799209,0.0019384188,0.0023513648,0.0024339522
t_1075,167.80809,-45.35512,0.0026357875,0.0022436103,0.0022388007,0.0025780448,0.0029611425
t_1076,168.07758,-45.35512,0.0020187707,0.0015276157,0.0019576878,0.0022908305,0.0021449646
t_1077,167.98775,-45.35512,0.002857915,0.0024201435,0.002494857,0.0028203,0.0031874313
t_1078,168.16741000000002,-45.35512,0.0021547838,0.0016399453,0.0021137134,0.0024309568,0.0022877199
t_1079,168.07758,-45.29196,0.002131662,0.001627033,0.0020665072,0.002371755,0.0022784933
t_108,167.17926999999997,-46.23198,0.0008125193,0.0005897988,0.000574305,0.0009614418,0.000869204
t_1080,168.52674000000002,-45.35512,0.0026290354,0.0020367233,0.0026693917,0.0028856287,0.0027993263
t_1081,168.25724000000002,-45.35512,0.0022426245,0.0017080574,0.0022264232,0.0025316172,0.002377584
t_1082,168.52674000000002,-45.29196,0.0026906864,0.0020865605,0.0027480158,0.00294284,0.00286811
t_1083,168.25724000000002,-45.29196,0.0040571606,0.0036314372,0.0036400415,0.0037182264,0.004600274
t_1084,168.34708,-45.29196,0.002354065,0.001793134,0.0023700993,0.0026418671,0.0025020046
t_1085,168.43691,-45.29196,0.00284709,0.00225385,0.0026702755,0.003014882,0.003059572
t_1086,168.43691,-45.22873,0.0027142912,0.0021132487,0.002744207,0.0029421311,0.0029019462
t_1087,168.25724000000002,-45.22873,0.0024217747,0.0018637473,0.0024135052,0.002663255,0.0025891766
t_1088,168.52674000000002,-45.22873,0.0032140675,0.002594804,0.003045771,0.003318446,0.0034727785
t_1089,168.34708,-45.22873,0.0031996553,0.0026376871,0.0029665385,0.003233244,0.0035090083
t_109,167.08943,-46.23198,0.0009200415,0.0007059341,0.00064916984,0.0010341243,0.0010021037
t_1090,169.24539,-45.63847,0.0028563794,0.0022233562,0.0029863464,0.0031397329,0.0030263264
t_1091,169.20047999999997,-45.63847,0.0027947247,0.0021699206,0.0029095013,0.0030765636,0.002963721
t_1092,169.15556000000004,-45.63847,0.00270436,0.0020889032,0.0028064968,0.0029943213,0.0028679236
t_1093,169.15556000000004,-45.60706,0.0027954932,0.002170607,0.0029112406,0.0030769769,0.0029646705
t_1094,169.11064,-45.60706,0.0027384653,0.002121262,0.0028401297,0.0030188614,0.002906497
