# 19920413_M5.3_Roermond median gmf, Stations:None, gmlt:GEM, Rupture:Ahorneretal1994
custom_site_id,lon,lat,ESHM20Craton,"ESHM20Craton
epsilon=-1.355630","ESHM20Craton
epsilon=1.355630","ESHM20Craton
site_epsilon=-1.732051","ESHM20Craton
site_epsilon=1.732051","KothaEtAl2020ESHM20SlopeGeology
sigma_mu_epsilon = 1.73205100
c3_epsilon = 1.73205100"
t_1038,9.000400000000013,48.94656,0.001620349,0.00085972744,0.0030539108,0.00069038844,0.0038029763,0.0014378882
t_1039,9.174360000000007,48.9478,0.0014904328,0.00079079624,0.0028090547,0.0006350348,0.00349806,0.0013372448
t_1040,9.348320000000001,48.9489,0.0014067423,0.00074639166,0.0026513212,0.00059922226,0.0033024875,0.0012856774
t_1041,9.086430000000007,49.00447,0.0017021691,0.00090313965,0.0032081192,0.0007524613,0.003850536,0.0015223536
t_1042,9.260500000000008,49.00564,0.0014857549,0.00078831427,0.002800238,0.0006326819,0.003489064,0.0012882749
t_1043,8.998410000000007,49.06107,0.001724477,0.0009149758,0.0032501633,0.00073475455,0.0040473663,0.0018256024
t_1044,9.17258000000001,49.06232,0.0016216624,0.00086042425,0.0030563863,0.0006909481,0.0038060586,0.001621341
t_1045,9.346749999999986,49.06342,0.0014880757,0.00078954565,0.002804612,0.0006340255,0.0034925556,0.001235648
t_1046,9.084550000000007,49.11892,0.0016619889,0.0008818208,0.0031323906,0.00070812897,0.003900712,0.001370475
t_1047,8.914469999999994,48.88858,0.0015490598,0.0008219027,0.0029195503,0.00065999874,0.0036357439,0.0012904019
t_1048,8.65249,48.94366,0.0017201201,0.0009126641,0.0032419518,0.00073253154,0.0040391614,0.0015139445
t_1049,8.826439999999991,48.94518,0.001735089,0.0009206063,0.003270164,0.0007392758,0.004072274,0.0015270638
t_1050,8.738310000000013,49.00171,0.0018349834,0.00097360846,0.0034584373,0.0007818381,0.004306728,0.0015160443
t_1051,8.91237000000001,49.00316,0.0016487298,0.00087478576,0.0031074008,0.00070077897,0.0038789837,0.001360668
t_1052,8.650080000000003,49.05817,0.0018379193,0.0009751663,0.003463971,0.00078308856,0.0043136217,0.0012984719
t_1053,8.824240000000003,49.05969,0.0017458576,0.00092632,0.00329046,0.00074378424,0.0040979874,0.0014921873
t_1054,8.73599999999999,49.11616,0.0019969651,0.0010595531,0.0037637285,0.00086836895,0.0045923684,0.0014850189
t_1055,8.910269999999997,49.11761,0.0018992424,0.0010077031,0.003579548,0.000831701,0.0043370416,0.0016276038
t_1056,8.647660000000002,49.17257,0.0019639728,0.0010420479,0.003701547,0.0008353369,0.004617525,0.0013599405
t_1057,9.434570000000008,49.00667,0.0014088908,0.0007475316,0.0026553704,0.0005988374,0.0033147116,0.0012105866
t_1058,9.608650000000011,49.00757,0.0013550628,0.0007189714,0.0025539196,0.0005773572,0.0031803453,0.0012428673
t_1059,9.782730000000015,49.00832,0.0012650512,0.00067121297,0.0023842726,0.00053882715,0.0029700703,0.0010391623
t_1060,9.520929999999993,49.06438,0.0015111649,0.0008017963,0.002848129,0.0006473702,0.0035275326,0.0013635366
t_1061,9.695120000000003,49.06521,0.0013519306,0.0007173095,0.002548016,0.0005760226,0.0031729937,0.0011919506
t_1062,9.86930000000001,49.06589,0.0013557172,0.00071931863,0.0025551529,0.0005828446,0.0031534461,0.0012426391
t_1063,9.43311,49.12113,0.0014882304,0.0007896277,0.0028049038,0.00063256006,0.003501375,0.0012282754
t_1064,9.607400000000013,49.12202,0.001407309,0.0007466923,0.0026523892,0.0005993765,0.003304298,0.0012143406
t_1065,9.781689999999998,49.12278,0.0015959825,0.000846799,0.0030079866,0.00079639425,0.0031983657,0.0014909612
t_1066,9.519569999999987,49.17878,0.0016483932,0.0008746072,0.0031067664,0.00076164864,0.0035675245,0.00164327
t_1067,8.38748000000001,49.11285,0.0025141858,0.0013339808,0.004738547,0.0012187001,0.0051867813,0.0020928658
t_1068,8.561739999999986,49.11457,0.002223094,0.0011795328,0.0041899187,0.0010898553,0.004534682,0.001733181
t_1069,8.298930000000013,49.16911,0.0025849543,0.0013715293,0.004871926,0.0012898805,0.005180316,0.0019074463
t_1070,8.473289999999992,49.17091,0.0025393614,0.0013473385,0.0047859955,0.0012536466,0.005143679,0.001663584
t_1071,8.210270000000008,49.22531,0.0028434172,0.0015086649,0.005359057,0.0013982852,0.005782098,0.001875605
t_1072,8.384739999999994,49.22717,0.0026978224,0.001431415,0.005084651,0.0013076159,0.0055660424,0.002055804
t_1073,8.559210000000007,49.2289,0.0025595021,0.0013580248,0.0048239552,0.0012726266,0.0051476615,0.0016563035
t_1074,8.29607999999999,49.28337,0.0028730151,0.0015243691,0.0054148408,0.0014132847,0.005840448,0.0020211332
t_1075,8.470650000000006,49.28517,0.0027204626,0.0014434275,0.0051273215,0.0013374866,0.005533451,0.002208732
t_1076,8.207310000000007,49.33951,0.003064121,0.0016257663,0.005775023,0.0015232009,0.0061638863,0.0020240662
t_1077,9.258820000000014,49.1201,0.0015731569,0.0008346882,0.002964967,0.000670212,0.0036925972,0.0013358803
t_1078,8.996409999999997,49.17547,0.0018968994,0.0010064599,0.003575132,0.00082199444,0.004377435,0.0016450243
t_1079,9.17079000000001,49.17671,0.0020142987,0.0010687499,0.0037963975,0.0010048948,0.004037636,0.001628354
t_1080,9.34518,49.17781,0.0015732684,0.00083474733,0.002965177,0.00066946546,0.0036972384,0.0013681843
t_1081,9.082650000000001,49.23325,0.0019603167,0.001040108,0.0036946563,0.00091097225,0.0042183963,0.0017240006
t_1082,9.257139999999993,49.23443,0.0018203772,0.0009658587,0.0034309088,0.00081551884,0.0040633925,0.0015315291
t_1083,8.994400000000013,49.28973,0.0018699856,0.00099218,0.0035244068,0.0007966099,0.004389659,0.0015576681
t_1084,9.169000000000011,49.29097,0.0017634144,0.0009356353,0.0033235496,0.0007495247,0.004148803,0.0013991867
t_1085,9.34360000000001,49.29208,0.0016622111,0.0008819387,0.0031328094,0.00070772576,0.0039039778,0.0014116667
t_1086,9.080749999999995,49.34746,0.0018699305,0.0009921507,0.0035243032,0.0007947985,0.004399405,0.0014376057
t_1087,9.693960000000004,49.1796,0.0015609963,0.00082823593,0.0029420473,0.0007253636,0.0033592936,0.0013993856
t_1088,9.868359999999996,49.18029,0.0015917664,0.00084456196,0.0030000403,0.0007942904,0.0031899165,0.0014858672
t_1089,9.431639999999987,49.23546,0.0015710026,0.0008335451,0.0029609064,0.0006693617,0.0036871682,0.0014133707
t_1090,9.60614000000001,49.23635,0.0017183198,0.0009117089,0.0032385588,0.00085744064,0.0034435305,0.0014825913
t_1091,9.780640000000005,49.23711,0.0013979982,0.00074175216,0.0026348408,0.00059420755,0.0032890846,0.0010980855
t_1092,9.518200000000007,49.29304,0.0015663751,0.0008310899,0.002952185,0.0006670048,0.0036784308,0.0013379091
t_1093,9.692810000000009,49.29387,0.0014759023,0.00078308664,0.0027816684,0.00062797515,0.0034687477,0.0015049514
t_1094,9.86742000000001,49.29455,0.0014754741,0.00078285945,0.0027808617,0.00062866096,0.003462954,0.0013548916
t_1095,9.43016,49.34966,0.0016570274,0.0008791883,0.0031230396,0.00070546044,0.0038921244,0.0014175813
t_1096,9.604880000000009,49.35056,0.0015595477,0.00082746736,0.0029393171,0.00066402985,0.0036627708,0.0013353142
t_1097,8.822030000000012,49.17409,0.0019586103,0.0010392027,0.0036914402,0.00083451223,0.0045968825,0.0013828194
t_1098,8.733679999999993,49.23049,0.0020580525,0.0010919648,0.003878861,0.0008768819,0.004830274,0.0016132843
t_1099,8.90816000000001,49.23194,0.0018667739,0.000990476,0.0035183537,0.0007953583,0.004381478,0.0013071956
t_1100,8.645229999999998,49.28683,0.0025736867,0.0013655508,0.0048506893,0.001277261,0.00518599,0.0018381317
t_1101,8.81980999999999,49.28835,0.001981785,0.0010514988,0.0037351183,0.00084360485,0.004655583,0.0014193836
t_1102,8.731359999999995,49.34469,0.00210644,0.0011176384,0.0039700586,0.00089532486,0.0049558436,0.0014144265
t_1103,8.906049999999993,49.34614,0.0019852875,0.0010533571,0.0037417193,0.0008450587,0.0046640155,0.0013772239
t_1104,8.642799999999994,49.40097,0.002745443,0.0014566816,0.0051744026,0.0013207952,0.005706757,0.0018920618
t_1105,8.817589999999996,49.40249,0.00211029,0.0011196812,0.0039773146,0.0008969613,0.0049649016,0.0012602282
t_1106,8.729029999999995,49.45877,0.0022460774,0.0011917275,0.0042332364,0.00095467654,0.0052843695,0.0014251735
t_1107,9.779590000000013,49.35131,0.00146792,0.0007788514,0.0027666243,0.0006249798,0.0034477743,0.0012388446
t_1108,9.516829999999999,49.40718,0.0016781874,0.0008904154,0.0031629202,0.00071503205,0.003938723,0.0014439052
t_1109,9.69165000000001,49.40801,0.0015507648,0.0008228073,0.0029227638,0.00066033914,0.0036418734,0.0013048608
t_1110,9.866479999999996,49.40869,0.0014580804,0.0007736307,0.0027480794,0.00062125013,0.0034221294,0.0013067018
t_1111,9.428689999999989,49.46374,0.0019185032,0.0010179225,0.0036158492,0.00086858874,0.004237511,0.0016254459
t_1112,9.603610000000003,49.46463,0.0017542639,0.0009307802,0.0033063034,0.00074751186,0.004116914,0.0015079959
t_1113,9.778539999999992,49.46539,0.0015398536,0.00081701804,0.0029021993,0.0006560555,0.0036142506,0.0012884014
t_1114,9.51545999999999,49.52119,0.001923717,0.0010206889,0.0036256758,0.0008882055,0.0041664764,0.001664075
t_1115,9.690499999999986,49.52202,0.0016276588,0.00086360594,0.0030676879,0.0006922918,0.003826816,0.001333717
t_1116,9.865530000000007,49.5227,0.0016991625,0.0009015444,0.0032024526,0.00079094875,0.0036502404,0.0014777419
t_1117,10.914449999999988,49.06709,0.0009775879,0.0005186902,0.0018424835,0.00042520717,0.002247559,0.00089094474
t_1118,10.740250000000003,49.06724,0.001035223,0.0005492703,0.0019511097,0.00045246838,0.0023685338,0.0009515715
t_1119,10.566059999999993,49.06725,0.0010273284,0.00054508157,0.0019362307,0.00043771812,0.0024111492,0.00092476374
t_1120,11.00175999999999,49.12417,0.0009792134,0.0005195526,0.001845547,0.00043568586,0.002200803,0.00094087946
t_1121,10.827460000000002,49.12439,0.0010345108,0.0005488924,0.0019497675,0.00045940393,0.0023295677,0.000947448
t_1122,10.47887,49.12441,0.0010618382,0.0005633919,0.0020012723,0.00045213374,0.0024937321,0.00096535386
t_1123,10.653169999999989,49.12447,0.0010409659,0.00055231736,0.0019619334,0.00044352864,0.0024431567,0.00095231447
t_1124,10.914780000000007,49.18148,0.00094089354,0.00049922086,0.0017733248,0.00040013873,0.0022124343,0.0008524673
t_1125,10.740370000000013,49.18163,0.0011314583,0.00060033106,0.0021324868,0.0005491981,0.0023310313,0.0010220724
t_1126,10.565969999999993,49.18164,0.0011875781,0.0006301071,0.002238257,0.00056659064,0.0024891722,0.0011018902
t_1127,11.350349999999992,49.12332,0.00080328056,0.00042620592,0.0015139623,0.00034142777,0.0018898863,0.00069134426
t_1128,11.176060000000007,49.12382,0.0009439722,0.0005008543,0.0017791272,0.00043774297,0.0020356318,0.0008841716
t_1129,11.612380000000002,49.1795,0.0008154666,0.0004326716,0.0015369295,0.00035789274,0.0018580589,0.0007899894
t_1130,11.43798000000001,49.1802,0.0008030856,0.0004261025,0.0015135949,0.00034217408,0.0018848492,0.000746496
t_1131,11.26357999999999,49.18077,0.00093808275,0.00049772946,0.0017680272,0.00043839245,0.002007332,0.000862424
t_1132,11.089179999999999,49.18119,0.00095410337,0.0005062297,0.0017982216,0.00040881566,0.0022267082,0.00085477886
t_1133,11.700220000000002,49.23624,0.00084268843,0.000447115,0.0015882351,0.00040690895,0.0017451663,0.00075277005
t_1134,11.525720000000007,49.23702,0.000803228,0.000426178,0.0015138632,0.00034223474,0.0018851833,0.0008820535
t_1135,11.351210000000009,49.23765,0.00095426466,0.0005063153,0.0017985256,0.0004720558,0.0019290538,0.00084378646
t_1136,11.176710000000014,49.23815,0.0009638493,0.00051140075,0.00181659,0.00043245216,0.002148227,0.0010472361
t_1137,10.304570000000012,49.12421,0.0011233056,0.00059600535,0.0021171211,0.00047860263,0.0026364576,0.0010303075
t_1138,10.042759999999987,49.18083,0.0013953843,0.0007403653,0.0026299146,0.000651785,0.0029873308,0.001308649
t_1139,10.217160000000007,49.18124,0.0012631911,0.000670226,0.0023807667,0.00053821283,0.0029647227,0.0011765525
t_1140,10.391570000000002,49.18151,0.0012378207,0.0006567649,0.0023329505,0.0005714281,0.0026813524,0.0010926703
t_1141,9.95514,49.23773,0.0014992633,0.0007954816,0.0028256977,0.0007293356,0.0030819701,0.0015018658
t_1142,10.129649999999998,49.2382,0.0015149174,0.0008037873,0.0028552013,0.00075543666,0.0030379442,0.0013835173
t_1143,10.304159999999996,49.23854,0.0013470764,0.000714734,0.0025388673,0.0006674208,0.0027188468,0.0013400723
t_1144,10.042030000000011,49.2951,0.0014944196,0.00079291157,0.0028165686,0.00073124317,0.0030541,0.0014185779
t_1145,10.216649999999987,49.29551,0.0013900449,0.00073753233,0.0026198511,0.0006619157,0.0029191405,0.0012888956
t_1146,10.391259999999988,49.29578,0.0011922207,0.0006325704,0.002247007,0.0005079744,0.0027981533,0.001095634
t_1147,11.002199999999988,49.2385,0.0009318232,0.0004944083,0.0017562297,0.00039701725,0.0021870446,0.0008629621
t_1148,10.82768999999999,49.23872,0.0010135709,0.0005377821,0.0019103015,0.00043185637,0.0023788603,0.00091664214
t_1149,10.478669999999994,49.23874,0.0011685872,0.0006200309,0.0022024645,0.00049790466,0.0027426858,0.0010405572
t_115,7.477239999999995,47.66126,0.0012290514,0.00065211207,0.0023164228,0.0006057302,0.0024937955,0.0008782083
t_1150,10.653179999999992,49.2388,0.0012051574,0.0006394344,0.0022713891,0.0006013745,0.002415141,0.0010284934
t_1151,10.915109999999999,49.29575,0.0010645505,0.0005648309,0.0020063838,0.00047251955,0.002398351,0.0010522633
t_1152,10.740489999999994,49.2959,0.0012728061,0.00067532755,0.0023988883,0.0006231165,0.0025998917,0.0013750768
t_1153,10.565879999999993,49.2959,0.0010979436,0.00058254873,0.002069321,0.00046761552,0.0025779305,0.001001888
t_1154,11.002639999999985,49.35271,0.0010669511,0.00056610466,0.0020109084,0.00048764088,0.0023344737,0.0009644624
t_1155,10.827920000000006,49.35292,0.0012600165,0.0006685416,0.0023747834,0.0006258976,0.0025365832,0.0011392204
t_1156,10.478469999999987,49.35294,0.0011539394,0.0006122591,0.0021748575,0.00049162115,0.0027085412,0.0010553589
t_1157,11.613560000000007,49.29376,0.00077667966,0.00041209196,0.0014638269,0.00033090918,0.0018229511,0.0007671518
t_1158,11.438950000000006,49.29447,0.00085931167,0.000455935,0.0016195654,0.0003661305,0.0020168123,0.0008057391
t_1159,11.264340000000004,49.29503,0.00095635577,0.0005074248,0.0018024668,0.00043224654,0.00211596,0.00094089506
t_116,7.64885000000001,47.66375,0.0010238851,0.00054325466,0.001929741,0.00043625096,0.0024030681,0.0007352711
t_1160,11.089730000000003,49.29546,0.0010055428,0.0005335226,0.0018951708,0.00044715081,0.0022612424,0.0009062165
t_1161,11.701510000000013,49.35044,0.0008734226,0.000463422,0.0016461607,0.00042575708,0.0017917895,0.0007844436
t_1162,11.526800000000009,49.35122,0.00082706916,0.00043882773,0.0015587972,0.00035239285,0.0019411388,0.0007798946
t_1163,11.35208,49.35185,0.00092753145,0.00049213116,0.0017481409,0.00040211403,0.0021394794,0.0008759653
t_1164,11.177359999999993,49.35235,0.0009951431,0.00052800466,0.0018755703,0.00044363397,0.002232268,0.00092630833
t_1165,11.614750000000015,49.4079,0.0008167147,0.00043333383,0.0015392819,0.00034798108,0.0019168368,0.0008012158
t_1166,11.43992,49.40861,0.000884976,0.00046955203,0.0016679356,0.00037706541,0.0020770468,0.00082849956
t_1167,9.954309999999992,49.35193,0.0014959691,0.00079373375,0.002819489,0.0006548524,0.0034174472,0.0013380733
t_1168,10.12903,49.35241,0.001400029,0.00074282975,0.0026386685,0.000604434,0.003242838,0.0012286323
t_1169,10.303750000000008,49.35274,0.0013385658,0.00071021845,0.0025228274,0.00059806794,0.0029959113,0.0012130511
t_117,7.82047,47.6661,0.0009631105,0.0005110087,0.0018151975,0.00040973254,0.0022638715,0.0006822002
t_1170,10.041300000000007,49.40924,0.0015005242,0.00079615065,0.0028280744,0.0006729754,0.003345699,0.0013004574
t_1171,10.216129999999993,49.40965,0.0015849299,0.0008409347,0.0029871557,0.00078803004,0.0031876992,0.0014802895
t_1172,10.390960000000007,49.40991,0.0012868076,0.0006827564,0.0024252771,0.0005482752,0.0030201506,0.0010974915
t_1173,9.95347000000001,49.466,0.0014561629,0.0007726133,0.0027444651,0.0006204333,0.0034176281,0.0012978348
t_1174,10.1284,49.46648,0.0014741337,0.0007821483,0.0027783355,0.0006482875,0.0033520162,0.0013746278
t_1175,10.303339999999992,49.46682,0.0013579682,0.000720513,0.0025593953,0.0005785948,0.0031871656,0.0012125715
t_1176,10.040570000000002,49.52325,0.0014806574,0.0007856096,0.0027906306,0.0006308696,0.0034751177,0.0012300613
t_1177,10.653189999999995,49.353,0.0011700771,0.00062082143,0.0022052724,0.00050500064,0.002711047,0.0010375314
t_1178,10.91543999999999,49.40989,0.0010376303,0.00055054756,0.0019556468,0.0004421074,0.0024353277,0.0009831887
t_1179,10.740620000000007,49.41003,0.0013221863,0.00070152775,0.0024919563,0.0006552145,0.0026680983,0.0011368953
t_118,7.561200000000014,47.72047,0.0010255506,0.00054413837,0.0019328801,0.00043694576,0.0024070588,0.00072098017
t_1180,10.565789999999993,49.41004,0.0011454845,0.000607773,0.0021589221,0.00048806137,0.0026884626,0.0010417068
t_1181,11.003080000000011,49.46678,0.0012302294,0.0006527371,0.002318643,0.0006062364,0.002496492,0.0012084217
t_1182,10.82813999999999,49.467,0.0011888657,0.0006307903,0.0022406839,0.0005587286,0.002529675,0.0011367465
t_1183,10.478270000000009,49.46702,0.0012007754,0.0006371094,0.0022631304,0.00051124603,0.002820289,0.001109659
t_1184,10.653210000000001,49.46708,0.001129466,0.0005992739,0.0021287317,0.00048122765,0.0026509147,0.0010045617
t_1185,10.915780000000012,49.5239,0.0012721427,0.00067497557,0.002397638,0.00063462567,0.0025500816,0.0011539416
t_1186,10.740739999999988,49.52405,0.0013353423,0.0007085081,0.0025167519,0.00066633604,0.0026760357,0.0012400382
t_1187,11.26509999999999,49.40917,0.0009774772,0.0005186315,0.0018422749,0.00043042022,0.0022198348,0.000883392
t_1188,11.090270000000004,49.4096,0.0011438503,0.0006069059,0.002155842,0.00057078205,0.002292282,0.001094248
t_1189,11.702799999999996,49.46452,0.0007901166,0.00041922135,0.0014891519,0.00033612413,0.0018573027,0.0007469937
t_119,7.732920000000007,47.72289,0.0010061313,0.0005338348,0.00189628,0.00042785733,0.002365976,0.0006594858
t_1190,11.52788000000001,49.46529,0.00083755713,0.00044439244,0.0015785642,0.00035655705,0.0019674327,0.00072085985
t_1191,11.352949999999993,49.46593,0.0008882968,0.00047131398,0.0016741945,0.00037756324,0.0020899049,0.0007259599
t_1192,11.17801,49.46642,0.000951493,0.0005048447,0.0017933018,0.0004054066,0.0022331628,0.0009608235
t_1193,11.615929999999992,49.52191,0.000825551,0.0004380222,0.001555936,0.00035163815,0.0019381698,0.00078084524
t_1194,11.4409,49.52262,0.0008758533,0.00046471166,0.0016507418,0.0003722742,0.002060629,0.000748478
t_1195,11.265860000000004,49.52318,0.0010066793,0.0005341255,0.0018973126,0.0004404436,0.002300869,0.0009491226
t_1196,11.090820000000008,49.52361,0.0011729491,0.00062234525,0.0022106855,0.00058530236,0.0023505962,0.0010565309
t_1197,10.215609999999998,49.52366,0.0014267744,0.0007570203,0.0026890761,0.0006079113,0.0033486548,0.0012393969
t_1198,10.390649999999994,49.52393,0.0013614745,0.00072237337,0.002566004,0.00058992987,0.00314209,0.0012130175
t_1199,9.95263,49.57995,0.0016391298,0.0008696922,0.0030893073,0.0007201392,0.003730871,0.0014268495
t_120,7.645270000000011,47.77962,0.0010513491,0.0005578265,0.0019815029,0.0004470827,0.0024723276,0.0006482037
t_1200,10.127780000000001,49.58043,0.00162247,0.0008608528,0.0030579083,0.00080035056,0.0032890697,0.0014213942
t_1201,10.30292,49.58077,0.0013295476,0.00070543354,0.0025058305,0.000565721,0.0031246797,0.0011799476
t_1202,10.039839999999998,49.63713,0.0015864926,0.00084176386,0.002990101,0.00067596295,0.0037235161,0.0013809487
t_1203,10.215090000000004,49.63754,0.0015855081,0.0008412415,0.0029882453,0.0007648899,0.003286533,0.0014434382
t_1204,10.390350000000012,49.63781,0.0013127439,0.00069651776,0.00247416,0.00055869325,0.003084513,0.0011465533
t_1205,9.951789999999988,49.69377,0.001759669,0.0009336481,0.0033164907,0.0008229372,0.0037626629,0.0015204523
t_1206,10.12715,49.69425,0.0014804045,0.0007854754,0.002790154,0.000630762,0.0034745233,0.0013034956
t_1207,10.56568999999999,49.52406,0.0012400617,0.00065795396,0.0023371743,0.0005283581,0.002910437,0.0011243135
t_1208,11.003520000000009,49.58073,0.0012359456,0.00065577007,0.0023294166,0.00061673747,0.0024768426,0.0011563033
t_1209,10.828370000000007,49.58095,0.0012541355,0.0006654213,0.0023636995,0.0006121609,0.0025693506,0.0011699541
t_121,7.817090000000007,47.78197,0.0010299503,0.0005464728,0.0019411723,0.00043803765,0.0024217046,0.0007070648
t_1210,10.478070000000002,49.58097,0.0012932001,0.0006861482,0.0024373252,0.00055099896,0.0030351533,0.0012332652
t_1211,10.653220000000005,49.58103,0.0012418812,0.00065891934,0.0023406034,0.00052913325,0.0029147076,0.0011325347
t_1212,10.916110000000003,49.63778,0.0013338256,0.0007077034,0.0025138934,0.0006558827,0.002712514,0.0012032528
t_1213,10.740859999999998,49.63793,0.0011709081,0.00062126236,0.0022068387,0.00049889367,0.0027481322,0.001104334
t_1214,10.56559999999999,49.63794,0.0013411124,0.0007115696,0.002527627,0.00059501623,0.0030227453,0.001219048
t_1215,11.003960000000006,49.69455,0.001181855,0.00062707055,0.0022274705,0.00054197817,0.002577191,0.001120245
t_1216,10.828599999999994,49.69477,0.0012620946,0.0006696442,0.0023787,0.00058197684,0.0027370208,0.0011684735
t_1217,11.788170000000008,49.29292,0.00073409505,0.00038949735,0.0013835666,0.00031269563,0.0017233869,0.000665329
t_1218,11.87621999999999,49.34953,0.0007445218,0.00039502958,0.0014032181,0.00031722154,0.0017473993,0.0007109245
t_1219,11.964380000000006,49.40608,0.0008475503,0.0004496946,0.0015973984,0.0004229287,0.001698493,0.00077016477
t_122,7.557510000000008,47.83629,0.0013502171,0.0007164004,0.0025447868,0.0006531529,0.0027912091,0.0011063592
t_1220,11.789569999999998,49.40706,0.00077203865,0.00040962952,0.0014550799,0.00032894575,0.0018119816,0.0007949536
t_1221,12.05265,49.46255,0.00070419523,0.00037363305,0.0013272137,0.00029931238,0.0016567672,0.00068605045
