ID_1,NAME_1,ID_2,NAME_2,TAXONOMY,GEM_TAXONOMY,AFFECTED_UNITS,DAMAGED_UNITS,DS2_MODARATE_DAMAGED,DS3_EXTENSIVE,DS4_COMPLETE,COLLAPSED_UNITS,UNIT_TYPES,CAUSE_OF_DAMAGE,REFERENCE,COMMENTS
SV04,Cuscatlán,SV0409,San José Guayabal,,COM6,,8.0,,,,,,,,
SV04,Cuscatlán,SV0409,San José Guayabal,,ASS1,,5.0,,,,,,,,
SV04,Cuscatlán,SV0409,San José Guayabal,,COM4,,,,,,,,,,
SV04,Cuscatlán,SV0405,Monte San Juan,,RES,,1046.0,,,,239.0,,,,
SV04,Cuscatlán,SV0405,Monte San Juan,,COM6,,3.0,,,,,,,,
SV04,Cuscatlán,SV0405,Monte San Juan,,ASS1,,8.0,,,,,,,,
SV04,Cuscatlán,SV0405,Monte San Juan,,COM4,,1.0,,,,,,,,
SV04,Cuscatlán,SV0407,San Bartolomé Perulapia,,RES,,94.0,,,,3.0,,,,
SV04,Cuscatlán,SV0407,San Bartolomé Perulapia,,COM6,,2.0,,,,,,,,
SV04,Cuscatlán,SV0407,San Bartolomé Perulapia,,ASS1,,3.0,,,,,,,,
SV04,Cuscatlán,SV0407,San Bartolomé Perulapia,,COM4,,1.0,,,,,,,,
SV04,Cuscatlán,SV0406,Oratorio de Concepción,,RES,,72.0,,,,2.0,,,,
SV04,Cuscatlán,SV0406,Oratorio de Concepción,,COM6,,1.0,,,,,,,,
SV04,Cuscatlán,SV0406,Oratorio de Concepción,,COM4,,1.0,,,,,,,,
SV04,Cuscatlán,SV0404,Rosario de Cuscatlán,,RES,,341.0,,,,341.0,,,,
SV04,Cuscatlán,SV0404,Rosario de Cuscatlán,,COM6,,5.0,,,,,,,,
SV04,Cuscatlán,SV0404,Rosario de Cuscatlán,,ASS1,,2.0,,,,,,,,
SV04,Cuscatlán,SV0404,Rosario de Cuscatlán,,COM4,,2.0,,,,,,,,
SV04,Cuscatlán,SV0415,Suchitoto,,RES,,60.0,,,,18.0,,,,
SV04,Cuscatlán,SV0415,Suchitoto,,COM6,,5.0,,,,,,,,
SV04,Cuscatlán,SV0415,Suchitoto,,ASS1,,5.0,,,,,,,,
SV04,Cuscatlán,SV0415,Suchitoto,,COM4,,1.0,,,,,,,,
SV04,Cuscatlán,SV0416,Tenancingo,,RES,,536.0,,,,92.0,,,,
SV06,La Paz,SV0606,Paraíso de Osorio,,RES,,,,,,850.0,,,,
SV06,La Paz,SV0606,Paraíso de Osorio,,EDU,,1.0,,,,,,,,
SV06,La Paz,SV0617,San Pedro Nonualco,,RES,,6.0,,,,2565.0,,,,
SV06,La Paz,SV0617,San Pedro Nonualco,,ASS1,,1.0,,,,,,,,
SV06,La Paz,SV0617,San Pedro Nonualco,,EDU,,4.0,,,,,,,,
SV06,La Paz,SV0622,Zacatecoluca,,RES,,385.0,,,,1361.0,,,,
SV06,La Paz,SV0622,Zacatecoluca,,ASS1,,1.0,,,,,,,,
SV06,La Paz,SV0622,Zacatecoluca,,EDU,,2.0,,,,,,,,
SV06,La Paz,SV0603,Jerusalén,,RES,,,,,,600.0,,,,
SV06,La Paz,SV0603,Jerusalén,,ASS1,,3.0,,,,,,,,
SV06,La Paz,SV0620,Santiago Nonualco,,RES,,2063.0,,,,4107.0,,,,
SV06,La Paz,SV0620,Santiago Nonualco,,EDU,,2.0,,,,,,,,
SV06,La Paz,SV0612,San Juán Tepezontes,,RES,,230.0,,,,900.0,,,,
SV06,La Paz,SV0612,San Juán Tepezontes,,ASS1,,1.0,,,,,,,,
SV06,La Paz,SV0612,San Juán Tepezontes,,EDU,,1.0,,,,,,,,
SV06,La Paz,SV0602,Rosario de la Paz,,RES,,312.0,,,,1677.0,,,,
SV06,La Paz,SV0610,San Juan Nonualco,,RES,,,,,,3711.0,,,,
SV06,La Paz,SV0610,San Juan Nonualco,,EDU,,1.0,,,,,,,,
SV06,La Paz,SV0604,Mercedes la Ceiba,,RES,,,,,,83.0,,,,
SV06,La Paz,SV0604,Mercedes la Ceiba,,ASS1,,2.0,,,,,,,,
SV06,La Paz,SV0604,Mercedes la Ceiba,,EDU,,1.0,,,,,,,,
SV06,La Paz,SV0609,San Francisco Chinameca,,EDU,,1.0,,,,,,,,
SV06,La Paz,SV0615,San Miguel Tepezontes,,RES,,,,,,2000.0,,,,
SV06,La Paz,SV0615,San Miguel Tepezontes,,ASS1,,1.0,,,,,,,,
SV06,La Paz,SV0615,San Miguel Tepezontes,,EDU,,2.0,,,,,,,,
SV06,La Paz,SV0608,San Emigdio,,RES,,,,,,450.0,,,,
SV06,La Paz,SV0608,San Emigdio,,EDU,,3.0,,,,,,,,
SV06,La Paz,SV0607,San Antonio Masahuat,,RES,,,,,,695.0,,,,
SV06,La Paz,SV0619,Santa María Ostuma,,RES,,,,,,1400.0,,,,
SV06,La Paz,SV0619,Santa María Ostuma,,ASS1,,11.0,,,,,,,,
SV06,La Paz,SV0619,Santa María Ostuma,,EDU,,7.0,,,,,,,,
SV11,San Vicente,SV1108,San Vicente,,RES,,1879.0,,,,3727.0,,,,
SV11,San Vicente,SV1108,San Vicente,,ASS1,,6.0,,,,,,,,
SV11,San Vicente,SV1108,San Vicente,,COM6,,4.0,,,,,,,,
SV11,San Vicente,SV1108,San Vicente,,EDU,,6.0,,,,,,,,
SV11,San Vicente,SV1111,Tecoluca,,RES,,,,,,,,,,
SV11,San Vicente,SV1101,Apastepeque,,RES,,,,,,10.0,,,,
SV11,San Vicente,SV1101,Apastepeque,,EDU,,1.0,,,,,,,,
SV11,San Vicente,SV1102,Guadalupe,,RES,,342.0,,,,1074.0,,,,
SV11,San Vicente,SV1102,Guadalupe,,EDU,,5.0,,,,,,,,
SV11,San Vicente,SV1113,Verapaz,,RES,,20.0,,,,500.0,,,,
SV11,San Vicente,SV1113,Verapaz,,EDU,,5.0,,,,,,,,
SV11,San Vicente,SV1112,Tepetitán,,RES,,108.0,,,,721.0,,,,
SV11,San Vicente,SV1112,Tepetitán,,EDU,,2.0,,,,,,,,
SV11,San Vicente,SV1103,San Cayetano Istepeque,,RES,,192.0,,,,1097.0,,,,
SV11,San Vicente,SV1103,San Cayetano Istepeque,,EDU,,3.0,,,,,,,,
SV11,San Vicente,SV1106,San Lorenzo,,RES,,,,,,190.0,,,,
SV11,San Vicente,SV1106,San Lorenzo,,EDU,,6.0,,,,,,,,
SV11,San Vicente,SV1110,Santo Domingo,,RES,,200.0,,,,190.0,,,,
SV11,San Vicente,SV1110,Santo Domingo,,EDU,,1.0,,,,,,,,
SV11,San Vicente,SV1104,San Esteban Catarina,,RES,,1191.0,,,,616.0,,,,
SV11,San Vicente,SV1104,San Esteban Catarina,,EDU,,3.0,,,,,,,,
SV11,San Vicente,SV1109,Santa Clara,,RES,,,,,,,,,,
SV11,San Vicente,SV1105,San Ildefonso,,RES,,,,,,,,,,
SV11,San Vicente,,San Marcos Lempa,,RES,,,,,,,,,,
SV11,San Vicente,SV1107,San Sebastián,,RES,,176.0,,,,300.0,,,,
SV11,San Vicente,SV1107,San Sebastián,,EDU,,3.0,,,,,,,,
