STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V
OXBJ,ESCUELA PRIMARIA BENITO JUAREZ,17.067337,-96.723804,seismic,Stations_UNAM,ROCA,0.0722997961,0.1418982291,0.0912079231,0.095457869,0,0,0,0,0.0722997961,0.1418982291,0.0912079231,0.0950632547,0.0464592253,0.1381726812,0.0760762836,0.095457869,0.0345895005,0.100958972,0.0415644294,0.0296601596
OXLC,LAS CANTERAS,17.065039,-96.703157,seismic,Stations_UNAM,ROCA CANTERA,0.0844705403,0.1956796012,0.1971972438,0.1868794656,0,0,0,0,0.0738978593,0.1938071178,0.101754774,0.1868794656,0.0844705403,0.1956796012,0.1971972438,0.1341872564,0.0309702345,0.1196216675,0.0505055062,0.0589143887
PCJR,EDIFICIO PC JARDIN,19.422809,-99.159111,seismic,Stations_UNAM,EDIFICIO,0.0466401631,0.0487764708,0.0573813803,0.0762380178,0,0,0,0,0.0336611621,0.0351073769,0.040056348,0.0630221911,0.0466401631,0.0487764708,0.0573813803,0.0762380178,0.0075365953,0.0179139114,0.0178057715,0.0221731713
PET2,PETATLAN II,17.535396,-101.262608,seismic,Stations_UNAM,ROCA,0.001048318,0.0011710706,0.0020238868,0.0029710804,0,0,0,0,0.001048318,0.0011710706,0.0020238868,0.0029710804,0.0007169215,0.0011658759,0.0013778969,0.0022316203,0.0007992864,0.001019428,0.0022267674,0.0023624007
PHPU,PARQUE HABANA PUEBLA,19.044223,-98.168466,seismic,Stations_UNAM,SUELO,0.0271818552,0.0454050475,0.0755998535,0.0935797265,0,0,0,0,0.0271818552,0.0454050475,0.0755998535,0.0935797265,0.0157438328,0.0193222601,0.0310965643,0.0482275531,0.0078702345,0.0139498137,0.0208672746,0.0162407749
SCT2,SCT B-2.,19.394694,-99.148678,seismic,Stations_UNAM,ARCILLA,0.0232518858,0.0244225841,0.03260493,0.0514145046,0,0,0,0,0.0220293578,0.0239406149,0.03114008,0.0514145046,0.0232518858,0.0244225841,0.03260493,0.0447888032,0.0047281346,0.0091848878,0.0160605974,0.0105713534
SXPU,SISMEX PUEBLA,19.039943,-98.215087,seismic,Stations_UNAM,TRAVERTINO,0.0209137615,0.0311180736,0.035179095,0.0793735777,0,0,0,0,0.0172133537,0.02079415,0.035179095,0.0793735777,0.0209137615,0.0311180736,0.0309841053,0.0569079059,0.0088836901,0.0109860701,0.0192248861,0.0356557658
TACY,TACUBAYA,19.404505,-99.195246,seismic,Stations_UNAM,SUELO DURO,0.0109265036,0.0128188648,0.0252666466,0.0316240072,0,0,0,0,0.0096254842,0.0128188648,0.0160585533,0.0167092441,0.0109265036,0.0120150654,0.0252666466,0.0316240072,0.0039745158,0.0063337711,0.0063616606,0.0116984802
TAJN,TAPACHULA JARDIN DE NINOS JM VILLALPANDO,14.922677,-92.270957,seismic,Stations_UNAM,BLANDO,0.0026942915,0.0074883479,0.004825115,0.0047680592,0,0,0,0,0.0021786952,0.0074113728,0.0044833983,0.0047680592,0.0026942915,0.0074883479,0.004825115,0.0040517943,0.0011714577,0.0025886472,0.0028480968,0.0021219553
TAMA,TAMAZULAPAN,16.26116,-96.57529,seismic,Stations_UNAM,ROCA,0.1442321101,0.4459572896,0.2197156519,0.2045224265,0,0,0,0,0.1442321101,0.4459572896,0.2197156519,0.2045224265,0.1307565749,0.3673094228,0.1336287217,0.1762754071,0.055306524,0.0927449992,0.0420890591,0.0571071897
TEPI,TEPIC,21.523494,-104.909994,seismic,Stations_UNAM,ROCA,0.0007301733,0.0003842363,0.0004030988,0.0005465505,0,0,0,0,0.0007301733,0.0003619339,0.0003690064,0.0005465505,0.0006810398,0.0003842363,0.0004030988,0.0004336824,0.0005184506,0.0002657849,0.0002678241,0.0002896438
TON2,ESCUELA PREPARATORIA TONALA,20.62461,-103.235717,seismic,Stations_UNAM,ROCA,0.0009497452,0.0009366324,0.0009644523,0.0010834891,0,0,0,0,0.0009497452,0.0009366324,0.0009644523,0.0010834891,0.0005503568,0.0005462864,0.0006541162,0.0009683179,0.0004589195,0.000462829,0.0005041279,0.000876445
UNIO,LA UNION,17.98762,-101.810623,seismic,Stations_UNAM,ROCA,0.0013228338,0.0016624013,0.0026963515,0.0032485529,0,0,0,0,0.0013228338,0.0016624013,0.0026963515,0.0032485529,0.0006416922,0.0009424364,0.0019181996,0.0017856896,0.0007958206,0.001017105,0.0016366599,0.0020737658
URUA,URUAPAN,19.421758,-102.074059,seismic,Stations_UNAM,ROCA,0.0018374108,0.0021870738,0.003581995,0.0045930668,0,0,0,0,0.0018374108,0.0021870738,0.003581995,0.0031643252,0.0016014271,0.0017227079,0.0027299136,0.0045930668,0.000817737,0.000961374,0.0014485264,0.0030889614
VIGA,LAS VIGAS,16.758703,-99.233268,seismic,Stations_UNAM,ROCA,0.0043228338,0.0098094421,0.0114203047,0.0070687038,0,0,0,0,0.0043228338,0.0098094421,0.0114203047,0.0070687038,0.0025623853,0.0045165213,0.0059158131,0.0037861187,0.0025104995,0.0058959657,0.0057624319,0.0036509977
VNTA,LA VENTA,16.91426,-99.81885,seismic,Stations_UNAM,ROCA,0.0016104995,0.0023217073,0.0036883705,0.003416423,0,0,0,0,0.0016104995,0.0022673621,0.0028770651,0.0031994162,0.0011560652,0.0023217073,0.0036883705,0.003416423,0.001275739,0.0021190668,0.0039001962,0.003812484
