STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,VS30,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE
obs_7,Loma Redonda (Intensity IX),2.94,-76.33,macroseismic,Stations_USGS,,1.052225,1.671166,,1.552467,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,,,0.875,108.6616,1.4737,0.287326,inferred
obs_5,Mondomo (Intensity IX),2.89,-76.55,macroseismic,Stations_USGS,,0.903235,1.54227,,1.70476,0.8059,1.0131,,1.0822,,,,,,,,,,,,,391.86,,,0.875,108.6616,1.4737,0.319097,inferred
obs_10,Taravira (Intensity VIII),2.79,-76.08,macroseismic,Stations_USGS,,0.768472,1.126702,,0.581023,0.8059,1.0131,,1.0822,,,,,,,,,,,,,857.59,8.0,0.3,0.875,52.4349,1.4737,0.108204,inferred
obs_4,San Francisco (Intensity VIII),2.92,-76.28,macroseismic,Stations_USGS,,0.599612,0.988915,,0.676456,0.8059,1.0131,,1.0822,,,,,,,,,,,,,705.69,8.0,0.3,0.875,52.4349,1.4737,0.128312,inferred
obs_13,Silvia (Intensity VIII),2.61,-76.38,macroseismic,Stations_USGS,,0.5754,0.967717,,0.693762,0.8059,1.0131,,1.0822,,,,,,,,,,,,,764.94,8.0,0.3,0.875,52.4349,1.4737,0.131997,inferred
obs_18,Rio Negro (Intensity VIII),2.71,-75.8,macroseismic,Stations_USGS,,0.555352,0.949843,,0.709007,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,8.0,0.3,0.875,52.4349,1.4737,0.135252,inferred
obs_12,Caloto (Intensity VIII),3.03,-76.41,macroseismic,Stations_USGS,,0.514969,0.912883,,0.742585,0.8059,1.0131,,1.0822,,,,,,,,,,,,,443.06,8.0,0.3,0.875,52.4349,1.4737,0.142451,inferred
obs_11,Vitanco (Intensity VII),2.76,-76.12,macroseismic,Stations_USGS,,0.412437,0.646046,,0.262643,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,7.0,0.3,0.875,25.3026,1.4737,0.050352,inferred
obs_14,Guambia (Intensity VII),2.61,-76.3,macroseismic,Stations_USGS,,0.341445,0.584972,,0.294881,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,7.0,0.3,0.875,25.3026,1.4737,0.057329,inferred
obs_23,La Plata (Intensity VII),2.39,-75.89,macroseismic,Stations_USGS,,0.299237,0.545768,,0.319721,0.8059,1.0131,,1.0822,,,,,,,,,,,,,521.8,7.0,0.3,0.875,25.3026,1.4737,0.062768,inferred
obs_17,Riochiquito (Intensity VII),2.67,-75.8,macroseismic,Stations_USGS,,0.295885,0.542546,,0.321936,0.8059,1.0131,,1.0822,,,,,,,,,,,,,868.37,7.0,0.3,0.875,25.3026,1.4737,0.063255,inferred
obs_16,Piendamo (Intensity VII),2.62,-76.52,macroseismic,Stations_USGS,,0.274045,0.52111,,0.337427,0.8059,1.0131,,1.0822,,,,,,,,,,,,,437.09,7.0,0.3,0.875,25.3026,1.4737,0.066676,inferred
obs_15,Caldono (Intensity VII),2.8,-76.5,macroseismic,Stations_USGS,,0.271155,0.518214,,0.339626,0.8059,1.0131,,1.0822,,,,,,,,,,,,,459.69,7.0,0.3,0.875,25.3026,1.4737,0.067164,inferred
obs_22,Iquira (Intensity VII),2.65,-75.64,macroseismic,Stations_USGS,,0.262872,0.50983,,0.346146,0.8059,1.0131,,1.0822,,,,,,,,,,,,,582.67,7.0,0.3,0.875,25.3026,1.4737,0.068611,inferred
obs_21,Usenda (Intensity VI),2.61,-76.41,macroseismic,Stations_USGS,,0.160861,0.313208,,0.144381,0.8059,1.0131,,1.0822,,,,,,,,,,,,,416.05,6.0,0.3,0.875,12.2098,1.4737,0.029176,inferred
obs_20,Santander de Quilichao (Intensity VI),3.01,-76.48,macroseismic,Stations_USGS,,0.142914,0.294323,,0.155238,0.8059,1.0131,,1.0822,,,,,,,,,,,,,376.26,6.0,0.3,0.875,12.2098,1.4737,0.031646,inferred
obs_19,Popayan (Intensity VI),2.5,-76.58,macroseismic,Stations_USGS,,0.141764,0.293075,,0.156009,0.8059,1.0131,,1.0822,,,,,,,,,,,,,310.87,6.0,0.3,0.875,12.2098,1.4737,0.031822,inferred
obs_27,Cali (Intensity VI),3.43,-76.52,macroseismic,Stations_USGS,,0.125442,0.274822,,0.168155,0.8059,1.0131,,1.0822,,,,,,,,,,,,,270.05,6.0,0.3,0.875,12.2098,1.4737,0.034612,inferred
obs_24,Ricaurte (Intensity V),2.52,-75.96,macroseismic,Stations_USGS,,0.099263,0.193264,,0.059915,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,5.0,0.3,0.875,5.8919,1.4737,0.012336,inferred
obs_28,Ibague (Intensity VI),4.44,-75.23,macroseismic,Stations_USGS,,0.098938,0.242583,,0.194487,0.8059,1.0131,,1.0822,,,,,,,,,,,,,432.41,6.0,0.3,0.875,12.2098,1.4737,0.040741,inferred
obs_26,Tesalia (Intensity V),2.49,-75.73,macroseismic,Stations_USGS,,0.078516,0.17085,,0.069175,0.8059,1.0131,,1.0822,,,,,,,,,,,,,477.23,5.0,0.3,0.875,5.8919,1.4737,0.014492,inferred
obs_25,Pacarni (Intensity V),2.61,-75.7,macroseismic,Stations_USGS,,0.078205,0.170495,,0.069343,0.8059,1.0131,,1.0822,,,,,,,,,,,,,570.07,5.0,0.3,0.875,5.8919,1.4737,0.014531,inferred
OBS_9,Popayan,2.438,-76.659,macroseismic,Stations_USGS,,0.072453,0.162571,,0.072667,0.8059,1.0131,,1.0822,,,,,,,,,,,,,309.68,5.0,0.3,0.875,5.8919,1.4737,0.015314,inferred
obs_32,Yaguara (Intensity V),2.66,-75.52,macroseismic,Stations_USGS,,0.071758,0.160564,,0.073098,0.8059,1.0131,,1.0822,,,,,,,,,,,,,426.3,5.0,0.3,0.875,5.8919,1.4737,0.015416,inferred
obs_34,Gigante (Intensity V),2.39,-75.54,macroseismic,Stations_USGS,,0.070046,0.155649,,0.074188,0.8059,1.0131,,1.0822,,,,,,,,,,,,,596.75,5.0,0.3,0.875,5.8919,1.4737,0.015674,inferred
obs_33,Hobo (Intensity V),2.58,-75.45,macroseismic,Stations_USGS,,0.068555,0.151395,,0.075173,0.8059,1.0131,,1.0822,,,,,,,,,,,,,398.27,5.0,0.3,0.875,5.8919,1.4737,0.015907,inferred
OBS_8,Neiva,2.915,-75.324,macroseismic,Stations_USGS,,0.068106,0.150117,,0.075476,0.8059,1.0131,,1.0822,,,,,,,,,,,,,276.87,5.0,0.3,0.875,5.8919,1.4737,0.015979,inferred
OBS_6,Ibague,4.444,-75.301,macroseismic,Stations_USGS,,0.053347,0.109602,,0.087665,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,5.0,0.3,0.875,5.8919,1.4737,0.018898,inferred
OBS_5,Armenia,4.579,-75.719,macroseismic,Stations_USGS,,0.053324,0.109544,,0.087687,0.8059,1.0131,,1.0822,,,,,,,,,,,,,467.39,5.0,0.3,0.875,5.8919,1.4737,0.018904,inferred
OBS_4,Pereira,4.822,-75.748,macroseismic,Stations_USGS,,0.051401,0.104482,,0.089684,0.8059,1.0131,,1.0822,,,,,,,,,,,,,398.27,5.0,0.3,0.875,5.8919,1.4737,0.019387,inferred
OBS_3,Manizales,5.127,-75.539,macroseismic,Stations_USGS,,0.04913,0.098575,,0.092203,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,5.0,0.3,0.875,5.8919,1.4737,0.019998,inferred
obs_29,Bogota (Intensity V),4.25,-74.18,macroseismic,Stations_USGS,,0.049022,0.098295,,0.092328,0.8059,1.0131,,1.0822,,,,,,,,,,,,,472.6,5.0,0.3,0.875,5.8919,1.4737,0.020028,inferred
OBS_7,Cali,3.445,-76.569,macroseismic,Stations_USGS,,0.032242,0.037019,,0.026803,0.8059,1.0131,,1.0822,,,,,,,,,,,,,515.59,4.0,0.3,0.875,2.3446,1.4737,0.004958,inferred
OBS_10,Florencia,1.602,-75.645,macroseismic,Stations_USGS,,0.025723,0.032772,,0.029961,0.8059,1.0131,,1.0822,,,,,,,,,,,,,574.05,4.0,0.3,0.875,2.3446,1.4737,0.005861,inferred
CBOG1,Bogota,4.64,-74.08,seismic,Stations_USGS,,0.022681,0.00024,,0.00057,0.0,0.0,,0.0,,,,,,,,,,,,,287.68,,,0.0,5.929,0.0,0.00028,inferred
OBS_11,Mocoa,1.152,-76.66,macroseismic,Stations_USGS,,0.020583,0.029058,,0.033443,0.8059,1.0131,,1.0822,,,,,,,,,,,,,675.45,4.0,0.3,0.875,2.3446,1.4737,0.006912,inferred
obs_30,Pasto (Intensity IV),1.21,-77.28,macroseismic,Stations_USGS,,0.018426,0.027373,,0.035319,0.8059,1.0131,,1.0822,,,,,,,,,,,,,487.47,4.0,0.3,0.875,2.3446,1.4737,0.007503,inferred
obs_31,Ipiales (Intensity IV),0.83,-77.65,macroseismic,Stations_USGS,,0.015505,0.024939,,0.038457,0.8059,1.0131,,1.0822,,,,,,,,,,,,,404.61,4.0,0.3,0.875,2.3446,1.4737,0.008525,inferred
OBS_2,Santa Fe de Bogota D.C.,4.651,-74.107,macroseismic,Stations_USGS,,0.014489,0.024044,,0.039763,0.8059,1.0131,,1.0822,,,,,,,,,,,,,218.7,4.0,0.3,0.875,2.3446,1.4737,0.008964,inferred
CROSA,El Rosal,4.85,-74.33,seismic,Stations_USGS,,0.00723,0.00015,,0.00017,0.0,0.0,,0.0,,,,,,,,,,,,,719.52,,,0.0,1.722,0.0,0.00014,inferred
OBS_12,Pasto,1.197,-77.294,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,608.46,3.0,0.3,,,,,inferred
OBS_1,Tunja,5.55,-73.376,macroseismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,537.77,3.0,0.3,,,,,inferred
