calc_id,description,cal_time,recording_stations,gmlt,rupture,gmpe,max_distance,imt,max_gmv,nominal_bias_mean,nominal_bias_stdev,abs_bias
1521,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1992, Max_dist:25km",25,Seismic,USGS,Berberian_et_al_1992,ChiouYoungs2014,25km,PGA,0.77117276,0.279,0.205,0.279
1529,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Gao_And_Wallace_1994, Max_dist:150km",25,Seismic,USGS,Gao_And_Wallace_1994,AbrahamsonEtAl2014,150km,PGA,0.713788,0.283,0.136,0.283
1511,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Berberian_et_al_1992, Max_dist:150km",26,Seismic,GEM,Berberian_et_al_1992,ZhaoEtAl2006Asc,150km,PGA,0.7645775,0.284,0.145,0.284
1510,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Berberian_et_al_1992, Max_dist:50km",26,Seismic,GEM,Berberian_et_al_1992,CampbellBozorgnia2014,50km,PGA,0.74508256,0.291,0.201,0.291
1522,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1992, Max_dist:50km",25,Seismic,USGS,Berberian_et_al_1992,CampbellBozorgnia2014,50km,PGA,0.74508256,0.291,0.201,0.291
1523,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1992, Max_dist:150km",25,Seismic,USGS,Berberian_et_al_1992,AbrahamsonEtAl2014,150km,PGA,0.7328874,0.291,0.128,0.291
1526,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:150km",27,Seismic,USGS,GCMT,CampbellBozorgnia2014,150km,PGA,0.80969477,0.294,0.118,0.294
1514,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:150km",25,Seismic,GEM,GCMT,CampbellBozorgnia2014,150km,PGA,0.80969477,0.294,0.118,0.294
1532,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS, Max_dist:150km",27,Seismic,USGS,USGS,ChiouYoungs2014,150km,PGA,0.77642703,0.3,0.121,0.3
1517,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Gao_And_Wallace_1994, Max_dist:150km",25,Seismic,GEM,Gao_And_Wallace_1994,ZhaoEtAl2006Asc,150km,PGA,0.7587909,0.305,0.153,0.305
1527,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Gao_And_Wallace_1994, Max_dist:25km",26,Seismic,USGS,Gao_And_Wallace_1994,CampbellBozorgnia2014,25km,PGA,0.73546433,0.326,0.22,0.326
1515,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Gao_And_Wallace_1994, Max_dist:25km",25,Seismic,GEM,Gao_And_Wallace_1994,CampbellBozorgnia2014,25km,PGA,0.73546433,0.326,0.22,0.326
1532,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS, Max_dist:150km",27,Seismic,USGS,USGS,BooreEtAl2014,150km,PGA,0.7042768,0.335,0.129,0.335
1520,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS, Max_dist:150km",26,Seismic,GEM,USGS,BooreEtAl2014,150km,PGA,0.7042768,0.335,0.129,0.335
1525,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:50km",25,Seismic,USGS,GCMT,AbrahamsonEtAl2014,50km,PGA,0.86653394,0.339,0.219,0.339
1527,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Gao_And_Wallace_1994, Max_dist:25km",26,Seismic,USGS,Gao_And_Wallace_1994,AbrahamsonEtAl2014,25km,PGA,0.7580189,0.343,0.247,0.343
1516,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Gao_And_Wallace_1994, Max_dist:50km",25,Seismic,GEM,Gao_And_Wallace_1994,AkkarEtAlRjb2014,50km,PGA,0.846308,0.357,0.251,0.357
1516,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Gao_And_Wallace_1994, Max_dist:50km",25,Seismic,GEM,Gao_And_Wallace_1994,BooreEtAl2014,50km,PGA,0.88226944,0.362,0.222,0.362
1528,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Gao_And_Wallace_1994, Max_dist:50km",27,Seismic,USGS,Gao_And_Wallace_1994,BooreEtAl2014,50km,PGA,0.88226944,0.362,0.222,0.362
1526,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:150km",27,Seismic,USGS,GCMT,BooreEtAl2014,150km,PGA,0.84079045,0.365,0.124,0.365
1514,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:150km",25,Seismic,GEM,GCMT,BooreEtAl2014,150km,PGA,0.84079045,0.365,0.124,0.365
1515,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Gao_And_Wallace_1994, Max_dist:25km",25,Seismic,GEM,Gao_And_Wallace_1994,AkkarEtAlRjb2014,25km,PGA,0.8522185,0.366,0.274,0.366
1509,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Berberian_et_al_1992, Max_dist:25km",33,Seismic,GEM,Berberian_et_al_1992,CampbellBozorgnia2014,25km,PGA,0.79394096,0.367,0.222,0.367
1521,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1992, Max_dist:25km",25,Seismic,USGS,Berberian_et_al_1992,CampbellBozorgnia2014,25km,PGA,0.79394096,0.367,0.222,0.367
1512,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:25km",25,Seismic,GEM,GCMT,BooreEtAl2014,25km,PGA,0.8505348,0.369,0.285,0.369
1524,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:25km",25,Seismic,USGS,GCMT,BooreEtAl2014,25km,PGA,0.8505348,0.369,0.285,0.369
1522,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1992, Max_dist:50km",25,Seismic,USGS,Berberian_et_al_1992,BooreEtAl2014,50km,PGA,0.8528213,0.382,0.222,0.382
1521,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1992, Max_dist:25km",25,Seismic,USGS,Berberian_et_al_1992,AbrahamsonEtAl2014,25km,PGA,0.7999487,0.382,0.248,0.382
1510,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Berberian_et_al_1992, Max_dist:50km",26,Seismic,GEM,Berberian_et_al_1992,BooreEtAl2014,50km,PGA,0.8528213,0.382,0.222,0.382
1510,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Berberian_et_al_1992, Max_dist:50km",26,Seismic,GEM,Berberian_et_al_1992,AkkarEtAlRjb2014,50km,PGA,0.8674566,0.388,0.251,0.388
1525,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:50km",25,Seismic,USGS,GCMT,CampbellBozorgnia2014,50km,PGA,0.8952887,0.396,0.197,0.396
1513,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:50km",25,Seismic,GEM,GCMT,CampbellBozorgnia2014,50km,PGA,0.8952887,0.396,0.197,0.396
1517,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Gao_And_Wallace_1994, Max_dist:150km",25,Seismic,GEM,Gao_And_Wallace_1994,CampbellBozorgnia2014,150km,PGA,0.7784648,0.408,0.125,0.408
1529,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Gao_And_Wallace_1994, Max_dist:150km",25,Seismic,USGS,Gao_And_Wallace_1994,CampbellBozorgnia2014,150km,PGA,0.7784648,0.408,0.125,0.408
1511,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Berberian_et_al_1992, Max_dist:150km",26,Seismic,GEM,Berberian_et_al_1992,CampbellBozorgnia2014,150km,PGA,0.81711644,0.412,0.118,0.412
1523,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1992, Max_dist:150km",25,Seismic,USGS,Berberian_et_al_1992,CampbellBozorgnia2014,150km,PGA,0.81711644,0.412,0.118,0.412
1509,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Berberian_et_al_1992, Max_dist:25km",33,Seismic,GEM,Berberian_et_al_1992,AkkarEtAlRjb2014,25km,PGA,0.8858342,0.414,0.274,0.414
1532,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS, Max_dist:150km",27,Seismic,USGS,USGS,AbrahamsonEtAl2014,150km,PGA,0.7621418,0.419,0.132,0.419
1529,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Gao_And_Wallace_1994, Max_dist:150km",25,Seismic,USGS,Gao_And_Wallace_1994,BooreEtAl2014,150km,PGA,0.9346654,0.444,0.133,0.444
1517,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Gao_And_Wallace_1994, Max_dist:150km",25,Seismic,GEM,Gao_And_Wallace_1994,BooreEtAl2014,150km,PGA,0.9346654,0.444,0.133,0.444
1523,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1992, Max_dist:150km",25,Seismic,USGS,Berberian_et_al_1992,BooreEtAl2014,150km,PGA,0.8926777,0.448,0.125,0.448
1511,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Berberian_et_al_1992, Max_dist:150km",26,Seismic,GEM,Berberian_et_al_1992,BooreEtAl2014,150km,PGA,0.8926777,0.448,0.125,0.448
1527,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Gao_And_Wallace_1994, Max_dist:25km",26,Seismic,USGS,Gao_And_Wallace_1994,BooreEtAl2014,25km,PGA,0.9461796,0.454,0.247,0.454
1515,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Gao_And_Wallace_1994, Max_dist:25km",25,Seismic,GEM,Gao_And_Wallace_1994,BooreEtAl2014,25km,PGA,0.9461796,0.454,0.247,0.454
1509,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Berberian_et_al_1992, Max_dist:25km",33,Seismic,GEM,Berberian_et_al_1992,BooreEtAl2014,25km,PGA,0.928195,0.493,0.247,0.493
1521,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1992, Max_dist:25km",25,Seismic,USGS,Berberian_et_al_1992,BooreEtAl2014,25km,PGA,0.928195,0.493,0.247,0.493
1520,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS, Max_dist:150km",26,Seismic,GEM,USGS,AkkarEtAlRjb2014,150km,PGA,0.79809535,0.502,0.157,0.502
1513,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:50km",25,Seismic,GEM,GCMT,AkkarEtAlRjb2014,50km,PGA,0.9933883,0.507,0.25,0.507
1525,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:50km",25,Seismic,USGS,GCMT,BooreEtAl2014,50km,PGA,0.9663531,0.508,0.218,0.508
1513,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:50km",25,Seismic,GEM,GCMT,BooreEtAl2014,50km,PGA,0.9663531,0.508,0.218,0.508
1514,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:150km",25,Seismic,GEM,GCMT,AkkarEtAlRjb2014,150km,PGA,1.0103177,0.537,0.152,0.537
1517,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Gao_And_Wallace_1994, Max_dist:150km",25,Seismic,GEM,Gao_And_Wallace_1994,AkkarEtAlRjb2014,150km,PGA,1.0268859,0.617,0.162,0.617
1511,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:Berberian_et_al_1992, Max_dist:150km",26,Seismic,GEM,Berberian_et_al_1992,AkkarEtAlRjb2014,150km,PGA,1.0348532,0.625,0.152,0.625
1533,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:Berberian_et_al_1992",6,None,GEM,Berberian_et_al_1992,AkkarEtAlRjb2014,,PGA,0.53558284,,,
1533,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:Berberian_et_al_1992",6,None,GEM,Berberian_et_al_1992,BooreEtAl2014,,PGA,0.53678215,,,
1533,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:Berberian_et_al_1992",6,None,GEM,Berberian_et_al_1992,CampbellBozorgnia2014,,PGA,0.49846894,,,
1533,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:Berberian_et_al_1992",6,None,GEM,Berberian_et_al_1992,ZhaoEtAl2006Asc,,PGA,0.571466,,,
1534,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:GCMT",6,None,GEM,GCMT,AkkarEtAlRjb2014,,PGA,0.5459833,,,
1534,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:GCMT",6,None,GEM,GCMT,BooreEtAl2014,,PGA,0.55805105,,,
1534,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:GCMT",6,None,GEM,GCMT,CampbellBozorgnia2014,,PGA,0.5445405,,,
1534,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:GCMT",6,None,GEM,GCMT,ZhaoEtAl2006Asc,,PGA,0.5604258,,,
1535,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:Gao_And_Wallace_1994",6,None,GEM,Gao_And_Wallace_1994,AkkarEtAlRjb2014,,PGA,0.511891,,,
1535,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:Gao_And_Wallace_1994",6,None,GEM,Gao_And_Wallace_1994,BooreEtAl2014,,PGA,0.5048417,,,
1535,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:Gao_And_Wallace_1994",6,None,GEM,Gao_And_Wallace_1994,CampbellBozorgnia2014,,PGA,0.47875008,,,
1535,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:Gao_And_Wallace_1994",6,None,GEM,Gao_And_Wallace_1994,ZhaoEtAl2006Asc,,PGA,0.5093365,,,
1536,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:USGS",6,None,GEM,USGS,AkkarEtAlRjb2014,,PGA,0.53398836,,,
1536,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:USGS",6,None,GEM,USGS,BooreEtAl2014,,PGA,0.5309012,,,
1536,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:USGS",6,None,GEM,USGS,CampbellBozorgnia2014,,PGA,0.74516445,,,
1536,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:USGS",6,None,GEM,USGS,ZhaoEtAl2006Asc,,PGA,0.68222547,,,
1537,"19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:USGS, Rupture:Berberian_et_al_1992",6,None,USGS,Berberian_et_al_1992,AbrahamsonEtAl2014,,PGA,0.53486073,,,
