# 19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
t_1023,47.79203,36.8133,0.06407244,0.0697448,0.07899691,0.08099386
t_1024,48.15136,36.88518,0.07973542,0.087593056,0.11513895,0.10302241
t_1025,47.79203,36.88518,0.06787499,0.07584091,0.08228585,0.08192111
t_1026,48.24119,36.88518,0.115037546,0.14187092,0.14207141,0.1471425
t_1027,47.7022,36.88518,0.04455976,0.041737158,0.05963336,0.058344517
t_1028,48.33102,36.88518,0.13404399,0.17031607,0.15717436,0.16901107
t_1029,47.9717,36.88518,0.08116426,0.095322,0.103327714,0.102518655
t_103,48.06153,38.87033,0.027119383,0.015862627,0.020232119,0.021496933
t_1030,47.88186,36.88518,0.0707958,0.07965928,0.089753345,0.091471694
t_1031,48.06153,36.88518,0.09367346,0.11485645,0.119015,0.11529181
t_1032,48.33102,36.957,0.13365094,0.16816683,0.15984474,0.17275397
t_1033,48.24119,36.957,0.110759765,0.1341194,0.1413088,0.15045363
t_1034,47.88186,36.957,0.07985378,0.09603877,0.09637056,0.091710135
t_1035,47.79203,36.957,0.06590448,0.0727743,0.080905154,0.08196991
t_1036,47.9717,36.957,0.08738236,0.10754654,0.10795027,0.10308291
t_1037,47.7022,36.957,0.065096885,0.07206875,0.075640164,0.07361666
t_1038,48.15136,36.957,0.10669062,0.1353262,0.13359144,0.13343582
t_1039,48.06153,36.957,0.08527391,0.09977959,0.11417251,0.116376095
t_104,47.88186,38.87033,0.025919553,0.014504154,0.018864429,0.02026522
t_1040,48.15136,37.02875,0.0731048,0.07797293,0.11049445,0.10434118
t_1041,48.33102,37.02875,0.12717256,0.1561463,0.15779614,0.17369556
t_1042,47.61237,37.02875,0.04337676,0.04028855,0.05506004,0.05198388
t_1043,47.7022,37.02875,0.06265118,0.0682978,0.073364094,0.072657146
t_1044,47.79203,37.02875,0.05158372,0.051494498,0.06941071,0.06412184
t_1045,47.88186,37.02875,0.07072318,0.079911835,0.08931276,0.09073466
t_1046,47.9717,37.02875,0.06186335,0.06500202,0.08874414,0.08100187
t_1047,48.24119,37.02875,0.09137689,0.10273465,0.12943652,0.119371034
t_1048,48.06153,37.02875,0.06802399,0.072676554,0.10087623,0.09171698
t_1049,47.9717,37.10043,0.060249828,0.062946424,0.08622728,0.079151936
t_105,47.79203,38.87033,0.02050649,0.010183429,0.015612318,0.01553982
t_1050,47.79203,37.10043,0.0735685,0.0893526,0.08496484,0.07946369
t_1051,47.7022,37.10043,0.062277466,0.06818048,0.071953624,0.07051523
t_1052,47.88186,37.10043,0.054261792,0.0551116,0.075383164,0.06998721
t_1053,48.24119,37.10043,0.10914597,0.1337617,0.14002594,0.1479603
t_1054,47.61237,37.10043,0.05474396,0.056410722,0.062782146,0.0638625
t_1055,48.15136,37.10043,0.10000534,0.12321789,0.12892658,0.12928744
t_1056,48.33102,37.10043,0.11253285,0.13275108,0.14917146,0.17033829
t_1057,48.06153,37.10043,0.06722421,0.07190813,0.099019565,0.08987711
t_1058,47.88186,37.17204,0.05332486,0.054233864,0.07266037,0.06683701
t_1059,47.7022,37.17204,0.043552242,0.041172035,0.05597809,0.052918438
t_106,47.7022,38.87033,0.021524472,0.0107961865,0.015849913,0.015014604
t_1060,48.24119,37.17204,0.07657649,0.08180433,0.11567832,0.11306873
t_1061,47.9717,37.17204,0.057077527,0.05874192,0.08163823,0.07609979
t_1062,47.79203,37.17204,0.04907689,0.048701137,0.06429394,0.059069104
t_1063,48.33102,37.17204,0.10350026,0.12011012,0.14169253,0.16356474
t_1064,48.15136,37.17204,0.092380695,0.110721074,0.122795485,0.12494785
t_1065,47.61237,37.17204,0.05108288,0.051436104,0.05857351,0.060862213
t_1066,48.06153,37.17204,0.064989164,0.06910684,0.095138595,0.08676998
t_1067,48.15136,37.24359,0.0652956,0.06840565,0.09996162,0.094396494
t_1068,48.33102,37.24359,0.097025685,0.11196085,0.13480623,0.15446731
t_1069,47.9717,37.24359,0.05193293,0.0518678,0.07444174,0.07200294
t_107,47.9717,38.87033,0.02958336,0.017796177,0.02112216,0.020893417
t_1070,47.7022,37.24359,0.039226122,0.036011793,0.04983316,0.048294988
t_1071,48.24119,37.24359,0.07022085,0.07336174,0.10782683,0.1074962
t_1072,47.88186,37.24359,0.049634375,0.04958363,0.06689955,0.062379986
t_1073,47.79203,37.24359,0.05562861,0.05914791,0.066199176,0.068453565
t_1074,47.61237,37.24359,0.04708622,0.04630333,0.05336262,0.05629791
t_1075,48.06153,37.24359,0.06696262,0.07284632,0.09405718,0.082662836
t_1076,48.15136,37.31507,0.06478549,0.06852695,0.09652688,0.089139864
t_1077,48.33102,37.31507,0.09661814,0.11378834,0.13150272,0.14409564
t_1078,47.9717,37.31507,0.06792203,0.076933734,0.08415466,0.08501304
t_1079,48.24119,37.31507,0.08149471,0.09236036,0.116191216,0.10107299
t_108,47.61237,38.87033,0.01985138,0.009282287,0.014452948,0.014481453
t_1080,47.7022,37.31507,0.045124736,0.045185704,0.05024961,0.052345153
t_1081,47.79203,37.31507,0.03742207,0.034413423,0.048103977,0.04759394
t_1082,47.61237,37.31507,0.034917045,0.030736435,0.0414033,0.039681606
t_1083,47.88186,37.31507,0.042997412,0.041053407,0.05804195,0.056991886
t_1084,48.06153,37.31507,0.079285726,0.093904845,0.099733256,0.098478556
t_1085,47.88186,37.38648,0.04653355,0.046605065,0.05814227,0.05209348
t_1086,47.79203,37.38648,0.04017824,0.039142475,0.04624981,0.05117672
t_1087,48.15136,37.38648,0.070673354,0.07850045,0.0976446,0.10563252
t_1088,48.33102,37.38648,0.09165472,0.10793536,0.12512621,0.13329467
t_1089,48.24119,37.38648,0.07905774,0.08990194,0.11143285,0.119062304
t_109,47.61237,38.94024,0.022420878,0.010946475,0.015271763,0.013591673
t_1090,47.9717,37.38648,0.058503464,0.06274195,0.07429016,0.07953258
t_1091,47.7022,37.38648,0.03431102,0.03197903,0.036927268,0.040559806
t_1092,50.21748,36.8133,0.18055435,0.18443434,0.23389861,0.2392941
t_1093,49.94799,36.8133,0.4286024,0.3852142,0.47239128,0.4349997
t_1094,50.12765,36.8133,0.23050912,0.2248577,0.29061836,0.29231587
t_1095,50.03782,36.8133,0.3063667,0.2815573,0.37315536,0.36106423
t_1096,50.39715,36.8133,0.12758881,0.13743751,0.169954,0.17197025
t_1097,50.30732,36.8133,0.14798762,0.15601705,0.19557491,0.2002586
t_1098,50.21748,36.88518,0.16197401,0.16709448,0.20795381,0.21097127
t_1099,50.39715,36.88518,0.118239045,0.12631187,0.1570453,0.15735047
t_11,47.9717,39.14954,0.021296944,0.009821405,0.014016263,0.0126168085
t_110,48.06153,38.94024,0.023419287,0.012480233,0.017451428,0.01588838
t_1100,50.12765,36.88518,0.19733426,0.19786893,0.24846728,0.25087816
t_1101,49.94799,36.88518,0.25744563,0.23229355,0.331413,0.3382572
t_1102,50.57681,36.88518,0.10208577,0.10959397,0.13373826,0.12958829
t_1103,50.48698,36.88518,0.107078224,0.11510564,0.14283091,0.14113876
t_1104,50.03782,36.88518,0.23991017,0.23250824,0.2969181,0.29596585
t_1105,50.30732,36.88518,0.13447039,0.1409996,0.17707026,0.17993389
t_1106,49.94799,36.957,0.21502413,0.21120065,0.27075842,0.27253762
t_1107,50.03782,36.957,0.19029745,0.19015251,0.23938702,0.24092695
t_1108,50.12765,36.957,0.1617307,0.16264075,0.20632719,0.20880787
t_1109,50.48698,36.957,0.09743029,0.10348089,0.13060552,0.1267959
t_111,47.7022,38.94024,0.020527134,0.009802651,0.014682867,0.014073753
t_1110,50.39715,36.957,0.10554271,0.110720456,0.13952295,0.13771556
t_1111,50.57681,36.957,0.087096855,0.09043499,0.1199559,0.11784225
t_1112,50.30732,36.957,0.118856505,0.12300351,0.15398207,0.1535225
t_1113,50.21748,36.957,0.13772875,0.14051649,0.17647274,0.17761187
t_1114,50.03782,37.02875,0.15803768,0.15831473,0.200074,0.1995174
t_1115,50.21748,37.02875,0.11944017,0.12001005,0.14732675,0.1429957
t_1116,50.48698,37.02875,0.10575275,0.11971776,0.1290806,0.14050502
t_1117,50.57681,37.02875,0.091479026,0.10051122,0.11999189,0.13377084
t_1118,50.39715,37.02875,0.12119367,0.13994409,0.13620454,0.14542058
t_1119,50.12765,37.02875,0.13673447,0.13623846,0.17275788,0.1716955
t_112,47.9717,38.94024,0.025684992,0.014089284,0.018288244,0.019514915
t_1120,50.30732,37.02875,0.13276078,0.15172099,0.14304277,0.15480623
t_1121,49.94799,37.02875,0.1765133,0.17721212,0.22446992,0.22540767
t_1122,50.48698,37.10043,0.08604334,0.09202375,0.11128373,0.123641595
t_1123,50.21748,37.10043,0.131507,0.14899075,0.13595875,0.14410764
t_1124,50.30732,37.10043,0.10771216,0.11878536,0.11044852,0.11305356
t_1125,49.94799,37.10043,0.15546162,0.15634494,0.19595441,0.19143929
t_1126,50.03782,37.10043,0.14527205,0.14423427,0.17868719,0.17071001
t_1127,50.39715,37.10043,0.08695242,0.08893543,0.10624285,0.11959246
t_1128,50.12765,37.10043,0.12971036,0.13023865,0.15468872,0.14368115
t_1129,50.12765,37.17204,0.10983928,0.10360207,0.13657795,0.1277212
t_113,47.79203,38.94024,0.026997205,0.014756095,0.018203843,0.018365053
t_1130,50.21748,37.17204,0.12202081,0.13910404,0.1276892,0.12954068
t_1131,50.03782,37.17204,0.1585895,0.15690587,0.17709403,0.19288419
t_1132,50.30732,37.17204,0.08122426,0.0785668,0.0948084,0.1045957
t_1133,49.94799,37.17204,0.18854447,0.21683143,0.19534206,0.21257253
t_1134,50.39715,37.17204,0.07996518,0.08161452,0.099617906,0.109297276
t_1135,50.21748,37.24359,0.11833844,0.13952033,0.13003926,0.12821938
t_1136,50.03782,37.24359,0.17014071,0.1878317,0.17355162,0.17354259
t_1137,50.12765,37.24359,0.14087199,0.16023229,0.15032014,0.15005545
t_1138,49.94799,37.24359,0.16717003,0.19282584,0.17821352,0.18594539
t_1139,50.30732,37.24359,0.08267941,0.08485736,0.10441219,0.11316919
t_114,47.88186,38.94024,0.026534818,0.014584573,0.018353224,0.01894934
t_1140,50.03782,37.31507,0.13531916,0.15984865,0.15156089,0.15019532
t_1141,49.94799,37.31507,0.14101675,0.17034423,0.15917957,0.16230765
t_1142,50.12765,37.31507,0.117340505,0.13292432,0.13705562,0.1353237
t_1143,50.21748,37.31507,0.103737116,0.117796004,0.124318674,0.12197872
t_1144,50.03782,37.38648,0.115169406,0.1407227,0.13707122,0.1327531
t_1145,49.94799,37.38648,0.12107855,0.15034817,0.14380553,0.14270668
t_1146,46.35473,36.8133,0.033796594,0.021420877,0.022554774,0.019971319
t_1147,46.80389,36.8133,0.031606738,0.022018619,0.027390579,0.029354706
t_1148,46.71405,36.8133,0.026973434,0.017083753,0.023330607,0.021431502
t_1149,46.2649,36.8133,0.032874197,0.019966668,0.02108348,0.018509105
t_115,48.06153,39.01008,0.023030696,0.01182719,0.016482756,0.0148271145
t_1150,46.62422,36.8133,0.031791277,0.021066153,0.024850288,0.024966314
t_1151,46.17506,36.8133,0.019576501,0.008970746,0.013770353,0.013452227
t_1152,46.2649,36.88518,0.027458226,0.01513063,0.018448917,0.01840409
t_1153,46.80389,36.88518,0.026149446,0.016817603,0.024125712,0.023406778
t_1154,46.35473,36.88518,0.032049026,0.019674897,0.021698307,0.019861462
t_1155,46.53439,36.88518,0.027045136,0.016239252,0.02119539,0.018379662
t_1156,46.44456,36.88518,0.03284801,0.020999614,0.02317629,0.021455584
t_1157,46.62422,36.88518,0.031276222,0.020613832,0.0246572,0.025119
t_1158,46.17506,36.88518,0.02555345,0.01318585,0.016686207,0.01706953
t_1159,46.71405,36.88518,0.030992964,0.020901453,0.025778532,0.027226519
t_116,47.88186,39.01008,0.02858278,0.015810682,0.018547477,0.017722176
t_1160,46.62422,36.957,0.031297795,0.020656683,0.024716586,0.025196059
t_1161,46.44456,36.957,0.032928348,0.021100627,0.023260772,0.021518735
t_1162,46.80389,36.957,0.031091353,0.02157068,0.027250936,0.023480773
t_1163,46.53439,36.957,0.030161534,0.019032717,0.022908406,0.023271888
t_1164,46.2649,36.957,0.033807963,0.021045262,0.021700459,0.018660255
t_1165,46.35473,36.957,0.027334092,0.01553316,0.01935108,0.019918725
t_1166,46.17506,36.957,0.032430574,0.019105269,0.02004099,0.01730623
t_1167,46.71405,36.957,0.024166064,0.014604918,0.02167406,0.021634933
t_1168,46.62422,37.02875,0.024842167,0.014819187,0.021064907,0.019959532
t_1169,46.53439,37.02875,0.032238666,0.020991901,0.024032075,0.023274604
t_117,47.79203,39.01008,0.027281176,0.01456315,0.01758001,0.017195743
t_1170,46.2649,37.02875,0.02399611,0.012464426,0.016809756,0.014624899
t_1171,46.17506,37.02875,0.03132281,0.017991766,0.019470012,0.017312929
t_1172,46.08523,37.02875,0.031662494,0.01789046,0.01880144,0.016072256
t_1173,46.44456,37.02875,0.028272763,0.016824272,0.020829417,0.02152298
t_1174,46.71405,37.02875,0.024967756,0.015348094,0.022228707,0.021632649
t_1175,46.35473,37.02875,0.025551002,0.014091791,0.018463016,0.015782902
t_1176,46.80389,37.02875,0.031189606,0.021668801,0.027305909,0.02963353
t_1177,46.62422,37.10043,0.037539635,0.02726427,0.02821599,0.025398592
t_1178,46.2649,37.10043,0.028882984,0.016311029,0.019153833,0.01842241
t_1179,46.44456,37.10043,0.027741946,0.016352814,0.02052291,0.021468453
t_118,47.61237,39.01008,0.023423554,0.011322566,0.015102757,0.016105324
t_1180,46.08523,37.10043,0.0320522,0.018298052,0.018991398,0.016042752
t_1181,46.53439,37.10043,0.028969,0.017934004,0.022235889,0.023210485
t_1182,46.35473,37.10043,0.02777359,0.015884234,0.019542612,0.019877514
t_1183,46.71405,37.10043,0.03192118,0.02181311,0.026302045,0.027218292
t_1184,46.17506,37.10043,0.025753297,0.013343102,0.016790947,0.01708946
t_1185,46.80389,37.10043,0.02756286,0.01813125,0.025028093,0.023387874
t_1186,46.17506,37.17204,0.025176274,0.012885893,0.016477799,0.017015196
t_1187,46.2649,37.17204,0.032078896,0.01916649,0.020685663,0.018337356
t_1188,46.44456,37.17204,0.02702723,0.015715484,0.020085225,0.021356083
t_1189,46.35473,37.17204,0.032371033,0.019960444,0.021811161,0.019779885
t_119,47.7022,39.01008,0.02520419,0.012786259,0.016261438,0.016655458
t_1190,46.08523,37.17204,0.022023087,0.010266297,0.014276773,0.01251785
t_1191,46.71405,37.17204,0.028868932,0.018833138,0.024447067,0.021421734
t_1192,46.62422,37.17204,0.03080047,0.020121016,0.024304131,0.02497013
t_1193,46.53439,37.17204,0.031228738,0.019967688,0.023364872,0.023080694
t_1194,46.80389,37.17204,0.0327323,0.023158327,0.028034199,0.029317029
t_1195,46.71405,37.24359,0.025762092,0.015948761,0.022462254,0.021217303
t_1196,46.53439,37.24359,0.023193466,0.012965118,0.018871862,0.01813024
t_1197,46.2649,37.24359,0.023965977,0.012367141,0.016642915,0.014423659
t_1198,46.44456,37.24359,0.02359653,0.012890212,0.01817528,0.016783772
t_1199,46.62422,37.24359,0.033162568,0.022355815,0.025475709,0.024747303
t_12,48.24119,39.21917,0.02338296,0.011222489,0.014949153,0.015889265
t_120,48.15136,39.01008,0.026664425,0.014761415,0.018560192,0.01917811
t_1200,46.17506,37.24359,0.021120459,0.00997671,0.014495442,0.013388719
t_1201,46.08523,37.24359,0.023362849,0.011144938,0.01482222,0.015702365
t_1202,46.35473,37.24359,0.024887295,0.013484972,0.017952874,0.015551965
t_1203,46.80389,37.24359,0.026129426,0.016711494,0.023851056,0.022985073
t_1204,46.62422,37.31507,0.024828931,0.014651101,0.020659653,0.019372836
t_1205,46.53439,37.31507,0.024019664,0.013571723,0.019206751,0.017928947
t_1206,46.44456,37.31507,0.023109157,0.012458266,0.017790264,0.01660763
t_1207,46.71405,37.31507,0.026349198,0.016400598,0.02263235,0.020951468
t_1208,46.2649,37.31507,0.023647703,0.012081165,0.016384866,0.014287647
t_1209,46.17506,37.31507,0.03246556,0.019025747,0.019812495,0.01693555
t_121,47.9717,39.01008,0.025071613,0.013212026,0.017195927,0.018230813
t_1210,46.08523,37.31507,0.031830247,0.0179625,0.018668635,0.015740795
t_1211,46.35473,37.31507,0.021554034,0.01092796,0.01612239,0.015397381
t_1212,46.80389,37.31507,0.036271162,0.026732525,0.029695326,0.028627256
t_1213,46.62422,37.38648,0.023614531,0.013565271,0.019752186,0.019091228
t_1214,46.53439,37.38648,0.023495665,0.013080385,0.018745415,0.017682454
t_1215,46.71405,37.38648,0.034805294,0.024431653,0.0272195,0.026041249
t_1216,51.56496,36.74135,0.04125727,0.035930853,0.044113275,0.04812851
t_1217,51.92428,36.74135,0.03338569,0.02472322,0.03087014,0.033556882
t_1218,51.65479,36.74135,0.03894276,0.032644097,0.040197406,0.043821972
t_1219,51.83445,36.74135,0.03504728,0.027082587,0.033635806,0.03660158
t_122,47.9717,39.07984,0.022872543,0.011228907,0.015415858,0.013495736
t_1220,51.74462,36.74135,0.036888227,0.029710006,0.036727082,0.0400039
t_1221,51.47513,36.74135,0.043899614,0.039627653,0.04856131,0.05301942
t_1222,49.04967,36.66933,0.19888863,0.19268614,0.26033738,0.28441736
t_1223,48.95984,36.66933,0.21309787,0.2281546,0.2551045,0.25767618
t_1224,48.87001,36.66933,0.1861713,0.20348398,0.22305182,0.28090763
t_1225,48.78018,36.66933,0.15925816,0.17099723,0.19305417,0.18933958
t_1226,48.60052,36.66933,0.13291487,0.13606843,0.13781038,0.14479843
t_1227,48.69035,36.66933,0.12222688,0.1198322,0.15529877,0.1547366
t_1228,48.51068,36.66933,0.13497384,0.13665937,0.13393791,0.1338504
t_1229,49.13951,36.66933,0.2614176,0.2754582,0.30000958,0.30261296
t_123,47.79203,39.07984,0.019394414,0.00863747,0.013211008,0.012757703
t_1230,48.42085,36.66933,0.13143699,0.14616309,0.13872553,0.13785125
t_1231,48.51068,36.74135,0.12600644,0.1267618,0.14556037,0.16530319
t_1232,49.04967,36.74135,0.3184781,0.31789786,0.3544659,0.34534982
t_1233,48.60052,36.74135,0.13975449,0.14144343,0.16147514,0.18922697
t_1234,48.95984,36.74135,0.21580169,0.19920042,0.27415338,0.3016417
t_1235,48.69035,36.74135,0.16228744,0.16811976,0.19199155,0.18672608
t_1236,49.13951,36.74135,0.38316914,0.39220506,0.3857773,0.47423738
t_1237,48.87001,36.74135,0.21872473,0.23291644,0.2571753,0.26145977
t_1238,48.42085,36.74135,0.13818665,0.15853792,0.14979602,0.15536053
t_1239,48.78018,36.74135,0.19293733,0.20442823,0.2279229,0.22808228
t_124,47.7022,39.07984,0.01998474,0.008883999,0.013226809,0.012371384
t_1240,48.60052,36.8133,0.16715999,0.17938855,0.19442661,0.23389044
t_1241,48.78018,36.8133,0.19733515,0.18303746,0.25014073,0.28037307
t_1242,48.69035,36.8133,0.19261786,0.20190722,0.22819531,0.22725038
t_1243,49.13951,36.8133,0.56521446,0.514672,0.5639993,0.61746204
t_1244,49.04967,36.8133,0.44657722,0.4694797,0.40313753,0.51772636
t_1245,48.87001,36.8133,0.28471214,0.2938913,0.3213386,0.32914746
t_1246,48.42085,36.8133,0.1267791,0.14068481,0.15446685,0.1755726
t_1247,48.95984,36.8133,0.33544233,0.35053712,0.3489113,0.43868792
t_1248,48.51068,36.8133,0.14514698,0.15801224,0.1707864,0.1986469
t_1249,48.69035,36.88518,0.22166467,0.23384662,0.26246035,0.26366854
t_125,46.80389,38.44946,0.020861961,0.009743138,0.014244733,0.013212804
t_1250,48.51068,36.88518,0.14872555,0.16425267,0.18432081,0.22333305
t_1251,48.87001,36.88518,0.42969054,0.45576492,0.41780353,0.54805726
t_1252,48.95984,36.88518,0.45104903,0.4588405,0.43774167,0.5323595
t_1253,48.42085,36.88518,0.13505311,0.15546392,0.16610572,0.19151199
t_1254,49.13951,36.88518,0.7734838,0.7193234,0.7998302,0.6991345
t_1255,48.78018,36.88518,0.29272974,0.3003511,0.33302322,0.33695424
t_1256,49.04967,36.88518,0.5322446,0.47401232,0.5633979,0.44700444
t_1257,48.60052,36.88518,0.17753176,0.19186856,0.21549708,0.26810718
t_1258,48.69035,36.957,0.23352379,0.24479184,0.28192604,0.28340998
t_1259,48.51068,36.957,0.15220335,0.17048573,0.19269004,0.23688583
t_126,46.17506,38.51977,0.018315589,0.006454671,0.009645738,0.008518416
t_1260,48.78018,36.957,0.34174916,0.3528517,0.37213814,0.46301034
t_1261,48.42085,36.957,0.12669207,0.14312698,0.16623682,0.15887858
t_1262,48.87001,36.957,0.53116304,0.5393895,0.5072935,0.61893916
t_1263,48.95984,36.957,0.5950847,0.503313,0.7731844,0.5429733
t_1264,49.04967,36.957,0.58637494,0.48329177,0.7450839,0.5759765
t_1265,48.60052,36.957,0.18248978,0.198109,0.22733013,0.22709632
t_1266,49.13951,36.957,0.5989283,0.49639168,0.69407594,0.52798146
t_1267,48.69035,37.02875,0.23505439,0.25137845,0.28212672,0.35417068
t_1268,48.42085,37.02875,0.13267308,0.15469748,0.17077382,0.20232028
t_1269,48.78018,37.02875,0.34046578,0.362345,0.3594379,0.4445264
t_127,46.35473,38.51977,0.016541494,0.0059247282,0.00967751,0.009541718
t_1270,49.13951,37.02875,0.3680648,0.29344162,0.461643,0.42030257
t_1271,49.04967,37.02875,0.4589587,0.35255575,0.57609946,0.4732384
t_1272,48.60052,37.02875,0.17190981,0.18443751,0.22420695,0.22802456
t_1273,48.87001,37.02875,0.449591,0.42245594,0.49304298,0.5570651
t_1274,48.95984,37.02875,0.5049501,0.38946497,0.6353903,0.51394695
t_1275,48.51068,37.02875,0.14741278,0.16517563,0.19207661,0.18939282
t_1276,48.95984,37.10043,0.3263857,0.2709018,0.41837564,0.4007646
t_1277,48.51068,37.10043,0.1424637,0.16155802,0.18726575,0.18358105
t_1278,49.13951,37.10043,0.26203662,0.2278018,0.34018612,0.34490484
t_1279,48.42085,37.10043,0.12147491,0.13915738,0.16343665,0.15659319
t_128,46.08523,38.51977,0.01796597,0.006079331,0.009146091,0.0080465535
t_1280,48.69035,37.10043,0.21224967,0.22983918,0.26209307,0.26077107
t_1281,48.78018,37.10043,0.2408518,0.23750128,0.3126045,0.31288663
t_1282,49.04967,37.10043,0.31292012,0.25987792,0.40138322,0.38679332
t_1283,48.60052,37.10043,0.17270167,0.19297788,0.21955971,0.21770152
t_1284,48.87001,37.10043,0.27947885,0.24221389,0.36184743,0.36705214
t_1285,49.13951,37.17204,0.23250335,0.2378905,0.2927212,0.28840053
t_1286,48.51068,37.17204,0.13314688,0.15215878,0.17746358,0.17263468
t_1287,48.95984,37.17204,0.25496447,0.24930339,0.32638788,0.3191278
t_1288,48.42085,37.17204,0.11489843,0.13191931,0.15663743,0.1491598
t_1289,48.87001,37.17204,0.2104705,0.1937895,0.28062612,0.30125192
t_129,46.2649,38.51977,0.018174125,0.0065873535,0.009975183,0.009016493
t_1290,48.69035,37.17204,0.18547034,0.20504403,0.23491259,0.23347393
