# 20110918_M6.9_Sikkim median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlabCascadia,Gupta2010SSlab,ZhaoEtAl2006SSlab
t_10114,91.5686,31.63104,0.00535588,0.003204508,0.005013101,0.0026011588
t_10115,91.92791999999997,31.47794,0.0057699746,0.0029694608,0.004645395,0.0030236726
t_10116,91.83808999999997,31.47794,0.0060766935,0.0031016187,0.0048521417,0.0031696912
t_10117,92.01776000000001,31.47794,0.0057734824,0.0028433148,0.004448054,0.0028846979
t_10118,92.01776000000001,31.55452,0.0068245656,0.0030402222,0.0047560935,0.0027378383
t_10119,91.83808999999997,31.55452,0.006266868,0.002954466,0.0046219374,0.003007132
t_1012,85.90921000000003,23.68422,0.007920618,0.0046204757,0.0072282264,0.004872627
t_10120,91.92791999999997,31.55452,0.006096681,0.0028292015,0.004425975,0.0028691746
t_10121,91.83808999999997,31.63104,0.0071377708,0.003158501,0.0049411273,0.0028851407
t_10122,92.01776000000001,31.63104,0.006483892,0.0028979662,0.00453355,0.0025990445
t_10123,91.92791999999997,31.63104,0.0051826765,0.0026962466,0.004217982,0.002723198
t_10124,91.38893999999999,31.47794,0.008461316,0.0043326416,0.006777942,0.00406096
t_10125,91.47877,31.47794,0.008865599,0.004147776,0.0064887395,0.0038743324
t_10126,91.29910000000001,31.47794,0.008353826,0.0045235455,0.00707659,0.004207648
t_10127,91.38893999999999,31.55452,0.0061708204,0.003669996,0.0057413056,0.0038020678
t_10128,91.29910000000001,31.55452,0.0059145917,0.003828695,0.005989573,0.0031525937
t_10129,91.47877,31.55452,0.0070938584,0.003516134,0.005500606,0.003630227
t_1013,85.81938000000002,23.76646,0.009144846,0.0053286985,0.008336163,0.0050186655
t_10130,91.38893999999999,31.63104,0.005454706,0.0034874831,0.0054557845,0.0028503898
t_10131,91.29910000000001,31.63104,0.005095271,0.0023472782,0.003672059,0.0029812744
t_10132,91.47877,31.63104,0.0060284366,0.003343809,0.005231022,0.003438324
t_10133,92.55673999999999,31.24782,0.004314348,0.0016193894,0.0025333567,0.0019942569
t_10134,92.46690999999998,31.24782,0.0053796945,0.0026265634,0.00410897,0.0026468846
t_10135,92.55673999999999,31.32459,0.004850323,0.0023982248,0.0037517592,0.0023978238
t_10136,92.46690999999998,31.32459,0.0052398434,0.0025097218,0.003926184,0.002519241
t_10137,92.37707999999998,31.32459,0.005677855,0.002625512,0.004107325,0.002645734
t_10138,92.64657999999997,31.32459,0.004408429,0.002290935,0.003583916,0.0018071918
t_10139,92.37707999999998,31.4013,0.0053597745,0.0025063427,0.003920898,0.002515556
t_1014,85.72955000000002,23.76646,0.005754562,0.0029535093,0.004620441,0.0038185462
t_10140,92.64657999999997,31.4013,0.0047974507,0.0021914253,0.0034282443,0.0021737022
t_10141,92.55673999999999,31.4013,0.0042432696,0.0022925152,0.0035863882,0.0018085485
t_10142,92.46690999999998,31.4013,0.0053824936,0.002397464,0.003750569,0.0023969966
t_10143,92.10759000000002,31.47794,0.0056779115,0.0027229106,0.0042596944,0.002752435
t_10144,92.28724999999997,31.47794,0.0047171004,0.0024980535,0.00390793,0.0019855462
t_10145,92.19741999999997,31.47794,0.005624812,0.0026079512,0.004079853,0.0026265248
t_10146,92.19741999999997,31.55452,0.005321435,0.002486356,0.0038896308,0.0024937645
t_10147,92.10759000000002,31.55452,0.005276326,0.0025954116,0.0040602363,0.0026128136
t_10148,92.28724999999997,31.55452,0.005266265,0.002382184,0.003726665,0.002380388
t_10149,92.19741999999997,31.63104,0.0056825555,0.002370998,0.0037091658,0.0023682346
t_1015,85.90921000000003,23.76646,0.00825849,0.004926566,0.0077070715,0.0052202255
t_10150,92.28724999999997,31.63104,0.0060554068,0.0025493584,0.0039881915,0.0022609804
t_10151,92.10759000000002,31.63104,0.0062713386,0.0027764183,0.0043434016,0.002480828
t_10152,92.37707999999998,31.47794,0.006051739,0.002683931,0.0041987156,0.0023911179
t_10153,92.64657999999997,31.47794,0.004111885,0.0020957019,0.0032784953,0.0016401308
t_10154,92.46690999999998,31.47794,0.0043235915,0.0022896945,0.0035819754,0.0018061269
t_10155,92.55673999999999,31.47794,0.0039918246,0.0014145827,0.0022129593,0.0017214814
t_10156,92.37707999999998,31.55452,0.00559537,0.0022825021,0.0035707236,0.0022722282
t_10157,92.64657999999997,31.55452,0.0038325514,0.0012936767,0.0020238152,0.0015617672
t_10158,92.55673999999999,31.55452,0.004142573,0.0020933545,0.003274823,0.0016381288
t_10159,92.46690999999998,31.55452,0.0054143923,0.0021862832,0.0034202,0.0021681483
t_1016,85.90921000000003,23.84864,0.007518511,0.00525322,0.008218085,0.0055924747
t_10160,92.46690999999998,31.63104,0.0038908655,0.0013475522,0.0021080973,0.0016328051
t_10161,92.55673999999999,31.63104,0.004440646,0.001999688,0.0031282925,0.0019672755
t_10162,92.37707999999998,31.63104,0.005229263,0.0021776245,0.003406654,0.002158798
t_10163,92.64657999999997,31.63104,0.003546127,0.0012365801,0.0019344937,0.0014867232
t_10164,90.84995000000004,31.32459,0.0077594034,0.0055433195,0.008671914,0.0059241
t_10165,90.76011,31.32459,0.011676219,0.006481843,0.010140131,0.006260312
t_10166,90.93977999999998,31.32459,0.008018208,0.0053156577,0.0083157625,0.0056637707
t_10167,90.93977999999998,31.4013,0.0098389005,0.005646699,0.00883364,0.0054000225
t_10168,90.76011,31.4013,0.010248966,0.0061260695,0.009583563,0.005893073
t_10169,90.84995000000004,31.4013,0.010240792,0.0058834446,0.009204003,0.005643259
t_1017,85.81938000000002,23.84864,0.0082063945,0.005059915,0.007915681,0.0053720325
t_10170,90.67027999999999,31.4013,0.008803602,0.005681022,0.008887335,0.0060818316
t_10171,90.84995000000004,31.47794,0.008797861,0.004959891,0.0077592046,0.0052581425
t_10172,90.67027999999999,31.47794,0.0081448555,0.0053645307,0.0083922185,0.005719608
t_10173,90.93977999999998,31.47794,0.0070481105,0.0047643105,0.0074532405,0.0050358134
t_10174,91.11944,31.47794,0.0076832296,0.0043877275,0.0068641175,0.004609173
t_10175,91.02960999999999,31.47794,0.008830555,0.005131583,0.0080277985,0.0048194244
t_10176,91.20927,31.47794,0.008771832,0.004720391,0.0073845326,0.0044539357
t_10177,91.02960999999999,31.55452,0.008387846,0.0048616244,0.0076054777,0.004547258
t_10178,91.11944,31.55452,0.008078103,0.004667881,0.0073023867,0.0043524615
t_10179,91.20927,31.55452,0.006796251,0.003992137,0.00624526,0.0041632615
t_1018,85.72955000000002,23.84864,0.0065998305,0.004869684,0.0076180855,0.0040839775
t_10180,91.20927,31.63104,0.0057503916,0.00378777,0.00592555,0.003116257
t_10181,91.11944,31.63104,0.006310373,0.0039442065,0.0061702775,0.0041094054
t_10182,91.02960999999999,31.63104,0.005977695,0.0041046934,0.0064213416,0.003398246
t_10183,90.49062000000004,31.47794,0.0079221185,0.005785075,0.009050114,0.0062011485
t_10184,90.58044999999998,31.47794,0.0078853965,0.005572987,0.008718326,0.0059580654
t_10185,90.40079000000003,31.47794,0.011528743,0.00673254,0.01053232,0.006519706
t_10186,90.58044999999998,31.55452,0.0073331515,0.0052582505,0.008225955,0.004434648
t_10187,90.49062000000004,31.55452,0.0075272922,0.0054538734,0.008531986,0.0046117213
t_10188,90.40079000000003,31.55452,0.007628893,0.0056522135,0.008842267,0.0047915913
t_10189,90.58044999999998,31.63104,0.008413929,0.004961549,0.0077617983,0.0052600293
t_1019,85.72955000000002,23.93078,0.008685683,0.005183985,0.008109774,0.005513469
t_10190,90.49062000000004,31.63104,0.009382046,0.0057694674,0.009025698,0.005465636
t_10191,90.40079000000003,31.63104,0.00806027,0.00532482,0.0083300965,0.005674237
t_10192,90.76011,31.47794,0.008210697,0.005160068,0.0080723595,0.005486191
t_10193,90.76011,31.55452,0.009267965,0.005471707,0.0085598845,0.005163473
t_10194,90.93977999999998,31.55452,0.0066080913,0.004510012,0.007055418,0.0037607444
t_10195,90.67027999999999,31.55452,0.0070990305,0.0050657326,0.007924782,0.004260725
t_10196,90.84995000000004,31.55452,0.006618215,0.0046913237,0.0073390603,0.0039235144
t_10197,90.67027999999999,31.63104,0.007304725,0.004783702,0.007483576,0.0050578346
t_10198,90.93977999999998,31.63104,0.006090033,0.0042690816,0.006678509,0.0035450289
t_10199,90.76011,31.63104,0.0074378876,0.0046088267,0.007210003,0.0048594233
t_102,88.15499999999997,23.68422,0.013137538,0.008764888,0.0137115745,0.008638286
t_1020,85.19056,23.68422,0.004880368,0.0021919843,0.0034291185,0.0027687722
t_10200,90.84995000000004,31.63104,0.005843776,0.0028648912,0.0044818074,0.0036954733
t_1021,85.10073,23.68422,0.0047721686,0.0021027506,0.0032895224,0.002647091
t_1022,85.28039000000001,23.68422,0.008049811,0.003968487,0.006208262,0.0036938216
t_1023,85.28039000000001,23.76646,0.0051678033,0.0024213425,0.0037879243,0.0030829338
t_1024,85.10073,23.76646,0.0061585135,0.0034477704,0.005393658,0.0035540236
t_1025,85.19056,23.76646,0.0050521777,0.0023223467,0.0036330563,0.0029470976
t_1026,85.19056,23.84864,0.0060664634,0.0038102411,0.005960704,0.003136206
t_1027,85.10073,23.84864,0.006106866,0.00364935,0.005709007,0.003778983
t_1028,85.28039000000001,23.84864,0.007504525,0.0039758757,0.0062198206,0.004144985
t_1029,85.10073,23.93078,0.005922013,0.0038620497,0.006041752,0.003182226
t_103,88.06516999999997,23.76646,0.0137829315,0.009434682,0.014759254,0.009341565
t_1030,85.46005000000002,23.84864,0.0077171978,0.004320852,0.0067594983,0.0045336206
t_1031,85.37022000000002,23.84864,0.0054769516,0.0026769673,0.0041878214,0.0034352143
t_1032,85.46005000000002,23.93078,0.008264123,0.0045879763,0.007177385,0.004835794
t_1033,85.63972000000001,23.93078,0.0065109143,0.003215922,0.005030957,0.004184174
t_1034,85.54989,23.93078,0.007216552,0.0047821156,0.0074810944,0.005056033
t_1035,85.37022000000002,23.93078,0.008450449,0.0049354653,0.0077209934,0.004621619
t_1036,85.37022000000002,24.01286,0.0076686786,0.004666102,0.007299604,0.0049243616
t_1037,85.63972000000001,24.01286,0.008684545,0.005297516,0.008287381,0.0056430507
t_1038,85.54989,24.01286,0.008680996,0.0050816447,0.0079496745,0.0053967903
t_1039,85.46005000000002,24.01286,0.008590611,0.004871077,0.0076202643,0.005157121
t_104,87.97534000000002,23.76646,0.013787965,0.009379058,0.014672254,0.00928308
t_1040,85.90921000000003,23.93078,0.008559725,0.005601867,0.008763505,0.0059911385
t_1041,85.81938000000002,23.93078,0.0073147365,0.0053911125,0.008433803,0.0045548747
t_1042,85.81938000000002,24.01286,0.008853633,0.005743999,0.008985856,0.006154034
t_1043,85.72955000000002,24.01286,0.008727234,0.005518418,0.008632959,0.005895598
t_1044,85.90921000000003,24.01286,0.008233223,0.005973848,0.009345429,0.0064178887
t_1045,85.81938000000002,24.09489,0.00886199,0.006119957,0.009574001,0.0065858793
t_1046,85.72955000000002,24.09489,0.008679217,0.0058742184,0.009189569,0.006303455
t_1047,85.90921000000003,24.09489,0.008302067,0.006370705,0.009966268,0.0054457663
t_1048,85.72955000000002,24.17687,0.009149517,0.006252633,0.009781558,0.006738595
t_1049,85.81938000000002,24.17687,0.011229636,0.0073159994,0.011445077,0.007047272
t_105,88.15499999999997,23.76646,0.013645203,0.009475234,0.014822687,0.009384212
t_1050,85.19056,23.93078,0.0054159435,0.002605628,0.0040762187,0.00333669
t_1051,85.28039000000001,23.93078,0.008720906,0.004728831,0.007397736,0.0044136927
t_1052,85.28039000000001,24.01286,0.009173615,0.005011934,0.007840619,0.004750664
t_1053,85.10073,24.01286,0.006362816,0.0040863096,0.006392583,0.0033818525
t_1054,85.19056,24.01286,0.008065427,0.004273591,0.0066855634,0.0044802674
t_1055,85.28039000000001,24.09489,0.0077989204,0.004733499,0.0074050394,0.005000833
t_1056,85.19056,24.09489,0.0058081723,0.0029213843,0.0045701847,0.0037739065
t_1057,85.10073,24.09489,0.00566329,0.002791621,0.0043671844,0.0035938793
t_1058,85.10073,24.17687,0.009291548,0.005134641,0.008032583,0.0048758527
t_1059,85.28039000000001,24.17687,0.007460617,0.005015056,0.007845504,0.0053209392
t_106,87.97534000000002,23.84864,0.014611973,0.010142878,0.015866885,0.010087376
t_1060,85.63972000000001,24.09489,0.0074111344,0.005633921,0.00881365,0.004774988
t_1061,85.46005000000002,24.09489,0.009090851,0.0051710205,0.008089494,0.005498682
t_1062,85.54989,24.09489,0.008812053,0.0053994292,0.008446814,0.0057594962
t_1063,85.37022000000002,24.09489,0.008466217,0.0049489895,0.0077421507,0.0052457373
t_1064,85.37022000000002,24.17687,0.008796621,0.0052481513,0.008210156,0.005586689
t_1065,85.63972000000001,24.17687,0.010491958,0.0067222277,0.010516187,0.00643782
t_1066,85.54989,24.17687,0.0074208886,0.005736443,0.008974035,0.0048680757
t_1067,85.46005000000002,24.17687,0.0064890343,0.0035437795,0.0055438536,0.0046432484
t_1068,85.46005000000002,24.2588,0.009219302,0.005824881,0.009112387,0.0062468234
t_1069,85.37022000000002,24.2588,0.008892024,0.0055643483,0.008704812,0.0059481747
t_107,88.06516999999997,23.84864,0.014274766,0.010204903,0.015963877,0.010152795
