# 20110918_M6.9_Sikkim median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlabCascadia,Gupta2010SSlab,ZhaoEtAl2006SSlab
t_1003,85.37022000000002,23.68422,0.006601676,0.0034742833,0.0054269396,0.0036909147
t_10030,91.02960999999999,30.7859,0.010333457,0.006317443,0.0098680435,0.0062623913
t_10031,91.11944,30.7859,0.010432755,0.0060390355,0.009433163,0.005968181
t_10032,91.02960999999999,30.86304,0.011581619,0.005975669,0.009334181,0.006297632
t_10033,91.20927,30.86304,0.007749361,0.0048731286,0.0076119797,0.005307838
t_10034,91.11944,30.86304,0.0063814023,0.0032902583,0.005139487,0.0044106725
t_10035,91.20927,30.94012,0.005659625,0.0029813221,0.0046569183,0.0039689024
t_10036,90.84995000000004,30.7859,0.007939098,0.0061494876,0.009605692,0.006804504
t_10037,90.93977999999998,30.7859,0.0077446285,0.0058862343,0.009194483,0.0064945063
t_10038,90.84995000000004,30.86304,0.0076530008,0.005805468,0.009068323,0.006399524
t_10039,90.93977999999998,30.86304,0.0074706534,0.005562387,0.008688623,0.006114028
t_1004,85.63972000000001,23.76646,0.0058779134,0.0042027985,0.0065649026,0.0035879104
t_10040,90.76011,30.86304,0.007836439,0.0060547907,0.009457773,0.006692922
t_10041,90.84995000000004,30.94012,0.0075377095,0.0054803835,0.008560531,0.0060178465
t_10042,90.93977999999998,30.94012,0.0070442497,0.0052558985,0.008209878,0.0045587677
t_10043,90.76011,30.94012,0.007949873,0.0057102907,0.008919653,0.006287671
t_10044,90.84995000000004,31.01714,0.006506128,0.005173313,0.008080877,0.0044822474
t_10045,90.76011,31.01714,0.008931665,0.0053853616,0.008412103,0.0059064818
t_10046,90.49062000000004,30.86304,0.009186721,0.006835918,0.010677918,0.0076155122
t_10047,90.58044999999998,30.86304,0.0074986527,0.006570479,0.010263294,0.0057838806
t_10048,90.67027999999999,30.86304,0.008020552,0.0063099316,0.009856311,0.0069937306
t_10049,90.58044999999998,30.94012,0.010738514,0.0069394,0.01083956,0.0069217924
t_1005,85.54989,23.76646,0.00882942,0.0045136176,0.0070504122,0.004369103
t_10050,90.40079000000003,30.94012,0.009264917,0.006675645,0.010427566,0.0074258256
t_10051,90.67027999999999,30.94012,0.008918881,0.0059452103,0.009286605,0.006563901
t_10052,90.49062000000004,30.94012,0.0089667905,0.006428411,0.010041379,0.0071336
t_10053,90.49062000000004,31.01714,0.012727235,0.006783468,0.01059599,0.0072099515
t_10054,90.58044999999998,31.01714,0.007902972,0.0058220113,0.009094164,0.0064189737
t_10055,90.67027999999999,31.01714,0.00785622,0.0056017204,0.008750062,0.0061601857
t_10056,91.02960999999999,30.94012,0.007330289,0.005037107,0.007868119,0.005499155
t_10057,91.11944,30.94012,0.007769788,0.004824251,0.0075356313,0.0052508735
t_10058,91.11944,31.01714,0.007165519,0.004566432,0.0071329097,0.0049508926
t_10059,91.20927,31.01714,0.006430892,0.004374677,0.006833382,0.0037455778
t_1006,85.37022000000002,23.76646,0.007277192,0.004127515,0.0064473073,0.003925182
t_10060,91.02960999999999,31.01714,0.007602362,0.004763594,0.0074408827,0.005180221
t_10061,91.02960999999999,31.0941,0.006585552,0.004504596,0.0070363204,0.0048790737
t_10062,91.11944,31.0941,0.006732024,0.0043219547,0.0067510284,0.00466725
t_10063,91.20927,31.0941,0.009032026,0.0046497355,0.0072630327,0.004510763
t_10064,91.02960999999999,31.17099,0.0062155924,0.004259472,0.0066534285,0.0036398608
t_10065,91.20927,31.17099,0.0060588513,0.003925251,0.0061313645,0.0042088516
t_10066,90.93977999999998,31.01714,0.007521414,0.004965968,0.0077569974,0.0054161167
t_10067,90.93977999999998,31.0941,0.006689644,0.0046918103,0.0073287548,0.0040373444
t_10068,90.84995000000004,31.0941,0.007095048,0.004883359,0.0076279603,0.005319765
t_10069,90.76011,31.0941,0.0063190917,0.0032792662,0.0051223165,0.0043949173
t_1007,85.46005000000002,23.76646,0.0072060865,0.003848,0.0060106968,0.004119877
t_10070,90.84995000000004,31.17099,0.007415021,0.0046096854,0.007200473,0.00500116
t_10071,90.76011,31.17099,0.008211145,0.0047902022,0.007482446,0.005211208
t_10072,90.93977999999998,31.17099,0.007031677,0.004432691,0.006924002,0.0047956244
t_10073,90.84995000000004,31.24782,0.006625605,0.004351409,0.0067970376,0.004701379
t_10074,90.76011,31.24782,0.00889245,0.005069315,0.007918429,0.0049488125
t_10075,90.93977999999998,31.24782,0.005523978,0.0027038886,0.0042235586,0.0035741937
t_10076,90.40079000000003,31.01714,0.00961114,0.0062724813,0.009797812,0.0069495426
t_10077,90.49062000000004,31.0941,0.00796236,0.0056865294,0.0088825375,0.006259761
t_10078,90.67027999999999,31.0941,0.0063336897,0.0034079591,0.005323339,0.0045795375
t_10079,90.58044999999998,31.0941,0.008647751,0.005480964,0.008561438,0.0060185273
t_1008,85.54989,23.84864,0.0056169005,0.0027544496,0.0043025366,0.0036459733
t_10080,90.40079000000003,31.0941,0.008761441,0.0058945115,0.009207412,0.0065042437
t_10081,90.67027999999999,31.17099,0.0067935116,0.0049738856,0.007769365,0.0042977147
t_10082,90.49062000000004,31.17099,0.0062042223,0.003453813,0.005394964,0.004645402
t_10083,90.58044999999998,31.17099,0.007046519,0.0051603946,0.008060698,0.0056432025
t_10084,90.40079000000003,31.17099,0.007256355,0.0055402163,0.008653991,0.0048226444
t_10085,90.40079000000003,31.24782,0.0069592604,0.005208067,0.008135164,0.004514442
t_10086,90.49062000000004,31.24782,0.008345569,0.0050327764,0.007861354,0.0054940986
t_10087,90.67027999999999,31.24782,0.0069920435,0.0046873577,0.007321799,0.005091488
t_10088,90.58044999999998,31.24782,0.006788374,0.004859066,0.007590013,0.005291445
t_10089,90.40079000000003,31.32459,0.0095171565,0.005494156,0.008582043,0.0053942986
t_1009,85.63972000000001,23.84864,0.0055239215,0.0028803537,0.004499203,0.0038250182
t_10090,90.58044999999998,31.32459,0.010746225,0.0051341816,0.008019753,0.005353628
t_10091,90.67027999999999,31.32459,0.009327984,0.004956743,0.0077425884,0.004831089
t_10092,90.49062000000004,31.32459,0.009734802,0.0053134654,0.0082998,0.005204603
t_10093,90.40079000000003,31.4013,0.008960909,0.005166578,0.008070357,0.0050506378
t_10094,90.58044999999998,31.4013,0.007914744,0.004835511,0.0075532203,0.004653001
t_10095,90.49062000000004,31.4013,0.007901408,0.004456697,0.0069615003,0.0048234765
t_10096,91.5686,31.17099,0.006696147,0.003309884,0.0051701427,0.0035030479
t_10097,91.65843000000001,31.24782,0.0059955544,0.0030121745,0.004705111,0.00316429
t_10098,91.5686,31.24782,0.0068009617,0.003528721,0.0055119726,0.003315161
t_10099,91.74826000000002,31.24782,0.007303958,0.0032354603,0.00505389,0.0030520102
t_101,88.06516999999997,23.68422,0.01390527,0.009586488,0.014974255,0.009754044
t_1010,85.72955000000002,23.68422,0.0062503554,0.004129566,0.006450511,0.00444464
t_10100,91.65843000000001,31.32459,0.006669939,0.0032133025,0.005019279,0.0029962831
t_10101,91.5686,31.32459,0.005787169,0.0029878211,0.00466707,0.0031366672
t_10102,91.74826000000002,31.32459,0.0058541065,0.0027437098,0.0042857607,0.0028605838
t_10103,91.65843000000001,31.4013,0.0064702523,0.003054608,0.0047713933,0.00283658
t_10104,91.5686,31.4013,0.004796949,0.002838129,0.0044332463,0.002350472
t_10105,91.74826000000002,31.4013,0.005545536,0.002610148,0.004077133,0.0027101845
t_10106,91.74826000000002,31.47794,0.0052604526,0.0024827158,0.0038780798,0.0025671558
t_10107,91.65843000000001,31.47794,0.0053161085,0.0025876272,0.004041955,0.0026848733
t_10108,91.5686,31.47794,0.006551106,0.003024544,0.0047244327,0.002837425
t_10109,91.65843000000001,31.55452,0.005601416,0.0024592024,0.0038413513,0.002540817
t_1011,85.81938000000002,23.68422,0.0069162487,0.004304591,0.0067239064,0.004647137
t_10110,91.74826000000002,31.55452,0.0070305993,0.0026492802,0.0041382588,0.0024580825
t_10111,91.5686,31.55452,0.0056991666,0.0025600102,0.003998816,0.0026538542
t_10112,91.74826000000002,31.63104,0.0047748294,0.0022452993,0.0035072279,0.0023020082
t_10113,91.65843000000001,31.63104,0.004955204,0.0023368967,0.0036503058,0.0024040902
t_10114,91.5686,31.63104,0.004354674,0.0024309924,0.0037972864,0.001987703
t_10115,91.92791999999997,31.47794,0.00474259,0.0022822765,0.0035649873,0.0023431843
t_10116,91.83808999999997,31.47794,0.004983942,0.0023809262,0.0037190812,0.0024532569
t_10117,92.01776000000001,31.47794,0.0047556465,0.002186761,0.003415789,0.0022369183
t_10118,92.01776000000001,31.55452,0.005616454,0.0023383526,0.0036525798,0.002123016
t_10119,91.83808999999997,31.55452,0.005134961,0.002265961,0.003539502,0.0023250105
t_1012,85.90921000000003,23.68422,0.007553177,0.004483687,0.00700366,0.0048548006
t_10120,91.92791999999997,31.55452,0.0050062095,0.0021735886,0.0033952135,0.0022222884
t_10121,91.83808999999997,31.63104,0.0058440478,0.002419343,0.0037790895,0.002227398
t_10122,92.01776000000001,31.63104,0.005330468,0.00222815,0.00348044,0.0020144547
t_10123,91.92791999999997,31.63104,0.004251042,0.002069753,0.0032330188,0.0021071804
t_10124,91.38893999999999,31.47794,0.0068611074,0.0032770617,0.005118873,0.0030944424
t_10125,91.47877,31.47794,0.0072074523,0.0031491343,0.0049190465,0.002964071
t_10126,91.29910000000001,31.47794,0.006756672,0.0034082464,0.0053237877,0.003193147
t_10127,91.38893999999999,31.55452,0.0049979184,0.0027697356,0.004326414,0.0028899463
t_10128,91.29910000000001,31.55452,0.004778424,0.0028785116,0.0044963253,0.0023866454
t_10129,91.47877,31.55452,0.005760247,0.002663544,0.0041605392,0.0027702535
t_1013,85.81938000000002,23.76646,0.008689893,0.005136675,0.008023648,0.0049644117
t_10130,91.38893999999999,31.63104,0.004414306,0.002626444,0.0041025877,0.0021613978
t_10131,91.29910000000001,31.63104,0.0041133543,0.0017611224,0.0027509283,0.0022516807
t_10132,91.47877,31.63104,0.0048905364,0.0025275315,0.003948083,0.0026174025
t_10133,92.55673999999999,31.24782,0.00360914,0.0012594876,0.001967359,0.0015650755
t_10134,92.46690999999998,31.24782,0.00449242,0.0020364448,0.0031809907,0.0020703415
t_10135,92.55673999999999,31.32459,0.0040521873,0.0018606824,0.0029064442,0.0018766746
t_10136,92.46690999999998,31.32459,0.004369694,0.0019418205,0.0030331844,0.0019659218
t_10137,92.37707999999998,31.32459,0.0047261897,0.0020267456,0.0031658402,0.0020596222
t_10138,92.64657999999997,31.32459,0.0036894793,0.0017828599,0.002784883,0.0014190162
t_10139,92.37707999999998,31.4013,0.0044556013,0.0019326358,0.0030188377,0.0019558056
t_1014,85.72955000000002,23.76646,0.0054519274,0.0028331073,0.0044254023,0.0037577804
t_10140,92.64657999999997,31.4013,0.0040099462,0.0017013537,0.0026575676,0.0017022594
t_10141,92.55673999999999,31.4013,0.0035402211,0.0017749926,0.0027725939,0.0014121942
t_10142,92.46690999999998,31.4013,0.004482975,0.0018520269,0.002892924,0.0018671704
t_10143,92.10759000000002,31.47794,0.0046866364,0.0020949354,0.0032723546,0.00213506
t_10144,92.28724999999997,31.47794,0.003908788,0.0019234177,0.0030044385,0.0015412581
t_10145,92.19741999999997,31.47794,0.004652225,0.0020072206,0.0031353415,0.0020380542
t_10146,92.19741999999997,31.55452,0.0043962514,0.0019141546,0.0029899694,0.00193546
t_10147,92.10759000000002,31.55452,0.0043502166,0.0019973961,0.0031199951,0.0020272075
t_10148,92.28724999999997,31.55452,0.004359168,0.0018346044,0.0028657096,0.0018480495
t_10149,92.19741999999997,31.63104,0.0046898792,0.0018258273,0.0028519996,0.0018384219
t_1015,85.90921000000003,23.76646,0.007873206,0.0047728643,0.007455364,0.0051910165
t_10150,92.28724999999997,31.63104,0.0050075925,0.0019638594,0.00306761,0.001755708
t_10151,92.10759000000002,31.63104,0.005166037,0.0021369183,0.0033379334,0.0019248708
t_10152,92.37707999999998,31.47794,0.005025256,0.002068259,0.0032306854,0.0018576327
t_10153,92.64657999999997,31.47794,0.003432372,0.0016236891,0.0025362533,0.0012814458
t_10154,92.46690999999998,31.47794,0.003596211,0.0017668025,0.0027598008,0.0014050949
t_10155,92.55673999999999,31.47794,0.003326221,0.0010935073,0.0017080926,0.0013417875
t_10156,92.37707999999998,31.55452,0.0046406407,0.0017585686,0.0027469392,0.0017647588
t_10157,92.64657999999997,31.55452,0.003195269,0.0010007047,0.0015631322,0.0012180152
t_10158,92.55673999999999,31.55452,0.0034477634,0.0016163788,0.0025248344,0.0012751512
t_10159,92.46690999999998,31.55452,0.0044987826,0.0016858797,0.0026333968,0.0016853829
t_1016,85.90921000000003,23.84864,0.0071657756,0.0050804024,0.0079357475,0.005549721
t_10160,92.46690999999998,31.63104,0.00322873,0.00103887,0.0016227473,0.001268816
t_10161,92.55673999999999,31.63104,0.0036917436,0.0015429758,0.0024101764,0.001530091
t_10162,92.37707999999998,31.63104,0.0043320237,0.0016780746,0.002621205,0.0016768747
t_10163,92.64657999999997,31.63104,0.0029530036,0.0009554371,0.0014924227,0.001157953
t_10164,90.84995000000004,31.32459,0.006197921,0.004107719,0.0064163855,0.004419397
t_10165,90.76011,31.32459,0.00930666,0.004781549,0.007468929,0.0046481593
t_10166,90.93977999999998,31.32459,0.006423599,0.003956497,0.0061801723,0.004244868
t_10167,90.93977999999998,31.4013,0.007880366,0.0041941074,0.006551327,0.0040375283
t_10168,90.76011,31.4013,0.008162498,0.00451042,0.007045417,0.0043657776
t_10169,90.84995000000004,31.4013,0.008179692,0.004351001,0.0067963996,0.004200175
t_1017,85.81938000000002,23.84864,0.007795421,0.0048684916,0.007604736,0.005302432
t_10170,90.67027999999999,31.4013,0.0069885748,0.00416395,0.0065042204,0.0044843857
t_10171,90.84995000000004,31.47794,0.007021688,0.0036610323,0.005718647,0.003904955
t_10172,90.67027999999999,31.47794,0.006462878,0.00392521,0.0061313002,0.0042088046
t_10173,90.93977999999998,31.47794,0.0056391307,0.0035316977,0.005516622,0.0037566498
t_10174,91.11944,31.47794,0.0061812024,0.0032796427,0.0051229047,0.0034685493
t_10175,91.02960999999999,31.47794,0.0070867776,0.0038199138,0.005966825,0.003611106
t_10176,91.20927,31.47794,0.0070771025,0.0035425415,0.0055335606,0.0033659977
t_10177,91.02960999999999,31.55452,0.0067272424,0.0036118866,0.00564188,0.0033995388
t_10178,91.11944,31.55452,0.0064954082,0.0034819825,0.0054389657,0.0032677941
t_10179,91.20927,31.55452,0.0054775476,0.0029897434,0.004670073,0.003138847
t_1018,85.72955000000002,23.84864,0.006249473,0.004661989,0.007282173,0.0040098634
t_10180,91.20927,31.63104,0.004631089,0.0028310418,0.0044221757,0.0023441266
t_10181,91.11944,31.63104,0.005069693,0.0029364936,0.004586895,0.0030784947
t_10182,91.02960999999999,31.63104,0.004789978,0.0030438725,0.0047546243,0.0025351008
t_10183,90.49062000000004,31.47794,0.0062493267,0.0041948846,0.0065525416,0.0045201583
t_10184,90.58044999999998,31.47794,0.0062386133,0.004059508,0.006341079,0.0043637166
t_10185,90.40079000000003,31.47794,0.009074822,0.004859468,0.0075906413,0.0047294754
t_10186,90.58044999999998,31.55452,0.0058001233,0.003824407,0.005973844,0.0032420652
t_10187,90.49062000000004,31.55452,0.0059368983,0.0039490983,0.0061686155,0.0033558307
t_10188,90.40079000000003,31.55452,0.005999815,0.004074337,0.0063642417,0.0034702972
t_10189,90.58044999999998,31.63104,0.0066552917,0.0036034412,0.005628688,0.0038388781
t_1019,85.72955000000002,23.93078,0.008219259,0.0049525267,0.0077360016,0.0054004337
t_10190,90.49062000000004,31.63104,0.0074020852,0.004172048,0.0065168696,0.003970768
t_10191,90.40079000000003,31.63104,0.0063396934,0.0038336243,0.005988241,0.0041033304
t_10192,90.76011,31.47794,0.0065338695,0.0037922964,0.0059236856,0.0040557813
t_10193,90.76011,31.55452,0.007374391,0.004014444,0.006270687,0.0038095668
t_10194,90.93977999999998,31.55452,0.0052841585,0.0033369097,0.0052123573,0.0027993866
t_10195,90.67027999999999,31.55452,0.0056306026,0.0037005718,0.005780409,0.0031292879
t_10196,90.84995000000004,31.55452,0.005277982,0.0034565688,0.0053992686,0.002907715
t_10197,90.67027999999999,31.63104,0.0057926374,0.0034892072,0.005450251,0.0037079954
t_10198,90.93977999999998,31.63104,0.0048674215,0.0031530207,0.004925117,0.0026333665
t_10199,90.76011,31.63104,0.005914365,0.0033759037,0.0052732676,0.0035784265
t_102,88.15499999999997,23.68422,0.013517016,0.009668186,0.015101867,0.009841986
t_1020,85.19056,23.68422,0.0045465436,0.0020507697,0.0032033667,0.0026543215
t_10200,90.84995000000004,31.63104,0.0046581887,0.0021072603,0.0032916067,0.0027332772
t_1021,85.10073,23.68422,0.004433851,0.0019610394,0.003063205,0.0025291818
t_1022,85.28039000000001,23.68422,0.007519158,0.0037277623,0.005822881,0.0035562026
t_1023,85.28039000000001,23.76646,0.0048236535,0.0022697132,0.0035453632,0.0029610298
t_1024,85.10073,23.76646,0.005716603,0.0032123115,0.0050177313,0.003391809
t_1025,85.19056,23.76646,0.0047025597,0.0021694063,0.0033886808,0.0028202843
t_1026,85.19056,23.84864,0.005641356,0.003555385,0.0055536227,0.0029973413
t_1027,85.10073,23.84864,0.0056631197,0.00339835,0.005308329,0.003604075
t_1028,85.28039000000001,23.84864,0.0069983727,0.0037206118,0.0058117122,0.003973376
t_1029,85.10073,23.93078,0.0054859305,0.0035962267,0.005617419,0.0030344278
t_103,88.06516999999997,23.76646,0.014183275,0.010386445,0.016223656,0.010616227
t_1030,85.46005000000002,23.84864,0.007239269,0.0040771062,0.0063685677,0.004384037
t_1031,85.37022000000002,23.84864,0.005122715,0.0025145113,0.003927746,0.0033060068
t_1032,85.46005000000002,23.93078,0.007745967,0.0043190974,0.006746565,0.00466394
t_1033,85.63972000000001,23.93078,0.006141719,0.0030569485,0.004775049,0.00407684
t_1034,85.54989,23.93078,0.0067854845,0.004523433,0.0070657437,0.004900946
t_1035,85.37022000000002,23.93078,0.007896421,0.004627369,0.0072280946,0.004438378
t_1036,85.37022000000002,24.01286,0.007159276,0.004368673,0.006824004,0.0047213887
t_1037,85.63972000000001,24.01286,0.008185552,0.0050239977,0.0078476425,0.005483849
t_1038,85.54989,24.01286,0.008155481,0.0047952267,0.0074902945,0.005217061
t_1039,85.46005000000002,24.01286,0.00804483,0.0045763287,0.0071483687,0.004962392
t_104,87.97534000000002,23.76646,0.014152574,0.010277378,0.016053312,0.010498539
t_1040,85.90921000000003,23.93078,0.008154643,0.005407433,0.00844658,0.0059323413
t_1041,85.81938000000002,23.93078,0.0069454038,0.0051768683,0.00808643,0.00448554
t_1042,85.81938000000002,24.01286,0.008401461,0.00550408,0.008597545,0.0060456335
t_1043,85.72955000000002,24.01286,0.008253332,0.0052603427,0.008216821,0.005760105
t_1044,85.90921000000003,24.01286,0.007840236,0.005754971,0.008989445,0.006340169
t_1045,85.81938000000002,24.09489,0.008404191,0.005851144,0.00913967,0.006453232
t_1046,85.72955000000002,24.09489,0.008202087,0.005586323,0.008726011,0.0061421148
t_1047,85.90921000000003,24.09489,0.00790166,0.0061241793,0.00956616,0.005366584
t_1048,85.72955000000002,24.17687,0.008639462,0.005931325,0.009264914,0.006547559
t_1049,85.81938000000002,24.17687,0.010640724,0.0069778967,0.010899694,0.0068865274
t_105,88.15499999999997,23.76646,0.014075907,0.010477913,0.016366525,0.010714958
t_1050,85.19056,23.93078,0.0050314306,0.0024297612,0.0037953632,0.003186347
t_1051,85.28039000000001,23.93078,0.008124831,0.00441969,0.0069036945,0.004224759
t_1052,85.28039000000001,24.01286,0.008537853,0.0046805968,0.0073112384,0.0045429124
t_1053,85.10073,24.01286,0.00588758,0.0038067312,0.0059462334,0.0032259547
t_1054,85.19056,24.01286,0.0074844477,0.003984461,0.006223853,0.0042771148
t_1055,85.28039000000001,24.09489,0.007250732,0.00441926,0.0069030225,0.004780045
t_1056,85.19056,24.09489,0.0053837206,0.0027246547,0.004255996,0.0036036659
t_1057,85.10073,24.09489,0.0052339686,0.0026024973,0.0040651825,0.0034304745
t_1058,85.10073,24.17687,0.008575696,0.004790328,0.0074826423,0.0046573174
t_1059,85.28039000000001,24.17687,0.0069280174,0.004683182,0.007315277,0.00508663
t_106,87.97534000000002,23.84864,0.015034717,0.011139503,0.01739967,0.011429898
t_1060,85.63972000000001,24.09489,0.006980006,0.0053299433,0.008325538,0.0046274243
t_1061,85.46005000000002,24.09489,0.00850498,0.0048505035,0.007576639,0.005281466
t_1062,85.54989,24.09489,0.008271254,0.005083863,0.007941153,0.005553764
t_1063,85.37022000000002,24.09489,0.00789552,0.0046292124,0.0072309747,0.0050238613
t_1064,85.37022000000002,24.17687,0.0081944,0.0049069445,0.0076648006,0.005347265
t_1065,85.63972000000001,24.17687,0.009871671,0.0063443384,0.009910055,0.006222026
t_1066,85.54989,24.17687,0.0069589666,0.005391777,0.008422125,0.0046847947
t_1067,85.46005000000002,24.17687,0.0060648364,0.003320522,0.0051867594,0.0044540637
