# 20010213_M6.6_SanVicente median gmf, Stations:Seismic, gmlt:MARN, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRhyp2014,BooreAtkinson2011,CauzziEtAl2014
t_1083,-88.25528,13.54877,0.034573603,0.050474428,0.0341383
t_1084,-88.23731,13.54877,0.03140876,0.045444816,0.031170238
t_1085,-88.21935,13.56623,0.027607074,0.03974741,0.027938535
t_1086,-88.25528,13.56623,0.034802802,0.050939355,0.034413617
t_1087,-88.23731,13.56623,0.030666329,0.044220876,0.030594565
t_1088,-88.25528,13.5837,0.034593128,0.05054437,0.034247212
t_1089,-88.21935,13.5837,0.03528733,0.0564729,0.035221748
t_109,-88.02172,13.3216,0.019399537,0.02783242,0.019012382
t_1090,-88.23731,13.5837,0.030472944,0.04392587,0.030472284
t_1091,-88.23731,13.60116,0.035890568,0.055538967,0.03578481
t_1092,-88.25528,13.60116,0.035648253,0.052773397,0.035367165
t_1093,-88.20138,13.56623,0.033096395,0.05010324,0.032637
t_1094,-88.16545,13.56623,0.025681643,0.037508607,0.02586049
t_1095,-88.16545,13.5837,0.028346179,0.041937903,0.02805332
t_1096,-88.18342,13.5837,0.026573874,0.038710266,0.026780143
t_1097,-88.14748,13.5837,0.024864642,0.036411703,0.025069084
t_1098,-88.20138,13.5837,0.030877953,0.04559674,0.030512702
t_1099,-88.16545,13.60116,0.028552411,0.042304203,0.028249465
t_11,-87.91392,13.18169,0.019804822,0.030645348,0.018675154
t_110,-87.98579,13.3216,0.018689413,0.026696054,0.01827863
t_1100,-88.20138,13.60116,0.03260451,0.048983708,0.032162257
t_1101,-88.14748,13.60116,0.028357891,0.042311072,0.027945615
t_1102,-88.18342,13.60116,0.028443994,0.041774336,0.02831509
t_1103,-88.11155,13.5837,0.02706437,0.040589042,0.026561897
t_1104,-88.09358,13.5837,0.027819805,0.042458344,0.027174281
t_1105,-88.12952,13.5837,0.030900922,0.050808772,0.03051329
t_1106,-88.12952,13.60116,0.030371513,0.04771251,0.029854508
t_1107,-88.11155,13.60116,0.026686236,0.039894197,0.026253441
t_1108,-88.09358,13.60116,0.026010329,0.038918983,0.025552655
t_1109,-88.12952,13.61862,0.031146454,0.051846225,0.030832246
t_111,-87.98579,13.33908,0.017111205,0.024303304,0.017132979
t_1110,-88.09358,13.61862,0.029479748,0.048981044,0.029031554
t_1111,-88.11155,13.61862,0.028047344,0.042469583,0.027468016
t_1112,-88.11155,13.63608,0.030475454,0.051381677,0.030148743
t_1113,-88.21935,13.60116,0.034122325,0.05145196,0.033765793
t_1114,-88.25528,13.61862,0.034210738,0.0498733,0.033930756
t_1115,-88.23731,13.61862,0.035059772,0.052571584,0.03477759
t_1116,-88.21935,13.61862,0.0321643,0.047423318,0.03182824
t_1117,-88.25528,13.63608,0.036125433,0.05395556,0.035942554
t_1118,-88.23731,13.63608,0.034685247,0.05174516,0.034371648
t_1119,-88.21935,13.63608,0.03016187,0.04392609,0.030097933
t_112,-88.02172,13.33908,0.023136271,0.034362826,0.022131354
t_1120,-88.25528,13.65354,0.031703398,0.045582525,0.031722575
t_1121,-88.21935,13.65354,0.031700786,0.046625163,0.031416524
t_1122,-88.23731,13.65354,0.03298031,0.048367742,0.032692086
t_1123,-88.20138,13.61862,0.033701494,0.05157812,0.03337191
t_1124,-88.14748,13.61862,0.031020997,0.047868777,0.030523513
t_1125,-88.16545,13.61862,0.03061178,0.046188436,0.030108983
t_1126,-88.18342,13.61862,0.030103987,0.0446874,0.029740896
t_1127,-88.14748,13.63608,0.030042168,0.04558758,0.029501427
t_1128,-88.20138,13.63608,0.029779641,0.043695558,0.029613659
t_1129,-88.16545,13.63608,0.029871343,0.04472632,0.029421143
t_113,-88.03968,13.28663,0.018636754,0.026533253,0.018383618
t_1130,-88.18342,13.63608,0.030785508,0.045974515,0.030359408
t_1131,-88.18342,13.65354,0.03170804,0.047846247,0.031236159
t_1132,-88.20138,13.65354,0.032747705,0.049323775,0.03232074
t_1133,-88.12952,13.63608,0.030621149,0.04871836,0.030143132
t_1134,-88.09358,13.63608,0.026695317,0.04018089,0.0261568
t_1135,-88.12952,13.65354,0.027242709,0.040631726,0.026872613
t_1136,-88.09358,13.65354,0.030247765,0.054336853,0.03019128
t_1137,-88.11155,13.65354,0.028048297,0.04247193,0.027467268
t_1138,-88.12952,13.671,0.027081423,0.040353186,0.026727501
t_1139,-88.11155,13.671,0.029709455,0.046936437,0.029148186
t_114,-88.05765,13.28663,0.018605296,0.026482455,0.01845579
t_1140,-88.09358,13.671,0.026498245,0.03981761,0.025973173
t_1141,-88.12952,13.68846,0.024431892,0.035924718,0.024571167
t_1142,-88.11155,13.68846,0.025861086,0.03845716,0.025554571
t_1143,-88.14748,13.65354,0.031131115,0.048256826,0.030638594
t_1144,-88.16545,13.65354,0.029998254,0.04498416,0.029533518
t_1145,-88.20138,13.671,0.025773732,0.037315544,0.02637411
t_1146,-88.18342,13.671,0.026656194,0.038918868,0.026882904
t_1147,-88.14748,13.671,0.026320735,0.038821477,0.02626069
t_1148,-88.16545,13.671,0.027176637,0.04000581,0.027121695
t_1149,-88.20138,13.68846,0.028462632,0.041571435,0.028495286
t_115,-88.07562,13.30411,0.01923176,0.027484493,0.01911265
t_1150,-88.16545,13.68846,0.025649413,0.037541993,0.025884077
t_1151,-88.18342,13.68846,0.027531095,0.04034174,0.027564073
t_1152,-88.14748,13.68846,0.02635365,0.038883254,0.02627009
t_1153,-88.84817,13.26914,0.066017486,0.06587976,0.049415432
t_1154,-88.7763,13.25166,0.0716225,0.090455495,0.059839737
t_1155,-88.79427,13.25166,0.07193654,0.08184652,0.057130814
t_1156,-88.81224,13.25166,0.07396743,0.087096915,0.058912914
t_1157,-88.7763,13.26914,0.07526988,0.09029212,0.06227886
t_1158,-88.81224,13.26914,0.063814946,0.065490305,0.04927438
t_1159,-88.79427,13.26914,0.077127926,0.09532418,0.0641779
t_116,-88.03968,13.30411,0.01827579,0.026032832,0.018183134
t_1160,-88.79427,13.28663,0.08132672,0.10621708,0.07098156
t_1161,-88.8302,13.26914,0.078726925,0.08588062,0.060775943
t_1162,-88.8841,13.28663,0.07246176,0.06981448,0.05288835
t_1163,-88.8302,13.28663,0.08430624,0.10867612,0.07191866
t_1164,-88.86613,13.28663,0.08715611,0.09728245,0.06771453
t_1165,-88.84817,13.28663,0.08610095,0.09774945,0.067956805
t_1166,-88.84817,13.30411,0.091837585,0.10834022,0.075273275
t_1167,-88.86613,13.30411,0.0923741,0.11439895,0.07751204
t_1168,-88.8302,13.30411,0.08968768,0.11353044,0.07731332
t_1169,-88.8841,13.30411,0.078048974,0.07423536,0.057000197
t_117,-88.05765,13.30411,0.01874447,0.026749784,0.018639406
t_1170,-88.7763,13.28663,0.078823425,0.11070201,0.072358616
t_1171,-88.81224,13.28663,0.08304989,0.09467144,0.066819824
t_1172,-88.81224,13.30411,0.0883675,0.10956058,0.07575697
t_1173,-88.79427,13.30411,0.085708536,0.11398777,0.077392526
t_1174,-88.7763,13.30411,0.08388036,0.11129047,0.076104514
t_1175,-88.81224,13.3216,0.08978368,0.13214517,0.08901769
t_1176,-88.7763,13.3216,0.087804176,0.1208585,0.08394289
t_1177,-88.79427,13.3216,0.09171637,0.11478357,0.08162948
t_1178,-88.79427,13.33908,0.09538822,0.12940411,0.09275102
t_1179,-88.81224,13.33908,0.09906181,0.12768796,0.09202806
t_118,-88.05765,13.3216,0.026871806,0.05657847,0.02735621
t_1180,-88.90207,13.30411,0.09247731,0.12066105,0.0794502
t_1181,-88.92003,13.30411,0.078945994,0.07368263,0.056443114
t_1182,-88.90207,13.3216,0.09707195,0.1320269,0.08825448
t_1183,-88.938,13.3216,0.10107158,0.11731949,0.081557475
t_1184,-88.92003,13.3216,0.10031392,0.1218589,0.08380548
t_1185,-88.92003,13.33908,0.10688993,0.13092913,0.092353374
t_1186,-88.90207,13.33908,0.108795375,0.12392759,0.08955276
t_1187,-88.938,13.33908,0.10618415,0.13131198,0.09203076
t_1188,-88.92003,13.35656,0.117692955,0.1309951,0.09741076
t_1189,-88.90207,13.35656,0.11703871,0.13333695,0.09910914
t_119,-88.03968,13.3216,0.02511983,0.04188599,0.02416421
t_1190,-88.8841,13.3216,0.09927553,0.12304255,0.08490848
t_1191,-88.86613,13.3216,0.09887548,0.12010897,0.08388444
t_1192,-88.8302,13.3216,0.09625195,0.11556071,0.08209781
t_1193,-88.84817,13.3216,0.09729096,0.12052457,0.08417085
t_1194,-88.8302,13.33908,0.099672645,0.13437504,0.09518142
t_1195,-88.8841,13.33908,0.10779252,0.12533946,0.090526775
t_1196,-88.86613,13.33908,0.10550316,0.12934208,0.09262581
t_1197,-88.84817,13.33908,0.10444186,0.12655526,0.091460764
t_1198,-88.8841,13.35656,0.112973616,0.14235851,0.104235545
t_1199,-88.84817,13.35656,0.108899675,0.14327553,0.10524922
t_12,-87.89595,13.18169,0.014155049,0.019120531,0.014016997
t_120,-88.07562,13.3216,0.026885385,0.048040994,0.026195109
t_1200,-88.7763,13.33908,0.09317136,0.12545484,0.090555266
t_1201,-88.79427,13.35656,0.10260214,0.13270323,0.09963224
t_1202,-88.7763,13.35656,0.099091515,0.13048673,0.09812131
t_1203,-88.81224,13.35656,0.106623136,0.13237968,0.099514775
t_1204,-88.7763,13.37404,0.10655992,0.13372496,0.10525815
t_1205,-88.81224,13.37404,0.11315113,0.14331591,0.11150475
t_1206,-88.79427,13.37404,0.108804934,0.14151521,0.11043385
t_1207,-88.7763,13.39152,0.11399192,0.14004101,0.114956096
t_1208,-88.81224,13.39152,0.122576915,0.15065885,0.122509144
t_1209,-88.79427,13.39152,0.119758464,0.14262764,0.11678222
t_121,-88.07562,13.33908,0.027370216,0.05097042,0.026963284
t_1210,-88.86613,13.35656,0.11458004,0.13428889,0.10027959
t_1211,-88.8302,13.35656,0.106287464,0.14242078,0.104911104
t_1212,-88.86613,13.37404,0.12366075,0.1446005,0.11174827
t_1213,-88.8302,13.37404,0.11369487,0.15146574,0.1164791
t_1214,-88.8841,13.37404,0.124285035,0.14707185,0.11289822
t_1215,-88.84817,13.37404,0.11859187,0.14953215,0.11506928
t_1216,-88.8302,13.39152,0.122645564,0.16084264,0.12971266
t_1217,-88.8841,13.39152,0.13807036,0.15236925,0.12221197
t_1218,-88.86613,13.39152,0.13477196,0.15508087,0.12461673
t_1219,-88.84817,13.39152,0.1302157,0.15692589,0.12638678
t_122,-88.03968,13.33908,0.025881052,0.046253942,0.02521717
t_1220,-88.938,13.35656,0.11430416,0.13792616,0.10043432
t_1221,-88.92003,13.37404,0.12690604,0.1414111,0.10846773
t_1222,-88.90207,13.37404,0.12742852,0.14097406,0.108731054
t_1223,-88.938,13.37404,0.1272752,0.13716874,0.10533616
t_1224,-88.90207,13.39152,0.13968115,0.14991114,0.11997773
t_1225,-88.938,13.39152,0.13836868,0.1464718,0.116502345
t_1226,-88.92003,13.39152,0.13879976,0.15000197,0.11953238
t_1227,-88.92003,13.409,0.1517338,0.16188447,0.13402008
t_1228,-88.90207,13.409,0.15054643,0.16697596,0.13871425
t_1229,-88.938,13.409,0.15222412,0.15504819,0.12797928
t_123,-87.94985,13.33908,0.021800641,0.0332775,0.020812487
t_1230,-88.84817,13.409,0.14744474,0.15945671,0.13366273
t_1231,-88.8302,13.409,0.14111581,0.15992396,0.13489603
t_1232,-88.86613,13.409,0.1504626,0.16284534,0.13603292
t_1233,-88.8841,13.409,0.15376584,0.16071619,0.13367857
t_1234,-88.84817,13.42647,0.16420779,0.16957995,0.14596096
t_1235,-88.8841,13.42647,0.16959828,0.17804,0.15354945
t_1236,-88.86613,13.42647,0.16865647,0.17359476,0.14922146
t_1237,-88.8302,13.42647,0.15774181,0.16651547,0.14434509
t_1238,-88.84817,13.44395,0.18276338,0.18875885,0.16704534
t_1239,-88.8302,13.44395,0.17456378,0.17756808,0.15822284
t_124,-87.96782,13.33908,0.018885022,0.0270408,0.018396826
t_1240,-88.79427,13.409,0.12980068,0.14998199,0.12782356
t_1241,-88.81224,13.409,0.13576049,0.15521188,0.13157465
t_1242,-88.7763,13.409,0.12030825,0.1502928,0.12908664
t_1243,-88.81224,13.42647,0.15026017,0.16176899,0.14129142
t_1244,-88.79427,13.42647,0.14019853,0.16045363,0.14256026
t_1245,-88.7763,13.42647,0.13434635,0.14876075,0.13150747
t_1246,-88.7763,13.44395,0.14531155,0.15573668,0.14107741
t_1247,-88.79427,13.44395,0.15510647,0.16094245,0.14501241
t_1248,-88.81224,13.44395,0.16509505,0.17480233,0.15702215
t_1249,-88.7763,13.46142,0.15651631,0.16196501,0.15154018
t_125,-87.93189,13.33908,0.016116293,0.022665627,0.016098328
t_1250,-88.90207,13.42647,0.17130113,0.17434178,0.14962964
t_1251,-88.92003,13.42647,0.1724392,0.16609961,0.14140718
t_1252,-88.938,13.42647,0.16943619,0.1633628,0.13928518
t_1253,-88.90207,13.44395,0.19312187,0.18869941,0.16585256
t_1254,-88.92003,13.44395,0.19192824,0.18200357,0.15953188
t_1255,-88.938,13.44395,0.18878263,0.17470911,0.15301996
t_1256,-88.92003,13.46142,0.21563706,0.19673398,0.1770179
t_1257,-88.938,13.46142,0.21063638,0.18879093,0.16934706
t_1258,-88.90207,13.46142,0.21819933,0.20438269,0.18450658
t_1259,-88.92003,13.47889,0.24207275,0.20850767,0.19373766
t_126,-87.94985,13.35656,0.017959578,0.025591962,0.017644115
t_1260,-88.95597,13.3216,0.101405695,0.11122273,0.07862546
t_1261,-89.00987,13.35656,0.10862065,0.13043809,0.09417964
t_1262,-88.9919,13.33908,0.10689864,0.11236499,0.081895106
t_1263,-88.95597,13.33908,0.10257742,0.13738288,0.09415044
t_1264,-88.97393,13.33908,0.1066627,0.12216434,0.08685672
t_1265,-88.97393,13.35656,0.10897335,0.14101024,0.10068136
t_1266,-88.95597,13.35656,0.11507699,0.13229746,0.09695028
t_1267,-88.9919,13.35656,0.10852226,0.13671416,0.097895324
t_1268,-88.9919,13.37404,0.120604336,0.13419567,0.10171713
t_1269,-88.97393,13.37404,0.12434355,0.1327904,0.10150862
t_127,-87.93189,13.35656,0.017589608,0.024973283,0.017269503
t_1270,-88.95597,13.37404,0.12627909,0.13450158,0.10313617
t_1271,-89.06376,13.37404,0.111830056,0.119574934,0.091408566
t_1272,-89.08173,13.39152,0.11577028,0.121812895,0.09649836
t_1273,-89.02783,13.35656,0.10991361,0.118540935,0.08770609
t_1274,-89.02783,13.37404,0.11697995,0.12590441,0.09583258
t_1275,-89.00987,13.37404,0.11993783,0.1274838,0.0972502
t_1276,-89.0458,13.37404,0.11454175,0.12249824,0.09343806
t_1277,-89.0458,13.39152,0.122425996,0.12762383,0.100804165
t_1278,-89.02783,13.39152,0.12582882,0.13039158,0.10300015
t_1279,-89.00987,13.39152,0.13116717,0.12732655,0.10130628
t_128,-87.96782,13.35656,0.017961299,0.025627712,0.017739622
t_1280,-89.00987,13.409,0.13762915,0.14212291,0.11655556
t_1281,-89.0458,13.409,0.13192582,0.13111708,0.107497565
t_1282,-89.06376,13.39152,0.11949677,0.12359314,0.0978554
t_1283,-89.0997,13.39152,0.11296958,0.11669291,0.09302793
t_1284,-89.08173,13.409,0.123074,0.12657726,0.103904955
t_1285,-89.06376,13.409,0.12692693,0.12981313,0.10643112
t_1286,-89.0997,13.409,0.11883902,0.12458008,0.102436505
t_1287,-89.0997,13.42647,0.12607728,0.12872066,0.10991948
t_1288,-89.06376,13.42647,0.13703331,0.13212588,0.11229614
t_1289,-89.08173,13.42647,0.13110167,0.1308801,0.11153656
t_129,-87.93189,13.37404,0.01717317,0.024371888,0.016996855
t_1290,-89.06376,13.44395,0.14824939,0.1343713,0.11747831
t_1291,-89.0997,13.44395,0.13553233,0.12997271,0.11450105
t_1292,-88.97393,13.39152,0.13487808,0.13952398,0.11059172
t_1293,-88.95597,13.39152,0.13497618,0.14684302,0.116198845
t_1294,-88.9919,13.39152,0.13209637,0.13651358,0.10802032
t_1295,-88.9919,13.409,0.14316842,0.14328597,0.11766182
t_1296,-88.97393,13.409,0.14886956,0.14277485,0.11739349
t_1297,-88.95597,13.409,0.14981836,0.15122029,0.12456779
t_1298,-88.95597,13.42647,0.16539599,0.1593644,0.13594255
t_1299,-88.97393,13.42647,0.16056243,0.15513411,0.13237315
t_13,-88.05765,13.1642,0.017018909,0.02363802,0.016698932
t_130,-87.94985,13.37404,0.014518662,0.020606404,0.01506591
t_1300,-88.9919,13.42647,0.15893243,0.14481476,0.122646615
t_1301,-88.97393,13.44395,0.17313352,0.16674706,0.14883465
t_1302,-89.02783,13.409,0.13561577,0.13530527,0.11092605
t_1303,-89.0458,13.42647,0.14128762,0.1368436,0.1164313
t_1304,-89.02783,13.42647,0.14738066,0.13906346,0.1181209
t_1305,-89.00987,13.42647,0.1512877,0.14506094,0.12352229
t_1306,-89.02783,13.44395,0.15847832,0.14593223,0.12880044
t_1307,-89.0458,13.44395,0.15395689,0.13920715,0.122023
t_1308,-89.00987,13.44395,0.16638197,0.14896564,0.13069502
t_1309,-89.0458,13.46142,0.16628374,0.14426306,0.13023318
t_131,-87.96782,13.37404,0.018592946,0.026665095,0.018276678
t_1310,-89.00987,13.46142,0.17934391,0.15757391,0.14414833
t_1311,-89.02783,13.46142,0.16956033,0.15311013,0.14135425
t_1312,-89.08173,13.44395,0.14049026,0.13413022,0.11842466
t_1313,-89.0997,13.46142,0.14390036,0.13452895,0.122676805
t_1314,-89.08173,13.46142,0.15179645,0.13589673,0.122509785
t_1315,-89.06376,13.46142,0.15926066,0.1391725,0.12508757
t_1316,-89.08173,13.47889,0.16206388,0.13382633,0.12314269
t_1317,-89.06376,13.47889,0.17092057,0.1445487,0.13320035
t_1318,-89.0997,13.47889,0.15119986,0.1254502,0.11582474
t_1319,-89.06376,13.49636,0.18017422,0.1361981,0.12896597
t_132,-87.94985,13.39152,0.016913027,0.024062483,0.016939713
t_1320,-89.08173,13.49636,0.15901327,0.12152265,0.11521183
t_1321,-89.0997,13.49636,0.1553385,0.12418323,0.11783445
t_1322,-88.8841,13.44395,0.19253202,0.19158265,0.16820654
t_1323,-88.86613,13.44395,0.18883748,0.19247451,0.16977364
t_1324,-88.86613,13.46142,0.21325125,0.21237326,0.19316155
t_1325,-88.8841,13.46142,0.21758752,0.21311319,0.1929451
t_1326,-88.84817,13.46142,0.20499727,0.20642309,0.18872236
t_1327,-88.8302,13.46142,0.19418125,0.19952188,0.18333162
t_1328,-88.84817,13.47889,0.23135057,0.23265706,0.21958777
t_1329,-88.8841,13.47889,0.24633192,0.2318228,0.21675281
t_133,-88.05765,13.33908,0.02632052,0.04595833,0.025556944
t_1330,-88.86613,13.47889,0.24203706,0.2378516,0.22329542
t_1331,-88.8302,13.47889,0.21604434,0.2159954,0.20521218
t_1332,-88.81224,13.46142,0.18154448,0.18412256,0.17036195
t_1333,-88.79427,13.46142,0.16848545,0.1707728,0.15907961
t_1334,-88.81224,13.47889,0.19861686,0.19544935,0.18703185
t_1335,-88.7763,13.47889,0.16822346,0.1693574,0.16405766
t_1336,-88.79427,13.47889,0.18319775,0.18216372,0.17551012
t_1337,-88.79427,13.49636,0.19609262,0.18766111,0.18707643
t_1338,-88.7763,13.49636,0.17873754,0.17327034,0.17379032
t_1339,-88.81224,13.49636,0.21350187,0.20256107,0.20035459
t_134,-88.03968,13.35656,0.021256296,0.03090052,0.020689404
t_1340,-88.79427,13.51383,0.20935692,0.19399275,0.19996153
t_1341,-88.7763,13.51383,0.19206096,0.18229131,0.18941075
t_1342,-88.938,13.47889,0.23583534,0.1979001,0.1833634
t_1343,-88.90207,13.47889,0.24572082,0.22023717,0.20524801
t_1344,-88.92003,13.49636,0.26926163,0.21928418,0.21020295
t_1345,-88.938,13.49636,0.26216114,0.2054944,0.19654113
t_1346,-88.90207,13.49636,0.27595833,0.23970434,0.23034257
t_1347,-88.938,13.51383,0.2914069,0.21689138,0.2141038
t_1348,-88.92003,13.51383,0.29951945,0.23201507,0.22937135
t_1349,-88.90207,13.51383,0.30636796,0.2545338,0.2521034
t_135,-88.07562,13.35656,0.02761663,0.051577237,0.027274627
t_1350,-88.92003,13.5313,0.33205265,0.24195261,0.24691117
t_1351,-88.938,13.5313,0.30436677,0.20472313,0.207172
t_1352,-88.8302,13.49636,0.23533984,0.22569752,0.22156146
t_1353,-88.86613,13.49636,0.2716143,0.26314628,0.25467387
t_1354,-88.8841,13.49636,0.278816,0.2592496,0.24983844
t_1355,-88.84817,13.49636,0.25491536,0.24703693,0.2406656
t_1356,-88.84817,13.51383,0.2842396,0.2716618,0.27297854
t_1357,-88.8302,13.51383,0.2553167,0.23735625,0.24050114
t_1358,-88.8841,13.51383,0.31602666,0.29028735,0.28831327
t_1359,-88.86613,13.51383,0.311978,0.30952314,0.30825758
t_136,-88.05765,13.35656,0.027295424,0.056090105,0.027657295
t_1360,-88.86613,13.5313,0.32760024,0.29333124,0.30152932
t_1361,-88.8841,13.5313,0.3383465,0.28527254,0.29211435
t_1362,-88.81224,13.51383,0.23395935,0.21660565,0.22156128
t_1363,-88.79427,13.5313,0.22471185,0.20144394,0.21476415
t_1364,-88.81224,13.5313,0.24713643,0.21837908,0.23047131
