# 20190618_M6.4_Yamagata median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,BooreEtAl2014,ChiouYoungs2014,ZhaoEtAl2016Asc
s_188,141.76409999999998,40.1819,0.00395,0.00395,0.00395
s_189,139.36090000000002,36.2914,0.00392,0.00392,0.00392
s_19,139.8127,38.914,0.09794,0.09794,0.09794
s_190,141.20799999999997,40.6152,0.00392,0.00392,0.00392
s_191,141.4805,40.5138,0.00376,0.00376,0.00376
s_192,140.99720000000002,41.1976,0.00375,0.00375,0.00375
s_193,139.8861,36.5692,0.00372,0.00372,0.00372
s_194,139.10450000000003,36.1179,0.00367,0.00367,0.00367
s_195,136.9083,37.3919,0.00351,0.00351,0.00351
s_196,140.4543,36.3665,0.0035,0.0035,0.0035
s_197,141.0025,41.7162,0.00348,0.00348,0.00348
s_198,139.9653,36.1843,0.00345,0.00345,0.00345
s_199,141.0523,40.1011,0.0034,0.0034,0.0034
s_2,139.4961,38.4501,0.25546,0.25546,0.25546
s_20,139.01080000000002,37.9146,0.09486,0.09486,0.09486
s_200,139.1368,36.3478,0.00339,0.00339,0.00339
s_201,140.43290000000002,41.68,0.00336,0.00336,0.00336
s_202,138.59180000000003,36.6172,0.0032,0.0032,0.0032
s_203,137.9785,36.2564,0.00314,0.00314,0.00314
s_204,137.1764,37.4999,0.00314,0.00314,0.00314
s_205,136.7025,36.7334,0.00312,0.00312,0.00312
s_206,139.74559999999997,35.9829,0.00311,0.00311,0.00311
s_207,140.2713,36.1954,0.00309,0.00309,0.00309
s_208,141.1972,41.2948,0.00302,0.00302,0.00302
s_209,136.7783,36.8918,0.00302,0.00302,0.00302
s_21,139.9085,39.2022,0.09466,0.09466,0.09466
s_210,141.2908,40.2612,0.003,0.003,0.003
s_211,140.82190000000003,41.1453,0.00295,0.00295,0.00295
s_212,139.32510000000002,36.4106,0.00292,0.00292,0.00292
s_213,139.3884,36.1476,0.0029,0.0029,0.0029
s_214,140.247,41.4862,0.0028,0.0028,0.0028
s_215,139.5331,36.2343,0.00278,0.00278,0.00278
s_216,139.70370000000003,36.1848,0.00278,0.00278,0.00278
s_217,139.19370000000004,36.2428,0.00267,0.00267,0.00267
s_218,140.31939999999997,35.9537,0.00266,0.00266,0.00266
s_219,140.91899999999998,40.7002,0.00254,0.00254,0.00254
s_22,138.4398,38.0745,0.08846,0.08846,0.08846
s_220,137.5274,36.8624,0.00254,0.00254,0.00254
s_221,141.65840000000003,39.803,0.00253,0.00253,0.00253
s_222,137.48609999999996,36.0378,0.00253,0.00253,0.00253
s_223,138.801,35.9954,0.00252,0.00252,0.00252
s_224,137.6257,36.976,0.00251,0.00251,0.00251
s_225,139.9828,36.3062,0.0025,0.0025,0.0025
s_226,138.7579,36.2287,0.00247,0.00247,0.00247
s_227,140.02250000000004,36.4368,0.00247,0.00247,0.00247
s_228,139.8121,35.7313,0.00242,0.00242,0.00242
s_229,137.385,36.5781,0.00237,0.00237,0.00237
s_23,139.40549999999996,38.053,0.08623,0.08623,0.08623
s_230,138.9251,36.1162,0.00228,0.00228,0.00228
s_231,136.9681,37.0427,0.00227,0.00227,0.00227
s_232,140.0494,35.9112,0.00226,0.00226,0.00226
s_233,139.61450000000002,36.3867,0.00222,0.00222,0.00222
s_234,139.9176,35.6947,0.00216,0.00216,0.00216
s_235,139.89120000000003,35.6926,0.00209,0.00209,0.00209
s_236,137.85069999999996,36.5086,0.00195,0.00195,0.00195
s_237,139.63400000000001,35.4371,0.00193,0.00193,0.00193
s_238,141.1411,41.8345,0.00192,0.00192,0.00192
s_239,140.11149999999998,41.4339,0.0019,0.0019,0.0019
s_24,138.27949999999998,37.8205,0.08137,0.08137,0.08137
s_240,140.9155,40.9924,0.00189,0.00189,0.00189
s_241,139.8635,35.6704,0.00186,0.00186,0.00186
s_242,137.21230000000003,36.6687,0.00185,0.00185,0.00185
s_243,139.83429999999998,35.6596,0.00181,0.00181,0.00181
s_244,139.8093,35.6474,0.00179,0.00179,0.00179
s_245,137.08029999999997,36.7824,0.00178,0.00178,0.00178
s_246,139.8249,35.7254,0.00174,0.00174,0.00174
s_247,139.78930000000003,35.6685,0.00171,0.00171,0.00171
s_248,139.8193,35.6876,0.00166,0.00166,0.00166
s_249,139.43759999999997,36.6347,0.00163,0.00163,0.00163
s_25,140.5629,39.2975,0.07713,0.07713,0.07713
s_250,140.3333,35.5727,0.00162,0.00162,0.00162
s_251,140.15570000000002,36.5287,0.0016,0.0016,0.0016
s_252,137.8544,36.6981,0.00155,0.00155,0.00155
s_253,140.0489,35.4769,0.0015,0.0015,0.0015
s_254,136.68970000000002,37.1602,0.00149,0.00149,0.00149
s_255,140.4971,35.5877,0.00148,0.00148,0.00148
s_256,139.89710000000002,35.7138,0.00142,0.00142,0.00142
s_257,138.20410000000004,36.5457,0.00142,0.00142,0.00142
s_258,136.1565,36.2193,0.00139,0.00139,0.00139
s_259,140.8132,41.328,0.00138,0.00138,0.00138
s_26,140.0428,38.1074,0.07366,0.07366,0.07366
s_260,139.8087,35.6657,0.00126,0.00126,0.00126
s_261,141.06470000000002,40.7895,0.00045,0.00045,0.00045
s_262,138.183,34.6777,0.00027,0.00027,0.00027
s_263,143.1572,42.015,9e-05,9e-05,9e-05
s_264,137.3542,35.604,6e-05,6e-05,6e-05
s_265,140.7129,39.174,0.35371,0.35371,0.35371
s_266,139.7606,38.4704,0.24534,0.24534,0.24534
s_267,139.54859999999996,38.2799,0.19136,0.19136,0.19136
s_268,140.178,38.7498,0.16921,0.16921,0.16921
s_269,139.5428,38.1313,0.14985,0.14985,0.14985
s_27,139.7575,38.0621,0.07268,0.07268,0.07268
s_270,140.471,39.1913,0.14302,0.14302,0.14302
s_271,140.0333,38.9701,0.11643,0.11643,0.11643
s_272,139.9916,38.386,0.10673,0.10673,0.10673
s_273,140.00549999999998,38.6357,0.09795,0.09795,0.09795
s_274,140.25829999999996,38.2693,0.0913,0.0913,0.0913
s_275,140.12490000000003,38.4257,0.08998,0.08998,0.08998
s_276,139.06759999999997,37.6527,0.07467,0.07467,0.07467
s_277,140.12829999999997,39.2223,0.07395,0.07395,0.07395
s_278,139.3648,37.5438,0.07081,0.07081,0.07081
s_279,140.2978,38.0813,0.06898,0.06898,0.06898
s_28,138.4337,38.2584,0.06227,0.06227,0.06227
s_280,140.1836,37.9633,0.06796,0.06796,0.06796
s_281,140.64049999999997,38.1802,0.06558,0.06558,0.06558
s_282,140.57209999999998,39.6634,0.06385,0.06385,0.06385
s_283,139.4289,38.1327,0.06365,0.06365,0.06365
s_284,140.3481,39.545,0.06347,0.06347,0.06347
s_285,141.00130000000001,38.969,0.06345,0.06345,0.06345
s_286,139.46479999999997,37.6708,0.05993,0.05993,0.05993
s_287,139.2788,37.9759,0.05804,0.05804,0.05804
s_288,140.1553,38.1035,0.05746,0.05746,0.05746
s_289,141.4176,38.6993,0.05552,0.05552,0.05552
s_29,140.2674,38.1502,0.05992,0.05992,0.05992
s_290,141.00009999999997,39.4559,0.05079,0.05079,0.05079
s_291,140.8084,40.0622,0.05005,0.05005,0.05005
s_292,139.80169999999998,37.9883,0.04999,0.04999,0.04999
s_293,140.7804,38.5793,0.04922,0.04922,0.04922
s_294,141.0473,39.3434,0.04719,0.04719,0.04719
s_295,140.5544,38.7132,0.04715,0.04715,0.04715
s_296,140.579,39.8147,0.04514,0.04514,0.04514
s_297,140.6116,39.5575,0.04277,0.04277,0.04277
s_298,140.9767,38.566,0.0417,0.0417,0.0417
s_299,139.88210000000004,37.7317,0.04077,0.04077,0.04077
s_3,139.86969999999997,37.9207,0.25168,0.25168,0.25168
s_300,140.4072,39.9819,0.04046,0.04046,0.04046
s_301,139.31470000000002,37.3421,0.03976,0.03976,0.03976
s_302,139.26099999999997,37.6658,0.03965,0.03965,0.03965
s_303,140.72270000000003,37.4703,0.03796,0.03796,0.03796
s_304,140.2221,39.9155,0.03792,0.03792,0.03792
s_305,140.95510000000002,38.34,0.03736,0.03736,0.03736
s_306,140.9871,37.4911,0.03587,0.03587,0.03587
s_307,140.09299999999996,37.1616,0.03558,0.03558,0.03558
s_308,140.5974,37.6636,0.03552,0.03552,0.03552
s_309,139.8725,37.2544,0.03418,0.03418,0.03418
s_31,140.2957,38.7679,0.05896,0.05896,0.05896
s_310,141.0929,39.6148,0.03262,0.03262,0.03262
s_311,140.8924,37.9411,0.03071,0.03071,0.03071
s_312,139.0627,36.862,0.02823,0.02823,0.02823
s_313,141.38260000000002,39.825,0.02736,0.02736,0.02736
s_314,140.17809999999997,36.7342,0.02644,0.02644,0.02644
s_315,137.24360000000001,37.3458,0.02623,0.02623,0.02623
s_316,140.60270000000003,38.0091,0.0252,0.0252,0.0252
s_317,140.2341,40.3188,0.02503,0.02503,0.02503
s_318,140.538,37.4894,0.02401,0.02401,0.02401
s_319,140.57029999999997,37.2169,0.02263,0.02263,0.02263
s_32,139.84659999999997,39.8879,0.05865,0.05865,0.05865
s_320,138.8521,37.0303,0.02196,0.02196,0.02196
s_321,140.94650000000001,39.6436,0.02177,0.02177,0.02177
s_322,140.45960000000002,40.2755,0.01969,0.01969,0.01969
s_323,138.9821,37.2239,0.01922,0.01922,0.01922
s_324,138.39660000000003,37.0544,0.01908,0.01908,0.01908
s_325,141.07100000000003,38.5907,0.01768,0.01768,0.01768
s_326,140.3499,40.6199,0.01676,0.01676,0.01676
s_327,139.4534,36.8817,0.01665,0.01665,0.01665
s_328,140.2726,40.5488,0.01625,0.01625,0.01625
s_329,138.74400000000003,37.1728,0.01614,0.01614,0.01614
s_33,139.53859999999997,37.266,0.05484,0.05484,0.05484
s_330,139.5199,37.1723,0.01545,0.01545,0.01545
s_331,140.86400000000003,39.0094,0.01465,0.01465,0.01465
s_332,141.30150000000003,39.334,0.01462,0.01462,0.01462
s_333,140.84410000000003,38.1133,0.01441,0.01441,0.01441
s_334,141.3909,39.1809,0.01381,0.01381,0.01381
s_335,141.3512,38.8654,0.01274,0.01274,0.01274
s_336,140.33860000000004,37.2006,0.01188,0.01188,0.01188
s_337,141.09230000000002,40.4624,0.01144,0.01144,0.01144
s_338,138.7849,36.8114,0.01061,0.01061,0.01061
s_339,140.8395,40.4563,0.01028,0.01028,0.01028
s_34,140.10019999999997,39.7225,0.05442,0.05442,0.05442
s_340,140.33010000000002,35.9521,0.01019,0.01019,0.01019
s_341,138.44079999999997,36.9102,0.01014,0.01014,0.01014
s_342,139.76940000000002,36.7084,0.01014,0.01014,0.01014
s_343,141.9336,39.4734,0.00969,0.00969,0.00969
s_344,140.2144,37.2822,0.00908,0.00908,0.00908
s_345,141.34230000000002,40.2383,0.00903,0.00903,0.00903
s_346,141.53200000000004,39.0307,0.00874,0.00874,0.00874
s_347,141.42449999999997,40.1533,0.00859,0.00859,0.00859
s_348,141.34209999999996,38.5158,0.00836,0.00836,0.00836
s_349,140.55650000000003,40.4841,0.00819,0.00819,0.00819
s_35,140.63570000000004,38.3177,0.05393,0.05393,0.05393
s_350,141.652,39.802,0.00814,0.00814,0.00814
s_351,141.0145,40.2962,0.0081,0.0081,0.0081
s_352,140.575,36.7955,0.00807,0.00807,0.00807
s_353,140.31809999999996,36.8369,0.00806,0.00806,0.00806
s_354,139.3755,37.0103,0.00804,0.00804,0.00804
s_355,140.3121,40.7618,0.00778,0.00778,0.00778
s_356,140.3976,36.6405,0.00756,0.00756,0.00756
s_357,140.4264,37.353,0.0075,0.0075,0.0075
s_358,141.7831,40.2686,0.00733,0.00733,0.00733
s_359,140.65449999999998,36.8809,0.00717,0.00717,0.00717
s_360,137.2844,37.5266,0.00705,0.00705,0.00705
s_361,141.3254,38.786,0.00699,0.00699,0.00699
s_362,139.9842,36.6959,0.00692,0.00692,0.00692
s_363,139.2104,36.6998,0.00672,0.00672,0.00672
s_364,138.99509999999998,37.0533,0.00649,0.00649,0.00649
s_365,140.6646,40.6091,0.00639,0.00639,0.00639
s_366,141.6377,38.9207,0.00626,0.00626,0.00626
s_367,137.848,36.9378,0.00616,0.00616,0.00616
s_368,141.9087,39.7435,0.00579,0.00579,0.00579
s_369,140.02250000000004,36.8578,0.00554,0.00554,0.00554
s_37,141.02710000000002,38.7324,0.05264,0.05264,0.05264
s_370,138.90679999999998,36.6212,0.00528,0.00528,0.00528
s_371,139.9889,36.1112,0.00517,0.00517,0.00517
s_372,138.37599999999998,36.7434,0.00513,0.00513,0.00513
s_373,140.0233,40.7451,0.00511,0.00511,0.00511
s_374,141.44510000000002,40.5794,0.00484,0.00484,0.00484
s_375,140.14009999999996,36.3701,0.00484,0.00484,0.00484
s_376,141.1547,40.5846,0.00477,0.00477,0.00477
s_377,141.82330000000002,39.2741,0.00467,0.00467,0.00467
s_378,141.19150000000002,40.0811,0.00463,0.00463,0.00463
s_379,139.64589999999998,36.8828,0.00449,0.00449,0.00449
s_38,140.86990000000003,38.1049,0.05058,0.05058,0.05058
s_380,138.91290000000004,36.144,0.00422,0.00422,0.00422
s_381,139.6922,36.9853,0.00402,0.00402,0.00402
s_382,140.31399999999996,36.0864,0.00391,0.00391,0.00391
s_383,141.3669,40.6803,0.00383,0.00383,0.00383
s_384,140.0901,36.1256,0.00382,0.00382,0.00382
s_385,141.59770000000003,39.6442,0.00382,0.00382,0.00382
s_386,139.73490000000004,35.929,0.00381,0.00381,0.00381
s_387,140.995,40.58,0.00368,0.00368,0.00368
s_388,139.83640000000003,36.8625,0.0036,0.0036,0.0036
s_389,141.712,40.0861,0.00355,0.00355,0.00355
s_39,140.7792,39.318,0.04933,0.04933,0.04933
s_390,141.3374,40.4492,0.00337,0.00337,0.00337
s_391,138.09640000000002,36.7075,0.00335,0.00335,0.00335
s_392,139.9509,36.4458,0.00334,0.00334,0.00334
s_393,139.5195,35.4991,0.00334,0.00334,0.00334
s_394,140.6198,36.3631,0.00311,0.00311,0.00311
s_395,137.04129999999998,37.3644,0.00302,0.00302,0.00302
s_396,137.9898,36.2578,0.003,0.003,0.003
s_397,141.54920000000004,39.9398,0.00291,0.00291,0.00291
s_398,136.7176,37.1902,0.00288,0.00288,0.00288
s_399,140.30129999999997,36.5566,0.00255,0.00255,0.00255
s_4,139.80129999999997,38.7292,0.22155,0.22155,0.22155
s_40,140.313,38.7909,0.04853,0.04853,0.04853
s_400,140.9529,40.1391,0.00254,0.00254,0.00254
s_401,138.09659999999997,36.8569,0.00251,0.00251,0.00251
s_402,139.2894,36.1131,0.00247,0.00247,0.00247
s_403,137.14030000000002,36.5853,0.00245,0.00245,0.00245
s_404,139.2726,35.8637,0.00241,0.00241,0.00241
s_405,137.96370000000002,36.4598,0.00239,0.00239,0.00239
s_406,138.921,36.2862,0.00227,0.00227,0.00227
s_407,138.55039999999997,36.1425,0.00224,0.00224,0.00224
s_408,140.4207,41.5977,0.00221,0.00221,0.00221
s_409,140.54840000000002,36.6922,0.00219,0.00219,0.00219
s_41,141.13779999999997,39.3209,0.04843,0.04843,0.04843
s_410,138.5244,36.4917,0.00219,0.00219,0.00219
s_411,138.04790000000003,36.577,0.00212,0.00212,0.00212
s_412,141.5709,40.2705,0.00211,0.00211,0.00211
s_413,140.298,35.8307,0.00211,0.00211,0.00211
s_414,137.46889999999996,36.7914,0.00203,0.00203,0.00203
s_415,141.1033,40.8564,0.00203,0.00203,0.00203
s_416,139.18470000000002,36.3143,0.002,0.002,0.002
s_417,141.16909999999996,41.4053,0.002,0.002,0.002
s_418,137.59500000000003,35.9324,0.00198,0.00198,0.00198
s_419,139.61540000000002,36.5509,0.00197,0.00197,0.00197
s_42,139.33749999999998,37.9507,0.04827,0.04827,0.04827
s_420,139.05039999999997,36.1509,0.0019,0.0019,0.0019
s_421,139.3539,35.404,0.00183,0.00183,0.00183
s_422,136.8206,37.0533,0.00179,0.00179,0.00179
s_423,136.79060000000004,36.738,0.00176,0.00176,0.00176
s_424,140.6331,41.8374,0.00176,0.00176,0.00176
s_425,140.51070000000004,35.5943,0.0017,0.0017,0.0017
s_426,140.0206,35.7966,0.00164,0.00164,0.00164
s_427,139.32190000000003,36.4931,0.0016,0.0016,0.0016
s_428,140.91269999999997,41.5273,0.00158,0.00158,0.00158
s_429,140.9896,41.234,0.00155,0.00155,0.00155
s_43,140.0996,37.9043,0.04801,0.04801,0.04801
s_430,139.836,35.1106,0.00155,0.00155,0.00155
s_431,138.97770000000003,35.6247,0.00148,0.00148,0.00148
s_432,140.50459999999998,35.7215,0.00148,0.00148,0.00148
s_433,138.96910000000003,36.0274,0.00146,0.00146,0.00146
s_434,140.7323,35.8284,0.00144,0.00144,0.00144
s_435,139.265,35.6701,0.00139,0.00139,0.00139
s_436,139.5353,35.8028,0.00139,0.00139,0.00139
s_437,138.5845,35.9735,0.00132,0.00132,0.00132
s_438,141.37379999999996,40.9664,0.00126,0.00126,0.00126
s_439,137.8718,36.3371,0.00123,0.00123,0.00123
s_44,140.71699999999998,39.1462,0.04779,0.04779,0.04779
s_440,140.24170000000004,35.5458,0.0012,0.0012,0.0012
s_441,137.2208,36.1338,0.00119,0.00119,0.00119
s_442,137.0392,36.4406,0.00118,0.00118,0.00118
s_443,137.9389,36.1184,0.00117,0.00117,0.00117
s_444,139.9649,35.1384,0.00103,0.00103,0.00103
s_445,139.12829999999997,35.6437,0.001,0.001,0.001
s_446,137.68489999999997,36.064,0.00097,0.00097,0.00097
s_447,137.3716,36.3779,0.00093,0.00093,0.00093
s_448,140.1529,35.2867,0.00089,0.00089,0.00089
s_449,138.5659,35.2028,0.00085,0.00085,0.00085
s_45,141.0193,38.3175,0.04706,0.04706,0.04706
s_450,137.82010000000002,36.5327,0.00076,0.00076,0.00076
s_451,140.08929999999998,36.2137,0.00074,0.00074,0.00074
s_452,138.9128,34.9756,0.00073,0.00073,0.00073
s_453,140.3087,41.9856,0.00067,0.00067,0.00067
s_454,139.1275,35.7017,0.00064,0.00064,0.00064
s_455,138.73400000000004,35.6895,0.00058,0.00058,0.00058
s_456,138.3087,35.5351,0.00057,0.00057,0.00057
s_457,138.42430000000002,35.1304,0.00055,0.00055,0.00055
s_458,144.08439999999996,43.4361,0.0005,0.0005,0.0005
s_459,138.56529999999998,35.7421,0.00049,0.00049,0.00049
s_46,139.86329999999998,37.6535,0.04688,0.04688,0.04688
s_460,139.12599999999998,35.3663,0.00049,0.00049,0.00049
s_461,139.611,35.2624,0.00048,0.00048,0.00048
s_462,137.8797,35.6152,0.00048,0.00048,0.00048
s_463,137.9305,36.0088,0.00047,0.00047,0.00047
s_464,139.1485,35.9118,0.00044,0.00044,0.00044
s_465,141.6399,42.888,0.00043,0.00043,0.00043
s_466,142.35720000000003,42.3498,0.00043,0.00043,0.00043
s_467,138.60450000000003,35.5323,0.00041,0.00041,0.00041
s_468,138.449,35.5623,0.0004,0.0004,0.0004
s_469,140.33979999999997,35.1714,0.00036,0.00036,0.00036
s_47,140.39070000000004,38.4306,0.04624,0.04624,0.04624
s_470,139.9678,42.4851,0.00035,0.00035,0.00035
s_471,140.09969999999998,35.0882,0.00034,0.00034,0.00034
s_472,141.0643,42.6476,0.00033,0.00033,0.00033
s_473,141.80629999999996,43.0587,0.00032,0.00032,0.00032
s_474,138.4203,35.3509,0.00031,0.00031,0.00031
s_475,142.0381,42.5126,0.0003,0.0003,0.0003
s_476,139.1685,35.0417,0.00029,0.00029,0.00029
s_477,139.21460000000002,35.4628,0.00029,0.00029,0.00029
s_478,141.34969999999998,42.5629,0.00028,0.00028,0.00028
s_479,143.9841,42.9856,0.00027,0.00027,0.00027
s_48,138.95590000000004,37.641,0.04556,0.04556,0.04556
s_480,139.04359999999997,35.4173,0.00025,0.00025,0.00025
s_481,138.97789999999998,35.0854,0.00025,0.00025,0.00025
s_482,144.123,43.1142,0.00024,0.00024,0.00024
s_483,142.9164,42.133,0.00024,0.00024,0.00024
s_484,140.48310000000004,42.8309,0.00024,0.00024,0.00024
s_485,141.8191,42.8739,0.00024,0.00024,0.00024
s_486,137.1495,35.8991,0.00023,0.00023,0.00023
s_487,138.7724,34.7988,0.00022,0.00022,0.00022
s_488,141.909,43.5138,0.00021,0.00021,0.00021
s_489,142.2296,42.7031,0.00019,0.00019,0.00019
s_49,140.7588,37.5031,0.04537,0.04537,0.04537
s_490,137.3906,36.0216,0.00019,0.00019,0.00019
s_5,139.47720000000004,37.6863,0.18243,0.18243,0.18243
s_50,138.8834,37.7638,0.04503,0.04503,0.04503
s_51,139.51329999999996,37.453,0.04451,0.04451,0.04451
s_52,140.4054,38.6001,0.04413,0.04413,0.04413
s_53,140.7181,39.6991,0.04124,0.04124,0.04124
s_54,138.49810000000002,37.9204,0.04036,0.04036,0.04036
s_55,141.25099999999998,38.5876,0.03994,0.03994,0.03994
s_56,140.55539999999996,39.595,0.03907,0.03907,0.03907
s_57,140.3213,39.6069,0.03887,0.03887,0.03887
s_58,138.8121,37.3043,0.03824,0.03824,0.03824
s_59,140.1325,37.3957,0.03816,0.03816,0.03816
s_6,140.58029999999997,39.8128,0.17562,0.17562,0.17562
s_60,138.76760000000002,37.6421,0.03761,0.03761,0.03761
s_61,138.88620000000003,37.4261,0.03574,0.03574,0.03574
s_62,139.89999999999998,37.3077,0.03407,0.03407,0.03407
s_63,139.1886,37.6935,0.03362,0.03362,0.03362
s_64,138.8431,37.4416,0.03322,0.03322,0.03322
s_65,140.5659,40.2677,0.03189,0.03189,0.03189
s_66,138.962,37.2332,0.03123,0.03123,0.03123
