# 19891227_M5.9_Newcastle median gmf, Stations:All, gmlt:GEM, Rupture:Jackson_And_McKenzie_2022
custom_site_id,lon,lat,Allen2012,AtkinsonBoore2006Modified2011,BooreEtAl2014,ChiouYoungs2014,SomervilleEtAl2009YilgarnCraton,ZhaoEtAl2006Asc
m_64,150.30829,-32.23724,0.010560589,0.011556372,0.005950735,0.0061071636,0.006654884,0.007789899
m_65,151.21501,-31.94222,0.011427967,0.012535218,0.009068157,0.009335706,0.010129084,0.011131654
m_66,151.63461,-33.08206,0.1410044,0.1617216,0.16923718,0.16685215,0.14505488,0.14821996
m_67,152.01437999999996,-32.14437,0.012483214,0.012793469,0.01151422,0.0119018275,0.01402508,0.014572157
m_68,151.57495,-32.88862,0.24473223,0.23221941,0.22456045,0.19929017,0.3339044,0.18829869
m_69,151.72262,-32.89867,0.26301485,0.23996794,0.22531779,0.24450924,0.25514174,0.2614672
m_7,151.68575999999996,-32.88213,0.22295648,0.24249071,0.24556498,0.2447952,0.24968128,0.23130071
m_70,150.69892,-33.69128,0.0146487905,0.024192963,0.017750468,0.017750932,0.010931644,0.015759498
m_71,151.09845,-32.67853,0.03103332,0.034730412,0.048238028,0.04662569,0.036652513,0.042250447
m_72,151.87622,-32.09073,0.012488212,0.012786222,0.011290167,0.011680084,0.013707774,0.014291192
m_73,151.7498,-32.93099,0.27200228,0.27607822,0.27419183,0.2896538,0.24526753,0.27198744
m_74,151.67345999999998,-32.98003,0.25160125,0.26394546,0.26581562,0.26391053,0.26456314,0.27229497
m_75,151.44843000000003,-33.12446,0.07347831,0.08245602,0.09228494,0.09420206,0.08523592,0.08419698
m_76,150.69619,-32.0229,0.010967215,0.012140115,0.007023464,0.007221842,0.007867043,0.008994673
m_77,151.76076999999998,-32.92858,0.25842682,0.28025925,0.27973828,0.28719357,0.23148556,0.26031128
m_78,151.76302999999996,-32.91878,0.25427824,0.27551004,0.2740871,0.28171146,0.22771747,0.25409293
m_79,151.68883,-32.97992,0.24325082,0.23225236,0.2134483,0.22242908,0.25024563,0.21198617
m_8,152.41868,-32.34124,0.015143506,0.020194435,0.018930249,0.01878816,0.014288687,0.019323168
m_80,152.37975,-31.88736,0.010755888,0.011978199,0.0065173865,0.0066855233,0.0073016654,0.008433056
m_81,151.5856,-32.9925,0.20820369,0.2168706,0.24449818,0.22714448,0.26215765,0.21628305
m_82,151.40439000000003,-32.80214,0.09418909,0.08790925,0.08837498,0.099698655,0.10706065,0.085059546
m_83,151.72728,-32.72812,0.09007611,0.12289785,0.12827352,0.12638244,0.10069801,0.10230396
m_84,151.64382,-32.98625,0.24832611,0.25173968,0.26618838,0.24876623,0.28561935,0.26377112
m_85,150.19376999999997,-33.57952,0.010635959,0.010972313,0.0058552674,0.006035845,0.006386089,0.0076057888
m_86,150.98652000000004,-33.89698,0.014468961,0.014831285,0.009694786,0.010383787,0.01042612,0.012302106
m_87,151.65711999999996,-33.09493,0.12630299,0.1590853,0.16418907,0.15834436,0.1323399,0.13638784
m_88,151.62575000000004,-32.93547,0.27620354,0.29391915,0.43943352,0.3132978,0.37264833,0.2865383
m_89,151.65179,-33.07223,0.14790499,0.17832531,0.1855148,0.17771812,0.15186286,0.156424
m_9,151.74946,-32.92067,0.2753776,0.29667097,0.29712263,0.30185598,0.2467307,0.27411613
m_90,151.71334000000002,-32.98268,0.2184756,0.19886273,0.17756481,0.19378586,0.22202739,0.194398
m_91,151.67251,-32.90311,0.2524958,0.26714084,0.2819581,0.26075453,0.3006704,0.26217598
m_92,151.67254000000003,-32.95627,0.275929,0.2833732,0.29606998,0.27071694,0.3139396,0.23416163
m_93,151.6572,-33.05036,0.17359842,0.1993731,0.20980462,0.20440596,0.1750139,0.182911
m_94,151.25137,-33.31491,0.029964035,0.024288936,0.029328976,0.030461485,0.03527396,0.03280565
m_95,151.63973999999996,-32.80699,0.1618663,0.17827623,0.17435507,0.18541378,0.18241371,0.16477461
m_96,151.55021999999997,-32.92578,0.22488572,0.23882726,0.28671935,0.23549452,0.3365676,0.22150566
m_97,151.71009000000004,-32.93212,0.2850203,0.24130389,0.21186602,0.22752082,0.2874025,0.23482016
m_98,151.60598,-32.97458,0.24106842,0.23625495,0.26729092,0.22532919,0.32291326,0.20160393
m_99,151.73014999999998,-32.91761,0.28627363,0.31297225,0.3322326,0.31870806,0.2666892,0.287289
t_0,148.11557,-30.09622,0.00036223262,0.0025072992,0.00023593308,0.00012819086,0.00024166385,0.00048693724
t_1,147.57658000000004,-30.09622,0.00028527505,0.0021297594,0.00015989727,7.898593e-05,0.00017603638,0.00036249732
t_10,148.11557,-29.97957,0.0003413641,0.0024086663,0.00021469119,0.000114033144,0.00022372961,0.00045323907
t_100,149.73253999999997,-29.97957,0.00066355814,0.003722628,0.00057068525,0.000376516,0.00050206453,0.00095767697
t_1000,149.3283,-31.8293,0.0022824577,0.0047540395,0.0012946603,0.0011763901,0.0017307795,0.0023141159
t_1001,149.19354999999996,-31.8293,0.0020025035,0.0072474205,0.0021048386,0.0017327532,0.0015384383,0.002656503
t_1002,149.46303999999998,-31.8293,0.0026119018,0.0051328135,0.0014797613,0.0013657263,0.0019486937,0.002574021
t_1003,149.64270999999997,-31.8293,0.00314567,0.004988359,0.0014164477,0.001371762,0.002284918,0.0029680268
t_1004,149.73253999999997,-31.8293,0.003461083,0.0052610417,0.0015481947,0.0015122568,0.002475061,0.0031875107
t_1005,149.55286999999998,-31.8293,0.0028638712,0.005406526,0.0016176304,0.0015075373,0.0021098305,0.0027638455
t_1006,149.37320999999997,-31.8293,0.0023863106,0.0042685126,0.001084302,0.0010199397,0.0018004109,0.0023975857
t_1007,149.82236999999998,-31.8293,0.0038144456,0.005551825,0.001691979,0.0016659575,0.0026814814,0.0034233506
t_1008,149.55286999999998,-31.75295,0.0026934014,0.005222743,0.0015247021,0.0014118874,0.002001314,0.0026362224
t_1009,149.82236999999998,-31.75295,0.0035423804,0.005329257,0.0015815526,0.0015478857,0.0025230898,0.0032425802
t_101,149.3283,-29.97957,0.0005688002,0.0033741416,0.00046173346,0.0002915406,0.0004206114,0.0008135038
t_1010,149.73253999999997,-31.75295,0.0032289324,0.0050616465,0.0014515384,0.0014091447,0.0023356692,0.0030268258
t_1011,149.46303999999998,-31.75295,0.0024651955,0.004967286,0.0013980359,0.0012819603,0.0018527173,0.0024600248
t_1012,149.37320999999997,-31.75295,0.0022596936,0.00776809,0.0023809748,0.0019907525,0.0017153982,0.0029300055
t_1013,149.64270999999997,-31.75295,0.0029470176,0.004809413,0.0013316897,0.0012816043,0.0021620297,0.002824938
t_1014,149.19354999999996,-31.71475,0.0018604129,0.0036995714,0.0008402977,0.00076524715,0.001438048,0.0019584596
t_1015,149.3283,-31.71475,0.0021068724,0.007462505,0.0022177235,0.0018379668,0.0016109656,0.0027690397
t_1016,149.05880000000002,-31.71475,0.0016481298,0.0034474737,0.00073833583,0.00066036894,0.0012842923,0.0017682491
t_1017,148.92404999999997,-31.71475,0.001464833,0.003216615,0.0006487187,0.0005692421,0.0011476337,0.0015969576
t_1018,149.55286999999998,-31.67653,0.002529424,0.0050403434,0.0014339535,0.0013187437,0.0018949392,0.0025102638
t_1019,149.73253999999997,-31.67653,0.0030086015,0.009134358,0.0031479734,0.0027157401,0.0022003776,0.0036627126
t_102,149.05880000000002,-29.97957,0.0005099113,0.003144025,0.0003952744,0.00024136499,0.00036964784,0.00072200707
t_1020,149.46303999999998,-31.67653,0.0023232438,0.0048023514,0.0013178915,0.0012000724,0.0017582348,0.002347078
t_1021,149.37320999999997,-31.67653,0.0021365145,0.004577513,0.0012108262,0.0010911463,0.0016313832,0.002194242
t_1022,149.64270999999997,-31.67653,0.002757152,0.0052921395,0.0015596135,0.0014477916,0.00204213,0.002684324
t_1023,149.82236999999998,-31.67653,0.0032861507,0.005111471,0.0014754611,0.0014346412,0.002370265,0.0030667942
t_1024,149.55286999999998,-31.60005,0.0023726576,0.0042545805,0.0010781222,0.0010134385,0.0017913079,0.002386697
t_1025,149.3283,-31.60005,0.0019385407,0.0037887408,0.00087732007,0.0008035903,0.0014934895,0.002026443
t_1026,149.05880000000002,-31.60005,0.0015349702,0.003306537,0.0006831785,0.00060415,0.0012003703,0.001663322
t_1027,149.46303999999998,-31.60005,0.0021867482,0.0040607806,0.0009931371,0.0009242807,0.0016658051,0.0022358543
t_1028,149.73253999999997,-31.60005,0.0028006863,0.004673661,0.0012682976,0.0012143144,0.002069825,0.0027168866
t_1029,149.64270999999997,-31.60005,0.0025767675,0.004458786,0.0011697412,0.0011100088,0.0019258521,0.0025469542
t_103,149.59779000000003,-29.97957,0.0006313441,0.0028680249,0.00041405263,0.00027857607,0.0004744664,0.0008991471
t_1030,148.92404999999997,-31.60005,0.0013713442,0.0035338395,0.0007521208,0.00063371327,0.0010764527,0.0015068287
t_1031,149.37320999999997,-31.60005,0.0020174345,0.0038769948,0.00091442856,0.00084214495,0.0015488776,0.002094059
t_1032,149.82236999999998,-31.60005,0.0030461333,0.004899454,0.0013740866,0.0013266399,0.0022236046,0.002896735
t_1033,149.19354999999996,-31.60005,0.0017227443,0.0035378134,0.00077440194,0.00069733505,0.0013388697,0.0018360573
t_1034,149.46303999999998,-31.52351,0.0020561898,0.00391972,0.0009325556,0.0008610196,0.0015758714,0.0021269056
t_1035,149.64270999999997,-31.52351,0.0024062362,0.004288765,0.0010933084,0.0010294114,0.0018136648,0.0024134256
t_1036,149.73253999999997,-31.52351,0.0026054052,0.004486782,0.0011824449,0.0011234033,0.0019444616,0.0025690019
t_1037,149.37320999999997,-31.52351,0.0019029346,0.0037483275,0.0008604815,0.00078613503,0.0014682967,0.0019955887
t_1038,149.82236999999998,-31.52351,0.0028222757,0.004693922,0.0012776679,0.0012240655,0.0020834967,0.0027329328
t_1039,149.55286999999998,-31.52351,0.0022235538,0.0040997835,0.0010100782,0.0009420168,0.0016908834,0.0022661039
t_104,149.46303999999998,-29.97957,0.00059968984,0.003490491,0.0004970223,0.00031872338,0.00044725122,0.00086092105
t_1040,149.19354999999996,-31.48521,0.0015910647,0.0033770157,0.00071059,0.0006320386,0.0012421485,0.0017156588
t_1041,149.05880000000002,-31.48521,0.0014257113,0.0031655412,0.0006294106,0.0005497617,0.0011179724,0.0015594792
t_1042,148.92404999999997,-31.48521,0.0012803099,0.0029694561,0.00055712793,0.00047739956,0.0010061361,0.0014171369
t_1043,149.3283,-31.48521,0.0017792042,0.0036048975,0.0008015291,0.0007252367,0.0013797787,0.0018866707
t_1044,149.37320999999997,-31.4469,0.0017933369,0.0036215247,0.00080829713,0.0007322103,0.0013899673,0.0018992485
t_1045,149.82236999999998,-31.4469,0.0026150045,0.004496136,0.0011863294,0.0011270283,0.0019501593,0.0025763542
t_1046,149.73253999999997,-31.4469,0.002422682,0.0043054232,0.0011007227,0.001037077,0.0018245771,0.0024264539
t_1047,149.46303999999998,-31.4469,0.0019318608,0.0037811876,0.0008741646,0.00080031663,0.001488772,0.0020206692
t_1048,149.64270999999997,-31.4469,0.0022456713,0.004123068,0.0010202272,0.00095263025,0.0017058953,0.0022841834
t_1049,149.55286999999998,-31.4469,0.00208234,0.003948324,0.00094474765,0.000873726,0.0015940062,0.002148933
t_105,149.05880000000002,-29.86279,0.0004723812,0.002991038,0.0003536246,0.00021068817,0.00033709282,0.00066297327
t_1050,149.64270999999997,-31.37023,0.0020950397,0.0039621517,0.0009506559,0.0008797848,0.0016027896,0.00215959
t_1051,149.73253999999997,-31.37023,0.002252746,0.005392118,0.0015340383,0.0013578038,0.0017103731,0.0028907857
t_1052,149.19354999999996,-31.37023,0.001466433,0.003218689,0.0006495078,0.000570039,0.0011488439,0.0015984834
t_1053,149.46303999999998,-31.37023,0.0018139405,0.0036456494,0.0008181477,0.0007423662,0.0014047843,0.0019175201
t_1054,149.55286999999998,-31.37023,0.0019491137,0.003800671,0.000882307,0.0008087481,0.0015009452,0.00203556
t_1055,150.27152999999998,-32.05799,0.008680412,0.009849413,0.00429823,0.0043061664,0.0050946586,0.0060640066
t_1056,150.54102,-32.05799,0.010486199,0.011909645,0.0058612325,0.00594838,0.00678323,0.007821011
t_1057,150.09186,-31.98182,0.006161141,0.008225711,0.0032135923,0.0031677575,0.0039223186,0.0048008696
t_1058,150.63085,-31.98182,0.010532123,0.011899248,0.005924912,0.0060174293,0.0068100686,0.007870808
t_1059,149.91219999999998,-31.98182,0.0049108076,0.006374263,0.0021174112,0.0021220478,0.0032855223,0.0041013197
t_106,148.92404999999997,-29.86279,0.00044785155,0.002888075,0.00032676902,0.00019126429,0.00031580662,0.00062410417
t_1060,150.36136,-31.98182,0.008821343,0.009940632,0.0043154466,0.0043194797,0.005132689,0.0060948133
t_1061,150.00203,-31.98182,0.005493102,0.0077356836,0.0029129286,0.0028537652,0.003588059,0.004435345
t_1062,150.27152999999998,-31.98182,0.0078090364,0.0093252,0.003914851,0.0039010346,0.0046938676,0.005630847
t_1063,150.54102,-31.98182,0.010294706,0.01863707,0.009746449,0.009066546,0.006165319,0.009175368
t_1064,150.45119,-31.98182,0.010006375,0.01061269,0.0047608586,0.0047855154,0.005615366,0.00660716
t_1065,150.18169999999998,-31.98182,0.0069284495,0.008754733,0.0035477087,0.003517075,0.0042907563,0.005199682
t_1066,149.82236999999998,-31.98182,0.004402072,0.006006105,0.0019234511,0.0019139261,0.003011438,0.0037957095
t_1067,150.54102,-31.90559,0.009949688,0.017383764,0.008739958,0.008081302,0.005585613,0.008396478
t_1068,150.09186,-31.90559,0.0056365593,0.00784413,0.0029756012,0.002919061,0.0036593748,0.0045129284
t_1069,150.63085,-31.90559,0.010253921,0.011230996,0.00520178,0.0052417465,0.0060828156,0.007099953
t_107,149.59779000000003,-29.86279,0.0005783407,0.0034103796,0.00047260514,0.00029987757,0.0004288473,0.000828192
t_1070,150.00203,-31.90559,0.005059893,0.007400784,0.0027122698,0.0026444118,0.0033635336,0.004187559
t_1071,149.91219999999998,-31.90559,0.004550978,0.006116071,0.0019807036,0.0019753342,0.0030925854,0.0038864997
t_1072,150.36136,-31.90559,0.007879661,0.009372508,0.003922391,0.0039058144,0.0047105653,0.0056496873
t_1073,150.18169999999998,-31.90559,0.006290062,0.008318487,0.0032641862,0.0032201202,0.0039816564,0.0048636766
t_1074,150.45119,-31.90559,0.008847568,0.0099570155,0.0043029967,0.004297005,0.0051260465,0.0060934788
t_1075,150.27152999999998,-31.90559,0.0070306007,0.0088254595,0.003579019,0.0035481367,0.0043314444,0.0052405423
t_1076,150.09186,-31.8293,0.0051522707,0.0074739824,0.0027531981,0.0026869231,0.0034106327,0.004239085
t_1077,150.63085,-31.8293,0.009676219,0.010431916,0.0046089804,0.004615023,0.00546537,0.006446395
t_1078,149.91219999999998,-31.8293,0.00421054,0.005861722,0.001848794,0.0018338931,0.0029054207,0.0036765933
t_1079,150.36136,-31.8293,0.0070471824,0.008837882,0.0035721378,0.0035341452,0.0043278863,0.0052418094
t_108,149.19354999999996,-29.86279,0.000497799,0.0030952238,0.00038176475,0.00023134486,0.00035914505,0.0007030143
t_1080,150.27152999999998,-31.8293,0.006339978,0.008354918,0.0032766694,0.003231414,0.0039987173,0.0048844246
t_1081,150.18169999999998,-31.8293,0.0057097385,0.0078995,0.0030047284,0.002948621,0.0036939462,0.0045498633
t_1082,150.45119,-31.8293,0.007837038,0.009346761,0.0038944983,0.003869872,0.00468414,0.0056224903
t_1083,150.00203,-31.8293,0.0046546054,0.0070732115,0.0025212767,0.0024453215,0.0031481017,0.003948231
t_1084,150.54102,-31.8293,0.008714491,0.009879653,0.0042423555,0.004232625,0.005065087,0.0060263416
t_1085,150.00203,-31.75295,0.004277862,0.006754848,0.0023401992,0.0022566873,0.0029424422,0.003718062
t_1086,150.54102,-31.75295,0.0076654423,0.009240314,0.003818275,0.003789692,0.004604448,0.0055354172
t_1087,150.18169999999998,-31.75295,0.005187777,0.00750226,0.0027652842,0.0026983218,0.0034253574,0.004257547
t_1088,150.09186,-31.75295,0.004707338,0.0071169804,0.0025450708,0.002469561,0.0031757127,0.0039786887
t_1089,150.45119,-31.75295,0.0069586346,0.008779842,0.0035304104,0.003490304,0.00428442,0.005193652
t_109,149.46303999999998,-29.86279,0.0005509105,0.002628316,0.00034262222,0.00022153811,0.0004051508,0.000777262
t_1090,150.27152999999998,-31.75295,0.005721517,0.007908933,0.0030024368,0.0029412105,0.0036930235,0.004553541
t_1091,150.63085,-31.75295,0.008427952,0.009712724,0.0041175997,0.004100799,0.0049365754,0.005886588
t_1092,150.36136,-31.75295,0.006310866,0.008335237,0.0032580362,0.0032070233,0.003980127,0.004865745
t_1093,149.91219999999998,-31.75295,0.0038908105,0.0056128693,0.0017223711,0.0016984761,0.002725102,0.0034728204
t_1094,150.63085,-31.67653,0.00738134,0.007931069,0.0029613953,0.0030214638,0.004474054,0.0053943875
t_1095,150.36136,-31.67653,0.0056598317,0.007863498,0.0029730287,0.0029105204,0.0036611853,0.0045180847
t_1096,149.91219999999998,-31.67653,0.0035922455,0.005370735,0.0016018044,0.0015694773,0.0025522965,0.003275964
t_1097,150.27152999999998,-31.67653,0.0051671425,0.007486491,0.00275259,0.0026813569,0.0034119065,0.004244397
t_1098,150.18169999999998,-31.67653,0.004715456,0.0071239285,0.0025444517,0.0024650204,0.0031756046,0.003982537
t_1099,150.00203,-31.67653,0.0039293626,0.0064470046,0.002169003,0.002078273,0.002746874,0.0034974038
t_11,148.92404999999997,-29.97957,0.0004821284,0.003031283,0.00036438048,0.00021854836,0.00034555077,0.00067835726
t_110,149.3283,-29.86279,0.0005240153,0.0032001939,0.00041107967,0.00025316825,0.00038187052,0.00074404944
t_1100,150.54102,-31.67653,0.006769046,0.007574872,0.0027613477,0.0028074752,0.004194386,0.0050955634
t_1101,150.09186,-31.67653,0.004303102,0.006776804,0.0023502363,0.0022661847,0.0029542523,0.003733113
t_1102,150.45119,-31.67653,0.0061941394,0.013563321,0.005938484,0.0053779283,0.003922561,0.006129598
t_1103,149.91219999999998,-31.60005,0.0033148031,0.0051362747,0.0014873365,0.0014470567,0.0023874727,0.0030866226
t_1104,150.63085,-31.60005,0.006494118,0.0074104075,0.002666683,0.0027059074,0.00406396,0.0049541807
t_1105,150.27152999999998,-31.60005,0.0046708533,0.011647309,0.004678938,0.0041720513,0.003151384,0.005048327
t_1106,150.54102,-31.60005,0.0059981854,0.00811321,0.0031184114,0.0030614778,0.0038265756,0.0046975696
t_1107,150.18169999999998,-31.60005,0.0042878734,0.011115561,0.0043428503,0.0038506116,0.0029439616,0.004752053
t_1108,150.09186,-31.60005,0.0039347033,0.006451929,0.0021687546,0.0020748985,0.002746794,0.00350051
t_1109,150.00203,-31.60005,0.0036103912,0.010111084,0.0037261848,0.003265618,0.0025615983,0.004196519
t_111,149.73253999999997,-29.86279,0.0006061234,0.0024437546,0.00032569715,0.00022192158,0.00045278986,0.0008612204
t_1110,150.36136,-31.60005,0.005084095,0.007421429,0.0027135918,0.0026407759,0.0033684256,0.004196034
t_1111,150.45119,-31.60005,0.005527111,0.012759529,0.0053991587,0.004861241,0.003594019,0.00567216
t_1112,149.91219999999998,-31.52351,0.0030592955,0.009220314,0.003196532,0.0027606867,0.0022308924,0.0037092336
t_1113,150.27152999999998,-31.52351,0.0042268983,0.011028881,0.004287688,0.0037978298,0.002910106,0.004703262
t_1114,150.63085,-31.52351,0.005736368,0.013018224,0.0055664987,0.0050210143,0.0036974528,0.005815752
t_1115,150.45119,-31.52351,0.004943599,0.0120127825,0.0049112877,0.0043942197,0.0032949457,0.0052515073
t_1116,150.00203,-31.52351,0.0033181896,0.0058709225,0.0018564999,0.0017515216,0.0023872363,0.0030888603
t_1117,150.09186,-31.52351,0.003598682,0.0053761643,0.0016023567,0.0015675168,0.0025533221,0.0032799055
t_1118,150.36136,-31.52351,0.004574606,0.0061342344,0.0019840596,0.0019753776,0.0030995256,0.003897265
t_1119,150.54102,-31.52351,0.005331888,0.01251499,0.0052363905,0.004705238,0.0034948806,0.0055328785
t_112,149.3283,-29.74586,0.00048336538,0.0030363637,0.00036574868,0.0002195514,0.00034662403,0.000680307
t_1120,150.18169999999998,-31.52351,0.0039015093,0.005621604,0.0017238556,0.0016971941,0.0027277884,0.003478845
t_1121,149.91219999999998,-31.4469,0.0028242841,0.008815741,0.0029612272,0.0025344235,0.0020830717,0.0034900208
