# 19891227_M5.9_Newcastle median gmf, Stations:All, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,Allen2012,AtkinsonBoore2006Modified2011,BooreEtAl2014,ChiouYoungs2014,SomervilleEtAl2009YilgarnCraton,ZhaoEtAl2006Asc
m_39,151.61491,-32.92006,0.27774066,0.27660817,0.29184356,0.24528226,0.33857775,0.22097172
m_4,151.63016,-32.96655,0.26936,0.24935402,0.258485,0.22101149,0.32319865,0.22510576
m_40,150.37795,-33.77361,0.011483536,0.011972123,0.006648489,0.006616568,0.0071743787,0.008319947
m_41,151.39394,-33.25586,0.04716882,0.05271887,0.06670197,0.06198181,0.056258526,0.059071712
m_42,152.30650000000003,-32.21471,0.013343504,0.013268208,0.01082144,0.010733837,0.012876295,0.013731816
m_43,151.69426999999996,-32.96341,0.26995054,0.2550029,0.23449817,0.22724088,0.29840145,0.23169678
m_44,151.64367,-32.97318,0.2728337,0.28168136,0.335256,0.27550632,0.32599986,0.28643534
m_45,151.74363,-32.30712,0.016878672,0.015125098,0.020962413,0.019555854,0.022405423,0.021803143
m_46,151.58442000000002,-33.02878,0.17168902,0.18143655,0.20542258,0.19283843,0.21633054,0.18065943
m_47,151.59665,-33.05504,0.15885809,0.18076146,0.20163593,0.19256066,0.1890437,0.16793072
m_48,150.10395,-33.49946,0.010812203,0.011185642,0.006130521,0.0060905367,0.0065891105,0.0077326843
m_49,151.86131999999998,-32.74758,0.061721656,0.070714936,0.088528596,0.08226202,0.07285047,0.07732011
m_5,151.60481,-33.00686,0.20979871,0.21782717,0.25267828,0.2127709,0.27643886,0.21967204
m_50,151.64364999999998,-33.01667,0.23544462,0.2267602,0.22956748,0.20446722,0.28162083,0.1930126
m_51,151.48724000000004,-32.68833,0.071041666,0.06437006,0.07145921,0.07300926,0.07847739,0.069609396
m_52,151.65477999999996,-32.92302,0.2639221,0.30076075,0.3225049,0.2972739,0.29561403,0.27890247
m_53,151.75552,-32.9374,0.26226953,0.2772826,0.284698,0.29255292,0.23922224,0.26917508
m_54,151.66174999999998,-32.9965,0.2628296,0.24715021,0.24351607,0.22008567,0.29897347,0.21800174
m_55,151.58144,-32.90743,0.24874732,0.24985409,0.22691962,0.21416427,0.2907379,0.19714655
m_56,151.66318,-33.03017,0.22165823,0.24883837,0.25465357,0.24554458,0.24272373,0.22781251
m_57,151.55176,-33.0802,0.12816939,0.120930485,0.122056946,0.12940238,0.14464639,0.1362383
m_58,151.61401999999998,-32.98482,0.23979396,0.24034622,0.27504173,0.22343169,0.30956182,0.20143072
m_59,150.64783,-32.34296,0.013087181,0.013051486,0.009626683,0.009653451,0.011487525,0.012457382
m_6,151.67224999999996,-32.9209,0.25822997,0.251844,0.22398679,0.2277502,0.2756926,0.21935378
m_60,151.71506,-33.01383,0.2183184,0.21472631,0.19371492,0.20601554,0.22326323,0.18653074
m_61,151.62097,-32.96239,0.26865795,0.2493547,0.25877342,0.22054583,0.32489523,0.22321422
m_62,151.73505,-32.91028,0.27058485,0.2757014,0.2678798,0.28489253,0.24272336,0.26956722
m_63,151.67272000000003,-32.93654,0.2712944,0.25762933,0.23330477,0.22992887,0.29575542,0.23157677
m_64,150.30829,-32.23724,0.011241847,0.0118688885,0.006419504,0.006328565,0.0069629117,0.00806718
m_65,151.21501,-31.94222,0.012096983,0.013039711,0.009535036,0.009349394,0.010298396,0.011319865
m_66,151.63461,-33.08206,0.15061069,0.16755447,0.1836164,0.17923851,0.16755329,0.1583627
m_67,152.01437999999996,-32.14437,0.013188251,0.01329656,0.012064313,0.011841719,0.014208319,0.014835069
m_68,151.57495,-32.88862,0.2180697,0.20773378,0.17463939,0.18100232,0.24786158,0.17703606
m_69,151.72262,-32.89867,0.2481354,0.2263516,0.20991397,0.23120068,0.23035973,0.2519772
m_7,151.68575999999996,-32.88213,0.20921409,0.22478905,0.22463478,0.23199685,0.21760531,0.22206311
m_70,150.69892,-33.69128,0.01552568,0.025241,0.019810006,0.018886529,0.012021013,0.017014172
m_71,151.09845,-32.67853,0.030926285,0.034334265,0.049353518,0.045033246,0.036375336,0.042824782
m_72,151.87622,-32.09073,0.013168086,0.013272299,0.011777331,0.011595044,0.013841518,0.014502494
m_73,151.7498,-32.93099,0.27433744,0.2778703,0.26989165,0.28813887,0.24641953,0.2751696
m_74,151.67345999999998,-32.98003,0.2734092,0.2837404,0.3254248,0.2771371,0.31798953,0.28918746
m_75,151.44843000000003,-33.12446,0.0776116,0.08869566,0.09975182,0.09882132,0.091064736,0.08995741
m_76,150.69619,-32.0229,0.011652686,0.0126554,0.007483813,0.0073619206,0.008116294,0.00922658
m_77,151.76076999999998,-32.92858,0.2614003,0.27611965,0.27204925,0.28459266,0.23370534,0.26417455
m_78,151.76302999999996,-32.91878,0.2543826,0.26794708,0.26459387,0.27669927,0.22640814,0.2558085
m_79,151.68883,-32.97992,0.26449665,0.2617708,0.25766438,0.23825377,0.29813597,0.22559151
m_8,152.41868,-32.34124,0.016083242,0.021060647,0.020049853,0.018921772,0.0147630265,0.01997352
m_80,152.37975,-31.88736,0.011444935,0.012496869,0.006996136,0.0068729054,0.007587318,0.008694871
m_81,151.5856,-32.9925,0.21378441,0.2300421,0.27468565,0.23206085,0.28408474,0.22215241
m_82,151.40439000000003,-32.80214,0.08703753,0.08030311,0.08433446,0.08936673,0.09639747,0.08226863
m_83,151.72728,-32.72812,0.084531456,0.1132828,0.12345207,0.11649292,0.093353055,0.09922021
m_84,151.64382,-32.98625,0.26684493,0.2690331,0.31219542,0.25800356,0.3187883,0.2780398
m_85,150.19376999999997,-33.57952,0.01126619,0.011613267,0.006517979,0.0064976723,0.006981298,0.008143614
m_86,150.98652000000004,-33.89698,0.015424889,0.015535559,0.0109432135,0.011239961,0.01166998,0.0134866405
m_87,151.65711999999996,-33.09493,0.1376653,0.15967391,0.17835215,0.17117983,0.15258084,0.14819494
m_88,151.62575000000004,-32.93547,0.2799539,0.25961623,0.38659406,0.30706394,0.34111053,0.28939256
m_89,151.65179,-33.07223,0.16000211,0.1741251,0.20069712,0.18985291,0.177305,0.16836454
m_9,151.74946,-32.92067,0.27386093,0.28681573,0.28312197,0.29533488,0.24263805,0.27439472
m_90,151.71334000000002,-32.98268,0.23767741,0.23057017,0.20462507,0.20909871,0.25755873,0.20769832
m_91,151.67251,-32.90311,0.23623672,0.24950884,0.24481116,0.24786486,0.25128257,0.25139073
m_92,151.67254000000003,-32.95627,0.27953425,0.28518763,0.30907163,0.27346465,0.3196607,0.23721279
m_93,151.6572,-33.05036,0.19074473,0.20324393,0.22944994,0.21810871,0.21022037,0.19806798
m_94,151.25137,-33.31491,0.032297134,0.026467254,0.032845058,0.03203414,0.03857343,0.035638187
m_95,151.63973999999996,-32.80699,0.14093322,0.1529939,0.1567971,0.16330221,0.15176582,0.1522425
m_96,151.55021999999997,-32.92578,0.22411874,0.24108033,0.24063618,0.22761272,0.27220726,0.22305596
m_97,151.71009000000004,-32.93212,0.2791816,0.24250944,0.20352696,0.2233412,0.27234387,0.23244323
m_98,151.60598,-32.97458,0.24838102,0.24687043,0.2766794,0.22633408,0.3177679,0.20683299
m_99,151.73014999999998,-32.91761,0.2790968,0.28597924,0.3035776,0.3073785,0.25286725,0.28324503
t_0,148.11557,-30.09622,0.00041451427,0.002741736,0.00027681835,0.00016743877,0.00026699653,0.0005123579
t_1,147.57658000000004,-30.09622,0.00032888324,0.002339434,0.00018866529,0.00010609965,0.00019544899,0.00038221182
t_10,148.11557,-29.97957,0.00039111578,0.0026357202,0.00025198722,0.00014976696,0.00024727694,0.0004767693
t_100,149.73253999999997,-29.97957,0.0007438016,0.0040208306,0.00065950025,0.00046150762,0.00054731243,0.0010015132
t_1000,149.3283,-31.8293,0.002498479,0.005066419,0.0014881153,0.0013430848,0.0018747634,0.002437464
t_1001,149.19354999999996,-31.8293,0.0022022387,0.0077444273,0.0024247,0.0019949148,0.0016710701,0.002801436
t_1002,149.46303999999998,-31.8293,0.002844918,0.005454476,0.0016953748,0.0015455937,0.0021045487,0.0027076674
t_1003,149.64270999999997,-31.8293,0.0034016762,0.005279262,0.0016152641,0.001534259,0.0024571351,0.0031159907
t_1004,149.73253999999997,-31.8293,0.0037282223,0.005555657,0.001761057,0.0016814057,0.0026555264,0.003342764
t_1005,149.55286999999998,-31.8293,0.0031084123,0.0057338215,0.0018491076,0.0016960723,0.002273816,0.0029045856
t_1006,149.37320999999997,-31.8293,0.002607934,0.004544748,0.001245008,0.0011610761,0.0019483,0.0025243147
t_1007,149.82236999999998,-31.8293,0.004092021,0.005849284,0.0019194819,0.0018413046,0.0028701085,0.0035858792
t_1008,149.55286999999998,-31.75295,0.0029253135,0.005541045,0.001742638,0.0015918402,0.0021566802,0.0027685012
t_1009,149.82236999999998,-31.75295,0.0038044376,0.00561835,0.0017945317,0.0017151859,0.0027009686,0.0033944147
t_101,149.3283,-29.97957,0.0006409744,0.0036558106,0.00053557387,0.00036269854,0.0004600379,0.0008519569
t_1010,149.73253999999997,-31.75295,0.003481417,0.0053479616,0.0016511854,0.0015705114,0.0025061057,0.0031721531
t_1011,149.46303999999998,-31.75295,0.0026866123,0.005280297,0.0016014155,0.0014537236,0.0020006197,0.0025858881
t_1012,149.37320999999997,-31.75295,0.0024707096,0.008273079,0.002730611,0.002269563,0.0018559663,0.0030826335
t_1013,149.64270999999997,-31.75295,0.003189359,0.0050921924,0.0015185194,0.0014366482,0.0023249323,0.0029637238
t_1014,149.19354999999996,-31.71475,0.0020470798,0.0039545316,0.00096835574,0.0008837735,0.0015614894,0.0020630942
t_1015,149.3283,-31.71475,0.002307872,0.007956091,0.0025459148,0.0021036214,0.0017445141,0.0029135176
t_1016,149.05880000000002,-31.71475,0.0018211895,0.0036941448,0.0008532472,0.0007692213,0.0013981131,0.0018647523
t_1017,148.92404999999997,-31.71475,0.0016251225,0.0034548284,0.0007516836,0.00066878257,0.0012523753,0.0016857985
t_1018,149.55286999999998,-31.67653,0.0027494375,0.005350022,0.001638856,0.0014903216,0.002042076,0.0026345488
t_1019,149.73253999999997,-31.67653,0.0032474012,0.009657044,0.0035771541,0.0030330028,0.002361319,0.0038363382
t_102,149.05880000000002,-29.97957,0.00057672884,0.0034139,0.00045968164,0.00030357967,0.00040523414,0.0007568822
t_1020,149.46303999999998,-31.67653,0.0025336766,0.0051070307,0.001509455,0.00136391,0.0018985133,0.0024655564
t_1021,149.37320999999997,-31.67653,0.0023374355,0.0048767943,0.0013897095,0.0012471623,0.0017649053,0.0023070145
t_1022,149.64270999999997,-31.67653,0.0029866807,0.005606316,0.0017784955,0.0016269366,0.0021961764,0.0028144775
t_1023,149.82236999999998,-31.67653,0.0035337538,0.0053926203,0.0016745961,0.001594117,0.002538011,0.0032086605
t_1024,149.55286999999998,-31.60005,0.0025814625,0.004518414,0.0012322464,0.0011482437,0.0019306005,0.0025034458
t_1025,149.3283,-31.60005,0.002125557,0.004041612,0.001007854,0.00092321873,0.0016171752,0.0021301887
t_1026,149.05880000000002,-31.60005,0.0016972699,0.0035444666,0.0007892285,0.00070583017,0.001306444,0.0017524256
t_1027,149.46303999999998,-31.60005,0.0023867881,0.0043204594,0.0011374812,0.0010530489,0.0017987892,0.0023473422
t_1028,149.73253999999997,-31.60005,0.0030266927,0.004944534,0.001443277,0.0013607515,0.0022217834,0.0028442307
t_1029,149.64270999999997,-31.60005,0.0027942762,0.004726379,0.001334087,0.0012507302,0.0020714884,0.002669003
t_103,149.59779000000003,-29.97957,0.0007089151,0.003100909,0.00047913275,0.00034310043,0.0005177822,0.0009407412
t_1030,148.92404999999997,-31.60005,0.0015222332,0.0037967206,0.0008711385,0.0007466182,0.0011743533,0.0015891402
t_1031,149.37320999999997,-31.60005,0.0022087602,0.004132201,0.0010494493,0.00096482126,0.0016756342,0.0022003606
t_1032,149.82236999999998,-31.60005,0.0032802543,0.0051730317,0.0015600743,0.0014784841,0.0023817986,0.0030293192
t_1033,149.19354999999996,-31.60005,0.0018971212,0.0037833753,0.0008921737,0.0008078851,0.0014535567,0.0019323198
t_1034,149.46303999999998,-31.52351,0.0022463994,0.004172619,0.0010681708,0.0009835646,0.0017018876,0.0022317877
t_1035,149.64270999999997,-31.52351,0.0026124609,0.004549231,0.0012471884,0.0011632607,0.0019513204,0.002527874
t_1036,149.73253999999997,-31.52351,0.0028194373,0.0047504306,0.0013459971,0.0012626656,0.0020879237,0.0026882284
t_1037,149.37320999999997,-31.52351,0.002085148,0.003996976,0.0009875483,0.0009029324,0.0015885691,0.002095753
t_1038,149.82236999999998,-31.52351,0.003043822,0.0049602725,0.0014512087,0.0013683797,0.0022326848,0.0028568935
t_1039,149.55286999999998,-31.52351,0.0024217982,0.0043566423,0.0011546366,0.0010702655,0.0018227074,0.002375758
t_104,149.46303999999998,-29.97957,0.00067456515,0.0037778516,0.00057577516,0.00039446985,0.00048862206,0.000901177
t_1040,149.19354999999996,-31.48521,0.001753928,0.0036135498,0.00081857404,0.0007348556,0.0013485425,0.0018041078
t_1041,149.05880000000002,-31.48521,0.0015778432,0.0033950198,0.00072697655,0.00064446125,0.0012166585,0.0016416273
t_1042,148.92404999999997,-31.48521,0.0014222437,0.0031916997,0.0006451206,0.00056426524,0.0010974722,0.0014932693
t_1043,149.3283,-31.48521,0.0019532382,0.0038481862,0.0009207913,0.0008363602,0.0014941868,0.0019816638
t_1044,149.37320999999997,-31.4469,0.0019668995,0.0038638234,0.00092773826,0.00084327854,0.001504034,0.0019936017
t_1045,149.82236999999998,-31.4469,0.0028254278,0.0047561424,0.001348116,0.0012639818,0.002090853,0.0026927772
t_1046,149.73253999999997,-31.4469,0.002625491,0.0045621307,0.0012534518,0.0011692779,0.001960004,0.0025381004
t_1047,149.46303999999998,-31.4469,0.0021127719,0.0040275357,0.0010014361,0.00091680425,0.0016081393,0.002119318
t_1048,149.64270999999997,-31.4469,0.0024412926,0.004376676,0.0011641644,0.0010797865,0.0018359815,0.0023915095
t_1049,149.55286999999998,-31.4469,0.0022706296,0.0041984594,0.0010801901,0.0009955972,0.001718725,0.0022519152
t_105,149.05880000000002,-29.86279,0.000535305,0.003251353,0.00041161064,0.00026679912,0.00036985707,0.00069497456
t_1050,149.64270999999997,-31.37023,0.0022806902,0.004209148,0.0010851715,0.0010003753,0.0017257001,0.002260246
t_1051,149.73253999999997,-31.37023,0.0024455055,0.005719134,0.0017475131,0.0015357998,0.0018382018,0.0030232787
t_1052,149.19354999999996,-31.37023,0.0016185393,0.0034465522,0.0007482488,0.0006653983,0.0012474163,0.0016796731
t_1053,149.46303999999998,-31.37023,0.0019860575,0.0038856615,0.0009374672,0.0008529662,0.0015178145,0.0020102938
t_1054,149.55286999999998,-31.37023,0.0021280174,0.0040443153,0.0010090863,0.00092441565,0.0016189106,0.0021322744
t_1055,150.27152999999998,-32.05799,0.00899677,0.010192833,0.004758701,0.004559999,0.0053634667,0.0063066417
t_1056,150.54102,-32.05799,0.011279534,0.012426968,0.006376081,0.0061582155,0.0070536784,0.008078021
t_1057,150.09186,-31.98182,0.0064937295,0.008584308,0.0036048791,0.003417187,0.0041616964,0.0050130207
t_1058,150.63085,-31.98182,0.011294384,0.0123435445,0.0064113145,0.006211487,0.0070654666,0.008106904
t_1059,149.91219999999998,-31.98182,0.005233669,0.0066915615,0.0023940261,0.0023201436,0.0035072982,0.0042966055
t_106,148.92404999999997,-29.86279,0.0005083987,0.0031427066,0.00038082906,0.00024355858,0.0003468878,0.0006545354
t_1060,150.36136,-31.98182,0.00911552,0.010266339,0.0047720373,0.004562737,0.005389047,0.0063268538
t_1061,150.00203,-31.98182,0.0058232946,0.008097681,0.003281267,0.0030995237,0.0038190258,0.004639352
t_1062,150.27152999999998,-31.98182,0.008124416,0.009665661,0.00435051,0.004149625,0.0049463143,0.005856601
t_1063,150.54102,-31.98182,0.011093956,0.01908087,0.010619066,0.009432335,0.006425695,0.009480855
t_1064,150.45119,-31.98182,0.010263595,0.010916908,0.0052351975,0.0050174943,0.005872911,0.0068445555
t_1065,150.18169999999998,-31.98182,0.0072566713,0.009106354,0.0039614863,0.0037676236,0.0045374134,0.0054191444
t_1066,149.82236999999998,-31.98182,0.004714348,0.0063218237,0.002181931,0.0021061087,0.003223547,0.0039819563
t_1067,150.54102,-31.90559,0.010177287,0.017852781,0.009572857,0.00845723,0.005833426,0.008682917
t_1068,150.09186,-31.90559,0.0059522274,0.008193721,0.0033418892,0.003158516,0.0038841437,0.004710033
t_1069,150.63085,-31.90559,0.011053844,0.011485191,0.0056775454,0.0054531153,0.0063291923,0.0073250127
t_107,149.59779000000003,-29.86279,0.00065093266,0.0036922921,0.0005474588,0.00037206075,0.0004685182,0.0008665847
t_1070,150.00203,-31.90559,0.005371563,0.0077526444,0.003057155,0.0028796883,0.0035806329,0.004377351
t_1071,149.91219999999998,-31.90559,0.004855146,0.006424042,0.002239987,0.0021647122,0.003301359,0.0040685246
t_1072,150.36136,-31.90559,0.008176416,0.009698869,0.004350489,0.004143038,0.004951292,0.005866493
t_1073,150.18169999999998,-31.90559,0.0066049136,0.008662991,0.0036517885,0.0034617155,0.004213171,0.0050674384
t_1074,150.45119,-31.90559,0.009118847,0.010266613,0.004752383,0.0045322087,0.00537258,0.006315074
t_1075,150.27152999999998,-31.90559,0.0073398496,0.009162529,0.003987508,0.00378945,0.00456848,0.005450911
t_1076,150.09186,-31.8293,0.005451378,0.007814875,0.0030951677,0.0029163836,0.003621795,0.0044222297
t_1077,150.63085,-31.8293,0.009893427,0.010709458,0.0050633573,0.0048343395,0.0057015833,0.0066590845
t_1078,149.91219999999998,-31.8293,0.004497367,0.0061609372,0.0020914432,0.0020148163,0.0031019938,0.0038462812
t_1079,150.36136,-31.8293,0.00734051,0.009163171,0.0039746207,0.0037687207,0.0045572673,0.0054439018
t_108,149.19354999999996,-29.86279,0.00056312775,0.0033611325,0.00044381438,0.0002913774,0.00039361906,0.000736605
t_1080,150.27152999999998,-31.8293,0.0066405307,0.0086882925,0.0036575156,0.0034638043,0.004221086,0.005080805
t_1081,150.18169999999998,-31.8293,0.0060110847,0.008237441,0.003366407,0.003180826,0.0039113574,0.004739522
t_1082,150.45119,-31.8293,0.008115145,0.009660158,0.0043159705,0.004102162,0.0049174526,0.005829324
t_1083,150.00203,-31.8293,0.0049488703,0.0074155,0.0028435802,0.0026703603,0.003352248,0.0041248384
t_1084,150.54102,-31.8293,0.0089672515,0.010176886,0.004681049,0.004459829,0.0053007323,0.006236703
t_1085,150.00203,-31.75295,0.004555789,0.0070880507,0.0026409104,0.0024716782,0.0031344802,0.003882458
t_1086,150.54102,-31.75295,0.007929575,0.009544329,0.0042288788,0.0040150457,0.0048281294,0.0057321656
t_1087,150.18169999999998,-31.75295,0.00547615,0.007834216,0.0031016383,0.0029205284,0.0036293382,0.0044346703
t_1088,150.09186,-31.75295,0.0049910573,0.007449917,0.002863698,0.0026890282,0.0033741922,0.004149238
t_1089,150.45119,-31.75295,0.0072369883,0.009094734,0.003923776,0.0037179398,0.0045051104,0.0053866045
t_109,149.46303999999998,-29.86279,0.00062108674,0.0028483586,0.00039739613,0.0002762019,0.0004430883,0.00081365486
t_1090,150.27152999999998,-31.75295,0.0060109794,0.008237577,0.0033589683,0.0031678372,0.0039044018,0.0047365488
t_1091,150.63085,-31.75295,0.008671527,0.010003461,0.004544531,0.004321956,0.0051619806,0.006086289
t_1092,150.36136,-31.75295,0.0065973545,0.008658299,0.003633282,0.0034350264,0.004196662,0.0050540785
t_1093,149.91219999999998,-31.75295,0.0041615022,0.0059038135,0.0019491268,0.001871179,0.002910224,0.0036310444
t_1094,150.63085,-31.67653,0.007635933,0.008191733,0.003279921,0.0032025813,0.004688494,0.0055812923
t_1095,150.36136,-31.67653,0.0059372536,0.008183321,0.0033218898,0.0031312425,0.0038655687,0.0046936087
t_1096,149.91219999999998,-31.67653,0.0038479029,0.005653827,0.0018134428,0.001734151,0.002726666,0.0034235457
t_1097,150.27152999999998,-31.67653,0.0054446827,0.007809977,0.003084259,0.0028997776,0.003611268,0.0044149775
t_1098,150.18169999999998,-31.67653,0.004990291,0.007449393,0.0028588143,0.0026799564,0.0033692964,0.004147736
t_1099,150.00203,-31.67653,0.0041922377,0.0067717754,0.0024491958,0.0022833145,0.0029275813,0.0036506685
t_11,148.92404999999997,-29.97957,0.0005463178,0.003295108,0.0004243146,0.00027646404,0.00037926214,0.0007114762
t_110,149.3283,-29.86279,0.00059176586,0.0034715827,0.00047731138,0.00031720463,0.00041807222,0.00077924115
t_1100,150.54102,-31.67653,0.007035413,0.007843564,0.0030673663,0.0029900954,0.0044063968,0.005279305
t_1101,150.09186,-31.67653,0.004573001,0.0071027526,0.002646387,0.0024754873,0.003140588,0.00389259
t_1102,150.45119,-31.67653,0.0064680083,0.014079878,0.0066023706,0.0057516648,0.0041311965,0.0063592577
t_1103,149.91219999999998,-31.60005,0.0035565326,0.005411959,0.0016846552,0.0016037957,0.00255174,0.0032243985
t_1104,150.63085,-31.60005,0.006750982,0.007673882,0.0029619432,0.002883788,0.004267532,0.0051288595
t_1105,150.27152999999998,-31.60005,0.0049361447,0.0121699,0.0052413237,0.004527658,0.0033394138,0.005251346
t_1106,150.54102,-31.60005,0.0062612863,0.008420485,0.003472544,0.0032772403,0.00402729,0.004869056
t_1107,150.18169999999998,-31.60005,0.0045494335,0.011639695,0.0048773815,0.004200027,0.003126624,0.004948792
t_1108,150.09186,-31.60005,0.004190915,0.0067706374,0.0024454684,0.0022762744,0.0029236677,0.003649454
t_1109,150.00203,-31.60005,0.003859991,0.010632761,0.004204365,0.0035971352,0.0027316918,0.004379723
t_111,149.73253999999997,-29.86279,0.0006811054,0.00264326,0.00037692857,0.00027411096,0.0004941801,0.0009007568
t_1110,150.36136,-31.60005,0.0053511253,0.007737212,0.0030372671,0.002853726,0.003561309,0.0043596686
t_1111,150.45119,-31.60005,0.0057935175,0.013272622,0.0060161925,0.005224199,0.0037911546,0.0058863224
t_1112,149.91219999999998,-31.52351,0.0032887785,0.009725785,0.0036181794,0.003067872,0.0023856629,0.0038741783
t_1113,150.27152999999998,-31.52351,0.0044799303,0.011542041,0.0048102126,0.004139354,0.0030874377,0.004892667
t_1114,150.63085,-31.52351,0.005990305,0.013513958,0.0061858925,0.0053757085,0.0038903817,0.0060240007
t_1115,150.45119,-31.52351,0.005200796,0.0125205945,0.0054836255,0.0047452073,0.0034811199,0.0054512625
t_1116,150.00203,-31.52351,0.0035548669,0.006180885,0.0020999974,0.0019385327,0.0025484047,0.003223121
t_1117,150.09186,-31.52351,0.0038418341,0.0056489245,0.0018085546,0.0017262694,0.0027201711,0.0034190714
t_1118,150.36136,-31.52351,0.0048305537,0.0064065997,0.0022242737,0.0021443844,0.0032815163,0.0040498804
t_1119,150.54102,-31.52351,0.0055884672,0.013017589,0.0058327364,0.0050588055,0.0036847119,0.005737131
t_112,149.3283,-29.74586,0.0005470095,0.003297843,0.00042511453,0.00027707397,0.00037985295,0.0007125117
t_1120,150.18169999999998,-31.52351,0.0041501937,0.0058950577,0.0019413574,0.001859937,0.0029000498,0.003622741
t_1121,149.91219999999998,-31.4469,0.0030419219,0.009308961,0.003355462,0.0028281037,0.0022297294,0.003644532
t_1122,150.00203,-31.4469,0.0032745067,0.00674648,0.0023321635,0.002091499,0.0023761448,0.0038187755
