# 20230206_M7.8_KahramanmarasGaziantep median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,CauzziEtAl2014,KaleEtAl2015Turkey,ZhaoEtAl2016Asc
s_14,36.626599999999996,37.00777,0.65057,0.65057,0.65057,0.65057
s_140,36.37790000000001,38.72268,0.017766038,0.017766047,0.01776605,0.01776607
s_141,38.11789999999999,39.3704,0.017664,0.017664,0.017664,0.017664
s_142,35.44532000000001,37.40094,0.01758627,0.017586274,0.017586311,0.017586496
s_143,36.41290000000001,39.3616,0.017576,0.017576,0.017576,0.017576
s_144,36.90312,40.37583,0.017403,0.017403,0.017403,0.017403
s_145,35.52789000000001,37.56256,0.016608,0.016608,0.016608,0.016608
s_146,35.61115000000001,37.62072,0.016453117,0.016453125,0.01645312,0.01645312
s_147,34.048429999999996,37.52506,0.01635,0.01635,0.01635,0.01635
s_148,38.491089999999986,39.2808,0.016182,0.016182,0.016182,0.016182
s_149,39.03934000000001,38.31353,0.015877826,0.015877843,0.015877873,0.015877929
s_15,37.157399999999996,37.3919,0.646503,0.646503,0.646503,0.646503
s_150,35.45967999999999,37.73102,0.015777148,0.015777154,0.015777167,0.015777182
s_151,36.74700999999999,39.27298,0.015575,0.015575,0.015575,0.015575
s_152,34.362809999999996,38.00272,0.015511,0.015511,0.015511,0.015511
s_153,41.00882999999999,39.29345,0.014833,0.014833,0.014833,0.014833
s_154,34.02699999999999,38.3709,0.014625,0.014625,0.014625,0.014625
s_155,38.11834999999999,39.86868,0.014544,0.014544,0.014544,0.014544
s_156,38.345740000000006,40.08796,0.014144945,0.014144937,0.014144933,0.014144957
s_157,35.06279000000001,37.25029,0.014071161,0.014071163,0.014071185,0.014071273
s_158,37.74791999999999,39.89281,0.014005,0.014005,0.014005,0.014005
s_159,39.43657999999999,40.12439,0.013298,0.013298,0.013298,0.013298
s_16,36.172200000000004,36.2387,0.61866,0.61866,0.61866,0.61866
s_160,36.56921,40.69804,0.013206,0.013206,0.013206,0.013206
s_161,39.51151999999999,39.74183,0.012739,0.012739,0.012739,0.012739
s_162,40.39107999999999,39.77665,0.012193,0.012193,0.012193,0.012193
s_163,35.79257000000001,39.99367,0.012109946,0.012109947,0.0121099185,0.012109884
s_164,37.00179,39.74382,0.011993,0.011993,0.011993,0.011993
s_165,39.418620000000004,39.79505,0.011516,0.011516,0.011516,0.011516
s_166,37.39274,39.85441,0.011385,0.011385,0.011385,0.011385
s_167,34.87911,37.4087,0.011052,0.011052,0.011052,0.011052
s_168,39.65863999999999,40.20841,0.01093401,0.010934008,0.010934001,0.010933979
s_169,34.99090000000001,37.83234,0.010269,0.010269,0.010269,0.010269
s_17,36.73283000000001,37.184,0.588544,0.588544,0.588544,0.588544
s_170,34.93675000000002,40.54596,0.010012,0.010012,0.010012,0.010012
s_171,38.10631999999998,40.16928,0.009891,0.009891,0.009891,0.009891
s_172,36.53457,39.6406,0.009887,0.009887,0.009887,0.009887
s_173,38.77055999999999,39.90631,0.009579,0.009579,0.009579,0.009579
s_174,35.25497999999999,39.19403,0.009534,0.009534,0.009534,0.009534
s_175,33.43956,36.64169,0.009294,0.009294,0.009294,0.009294
s_176,33.33142000000001,35.19748,0.009085,0.009085,0.009085,0.009085
s_177,35.66311000000002,40.81536,0.00883591,0.008835906,0.008835871,0.008835612
s_178,39.69179,39.59168,0.008733,0.008733,0.008733,0.008733
s_179,39.11936,40.19031,0.008725,0.008725,0.008725,0.008725
s_18,36.41439,36.58383,0.572949,0.572949,0.572949,0.572949
s_180,37.91739999999999,40.9751,0.008132,0.008132,0.008132,0.008132
s_181,38.42699999999999,40.29519,0.008050088,0.008050088,0.008050069,0.008050045
s_182,38.76026000000002,40.33203,0.007834131,0.007834124,0.0078341095,0.007834045
s_183,35.49979999999999,40.0674,0.007658,0.007658,0.007658,0.007658
s_184,32.24991,37.1856,0.007304,0.007304,0.007304,0.007304
s_185,33.544669999999996,37.70898,0.007049,0.007049,0.007049,0.007049
s_186,33.57584,36.1613,0.006852,0.006852,0.006852,0.006852
s_187,33.22583,37.17167,0.006788,0.006788,0.006788,0.006788
s_188,36.30716000000001,40.11287,0.006434,0.006434,0.006434,0.006434
s_189,38.60363000000001,40.06176,0.0064321114,0.006432125,0.006432105,0.0064321
s_19,36.24722,36.11593,0.518032,0.518032,0.518032,0.518032
s_190,34.73317,38.66045,0.006367,0.006367,0.006367,0.006367
s_191,37.82522,40.30028,0.006314,0.006314,0.006314,0.006314
s_192,36.321860000000015,40.76096,0.006215,0.006215,0.006215,0.006215
s_193,36.93455,40.59835,0.00596,0.00596,0.00596,0.00596
s_194,38.36115000000001,40.90661,0.005909091,0.0059090904,0.005909065,0.0059090224
s_195,36.07173,40.38395,0.005792,0.005792,0.005792,0.005792
s_196,34.857699999999994,40.17446,0.005630099,0.0056300927,0.005630059,0.0056299153
s_197,34.60088999999999,40.02767,0.005624,0.005624,0.005624,0.005624
s_198,39.49709999999999,40.4487,0.005602,0.005602,0.005602,0.005602
s_199,37.32909000000001,40.3944,0.005481,0.005481,0.005481,0.005481
s_2,36.64837,37.09933,1.2947528,1.2947384,1.2947534,1.2947464
s_20,36.17159000000001,36.20673,0.507704,0.507704,0.507704,0.507704
s_200,35.88037,40.29797,0.005435,0.005435,0.005435,0.005435
s_201,35.299649999999986,40.5209,0.005393,0.005393,0.005393,0.005393
s_202,33.52402000000001,38.96246,0.004941,0.004941,0.004941,0.004941
s_203,36.593199999999996,39.8662,0.004926,0.004926,0.004926,0.004926
s_204,37.54021,40.21395,0.004813109,0.0048131254,0.004813098,0.0048131086
s_205,36.22300999999999,40.00402,0.004721,0.004721,0.004721,0.004721
s_206,35.8347,40.6371,0.004663,0.004663,0.004663,0.004663
s_207,36.55521999999999,40.32915,0.004616,0.004616,0.004616,0.004616
s_208,37.56312,41.02264,0.004515,0.004515,0.004515,0.004515
s_209,34.032669999999996,39.94027,0.004419,0.004419,0.004419,0.004419
s_21,36.981870000000015,37.53872,0.469468,0.469468,0.469468,0.469468
s_210,33.51796999999999,39.84972,0.003925,0.003925,0.003925,0.003925
s_211,35.45884000000001,40.87969,0.003784,0.003784,0.003784,0.003784
s_212,35.18763000000001,39.8083,0.003632,0.003632,0.003632,0.003632
s_213,34.75946999999999,39.49301,0.003622,0.003622,0.003622,0.003622
s_214,35.80387999999999,40.64382,0.003523,0.003523,0.003523,0.003523
s_215,40.50319999999999,38.89708,0.00349,0.00349,0.00349,0.00349
s_216,37.68657999999999,37.43291,0.003412,0.003412,0.003412,0.003412
s_217,35.90253000000001,40.90938,0.003359,0.003359,0.003359,0.003359
s_218,35.02832000000001,40.78523,0.003332103,0.003332101,0.0033320647,0.0033319776
s_219,32.85894999999999,38.30882,0.003331,0.003331,0.003331,0.003331
s_22,36.22694999999999,36.49076,0.46317413,0.4631741,0.4631745,0.46317244
s_220,34.382450000000006,40.15701,0.0033280898,0.0033280875,0.0033280728,0.0033280277
s_221,33.118570000000005,39.55831,0.003316,0.003316,0.003316,0.003316
s_222,35.25307000000001,40.27218,0.003309,0.003309,0.003309,0.003309
s_223,39.294820000000016,40.56073,0.0032780422,0.0032780434,0.0032780352,0.0032780166
s_224,34.16150999999999,39.15954,0.003198,0.003198,0.003198,0.003198
s_225,32.515829999999994,37.90417,0.003148,0.003148,0.003148,0.003148
s_226,39.08670000000001,40.70208,0.003102,0.003102,0.003102,0.003102
s_227,37.01508000000001,40.80208,0.0030340645,0.0030340713,0.0030340524,0.0030340366
s_228,32.842240000000004,36.08189,0.002984,0.002984,0.002984,0.002984
s_229,37.62405000000001,37.49254,0.002813,0.002813,0.002813,0.002813
s_23,36.557140000000004,36.84891,0.38041687,0.3804124,0.3804171,0.38041368
s_230,33.611339999999984,39.66824,0.0027560147,0.0027560147,0.002756011,0.0027560033
s_231,34.815889999999996,39.82429,0.002656,0.002656,0.002656,0.002656
s_232,32.916560000000004,38.65491,0.002635,0.002635,0.002635,0.002635
s_233,33.71258,39.36518,0.0021910546,0.0021910542,0.0021910444,0.002191024
s_234,33.96249,39.45045,0.002024,0.002024,0.002024,0.002024
s_235,36.21825000000001,36.66408,0.00015,0.00015,0.00015,0.00015
s_236,36.14766,36.57752,0.000116,0.000116,0.000116,0.000116
s_237,36.16811000000001,36.57527,4.5e-05,4.5e-05,4.5e-05,4.5e-05
s_238,36.15135000000001,36.56704,2.9e-05,2.9e-05,2.9e-05,2.9e-05
s_239,36.20568,36.58924,2.2e-05,2.2e-05,2.2e-05,2.2e-05
s_24,38.267420000000016,37.76121,0.375246,0.375246,0.375246,0.375246
s_240,36.86616000000001,37.58702,1.7e-05,1.7e-05,1.7e-05,1.7e-05
s_241,37.157399999999996,37.3916,0.6417784,0.6496044,0.64213955,0.643819
s_242,32.387490000000014,36.31683,0.011105774,0.010770828,0.008607707,0.0045021074
s_25,36.68562,36.85536,0.37366024,0.3736535,0.3736603,0.3736661
s_255,39.7509,37.2342,0.02572472,0.025836557,0.02781951,0.03348126
s_26,36.91765000000001,37.5361,0.357445,0.357445,0.357445,0.357445
s_260,35.375,36.573,0.05265062,0.05343578,0.053828806,0.049261976
s_266,38.3356,39.0929,0.02365148,0.024605151,0.025833113,0.03180798
s_27,36.77368999999999,37.25603,0.3567654,0.35675883,0.35676572,0.35676226
s_28,36.163279999999986,36.19121,0.355529,0.355529,0.355529,0.355529
s_29,39.31020000000001,38.45063,0.353121,0.353121,0.353121,0.353121
s_297,41.400710000000004,38.34777,0.014123944,0.014480625,0.012893472,0.009625796
s_3,36.51119,36.80262,1.228028,1.228028,1.228028,1.228028
s_30,37.28426000000002,37.7472,0.340972,0.340972,0.340972,0.340972
s_300,40.975599999999986,39.6153,0.01428609,0.014145264,0.01244229,0.009694797
s_304,41.774159999999995,38.73555,0.011020134,0.0111599965,0.009137076,0.0071353503
s_305,33.90496000000002,35.16455,0.021159867,0.021463703,0.021140842,0.0138366865
s_307,41.93099999999998,37.912,0.012009906,0.011927074,0.0099132275,0.0069556297
s_309,42.159130000000005,38.4744,0.010139437,0.01022373,0.008019216,0.0054900073
s_31,36.788700000000006,37.28737,0.33635435,0.33635166,0.3363549,0.3363528
s_310,33.94639999999998,36.3925,0.020711487,0.02083088,0.02080873,0.01954309
s_312,42.02169000000001,38.58025,0.012771611,0.012439626,0.010369016,0.0060357316
s_314,32.38926000000001,36.31482,0.01110407,0.010769044,0.008609439,0.0045069815
s_315,37.53880000000001,39.6942,0.018927356,0.019099742,0.01925555,0.015480509
s_316,42.176019999999994,37.74845,0.00996038,0.010074317,0.007856965,0.0054274667
s_317,40.21010000000001,40.2623,0.012715598,0.012907397,0.010854783,0.009247319
s_318,36.964169999999996,41.2056,0.011455733,0.0110642165,0.008777706,0.003153084
s_319,34.175009999999986,35.52514,0.016421834,0.01655223,0.015892554,0.016971942
s_32,40.47739999999999,39.231,0.329274,0.329274,0.329274,0.329274
s_320,34.867999999999995,39.2101,0.0114967,0.011420012,0.010343821,0.008623107
s_321,41.11016999999998,39.94292,0.014139526,0.013885081,0.011772996,0.0054154727
s_322,33.36770999999999,35.18271,0.009837635,0.009767589,0.009446658,0.008520025
s_323,37.045230000000004,39.45554,0.022129294,0.022806153,0.022847718,0.017565781
s_324,41.70600999999999,39.36241,0.011746828,0.011563652,0.009481381,0.005996557
s_325,40.681340000000006,39.91733,0.013587108,0.013400577,0.01179103,0.008762758
s_326,33.58497,35.35109,0.011223126,0.011542616,0.010065268,0.010325242
s_327,33.322310000000016,35.3404,0.009267052,0.009580779,0.008219443,0.008787649
s_328,34.990200000000016,37.6623,0.017068103,0.017031666,0.017624412,0.019777961
s_329,37.8955,40.3244,0.0056509045,0.006129309,0.0054080375,0.0056088534
s_33,36.561949999999996,37.19156,0.321701,0.321701,0.321701,0.321701
s_330,32.99283,35.19023,0.011801426,0.0115185585,0.0096394885,0.0059158616
s_331,35.66923,40.97227,0.0063203503,0.0062909867,0.005304765,0.0039928816
s_332,33.021209999999996,35.25042,0.011341441,0.011146562,0.009336583,0.0062355436
s_333,33.2636,37.174,0.008797924,0.0085841585,0.0085714655,0.0072560543
s_334,32.83188999999999,35.12931,0.008869566,0.009112823,0.0069082957,0.003729952
s_335,35.466409999999996,41.13772,0.0078995135,0.007714527,0.005748171,0.0026659383
s_336,33.41595000000001,40.10613,0.0074223117,0.0073402356,0.0052165324,0.0023613505
s_337,41.22269,39.87333,0.010991022,0.011002887,0.008908844,0.0062564374
s_338,36.30500000000001,41.3268,0.008020989,0.0080539845,0.0056456015,0.0028140256
s_339,32.95008999999999,35.38767,0.00974867,0.009931261,0.007894469,0.0060605337
s_34,36.89845,37.58568,0.310231,0.310231,0.310231,0.310231
s_340,33.414890000000014,35.22072,0.0108479895,0.010743393,0.010155456,0.009874348
s_341,32.31569999999999,36.2347,0.008697344,0.008832173,0.006605724,0.0042390283
s_342,32.97630000000001,36.1069,0.007841196,0.0075819525,0.0071188826,0.005944149
s_343,31.4161,36.7935,0.009286309,0.008913469,0.0061907843,0.0021008952
s_344,33.98761999999999,40.34595,0.009738932,0.009341038,0.007003733,0.0021711532
s_345,35.20339999999999,40.88153,0.005810184,0.005765866,0.004780833,0.0031064784
s_346,36.676800000000014,40.712,0.0073470287,0.007925963,0.0067628296,0.006256867
s_347,32.00434000000001,36.54286,0.009825562,0.009598162,0.0071361708,0.0033709123
s_348,32.31698,36.26776,0.009479306,0.009442495,0.007210523,0.0042561833
s_349,31.746610000000004,37.67799,0.010508784,0.010069093,0.0072490554,0.0019236851
s_35,36.164590000000004,36.54634,0.286696,0.286696,0.286696,0.286696
s_350,32.032700000000006,36.557,0.008456114,0.008552891,0.0061438465,0.0034472179
s_351,34.46746999999999,40.7253,0.0076026614,0.0075931572,0.0052410276,0.002427032
s_352,36.04786999999999,41.07816,0.0071376627,0.007127254,0.0055043525,0.0032611557
s_353,33.22436999999999,39.92144,0.006604597,0.0066234856,0.0047625285,0.002425302
s_354,34.80015,40.97625,0.0073293247,0.007227356,0.005152195,0.0023066087
s_355,31.986670000000004,36.55547,0.009787301,0.009559143,0.0070896973,0.003323878
s_356,39.47800000000001,40.4665,0.004761274,0.004994551,0.004668345,0.0042609083
s_357,31.849549999999994,37.42439,0.0102279615,0.009795809,0.007235174,0.002278378
s_358,32.79339999999999,39.868,0.007178825,0.0071438663,0.004717828,0.0018695325
s_359,31.83789999999999,37.4056,0.0084313685,0.00834172,0.0058920095,0.002683116
s_36,36.68833000000001,36.85643,0.253845,0.253845,0.253845,0.253845
s_360,34.02260000000001,41.0362,0.0055828355,0.005896037,0.0034671822,0.0011333326
s_37,36.20484999999999,36.82763,0.245048,0.245048,0.245048,0.245048
s_38,37.92957000000001,37.79667,0.236854,0.236854,0.236854,0.236854
s_39,38.51316,37.36509,0.234644,0.234644,0.234644,0.234644
s_4,36.13749999999999,36.2202,1.186841,1.186841,1.186841,1.186841
s_40,39.67541,38.39231,0.222853,0.222853,0.222853,0.222853
s_41,36.5736,36.2432,0.221322,0.221322,0.221322,0.221322
s_42,35.94981999999999,36.08155,0.216473,0.216473,0.216473,0.216473
s_43,36.269360000000006,37.08417,0.18276,0.18276,0.18276,0.18276
s_44,36.09763000000001,37.37989,0.1803675,0.18036748,0.18036807,0.1803695
s_45,36.92909,37.59347,0.178841,0.178841,0.178841,0.178841
s_46,36.806039999999996,37.34491,0.17516048,0.17516163,0.17516048,0.17516129
s_47,36.11535000000001,37.8566,0.16311412,0.1631141,0.16311446,0.16311552
s_48,37.80214999999998,37.00879,0.162637,0.162637,0.162637,0.162637
s_49,36.20661000000001,36.61618,0.160833,0.160833,0.160833,0.160833
s_5,36.13264000000001,36.23808,1.072008,1.072008,1.072008,1.072008
s_50,37.349999999999994,37.058,0.159243,0.159243,0.159243,0.159243
s_51,36.691,36.85548,0.15700752,0.15700716,0.15700825,0.15701
s_52,36.35737,37.5701,0.155545,0.155545,0.155545,0.155545
s_53,36.67048,37.12853,0.15430015,0.15429929,0.15430017,0.15430059
s_54,36.830299999999994,37.58551,0.143973,0.143973,0.143973,0.143973
s_55,36.481870000000015,38.02395,0.14096,0.14096,0.14096,0.14096
s_56,38.873850000000004,38.19588,0.136495,0.136495,0.136495,0.136495
s_57,37.88731999999999,38.09616,0.136194,0.136194,0.136194,0.136194
s_58,37.973780000000005,38.34388,0.132917,0.132917,0.132917,0.132917
s_59,35.795770000000005,37.01519,0.128109,0.128109,0.128109,0.128109
s_6,36.21973,36.3726,0.991764,0.991764,0.991764,0.991764
s_60,37.56036,37.31736,0.127168,0.127168,0.127168,0.127168
s_61,36.48573999999999,36.75691,0.12582467,0.12582448,0.12582476,0.12582506
s_62,38.786940000000016,37.16045,0.123108976,0.123109,0.12310932,0.12311012
s_63,39.32909999999998,37.7524,0.117153,0.117153,0.117153,0.117153
s_64,37.939599999999984,38.8107,0.11698,0.11698,0.11698,0.11698
s_65,35.79005000000001,36.77006,0.114879,0.114879,0.114879,0.114879
s_66,39.48379,38.14594,0.112434,0.112434,0.112434,0.112434
s_67,40.02086,39.97017,0.109251,0.109251,0.109251,0.109251
s_68,38.556269999999984,38.02996,0.10027027,0.10027029,0.10027028,0.10027029
s_69,36.50359,38.47812,0.099029,0.099029,0.099029,0.099029
s_7,36.159729999999996,36.21423,0.840538,0.840538,0.840538,0.840538
s_70,36.14766,36.58801,0.098656,0.098656,0.098656,0.098656
s_71,36.87231,37.60011,0.098522,0.098522,0.098522,0.098522
s_72,36.573769999999996,36.93089,0.09826066,0.09826024,0.09826074,0.098260745
s_73,40.54769999999999,39.4337,0.095897,0.095897,0.095897,0.095897
s_74,36.922799999999995,38.2412,0.08948685,0.089487344,0.0894874,0.08948801
s_75,39.759000000000015,38.2644,0.087535,0.087535,0.087535,0.087535
s_76,35.671040000000005,37.25186,0.080712,0.080712,0.080712,0.080712
s_77,40.20277999999999,37.93088,0.077398,0.077398,0.077398,0.077398
s_78,35.86401999999998,37.7455,0.077169545,0.077169634,0.07716965,0.077168554
s_79,40.55931000000001,38.75008,0.073191,0.073191,0.073191,0.073191
s_8,36.174710000000005,36.55712,0.751891,0.751891,0.751891,0.751891
s_80,40.64699999999999,38.4616,0.070578,0.070578,0.070578,0.070578
s_81,35.864480000000015,37.74427,0.0682648,0.06826482,0.06826492,0.068264745
s_82,38.18385000000001,38.59685,0.068147,0.068147,0.068147,0.068147
s_83,40.55687,38.83498,0.066386,0.066386,0.066386,0.066386
s_84,38.947,36.72769,0.065673225,0.06567325,0.06567336,0.065673105
s_85,40.03855999999999,39.80771,0.064265,0.064265,0.064265,0.064265
s_86,38.22594000000001,38.0283,0.06246853,0.062468026,0.062468704,0.06246893
s_87,38.82453000000001,38.57266,0.061019722,0.061019722,0.061019827,0.061020125
s_88,38.75413,38.40695,0.058874186,0.058874153,0.058874436,0.058875106
s_89,35.82021,37.4339,0.056387,0.056387,0.056387,0.056387
s_9,36.488519999999994,36.69293,0.747262,0.747262,0.747262,0.747262
s_90,36.06435999999999,35.90236,0.05586894,0.055868946,0.055869162,0.05586986
s_91,40.13103000000001,38.72778,0.055194,0.055194,0.055194,0.055194
s_92,35.920439999999985,37.81618,0.054593343,0.054593343,0.054593403,0.054594018
s_93,40.31273999999999,37.94406,0.05356,0.05356,0.05356,0.05356
