# 19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,"BCHydroESHM20SSlab
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = -1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = 1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = -0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = 0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00"
t_1027,25.29570000000001,44.54125,0.017581584,0.011658728,0.026513366,0.017581584,0.017581584
t_1028,25.424090000000007,44.56169,0.019178076,0.012717395,0.028920904,0.019178076,0.019178076
t_1029,25.34133,44.56779,0.018120829,0.012016312,0.027326558,0.018120829,0.018120829
t_103,26.599670000000003,44.0513,0.01268736,0.008413262,0.019132782,0.01268736,0.01268736
t_1030,25.25855999999999,44.57386,0.017382683,0.011526832,0.02621342,0.017382683,0.017382683
t_1031,25.386979999999994,44.59433,0.018232744,0.012090526,0.027495328,0.018232744,0.018232744
t_1032,25.304190000000006,44.60041,0.018493768,0.012263616,0.027888956,0.018493768,0.018493768
t_1033,25.432649999999995,44.62084,0.02058351,0.01364937,0.03104033,0.02058351,0.02058351
t_1034,25.34984,44.62695,0.018801443,0.012467643,0.028352939,0.018801443,0.018801443
t_1035,25.267030000000005,44.63301,0.018504119,0.012270479,0.027904565,0.018504119,0.018504119
t_1036,25.395520000000005,44.65346,0.020149445,0.013361531,0.03038575,0.020149445,0.020149445
t_1037,25.184200000000004,44.63905,0.017329212,0.011491374,0.026132785,0.017329212,0.017329212
t_1038,25.10136,44.64505,0.016431613,0.010896157,0.024779188,0.016431613,0.016431613
t_1039,25.018519999999995,44.65101,0.016117068,0.010687576,0.024304848,0.016117068,0.016117068
t_104,26.517390000000006,44.05792,0.015453455,0.010247519,0.023304107,0.015453455,0.015453455
t_1040,25.229839999999996,44.6656,0.018693266,0.012395908,0.028189804,0.018693266,0.018693266
t_1041,25.146989999999988,44.67162,0.017797375,0.011801823,0.026838783,0.017797375,0.017797375
t_1042,25.064120000000003,44.6776,0.01668316,0.011062963,0.025158525,0.01668316,0.01668316
t_1043,25.19263000000001,44.69818,0.018610863,0.012341264,0.028065536,0.018610863,0.018610863
t_1044,25.10974999999999,44.70418,0.017390015,0.011531693,0.026224473,0.017390015,0.017390015
t_1045,25.026849999999996,44.71014,0.01681265,0.011148831,0.0253538,0.01681265,0.01681265
t_1046,25.23830000000001,44.72472,0.019551847,0.012965251,0.029484559,0.019551847,0.019551847
t_1047,25.561170000000004,44.64119,0.021938596,0.014547956,0.033083823,0.021938596,0.021938596
t_1048,25.478350000000006,44.64734,0.021416105,0.014201481,0.032295898,0.021416105,0.021416105
t_1049,25.60691,44.66765,0.022567082,0.014964718,0.034031592,0.022567082,0.022567082
t_105,26.563119999999998,44.08428,0.01635096,0.010842674,0.024657562,0.01635096,0.01635096
t_1050,25.524069999999995,44.67383,0.021890974,0.014516377,0.033012006,0.021890974,0.021890974
t_1051,25.65267,44.69411,0.023081344,0.015305737,0.03480711,0.023081344,0.023081344
t_1052,25.569819999999993,44.7003,0.0227951,0.015115921,0.034375448,0.0227951,0.0227951
t_1053,25.486950000000007,44.70645,0.021375438,0.0141745135,0.03223457,0.021375438,0.021375438
t_1054,25.615589999999997,44.72675,0.023863565,0.015824445,0.035986714,0.023863565,0.023863565
t_1055,25.53271000000001,44.73292,0.022592772,0.014981753,0.03407033,0.022592772,0.022592772
t_1056,25.66138000000001,44.75319,0.0249274,0.016529895,0.037590995,0.0249274,0.0249274
t_1057,25.312690000000003,44.65955,0.019171895,0.012713297,0.028911587,0.019171895,0.019171895
t_1058,25.44122999999999,44.67997,0.021347567,0.014156032,0.032192543,0.021347567,0.021347567
t_1059,25.358370000000008,44.68607,0.020638788,0.0136860255,0.031123688,0.020638788,0.020638788
t_106,26.48080999999999,44.09088,0.016695688,0.01107127,0.025177417,0.016695688,0.016695688
t_1060,25.275509999999997,44.69214,0.01867762,0.012385533,0.02816621,0.01867762,0.01867762
t_1061,25.404079999999993,44.71257,0.019887647,0.013187927,0.029990952,0.019887647,0.019887647
t_1062,25.321200000000005,44.71866,0.020548029,0.013625841,0.030986821,0.020548029,0.020548029
t_1063,25.449810000000014,44.73906,0.021155106,0.014028406,0.031902302,0.021155106,0.021155106
t_1064,25.36690999999999,44.74517,0.019656025,0.0130343335,0.029641662,0.019656025,0.019656025
t_1065,25.283999999999992,44.75124,0.017763518,0.011779371,0.026787724,0.017763518,0.017763518
t_1066,25.412649999999985,44.77166,0.021072507,0.013973634,0.031777743,0.021072507,0.021072507
t_1067,24.98124999999999,44.68355,0.016273169,0.010791089,0.024540251,0.016273169,0.016273169
t_1068,24.94395,44.71608,0.015907628,0.01054869,0.023989007,0.015907628,0.015907628
t_1069,24.98956000000001,44.74267,0.016630558,0.011028081,0.0250792,0.016630558,0.016630558
t_107,26.608869999999996,44.11063,0.016494317,0.010937737,0.024873747,0.016494317,0.016494317
t_1070,24.906630000000007,44.74858,0.014728369,0.009766699,0.022210661,0.014728369,0.014728369
t_1071,24.952249999999992,44.77518,0.01668697,0.011065491,0.025164273,0.01668697,0.01668697
t_1072,24.869290000000007,44.78108,0.015173119,0.010061622,0.022881353,0.015173119,0.015173119
t_1073,24.914909999999992,44.80767,0.016089043,0.01066899,0.024262583,0.016089043,0.016089043
t_1074,24.831919999999997,44.81355,0.013259765,0.008792836,0.01999598,0.013259765,0.013259765
t_1075,24.960559999999987,44.83425,0.017225314,0.011422477,0.025976103,0.017225314,0.017225314
t_1076,24.877549999999985,44.84015,0.014314896,0.0094925165,0.021587139,0.014314896,0.014314896
t_1077,25.155399999999986,44.73073,0.01842828,0.012220189,0.027790198,0.01842828,0.01842828
t_1078,25.072489999999988,44.73672,0.016701404,0.011075061,0.025186036,0.016701404,0.016701404
t_1079,25.20107999999999,44.75728,0.020017061,0.013273745,0.030186111,0.020017061,0.020017061
t_108,26.52654000000001,44.11724,0.014672574,0.009729699,0.022126522,0.014672574,0.014672574
t_1080,25.11814000000001,44.76328,0.018738259,0.012425743,0.028257653,0.018738259,0.018738259
t_1081,25.035200000000003,44.76924,0.01747323,0.011586876,0.026349965,0.01747323,0.01747323
t_1082,25.163819999999987,44.78982,0.015741138,0.010438289,0.02373794,0.015741138,0.015741138
t_1083,25.08086,44.79581,0.018007752,0.011941329,0.027156036,0.018007752,0.018007752
t_1084,24.997890000000012,44.80176,0.015408274,0.010217559,0.023235973,0.015408274,0.015408274
t_1085,25.20953,44.81635,0.017395718,0.011535476,0.026233077,0.017395718,0.017395718
t_1086,25.12655000000001,44.82235,0.01495762,0.00991872,0.022556378,0.01495762,0.01495762
t_1087,25.578480000000013,44.75938,0.023774775,0.015765565,0.035852816,0.023774775,0.023774775
t_1088,25.495569999999987,44.76554,0.022134315,0.014677741,0.03337897,0.022134315,0.022134315
t_1089,25.62428,44.78582,0.024696302,0.01637665,0.0372425,0.024696302,0.024696302
t_109,26.572299999999984,44.14359,0.016114084,0.010685597,0.024300348,0.016114084,0.016114084
t_1090,25.541349999999994,44.79199,0.02464886,0.01634519,0.03717095,0.02464886,0.02464886
t_1091,25.58715000000001,44.81843,0.024196077,0.01604494,0.03648815,0.024196077,0.024196077
t_1092,25.504189999999994,44.82459,0.0237217,0.015730372,0.035772778,0.0237217,0.0237217
t_1093,25.632980000000003,44.84486,0.025215346,0.01672084,0.038025226,0.025215346,0.025215346
t_1094,25.55000000000001,44.85104,0.025069011,0.016623802,0.037804548,0.025069011,0.025069011
t_1095,25.467009999999988,44.85718,0.023409901,0.01552361,0.03530258,0.023409901,0.023409901
t_1096,25.595830000000007,44.87746,0.025778502,0.01709428,0.038874477,0.025778502,0.025778502
t_1097,25.32972000000001,44.77775,0.018414386,0.012210976,0.027769247,0.018414386,0.018414386
t_1098,25.246769999999998,44.7838,0.017974503,0.0119192805,0.027105896,0.017974503,0.017974503
t_1099,25.458410000000015,44.79813,0.02174234,0.014417814,0.032787867,0.02174234,0.02174234
t_11,26.8193,44.12359,0.017182264,0.01139393,0.025911182,0.017182264,0.017182264
t_110,26.407579999999996,44.15675,0.016349128,0.010841458,0.024654796,0.016349128,0.016349128
t_1100,25.375460000000004,44.80424,0.019245343,0.012762002,0.029022347,0.019245343,0.019245343
t_1101,25.29249999999999,44.81031,0.018705834,0.012404242,0.028208757,0.018705834,0.018705834
t_1102,25.421220000000005,44.83072,0.0217976,0.014454458,0.032871198,0.0217976,0.0217976
t_1103,25.338239999999985,44.83681,0.017937966,0.011895051,0.027050795,0.017937966,0.017937966
t_1104,25.255259999999993,44.84286,0.017442167,0.011566277,0.026303122,0.017442167,0.017442167
t_1105,25.38400999999999,44.86328,0.020620843,0.013674125,0.031096626,0.020620843,0.020620843
t_1106,25.30100999999999,44.86936,0.020431766,0.013548745,0.030811494,0.020431766,0.020431766
t_1107,25.043560000000014,44.82832,0.015062444,0.009988232,0.022714455,0.015062444,0.015062444
t_1108,25.172259999999994,44.84888,0.017963676,0.011912101,0.027089568,0.017963676,0.017963676
t_1109,25.089249999999993,44.85487,0.014720708,0.009761618,0.02219911,0.014720708,0.014720708
t_111,26.45331999999999,44.18312,0.016341873,0.010836648,0.024643855,0.016341873,0.016341873
t_1110,25.006229999999988,44.86082,0.015887002,0.010535013,0.023957903,0.015887002,0.015887002
t_1111,25.217989999999986,44.87539,0.015878277,0.010529228,0.023944747,0.015878277,0.015878277
t_1112,25.134960000000007,44.8814,0.015771236,0.010458247,0.023783328,0.015771236,0.015771236
t_1113,25.05193,44.88737,0.016714161,0.01108352,0.025205275,0.016714161,0.016714161
t_1114,25.1807,44.90791,0.018948562,0.012565199,0.028574795,0.018948562,0.018948562
t_1115,25.097649999999987,44.9139,0.014776846,0.009798845,0.022283766,0.014776846,0.014776846
t_1116,25.014579999999995,44.91985,0.015579701,0.010331236,0.023494488,0.015579701,0.015579701
t_1117,25.429810000000003,44.88975,0.02259693,0.014984511,0.0340766,0.02259693,0.02259693
t_1118,25.346779999999995,44.89584,0.020016583,0.013273427,0.03018539,0.020016583,0.020016583
t_1119,25.263750000000016,44.90189,0.01867318,0.012382587,0.028159512,0.01867318,0.01867318
t_112,26.370929999999987,44.18967,0.016320165,0.010822253,0.024611121,0.016320165,0.016320165
t_1120,25.39258000000001,44.9223,0.02139722,0.014188957,0.032267418,0.02139722,0.02139722
t_1121,25.309529999999995,44.92837,0.01869087,0.012394318,0.028186187,0.01869087,0.01869087
t_1122,25.438410000000005,44.94875,0.02377055,0.015762765,0.035846446,0.02377055,0.02377055
t_1123,25.35533000000001,44.95484,0.019643486,0.013026019,0.029622754,0.019643486,0.019643486
t_1124,25.272249999999985,44.9609,0.018206768,0.0120733,0.027456155,0.018206768,0.018206768
t_1125,25.401160000000004,44.98129,0.0228271,0.0151371425,0.034423705,0.0228271,0.0228271
t_1126,25.318060000000003,44.98736,0.018403357,0.012203663,0.027752616,0.018403357,0.018403357
t_1127,25.512830000000008,44.88362,0.024697462,0.01637742,0.037244245,0.024697462,0.024697462
t_1128,25.64169000000001,44.90388,0.024010679,0.015921999,0.036208566,0.024010679,0.024010679
t_1129,25.558660000000003,44.91005,0.02606105,0.017281644,0.039300565,0.02606105,0.02606105
t_113,26.416679999999985,44.21604,0.018777234,0.012451589,0.028316429,0.018777234,0.018777234
t_1130,25.475629999999995,44.91619,0.024310915,0.016121091,0.036661323,0.024310915,0.024310915
t_1131,25.604520000000008,44.93647,0.023497786,0.015581888,0.03543511,0.023497786,0.023497786
t_1132,25.521469999999994,44.94262,0.020732796,0.0137483645,0.031265456,0.020732796,0.020732796
t_1133,25.650409999999994,44.96286,0.024572683,0.016294677,0.037056077,0.024572683,0.024572683
t_1134,25.56733,44.96904,0.021626033,0.0143406885,0.032612473,0.021626033,0.021626033
t_1135,25.484250000000003,44.97518,0.020315448,0.013471611,0.030636083,0.020315448,0.020315448
t_1136,25.613220000000013,44.99544,0.024371628,0.01616135,0.03675288,0.024371628,0.024371628
t_1137,25.226460000000003,44.93441,0.019830083,0.013149756,0.029904146,0.019830083,0.019830083
t_1138,25.14339000000001,44.94042,0.017261872,0.011446719,0.026031233,0.017261872,0.017261872
t_1139,25.060300000000012,44.94639,0.014869112,0.0098600285,0.022422904,0.014869112,0.014869112
t_114,26.46244999999999,44.24239,0.018627994,0.012352624,0.02809137,0.018627994,0.018627994
t_1140,25.189150000000012,44.96692,0.016581664,0.010995659,0.025005467,0.016581664,0.016581664
t_1141,25.10605000000001,44.97291,0.016616547,0.011018791,0.025058072,0.016616547,0.016616547
t_1142,25.022940000000006,44.97886,0.014706646,0.009752294,0.022177903,0.014706646,0.014706646
t_1143,25.234939999999995,44.9934,0.017236922,0.011430174,0.025993608,0.017236922,0.017236922
t_1144,25.151819999999987,44.99941,0.016480204,0.010928378,0.024852462,0.016480204,0.016480204
t_1145,25.068690000000004,45.00538,0.01645475,0.0109115,0.02481408,0.01645475,0.01645475
t_1146,25.19762,45.0259,0.018021952,0.011950745,0.02717745,0.018021952,0.018021952
t_1147,25.447010000000006,45.00773,0.019552734,0.012965838,0.029485896,0.019552734,0.019552734
t_1148,25.363889999999998,45.01382,0.019863088,0.013171641,0.029953916,0.019863088,0.019863088
t_1149,25.280759999999987,45.01987,0.02010512,0.013332139,0.030318907,0.02010512,0.02010512
t_115,26.38001,44.24894,0.018974045,0.012582099,0.028613225,0.018974045,0.018974045
t_1150,25.409750000000003,45.04025,0.020265108,0.01343823,0.030560173,0.020265108,0.020265108
t_1151,25.326599999999985,45.04633,0.020721827,0.01374109,0.03124891,0.020721827,0.020721827
t_1152,25.243439999999993,45.05237,0.019402357,0.012866122,0.029259127,0.019402357,0.019402357
t_1153,25.455629999999985,45.06667,0.019997261,0.013260616,0.030156255,0.019997261,0.019997261
t_1154,25.37245999999999,45.07277,0.018719705,0.01241344,0.028229674,0.018719705,0.018719705
t_1155,25.28927999999999,45.07882,0.017675731,0.011721158,0.02665534,0.017675731,0.017675731
t_1156,25.41834,45.09919,0.02125471,0.014094457,0.032052513,0.02125471,0.02125471
t_1157,25.11447000000001,45.03188,0.017966112,0.011913716,0.027093241,0.017966112,0.017966112
t_1158,25.03130999999999,45.03784,0.016013585,0.010618953,0.024148792,0.016013585,0.016013585
t_1159,25.160269999999997,45.05837,0.01752633,0.011622087,0.02643004,0.01752633,0.01752633
t_116,26.425780000000003,44.2753,0.01829526,0.012131982,0.027589604,0.01829526,0.01829526
t_1160,25.07709,45.06434,0.014865615,0.0098577095,0.022417633,0.014865615,0.014865615
t_1161,24.993899999999996,45.07028,0.01567414,0.010393861,0.023636905,0.01567414,0.01567414
t_1162,25.20608999999999,45.08485,0.015450203,0.010245362,0.023299202,0.015450203,0.015450203
t_1163,25.122890000000012,45.09084,0.016618459,0.011020058,0.025060954,0.016618459,0.016618459
t_1164,25.039680000000004,45.09679,0.014193856,0.009412252,0.021404607,0.014193856,0.014193856
t_1165,25.168720000000008,45.11731,0.016922446,0.011221639,0.025519373,0.016922446,0.016922446
t_1166,25.085489999999993,45.12328,0.014592631,0.009676687,0.022005966,0.014592631,0.014592631
t_1167,25.33515,45.10526,0.018892562,0.012528065,0.028490344,0.018892562,0.018892562
t_1168,25.25193999999999,45.1113,0.018006302,0.0119403675,0.02715385,0.018006302,0.018006302
t_1169,25.464249999999993,45.1256,0.021444708,0.014220448,0.032339033,0.021444708,0.021444708
t_117,26.343320000000006,44.28183,0.019419564,0.012877531,0.029285073,0.019419564,0.019419564
t_1170,25.381039999999985,45.13169,0.020252421,0.013429818,0.03054104,0.020252421,0.020252421
t_1171,25.29781,45.13775,0.018453011,0.012236589,0.027827494,0.018453011,0.018453011
t_1172,25.426950000000005,45.1581,0.019297726,0.012796739,0.029101342,0.019297726,0.019297726
t_1173,25.343700000000013,45.16417,0.01763274,0.01169265,0.02659051,0.01763274,0.01763274
t_1174,25.26044999999999,45.17021,0.017310223,0.011478781,0.026104147,0.017310223,0.017310223
t_1175,25.389620000000008,45.19058,0.018178537,0.01205458,0.027413582,0.018178537,0.018178537
t_1176,25.30635000000001,45.19664,0.018478297,0.012253356,0.027865624,0.018478297,0.018478297
t_1177,25.79011,44.77337,0.027468735,0.01821511,0.04142338,0.027468735,0.027468735
t_1178,25.7072,44.77961,0.026114333,0.017316978,0.039380915,0.026114333,0.026114333
t_1179,25.835970000000003,44.79975,0.02572378,0.017057993,0.03879195,0.02572378,0.02572378
t_118,26.47157999999999,44.30164,0.02058098,0.013647691,0.031036513,0.02058098,0.02058098
t_1180,25.75304,44.80602,0.026769795,0.017751629,0.04036936,0.026769795,0.026769795
t_1181,25.67009999999999,44.81224,0.025158267,0.01668299,0.03793915,0.025158267,0.025158267
t_1182,25.798900000000003,44.83241,0.028035386,0.01859087,0.0422779,0.028035386,0.028035386
t_1183,25.71593999999999,44.83865,0.023149155,0.015350703,0.034909368,0.023149155,0.023149155
t_1184,25.84478999999999,44.85878,0.029132258,0.019318229,0.043932002,0.029132258,0.029132258
t_1185,25.761809999999997,44.86504,0.026405891,0.017510315,0.03982059,0.026405891,0.026405891
t_1186,25.678830000000005,44.87127,0.021892121,0.014517138,0.03301374,0.021892121,0.021892121
t_1187,25.881849999999986,44.82613,0.028958412,0.019202948,0.04366984,0.028958412,0.028958412
t_1188,26.01070999999999,44.84615,0.031653535,0.02099014,0.047734134,0.031653535,0.031653535
t_1189,25.927760000000006,44.85248,0.030168133,0.020005139,0.045494124,0.030168133,0.030168133
t_119,26.389099999999985,44.30819,0.018623862,0.012349884,0.02808514,0.018623862,0.018623862
t_1190,25.973690000000005,44.87883,0.031745523,0.021051142,0.04787286,0.031745523,0.031745523
t_1191,25.89070000000001,44.88514,0.030886503,0.020481506,0.04657744,0.030886503,0.030886503
t_1192,26.01964000000001,44.90515,0.033221222,0.02202971,0.05009824,0.033221222,0.033221222
t_1193,25.93664000000001,44.91148,0.03154901,0.020920828,0.047576513,0.03154901,0.03154901
t_1194,25.853620000000006,44.91778,0.030431634,0.020179873,0.045891486,0.030431634,0.030431634
t_1195,25.98259999999999,44.93781,0.03362561,0.022297867,0.050708063,0.03362561,0.03362561
t_1196,25.899560000000008,44.94412,0.031520236,0.020901747,0.04753312,0.031520236,0.031520236
t_1197,25.807709999999986,44.89142,0.029054418,0.019266611,0.04381462,0.029054418,0.029054418
t_1198,25.724699999999984,44.89766,0.025994338,0.017237406,0.03919996,0.025994338,0.025994338
t_1199,25.7706,44.92404,0.029171348,0.01934415,0.04399095,0.029171348,0.029171348
t_12,26.865129999999994,44.14988,0.01693854,0.011232311,0.025543641,0.01693854,0.01693854
t_120,26.32521,44.16328,0.014049392,0.009316455,0.021186752,0.014049392,0.014049392
t_1200,25.687569999999994,44.93027,0.025769852,0.017088545,0.03886143,0.025769852,0.025769852
t_1201,25.816519999999997,44.95041,0.030476917,0.0202099,0.045959774,0.030476917,0.030476917
t_1202,25.73347000000001,44.95665,0.027833318,0.018456873,0.041973177,0.027833318,0.027833318
t_1203,25.77940000000001,44.98302,0.03000257,0.01989535,0.045244448,0.03000257,0.03000257
t_1204,25.69631000000001,44.98924,0.024656653,0.016350359,0.037182707,0.024656653,0.024656653
t_1205,25.825350000000014,45.00936,0.031245619,0.020719644,0.04711899,0.031245619,0.031245619
t_1206,25.742250000000013,45.01561,0.025915736,0.017185284,0.03908143,0.025915736,0.025915736
t_1207,26.102630000000005,44.89878,0.033787787,0.02240541,0.05095263,0.033787787,0.033787787
t_1208,26.148629999999997,44.92508,0.03642513,0.024154289,0.054929793,0.03642513,0.03642513
t_1209,26.065619999999996,44.93146,0.0351039,0.02327815,0.05293735,0.0351039,0.0351039
t_121,26.242819999999995,44.16977,0.013709801,0.009091265,0.020674644,0.013709801,0.013709801
t_1210,26.111619999999988,44.95775,0.035950303,0.023839422,0.054213744,0.035950303,0.035950303
t_1211,26.028580000000005,44.96412,0.035299998,0.02340819,0.053233072,0.035299998,0.035299998
t_1212,26.157640000000015,44.98403,0.033024527,0.021899275,0.049801618,0.033024527,0.033024527
t_1213,26.074579999999997,44.99042,0.03487381,0.023125574,0.052590374,0.03487381,0.03487381
t_1214,26.12061,45.0167,0.031456936,0.020859772,0.04743766,0.031456936,0.031456936
t_1215,26.037530000000004,45.02306,0.029535357,0.019585531,0.044539884,0.029535357,0.029535357
t_1216,26.16667000000001,45.04296,0.036380112,0.024124436,0.054861903,0.036380112,0.036380112
t_1217,25.94552999999999,44.97045,0.032987583,0.021874778,0.049745906,0.032987583,0.032987583
t_1218,25.862470000000002,44.97675,0.031705018,0.021024281,0.047811776,0.031705018,0.031705018
t_1219,25.99152000000001,44.99677,0.03158011,0.020941451,0.04762341,0.03158011,0.03158011
t_122,26.28853000000001,44.19618,0.017137874,0.011364494,0.025844242,0.017137874,0.017137874
t_1220,25.908439999999985,45.00308,0.03331344,0.02209086,0.050237305,0.03331344,0.03331344
t_1221,25.954430000000002,45.0294,0.029104058,0.019299528,0.043889474,0.029104058,0.029104058
t_1222,25.871319999999997,45.0357,0.03146156,0.020862836,0.04744463,0.03146156,0.03146156
t_1223,26.00045,45.0557,0.03739534,0.024797656,0.05639289,0.03739534,0.03739534
t_1224,25.91731999999999,45.06201,0.03134209,0.020783614,0.047264468,0.03134209,0.03134209
t_1225,25.963339999999988,45.08831,0.03440745,0.022816323,0.051887095,0.03440745,0.03440745
t_1226,25.88019,45.09461,0.030639669,0.020317825,0.046205208,0.030639669,0.030639669
t_1227,25.53012000000001,45.0016,0.020423004,0.013542934,0.030798282,0.020423004,0.020423004
t_1228,25.659140000000008,45.02182,0.022440137,0.014880538,0.033840157,0.022440137,0.022440137
t_1229,25.57602,45.028,0.02278236,0.015107474,0.034356236,0.02278236,0.02278236
t_123,26.206109999999995,44.20265,0.01723017,0.011425696,0.025983425,0.01723017,0.01723017
t_1230,25.49288999999999,45.03414,0.019925795,0.013213225,0.030048482,0.019925795,0.019925795
t_1231,25.621929999999992,45.05439,0.023525655,0.015600369,0.03547714,0.023525655,0.023525655
t_1232,25.538790000000006,45.06055,0.023915157,0.015858656,0.036064517,0.023915157,0.023915157
t_1233,25.58471,45.08693,0.023155844,0.015355139,0.034919456,0.023155844,0.023155844
t_1234,25.501530000000002,45.09308,0.019562202,0.012972117,0.029500173,0.019562202,0.019562202
t_1235,25.630660000000006,45.11331,0.026102323,0.017309014,0.039362803,0.026102323,0.026102323
t_1236,25.54746,45.11947,0.021419493,0.014203728,0.03230101,0.021419493,0.021419493
t_1237,25.78819999999999,45.04196,0.030255074,0.020062791,0.045625232,0.030255074,0.030255074
t_1238,25.705070000000006,45.04819,0.025065307,0.016621346,0.037798963,0.025065307,0.025065307
t_1239,25.834180000000003,45.0683,0.031118236,0.020635173,0.046926897,0.031118236,0.031118236
t_124,26.33426,44.22257,0.017327728,0.011490389,0.026130544,0.017327728,0.017327728
t_1240,25.751030000000014,45.07454,0.025117531,0.016655976,0.03787772,0.025117531,0.025117531
t_1241,25.667879999999997,45.08076,0.023571426,0.01563072,0.03554616,0.023571426,0.023571426
t_1242,25.797020000000003,45.10088,0.028981738,0.019218415,0.043705016,0.028981738,0.028981738
t_1243,25.713840000000005,45.10711,0.025109267,0.016650496,0.037865255,0.025109267,0.025109267
t_1244,25.84303,45.1272,0.029701365,0.019695615,0.044790227,0.029701365,0.029701365
t_1245,25.759829999999994,45.13345,0.028624313,0.018981399,0.04316601,0.028624313,0.028624313
t_1246,25.67662999999999,45.13966,0.025827557,0.01712681,0.03894845,0.025827557,0.025827557
t_1247,26.009389999999996,45.1146,0.034042712,0.022574456,0.05133706,0.034042712,0.034042712
t_1248,25.926209999999998,45.12092,0.031014787,0.020566573,0.046770893,0.031014787,0.031014787
