# 20170403_M6.5_Moijabana median gmf, Stations:All, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AtkinsonBoore2006Modified2011,PezeshkEtAl2011NEHRPBC
t_1006,24.97614,-25.46666,0.012320045,0.0069836057
t_10060,26.45836,-21.51315,0.021619963,0.015679235
t_10061,26.77277,-21.5967,0.021271776,0.013626737
t_10062,26.72785,-21.5967,0.022186337,0.014015612
t_10063,26.81768,-21.5967,0.017504726,0.013250198
t_10064,26.81768,-21.55493,0.015792204,0.012960861
t_10065,26.77277,-21.55493,0.018766051,0.013319324
t_10066,26.72785,-21.55493,0.022669377,0.0136888875
t_10067,26.77277,-21.51315,0.017044188,0.013016262
t_10068,26.72785,-21.51315,0.020911744,0.013367355
t_10069,26.81768,-21.51315,0.016645238,0.012675134
t_1007,24.97614,-25.30434,0.010753671,0.0077200998
t_10070,26.81768,-21.47136,0.020672798,0.012393428
t_10071,26.63802,-21.55493,0.024152026,0.014461331
t_10072,26.5931,-21.51315,0.019072086,0.014479964
t_10073,26.63802,-21.51315,0.018324014,0.014099212
t_10074,26.68294,-21.51315,0.018065875,0.013728291
t_10075,26.63802,-21.47136,0.022834668,0.013744685
t_10076,26.5931,-21.47136,0.024436915,0.014104377
t_10077,26.68294,-21.47136,0.017846059,0.013393631
t_10078,26.63802,-21.42955,0.022080725,0.013397949
t_10079,26.5931,-21.42955,0.021499155,0.013737723
t_1008,24.97614,-25.14181,0.013334122,0.008578364
t_10080,26.68294,-21.42955,0.021670645,0.013065739
t_10081,26.41344,-21.51315,0.023315886,0.016097128
t_10082,26.54819,-21.51315,0.024047593,0.014870318
t_10083,26.50327,-21.51315,0.02515813,0.015270232
t_10084,26.45836,-21.47136,0.024653353,0.015232886
t_10085,26.50327,-21.47136,0.022955837,0.014848772
t_10086,26.54819,-21.47136,0.022439947,0.014472437
t_10087,26.41344,-21.47136,0.025579333,0.015624542
t_10088,26.45836,-21.42955,0.024561405,0.014799718
t_10089,26.50327,-21.42955,0.021876447,0.01443893
t_1009,24.97614,-24.97906,0.014812427,0.009584052
t_10090,26.41344,-21.42955,0.02099486,0.015166861
t_10091,26.77277,-21.47136,0.016413612,0.0127179595
t_10092,26.72785,-21.47136,0.017017312,0.013051417
t_10093,26.77277,-21.42955,0.020570995,0.0124246925
t_10094,26.72785,-21.42955,0.021267196,0.012741331
t_10095,26.81768,-21.42955,0.015987933,0.012116029
t_10096,26.77277,-21.38774,0.020817792,0.012136882
t_10097,26.81768,-21.38774,0.020753466,0.011843362
t_10098,26.72785,-21.38774,0.01954407,0.012437511
t_10099,26.81768,-21.34591,0.019953394,0.0115755405
t_101,23.35917,-24.57124,0.014588556,0.008125629
t_1010,24.97614,-24.81609,0.012856692,0.0107684815
t_10100,26.77277,-21.34591,0.019110177,0.011854621
t_10101,26.54819,-21.42955,0.023421038,0.014084762
t_10102,26.45836,-21.38774,0.019448457,0.014379897
t_10103,26.41344,-21.38774,0.021688245,0.0147241615
t_10104,26.54819,-21.38774,0.017546214,0.01370759
t_10105,26.50327,-21.38774,0.01996688,0.014040947
t_10106,26.54819,-21.34591,0.019435847,0.013340787
t_10107,26.50327,-21.34591,0.022619387,0.013654606
t_10108,26.41344,-21.34591,0.018143326,0.014296023
t_10109,26.45836,-21.34591,0.018688567,0.013973116
t_1011,25.06597,-24.73453,0.017076785,0.011541159
t_10110,26.54819,-21.30407,0.020873534,0.012984426
t_10111,26.5931,-21.38774,0.01845653,0.013380347
t_10112,26.63802,-21.38774,0.018607475,0.0130593795
t_10113,26.68294,-21.38774,0.017469551,0.0127450125
t_10114,26.68294,-21.34591,0.019871224,0.01243148
t_10115,26.5931,-21.34591,0.017063104,0.013032176
t_10116,26.63802,-21.34591,0.019818839,0.01272896
t_10117,26.63802,-21.30407,0.019305985,0.0124068605
t_10118,26.68294,-21.30407,0.019704737,0.012125344
t_10119,26.5931,-21.30407,0.018421117,0.012693337
t_1012,25.02105,-24.73453,0.015011052,0.011498823
t_10120,26.68294,-21.26222,0.019683363,0.011826681
t_10121,27.40159,-21.88874,0.013314999,0.010243096
t_10122,27.35667,-21.88874,0.01410385,0.010547419
t_10123,27.31176,-21.88874,0.014968414,0.010862445
t_10124,27.31176,-21.84706,0.013928261,0.010722868
t_10125,27.40159,-21.84706,0.013017667,0.010121377
t_10126,27.26684,-21.84706,0.015246509,0.011040262
t_10127,27.35667,-21.84706,0.015669614,0.010416922
t_10128,27.40159,-21.80536,0.012607722,0.009996974
t_10129,27.35667,-21.80536,0.013493132,0.010283657
t_1013,24.97614,-24.73453,0.0193165,0.011444579
t_10130,27.31176,-21.80536,0.014089943,0.010580437
t_10131,28.5694,-21.84706,0.0057212836,0.0053722933
t_10132,28.74906,-21.84706,0.007212284,0.004939232
t_10133,28.74906,-21.6802,0.006033927,0.0048171273
t_10134,27.67108,-21.84706,0.01002374,0.008520141
t_10135,28.03041,-21.84706,0.008844207,0.0069916616
t_10136,27.49142,-21.84706,0.01227288,0.009558008
t_10137,28.21007,-21.84706,0.0075530503,0.006401727
t_10138,27.85075,-21.84706,0.010476287,0.007644694
t_10139,28.38974,-21.84706,0.006675593,0.005858914
t_1014,25.06597,-24.69373,0.017844066,0.011916124
t_10140,27.85075,-21.6802,0.009795301,0.007444182
t_10141,28.38974,-21.6802,0.006917135,0.0056893816
t_10142,28.21007,-21.6802,0.008408743,0.006205932
t_10143,27.49142,-21.6802,0.011465907,0.009113883
t_10144,27.26684,-21.80536,0.014427608,0.010888207
t_10145,27.26684,-21.76365,0.01320206,0.010733688
t_10146,27.40159,-21.76365,0.013625372,0.009870051
t_10147,27.31176,-21.76365,0.013481688,0.010435534
t_10148,27.35667,-21.76365,0.01269404,0.010147909
t_10149,27.26684,-21.72193,0.0133001385,0.010577109
t_1015,25.02105,-24.69373,0.015137279,0.011869587
t_10150,27.35667,-21.72193,0.012659136,0.010009945
t_10151,27.31176,-21.72193,0.018122392,0.010288498
t_10152,27.40159,-21.72193,0.014093804,0.009740797
t_10153,27.40159,-21.6802,0.013408804,0.009609454
t_10154,28.03041,-21.6802,0.008065721,0.006784739
t_10155,27.67108,-21.6802,0.009601394,0.008217271
t_10156,27.67108,-21.51315,0.010470569,0.007840707
t_10157,27.49142,-21.51315,0.011591035,0.008633489
t_10158,27.85075,-21.51315,0.009020355,0.007143372
t_10159,28.03041,-21.51315,0.008845219,0.006529865
t_1016,24.97614,-24.69373,0.017324457,0.011809507
t_10160,27.40159,-21.47136,0.012318726,0.008931825
t_10161,27.40159,-21.42955,0.011338283,0.008794247
t_10162,28.5694,-21.6802,0.0067543504,0.0052284375
t_10163,27.40159,-21.38774,0.012428624,0.00865668
t_10164,27.49142,-21.34591,0.010626234,0.008137541
t_10165,27.85075,-21.34591,0.008643604,0.00680957
t_10166,27.67108,-21.34591,0.009150747,0.0074358187
t_10167,27.40159,-21.34591,0.015230169,0.008519296
t_10168,27.40159,-21.30407,0.012176698,0.008382341
t_10169,27.40159,-21.26222,0.0110682035,0.00824601
t_1017,24.97614,-24.65291,0.017380774,0.012195744
t_10170,27.40159,-21.22035,0.0109158205,0.008110444
t_10171,27.49142,-21.17848,0.010884493,0.0076427995
t_10172,27.40159,-21.17848,0.010736225,0.007975865
t_10173,27.67108,-21.17848,0.009859083,0.0070243455
t_10174,27.85075,-21.17848,0.008544902,0.0064653484
t_10175,27.40159,-21.13659,0.010015583,0.007842349
t_10176,27.40159,-21.09469,0.011766906,0.0077100517
t_10177,27.17701,-21.63846,0.014149315,0.010827705
t_10178,27.13209,-21.63846,0.015691683,0.011127079
t_10179,27.22193,-21.5967,0.013504117,0.010368364
t_1018,24.88631,-24.73453,0.015924497,0.011297136
t_10180,27.17701,-21.5967,0.015778312,0.010647241
t_10181,27.13209,-21.5967,0.014389074,0.010935672
t_10182,27.13209,-21.55493,0.01865702,0.010744326
t_10183,27.17701,-21.55493,0.014345748,0.010466594
t_10184,27.22193,-21.55493,0.014254648,0.010197767
t_10185,27.22193,-21.51315,0.01441388,0.010027109
t_10186,27.17701,-21.51315,0.015635973,0.01028612
t_10187,26.90751,-21.63846,0.016848013,0.012791421
t_10188,26.95243,-21.63846,0.019472463,0.012434843
t_10189,26.8626,-21.5967,0.016627118,0.012885616
t_1019,24.93122,-24.73453,0.01814526,0.011377589
t_10190,26.90751,-21.5967,0.01672587,0.012532905
t_10191,26.95243,-21.5967,0.016033059,0.012191632
t_10192,26.95243,-21.55493,0.014475613,0.011949867
t_10193,26.90751,-21.55493,0.015079469,0.012276321
t_10194,26.8626,-21.55493,0.016752666,0.012613201
t_10195,26.8626,-21.51315,0.018305872,0.012343744
t_10196,26.95243,-21.51315,0.015962971,0.011709991
t_10197,26.99735,-21.5967,0.019803887,0.0118615795
t_10198,27.04226,-21.5967,0.014914233,0.011542504
t_10199,27.04226,-21.55493,0.016283851,0.011327593
t_102,23.40409,-24.57124,0.014487686,0.008262641
t_1020,24.84139,-24.73453,0.018261846,0.011203026
t_10200,26.99735,-21.55493,0.015779292,0.011633686
t_10201,27.08718,-21.55493,0.013858203,0.011031188
t_10202,27.04226,-21.51315,0.017204644,0.011113749
t_10203,27.08718,-21.51315,0.014857983,0.010829172
t_10204,26.99735,-21.51315,0.015207472,0.011407241
t_10205,26.99735,-21.47136,0.014627218,0.011182629
t_10206,27.08718,-21.47136,0.014486836,0.010628242
t_10207,27.31176,-21.5967,0.013539313,0.009837944
t_10208,27.26684,-21.55493,0.012436227,0.00993761
t_10209,27.31176,-21.55493,0.01504156,0.009685713
t_1021,24.93122,-24.69373,0.016234122,0.011734453
t_10210,27.40159,-21.55493,0.012781406,0.009205795
t_10211,27.35667,-21.55493,0.013062795,0.009441904
t_10212,27.40159,-21.51315,0.012720054,0.009069091
t_10213,27.31176,-21.51315,0.012725155,0.009533006
t_10214,27.26684,-21.51315,0.0128707485,0.00977619
t_10215,27.35667,-21.51315,0.012758341,0.009297421
t_10216,27.26684,-21.47136,0.012297434,0.0096148
t_10217,26.90751,-21.51315,0.015060029,0.012022126
t_10218,26.90751,-21.47136,0.01555832,0.011770721
t_10219,26.8626,-21.47136,0.01565307,0.012077656
t_1022,24.88631,-24.69373,0.01525886,0.011642741
t_10220,26.95243,-21.47136,0.01474218,0.011472396
t_10221,26.90751,-21.42955,0.014987657,0.011522397
t_10222,26.8626,-21.42955,0.013690027,0.011815224
t_10223,26.95243,-21.42955,0.014543369,0.011237371
t_10224,26.8626,-21.38774,0.015577886,0.011556877
t_10225,26.95243,-21.38774,0.013052785,0.011005331
t_10226,26.90751,-21.38774,0.014701631,0.011277578
t_10227,27.13209,-21.51315,0.01479046,0.010553415
t_10228,27.13209,-21.47136,0.013800332,0.01036328
t_10229,27.17701,-21.47136,0.013543791,0.010106146
t_1023,24.84139,-24.69373,0.015067024,0.01153261
t_10230,27.22193,-21.47136,0.012871202,0.009856703
t_10231,27.13209,-21.42955,0.01321426,0.010174187
t_10232,27.17701,-21.42955,0.013222125,0.009926931
t_10233,27.22193,-21.42955,0.014717038,0.009686803
t_10234,27.22193,-21.38774,0.01641733,0.009517758
t_10235,27.13209,-21.38774,0.012330374,0.009986507
t_10236,27.17701,-21.38774,0.012777001,0.009748836
t_10237,27.31176,-21.47136,0.012243361,0.009380123
t_10238,27.35667,-21.47136,0.01476911,0.009152566
t_10239,27.31176,-21.42955,0.012964929,0.009227304
t_1024,24.84139,-24.65291,0.016466798,0.0118865175
t_10240,27.35667,-21.42955,0.012399277,0.0090075815
t_10241,27.26684,-21.42955,0.01195716,0.009453686
t_10242,27.26684,-21.38774,0.012552933,0.009293187
t_10243,27.35667,-21.38774,0.012391042,0.008862794
t_10244,27.31176,-21.38774,0.0123168845,0.009074883
t_10245,27.26684,-21.34591,0.011383322,0.0091334665
t_10246,27.31176,-21.34591,0.011519625,0.008923023
t_10247,27.04226,-21.47136,0.013842741,0.01090134
t_10248,27.08718,-21.42955,0.013316685,0.010428671
t_10249,26.99735,-21.42955,0.013590711,0.010960134
t_1025,24.88631,-24.65291,0.01663484,0.012011456
t_10250,27.04226,-21.42955,0.012794774,0.010690647
t_10251,27.04226,-21.38774,0.011019492,0.010482064
t_10252,27.08718,-21.38774,0.013199918,0.010230842
t_10253,26.99735,-21.38774,0.012769282,0.010740162
t_10254,26.99735,-21.34591,0.017721461,0.01052287
t_10255,27.08718,-21.34591,0.012816269,0.010034919
t_10256,27.04226,-21.34591,0.013607293,0.010275754
t_10257,26.90751,-21.34591,0.0146456715,0.011036404
t_10258,26.8626,-21.34591,0.019386582,0.011302743
t_10259,26.95243,-21.34591,0.013750086,0.0107764285
t_1026,24.93122,-24.65291,0.017400863,0.012113353
t_10260,26.90751,-21.30407,0.018404568,0.0107991565
t_10261,26.95243,-21.30407,0.014641124,0.010550944
t_10262,26.8626,-21.30407,0.01617431,0.0110530965
t_10263,26.90751,-21.26222,0.015723886,0.010566014
t_10264,26.95243,-21.26222,0.014239827,0.010329068
t_10265,26.8626,-21.26222,0.015900131,0.010808106
t_10266,26.8626,-21.22035,0.014354188,0.01056785
t_10267,27.35667,-21.34591,0.012474494,0.008718371
t_10268,27.26684,-21.30407,0.01466089,0.00897478
t_10269,27.35667,-21.30407,0.010806472,0.00857456
t_1027,24.88631,-24.61208,0.016526433,0.012408628
t_10270,27.31176,-21.30407,0.014607112,0.008771976
t_10271,27.31176,-21.26222,0.0114994785,0.0086219385
t_10272,27.35667,-21.26222,0.010992386,0.008431556
t_10273,27.26684,-21.26222,0.012231502,0.008817325
t_10274,27.26684,-21.22035,0.01156239,0.00866124
t_10275,27.35667,-21.22035,0.010797363,0.008289499
t_10276,27.31176,-21.22035,0.011347172,0.008473049
t_10277,26.72785,-21.34591,0.018747034,0.01214002
t_10278,26.81768,-21.30407,0.018914558,0.011312828
t_10279,26.72785,-21.30407,0.019036528,0.011849086
t_1028,24.79647,-24.69373,0.016147744,0.011403537
t_10280,26.77277,-21.30407,0.019243257,0.011578157
t_10281,26.81768,-21.26222,0.017069338,0.011055379
t_10282,26.72785,-21.26222,0.015653048,0.01156482
t_10283,26.77277,-21.26222,0.017306209,0.011307625
t_10284,26.72785,-21.22035,0.018287972,0.011287224
t_10285,26.77277,-21.22035,0.018508887,0.011043058
t_10286,26.81768,-21.22035,0.018146845,0.010803252
t_10287,26.41344,-21.30407,0.014940786,0.013882292
t_10288,26.50327,-21.30407,0.01817388,0.013279921
t_10289,26.45836,-21.30407,0.018431162,0.01357931
t_1029,24.79647,-24.65291,0.016987717,0.011734363
t_10290,26.54819,-21.26222,0.018696334,0.012638441
t_10291,26.50327,-21.26222,0.01994598,0.012916758
t_10292,26.45836,-21.26222,0.01727976,0.013198266
t_10293,26.41344,-21.26222,0.020384138,0.013482663
t_10294,26.45836,-21.22035,0.017935984,0.0128296465
t_10295,26.41344,-21.22035,0.017025486,0.013097048
t_10296,26.50327,-21.22035,0.019856807,0.012564858
t_10297,26.63802,-21.26222,0.017063946,0.012093118
t_10298,26.5931,-21.26222,0.021165617,0.012363823
t_10299,26.5931,-21.22035,0.019517554,0.012043504
t_103,23.449,-24.57124,0.013264969,0.008400717
t_1030,24.75156,-24.65291,0.017412532,0.011551887
t_10300,26.68294,-21.22035,0.019248402,0.011535459
t_10301,26.63802,-21.22035,0.0201312,0.011787657
t_10302,26.5931,-21.17848,0.020271381,0.011732445
t_10303,26.68294,-21.17848,0.019097116,0.0112518165
t_10304,26.63802,-21.17848,0.017614355,0.011490581
t_10305,26.68294,-21.13659,0.01587826,0.0109755825
t_10306,26.5931,-21.13659,0.01636941,0.011430378
t_10307,26.54819,-21.22035,0.019289728,0.0123026455
t_10308,26.54819,-21.17848,0.016478492,0.011977055
t_10309,26.50327,-21.17848,0.01867882,0.012224183
t_1031,24.70664,-24.65291,0.01739272,0.0113504445
t_10310,26.45836,-21.17848,0.01808018,0.012473349
t_10311,26.41344,-21.17848,0.015718477,0.0127277225
t_10312,26.54819,-21.13659,0.015881892,0.011661341
t_10313,26.41344,-21.13659,0.016314147,0.012374132
t_10314,26.45836,-21.13659,0.01587867,0.012130519
t_10315,26.50327,-21.13659,0.017434996,0.011894338
t_10316,26.41344,-21.09469,0.016110195,0.012035444
t_10317,26.72785,-21.17848,0.016479943,0.011016464
t_10318,26.77277,-21.17848,0.014680328,0.010784644
t_10319,26.81768,-21.17848,0.015059171,0.010556652
t_1032,24.66173,-24.65291,0.017354375,0.0112354895
t_10320,26.81768,-21.13659,0.014970005,0.010315515
t_10321,26.77277,-21.13659,0.01433054,0.010532289
t_10322,26.72785,-21.13659,0.015682073,0.010752411
t_10323,26.72785,-21.09469,0.0151141295,0.010495105
t_10324,26.81768,-21.09469,0.015965989,0.010079927
t_10325,26.77277,-21.09469,0.015995463,0.010286059
t_10326,26.72785,-21.05278,0.012313018,0.010244495
t_10327,26.63802,-21.13659,0.017105289,0.011201676
t_10328,26.5931,-21.09469,0.018322974,0.011137236
t_10329,26.63802,-21.09469,0.015345181,0.010920915
t_1033,24.75156,-24.61208,0.01846202,0.011906687
t_10330,26.68294,-21.09469,0.01626685,0.010706768
t_10331,26.5931,-21.05278,0.016208753,0.010852851
t_10332,26.68294,-21.05278,0.012662948,0.01044529
t_10333,26.63802,-21.05278,0.014106944,0.010648176
t_10334,26.63802,-21.01085,0.013993355,0.010383258
t_10335,26.68294,-21.01085,0.012371179,0.010190986
t_10336,26.5931,-21.01085,0.013074432,0.010576976
t_10337,26.50327,-21.09469,0.015666297,0.011575695
t_10338,26.45836,-21.09469,0.016053407,0.011801977
t_10339,26.54819,-21.09469,0.01715035,0.011355389
t_1034,24.79647,-24.61208,0.016056342,0.012109575
t_10340,26.50327,-21.05278,0.015023876,0.01126979
t_10341,26.45836,-21.05278,0.015736066,0.011486911
t_10342,26.41344,-21.05278,0.014998759,0.011710808
t_10343,26.54819,-21.05278,0.017711071,0.011059046
t_10344,26.41344,-21.01085,0.014695227,0.0113993585
t_10345,26.54819,-21.01085,0.013322932,0.0107735945
t_10346,26.50327,-21.01085,0.012995399,0.010976035
t_10347,26.77277,-21.05278,0.012160479,0.010045933
t_10348,26.81768,-21.05278,0.012802581,0.009849893
t_10349,26.72785,-21.01085,0.011864754,0.010000457
t_1035,24.66173,-24.61208,0.0167729,0.01151691
t_10350,26.81768,-21.01085,0.011849245,0.009625344
t_10351,26.77277,-21.01085,0.016286897,0.009811815
t_10352,26.81768,-20.96892,0.0118513,0.009406353
t_10353,26.72785,-20.96892,0.013326031,0.009763019
t_10354,26.77277,-20.96892,0.016583292,0.009583757
t_10355,26.81768,-20.92697,0.012431775,0.009192767
t_10356,26.77277,-20.92697,0.012588966,0.00936158
t_10357,26.90751,-21.09469,0.01206461,0.009676888
t_10358,26.90751,-21.05278,0.016580358,0.009465892
t_10359,26.8626,-21.05278,0.012528507,0.009656467
t_1036,24.70664,-24.61208,0.017263422,0.011658536
t_10360,26.8626,-21.01085,0.012427795,0.009441141
t_10361,26.90751,-21.01085,0.011696361,0.009259445
t_10362,26.8626,-20.96892,0.012665433,0.009230905
t_10363,26.90751,-20.96892,0.012449102,0.00905765
t_10364,26.8626,-20.92697,0.012914375,0.00902563
t_10365,26.90751,-20.92697,0.012356094,0.008860403
t_10366,26.8626,-20.88501,0.011947053,0.0088253245
t_10367,26.45836,-21.01085,0.014428266,0.0111845
t_10368,26.45836,-20.96892,0.013642111,0.010894188
t_10369,26.50327,-20.96892,0.013263912,0.010693907
t_1037,24.70664,-24.57124,0.019175146,0.012161128
t_10370,26.54819,-20.96892,0.0132573685,0.010499321
t_10371,26.41344,-20.96892,0.014550337,0.011100508
t_10372,26.41344,-20.92697,0.014654429,0.01081343
t_10373,26.45836,-20.92697,0.016841184,0.010615185
t_10374,26.54819,-20.92697,0.013017394,0.010235504
t_10375,26.50327,-20.92697,0.014756002,0.01042265
t_10376,26.45836,-20.88501,0.017838785,0.010346955
t_10377,27.17701,-21.34591,0.013542497,0.009572023
t_10378,27.22193,-21.34591,0.01282972,0.00934973
t_10379,27.13209,-21.34591,0.013445472,0.009800404
t_1038,25.02105,-24.65291,0.016570771,0.012261221
t_10380,27.17701,-21.30407,0.012192015,0.009396758
t_10381,27.13209,-21.30407,0.0143951485,0.0096161505
t_10382,27.22193,-21.30407,0.011910744,0.00918298
t_10383,27.17701,-21.26222,0.011241892,0.009223242
t_10384,27.22193,-21.26222,0.01197987,0.009017707
t_10385,27.13209,-21.26222,0.0131554,0.009433946
t_10386,27.13209,-21.22035,0.0121881645,0.009253924
t_10387,27.08718,-21.30407,0.013610718,0.009841177
t_10388,27.04226,-21.30407,0.01661849,0.010071994
t_10389,26.99735,-21.30407,0.016795503,0.01030854
t_1039,25.06597,-24.65291,0.018021788,0.012311715
t_10390,26.99735,-21.26222,0.016656548,0.010097368
t_10391,27.08718,-21.26222,0.0128057245,0.009649817
t_10392,27.04226,-21.26222,0.013139105,0.009870984
t_10393,26.99735,-21.22035,0.01623318,0.0098894695
t_10394,27.04226,-21.22035,0.012501877,0.0096728485
t_10395,27.08718,-21.22035,0.012760409,0.009460967
t_10396,26.99735,-21.17848,0.016560284,0.009685083
t_10397,26.95243,-21.22035,0.016561605,0.010110907
t_10398,26.90751,-21.22035,0.016442575,0.010337072
t_10399,26.90751,-21.17848,0.017096946,0.01011256
t_104,23.13459,-24.65291,0.012742485,0.007185499
t_1040,25.06597,-24.61208,0.017152324,0.012729654
t_10400,26.95243,-21.17848,0.014333337,0.009896696
t_10401,26.8626,-21.17848,0.016831158,0.010332548
t_10402,26.8626,-21.13659,0.013725258,0.010102159
t_10403,26.90751,-21.13659,0.013430591,0.009892458
t_10404,26.95243,-21.13659,0.014314189,0.009686435
t_10405,26.95243,-21.09469,0.0133870235,0.009480255
t_10406,26.8626,-21.09469,0.011743685,0.00987679
t_10407,27.22193,-21.22035,0.0122611625,0.008854049
t_10408,27.17701,-21.22035,0.014877176,0.009051612
t_10409,27.13209,-21.17848,0.012035887,0.009076324
t_1041,24.97614,-24.61208,0.020936845,0.012605731
t_10410,27.22193,-21.17848,0.011892855,0.008692242
t_10411,27.17701,-21.17848,0.0121623315,0.0088821035
t_10412,27.13209,-21.13659,0.0116206575,0.008901195
t_10413,27.22193,-21.13659,0.011646154,0.008532344
t_10414,27.17701,-21.13659,0.011384766,0.008714772
t_10415,27.13209,-21.09469,0.011485477,0.008728691
t_10416,27.17701,-21.09469,0.011120763,0.008549777
t_10417,27.26684,-21.17848,0.013684345,0.008506758
t_10418,27.31176,-21.17848,0.010508662,0.008325537
t_10419,27.35667,-21.17848,0.009591845,0.008148616
t_1042,25.02105,-24.61208,0.01453794,0.012675696
t_10420,27.31176,-21.13659,0.010481029,0.008179472
t_10421,27.35667,-21.13659,0.009956347,0.008008977
t_10422,27.26684,-21.13659,0.01084877,0.008353944
t_10423,27.35667,-21.09469,0.013805923,0.007870742
t_10424,27.26684,-21.09469,0.011975172,0.008202957
t_10425,27.31176,-21.09469,0.01182026,0.008035012
t_10426,27.26684,-21.05278,0.010094325,0.0080539035
t_10427,27.04226,-21.17848,0.012919379,0.009477827
t_10428,27.08718,-21.17848,0.012720002,0.00927487
t_10429,26.99735,-21.13659,0.0150590055,0.009484226
t_1043,25.06597,-24.57124,0.017175207,0.013171716
t_10430,27.04226,-21.13659,0.011848814,0.009285948
t_10431,27.08718,-21.13659,0.012100467,0.009091564
t_10432,26.99735,-21.09469,0.011962314,0.009287038
t_10433,27.04226,-21.09469,0.012363698,0.009097361
t_10434,27.08718,-21.09469,0.01198969,0.008911203
t_10435,26.95243,-21.05278,0.014066666,0.0092782155
t_10436,26.99735,-21.05278,0.012669632,0.00909359
t_10437,27.22193,-21.09469,0.010697372,0.008374518
