# 20091219_M6.0_Karonga median gmf, Stations:None, gmlt:GEM, Rupture:HolmgrenEtAl2023
custom_site_id,lon,lat,AkkarEtAlRjb2014,AtkinsonBoore2006Modified2011,ChiouYoungs2014,PezeshkEtAl2011NEHRPBC
t_25,33.18918,-11.60775,0.004314419,0.017297527,0.0042290282,0.011128637
t_26,33.36884,-11.60775,0.0049277036,0.02050539,0.0050613447,0.011854866
t_27,33.72817,-11.9595,0.0029817587,0.011771738,0.002510558,0.008878223
t_28,33.90783,-11.78368,0.0035859873,0.014244598,0.0033142164,0.010499422
t_29,33.72817,-11.78368,0.004034237,0.016138164,0.0038410493,0.010514396
t_3,33.36884,-12.74926,0.0021345087,0.008148768,0.0011532502,0.0046850364
t_30,33.72817,-11.60775,0.0039511435,0.01566512,0.0038694378,0.012670302
t_31,33.90783,-11.60775,0.004315772,0.017191673,0.004317259,0.012647838
t_32,33.72817,-11.43171,0.005695631,0.022793641,0.0062005133,0.015605949
t_33,33.90783,-11.43171,0.0064437916,0.027792893,0.0072719404,0.015570463
t_34,33.90783,-11.25555,0.007015343,0.023424719,0.007989703,0.016453588
t_35,33.72817,-11.25555,0.0067481603,0.022400206,0.007606911,0.016464256
t_36,33.90783,-11.07929,0.008475996,0.02259426,0.009775381,0.017420882
t_37,33.18918,-11.43171,0.004581409,0.01826793,0.0046765106,0.0132599855
t_38,33.54851,-11.43171,0.0056239306,0.022538781,0.0060992856,0.01516969
t_39,33.36884,-11.43171,0.005785738,0.023895716,0.006317303,0.014343092
t_4,33.54851,-12.3108,0.0026710785,0.010467216,0.0019091177,0.006519208
t_40,33.36884,-11.25555,0.0069094794,0.025611771,0.007906323,0.016076243
t_41,33.54851,-11.25555,0.0065634632,0.022453796,0.0073675443,0.016332226
t_42,33.36884,-11.07929,0.008860874,0.028763304,0.010633216,0.016899714
t_43,33.54851,-11.07929,0.009631658,0.028677389,0.011640296,0.017250173
t_44,33.36884,-10.90292,0.011593446,0.032142058,0.01438319,0.017829109
t_45,33.54851,-10.90292,0.00951571,0.0203422,0.010737058,0.018334677
t_46,33.36884,-10.72645,0.013791308,0.026660072,0.016528735,0.01887258
t_47,33.54851,-10.72645,0.012214735,0.020154402,0.013368421,0.020595094
t_48,33.63834,-10.54988,0.025836984,0.047843125,0.028760718,0.040782034
t_49,33.54851,-10.54988,0.018988844,0.033720765,0.020420691,0.034388773
t_5,33.36884,-12.3108,0.0029982037,0.012650382,0.0021853196,0.00638044
t_50,33.63834,-10.46155,0.033841223,0.06563144,0.036822814,0.058755916
t_51,33.54851,-10.46155,0.023024708,0.042441525,0.024164923,0.045934856
t_52,33.54851,-10.3732,0.036567964,0.071906686,0.04017139,0.061706096
t_53,33.45867,-10.3732,0.031605963,0.06681257,0.03754452,0.04353311
t_54,33.63834,-10.3732,0.043656208,0.08852895,0.04576566,0.089065485
t_55,33.45867,-10.28483,0.030662203,0.058498673,0.033648025,0.051326938
t_56,33.54851,-10.28483,0.040396757,0.08082473,0.04263907,0.07980278
t_57,33.63834,-10.28483,0.06687417,0.14338404,0.07080005,0.13666162
t_58,33.99766,-10.28483,0.07236493,0.14205986,0.07441841,0.13910724
t_59,33.818,-10.19643,0.23418187,1.1522479,0.2485227,0.95667034
t_6,33.36884,-12.13521,0.0030748767,0.012170486,0.0024159406,0.007323465
t_60,33.99766,-10.19643,0.09966985,0.19739036,0.09935395,0.19758414
t_61,33.72817,-10.19643,0.15795414,0.4746357,0.15340354,0.47991443
t_62,33.90783,-10.19643,0.21588396,0.45355698,0.20487879,0.42402047
t_63,33.99766,-10.108,0.105444744,0.21582611,0.11366443,0.1909319
t_64,33.72817,-10.108,0.19052447,0.61560476,0.1847009,0.63220096
t_65,33.90783,-10.108,0.21468227,0.4306452,0.19772166,0.4111966
t_66,33.818,-10.108,0.30390298,1.1789109,0.36589018,0.9504233
t_67,33.63834,-10.108,0.08864734,0.20848353,0.08942164,0.21956241
t_68,33.63834,-10.19643,0.081240796,0.18179226,0.08427899,0.18133938
t_69,33.45867,-10.19643,0.030619394,0.058592774,0.032716725,0.056909736
t_7,32.91968,-13.62388,0.0014073566,0.0049696947,0.0003831017,0.0026986622
t_70,33.54851,-10.19643,0.054587234,0.11676566,0.061584115,0.09311072
t_71,33.45867,-10.108,0.029552586,0.0568967,0.030566424,0.062762246
t_72,33.36884,-10.108,0.02808861,0.05298134,0.0319448,0.041500278
t_73,33.54851,-10.108,0.055098407,0.11481291,0.058903404,0.10647293
t_74,33.45867,-10.01955,0.0364845,0.071632445,0.039769784,0.063209094
t_75,33.36884,-10.01955,0.020950697,0.038065113,0.022004295,0.04168115
t_76,33.54851,-10.01955,0.04590343,0.09587206,0.046520855,0.107887104
t_77,33.63834,-10.01955,0.074941054,0.18531793,0.072130896,0.22409518
t_78,33.72817,-10.01955,0.19429587,0.5914785,0.19253838,0.59782946
t_79,33.90783,-10.01955,0.18011098,0.35862148,0.17282064,0.34187514
t_8,32.91968,-13.18696,0.0016930288,0.0062517594,0.0006353586,0.0033928163
t_80,33.818,-10.01955,0.27386326,0.7163999,0.2877238,0.70102626
t_81,33.99766,-10.01955,0.07596262,0.1510837,0.07506317,0.16219276
t_82,33.90783,-9.93108,0.10931783,0.21545634,0.127427,0.20213358
t_83,33.72817,-9.93108,0.1040289,0.24522337,0.10826172,0.23853223
t_84,33.63834,-9.93108,0.07322016,0.15913431,0.07809785,0.14841242
t_85,33.99766,-9.93108,0.059590984,0.116888806,0.060132362,0.124506585
t_86,33.818,-9.93108,0.11696278,0.25432655,0.11489362,0.26006806
t_87,33.45867,-9.93108,0.03381532,0.065612294,0.037221067,0.05627742
t_88,33.36884,-9.93108,0.018123265,0.032899644,0.01873482,0.038690608
t_89,33.54851,-9.93108,0.05005102,0.10362228,0.05496298,0.08809857
t_9,33.818,-14.05999,0.0011172282,0.0037936603,0.00022854276,0.0022902684
t_90,33.36884,-9.84258,0.025118193,0.047242776,0.02946314,0.033770677
t_91,33.45867,-9.84258,0.030894917,0.059437558,0.035143893,0.04608963
t_92,33.54851,-9.84258,0.040609494,0.082282335,0.0458154,0.064577304
t_93,33.36884,-9.75406,0.021525366,0.03864846,0.02523548,0.028402213
t_94,33.45867,-9.75406,0.018714279,0.03336165,0.019771807,0.03638712
t_95,33.54851,-9.75406,0.027311757,0.051120862,0.029797118,0.04654369
t_96,33.63834,-9.75406,0.027194697,0.051688276,0.028115395,0.057693206
t_97,33.63834,-9.84258,0.044807963,0.09101995,0.04716183,0.089944065
t_98,33.818,-9.84258,0.05851698,0.116123356,0.059762977,0.1205385
t_99,33.90783,-9.84258,0.06724516,0.14838989,0.07989452,0.10948701
