calc_id,description,cal_time,gmpe,imt,nominal_bias,max_gmv,Rupture,GMLT,Recording_Stations,abs_bias
383,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:GEM, Recording Stations:all)",38,ZhaoEtAl2006SInter,PGA,0.092,1.3144062,IPGP,GEM,all,0.092
382,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:GEM, Recording Stations:seismic)",18,AbrahamsonEtAl2015SInterHigh,PGA,-0.405,1.246383,IPGP,GEM,seismic,0.405
382,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:GEM, Recording Stations:seismic)",18,MontalvaEtAl2017SInter,PGA,-0.524,1.2592987,IPGP,GEM,seismic,0.524
382,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:GEM, Recording Stations:seismic)",18,ZhaoEtAl2006SInter,PGA,-0.102,1.2921973,IPGP,GEM,seismic,0.102
385,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:USGS, Recording Stations:all)",55,AbrahamsonEtAl2014,PGA,0.063,1.2208225,IPGP,USGS,all,0.063
385,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:USGS, Recording Stations:all)",55,AtkinsonBoore2003SInter,PGA,-0.341,1.3258058,IPGP,USGS,all,0.341
385,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:USGS, Recording Stations:all)",55,BooreEtAl2014,PGA,0.416,1.4266233,IPGP,USGS,all,0.416
385,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:USGS, Recording Stations:all)",55,CampbellBozorgnia2014,PGA,0.19,1.225607,IPGP,USGS,all,0.19
385,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:USGS, Recording Stations:all)",55,ChiouYoungs2014,PGA,-0.129,1.243184,IPGP,USGS,all,0.129
385,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:USGS, Recording Stations:all)",55,MontalvaEtAl2017SInter,PGA,-0.381,1.2018434,IPGP,USGS,all,0.381
385,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:USGS, Recording Stations:all)",55,ZhaoEtAl2016SInter,PGA,0.582,2.3919556,IPGP,USGS,all,0.582
384,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:USGS, Recording Stations:seismic)",78,AbrahamsonEtAl2014,PGA,-0.152,1.2625126,IPGP,USGS,seismic,0.152
384,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:USGS, Recording Stations:seismic)",78,AtkinsonBoore2003SInter,PGA,-0.491,1.1935878,IPGP,USGS,seismic,0.491
384,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:USGS, Recording Stations:seismic)",78,BooreEtAl2014,PGA,0.201,1.3732761,IPGP,USGS,seismic,0.201
384,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:USGS, Recording Stations:seismic)",78,CampbellBozorgnia2014,PGA,0.002,1.2588049,IPGP,USGS,seismic,0.002
384,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:USGS, Recording Stations:seismic)",78,ChiouYoungs2014,PGA,-0.313,1.2702229,IPGP,USGS,seismic,0.313
384,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:USGS, Recording Stations:seismic)",78,MontalvaEtAl2017SInter,PGA,-0.524,1.2592987,IPGP,USGS,seismic,0.524
384,"Median gmf - 20160416_M7.8_Pedernales (Rupture:IPGP, GMPEs:USGS, Recording Stations:seismic)",78,ZhaoEtAl2016SInter,PGA,0.327,2.058983,IPGP,USGS,seismic,0.327
387,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:all)",24,AbrahamsonEtAl2015SInterHigh,PGA,-0.267,1.2633836,SCARDEC,GEM,all,0.267
387,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:all)",24,MontalvaEtAl2017SInter,PGA,-0.392,1.8871232,SCARDEC,GEM,all,0.392
387,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:all)",24,ZhaoEtAl2006SInter,PGA,0.164,1.3123698,SCARDEC,GEM,all,0.164
386,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:seismic)",16,AbrahamsonEtAl2015SInterHigh,PGA,-0.415,1.2403365,SCARDEC,GEM,seismic,0.415
386,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:seismic)",16,MontalvaEtAl2017SInter,PGA,-0.535,1.6909674,SCARDEC,GEM,seismic,0.535
386,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:GEM, Recording Stations:seismic)",16,ZhaoEtAl2006SInter,PGA,-0.032,1.282343,SCARDEC,GEM,seismic,0.032
389,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:all)",89,AbrahamsonEtAl2014,PGA,0.367,1.238824,SCARDEC,USGS,all,0.367
389,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:all)",89,AtkinsonBoore2003SInter,PGA,-0.245,1.3280965,SCARDEC,USGS,all,0.245
389,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:all)",89,BooreEtAl2014,PGA,0.405,1.3763059,SCARDEC,USGS,all,0.405
389,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:all)",89,CampbellBozorgnia2014,PGA,0.235,1.2841214,SCARDEC,USGS,all,0.235
389,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:all)",89,ChiouYoungs2014,PGA,0.048,1.252162,SCARDEC,USGS,all,0.048
389,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:all)",89,MontalvaEtAl2017SInter,PGA,-0.392,1.8871232,SCARDEC,USGS,all,0.392
389,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:all)",89,ZhaoEtAl2016SInter,PGA,0.683,3.3033671,SCARDEC,USGS,all,0.683
388,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:seismic)",98,AbrahamsonEtAl2014,PGA,0.14,1.2589934,SCARDEC,USGS,seismic,0.14
388,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:seismic)",98,AtkinsonBoore2003SInter,PGA,-0.396,1.1926591,SCARDEC,USGS,seismic,0.396
388,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:seismic)",98,BooreEtAl2014,PGA,0.192,1.3081647,SCARDEC,USGS,seismic,0.192
388,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:seismic)",98,CampbellBozorgnia2014,PGA,0.044,1.2536143,SCARDEC,USGS,seismic,0.044
388,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:seismic)",98,ChiouYoungs2014,PGA,-0.145,1.2605475,SCARDEC,USGS,seismic,0.145
388,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:seismic)",98,MontalvaEtAl2017SInter,PGA,-0.535,1.6909674,SCARDEC,USGS,seismic,0.535
388,"Median gmf - 20160416_M7.8_Pedernales (Rupture:SCARDEC, GMPEs:USGS, Recording Stations:seismic)",98,ZhaoEtAl2016SInter,PGA,0.427,2.7455971,SCARDEC,USGS,seismic,0.427
375,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",16,AbrahamsonEtAl2015SInterHigh,PGA,-0.274,1.2481235,USGS,GEM,all,0.274
375,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",16,MontalvaEtAl2017SInter,PGA,-0.399,1.445936,USGS,GEM,all,0.399
375,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:GEM, Recording Stations:all)",16,ZhaoEtAl2006SInter,PGA,0.123,1.3153086,USGS,GEM,all,0.123
374,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",16,AbrahamsonEtAl2015SInterHigh,PGA,-0.423,1.2527546,USGS,GEM,seismic,0.423
374,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",16,MontalvaEtAl2017SInter,PGA,-0.543,1.3908802,USGS,GEM,seismic,0.543
374,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:GEM, Recording Stations:seismic)",16,ZhaoEtAl2006SInter,PGA,-0.074,1.3005164,USGS,GEM,seismic,0.074
377,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",42,AbrahamsonEtAl2014,PGA,0.27,1.2387408,USGS,USGS,all,0.27
377,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",42,AtkinsonBoore2003SInter,PGA,-0.283,1.3268265,USGS,USGS,all,0.283
377,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",42,BooreEtAl2014,PGA,0.389,1.3737634,USGS,USGS,all,0.389
377,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",42,CampbellBozorgnia2014,PGA,0.171,1.4384089,USGS,USGS,all,0.171
377,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",42,ChiouYoungs2014,PGA,-0.013,1.2439054,USGS,USGS,all,0.013
377,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",42,MontalvaEtAl2017SInter,PGA,-0.399,1.445936,USGS,USGS,all,0.399
377,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:USGS, Recording Stations:all)",42,ZhaoEtAl2016SInter,PGA,0.635,2.753509,USGS,USGS,all,0.635
376,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",44,AbrahamsonEtAl2014,PGA,0.049,1.2711504,USGS,USGS,seismic,0.049
376,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",44,AtkinsonBoore2003SInter,PGA,-0.433,1.1942137,USGS,USGS,seismic,0.433
376,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",44,BooreEtAl2014,PGA,0.174,1.3241358,USGS,USGS,seismic,0.174
376,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",44,CampbellBozorgnia2014,PGA,-0.016,1.3842108,USGS,USGS,seismic,0.016
376,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",44,ChiouYoungs2014,PGA,-0.203,1.2783163,USGS,USGS,seismic,0.203
376,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",44,MontalvaEtAl2017SInter,PGA,-0.543,1.3908802,USGS,USGS,seismic,0.543
376,"Median gmf - 20160416_M7.8_Pedernales (Rupture:USGS, GMPEs:USGS, Recording Stations:seismic)",44,ZhaoEtAl2016SInter,PGA,0.377,2.4252856,USGS,USGS,seismic,0.377
