# 19900530_Sequence_Vrancea/19900530_M6.95_Vrancea median gmf, Stations:Seismic, gmlt:USGS, Rupture:EFEHR
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,ZhaoEtAl2016SSlab
s_144,27.759000000000015,46.532,0.04322166,0.029908255,0.041065972
s_145,27.709000000000003,46.567,0.0475251,0.039486118,0.047018386
s_146,25.685000000000002,45.272,0.12878,0.12878,0.12878
s_147,27.11500000000001,44.829,0.040232204,0.031079622,0.042491104
s_148,25.714,45.214,0.037477527,0.025006361,0.03546827
s_149,27.591999999999985,46.646,0.03218602,0.020842612,0.031100214
s_15,26.019000000000005,44.676,0.12391525,0.13911732,0.13983637
s_150,26.77000000000001,44.787,0.2167861,0.28194267,0.21571293
s_151,26.408999999999992,44.822,0.19458187,0.24621299,0.2282264
s_152,27.977000000000004,45.244,0.13808513,0.17868912,0.16261141
s_153,26.769000000000005,46.776,0.20844476,0.27561164,0.23067646
s_154,27.801999999999992,45.075,0.12031,0.12031,0.12031
s_155,26.30000000000001,44.833,0.13654554,0.19223736,0.18158983
s_156,25.74000000000001,45.129,0.14002407,0.18107465,0.1741253
s_157,27.930000000000007,45.177,0.19366126,0.25878927,0.19574097
s_158,25.733000000000004,45.141,0.1345628,0.17784397,0.16929285
s_159,27.90700000000001,45.13,0.16401011,0.22802675,0.18756984
s_16,26.712999999999994,45.712,0.12046011,0.13070534,0.11125305
s_160,26.579999999999984,44.75,0.1732357,0.23819311,0.17908858
s_161,26.995000000000005,46.814,0.11704,0.11704,0.11704
s_162,26.433999999999997,44.767,0.13337475,0.15719852,0.14079991
s_163,26.617999999999995,46.798,0.16252567,0.23028131,0.19058353
s_164,26.512,46.778,0.1620181,0.22417058,0.16880223
s_165,25.964,44.92,0.115,0.115,0.115
s_166,27.18100000000001,46.817,0.14512724,0.19302662,0.17774148
s_167,28.150000000000006,46.379,0.1148,0.1148,0.1148
s_168,26.774,46.831,0.11473,0.11473,0.11473
s_169,26.64500000000001,44.718,0.1356062,0.14500608,0.121151954
s_17,26.899,45.909,0.10349353,0.13995168,0.11151863
s_170,27.24199999999999,46.823,0.16604169,0.20056315,0.1868443
s_171,27.807999999999993,44.994,0.12965687,0.14475058,0.14251508
s_172,26.013000000000005,44.874,0.11408,0.11408,0.11408
s_173,28.289999999999992,45.46,0.11892989,0.15241152,0.15290348
s_174,26.840000000000003,46.855,0.15858169,0.19766128,0.18398644
s_175,25.990999999999985,44.86,0.116995476,0.17004345,0.15768498
s_176,28.400000000000006,45.68,0.15425843,0.19024387,0.17786163
s_177,27.289999999999992,44.735,0.157267,0.21339123,0.17780286
s_178,26.711000000000013,44.678,0.09989843,0.09553492,0.09268691
s_179,27.81899999999999,46.683,0.1532121,0.18350632,0.1571014
s_18,26.726,45.642,0.11851212,0.113937914,0.100152284
s_180,26.016999999999996,44.817,0.09579733,0.11015104,0.11238801
s_181,27.123999999999995,46.889,0.12326776,0.14586635,0.11421622
s_182,25.573000000000008,45.098,0.12996118,0.17229009,0.16047911
s_183,27.61699999999999,44.806,0.10969549,0.16364871,0.12273034
s_184,25.629999999999995,45.026,0.12463122,0.13246448,0.11201766
s_185,25.77000000000001,44.919,0.115170896,0.14252149,0.14354223
s_186,26.650000000000006,44.637,0.1382273,0.1772664,0.1670607
s_187,26.90100000000001,44.631,0.09667838,0.12750952,0.12772512
s_188,26.932999999999993,46.925,0.11904626,0.116420545,0.0994268
s_189,27.836000000000013,44.896,0.09528351,0.12315282,0.09923109
s_19,26.77799999999999,45.827,0.104837105,0.11036509,0.10466624
s_190,26.75,44.6167,0.11958207,0.13194236,0.13255398
s_191,26.74600000000001,44.614,0.13991201,0.1601684,0.14106588
s_192,27.00999999999999,44.619,0.09536407,0.115780525,0.11865269
s_193,28.084000000000003,46.621,0.10053452,0.12395406,0.1243522
s_194,27.061000000000007,44.593,0.097392425,0.1048134,0.11506018
s_195,28.060000000000002,46.674,0.1183429,0.13738191,0.1376942
s_196,27.163999999999987,44.587,0.11071,0.11071,0.11071
s_197,28.173000000000002,46.618,0.13019791,0.16576266,0.1580263
s_198,25.433999999999997,45.078,0.12750223,0.16845721,0.13307893
s_199,26.650000000000006,46.993,0.13725805,0.15021494,0.12262294
s_2,27.626000000000005,46.266,0.12508528,0.13740245,0.11853087
s_20,27.067000000000007,45.795,0.09728947,0.105091475,0.109278
s_200,26.01400000000001,44.679,0.09367812,0.1054422,0.10963577
s_201,28.610000000000014,45.68,0.120565474,0.13233225,0.13275152
s_202,27.433999999999997,46.968,0.08795604,0.114289075,0.117264114
s_203,27.336000000000013,46.986,0.114885084,0.11873735,0.102996066
s_204,26.317000000000007,44.583,0.12686759,0.15231256,0.15111192
s_205,26.808999999999997,45.147,0.13203473,0.13300341,0.15911497
s_206,26.823000000000008,47.022,0.117747575,0.14547892,0.14258927
s_207,28.626000000000005,45.632,0.12703653,0.15385725,0.14870197
s_208,27.185000000000002,44.545,0.09855857,0.13716134,0.10717143
s_209,25.896000000000015,44.694,0.10929,0.10929,0.10929
s_21,26.733299999999986,45.85,0.131046,0.15264472,0.1371297
s_210,27.896000000000015,46.875,0.1092,0.1092,0.1092
s_211,28.144000000000005,44.92,0.12021235,0.13707188,0.12478676
s_212,28.074000000000012,46.805,0.07633765,0.110290065,0.090324655
s_213,27.716999999999985,46.963,0.12127437,0.14605126,0.14266974
s_214,27.51599999999999,44.566,0.095421985,0.113956116,0.10453428
s_215,26.433999999999997,44.484,0.114328355,0.14338247,0.13975915
s_216,27.51599999999999,47.039,0.10857,0.10857,0.10857
s_217,26.931999999999988,44.443,0.08356112,0.09902398,0.104635045
s_218,27.954000000000008,46.921,0.07816079,0.07052387,0.08996808
s_219,25.94399999999999,44.57,0.094642445,0.116458304,0.11996966
s_22,26.72800000000001,45.864,0.11131936,0.11789294,0.11076692
s_220,27.150000000000006,44.433,0.07267542,0.06788033,0.08697744
s_221,25.637,44.684,0.12443964,0.13792679,0.11775855
s_222,27.483000000000004,47.108,0.08959623,0.11059652,0.1160615
s_223,27.13300000000001,47.156,0.07689015,0.09937927,0.10472428
s_224,26.201999999999998,44.459,0.10213491,0.1090685,0.11336906
s_225,26.697000000000003,44.388,0.076672725,0.089838095,0.096790135
s_226,27.333,44.433,0.08610034,0.06828711,0.08773946
s_227,26.310000000000002,47.096,0.09585984,0.1063314,0.1108949
s_228,27.63900000000001,47.084,0.10183459,0.11521135,0.11900127
s_229,26.266999999999996,44.431,0.099640466,0.11561446,0.12026165
s_23,26.937000000000012,45.586,0.103649005,0.11065455,0.11421453
s_230,26.788999999999987,44.352,0.07455795,0.06595363,0.085631676
s_231,25.76400000000001,44.563,0.085688576,0.09379051,0.07999146
s_232,26.093999999999994,44.441,0.088527985,0.10167644,0.08502837
s_233,26.099999999999994,44.4333,0.10464678,0.0942357,0.087886535
s_234,26.460000000000008,44.358,0.11244631,0.12692201,0.10868267
s_235,28.05600000000001,46.993,0.09382049,0.09879908,0.104638234
s_236,28.37899999999999,44.877,0.06505818,0.08275018,0.066093326
s_237,26.812999999999988,44.321,0.07588944,0.088339716,0.09545722
s_238,27.599999999999994,47.1667,0.10393667,0.12121164,0.1226997
s_239,28.833,45.35,0.09582168,0.10110685,0.10647828
s_24,27.10499999999999,45.957,0.124958225,0.12490159,0.110517055
s_240,26.084000000000003,44.382,0.06786906,0.061650004,0.08065331
s_241,25.885999999999996,44.445,0.088513136,0.09956315,0.10520368
s_242,28.860000000000014,46.989,0.07384631,0.086604424,0.088587
s_243,26.918000000000006,44.269,0.07867409,0.083268136,0.091109544
s_244,25.283999999999992,44.75,0.0817661,0.0757657,0.0861159
s_245,26.583,44.267,0.082619034,0.09726313,0.101092175
s_246,28.04400000000001,44.544,0.07210049,0.085661575,0.093136266
s_247,26.043000000000006,44.351,0.057047486,0.06726839,0.06737014
s_248,26.664999999999992,47.291,0.086857446,0.10298358,0.10900569
s_249,27.320999999999998,47.284,0.10590806,0.117216006,0.10339288
s_25,26.825999999999993,45.495,0.11983075,0.12547542,0.10762723
s_250,25.82499999999999,44.412,0.1117854,0.12580271,0.10490956
s_251,27.80000000000001,47.2,0.082913704,0.07272177,0.08333303
s_252,27.263000000000005,44.263,0.078785814,0.07195383,0.08233
s_253,28.377999999999986,44.719,0.057420008,0.062275615,0.062554754
s_254,27.700999999999993,47.241,0.069518246,0.088295616,0.075677544
s_255,27.828000000000003,44.369,0.052213196,0.055117466,0.05536802
s_256,25.84299999999999,44.292,0.092245504,0.092960514,0.099607356
s_257,26.90100000000001,47.428,0.083748125,0.10103513,0.08523996
s_258,27.369,44.107,0.09311446,0.08458292,0.08016103
s_259,24.75,44.83,0.068675786,0.07678882,0.08543788
s_26,27.03800000000001,45.566,0.10236359,0.12656781,0.10179047
s_260,27.69999999999999,44.064,0.07984382,0.09062772,0.07747232
s_261,28.134000000000015,44.179,0.08457875,0.08494751,0.08575522
s_262,25.099999999999994,44.294,0.10251707,0.08840362,0.0847724
s_263,25.199000000000012,44.191,0.0634045,0.0562711,0.07524668
s_264,28.38300000000001,44.032,0.099072866,0.09953599,0.095883295
s_265,25.432999999999993,43.85,0.08571906,0.08550053,0.09309005
s_266,25.558999999999997,43.711,0.052636158,0.056419566,0.058146827
s_267,24.483000000000004,44.252,0.07087917,0.07184589,0.08102974
s_268,27.833,43.567,0.08727138,0.084027275,0.087853536
s_269,25.36699999999999,43.654,0.07457491,0.07905475,0.069494985
s_27,26.75200000000001,46.012,0.12570354,0.13627869,0.12682615
s_270,23.938999999999993,44.618,0.07652107,0.07976948,0.088090666
s_271,24.615999999999985,43.903,0.10316,0.10316,0.10316
s_272,28.135999999999996,45.178,0.05738088,0.07152854,0.064068444
s_273,23.74199999999999,44.393,0.06830564,0.070141464,0.07250958
s_274,27.046999999999997,45.377,0.055407137,0.06428262,0.06957996
s_275,27.038999999999987,45.38,0.08272476,0.08197488,0.082441285
s_276,28.02799999999999,45.427,0.08586937,0.08472322,0.08378009
s_277,28.180000000000007,45.72,0.06733271,0.07701634,0.06782233
s_278,28.19999999999999,45.9,0.073665515,0.06575115,0.0759558
s_279,27.665999999999997,46.228,0.07703021,0.066873156,0.0643701
s_28,26.634000000000015,45.932,0.09931327,0.13180326,0.10607499
s_280,26.064999999999998,44.426,0.08897536,0.08727892,0.080532245
s_281,26.03800000000001,45.183,0.07800042,0.072646655,0.08179182
s_282,28.150000000000006,45.1833,0.077148445,0.06997259,0.064181425
s_283,28.52000000000001,46.27,0.078702934,0.06925319,0.06720119
s_284,28.855999999999995,47.0,0.07090843,0.0710245,0.06712454
s_285,26.329000000000008,44.46,0.09623028,0.09125486,0.08990394
s_286,27.349999999999994,44.565,0.08744609,0.097990416,0.097242564
s_287,27.575999999999993,47.169,0.089578584,0.089656696,0.10825852
s_288,28.19999999999999,45.905,0.05489076,0.045947768,0.064042926
s_289,27.733000000000004,46.637,0.06932196,0.06541845,0.07590122
s_29,27.25800000000001,45.714,0.13334991,0.1635377,0.16395198
s_290,27.670000000000016,44.17,0.054458406,0.058658283,0.069100395
s_291,26.61699999999999,44.05,0.07663358,0.080353595,0.08672123
s_292,28.0,47.36,0.08450435,0.07437865,0.0730323
s_293,26.900000000000006,46.567,0.070917085,0.06887282,0.07841303
s_294,27.283000000000015,43.95,0.077418655,0.07357551,0.0787707
s_295,26.833,43.917,0.060462944,0.061760385,0.07122358
s_296,25.971000000000004,43.856,0.07023213,0.074137926,0.0821694
s_297,27.400000000000006,43.75,0.07147892,0.08348885,0.08773588
s_298,26.266999999999996,43.7,0.07137555,0.06321727,0.06684668
s_299,27.569999999999993,47.16,0.06527991,0.06836251,0.07766096
s_3,26.545000000000016,45.138,0.24380004,0.24336164,0.24328776
s_30,27.311000000000007,45.87,0.11706729,0.107035175,0.09509003
s_300,26.360000000000014,43.65,0.10510164,0.09601351,0.095964395
s_301,27.483000000000004,43.6,0.10093,0.10093,0.10093
s_302,26.599999999999994,43.36,0.092513986,0.08182727,0.08175975
s_303,26.144000000000005,45.998,0.050377402,0.042185705,0.059853222
s_304,26.195999999999998,46.103,0.04677574,0.05587021,0.052791376
s_305,25.994,45.604,0.091950685,0.09459322,0.10027275
s_306,26.063999999999993,46.04,0.06550783,0.05278007,0.0633149
s_307,27.192000000000007,45.693,0.0695441,0.06267457,0.07280664
s_308,27.849999999999994,45.9,0.050691888,0.05728688,0.05382724
s_309,27.784999999999997,45.595,0.04565066,0.05141111,0.06076849
s_31,27.129999999999995,46.074,0.13694015,0.1598813,0.16306897
s_310,25.84899999999999,45.801,0.07384806,0.061184175,0.060681053
s_311,27.885999999999996,46.098,0.054690998,0.061366748,0.056785535
s_312,25.80600000000001,45.675,0.0739447,0.07257994,0.07376002
s_313,25.772999999999996,45.721,0.069824405,0.05980581,0.062795945
s_314,26.102000000000004,44.436,0.0904219,0.0915871,0.091736585
s_315,28.016999999999996,45.533,0.048950415,0.04024415,0.05775413
s_316,25.64099999999999,45.764,0.057011873,0.06090642,0.056318924
s_317,25.634000000000015,45.709,0.09486645,0.08982926,0.08239738
s_318,24.875,43.765,0.058485866,0.058501184,0.05473125
s_319,25.607,45.658,0.0789001,0.06462674,0.062350526
s_32,27.300999999999988,46.008,0.13004588,0.14630999,0.12700753
s_320,26.058999999999997,44.419,0.057974614,0.05430056,0.06656241
s_321,26.01400000000001,43.864,0.083020754,0.07838064,0.0781358
s_322,26.917,44.85,0.07131287,0.054662704,0.053920068
s_323,25.692000000000007,46.089,0.09946,0.09946,0.09946
s_324,28.170000000000016,46.01,0.06804972,0.061176453,0.07028804
s_325,27.329999999999984,44.189,0.08366316,0.076421216,0.07214899
s_326,27.084000000000003,46.722,0.062513895,0.060118113,0.07345611
s_327,25.591999999999985,45.975,0.06647209,0.052232612,0.052698687
s_328,25.574000000000012,45.445,0.057611506,0.055992305,0.05288485
s_329,25.60900000000001,46.079,0.09922,0.09922,0.09922
s_33,26.415999999999997,45.83,0.10584574,0.122288056,0.11610329
s_330,25.534999999999997,45.952,0.046014044,0.050913382,0.04909164
s_331,28.00399999999999,45.285,0.07717173,0.07377029,0.0738673
s_332,25.812999999999988,46.357,0.045150224,0.035409454,0.052159425
s_333,28.19999999999999,45.48,0.054761134,0.054218378,0.051564485
s_334,26.075999999999993,46.573,0.07598612,0.07043592,0.07045671
s_335,25.462999999999994,45.593,0.076352045,0.06009325,0.05890527
s_336,25.55000000000001,45.352,0.053583227,0.052206345,0.061769098
s_337,26.80600000000001,44.748,0.05926603,0.055274986,0.06538469
s_338,26.949000000000012,46.806,0.063764825,0.054257788,0.060514383
s_339,25.557999999999993,46.126,0.059265353,0.05828771,0.061334386
s_34,26.995000000000005,46.148,0.112145655,0.11681558,0.10184089
s_340,28.22,46.27,0.048784174,0.044132546,0.055360083
s_341,28.209000000000003,45.404,0.11632806,0.10197028,0.11790145
s_342,28.340000000000003,46.04,0.04510274,0.032768615,0.048821755
s_343,25.977000000000004,46.572,0.047077756,0.05020335,0.048535522
s_344,25.783999999999992,46.422,0.06419088,0.058627028,0.058258343
s_345,28.379999999999995,45.76,0.052001845,0.049462803,0.047997303
s_346,28.007000000000005,46.539,0.050534144,0.043753106,0.054996647
s_347,28.194999999999993,45.325,0.053362045,0.042456105,0.055007234
s_348,26.646000000000015,46.836,0.049117394,0.047729507,0.046681743
s_349,25.982,43.893,0.058062788,0.047824517,0.058927592
s_35,27.025000000000006,45.425,0.118836716,0.14182544,0.12852089
s_350,25.408999999999992,46.024,0.06659176,0.056256805,0.057100687
s_351,25.578000000000003,45.137,0.05585596,0.049763877,0.060426813
s_352,26.507000000000005,46.838,0.042753916,0.030484602,0.046039112
s_353,28.379999999999995,45.55,0.055765215,0.046394613,0.057549592
s_354,26.442000000000007,46.833,0.04907341,0.04546723,0.044950042
s_355,28.389999999999986,46.18,0.07737438,0.08045355,0.0885971
s_356,26.86500000000001,44.643,0.059590302,0.041546777,0.0442388
s_357,25.516999999999996,45.15,0.053780437,0.052128144,0.05717782
s_358,28.167,45.194,0.047338475,0.04463245,0.05580075
s_359,25.489000000000004,46.275,0.044787757,0.037089217,0.048386034
s_36,27.432999999999993,45.844,0.114582725,0.102434136,0.09146117
s_360,25.312000000000012,45.984,0.04672546,0.046082277,0.055980474
s_361,25.431999999999988,45.225,0.04774773,0.04313041,0.054382723
s_362,28.03,44.34,0.052035134,0.043307,0.046809927
s_363,28.02000000000001,44.21,0.04434255,0.04268258,0.042792823
s_364,26.894000000000005,46.952,0.035790946,0.02547312,0.040282037
s_365,28.25999999999999,46.48,0.037159752,0.036033444,0.037536748
s_366,25.283999999999992,46.042,0.05038402,0.04186881,0.045565244
s_367,28.242999999999995,45.193,0.053063728,0.037908737,0.041180354
s_368,25.211000000000013,45.782,0.051274255,0.040048674,0.04483465
s_369,27.562000000000012,47.193,0.044750962,0.04035499,0.051630616
s_37,27.010999999999996,45.4,0.11400296,0.11724224,0.10210468
s_370,28.569999999999993,46.02,0.044326615,0.033211235,0.05135541
s_371,28.037000000000006,46.708,0.055817217,0.047316983,0.048976928
s_372,26.976,46.994,0.044041358,0.039959677,0.040660635
s_373,28.25,46.57,0.044526193,0.039944246,0.051233076
s_374,25.57499999999999,44.913,0.0512399,0.038312912,0.041694123
s_375,27.771000000000015,46.876,0.042044982,0.034102842,0.04535399
s_376,28.430000000000007,46.43,0.05127357,0.046752825,0.05284124
s_377,26.699000000000012,47.025,0.04472201,0.03893301,0.050204754
s_378,28.670000000000016,45.9,0.05347784,0.045835268,0.048303142
s_379,26.191000000000003,46.927,0.05529872,0.044815134,0.04708696
s_38,27.427999999999997,45.922,0.10343409,0.11699163,0.11150311
s_380,26.34299999999999,46.977,0.045870963,0.04117648,0.05223661
s_381,25.396000000000015,45.019,0.04684898,0.041024942,0.05210304
s_382,25.437000000000012,44.972,0.04784182,0.034897603,0.038739163
s_383,27.97,46.833,0.04467798,0.040575944,0.05157944
s_384,25.90100000000001,46.824,0.058480065,0.047853418,0.051063053
s_385,26.091000000000008,46.911,0.05454871,0.043412466,0.045986407
s_386,27.658000000000015,44.64,0.032747075,0.023385633,0.038082264
s_387,25.47800000000001,44.915,0.052016743,0.04247236,0.04508973
s_388,26.026999999999987,46.897,0.042305857,0.041743428,0.045601845
s_389,25.181999999999988,45.238,0.04117432,0.035020646,0.046254903
s_39,27.38900000000001,45.683,0.11406473,0.11506903,0.101627216
s_390,28.650000000000006,46.23,0.055363372,0.042203914,0.044906586
s_391,25.07499999999999,46.002,0.042755254,0.03950262,0.050454192
s_392,26.381,47.026,0.045892008,0.038711622,0.049840674
s_393,28.22999999999999,46.73,0.05244681,0.04196552,0.044876184
s_394,26.555000000000007,47.073,0.05463502,0.04262267,0.04561687
s_395,25.185000000000002,45.165,0.058451932,0.046159606,0.049646076
s_396,28.75,46.0,0.05019387,0.03198668,0.034544207
s_397,28.126000000000005,44.847,0.0429692,0.03824609,0.049263515
s_398,25.25,45.069,0.03560936,0.028998984,0.040039003
s_399,28.659999999999997,46.3,0.028838336,0.019036848,0.032168154
s_4,27.024,45.883,0.11181654,0.112865254,0.10487845
s_40,26.510999999999996,45.431,0.089495,0.11313932,0.11612364
s_400,25.067000000000007,45.334,0.04289486,0.030129906,0.034501296
s_401,27.187999999999988,47.114,0.042966943,0.036097083,0.047267485
s_402,25.545999999999992,44.779,0.043146502,0.03380384,0.045078676
s_403,24.97200000000001,45.843,0.0423927,0.03518534,0.046340093
s_404,27.976,44.713,0.04806139,0.03924827,0.042227242
s_405,28.09299999999999,44.778,0.0409956,0.027203472,0.030849142
s_406,25.040999999999997,45.326,0.03627507,0.030445792,0.041552305
s_407,28.47,46.61,0.03931851,0.026930993,0.033488464
s_408,25.033000000000015,45.301,0.05050509,0.038862683,0.042637564
s_409,26.839,47.155,0.04029268,0.025628097,0.0291926
s_41,27.464,45.801,0.11147668,0.11257361,0.10084563
s_410,27.25,47.15,0.03682071,0.025676206,0.03653212
s_411,27.84700000000001,44.604,0.04079989,0.026608026,0.03040059
s_412,28.829999999999984,46.06,0.03790566,0.025521629,0.03177832
s_413,26.649,47.155,0.04872274,0.03602738,0.039944157
s_414,28.450999999999993,45.027,0.038942225,0.032652657,0.04377248
s_415,27.716000000000008,44.538,0.038506117,0.02889775,0.0403839
s_416,28.120000000000005,46.91,0.04717981,0.040112823,0.048298348
s_417,26.569999999999993,47.16,0.041703857,0.033651117,0.041206095
s_418,26.44999999999999,47.167,0.03832565,0.03169432,0.042738985
s_419,24.98400000000001,45.228,0.037123963,0.030739687,0.04179079
s_42,26.52600000000001,45.405,0.08352411,0.11055397,0.09074016
s_420,28.534999999999997,45.038,0.047258258,0.03268979,0.03677381
s_421,27.893,44.558,0.044218797,0.03252053,0.036582682
s_422,25.885999999999996,47.036,0.027752616,0.023350028,0.026980683
s_423,26.58699999999999,47.24,0.041039083,0.030799229,0.04166997
s_424,27.85900000000001,44.413,0.041790113,0.0318571,0.03599058
s_425,28.783999999999992,46.52,0.057279196,0.04974126,0.06587977
s_426,28.99000000000001,45.58,0.091429,0.091429,0.091429
s_427,24.924000000000007,45.113,0.09142,0.09142,0.09142
s_428,28.811000000000007,45.172,0.0914,0.0914,0.0914
s_429,26.188999999999993,44.305,0.03712257,0.027903752,0.03883573
s_43,26.49199999999999,45.382,0.11688965,0.115778916,0.10611744
s_430,27.086000000000013,47.309,0.030883161,0.02524966,0.036382362
s_431,28.545999999999992,44.88,0.025658797,0.017756952,0.020022364
s_432,28.266999999999996,44.65,0.035218216,0.027338648,0.038236655
s_433,25.339,44.645,0.0911,0.0911,0.0911
s_434,26.490999999999985,47.295,0.038914334,0.029239498,0.036939535
s_435,28.733000000000004,45.036,0.05524968,0.050213,0.06017834
s_436,26.90100000000001,44.215,0.057896897,0.042388625,0.047416795
s_437,28.97999999999999,46.33,0.030820709,0.021988833,0.032513317
s_438,27.367999999999995,44.267,0.046939757,0.03290059,0.03817247
s_439,27.510999999999996,47.288,0.09082,0.09082,0.09082
s_44,27.377999999999986,46.109,0.07563544,0.10720306,0.08838244
