# 19900530_Sequence_Vrancea/19900530_M6.95_Vrancea median gmf, Stations:None, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlab,LinLee2008SSlab,ZhaoEtAl2016SSlab
t_1239,26.59604999999999,46.46672,0.1444571,0.21071973,0.06415398,0.22527596
t_124,23.73702,42.85132,0.008954708,0.0035270383,0.00826884,0.0105120465
t_1240,26.25891999999999,46.49245,0.11974564,0.17380427,0.059799977,0.14955086
t_1241,26.446159999999992,46.59604,0.10748127,0.16809314,0.056747377,0.14498627
t_1242,26.633790000000005,46.69937,0.11032698,0.15513098,0.052486017,0.16961329
t_1243,26.295870000000008,46.72512,0.094536684,0.13047351,0.049662374,0.117318094
t_1244,26.483589999999992,46.82847,0.09631308,0.121332854,0.04645756,0.13925439
t_1245,26.14519999999999,46.85395,0.07958547,0.10108837,0.04329158,0.09565756
t_1246,26.671699999999987,46.93156,0.0796423,0.10891226,0.042713538,0.10150896
t_1247,26.333,46.95732,0.0746157,0.09515995,0.04090222,0.09117604
t_1248,26.521199999999993,47.06043,0.07370499,0.086875655,0.038041048,0.10684884
t_1249,25.77077,46.64642,0.08896465,0.10249758,0.045595836,0.12176342
t_125,23.410950000000014,42.873,0.00947442,0.0048254617,0.007834784,0.009599803
t_1250,25.95778999999999,46.75031,0.087858975,0.10369405,0.044931736,0.12288928
t_1251,25.619529999999997,46.77496,0.07172706,0.08015427,0.039438013,0.07961945
t_1252,25.806629999999984,46.87887,0.06641931,0.08083196,0.038956676,0.080148734
t_1253,25.99412000000001,46.98252,0.06844231,0.07905976,0.037753757,0.07876303
t_1254,25.655069999999995,47.00717,0.05966759,0.06401912,0.03391325,0.06676951
t_1255,25.842659999999995,47.11085,0.056989517,0.06272833,0.033022836,0.065718286
t_1256,26.030630000000002,47.21426,0.05542345,0.059945174,0.031684782,0.06343817
t_1257,25.690789999999993,47.23892,0.04416239,0.032568946,0.029012412,0.055498477
t_1258,25.878860000000003,47.34235,0.04828061,0.048434824,0.027998729,0.06779407
t_1259,25.50313,47.13523,0.047855377,0.05140535,0.029678939,0.056314353
t_126,23.588760000000008,42.98211,0.009017975,0.0036544134,0.00843582,0.010788808
t_1260,25.163430000000005,47.15905,0.04491772,0.04162942,0.026320057,0.060349792
t_1261,25.350779999999986,47.26302,0.04968017,0.04174547,0.026124435,0.060478665
t_1262,25.01060000000001,47.28658,0.041258126,0.034037974,0.023279838,0.051748943
t_1263,25.53853000000001,47.36674,0.039152533,0.026490092,0.025619058,0.04734327
t_1264,25.19802999999999,47.39057,0.03962613,0.034125924,0.02313129,0.0518507
t_1265,25.385860000000008,47.4943,0.03496102,0.03361017,0.022743482,0.040653296
t_1266,25.04489000000001,47.51786,0.030732334,0.028057115,0.02059945,0.03544482
t_1267,25.232799999999997,47.62161,0.033952486,0.02768149,0.020298114,0.04423648
t_1268,25.421120000000002,47.7251,0.032679416,0.026890917,0.019827336,0.04327782
t_1269,26.182019999999994,47.08592,0.06761844,0.07510154,0.035971064,0.09530244
t_127,23.262259999999998,43.00353,0.008352162,0.003199563,0.007957435,0.0097884005
t_1270,26.370299999999986,47.18905,0.074011005,0.077973,0.032033555,0.08969208
t_1271,26.558989999999994,47.29192,0.057389867,0.06287197,0.031394422,0.08296074
t_1272,26.219009999999997,47.31741,0.05351509,0.055992432,0.030018846,0.075826526
t_1273,26.407780000000002,47.4203,0.04919821,0.051269993,0.028150182,0.070833735
t_1274,26.596959999999996,47.52293,0.052347064,0.046172854,0.02619097,0.06534411
t_1275,26.25618,47.54843,0.04212435,0.042135257,0.025255479,0.048319735
t_1276,26.44543999999999,47.65108,0.047832057,0.043038704,0.022359144,0.056686603
t_1277,26.635109999999997,47.75346,0.03929746,0.0344796,0.022102892,0.05225935
t_1278,26.293530000000004,47.77897,0.036159378,0.032047916,0.021450892,0.049431518
t_1279,26.067319999999995,47.44552,0.05221317,0.045580696,0.026717488,0.0646989
t_128,23.766930000000002,43.09098,0.013157492,0.006657711,0.00910628,0.015326018
t_1280,25.726679999999988,47.47019,0.04250511,0.039548654,0.024842763,0.058026668
t_1281,25.915230000000008,47.57338,0.038841635,0.0374454,0.02384917,0.044145696
t_1282,25.574099999999987,47.59777,0.034776814,0.03253475,0.02214233,0.0396596
t_1283,26.104179999999985,47.67631,0.041717574,0.034886885,0.022698743,0.052728873
t_1284,25.762730000000005,47.70098,0.03145716,0.030984698,0.021364592,0.038215227
t_1285,25.95177000000001,47.80393,0.037655927,0.029072007,0.0204529,0.045908574
t_1286,25.60983999999999,47.82833,0.03043612,0.025741186,0.019212713,0.041872703
t_1287,25.798959999999994,47.93129,0.035692476,0.027273225,0.017397137,0.040101018
t_1288,25.988490000000013,48.03399,0.03300196,0.022672143,0.017674629,0.03805247
t_1289,25.079340000000002,47.74867,0.026951613,0.022918655,0.018209029,0.030425202
t_129,24.71439000000001,42.78296,0.012400502,0.0074560717,0.009459029,0.016655874
t_1290,25.267740000000003,47.85218,0.029403545,0.022330936,0.01783636,0.037620954
t_1291,25.45653999999999,47.95542,0.024278019,0.021469599,0.017346071,0.02896684
t_1292,25.11394999999999,47.97899,0.024289666,0.018629791,0.01611729,0.026042825
t_1293,25.302840000000003,48.08225,0.022412367,0.017978111,0.015722504,0.02535805
t_1294,25.492130000000003,48.18525,0.024184125,0.017150853,0.015246738,0.030869551
t_1295,25.14873,48.20883,0.019676458,0.015112956,0.014305508,0.022275923
t_1296,25.33811,48.31184,0.02103931,0.014476885,0.013916418,0.027205057
t_1297,24.99421000000001,48.33515,0.018690912,0.012752206,0.013064264,0.02475764
t_1298,25.52789999999999,48.41459,0.027474632,0.015406232,0.012644112,0.023943879
t_1299,26.483280000000008,47.88137,0.040951815,0.032637686,0.01898845,0.045928143
t_13,24.58734000000001,41.82056,0.0063922964,0.0020176517,0.006313941,0.0069912286
t_130,24.893380000000008,42.89094,0.01230739,0.0056270845,0.0101868315,0.014815723
t_1300,26.14121,47.90661,0.033354126,0.026918057,0.019450484,0.043310832
t_1301,26.67344,47.98351,0.027055355,0.026140403,0.018862326,0.033597793
t_1302,26.331050000000005,48.00903,0.028648997,0.02463811,0.018396946,0.032129694
t_1303,26.521299999999997,48.11118,0.02627902,0.022333885,0.01732626,0.029839203
t_1304,26.17841999999999,48.13642,0.02639337,0.020917894,0.016812801,0.035817977
t_1305,26.36876000000001,48.23859,0.023159562,0.01911783,0.015925705,0.026552096
t_1306,26.559500000000014,48.3405,0.019578964,0.011190916,0.015035504,0.024674246
t_1307,26.215810000000005,48.36575,0.020605521,0.016368458,0.014655178,0.023641713
t_1308,26.406650000000013,48.46767,0.020328239,0.01495228,0.013906864,0.027867338
t_1309,25.645749999999992,48.0584,0.031847302,0.022872496,0.015759265,0.03513121
t_131,24.567440000000005,42.91456,0.01323315,0.007969589,0.009802312,0.017492337
t_1310,25.83537000000001,48.16111,0.023201216,0.019135356,0.016101195,0.026570328
t_1311,26.025390000000016,48.26356,0.022079892,0.017778404,0.015392662,0.025147079
t_1312,25.68182999999999,48.28798,0.024528427,0.01618862,0.014707411,0.02956727
t_1313,25.871939999999995,48.39044,0.02012882,0.015133264,0.014121882,0.022298219
t_1314,26.062459999999987,48.49264,0.017377285,0.009055009,0.013506399,0.021070411
t_1315,25.71808999999999,48.51707,0.0207053,0.01290512,0.01298521,0.024977664
t_1316,25.90870000000001,48.61928,0.023077866,0.013497184,0.011696215,0.023708912
t_1317,25.563829999999996,48.64343,0.016583929,0.011027237,0.011968111,0.017627817
t_1318,26.099710000000016,48.72123,0.015596909,0.011130419,0.011935679,0.01774977
t_1319,25.18368000000001,48.43817,0.019062025,0.012259323,0.012743665,0.02404412
t_132,24.74651,43.02258,0.014782215,0.009358976,0.010588348,0.019691747
t_1320,25.373549999999994,48.54094,0.019343851,0.011676864,0.012374793,0.023192024
t_1321,25.028840000000002,48.56425,0.022626277,0.011684768,0.010975803,0.019507112
t_1322,25.218790000000013,48.66702,0.016853692,0.009956523,0.011398682,0.020612493
t_1323,25.409159999999986,48.76953,0.02028558,0.010594586,0.010362522,0.018145705
t_1324,25.06362999999999,48.79285,0.017404592,0.008511731,0.010527975,0.01836101
t_1325,25.254079999999988,48.89538,0.013742266,0.008102646,0.010239128,0.017706856
t_1326,25.444940000000003,48.99763,0.01286918,0.007658729,0.009926549,0.013470734
t_1327,25.09858,49.02095,0.012239235,0.0069679674,0.009503963,0.012566449
t_1328,25.289530000000013,49.12322,0.015441107,0.007417322,0.008646982,0.015246489
t_1329,26.597890000000007,48.56932,0.02202993,0.0135671,0.01316246,0.02592316
t_133,24.42013,43.04593,0.014523557,0.00845724,0.010127819,0.01827433
t_1330,26.253379999999993,48.59458,0.018020185,0.012897958,0.012875509,0.019799199
t_1331,26.44471999999999,48.69625,0.016831717,0.011783234,0.012241654,0.01851517
t_1332,26.63646,48.79765,0.015273239,0.010703474,0.01161484,0.017243354
t_1333,26.29113000000001,48.82291,0.019975448,0.011480084,0.01068138,0.021031843
t_1334,26.482969999999995,48.92433,0.013512159,0.009351846,0.010855007,0.015606409
t_1335,26.137139999999988,48.94932,0.018690227,0.009970005,0.009948155,0.018952351
t_1336,26.675219999999996,49.02547,0.014295735,0.008505738,0.010323508,0.018351484
t_1337,26.32907,49.05074,0.01573737,0.0081680175,0.01015207,0.01781193
t_1338,26.521410000000003,49.1519,0.011834731,0.007471069,0.009689869,0.013227162
t_1339,22.209519999999998,48.27198,0.013228374,0.0044242493,0.006961941,0.009563023
t_134,24.92595,43.13035,0.018519528,0.011014679,0.011461364,0.022210788
t_1340,22.395820000000015,48.3775,0.014581511,0.0045757857,0.007058453,0.009833558
t_1341,22.051050000000004,48.39608,0.012662227,0.0038345968,0.006509372,0.008615618
t_1342,22.237419999999986,48.50162,0.013027386,0.0039591254,0.0065933694,0.00881871
t_1343,22.424199999999985,48.60689,0.009965025,0.0036222676,0.0071249558,0.00981863
t_1344,22.26545999999999,48.73076,0.009083215,0.0031367189,0.006668266,0.008840826
t_1345,22.45272,48.83578,0.008796527,0.0031979154,0.0067141866,0.008966152
t_1346,22.92750000000001,48.46333,0.00993064,0.0049747317,0.00826184,0.009816124
t_1347,22.58252999999999,48.48275,0.0126418825,0.004703922,0.007135689,0.010000674
t_1348,23.11497,48.56804,0.009663402,0.0050539533,0.008304567,0.00993025
t_1349,22.769659999999988,48.58774,0.0100472,0.0042829504,0.0076908176,0.011095737
t_135,24.59926999999999,43.15398,0.017218525,0.009974392,0.010971299,0.020639814
t_1350,22.957189999999997,48.69246,0.008455436,0.0028070589,0.007727959,0.008895295
t_1351,22.61139,48.71189,0.010607351,0.0036965357,0.007177395,0.009965057
t_1352,23.14515,48.79692,0.010070583,0.0043847677,0.007741412,0.011287814
t_1353,22.799000000000007,48.81663,0.007531277,0.0024209642,0.0072098835,0.007984477
t_1354,22.987030000000004,48.9211,0.009633468,0.0037803112,0.0072219176,0.010129306
t_1355,22.6404,48.94053,0.007317352,0.0032417418,0.0067427736,0.007180604
t_1356,23.17546999999999,49.0253,0.008837132,0.0037878526,0.0072133257,0.010144045
t_1357,22.828489999999988,49.04501,0.00744037,0.0032672111,0.0067535914,0.0072216694
t_1358,23.01701,49.14923,0.007936339,0.0032737732,0.00674651,0.009120628
t_1359,23.205929999999995,49.25318,0.0076435064,0.0032613073,0.006721683,0.007212158
t_136,24.778780000000012,43.2618,0.019036114,0.011796358,0.01191434,0.02336765
t_1360,22.85812999999999,49.2729,0.0068013403,0.002835998,0.0063241115,0.0065142903
t_1361,23.04713000000001,49.37686,0.007088679,0.0028261258,0.00630281,0.006497775
t_1362,22.698829999999987,49.3963,0.007221017,0.0024621137,0.005940712,0.007412198
t_1368,24.461430000000007,48.25433,0.016261948,0.01129407,0.012350523,0.017942633
t_1369,24.650149999999996,48.3579,0.015785148,0.011096358,0.012189593,0.017709542
t_137,24.451660000000004,43.28516,0.01919321,0.011829427,0.010618139,0.021503145
t_1370,24.839290000000005,48.46121,0.017714402,0.010798926,0.011972746,0.021888038
t_1371,24.494740000000007,48.48368,0.014486994,0.009408663,0.011189434,0.015676333
t_1372,24.683960000000013,48.58701,0.015694592,0.009176038,0.011009078,0.019407012
t_1373,24.873590000000007,48.69006,0.016629064,0.008873515,0.010786695,0.018933063
t_1374,24.52821,48.71254,0.014903606,0.0078222435,0.010154977,0.01725374
t_1375,24.717919999999992,48.81562,0.018298574,0.008508021,0.00933556,0.015438215
t_1376,24.908050000000003,48.91842,0.013050177,0.0072950893,0.009749266,0.016390719
t_1377,24.561849999999993,48.94091,0.015433556,0.007290724,0.008646759,0.015055046
t_1378,23.42929000000001,48.31841,0.012884566,0.0068874415,0.009671476,0.015712604
t_1379,23.617019999999997,48.42282,0.011272963,0.004491122,0.009691065,0.012550489
t_138,24.95866000000001,43.36936,0.025685187,0.015697664,0.012169856,0.02427977
t_1380,23.27233000000001,48.44335,0.010596098,0.0058912383,0.0089488,0.011110072
t_1381,23.80516,48.52697,0.011282114,0.004499981,0.009672173,0.012568672
t_1382,23.460139999999996,48.54778,0.012333593,0.005946715,0.008965956,0.014107408
t_1383,23.648359999999997,48.65195,0.0116625065,0.00595841,0.008950474,0.0141277425
t_1384,23.302850000000007,48.67248,0.012353063,0.0050992114,0.008319712,0.012604969
t_1385,23.49114,48.77666,0.009059787,0.0032988137,0.008307003,0.010009649
t_1386,23.679849999999988,48.88057,0.009306828,0.0032824727,0.008266825,0.009973342
t_1387,23.33350999999999,48.90111,0.009378651,0.0043934425,0.00773096,0.008963694
t_1388,24.02602999999999,48.85948,0.011209611,0.0058509675,0.008824183,0.011054353
t_1389,24.21548999999999,48.96284,0.014613053,0.0064352127,0.008156871,0.013738207
t_139,24.06295,42.82908,0.010287853,0.006127973,0.008692426,0.011435688
t_1390,23.86896999999999,48.98422,0.009951215,0.0050240546,0.008200039,0.009887233
t_1391,24.40536,49.06594,0.010303313,0.0055828565,0.008581668,0.01068086
t_1392,24.05850000000001,49.08759,0.010961776,0.0049314545,0.0081081325,0.01230022
t_1393,24.24844999999999,49.1907,0.011435453,0.004808742,0.007992923,0.012075608
t_1394,23.901099999999985,49.21209,0.011820291,0.0047696736,0.0070703737,0.011035174
t_1395,24.091129999999993,49.31521,0.013144244,0.004658368,0.006977296,0.00992986
t_1396,24.28157999999999,49.41806,0.010355432,0.004030499,0.007344547,0.010614276
t_1397,23.933390000000003,49.43945,0.012117952,0.0040310263,0.006526334,0.0089352075
t_1398,23.522289999999998,49.00504,0.008162299,0.0028237621,0.007696871,0.008933933
t_1399,23.711489999999998,49.1087,0.008979264,0.004325555,0.007639887,0.008862293
t_14,24.76459,41.92935,0.006950888,0.0023102257,0.0066938433,0.0077164075
t_140,24.24135000000001,42.93762,0.010774768,0.004642129,0.0093716765,0.012859211
t_1400,23.364319999999992,49.12924,0.0077859727,0.002435472,0.007184294,0.008019356
t_1401,23.553589999999986,49.23291,0.0083472,0.0037335544,0.007135427,0.007959491
t_1402,23.74328,49.33631,0.01089553,0.004121443,0.0066066985,0.00991921
t_1403,23.395280000000014,49.35686,0.008686424,0.0032301974,0.006679599,0.009032007
t_1404,23.585049999999995,49.46028,0.010177339,0.0035693513,0.006187257,0.008931958
t_1405,23.236549999999994,49.48055,0.0074953684,0.0028009154,0.0062664077,0.008141137
t_1406,23.775239999999997,49.56342,0.0095161125,0.003495646,0.006117603,0.008797217
t_1407,23.426389999999998,49.58398,0.010661848,0.0030978317,0.0058067073,0.0073755817
t_1408,24.752049999999997,49.04372,0.011722121,0.006267782,0.009050959,0.014662026
t_1409,24.942669999999993,49.14627,0.011542443,0.006004798,0.008841515,0.014208295
t_141,23.91512,42.96014,0.010724386,0.0064110016,0.00891132,0.011820821
t_1410,24.595650000000006,49.16877,0.0120243635,0.0053978665,0.00842295,0.013141222
t_1411,24.78635,49.27133,0.00959842,0.005185465,0.008243276,0.010118698
t_1412,24.438819999999993,49.29354,0.01205748,0.005227824,0.0073481845,0.011800067
t_1413,24.97747000000001,49.37362,0.010653459,0.0049510696,0.008045896,0.012335989
t_1414,24.629610000000014,49.39612,0.009210706,0.004486952,0.007701788,0.009102701
t_1415,24.820809999999994,49.49842,0.009629386,0.00429591,0.0075309854,0.01112025
t_1416,24.47245000000001,49.52064,0.008153084,0.003890102,0.0072105103,0.008201644
t_1417,24.663729999999987,49.62296,0.007826492,0.0037337553,0.0070620775,0.007959803
t_1418,24.12392,49.54231,0.00817022,0.003493812,0.0068802265,0.009563492
t_1419,24.314869999999985,49.64491,0.0078118737,0.0033789298,0.0067636874,0.007400814
t_142,24.09360000000001,43.06873,0.014365747,0.0075447215,0.009627812,0.016801275
t_1420,23.965840000000014,49.6663,0.0070675514,0.003034578,0.006458111,0.006843342
t_1421,24.156869999999998,49.7689,0.006580403,0.001898392,0.006356426,0.0066877916
t_1422,24.34832,49.87124,0.009333372,0.0031802969,0.005832611,0.008211956
t_1423,23.99844999999999,49.89263,0.0069668456,0.002562969,0.0059843333,0.007631833
t_1424,24.18997999999999,49.99498,0.007497624,0.0024754645,0.005884747,0.007441408
t_1428,23.616659999999996,49.68713,0.010174281,0.0030374941,0.0057460675,0.0072707557
t_143,24.27243999999999,43.17707,0.016993798,0.008904884,0.010429064,0.01898239
t_1430,23.80734000000001,49.79002,0.009792702,0.002962913,0.005673427,0.0071404157
t_1438,24.855439999999987,49.72501,0.007894301,0.0035648353,0.0069014938,0.007695512
t_1439,24.50623999999999,49.74723,0.009060084,0.0032505621,0.006634248,0.009073462
t_144,23.945480000000003,43.1996,0.015166536,0.007855118,0.009856684,0.017307071
t_1440,24.69802999999999,49.84929,0.010103384,0.0034908939,0.0060677864,0.008045797
t_1441,24.890240000000006,49.95107,0.0068285707,0.0029637015,0.0063438546,0.006726572
t_1442,24.540189999999996,49.9733,0.007971923,0.0027192226,0.0061196275,0.007967627
t_1443,24.732489999999984,50.0751,0.008456623,0.00291348,0.0055928924,0.007704647
t_1444,24.925209999999993,50.17662,0.008348565,0.002770012,0.005462402,0.0074267793
t_145,24.124390000000005,43.30797,0.01568432,0.009298138,0.010699397,0.019597208
t_1457,25.754520000000014,48.74566,0.015238747,0.010332169,0.011533551,0.016798953
t_1458,25.945629999999994,48.84762,0.018129783,0.009612326,0.0110806,0.020083832
t_1459,25.599940000000004,48.87178,0.014007323,0.008888173,0.01068914,0.015031802
t_146,24.303679999999986,43.4161,0.021721175,0.012392784,0.010921564,0.020374674
t_1460,25.79113000000001,48.97375,0.015750589,0.008309577,0.010303145,0.01803875
t_1461,25.982730000000004,49.07546,0.014055904,0.007720686,0.0099057425,0.017088635
t_1462,25.63622000000001,49.09962,0.017070571,0.008069359,0.008985403,0.014848933
t_1463,25.827910000000003,49.20134,0.014134163,0.0067130774,0.009254032,0.015419491
t_1464,26.020019999999988,49.30279,0.012969727,0.0062323096,0.00890501,0.014601111
t_1465,25.672680000000014,49.32696,0.009881865,0.003771947,0.008657507,0.011042007
t_1466,25.86488,49.42842,0.013369409,0.0061118887,0.007816014,0.01322911
t_1467,26.17474999999999,49.1769,0.010942906,0.0046060113,0.009503136,0.012785604
t_1468,26.36717999999999,49.27807,0.015004403,0.0073595764,0.008518561,0.015159269
t_1469,26.560030000000012,49.37897,0.013171003,0.006004714,0.008702448,0.01420815
t_147,23.97596999999999,43.43865,0.019885894,0.010797571,0.010245039,0.018401688
t_1470,26.212549999999993,49.40398,0.009645525,0.0037175324,0.008553683,0.010925038
t_1471,26.40548000000001,49.50489,0.01192812,0.0052963225,0.008203973,0.012959769
t_1472,26.598839999999996,49.60553,0.011687419,0.0048531056,0.007859022,0.012156979
t_1473,26.250519999999995,49.63054,0.010541594,0.004670296,0.007739161,0.011820412
t_1474,26.443970000000007,49.7312,0.011226741,0.004822863,0.0069507486,0.011124923
t_1475,26.63784000000001,49.83158,0.012081913,0.0044235513,0.0066683656,0.0095619215
t_1476,26.288690000000003,49.85659,0.011347388,0.0042701713,0.0065766997,0.009318837
t_1477,25.48089999999999,49.22522,0.017253056,0.006993009,0.008379863,0.013367394
t_1478,25.133710000000008,49.24855,0.011686648,0.0057160356,0.008612456,0.013704222
t_1479,25.32516000000001,49.35057,0.011963385,0.005408515,0.0083677545,0.0131602
t_148,24.155329999999992,43.54681,0.020507034,0.012860333,0.011184134,0.02287482
t_1480,25.517030000000005,49.45231,0.013733916,0.005710097,0.007587689,0.011522967
t_1481,25.169010000000014,49.47564,0.012775091,0.0052736653,0.007326956,0.011875623
t_1482,25.360960000000006,49.5774,0.011177746,0.0044380063,0.007610992,0.011387786
t_1483,25.012429999999995,49.60046,0.008727382,0.0040903734,0.0073468783,0.0085077565
t_1484,25.20447999999999,49.70222,0.010747641,0.004347381,0.0066861203,0.010313049
t_1485,25.39694,49.80372,0.008620375,0.0036524949,0.0069493596,0.00987832
t_1486,25.047570000000007,49.82678,0.0067614554,0.002186616,0.0067309765,0.007413163
t_1487,26.05749,49.52962,0.011272469,0.00505472,0.008046844,0.0125244
t_1488,25.70931999999999,49.55379,0.010733297,0.0047640163,0.00784683,0.011993376
t_1489,25.902019999999993,49.65499,0.012525355,0.004980394,0.0070857764,0.010426706
t_149,23.44013000000001,43.11268,0.009683424,0.003758943,0.008578484,0.011014093
t_1490,25.55333999999999,49.67888,0.008738433,0.004169677,0.007379735,0.008627885
t_1491,26.095140000000015,49.75593,0.011070465,0.0046205358,0.0068308837,0.010782127
t_1492,25.746129999999994,49.7801,0.010993157,0.004375379,0.0066775335,0.010361475
t_1493,25.939340000000016,49.88105,0.008918275,0.003631606,0.0069034644,0.009837084
t_1494,25.589820000000003,49.90494,0.008697853,0.0034277402,0.006740864,0.0094313035
t_1495,25.783119999999997,50.0059,0.008771867,0.0032035012,0.0065288153,0.008977559
t_1496,25.976850000000013,50.10658,0.008134738,0.0029826034,0.006315222,0.008522305
t_1497,26.482650000000007,49.95699,0.010986816,0.003932632,0.0063251704,0.008775645
t_1498,26.132980000000003,49.98172,0.009194402,0.0033691272,0.006663269,0.009313475
t_1499,26.677030000000002,50.05711,0.009731841,0.0036105548,0.0060780016,0.009006963
t_15,24.44156000000001,41.95291,0.006464007,0.0021698729,0.0065319296,0.0073717455
t_150,23.618380000000002,43.22158,0.012596708,0.0068605267,0.009273207,0.015667483
t_1500,26.327030000000008,50.08213,0.009838246,0.0034947696,0.0060026837,0.008795611
t_1501,26.521510000000006,50.18226,0.00726927,0.0028705013,0.0061882725,0.008287875
t_1502,26.170999999999992,50.207,0.007847824,0.0027672844,0.0061017447,0.008069872
t_1503,26.36556999999999,50.30714,0.005765181,0.0016525077,0.0058899065,0.0060455953
t_1507,25.24011999999999,49.92829,0.008598887,0.0032023618,0.006552607,0.008975233
t_1508,25.433089999999993,50.02952,0.0071059517,0.003014919,0.006368462,0.006811027
t_1509,25.082870000000014,50.05259,0.009807908,0.0031532845,0.0057795527,0.0074714436
