# 20180906_M6.6_HokkaidoEasternIburi median gmf, Stations:None, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AbrahamsonEtAl2015SInter,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SInter,AtkinsonBoore2003SSlab,AtkinsonBoore2003SSlabCascadia,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014,ZhaoEtAl2016SInter,ZhaoEtAl2016SSlab
t_1017,141.63403,43.67853,0.051908314,0.01781258,0.034727406,0.024356341,0.02583938,0.016196162,0.022339465,0.03342027,0.06274289,0.033145316,0.04641324
t_1018,141.82070999999996,43.72236,0.06247844,0.02140952,0.040792406,0.023714453,0.024862638,0.015583938,0.029097838,0.037303608,0.07721565,0.0440846,0.056680664
t_1019,141.75864,43.72279,0.059791747,0.020511985,0.039218828,0.023487825,0.024520982,0.015369788,0.02747776,0.036092896,0.07392572,0.04365372,0.05603883
t_102,141.30802,40.48259,0.0122732,0.0060088304,0.009555365,0.0056086895,0.0034364976,0.0021540017,0.0051983027,0.007254765,0.017994238,0.012348587,0.012034687
t_1020,141.69657,43.72318,0.04928051,0.01699915,0.032801613,0.023191601,0.024076933,0.015091457,0.021112785,0.0316151,0.059807602,0.03152215,0.04378832
t_1021,141.6345,43.72354,0.04846658,0.016747909,0.03235656,0.022831019,0.02354029,0.014755088,0.020750372,0.031058792,0.05910062,0.031022979,0.04298446
t_1022,141.82133,43.76737,0.056942824,0.019641254,0.037189256,0.022200465,0.02261215,0.014173329,0.026149312,0.03411407,0.07103412,0.041222166,0.052431818
t_1023,141.75921,43.7678,0.046596058,0.016171763,0.030898247,0.022002634,0.02232367,0.013992509,0.01989086,0.029785391,0.05700272,0.02988223,0.041153476
t_1024,141.69709,43.7682,0.046010256,0.01599168,0.030589495,0.021743283,0.021947453,0.013756695,0.019625237,0.02938806,0.05638706,0.029526819,0.040584754
t_1025,141.63498000000004,43.76856,0.04529646,0.015772471,0.03020196,0.02142731,0.021492133,0.013471301,0.019303927,0.028904863,0.055717014,0.029094936,0.039894793
t_1026,141.57243,43.72387,0.04752178,0.016456682,0.03182861,0.022412553,0.022922866,0.014368086,0.020388123,0.03041471,0.058305215,0.030445669,0.042056777
t_1027,141.51035000000002,43.72416,0.046462514,0.016130695,0.031226689,0.021943508,0.022237703,0.013938624,0.020031827,0.02969475,0.057393424,0.02980113,0.041023627
t_1028,141.57286,43.76889,0.044465635,0.015517626,0.029741209,0.021059586,0.020966465,0.013141811,0.018973628,0.02834376,0.055008776,0.028593881,0.03909589
t_1029,141.51074,43.76918,0.04353163,0.015231515,0.029214736,0.020646261,0.020381054,0.0127748735,0.01865104,0.027714672,0.054189652,0.028032703,0.038203128
t_103,141.24903,40.48273,0.012138484,0.005965242,0.009475021,0.005556426,0.003394663,0.0021277796,0.005137552,0.007178314,0.017806228,0.012263066,0.011924997
t_1030,141.57329,43.8139,0.041641116,0.014653606,0.027836852,0.019809827,0.019214151,0.012043458,0.017682033,0.026446868,0.051936932,0.026903616,0.036413405
t_1031,141.51112,43.8142,0.040814344,0.01440136,0.027374256,0.019444088,0.01871145,0.011728363,0.017386323,0.025894761,0.051197026,0.026412677,0.03563797
t_1032,141.57371999999998,43.85892,0.044673022,0.015779613,0.029594097,0.01865346,0.01764059,0.011057149,0.019862177,0.027008738,0.05714894,0.034667015,0.042839553
t_1033,141.82194000000004,43.81239,0.050324794,0.01751264,0.032987367,0.02081294,0.020616435,0.012922411,0.022544269,0.030594992,0.06318714,0.03863242,0.0486187
t_1034,141.75977999999998,43.81282,0.043516427,0.015226861,0.02884841,0.020639533,0.020371573,0.012768932,0.018498426,0.027704448,0.053750604,0.028023588,0.038188644
t_1035,141.69762000000003,43.81321,0.043002483,0.0150696,0.02857933,0.020412125,0.020052006,0.012568627,0.018266993,0.02735907,0.053203993,0.027715761,0.037699856
t_1036,141.63545,43.81357,0.042374045,0.0148774665,0.028240426,0.020134078,0.019663675,0.01232522,0.01798398,0.0269375,0.052568786,0.027340274,0.037104513
t_1037,141.82256,43.8574,0.04858177,0.017026428,0.03177973,0.019539222,0.018841766,0.011810047,0.021915091,0.029106567,0.061707895,0.036283836,0.045186993
t_1038,141.76035000000002,43.85783,0.06588271,0.023402901,0.042679217,0.021752108,0.020906385,0.013104153,0.033911087,0.0357988,0.08385297,0.033079207,0.041118
t_1039,141.69813999999997,43.85823,0.040230613,0.01422344,0.026747584,0.019185873,0.018359324,0.011507651,0.017023291,0.025505815,0.050235104,0.026067093,0.03509314
t_104,141.42629,40.52726,0.013159984,0.0062922975,0.010088139,0.0059571285,0.0037190728,0.0023311202,0.005597715,0.007760962,0.019223243,0.012918545,0.012768387
t_1040,141.63593000000003,43.85859,0.03967565,0.014054416,0.026450187,0.018940391,0.018026706,0.011299166,0.01677518,0.025136696,0.049636256,0.025739333,0.03457719
t_1041,141.82317999999998,43.90241,0.044968985,0.015905669,0.029472772,0.01836728,0.017258357,0.010817564,0.02012052,0.026953699,0.05760197,0.03414754,0.042087995
t_1042,141.76093000000003,43.90284,0.04809498,0.016984267,0.03140066,0.018232439,0.017079256,0.010705303,0.022075769,0.02808753,0.061869398,0.033903264,0.041735046
t_1043,142.62139000000002,43.48871,0.06944912,0.02356285,0.04608494,0.026982537,0.029972956,0.018787092,0.032370184,0.042308368,0.08411439,0.05039032,0.066161916
t_1044,142.55957,43.48957,0.08020092,0.02725804,0.052850224,0.031470273,0.035581138,0.022302309,0.03911617,0.047281183,0.09650002,0.052482393,0.06934312
t_1045,142.49775999999997,43.49039,0.074976176,0.0253281,0.04960397,0.029087536,0.03344231,0.020961689,0.0351941,0.045994148,0.089808,0.054540735,0.07248983
t_1046,142.62259,43.53371,0.06544172,0.022294566,0.043229893,0.025463993,0.027556064,0.017272182,0.030348567,0.03966746,0.079951346,0.04743907,0.061704073
t_1047,142.56073000000004,43.53457,0.067923255,0.023078792,0.044793133,0.02640358,0.029042918,0.018204143,0.03159796,0.041299667,0.08253311,0.04926084,0.06445168
t_1048,142.49887,43.5354,0.070323646,0.02384092,0.0463084,0.02731478,0.03051141,0.019124597,0.03281418,0.042888228,0.085018694,0.051040858,0.06714926
t_1049,142.43701,43.53619,0.07260728,0.02456923,0.047754742,0.028183814,0.03193606,0.02001757,0.03397851,0.044408314,0.08737377,0.05275053,0.069752105
t_105,141.36726,40.52746,0.013278305,0.0063578696,0.010180715,0.0059107095,0.0036810632,0.0023072958,0.005675536,0.007785389,0.019434422,0.012842628,0.012670399
t_1050,142.62379999999996,43.57871,0.06165331,0.02110446,0.04058082,0.024034245,0.025347589,0.015887905,0.028456086,0.03719561,0.075982876,0.044694047,0.05758982
t_1051,142.56190000000004,43.57957,0.063854486,0.021794906,0.041954737,0.024864292,0.02662174,0.016686546,0.02955353,0.038628884,0.078292884,0.04628367,0.05996854
t_1052,142.49999000000003,43.5804,0.06597323,0.022462225,0.043280598,0.025665034,0.027871849,0.017470116,0.030615507,0.040016193,0.08050543,0.04782769,0.06228906
t_1053,142.43593999999996,43.49119,0.07758195,0.026166804,0.051268592,0.03008426,0.03513253,0.02202112,0.036540747,0.047749016,0.092476554,0.056529492,0.07554575
t_1054,142.37412,43.49195,0.061298687,0.020856306,0.041477915,0.020028343,0.023725932,0.014871449,0.026242819,0.041764442,0.07073545,0.042736508,0.062250663
t_1055,142.3123,43.49267,0.063059054,0.021424258,0.042641312,0.020580739,0.024693687,0.015478039,0.027070405,0.0430853,0.07248548,0.044003934,0.06438355
t_1056,142.25048000000004,43.49336,0.07050711,0.023672795,0.04699602,0.032630302,0.039585914,0.02481251,0.031091228,0.04657881,0.08131305,0.045128204,0.06628309
t_1057,142.37514999999996,43.53695,0.057127137,0.019517785,0.038472157,0.018720703,0.021491777,0.013471077,0.02430184,0.038662095,0.06656933,0.039768193,0.057291266
t_1058,142.31327999999996,43.53768,0.058646265,0.020004023,0.039468836,0.019196674,0.022295693,0.013974973,0.025005491,0.03978732,0.06808992,0.04084338,0.059081808
t_1059,142.25140999999996,43.53837,0.06545993,0.022064587,0.043441854,0.030379476,0.035638936,0.022338537,0.02866143,0.042943597,0.076278076,0.04179251,0.060667966
t_106,141.72046,40.43571,0.010243398,0.005095185,0.008113058,0.0055840337,0.0034167438,0.00214162,0.0041012145,0.00642459,0.0147193195,0.012308243,0.011982928
t_1060,142.37617,43.58196,0.06983671,0.023686035,0.045714147,0.02712975,0.030211115,0.018936371,0.032566838,0.042565208,0.08451535,0.050678357,0.06659887
t_1061,142.31426,43.58269,0.054596428,0.018710837,0.03660261,0.017928362,0.020177376,0.012647208,0.02313736,0.03679927,0.06402611,0.037991893,0.054347914
t_1062,142.25234,43.58338,0.055747338,0.019077342,0.037361875,0.018288612,0.020771274,0.013019465,0.023665765,0.037644625,0.06518437,0.0387974,0.055680357
t_1063,142.06498999999997,43.49524,0.07380239,0.024729833,0.049269233,0.034101997,0.042247787,0.026480975,0.032700058,0.04897709,0.08458485,0.047338497,0.07003804
t_1064,142.18953999999997,43.53904,0.07642959,0.025730778,0.050316617,0.030920489,0.036573805,0.022924513,0.035490282,0.04787835,0.09053619,0.05820945,0.07813894
t_1065,142.12766,43.53966,0.076273285,0.025659109,0.050288584,0.031342708,0.0373095,0.02338565,0.03524094,0.048109237,0.090057045,0.059061587,0.079458386
t_1066,142.06579,43.54026,0.07855659,0.02642266,0.051780716,0.03163295,0.03781833,0.023704585,0.0366293,0.049250193,0.092785746,0.05964888,0.08036933
t_1067,142.19042000000002,43.58405,0.0706256,0.023864105,0.04633663,0.028790258,0.032944065,0.020649387,0.03248574,0.044030912,0.08448686,0.053950477,0.07158578
t_1068,142.12850000000003,43.58467,0.06270287,0.021191698,0.041483365,0.029151686,0.03355018,0.021029303,0.027350483,0.040977698,0.07351201,0.0399963,0.05767058
t_1069,142.06658,43.58527,0.063259795,0.021367697,0.04188752,0.029399596,0.033968244,0.021291343,0.027614404,0.041373663,0.07407178,0.040357634,0.058272053
t_107,141.66152,40.43606,0.012363778,0.006062026,0.009631956,0.005568166,0.0034040478,0.002133662,0.0052587492,0.0072715417,0.018158844,0.012282277,0.011949629
t_1070,142.19131,43.62906,0.06950125,0.023588825,0.045299143,0.026850235,0.029759498,0.018653298,0.032451615,0.042236663,0.08425476,0.050131753,0.06576994
t_1071,142.12934,43.62969,0.058226574,0.019783007,0.03841579,0.027160913,0.030261612,0.018968023,0.0252448,0.03781645,0.06899101,0.037119865,0.052909777
t_1072,142.06738,43.63028,0.058706608,0.019933566,0.038762376,0.027374243,0.030608144,0.01918523,0.02546932,0.038153626,0.06947785,0.037425943,0.053414043
t_1073,141.94203,43.54134,0.08934777,0.030222896,0.058734305,0.035670705,0.042746026,0.026793271,0.04386617,0.053660072,0.10561461,0.059970316,0.08086845
t_1074,141.88014999999996,43.54184,0.10554862,0.037876766,0.07095831,0.03985025,0.047657438,0.02987175,0.05883677,0.062316045,0.12516688,0.05482013,0.073799245
t_1075,142.00466,43.58583,0.07946905,0.026860831,0.051996563,0.02952847,0.034186307,0.021428028,0.038003135,0.04809448,0.09504537,0.05541869,0.07383702
t_1076,141.94272999999998,43.58636,0.08022232,0.027126124,0.05255431,0.033138156,0.038368963,0.024049724,0.038506903,0.048394438,0.09593557,0.055430543,0.07385523
t_1077,141.88080000000002,43.58685,0.094716765,0.032948572,0.062367525,0.033007212,0.03814735,0.023910813,0.049711,0.0539844,0.11265149,0.0401954,0.067260414
t_1078,142.00540999999998,43.63084,0.06598909,0.022366077,0.043326385,0.027484825,0.030788328,0.01929817,0.029985555,0.041251,0.0793371,0.051374473,0.067656256
t_1079,141.94343000000003,43.63137,0.07635147,0.025925376,0.049773805,0.030844202,0.034554403,0.02165875,0.036719784,0.045379914,0.09224306,0.051384483,0.06767147
t_108,141.72095000000002,40.48075,0.010797138,0.0052757943,0.00845245,0.005838369,0.0036220504,0.0022703065,0.0043373806,0.0067576896,0.015476692,0.012724312,0.012517843
t_1080,141.88146,43.63187,0.09117632,0.03206986,0.05997571,0.030731423,0.034370605,0.021543544,0.04863701,0.05144949,0.10986212,0.047017522,0.061833996
t_1081,142.00616000000002,43.67586,0.08705541,0.03081932,0.056965977,0.032263994,0.035015624,0.021947844,0.046756055,0.049445584,0.10621908,0.043868884,0.057077542
t_1082,141.94414,43.67638,0.08774514,0.031201776,0.0576221,0.03227003,0.035025116,0.021953793,0.04754514,0.050284024,0.10725101,0.043877393,0.057090342
t_1083,142.43808,43.5812,0.06797797,0.023096126,0.044539906,0.026424324,0.02907606,0.018224917,0.0316256,0.041335773,0.082589895,0.04930122,0.06451273
t_1084,142.62500999999997,43.62371,0.054828793,0.018894246,0.03614061,0.022690985,0.023333034,0.01462518,0.024666766,0.033589065,0.06792659,0.042145416,0.05379837
t_1085,142.56306,43.62458,0.06087811,0.020885287,0.03984881,0.023425475,0.024427282,0.015311056,0.028185902,0.036479678,0.07535488,0.043535322,0.055862613
t_1086,142.50111000000004,43.62541,0.06190937,0.02118463,0.040497582,0.024130708,0.025494518,0.015980002,0.028583448,0.03736192,0.07625222,0.044878207,0.057864856
t_1087,142.43915000000004,43.6262,0.06367543,0.021738634,0.041598435,0.0247967,0.026517157,0.016620992,0.029464036,0.038511988,0.07810542,0.046153806,0.059773818
t_1088,142.62622999999996,43.66871,0.05471744,0.018947335,0.035848726,0.021430662,0.021496948,0.013474318,0.025034979,0.032733507,0.06861584,0.03978136,0.050306696
t_1089,142.56423,43.66958,0.058093973,0.020042798,0.037911553,0.022082198,0.022439536,0.014065133,0.026916727,0.034486488,0.07258305,0.041000165,0.05210378
t_109,141.66196000000002,40.4811,0.0107598035,0.005263663,0.008427704,0.0058212606,0.003608134,0.0022615837,0.004321434,0.0067352233,0.01542576,0.01269633,0.012481791
t_1090,142.50223,43.67041,0.058118116,0.02000153,0.03793967,0.022705004,0.023353754,0.014638167,0.026705546,0.034910955,0.0722459,0.042171862,0.053837568
t_1091,142.44023000000004,43.67121,0.05967609,0.0204867,0.038903657,0.02329023,0.024224464,0.015183929,0.027475229,0.035915177,0.07389713,0.043278724,0.055480894
t_1092,142.62743999999998,43.71372,0.04263433,0.014957023,0.028272223,0.020249238,0.01982419,0.0124258315,0.018101374,0.027112005,0.05281172,0.027495671,0.03735078
t_1093,142.37720000000002,43.62697,0.06530394,0.022251133,0.04261968,0.025411895,0.027474442,0.01722102,0.030279428,0.03957714,0.07980761,0.04733847,0.06155274
t_1094,142.31524000000002,43.6277,0.050877497,0.017531987,0.034008674,0.016765282,0.01830271,0.011472166,0.021442771,0.03408864,0.060262114,0.035415683,0.05011242
t_1095,142.25328000000002,43.62839,0.051875122,0.017847408,0.034662645,0.017077139,0.018798912,0.011783186,0.02189548,0.03481262,0.061275262,0.036102753,0.05123811
t_1096,142.37823000000003,43.67197,0.06110909,0.020934196,0.039796066,0.023829311,0.025036434,0.015692873,0.02818565,0.036842514,0.07540984,0.044303298,0.05700673
t_1097,142.31622,43.67271,0.047459543,0.016455812,0.03165687,0.01569761,0.016640173,0.0104300855,0.019901691,0.031625994,0.056769323,0.033084232,0.046314154
t_1098,142.25421,43.6734,0.04832803,0.01672861,0.032222666,0.01596879,0.017057091,0.010691409,0.020291848,0.032249115,0.057660196,0.033673327,0.047270697
t_1099,142.37926,43.71698,0.058940608,0.02030804,0.03825422,0.02236951,0.022859685,0.014328484,0.027346248,0.035009515,0.07349727,0.04153989,0.052901674
t_11,141.41589,38.81536,0.0020318537,0.0021201929,0.0028230697,0.0013416645,0.00056765566,0.0003558074,0.0007502697,0.0013921246,0.0029925387,0.0050253663,0.00325102
t_110,141.6624,40.52614,0.0113440715,0.0054527973,0.00878498,0.006088361,0.0038271318,0.0023988518,0.0045713256,0.0070869476,0.016220586,0.013133165,0.013045825
t_1100,142.3172,43.71771,0.044315673,0.015471971,0.029520959,0.014716518,0.015162695,0.009504,0.018497126,0.029385403,0.053523015,0.0309707,0.042900365
t_1101,142.25514999999996,43.71841,0.045073945,0.015708745,0.030011976,0.014953071,0.01551448,0.009724499,0.018834801,0.029923636,0.054309223,0.03147774,0.043716736
t_1102,142.38029,43.76199,0.057234913,0.019843077,0.037030656,0.02358699,0.023464648,0.014707675,0.026768943,0.033438075,0.07206826,0.039020404,0.049188055
t_1103,142.1922,43.67407,0.05354044,0.018319583,0.035244484,0.02508024,0.026956858,0.016896598,0.02306839,0.034548376,0.06420888,0.034162328,0.04806635
t_1104,142.13018999999997,43.6747,0.05414605,0.018508062,0.035653453,0.025348945,0.02737593,0.017159274,0.023348132,0.03496831,0.06483015,0.03454142,0.04868419
t_1105,142.06817,43.67529,0.06600913,0.022482982,0.04296915,0.025533216,0.027664652,0.017340245,0.030685935,0.039939646,0.08062706,0.04757281,0.06190532
t_1106,142.19308999999998,43.71908,0.049891267,0.017187895,0.032804966,0.02346223,0.024482504,0.015345669,0.021391897,0.032033425,0.060442198,0.031897835,0.044394374
t_1107,142.13103,43.71971,0.08046599,0.028404064,0.05222299,0.029831227,0.0312647,0.01959676,0.042549707,0.044963084,0.099268414,0.040465783,0.05198551
t_1108,142.06897000000004,43.7203,0.08142433,0.02880845,0.052950922,0.030032538,0.031569336,0.019787705,0.043316096,0.04577994,0.10043221,0.040745303,0.052401796
t_1109,142.19398999999999,43.76409,0.042632576,0.014947575,0.028364794,0.014191606,0.014392299,0.009021114,0.017750015,0.028195689,0.051769998,0.029851448,0.041104183
t_111,141.48499000000004,40.48198,0.0124140885,0.006031455,0.009621972,0.0057377,0.0035403823,0.0022191168,0.0052429195,0.0073686037,0.018152695,0.01255965,0.012305851
t_1110,142.13188000000002,43.76472,0.05672945,0.019570261,0.03682602,0.022184126,0.022588277,0.014158365,0.026021823,0.03401938,0.070768006,0.041191485,0.052386466
t_1111,142.06977,43.76532,0.05681962,0.01959039,0.036918607,0.02232325,0.022791853,0.014285967,0.026028939,0.03414664,0.070799515,0.041452896,0.052772984
t_1112,142.19488,43.80909,0.05089345,0.017719138,0.033108085,0.020620394,0.02034461,0.012752031,0.022957804,0.030702062,0.064086586,0.03827561,0.048095703
t_1113,141.88212,43.67688,0.066108346,0.022515992,0.04321943,0.0255463,0.027685191,0.017353117,0.03074484,0.039988,0.08074474,0.047598094,0.061943375
t_1114,142.00691,43.72087,0.08202413,0.029075634,0.053448327,0.030136209,0.03172662,0.019886293,0.043833338,0.046330668,0.101194695,0.040889397,0.052616537
t_1115,141.94484999999997,43.7214,0.08226292,0.029199533,0.053707104,0.030141016,0.031733923,0.019890869,0.04408759,0.04660095,0.10154397,0.04089608,0.052626498
t_1116,141.88278000000003,43.72189,0.0814601,0.028820956,0.05317659,0.030046847,0.031591024,0.019801302,0.0433374,0.04580262,0.10046883,0.040765185,0.05243142
t_1117,142.00766999999996,43.76588,0.057809994,0.019920526,0.037559852,0.022395305,0.02289754,0.014352212,0.026623216,0.034584105,0.07203583,0.04158841,0.05297347
t_1118,141.94555000000003,43.76641,0.07725047,0.027429448,0.050213177,0.028198218,0.02883246,0.018072227,0.04104009,0.043359563,0.096329734,0.03821249,0.04864281
t_1119,141.88344,43.76691,0.07658765,0.027132396,0.04979662,0.028115796,0.028711546,0.01799644,0.040455427,0.042737413,0.09545407,0.03809943,0.048475716
t_112,141.60337000000004,40.52647,0.011290827,0.0054356223,0.008750909,0.006064074,0.0038070665,0.0023862747,0.0045485203,0.007054881,0.016148346,0.013093445,0.012994434
t_1120,142.00842,43.81089,0.052634615,0.018278323,0.034252655,0.02098381,0.020858707,0.013074269,0.023902385,0.031623516,0.06616378,0.038949583,0.04908408
t_1121,141.94626,43.81142,0.051322628,0.017835677,0.03350143,0.02098673,0.020862859,0.01307687,0.023095274,0.031103702,0.06441268,0.03895501,0.049092043
t_1122,141.8841,43.81192,0.05249119,0.018234145,0.034251697,0.02092944,0.02078151,0.013025881,0.02383285,0.031531963,0.066009216,0.03884861,0.048935868
t_1123,142.31818999999996,43.76272,0.05835218,0.020192422,0.037722334,0.024004793,0.024061408,0.015081726,0.027338486,0.03411983,0.07327659,0.03971354,0.05020689
t_1124,142.25608999999997,43.76342,0.04208445,0.014777137,0.02800466,0.014020703,0.014144528,0.008865811,0.017507412,0.02780973,0.051196642,0.02948879,0.040523954
t_1125,142.38133,43.80699,0.0537111,0.018753188,0.034747425,0.02218986,0.021507382,0.013480858,0.025009898,0.031250883,0.06826668,0.036719672,0.045821894
t_1126,142.31917999999996,43.80773,0.054205734,0.018890485,0.03505862,0.022558132,0.022017542,0.013800628,0.025198111,0.03165968,0.06872186,0.03732356,0.046703074
t_1127,142.25703,43.80843,0.039333988,0.01392433,0.026177986,0.013163362,0.01292451,0.008101101,0.01629511,0.025884112,0.04829988,0.027682649,0.037647318
t_1128,142.38237000000004,43.852,0.050377805,0.017726528,0.03261395,0.020896815,0.019749228,0.012378845,0.02335005,0.02921506,0.064616315,0.034614027,0.04276283
t_1129,142.32016999999996,43.85273,0.047588218,0.016744547,0.030950122,0.01891508,0.017992528,0.011277744,0.021523269,0.02832433,0.060781498,0.03514315,0.043529548
t_113,141.54435,40.52676,0.018337334,0.008488352,0.013562688,0.0067702234,0.0042437385,0.0026599814,0.008594174,0.00969738,0.027241869,0.011986894,0.011877147
t_1130,142.25797999999998,43.85343,0.044757143,0.015763966,0.029256586,0.019164722,0.018330583,0.011489636,0.019725662,0.027348157,0.05673455,0.035598595,0.044190574
t_1131,142.38341000000003,43.897,0.045402296,0.01613275,0.02952654,0.017556857,0.016191613,0.010148926,0.020662338,0.026621047,0.058706615,0.032684166,0.03997798
t_1132,142.32117,43.89774,0.047682177,0.016887182,0.030899826,0.01998854,0.018545413,0.0116242925,0.021972163,0.027659781,0.061564505,0.033148702,0.040646635
t_1133,142.13273000000004,43.80973,0.051846657,0.018026788,0.033709224,0.020798896,0.020596564,0.012909956,0.023481337,0.03119353,0.06523964,0.03860637,0.0485805
t_1134,142.07058,43.81033,0.05378616,0.018673036,0.0349087,0.020920726,0.020769145,0.01301813,0.024637016,0.032035448,0.06771432,0.03883243,0.048912123
t_1135,142.19578,43.8541,0.03722489,0.013273019,0.024788486,0.012506123,0.012015469,0.0075313137,0.01537106,0.02442016,0.046054527,0.026313022,0.035480775
t_1136,142.13358,43.85474,0.037550498,0.013373428,0.025007283,0.012607585,0.012154301,0.007618333,0.015513411,0.02464545,0.046402626,0.026523605,0.035813034
t_1137,142.07137999999998,43.85534,0.041243613,0.014532292,0.027156463,0.01963398,0.018971877,0.011891601,0.01747694,0.026181243,0.0513243,0.026667362,0.036040034
t_1138,142.19668000000001,43.89911,0.034837436,0.012538297,0.023232907,0.011762171,0.011014462,0.0069038807,0.014330659,0.022776358,0.043484885,0.024778532,0.033069164
t_1139,142.13444000000004,43.89975,0.035125114,0.012626693,0.023425274,0.011851818,0.011133494,0.0069784904,0.014455714,0.022973673,0.04379618,0.024962544,0.033357464
t_114,141.48532,40.52702,0.019324286,0.008933065,0.0142380465,0.0075513376,0.0047245324,0.0029613439,0.009242461,0.010253044,0.02883721,0.011933204,0.011807782
t_1140,142.07218999999998,43.90035,0.035321128,0.012686944,0.023564707,0.0119129,0.011214848,0.007029483,0.014540969,0.023108236,0.04400802,0.025088063,0.03355426
t_1141,142.19759,43.94412,0.03263431,0.011862453,0.021810157,0.011075502,0.010117363,0.006341578,0.013375707,0.02127214,0.04108472,0.023377236,0.030881897
t_1142,142.13529,43.94475,0.03288988,0.011940756,0.021980263,0.011155171,0.01022011,0.0064059803,0.013486236,0.021446006,0.041364655,0.023539076,0.031133762
t_1143,143.12367,43.70557,0.031492982,0.011574614,0.021463403,0.015319177,0.013369009,0.008379715,0.013149981,0.019769872,0.04060732,0.0209939,0.027196303
