STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
1363/02,Kahrizak,35.52,51.35,seismic,Stations_BHRC,0.04768,0.099655731,0.06741857,0.049098959,0.0,0.0,0.0,0.0,0.04768,0.099655731,0.06741857,0.049098959,0.02946,0.065648462,0.054206704,0.019804314,0.03459,0.063061818,0.051662838,0.031224481,,,,,,,,
1371/02,Karaj,35.85,51.0,seismic,Stations_BHRC,0.04067,0.079286616,0.049647704,0.041217063,0.0,0.0,0.0,0.0,0.04067,0.079286616,0.049647704,0.041217063,0.01484,0.024854246,0.017867894,0.011355651,0.01457,0.025744613,0.017250243,0.019735351,,,,,,,,
1369,Roodshour,35.444,50.901,seismic,Stations_BHRC,0.03895,0.061022275,0.06938582,0.051408151,0.0,0.0,0.0,0.0,0.03895,0.061022275,0.068040984,0.027929714,0.03212,0.056492613,0.035509476,0.038230949,0.04486,0.058334366,0.06938582,0.051408151,,,,,,,,
1358/02,Miyaneh,37.42,47.71,seismic,Stations_BHRC,0.0345648,0.045415267,0.037514461,0.036571745,0.0,0.0,0.0,0.0,0.02786906,0.040783094,0.031682276,0.030436608,0.0345648,0.045415267,0.037514461,0.036571745,0.0345648,0.045415267,0.037514461,0.036571745,,,,,,,,
1365/02,Ardebil,38.26,48.28,seismic,Stations_BHRC,0.03015,0.044785043,0.037660461,0.034321399,0.0,0.0,0.0,0.0,0.03015,0.044785043,0.037660461,0.034321399,0.01613,0.021206284,0.017489082,0.013839713,0.02832,0.042220636,0.033484068,0.028843779,,,,,,,,
1351,TEHRAN 41,35.7,51.48,seismic,Stations_BHRC,0.02924131,0.036101316,0.025816158,0.022300831,0.0,0.0,0.0,0.0,0.01094635,0.01296589,0.009423684,0.006639165,0.02924131,0.036101316,0.025816158,0.022300831,0.01251936,0.018329852,0.014078139,0.011350348,,,,,,,,
1352,TEHRAN 51,35.73,51.37,seismic,Stations_BHRC,0.02665215,0.049696233,0.058776891,0.051547964,0.0,0.0,0.0,0.0,0.02665215,0.04525402,0.040189661,0.051547964,0.01584771,0.030114175,0.02066366,0.012897877,0.03516338,0.049696233,0.058776891,0.038639591,,,,,,,,
1409/02,Koosk-e-Nosrat,35.16,50.88,seismic,Stations_BHRC,0.0259438,0.087483536,0.121805849,0.04864789,0.0,0.0,0.0,0.0,0.0259438,0.087483536,0.091616677,0.03849174,0.0240799,0.042633003,0.025527117,0.018763021,0.0279813,0.061121462,0.121805849,0.04864789,,,,,,,,
1370/01,Robat Karim,35.47,51.08,seismic,Stations_BHRC,0.0228,0.028964966,0.022978295,0.014650432,0.0,0.0,0.0,0.0,0.0136,0.016461216,0.00969944,0.009041548,0.0228,0.028964966,0.022978295,0.014650432,0.0206,0.026497861,0.018357768,0.011513129,,,,,,,,
1366,TEHRAN 39,35.77,51.42,seismic,Stations_BHRC,0.02145333,0.029483666,0.017932817,0.013682254,0.0,0.0,0.0,0.0,0.01581898,0.02353434,0.014672931,0.011621324,0.02145333,0.029483666,0.017932817,0.010920887,0.0127068,0.027181918,0.015922117,0.013682254,,,,,,,,
1356/02,TEHRAN 47,35.69,51.32,seismic,Stations_BHRC,0.01248581,0.022875454,0.01544492,0.009837718,0.0,0.0,0.0,0.0,0.009764472,0.021556046,0.015419183,0.006997479,0.01248581,0.022875454,0.01386751,0.009837718,0.01334206,0.019326578,0.01544492,0.009276286,,,,,,,,
Abbar,Abbar,36.92,48.97,seismic,Sarkar_et_al_2003,0.41,,,,0.0,,,,0.41,,,,0.404,,,,,,,,,,,,,,,
Abhar,Abhar,36.14,49.22,seismic,Sarkar_et_al_2003,0.188,,,,0.0,,,,0.127,,,,0.188,,,,,,,,,,,,,,,
Ghazvin,Ghazvin,36.27,50.01,seismic,Sarkar_et_al_2003,0.182,,,,0.0,,,,0.131,,,,0.182,,,,,,,,,,,,,,,
Tonkabon,Tonkabon,36.81,50.87,seismic,Sarkar_et_al_2003,0.13,,,,0.0,,,,0.13,,,,0.085,,,,,,,,,,,,,,,
Zanjan,Zanjan,36.66,48.57,seismic,Sarkar_et_al_2003,0.124,,,,0.0,,,,0.124,,,,0.059,,,,,,,,,,,,,,,
Gachsar,Gachsar,36.11,51.31,seismic,Sarkar_et_al_2003,0.098,,,,0.0,,,,0.063,,,,0.098,,,,,,,,,,,,,,,
Kahrizak,Kahrizak,35.51,51.36,seismic,Sarkar_et_al_2003,0.046,,,,0.0,,,,0.046,,,,0.035,,,,,,,,,,,,,,,
Ab-Bar,Ab-Bar,36.92,48.95,seismic,Rastgoo_et_al_2018,0.648,,,,0.0,,,,,,,,,,,,,,,,660.0,measured,,,,,,
Tonekabon,Tonekabon,36.81,50.88,seismic,Rastgoo_et_al_2018,0.134,,,,0.0,,,,,,,,,,,,,,,,200.0,measured,,,,,,
Robat-Karim,Robat-Karim,35.46,51.07,seismic,Rastgoo_et_al_2018,0.066,,,,0.0,,,,,,,,,,,,,,,,,measured,,,,,,
MZOBS_6,Manjil (Intensity X),36.736,49.417,macroseismic,Stations_USGS,2.060662,2.594945,,2.145035,0.8059,1.0131,,1.0822,,,,,,,,,,,,,612.46,inferred,9.5,0.3,0.875,167.0263,1.4737,0.369375
OBS_2,Jirandeh,36.693,49.77,macroseismic,Stations_USGS,1.509634,1.964966,,1.442184,0.8059,1.0131,,1.0822,,,,,,,,,,,,,773.61,inferred,9.0,0.3,0.875,116.0264,1.4737,0.251973
OBS_1,Rudbar,36.81,49.426,macroseismic,Stations_USGS,1.509634,1.964966,,1.442184,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,inferred,9.0,0.3,0.875,116.0264,1.4737,0.251973
MZOBS_8,Rudbar (Intensity IX),36.806,49.414,macroseismic,Stations_USGS,1.509634,1.964966,,1.442184,0.8059,1.0131,,1.0822,,,,,,,,,,,,,900.0,inferred,9.0,0.3,0.875,116.0264,1.4737,0.251973
OBS_3,Marlik,36.842,49.522,macroseismic,Stations_USGS,1.105952,1.487929,,0.969632,0.8059,1.0131,,1.0822,,,,,,,,,,,,,514.46,inferred,8.5,0.3,0.875,80.5989,1.4737,0.171886
MZOBS_9,Abbar (Intensity IX),36.895,48.997,macroseismic,Stations_USGS,1.105952,1.487929,,0.969632,0.8059,1.0131,,1.0822,,,,,,,,,,,,,631.67,inferred,8.5,0.3,0.875,80.5989,1.4737,0.171886
MZOBS_7,Loshan (Intensity VIII),36.6294,49.5186,macroseismic,Stations_USGS,0.673163,1.022113,,0.730333,0.8059,1.0131,,1.0822,,,,,,,,,,,,,471.28,inferred,8.0,0.3,0.875,55.9888,1.4737,0.133172
OBS_6,Sefid Rud Dam,36.73,49.367,macroseismic,Stations_USGS,0.560834,0.828108,,0.453813,0.8059,1.0131,,1.0822,,,,,,,,,,,,,403.95,inferred,7.5,0.3,0.875,38.8932,1.4737,0.083164
OBS_7,Lowshan,36.626,49.514,macroseismic,Stations_USGS,0.490281,0.771598,,0.492792,0.8059,1.0131,,1.0822,,,,,,,,,,,,,475.51,inferred,7.5,0.3,0.875,38.8932,1.4737,0.09121
1360,Manjil,36.76,49.39,seismic,Stations_USGS,0.44669,,,,0.0,,,,,,,,,,,,,,,,900.0,inferred,5.6,0.63,0.0,9.37,,
TAFRESH,TAFRESH,34.69,50.02,seismic,Stations_USGS,0.220296,,,,0.0,,,,,,,,,,,,,,,,473.3,inferred,,,,,,
ABH,Abhar,36.15,49.225,seismic,Stations_USGS,0.209184,0.909184,,0.256122,0.0,0.0,,0.0,,,,,,,,,,,,,345.86,inferred,,,0.0,55.4,0.0,0.569388
MZOBS_1,Ghazvin (Intensity VII),36.2667,50.0,macroseismic,Stations_USGS,0.205242,0.388254,,0.259403,0.8059,1.0131,,1.0822,,,,,,,,,,,,,286.44,inferred,6.5,0.3,0.875,18.768,1.4737,0.050344
MZOBS_4,Lahijan (Intensity VII),37.206,50.007,macroseismic,Stations_USGS,0.19833,0.381324,,0.264907,0.8059,1.0131,,1.0822,,,,,,,,,,,,,255.58,inferred,6.5,0.3,0.875,18.768,1.4737,0.051542
MZOBS_3,Rudsar (Intensity VII),37.141,50.283,macroseismic,Stations_USGS,0.193208,0.376114,,0.26919,0.8059,1.0131,,1.0822,,,,,,,,,,,,,241.62,inferred,6.5,0.3,0.875,18.768,1.4737,0.052477
MZOBS_2,Abhar (Intensity VII),36.25,49.3667,macroseismic,Stations_USGS,0.191793,0.374664,,0.270406,0.8059,1.0131,,1.0822,,,,,,,,,,,,,583.3,inferred,6.5,0.3,0.875,18.768,1.4737,0.052743
QAZ,Qazvin,36.24,50.02,seismic,Stations_USGS,0.183673,0.785714,,0.109184,0.0,0.0,,0.0,,,,,,,,,,,,,276.17,inferred,6.2,0.63,0.0,15.6,0.0,0.035918
OBS_8,Fuman,37.223,49.313,macroseismic,Stations_USGS,0.161494,0.305248,,0.166934,0.8059,1.0131,,1.0822,,,,,,,,,,,,,280.8,inferred,6.0,0.3,0.875,13.0374,1.4737,0.032698
OBS_14,Qazvin,36.263,50.006,macroseismic,Stations_USGS,0.149919,0.293544,,0.17472,0.8059,1.0131,,1.0822,,,,,,,,,,,,,286.44,inferred,6.0,0.3,0.875,13.0374,1.4737,0.034412
OBS_9,Rasht,37.273,49.604,macroseismic,Stations_USGS,0.148516,0.292096,,0.17573,0.8059,1.0131,,1.0822,,,,,,,,,,,,,224.68,inferred,6.0,0.3,0.875,13.0374,1.4737,0.034635
OBS_11,Lahijan,37.21,49.999,macroseismic,Stations_USGS,0.145183,0.288632,,0.178191,0.8059,1.0131,,1.0822,,,,,,,,,,,,,255.58,inferred,6.0,0.3,0.875,13.0374,1.4737,0.035179
MZOBS_13,Robat-Karim (Intensity VII),35.4667,51.0833,macroseismic,Stations_USGS,0.144738,0.323127,,0.321325,0.8059,1.0131,,1.0822,,,,,,,,,,,,,305.96,inferred,6.5,0.3,0.875,18.768,1.4737,0.063994
OBS_10,Astaneh,37.261,49.954,macroseismic,Stations_USGS,0.142593,0.285913,,0.180168,0.8059,1.0131,,1.0822,,,,,,,,,,,,,180.0,inferred,6.0,0.3,0.875,13.0374,1.4737,0.035617
OBS_12,Langrud,37.196,50.154,macroseismic,Stations_USGS,0.142015,0.285302,,0.180618,0.8059,1.0131,,1.0822,,,,,,,,,,,,,230.85,inferred,6.0,0.3,0.875,13.0374,1.4737,0.035716
OBS_13,Rudsar,37.135,50.286,macroseismic,Stations_USGS,0.141779,0.285054,,0.180801,0.8059,1.0131,,1.0822,,,,,,,,,,,,,232.11,inferred,6.0,0.3,0.875,13.0374,1.4737,0.035757
TON,Tonekabun,36.81,50.78,seismic,Stations_USGS,0.136735,0.270408,,0.247959,0.0,0.0,,0.0,,,,,,,,,,,,,845.02,inferred,6.6,0.63,0.0,19.5,0.0,0.051837
ZANJAN,ZANJAN,36.67,48.48,seismic,Stations_USGS,0.135056,,,,0.0,,,,,,,,,,,,,,,,386.11,inferred,,,,,,
GCR,Gachsar,36.11,51.3,seismic,Stations_USGS,0.105102,0.269388,,0.033469,0.0,0.0,,0.0,,,,,,,,,,,,,900.0,inferred,4.5,0.63,0.0,4.08,0.0,0.007561
MZOBS_11,Zanjan (Intensity VI),36.6667,48.4333,macroseismic,Stations_USGS,0.104112,0.216118,,0.121384,0.8059,1.0131,,1.0822,,,,,,,,,,,,,401.55,inferred,5.5,0.3,0.875,9.0565,1.4737,0.024353
MZOBS_19,Eshtehard (Intensity VI),35.721,50.366,macroseismic,Stations_USGS,0.086741,0.196343,,0.135753,0.8059,1.0131,,1.0822,,,,,,,,,,,,,318.77,inferred,5.5,0.3,0.875,9.0565,1.4737,0.027606
MZOBS_14,Karaj (Intensity VI),35.831,50.987,macroseismic,Stations_USGS,0.082762,0.191555,,0.139717,0.8059,1.0131,,1.0822,,,,,,,,,,,,,505.71,inferred,5.5,0.3,0.875,9.0565,1.4737,0.028511
MZOBS_17,Ardebil (Intensity V),38.25,48.2833,macroseismic,Stations_USGS,0.058815,0.116096,,0.095704,0.8059,1.0131,,1.0822,,,,,,,,,,,,,260.37,inferred,5.0,0.3,0.875,6.2912,1.4737,0.01986
MZOBS_10,Kahrizak (Intensity V),35.5175,51.3597,macroseismic,Stations_USGS,0.055835,0.108575,,0.098804,0.8059,1.0131,,1.0822,,,,,,,,,,,,,250.51,inferred,5.0,0.3,0.875,6.2912,1.4737,0.020582
MZOBS_12,Tehran (Chizar) (Intensity V),35.797,51.453,macroseismic,Stations_USGS,0.041762,0.056426,,0.06559,0.8059,1.0131,,1.0822,,,,,,,,,,,,,524.71,inferred,4.5,0.3,0.875,4.3703,1.4737,0.013841
MZOBS_15,Ghom (Intensity V),34.64,50.8764,macroseismic,Stations_USGS,0.037824,0.049897,,0.069543,0.8059,1.0131,,1.0822,,,,,,,,,,,,,241.85,inferred,4.5,0.3,0.875,4.3703,1.4737,0.01478
MZOBS_18,Tabriz (Intensity V),38.0833,46.2833,macroseismic,Stations_USGS,0.035598,0.04829,,0.070635,0.8059,1.0131,,1.0822,,,,,,,,,,,,,361.07,inferred,4.5,0.3,0.875,4.3703,1.4737,0.01504
KUSHKENOSRAT,KUSHKENOSRAT,35.11,50.9,seismic,Stations_USGS,0.028512,,,,0.0,,,,,,,,,,,,,,,,479.23,inferred,,,,,,
MZOBS_16,Urumieh (Intensity IV),37.533,45.0833,macroseismic,Stations_USGS,0.015784,0.023522,,0.048358,0.8059,1.0131,,1.0822,,,,,,,,,,,,,274.46,inferred,4.0,0.3,0.875,2.6996,1.4737,0.01047
