STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,VS30,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE
TNLP,TONALAPA DEL SUR,18.095563,-99.560805,seismic,Stations_UNAM,ROCA,0.0672495413,0.1524991847,0.0653177016,0.0358454174,0.0,0.0,0.0,0.0,0.0524924567,0.0879730861,0.0478645577,0.0267964925,0.0672495413,0.1524991847,0.0653177016,0.0358454174,0.0639245668,0.079899217,0.0546157998,0.0226661722,,,,,,,,
OXTO,INSTITUTO TECNOLOGICO DE OAXACA,17.078389,-96.744158,seismic,Stations_UNAM,SUELO ALUVIAL,0.0663501529,0.1605045189,0.276101613,0.0543733613,0.0,0.0,0.0,0.0,0.0526,0.0962843574,0.1459310212,0.0344983244,0.0663501529,0.1605045189,0.276101613,0.0543733613,0.0258987768,0.0851815586,0.0237468933,0.0122166027,,,,,,,,
OXAE,OAXACA AEROPUERTO,17.001551,-96.721608,seismic,Stations_UNAM,SUELO BLANDO,0.0648583078,0.2318484787,0.149650019,0.081184006,0.0,0.0,0.0,0.0,0.0648583078,0.1393229701,0.1008716448,0.0744522166,0.0626592253,0.2318484787,0.149650019,0.081184006,0.0210986748,0.0549706677,0.0251063928,0.0178290019,,,,,,,,
TACY,TACUBAYA,19.404505,-99.195246,seismic,Stations_UNAM,SUELO DURO,0.0635872579,0.1706844526,0.1300793775,0.0849394546,0.0,0.0,0.0,0.0,0.0595608563,0.1669799702,0.1179588238,0.0743506717,0.0635872579,0.1706844526,0.1300793775,0.0849394546,0.0352883792,0.1607611618,0.0473843164,0.0436425872,,,,,,,,
OXPM,ESCUELA PRIMARIA MUGICA,17.061391,-96.716899,seismic,Stations_UNAM,SUELO,0.0633214067,0.1927044057,0.0421040993,0.031043381,0.0,0.0,0.0,0.0,0.0632547401,0.1608205223,0.032351496,0.0165225123,0.0633214067,0.1927044057,0.0421040993,0.031043381,0.0240228338,0.0457138316,0.0194500385,0.0172994804,,,,,,,,
ACAD,ACAPULCO ESCUELA DIANA,16.86225,-99.87147,seismic,Stations_UNAM,LIMO ARENOSO,0.0619978593,0.1479485778,0.0251625598,0.0102256566,0.0,0.0,0.0,0.0,0.0469350663,0.1419674069,0.0167674158,0.0083410694,0.0619978593,0.1479485778,0.0251625598,0.0102256566,0.0220334353,0.0251002531,0.0133661234,0.0115335068,,,,,,,,
CUP5,IDEI PATIO 5,19.33024,-99.181076,seismic,Stations_UNAM,ROCA BASALTICA,0.0599777778,0.1962297681,0.1013594783,0.1415211295,0.0,0.0,0.0,0.0,0.0564313965,0.1962297681,0.0999560452,0.1415211295,0.0599777778,0.1309634523,0.1013594783,0.1130801827,0.0346302752,0.0751725626,0.0571473427,0.0829778512,,,,,,,,
ACAC,ACAPULCO CENTRO CULTURAL,16.84851,-99.85157,seismic,Stations_UNAM,ARENA - LIMO - ARCILLA,0.0598770642,0.2047907052,0.1864603309,0.0237746777,0.0,0.0,0.0,0.0,0.0598770642,0.2047907052,0.1864603309,0.0237007377,0.0431576962,0.1021303582,0.1029516134,0.0237746777,0.0261074414,0.0502438166,0.0238739956,0.0101576693,,,,,,,,
OXPC,OAXACA PROTECCION CIVIL,17.051219,-96.722974,seismic,Stations_UNAM,SUELO BLANDO,0.0579991845,0.1253738496,0.1131363498,0.0606401211,0.0,0.0,0.0,0.0,0.0445282365,0.0854936621,0.1131363498,0.0606401211,0.0579991845,0.1253738496,0.113128463,0.0544615118,0.0277621814,0.0576478007,0.0244868551,0.0113798579,,,,,,,,
COMD,LA COMUNIDAD,18.122359,-100.523804,seismic,Stations_UNAM,ROCA,0.0555729867,0.0541421834,0.0327943383,0.0129105732,0.0,0.0,0.0,0.0,0.0522577982,0.0541421834,0.0221181094,0.0127706259,0.0555729867,0.0537731082,0.0327943383,0.0129105732,0.0381321101,0.0403049941,0.0170388444,0.0108751387,,,,,,,,
OXAL,ALAMEDA DE LEON,17.06148,-96.726042,seismic,Stations_UNAM,SUELO,0.0523240571,0.0901197451,0.0290897574,0.0263517035,0.0,0.0,0.0,0.0,0.0523240571,0.0901197451,0.0221656533,0.0175461104,0.0440795107,0.0744712642,0.0290897574,0.0263517035,0.0162970438,0.0477205815,0.0214761787,0.0158063674,,,,,,,,
ACAZ,ACAPULCO LA ZANJA,16.788528,-99.790152,seismic,Stations_UNAM,DEPOSITO BARRA,0.045708053,0.0856003933,0.0411205013,0.0976552007,0.0,0.0,0.0,0.0,0.0382344546,0.070353547,0.0411205013,0.0976552007,0.045708053,0.0856003933,0.034846639,0.0853581744,0.0308434251,0.0447223748,0.0209105112,0.0156224216,,,,,,,,
LMPP,LOMAS DEL MARMOL  PUEBLA,19.00147,-98.18227,seismic,Stations_UNAM,ROCA,0.0405485219,0.0759458341,0.0647634484,0.0309543252,0.0,0.0,0.0,0.0,0.0405485219,0.0759458341,0.0484219868,0.0216580905,0.0353235474,0.0750908412,0.0647634484,0.0309543252,0.0250843017,0.0715673794,0.0494299464,0.0306085327,,,,,,,,
VIGA,LAS VIGAS,16.758703,-99.233268,seismic,Stations_UNAM,ROCA,0.0373502548,0.037711114,0.0162008245,0.0078817371,0.0,0.0,0.0,0.0,0.0319094801,0.037711114,0.0162008245,0.0072163548,0.0373502548,0.037227272,0.013815105,0.0078817371,0.0148455657,0.0213329358,0.009357002,0.0073416038,,,,,,,,
POZU,POZUELOS,17.09008,-99.59754,seismic,Stations_UNAM,GRANITE,0.0369876656,0.0476571401,0.0220261385,0.011378357,0.0,0.0,0.0,0.0,0.0353185525,0.0476571401,0.0200066041,0.011378357,0.0369876656,0.0451336343,0.0220261385,0.008578383,0.0334383282,0.0327576906,0.0114424416,0.0074881968,,,,,,,,
ACAR,ACAPULCO RENACIMIENTO,16.888789,-99.835027,seismic,Stations_UNAM,ALUVIAL,0.0363883792,0.1737367452,0.0330270098,0.0103822738,0.0,0.0,0.0,0.0,0.0333944954,0.1662483261,0.0218241735,0.0078357602,0.0363883792,0.1737367452,0.0330270098,0.0103822738,0.0303109072,0.0459141436,0.0121365685,0.0156836502,,,,,,,,
ACP2,ACAPULCO PREPARATORIA No. 2,16.874294,-99.886505,seismic,Stations_UNAM,ROCA,0.0360510703,0.0812742801,0.0246603455,0.0087513165,0.0,0.0,0.0,0.0,0.0360510703,0.0812742801,0.0231460641,0.0062683606,0.0329159021,0.0684178461,0.0246603455,0.0087513165,0.0180640163,0.0286018193,0.0135451222,0.0088042026,,,,,,,,
OXLC,LAS CANTERAS,17.065039,-96.703157,seismic,Stations_UNAM,ROCA CANTERA,0.0229514781,0.0918519132,0.0370201085,0.049801443,0.0,0.0,0.0,0.0,0.0229514781,0.0757816084,0.0275312497,0.0201111238,0.0221716616,0.0918519132,0.0370201085,0.049801443,0.0122807339,0.0445445231,0.0148265037,0.0159834223,,,,,,,,
AGCA,AGUACALIENTE,16.83733,-99.64526,seismic,Stations_UNAM,ROCA,0.0210815494,0.0376743882,0.0181844371,0.0131037762,0.0,0.0,0.0,0.0,0.0210815494,0.0322816199,0.0181844371,0.0131037762,0.0183124363,0.0376743882,0.0140972441,0.0102440209,0.0189275229,0.0220938408,0.0115015134,0.0076840734,,,,,,,,
ATYC,ATOYAC,17.213361,-100.432269,seismic,Stations_UNAM,ROCA,0.0190381244,0.0310115635,0.0173859136,0.0089247666,0.0,0.0,0.0,0.0,0.0146991845,0.0310115635,0.0173859136,0.0089247666,0.0190381244,0.0210658614,0.0137154849,0.0077802451,0.0170133537,0.0232565771,0.0110480388,0.0092991753,,,,,,,,
COYC,COYUCA,16.997788,-100.089963,seismic,Stations_UNAM,ROCA,0.0187130479,0.023510784,0.0110812101,0.0097757217,0.0,0.0,0.0,0.0,0.0171761468,0.023510784,0.0110812101,0.0068568069,0.0187130479,0.0174056871,0.0081088706,0.0097757217,0.0112197757,0.0136890071,0.010121178,0.0096410881,,,,,,,,
OCLL,OCOTILLO,17.036585,-99.878515,seismic,Stations_UNAM,ROCA,0.0184953109,0.0406185163,0.0187324296,0.0105013543,0.0,0.0,0.0,0.0,0.0184953109,0.0278554052,0.0187324296,0.00628723,0.0171874618,0.0406185163,0.017636073,0.0105013543,0.0217244648,0.0188843316,0.0166976413,0.0140046508,,,,,,,,
SNJE,SAN JERONIMO,18.535047,-101.323693,seismic,Stations_UNAM,ROCA,0.018495107,0.0326331344,0.013380849,0.0108218284,0.0,0.0,0.0,0.0,0.018495107,0.0326331344,0.0132553489,0.0108218284,0.0173138634,0.0250008795,0.013380849,0.0051213709,0.0118266055,0.0287857871,0.0128874336,0.0069596929,,,,,,,,
OXBJ,ESCUELA PRIMARIA BENITO JUAREZ,17.067337,-96.723804,seismic,Stations_UNAM,ROCA,0.0184558614,0.0555374096,0.0263194236,0.0264053122,0.0,0.0,0.0,0.0,0.017561366,0.0518184649,0.0183110955,0.0144884676,0.0184558614,0.0555374096,0.0263194236,0.0264053122,0.0140586137,0.0353728552,0.0149002196,0.0127729429,,,,,,,,
JAMI,JAMILTEPEC,16.284353,-97.820692,seismic,Stations_UNAM,ROCA,0.0177793068,0.017742594,0.0138241754,0.0111614318,0.0,0.0,0.0,0.0,0.0177793068,0.017742594,0.0132679363,0.0090019448,0.0136876656,0.0153464242,0.0138241754,0.0111614318,0.0148912334,0.0173058825,0.0136937053,0.0065653154,,,,,,,,
SODO,SOLEDAD DE DOBLADO,19.044324,-96.414773,seismic,Stations_UNAM,ALUVIAL,0.017158002,0.0352254137,0.0343345344,0.0249101064,0.0,0.0,0.0,0.0,0.0142577982,0.0303512632,0.0343345344,0.0224865611,0.017158002,0.0352254137,0.0320111377,0.0249101064,0.0124942915,0.0294141101,0.0269407328,0.0166806678,,,,,,,,
NITA,NUEVA ITALIA,19.020738,-102.085089,seismic,Stations_UNAM,ROCA,0.0140160041,0.034973163,0.0407672829,0.0233237357,0.0,0.0,0.0,0.0,0.0140160041,0.034973163,0.0361167246,0.0233237357,0.013338736,0.0230272688,0.0407672829,0.0144842882,0.0096126402,0.0229511944,0.0135549328,0.0073465202,,,,,,,,
SMLC,SAN MARTIN LOS CANSECO,16.654971,-96.729233,seismic,Stations_UNAM,ROCA,0.0131396534,0.0236980037,0.028722542,0.0169732064,0.0,0.0,0.0,0.0,0.0131396534,0.0202318413,0.0237998371,0.0169732064,0.0087270133,0.0236980037,0.028722542,0.0167584137,0.0086107034,0.0155167613,0.013888224,0.0137663684,,,,,,,,
SLU2,SAN LUIS DE LA LOMA 2,17.280802,-100.935496,seismic,Stations_UNAM,ROCA,0.0122217125,0.0146363152,0.0104188399,0.0064804948,0.0,0.0,0.0,0.0,0.0122217125,0.0144211101,0.0086251792,0.0064804948,0.011795107,0.0146363152,0.0104188399,0.0053736433,0.010354842,0.0118885273,0.0064440376,0.0048514414,,,,,,,,
OZST,ORIZABA ESCUELA SECUNDARIA TECNICA NUM. 84,18.860758,-97.094119,seismic,Stations_UNAM,SUELO BLANDO,0.0116398573,0.0221817864,0.0199017849,0.0287559849,0.0,0.0,0.0,0.0,0.0116398573,0.0221817864,0.0189263737,0.0287559849,0.0104552497,0.0158707798,0.0199017849,0.020383355,0.0072985729,0.0176922318,0.0241116415,0.0072038485,,,,,,,,
COPL,COPALA,16.61081,-98.98399,seismic,Stations_UNAM,ROCA,0.0109258919,0.0217338319,0.0179704496,0.0153084423,0.0,0.0,0.0,0.0,0.0107004077,0.0217338319,0.0179704496,0.0109984057,0.0109258919,0.0212740425,0.0159303565,0.0153084423,0.0064277268,0.0180801238,0.0119659537,0.0108707399,,,,,,,,
VNTA,LA VENTA,16.91426,-99.81885,seismic,Stations_UNAM,ROCA,0.0108427115,0.0221548802,0.0245759482,0.011312528,0.0,0.0,0.0,0.0,0.0104885831,0.0191584797,0.0104559319,0.011312528,0.0108427115,0.0221548802,0.0245759482,0.0111274706,0.0130961264,0.0129368684,0.009455699,0.0094054582,,,,,,,,
PET2,PETATLAN II,17.535396,-101.262608,seismic,Stations_UNAM,ROCA,0.0102460754,0.0220549969,0.0086628311,0.0068039958,0.0,0.0,0.0,0.0,0.0100270133,0.0203037588,0.0086628311,0.0068039958,0.0102460754,0.0220549969,0.0084691077,0.0055495881,0.0072803262,0.0132053199,0.0061025646,0.0046477393,,,,,,,,
OXJM,JALAPA DEL MARQUES,16.445191,-95.444705,seismic,Stations_UNAM,ROCA,0.0101986748,0.0242078754,0.0341187423,0.0215321372,0.0,0.0,0.0,0.0,0.0101986748,0.0242078754,0.0235014214,0.0215321372,0.0101091743,0.0226262044,0.0341187423,0.0201500682,0.00547737,0.0117790416,0.0135115931,0.0095878308,,,,,,,,
CANA,LAS CANAS,18.567007,-101.977162,seismic,Stations_UNAM,ROCA,0.0094139653,0.0199186704,0.0109382425,0.0068292176,0.0,0.0,0.0,0.0,0.0093215087,0.0199186704,0.0109382425,0.0068292176,0.0094139653,0.0152724467,0.0082008091,0.0055263727,0.0080249745,0.0158209156,0.0124060072,0.0098943319,,,,,,,,
NUX2,NUXCO 2,17.216711,-100.79117,seismic,Stations_UNAM,ROCA,0.0092266055,0.0126662416,0.0081185207,0.0062013608,0.0,0.0,0.0,0.0,0.0066181448,0.012064781,0.0081185207,0.0062013608,0.0092266055,0.0126662416,0.0080297833,0.0059506058,0.0060438328,0.010003717,0.0058413229,0.0045074799,,,,,,,,
XALA,XALAPA,19.529875,-96.901973,seismic,Stations_UNAM,Basalto,0.0084846075,0.0183113315,0.0288737277,0.0168384599,0.0,0.0,0.0,0.0,0.0084846075,0.0180763898,0.0288737277,0.0168384599,0.0084669725,0.0183113315,0.0286152374,0.0107535,0.0058121305,0.0150812159,0.0121838144,0.0110907087,,,,,,,,
HUAM,HUAMELULA,16.031121,-95.670297,seismic,Stations_UNAM,ROCA,0.0077692151,0.0321710498,0.0102910239,0.0057322344,0.0,0.0,0.0,0.0,0.0059814475,0.0262984166,0.0102910239,0.0057322344,0.0077692151,0.0321710498,0.0062839771,0.0053819437,0.0037176351,0.0116567931,0.0053459375,0.004726166,,,,,,,,
TAMA,TAMAZULAPAN,16.26116,-96.57529,seismic,Stations_UNAM,ROCA,0.007670948,0.0225674177,0.0101187562,0.011761566,0.0,0.0,0.0,0.0,0.0072095821,0.0200574909,0.0101187562,0.0113693669,0.007670948,0.0225674177,0.0099546535,0.011761566,0.0058857288,0.0139457854,0.0148840203,0.0117631084,,,,,,,,
SUCH,EL SUCHIL,17.226169,-100.638345,seismic,Stations_UNAM,ROCA,0.0067743119,0.0145654103,0.0098573906,0.0083793479,0.0,0.0,0.0,0.0,0.0067489297,0.0145654103,0.0071633911,0.0083793479,0.0067743119,0.0141665614,0.0098573906,0.0055273453,0.0058216106,0.0109896452,0.0123954694,0.0071377614,,,,,,,,
UNIO,LA UNION,17.98762,-101.810623,seismic,Stations_UNAM,ROCA,0.0062176351,0.0177484611,0.0111395839,0.0071416642,0.0,0.0,0.0,0.0,0.0051346585,0.013794659,0.0111395839,0.0071416642,0.0062176351,0.0177484611,0.0065575641,0.004457273,0.0048482161,0.0164123246,0.009061721,0.0055331179,,,,,,,,
URUA,URUAPAN,19.421758,-102.074059,seismic,Stations_UNAM,ROCA,0.0061766565,0.0095753136,0.0189498465,0.0156045734,0.0,0.0,0.0,0.0,0.0061766565,0.0095753136,0.0189498465,0.01166487,0.0048310907,0.0095556014,0.0137633484,0.0156045734,0.0026097859,0.0063189426,0.0073220429,0.0034282962,,,,,,,,
NILT,NILTEPEC,16.565153,-94.616947,seismic,Stations_UNAM,ROCA,0.0060972477,0.0086484965,0.0052071841,0.0040087413,0.0,0.0,0.0,0.0,0.0060972477,0.0086484965,0.0052071841,0.0040087413,0.0050173293,0.0044522341,0.0045193763,0.0037612424,0.0019256881,0.0037397666,0.003333633,0.0037677398,,,,,,,,
LANE,LAS NEGRAS,15.947684,-97.187204,seismic,Stations_UNAM,ROCA SEDIMENTARIA,0.005941896,0.0203756547,0.0127024021,0.0092116067,0.0,0.0,0.0,0.0,0.0052882773,0.0118643196,0.0072861466,0.0091293504,0.005941896,0.0203756547,0.0127024021,0.0092116067,0.0035023445,0.0073497383,0.0077513419,0.0078832612,,,,,,,,
MIHL,MINATITLAN ESCUELA HIJAS DE LERDO,17.988778,-94.54387,seismic,Stations_UNAM,BLANDO,0.0053081549,0.0181348474,0.0105613025,0.0113497221,0.0,0.0,0.0,0.0,0.0045587156,0.0181348474,0.0105613025,0.0113497221,0.0053081549,0.0131327207,0.010202665,0.0099335768,0.0027600408,0.0054633512,0.0067899611,0.0054820193,,,,,,,,
PANG,PUERTO ANGEL,15.666837,-96.490506,seismic,Stations_UNAM,ROCA SEDIMENTARIA,0.0047779817,0.0063394507,0.0048222633,0.0051238948,0.0,0.0,0.0,0.0,0.0037510703,0.0063394507,0.0048222633,0.0049909557,0.0047779817,0.0054671772,0.0043014129,0.0051238948,0.0033816514,0.0049380364,0.0052835623,0.0037489188,,,,,,,,
SLPA,SAN LUCAS PATHE,19.928698,-99.833027,seismic,Stations_UNAM,ROCA,0.0045754332,0.0091667972,0.0085316161,0.0089581483,0.0,0.0,0.0,0.0,0.0045754332,0.0091667972,0.0085316161,0.0064871318,0.0039902141,0.0088117523,0.0082079609,0.0089581483,0.0032943935,0.006252543,0.0072795479,0.0078099519,,,,,,,,
ACAM,ACAMBARO,20.043186,-100.716777,seismic,Stations_UNAM,ROCA,0.0045655454,0.0053172701,0.0067064194,0.0087327433,0.0,0.0,0.0,0.0,0.0037024465,0.0053172701,0.0067064194,0.0070432839,0.0045655454,0.005144768,0.0065102617,0.0087327433,0.0022285423,0.003373175,0.0060292778,0.0040340932,,,,,,,,
SCRU,SALINA CRUZ,16.187519,-95.209239,seismic,Stations_UNAM,ROCA,0.004256473,0.0115236864,0.0090817672,0.013473876,0.0,0.0,0.0,0.0,0.004256473,0.0085614358,0.0069782483,0.013473876,0.0031379205,0.0115236864,0.0090817672,0.0073981796,0.0022949032,0.0068030099,0.0036880533,0.0067617815,,,,,,,,
SJAL,SAN JUAN DE ALIMA,18.585371,-103.670344,seismic,Stations_UNAM,ROCA,0.0035819572,0.0047924999,0.0036590569,0.0026486465,0.0,0.0,0.0,0.0,0.003188685,0.0047924999,0.0036590569,0.0026486465,0.0035819572,0.0045440004,0.0030475769,0.0022456657,0.0013609582,0.0024001901,0.0034196047,0.002988913,,,,,,,,
COMA,COMALA,19.325266,-103.760813,seismic,Stations_UNAM,ROCA,0.002277472,0.0060982041,0.0069299802,0.0086690126,0.0,0.0,0.0,0.0,0.002277472,0.004995939,0.0069299802,0.0086690126,0.0019553517,0.0060982041,0.0065488687,0.0070292773,0.0014342508,0.0022301487,0.0035167474,0.0057280756,,,,,,,,
CHPA,PREPARATORIA ARRIAGA,16.247374,-93.912575,seismic,Stations_UNAM,?,0.0021788991,0.005013637,0.0024866926,0.0029214378,0.0,0.0,0.0,0.0,0.0021788991,0.005013637,0.0024866926,0.0029214378,0.0014706422,0.0018954847,0.001710906,0.0019087511,0.0021424057,0.0025682146,0.0018805599,0.0020141298,,,,,,,,
CDGU,CIUDAD GUZMAN,19.699521,-103.447815,seismic,Stations_UNAM,ROCA,0.0021557594,0.0063346696,0.0039208912,0.0021578408,0.0,0.0,0.0,0.0,0.0021557594,0.0063346696,0.0035331429,0.0019418134,0.0018395515,0.0047540437,0.0039208912,0.0021578408,0.0009704383,0.0017247083,0.00229431,0.0016929158,,,,,,,,
COLL,COLIMILLA,19.190906,-104.680633,seismic,Stations_UNAM,ROCA,0.0014171254,0.0034978909,0.0023826893,0.0022332374,0.0,0.0,0.0,0.0,0.0013987768,0.0034978909,0.0023826893,0.0022332374,0.0014171254,0.0025100527,0.0014607547,0.0012639627,0.0009388379,0.0010627768,0.0010653631,0.001481298,,,,,,,,
