STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V
NITA,NUEVA ITALIA,19.020738,-102.085089,seismic,Stations_UNAM,ROCA,0.0140160041,0.034973163,0.0407672829,0.0233237357,0,0,0,0,0.0140160041,0.034973163,0.0361167246,0.0233237357,0.013338736,0.0230272688,0.0407672829,0.0144842882,0.0096126402,0.0229511944,0.0135549328,0.0073465202
NUX2,NUXCO 2,17.216711,-100.79117,seismic,Stations_UNAM,ROCA,0.0092266055,0.0126662416,0.0081185207,0.0062013608,0,0,0,0,0.0066181448,0.012064781,0.0081185207,0.0062013608,0.0092266055,0.0126662416,0.0080297833,0.0059506058,0.0060438328,0.010003717,0.0058413229,0.0045074799
OAXM,OAXACA FACULTAD DE MEDICINA,17.082872,-96.718744,seismic,Stations_UNAM,ALUVIAL,0.0717316004,0.2332001639,0.0453541335,0.0294822397,0,0,0,0,0.0563889908,0.1714747243,0.0446063292,0.0294822397,0.0717316004,0.2332001639,0.0453541335,0.0265761947,0.0349957187,0.0625472863,0.0258715074,0.0223604502
OCLL,OCOTILLO,17.036585,-99.878515,seismic,Stations_UNAM,ROCA,0.0184953109,0.0406185163,0.0187324296,0.0105013543,0,0,0,0,0.0184953109,0.0278554052,0.0187324296,0.00628723,0.0171874618,0.0406185163,0.017636073,0.0105013543,0.0217244648,0.0188843316,0.0166976413,0.0140046508
OXAE,OAXACA AEROPUERTO,17.001551,-96.721608,seismic,Stations_UNAM,SUELO BLANDO,0.0648583078,0.2318484787,0.149650019,0.081184006,0,0,0,0,0.0648583078,0.1393229701,0.1008716448,0.0744522166,0.0626592253,0.2318484787,0.149650019,0.081184006,0.0210986748,0.0549706677,0.0251063928,0.0178290019
OXAL,ALAMEDA DE LEON,17.06148,-96.726042,seismic,Stations_UNAM,SUELO,0.0523240571,0.0901197451,0.0290897574,0.0263517035,0,0,0,0,0.0523240571,0.0901197451,0.0221656533,0.0175461104,0.0440795107,0.0744712642,0.0290897574,0.0263517035,0.0162970438,0.0477205815,0.0214761787,0.0158063674
OXBJ,ESCUELA PRIMARIA BENITO JUAREZ,17.067337,-96.723804,seismic,Stations_UNAM,ROCA,0.0184558614,0.0555374096,0.0263194236,0.0264053122,0,0,0,0,0.017561366,0.0518184649,0.0183110955,0.0144884676,0.0184558614,0.0555374096,0.0263194236,0.0264053122,0.0140586137,0.0353728552,0.0149002196,0.0127729429
OXCU,OAXACA CIUDAD UNIVERSITARIA,17.048881,-96.713269,seismic,Stations_UNAM,ARCILLA,0.0993859327,0.3567742167,0.1100945154,0.0591861696,0,0,0,0,0.0993859327,0.3567742167,0.0940144915,0.0249387256,0.0694472987,0.2271733318,0.1100945154,0.0591861696,0.0280392457,0.0511688389,0.0232270478,0.0193839315
OXJM,JALAPA DEL MARQUES,16.445191,-95.444705,seismic,Stations_UNAM,ROCA,0.0101986748,0.0242078754,0.0341187423,0.0215321372,0,0,0,0,0.0101986748,0.0242078754,0.0235014214,0.0215321372,0.0101091743,0.0226262044,0.0341187423,0.0201500682,0.00547737,0.0117790416,0.0135115931,0.0095878308
OXLC,LAS CANTERAS,17.065039,-96.703157,seismic,Stations_UNAM,ROCA CANTERA,0.0229514781,0.0918519132,0.0370201085,0.049801443,0,0,0,0,0.0229514781,0.0757816084,0.0275312497,0.0201111238,0.0221716616,0.0918519132,0.0370201085,0.049801443,0.0122807339,0.0445445231,0.0148265037,0.0159834223
OXPC,OAXACA PROTECCION CIVIL,17.051219,-96.722974,seismic,Stations_UNAM,SUELO BLANDO,0.0579991845,0.1253738496,0.1131363498,0.0606401211,0,0,0,0,0.0445282365,0.0854936621,0.1131363498,0.0606401211,0.0579991845,0.1253738496,0.113128463,0.0544615118,0.0277621814,0.0576478007,0.0244868551,0.0113798579
OXPM,ESCUELA PRIMARIA MUGICA,17.061391,-96.716899,seismic,Stations_UNAM,SUELO,0.0633214067,0.1927044057,0.0421040993,0.031043381,0,0,0,0,0.0632547401,0.1608205223,0.032351496,0.0165225123,0.0633214067,0.1927044057,0.0421040993,0.031043381,0.0240228338,0.0457138316,0.0194500385,0.0172994804
OXTO,INSTITUTO TECNOLOGICO DE OAXACA,17.078389,-96.744158,seismic,Stations_UNAM,SUELO ALUVIAL,0.0663501529,0.1605045189,0.276101613,0.0543733613,0,0,0,0,0.0526,0.0962843574,0.1459310212,0.0344983244,0.0663501529,0.1605045189,0.276101613,0.0543733613,0.0258987768,0.0851815586,0.0237468933,0.0122166027
OXXO,XOXOCOTLAN,17.026234,-96.726179,seismic,Stations_UNAM,?,0.0810641182,0.2558852984,0.1351461864,0.0454653728,0,0,0,0,0.0700365953,0.2558852984,0.0955729488,0.0325385385,0.0810641182,0.2403611537,0.1351461864,0.0454653728,0.0315732926,0.0821062989,0.0319051462,0.01790996
OZST,ORIZABA ESCUELA SECUNDARIA TECNICA NUM. 84,18.860758,-97.094119,seismic,Stations_UNAM,SUELO BLANDO,0.0116398573,0.0221817864,0.0199017849,0.0287559849,0,0,0,0,0.0116398573,0.0221817864,0.0189263737,0.0287559849,0.0104552497,0.0158707798,0.0199017849,0.020383355,0.0072985729,0.0176922318,0.0241116415,0.0072038485
PANG,PUERTO ANGEL,15.666837,-96.490506,seismic,Stations_UNAM,ROCA SEDIMENTARIA,0.0047779817,0.0063394507,0.0048222633,0.0051238948,0,0,0,0,0.0037510703,0.0063394507,0.0048222633,0.0049909557,0.0047779817,0.0054671772,0.0043014129,0.0051238948,0.0033816514,0.0049380364,0.0052835623,0.0037489188
PBP2,PASEO NICOLAS BRAVO PUEBLA. S-2,19.045439,-98.208468,seismic,Stations_UNAM,TERRENO LIBRE,0.1005874618,0.1949360695,0.1816927723,0.1490755931,0,0,0,0,0.0951621814,0.1309844873,0.1707946783,0.1211022927,0.1005874618,0.1949360695,0.1816927723,0.1490755931,0.0570619776,0.1416161755,0.1509866032,0.0602799453
PET2,PETATLAN II,17.535396,-101.262608,seismic,Stations_UNAM,ROCA,0.0102460754,0.0220549969,0.0086628311,0.0068039958,0,0,0,0,0.0100270133,0.0203037588,0.0086628311,0.0068039958,0.0102460754,0.0220549969,0.0084691077,0.0055495881,0.0072803262,0.0132053199,0.0061025646,0.0046477393
PHPU,PARQUE HABANA PUEBLA,19.044223,-98.168466,seismic,Stations_UNAM,SUELO,0.1444545362,0.3747760195,0.3211390684,0.1186405648,0,0,0,0,0.1422008155,0.2556912132,0.2948453289,0.1186405648,0.1444545362,0.3747760195,0.3211390684,0.0797704726,0.0792309888,0.1726557492,0.0742311186,0.0371034022
POZU,POZUELOS,17.09008,-99.59754,seismic,Stations_UNAM,GRANITE,0.0369876656,0.0476571401,0.0220261385,0.011378357,0,0,0,0,0.0353185525,0.0476571401,0.0200066041,0.011378357,0.0369876656,0.0451336343,0.0220261385,0.008578383,0.0334383282,0.0327576906,0.0114424416,0.0074881968
PZPU,CERRO LA PAZ PUEBLA,19.055379,-98.227092,seismic,Stations_UNAM,ROCA (CONO VOLCANICO),0.1222958206,0.1995152319,0.4856309281,0.1081757441,0,0,0,0,0.1222958206,0.1995152319,0.4856309281,0.1081757441,0.0942938838,0.1695280314,0.311206395,0.1019746914,0.0544119266,0.1457472731,0.0551137138,0.0473819943
RABO,RABOSO,18.569078,-98.445409,seismic,Stations_UNAM,ROCA,0.157687156,0.4081658004,0.1312538252,0.0818009069,0,0,0,0,0.1320730887,0.2488516247,0.1064097976,0.0679921243,0.157687156,0.4081658004,0.1312538252,0.0818009069,0.1201488277,0.1467266887,0.1567400211,0.036301357
RFPP,RIO SAN FRANCISCO PUEBLA,19.043493,-98.191493,seismic,Stations_UNAM,ESTRUCTURA,0.187514577,0.8569435875,0.2825333293,0.1400943515,0,0,0,0,0.1176735984,0.4828942173,0.2300755549,0.1167948869,0.187514577,0.8569435875,0.2825333293,0.1400943515,0.0825189602,0.2505727099,0.0872816077,0.035391503
SAPP,SAN ALEJANDRO PUEBLA,19.057785,-98.215377,seismic,Stations_UNAM,DEPOSITOS LACUSTRES,0.2099609582,0.6455305557,0.9232475577,0.2961325297,0,0,0,0,0.2036300714,0.6455305557,0.9232475577,0.2520662719,0.2099609582,0.5288468693,0.5828170192,0.2961325297,0.0625267074,0.1640300905,0.1262112386,0.0795339056
SCRU,SALINA CRUZ,16.187519,-95.209239,seismic,Stations_UNAM,ROCA,0.004256473,0.0115236864,0.0090817672,0.013473876,0,0,0,0,0.004256473,0.0085614358,0.0069782483,0.013473876,0.0031379205,0.0115236864,0.0090817672,0.0073981796,0.0022949032,0.0068030099,0.0036880533,0.0067617815
SCT2,SCT B-2.,19.394694,-99.148678,seismic,Stations_UNAM,ARCILLA,0.0934531091,0.1963538452,0.2309387438,0.1780947786,0,0,0,0,0.0920818552,0.1963538452,0.141111388,0.1713286362,0.0934531091,0.1608477919,0.2309387438,0.1780947786,0.0425760449,0.0986295813,0.1822338747,0.0681922944
SJAL,SAN JUAN DE ALIMA,18.585371,-103.670344,seismic,Stations_UNAM,ROCA,0.0035819572,0.0047924999,0.0036590569,0.0026486465,0,0,0,0,0.003188685,0.0047924999,0.0036590569,0.0026486465,0.0035819572,0.0045440004,0.0030475769,0.0022456657,0.0013609582,0.0024001901,0.0034196047,0.002988913
SJLL,SAN JUAN DE LOS LLANOS,16.657822,-98.498463,seismic,Stations_UNAM,ROCA,0.1078641182,0.0597470807,0.0186465792,0.0102034512,0,0,0,0,0.1078641182,0.0597470807,0.0186465792,0.0098849531,0.1017927625,0.0576216719,0.018366944,0.0102034512,0.0583817533,0.0387683999,0.0127085255,0.0073586116
SLPA,SAN LUCAS PATHE,19.928698,-99.833027,seismic,Stations_UNAM,ROCA,0.0045754332,0.0091667972,0.0085316161,0.0089581483,0,0,0,0,0.0045754332,0.0091667972,0.0085316161,0.0064871318,0.0039902141,0.0088117523,0.0082079609,0.0089581483,0.0032943935,0.006252543,0.0072795479,0.0078099519
SLU2,SAN LUIS DE LA LOMA 2,17.280802,-100.935496,seismic,Stations_UNAM,ROCA,0.0122217125,0.0146363152,0.0104188399,0.0064804948,0,0,0,0,0.0122217125,0.0144211101,0.0086251792,0.0064804948,0.011795107,0.0146363152,0.0104188399,0.0053736433,0.010354842,0.0118885273,0.0064440376,0.0048514414
SMLC,SAN MARTIN LOS CANSECO,16.654971,-96.729233,seismic,Stations_UNAM,ROCA,0.0131396534,0.0236980037,0.028722542,0.0169732064,0,0,0,0,0.0131396534,0.0202318413,0.0237998371,0.0169732064,0.0087270133,0.0236980037,0.028722542,0.0167584137,0.0086107034,0.0155167613,0.013888224,0.0137663684
SNJE,SAN JERONIMO,18.535047,-101.323693,seismic,Stations_UNAM,ROCA,0.018495107,0.0326331344,0.013380849,0.0108218284,0,0,0,0,0.018495107,0.0326331344,0.0132553489,0.0108218284,0.0173138634,0.0250008795,0.013380849,0.0051213709,0.0118266055,0.0287857871,0.0128874336,0.0069596929
SODO,SOLEDAD DE DOBLADO,19.044324,-96.414773,seismic,Stations_UNAM,ALUVIAL,0.017158002,0.0352254137,0.0343345344,0.0249101064,0,0,0,0,0.0142577982,0.0303512632,0.0343345344,0.0224865611,0.017158002,0.0352254137,0.0320111377,0.0249101064,0.0124942915,0.0294141101,0.0269407328,0.0166806678
SUCH,EL SUCHIL,17.226169,-100.638345,seismic,Stations_UNAM,ROCA,0.0067743119,0.0145654103,0.0098573906,0.0083793479,0,0,0,0,0.0067489297,0.0145654103,0.0071633911,0.0083793479,0.0067743119,0.0141665614,0.0098573906,0.0055273453,0.0058216106,0.0109896452,0.0123954694,0.0071377614
SXPU,SISMEX PUEBLA,19.039943,-98.215087,seismic,Stations_UNAM,TRAVERTINO,0.1418741081,0.4526582485,0.2595422956,0.1834247593,0,0,0,0,0.1194267074,0.3033506056,0.1532684438,0.1185956972,0.1418741081,0.4526582485,0.2595422956,0.1834247593,0.1063380224,0.2282216169,0.1860183875,0.0453791323
TACY,TACUBAYA,19.404505,-99.195246,seismic,Stations_UNAM,SUELO DURO,0.0635872579,0.1706844526,0.1300793775,0.0849394546,0,0,0,0,0.0595608563,0.1669799702,0.1179588238,0.0743506717,0.0635872579,0.1706844526,0.1300793775,0.0849394546,0.0352883792,0.1607611618,0.0473843164,0.0436425872
TAJN,TAPACHULA JARDIN DE NINOS JM VILLALPANDO,14.922677,-92.270957,seismic,Stations_UNAM,BLANDO,0.0012569827,0.0041585487,0.002029244,0.0020368045,0,0,0,0,0.0010906218,0.0041585487,0.0017402174,0.0019539643,0.0012569827,0.0028902184,0.002029244,0.0020368045,0.0005117227,0.0022126618,0.0011767812,0.0012339675
TAMA,TAMAZULAPAN,16.26116,-96.57529,seismic,Stations_UNAM,ROCA,0.007670948,0.0225674177,0.0101187562,0.011761566,0,0,0,0,0.0072095821,0.0200574909,0.0101187562,0.0113693669,0.007670948,0.0225674177,0.0099546535,0.011761566,0.0058857288,0.0139457854,0.0148840203,0.0117631084
TEJU,TEJUPILCO,18.904051,-100.159615,seismic,Stations_UNAM,ROCA,0.0848969419,0.133323589,0.0555022309,0.0599471568,0,0,0,0,0.0848969419,0.112670454,0.0555022309,0.0599471568,0.0550772681,0.133323589,0.0369416478,0.0258946828,0.0300805301,0.0863821526,0.0382142764,0.0199788805
TGBT,TUXTLA GUTIERREZ CBTIS 144,16.776805,-93.089492,seismic,Stations_UNAM,ROCA,0.0009496432,0.0035812943,0.0021879621,0.0024516687,0,0,0,0,0.0009496432,0.0035812943,0.0021879621,0.0024516687,0.0008539246,0.0022798516,0.0010371114,0.0015947733,0.0005957187,0.0017967017,0.0012742522,0.001959477
THEZ,TEHUACAN ESCUELA PRIMARIA EMILIANO ZAPATA,18.477554,-97.383184,seismic,Stations_UNAM,ROCA,0.1697253823,0.4325499985,0.4061375857,0.1085656596,0,0,0,0,0.1521215087,0.3768902199,0.4061375857,0.1085656596,0.1697253823,0.4325499985,0.2606140212,0.0561971761,0.0453505607,0.1118229902,0.0714773575,0.0436533606
TNLP,TONALAPA DEL SUR,18.095563,-99.560805,seismic,Stations_UNAM,ROCA,0.0672495413,0.1524991847,0.0653177016,0.0358454174,0,0,0,0,0.0524924567,0.0879730861,0.0478645577,0.0267964925,0.0672495413,0.1524991847,0.0653177016,0.0358454174,0.0639245668,0.079899217,0.0546157998,0.0226661722
UNIO,LA UNION,17.98762,-101.810623,seismic,Stations_UNAM,ROCA,0.0062176351,0.0177484611,0.0111395839,0.0071416642,0,0,0,0,0.0051346585,0.013794659,0.0111395839,0.0071416642,0.0062176351,0.0177484611,0.0065575641,0.004457273,0.0048482161,0.0164123246,0.009061721,0.0055331179
URUA,URUAPAN,19.421758,-102.074059,seismic,Stations_UNAM,ROCA,0.0061766565,0.0095753136,0.0189498465,0.0156045734,0,0,0,0,0.0061766565,0.0095753136,0.0189498465,0.01166487,0.0048310907,0.0095556014,0.0137633484,0.0156045734,0.0026097859,0.0063189426,0.0073220429,0.0034282962
VIGA,LAS VIGAS,16.758703,-99.233268,seismic,Stations_UNAM,ROCA,0.0373502548,0.037711114,0.0162008245,0.0078817371,0,0,0,0,0.0319094801,0.037711114,0.0162008245,0.0072163548,0.0373502548,0.037227272,0.013815105,0.0078817371,0.0148455657,0.0213329358,0.009357002,0.0073416038
VNTA,LA VENTA,16.91426,-99.81885,seismic,Stations_UNAM,ROCA,0.0108427115,0.0221548802,0.0245759482,0.011312528,0,0,0,0,0.0104885831,0.0191584797,0.0104559319,0.011312528,0.0108427115,0.0221548802,0.0245759482,0.0111274706,0.0130961264,0.0129368684,0.009455699,0.0094054582
XALA,XALAPA,19.529875,-96.901973,seismic,Stations_UNAM,Basalto,0.0084846075,0.0183113315,0.0288737277,0.0168384599,0,0,0,0,0.0084846075,0.0180763898,0.0288737277,0.0168384599,0.0084669725,0.0183113315,0.0286152374,0.0107535,0.0058121305,0.0150812159,0.0121838144,0.0110907087
