# 20010213_M6.6_SanVicente median gmf, Stations:None, gmlt:MARN, Rupture:Canora_et_al_2001
custom_site_id,lon,lat,AkkarEtAlRhyp2014,BooreAtkinson2011,CauzziEtAl2014
t_1027,-88.27325,13.63608,0.040530086,0.07695666,0.05148983
t_1028,-88.30918,13.63608,0.040316056,0.07511081,0.05212815
t_1029,-88.29121,13.63608,0.038848262,0.07266708,0.050084613
t_103,-88.02172,13.28663,0.021569008,0.038875498,0.026034426
t_1030,-88.27325,13.65354,0.033825956,0.06307603,0.04456659
t_1031,-88.29121,13.65354,0.03835004,0.07165512,0.049706798
t_1032,-88.30918,13.65354,0.03552177,0.0657852,0.047344003
t_1033,-88.41698,13.63608,0.055350862,0.100124344,0.072402775
t_1034,-88.38104,13.63608,0.0530721,0.09847621,0.0686898
t_1035,-88.39901,13.65354,0.048527505,0.08785376,0.06432117
t_1036,-88.41698,13.65354,0.056991607,0.10361392,0.07476599
t_1037,-88.38104,13.65354,0.04685821,0.08541673,0.06175822
t_1038,-88.38104,13.671,0.04514701,0.08218841,0.060135514
t_1039,-88.39901,13.671,0.048926298,0.088591024,0.06497701
t_104,-88.00375,13.28663,0.02025388,0.03623872,0.024677712
t_1040,-88.41698,13.671,0.05334615,0.09609986,0.07068837
t_1041,-88.41698,13.68846,0.053070303,0.095535874,0.0705631
t_1042,-88.39901,13.68846,0.047026854,0.08504545,0.06309458
t_1043,-88.32715,13.65354,0.045942012,0.08632239,0.05901959
t_1044,-88.34511,13.65354,0.040677655,0.07481919,0.0538578
t_1045,-88.36308,13.65354,0.041792866,0.07646925,0.05569868
t_1046,-88.32715,13.671,0.049485724,0.095673285,0.06395694
t_1047,-88.34511,13.671,0.045107417,0.083488606,0.058715157
t_1048,-88.36308,13.671,0.043365907,0.07940186,0.05750983
t_1049,-88.34511,13.68846,0.04278901,0.07883583,0.056328487
t_105,-88.00375,13.30411,0.020379446,0.03658036,0.024896313
t_1050,-88.36308,13.68846,0.04390858,0.08040455,0.05820309
t_1051,-88.32715,13.68846,0.041627917,0.0771404,0.054470353
t_1052,-88.36308,13.70591,0.050523873,0.094150655,0.065793715
t_1053,-88.21935,13.49636,0.035364125,0.06728184,0.043457236
t_1054,-88.23731,13.49636,0.034610357,0.06506807,0.04288167
t_1055,-88.25528,13.49636,0.033748068,0.062870994,0.042294588
t_1056,-88.21935,13.51383,0.03540049,0.06735523,0.043698505
t_1057,-88.23731,13.51383,0.035567176,0.0671728,0.044107966
t_1058,-88.25528,13.51383,0.036572352,0.06883277,0.04543039
t_1059,-88.23731,13.5313,0.032307785,0.06038692,0.041010905
t_106,-87.98579,13.30411,0.023507256,0.043170415,0.027901078
t_1060,-88.25528,13.5313,0.037796035,0.07155788,0.046979975
t_1061,-88.21935,13.5313,0.031763997,0.059555553,0.040144492
t_1062,-88.21935,13.54877,0.03103425,0.05812744,0.039607428
t_1063,-88.09358,13.51383,0.028804349,0.054900482,0.03531625
t_1064,-88.11155,13.5313,0.028452983,0.053912975,0.035248373
t_1065,-88.12952,13.5313,0.030121759,0.057395596,0.037183896
t_1066,-88.09358,13.5313,0.028260179,0.05367962,0.03485187
t_1067,-88.12952,13.54877,0.033595257,0.066502966,0.041367654
t_1068,-88.11155,13.54877,0.027251285,0.05137341,0.03414936
t_1069,-88.09358,13.54877,0.031491306,0.06178443,0.038634825
t_107,-88.02172,13.30411,0.026258098,0.051867627,0.031128086
t_1070,-88.12952,13.56623,0.031803593,0.061387114,0.0392487
t_1071,-88.09358,13.56623,0.029301792,0.0561033,0.036153633
t_1072,-88.11155,13.56623,0.028196402,0.053411156,0.035205457
t_1073,-88.14748,13.5313,0.030919924,0.058897976,0.038227133
t_1074,-88.18342,13.5313,0.034241375,0.06578487,0.04222095
t_1075,-88.20138,13.5313,0.031229516,0.05871782,0.03930583
t_1076,-88.16545,13.5313,0.035968866,0.0730547,0.044418667
t_1077,-88.20138,13.54877,0.03212219,0.060617182,0.04037967
t_1078,-88.16545,13.54877,0.03233469,0.061772294,0.04008022
t_1079,-88.14748,13.54877,0.031170135,0.059481163,0.038623326
t_108,-88.00375,13.3216,0.021544069,0.03899215,0.026107892
t_1080,-88.18342,13.54877,0.03658188,0.07202307,0.045241803
t_1081,-88.14748,13.56623,0.029055685,0.054901633,0.036574006
t_1082,-88.18342,13.56623,0.031834975,0.060333133,0.039950557
t_1083,-88.25528,13.54877,0.040056206,0.076960355,0.04979453
t_1084,-88.23731,13.54877,0.036143437,0.06846838,0.04514534
t_1085,-88.21935,13.56623,0.031684246,0.059479453,0.0404313
t_1086,-88.25528,13.56623,0.040514812,0.078074425,0.05055331
t_1087,-88.23731,13.56623,0.035424296,0.06691321,0.044582207
t_1088,-88.25528,13.5837,0.04044271,0.07781631,0.050644454
t_1089,-88.21935,13.5837,0.040650662,0.08479832,0.05122546
t_109,-88.02172,13.3216,0.021462925,0.03884756,0.026144683
t_1090,-88.23731,13.5837,0.03532403,0.066716366,0.04465927
t_1091,-88.23731,13.60116,0.041760188,0.084626764,0.05272085
t_1092,-88.25528,13.60116,0.041837547,0.0815448,0.05261735
t_1093,-88.20138,13.56623,0.037795898,0.07426805,0.0469516
t_1094,-88.16545,13.56623,0.029056553,0.054732963,0.03685533
t_1095,-88.16545,13.5837,0.03212617,0.061317097,0.040116042
t_1096,-88.18342,13.5837,0.030246947,0.05702634,0.038478196
t_1097,-88.14748,13.5837,0.028070617,0.052887283,0.03570375
t_1098,-88.20138,13.5837,0.03533491,0.06776526,0.04408685
t_1099,-88.16545,13.60116,0.032404665,0.061952583,0.04052531
t_11,-87.91392,13.18169,0.021913629,0.04253099,0.025727186
t_110,-87.98579,13.3216,0.020676183,0.037218317,0.02516404
t_1100,-88.20138,13.60116,0.037394118,0.07296065,0.04665805
t_1101,-88.14748,13.60116,0.03205611,0.061544344,0.03991427
t_1102,-88.18342,13.60116,0.032432243,0.061657507,0.040829215
t_1103,-88.11155,13.5837,0.030377531,0.058335945,0.03759057
t_1104,-88.09358,13.5837,0.03115682,0.06076411,0.038362816
t_1105,-88.12952,13.5837,0.03479597,0.07339188,0.04330846
t_1106,-88.12952,13.60116,0.034227014,0.06899894,0.042482596
t_1107,-88.11155,13.60116,0.029975023,0.05739796,0.03724083
t_1108,-88.09358,13.60116,0.029143315,0.05574999,0.036150325
t_1109,-88.12952,13.61862,0.035133533,0.07505382,0.043980055
t_111,-87.98579,13.33908,0.01893263,0.03390463,0.023601377
t_1110,-88.09358,13.61862,0.033063523,0.070222765,0.04115539
t_1111,-88.11155,13.61862,0.03152747,0.06115681,0.039049838
t_1112,-88.11155,13.63608,0.03428836,0.07403621,0.042949416
t_1113,-88.21935,13.60116,0.039393958,0.07744706,0.049333584
t_1114,-88.25528,13.61862,0.040260024,0.07726645,0.050748345
t_1115,-88.23731,13.61862,0.040884312,0.08028066,0.051475827
t_1116,-88.21935,13.61862,0.037196964,0.07151896,0.0466943
t_1117,-88.25528,13.63608,0.04261841,0.08372932,0.053997155
t_1118,-88.23731,13.63608,0.040516354,0.07912888,0.051077873
t_1119,-88.21935,13.63608,0.03492672,0.066323906,0.044313952
t_112,-88.02172,13.33908,0.025608307,0.048002142,0.030455846
t_1120,-88.25528,13.65354,0.03742712,0.070748866,0.047826827
t_1121,-88.21935,13.65354,0.036746684,0.07041909,0.04639414
t_1122,-88.23731,13.65354,0.03855664,0.0739816,0.04874052
t_1123,-88.20138,13.61862,0.038723864,0.07695482,0.04859019
t_1124,-88.14748,13.61862,0.03511075,0.06970748,0.04371228
t_1125,-88.16545,13.61862,0.03478771,0.06772783,0.043320045
t_1126,-88.18342,13.61862,0.034375746,0.06605412,0.043025587
t_1127,-88.14748,13.63608,0.03402111,0.06643135,0.042351574
t_1128,-88.20138,13.63608,0.03424225,0.06525931,0.043257397
t_1129,-88.16545,13.63608,0.033971902,0.06563613,0.042443246
t_113,-88.03968,13.28663,0.020610001,0.036997166,0.025233874
t_1130,-88.18342,13.63608,0.035192054,0.06802001,0.044048976
t_1131,-88.18342,13.65354,0.036274455,0.07080728,0.045436766
t_1132,-88.20138,13.65354,0.037696123,0.07368653,0.04734221
t_1133,-88.12952,13.63608,0.034556154,0.07056592,0.043093372
t_1134,-88.09358,13.63608,0.02993963,0.05762965,0.03715103
t_1135,-88.12952,13.65354,0.030742064,0.05886181,0.03849621
t_1136,-88.09358,13.65354,0.033955798,0.07795543,0.04295777
t_1137,-88.11155,13.65354,0.03155362,0.06120508,0.039204005
t_1138,-88.12952,13.671,0.030565273,0.05845517,0.038358532
t_1139,-88.11155,13.671,0.033435963,0.067639194,0.041675426
t_114,-88.05765,13.28663,0.020574156,0.036947545,0.025314873
t_1140,-88.09358,13.671,0.02972987,0.057119235,0.037016854
t_1141,-88.12952,13.68846,0.027570935,0.052023325,0.035320945
t_1142,-88.11155,13.68846,0.029092224,0.055404883,0.036594424
t_1143,-88.14748,13.65354,0.03527679,0.07033754,0.04408055
t_1144,-88.16545,13.65354,0.034135327,0.0660299,0.04270605
t_1145,-88.20138,13.671,0.029662974,0.055725213,0.03871992
t_1146,-88.18342,13.671,0.030491648,0.057580043,0.039188962
t_1147,-88.14748,13.671,0.029817702,0.056576822,0.037855126
t_1148,-88.16545,13.671,0.03092566,0.058712147,0.039298765
t_1149,-88.20138,13.68846,0.032755908,0.062030002,0.04190924
t_115,-88.07562,13.30411,0.021271953,0.038409214,0.0262139
t_1150,-88.16545,13.68846,0.029184265,0.05506714,0.03757022
t_1151,-88.18342,13.68846,0.03149056,0.059646156,0.04025301
t_1152,-88.14748,13.68846,0.029853994,0.056644343,0.037932117
t_1153,-88.84817,13.26914,0.06683847,0.08258286,0.05694791
t_1154,-88.7763,13.25166,0.07418317,0.115887746,0.07015586
t_1155,-88.79427,13.25166,0.07422495,0.104268774,0.06683145
t_1156,-88.81224,13.25166,0.07616291,0.110833764,0.06894862
t_1157,-88.7763,13.26914,0.07729589,0.114345595,0.071777806
t_1158,-88.81224,13.26914,0.0649175,0.082132846,0.056585062
t_1159,-88.79427,13.26914,0.078965254,0.12015679,0.07372395
t_116,-88.03968,13.30411,0.020214835,0.036329128,0.02497281
t_1160,-88.79427,13.28663,0.08251194,0.13219766,0.07989846
t_1161,-88.8302,13.26914,0.080045216,0.10764078,0.06987484
t_1162,-88.8841,13.28663,0.07230356,0.08641247,0.06009432
t_1163,-88.8302,13.28663,0.08495425,0.13410328,0.08086979
t_1164,-88.86613,13.28663,0.08733548,0.11990362,0.07654522
t_1165,-88.84817,13.28663,0.086429976,0.12040197,0.07655417
t_1166,-88.84817,13.30411,0.09104372,0.1307675,0.08263052
t_1167,-88.86613,13.30411,0.091464505,0.13795964,0.08535874
t_1168,-88.8302,13.30411,0.0892441,0.13744342,0.08477558
t_1169,-88.8841,13.30411,0.07679205,0.08999218,0.063105494
t_117,-88.05765,13.30411,0.020733157,0.037354656,0.025582487
t_1170,-88.7763,13.28663,0.080361865,0.13896728,0.08182609
t_1171,-88.81224,13.28663,0.08381611,0.117050186,0.07511127
t_1172,-88.81224,13.30411,0.08823486,0.1332605,0.083131455
t_1173,-88.79427,13.30411,0.08603617,0.13973953,0.08515656
t_1174,-88.7763,13.30411,0.08462662,0.13771,0.08426965
t_1175,-88.81224,13.3216,0.088631235,0.15788022,0.09506445
t_1176,-88.7763,13.3216,0.08765241,0.14745975,0.090807945
t_1177,-88.79427,13.3216,0.090877995,0.13809228,0.08756292
t_1178,-88.79427,13.33908,0.09332445,0.1528782,0.096709065
t_1179,-88.81224,13.33908,0.09619155,0.1488564,0.09531487
t_118,-88.05765,13.3216,0.029762933,0.07909934,0.037574034
t_1180,-88.90207,13.30411,0.09155528,0.14609702,0.088615514
t_1181,-88.92003,13.30411,0.07775334,0.090509444,0.06354567
t_1182,-88.90207,13.3216,0.09471211,0.15582639,0.09563203
t_1183,-88.938,13.3216,0.098825656,0.1411585,0.090460554
t_1184,-88.92003,13.3216,0.09790099,0.14510198,0.0917815
t_1185,-88.92003,13.33908,0.10261589,0.15163954,0.098031394
t_1186,-88.90207,13.33908,0.10411407,0.1427269,0.0938983
t_1187,-88.938,13.33908,0.10228725,0.15358962,0.09914935
t_1188,-88.92003,13.35656,0.110717535,0.14760442,0.09980917
t_1189,-88.90207,13.35656,0.10981705,0.14866707,0.10009364
t_119,-88.03968,13.3216,0.027805176,0.058506683,0.03320976
t_1190,-88.8841,13.3216,0.09673177,0.14494202,0.09125458
t_1191,-88.86613,13.3216,0.096403174,0.14136294,0.08965623
t_1192,-88.8302,13.3216,0.09435883,0.136807,0.08748525
t_1193,-88.84817,13.3216,0.0950912,0.1420804,0.08971065
t_1194,-88.8302,13.33908,0.09628849,0.15519544,0.09818773
t_1195,-88.8841,13.33908,0.10311625,0.14360088,0.09404876
t_1196,-88.86613,13.33908,0.10110022,0.14793831,0.09567213
t_1197,-88.84817,13.33908,0.10032776,0.1451641,0.094251424
t_1198,-88.8841,13.35656,0.10604584,0.15753771,0.104166135
t_1199,-88.84817,13.35656,0.102702975,0.159179,0.10436144
t_12,-87.89595,13.18169,0.015659492,0.02653501,0.019321786
t_120,-88.07562,13.3216,0.029767917,0.067219526,0.035956863
t_1200,-88.7763,13.33908,0.09185848,0.15046813,0.09547643
t_1201,-88.79427,13.35656,0.09878463,0.1530609,0.1006528
t_1202,-88.7763,13.35656,0.096354775,0.15347561,0.1005767
t_1203,-88.81224,13.35656,0.10171745,0.15019159,0.099572636
t_1204,-88.7763,13.37404,0.102002874,0.15376057,0.10462543
t_1205,-88.81224,13.37404,0.10589585,0.1577767,0.10732278
t_1206,-88.79427,13.37404,0.10296789,0.15907077,0.10772483
t_1207,-88.7763,13.39152,0.10729902,0.1572496,0.11053663
t_1208,-88.81224,13.39152,0.11215001,0.16013232,0.11289862
t_1209,-88.79427,13.39152,0.1109771,0.15534447,0.109608464
t_121,-88.07562,13.33908,0.030320423,0.071403034,0.037046414
t_1210,-88.86613,13.35656,0.10753863,0.14866635,0.09959681
t_1211,-88.8302,13.35656,0.1007898,0.15968934,0.104302965
t_1212,-88.86613,13.37404,0.11339172,0.15404382,0.10610222
t_1213,-88.8302,13.37404,0.10554279,0.16410983,0.111044824
t_1214,-88.8841,13.37404,0.11388612,0.156777,0.10790924
t_1215,-88.84817,13.37404,0.109291725,0.160099,0.10917395
t_1216,-88.8302,13.39152,0.11108938,0.16750877,0.11790586
t_1217,-88.8841,13.39152,0.12299655,0.155552,0.11098963
t_1218,-88.86613,13.39152,0.12026131,0.15799032,0.11234833
t_1219,-88.84817,13.39152,0.11683097,0.16094297,0.11399802
t_122,-88.03968,13.33908,0.02866063,0.06466885,0.034684367
t_1220,-88.938,13.35656,0.108147316,0.15691787,0.1047347
t_1221,-88.92003,13.37404,0.11685766,0.15386802,0.106792375
t_1222,-88.90207,13.37404,0.11683043,0.15157276,0.105216436
t_1223,-88.938,13.37404,0.11782912,0.1519477,0.10593033
t_1224,-88.90207,13.39152,0.12470198,0.15458764,0.11058255
t_1225,-88.938,13.39152,0.12523308,0.15675373,0.11254473
t_1226,-88.92003,13.39152,0.12466656,0.1570856,0.11252243
t_1227,-88.92003,13.409,0.13256438,0.16224778,0.11996688
t_1228,-88.90207,13.409,0.13058779,0.16374344,0.120946795
t_1229,-88.938,13.409,0.13428259,0.15996669,0.11828712
t_123,-87.94985,13.33908,0.024125915,0.046377014,0.028698625
t_1230,-88.84817,13.409,0.12798956,0.15558337,0.11375103
t_1231,-88.8302,13.409,0.12392293,0.15895218,0.11615955
t_1232,-88.86613,13.409,0.12991562,0.1575766,0.11551473
t_1233,-88.8841,13.409,0.13257113,0.15601051,0.11445712
t_1234,-88.84817,13.42647,0.13730285,0.15616286,0.11618362
t_1235,-88.8841,13.42647,0.14106576,0.16273361,0.122835174
t_1236,-88.86613,13.42647,0.14010045,0.15819632,0.11822518
t_1237,-88.8302,13.42647,0.13375138,0.1570113,0.116921924
t_1238,-88.84817,13.44395,0.14662915,0.16258866,0.12314534
t_1239,-88.8302,13.44395,0.1423333,0.15794556,0.119689114
t_124,-87.96782,13.33908,0.02089529,0.03770316,0.025355067
t_1240,-88.79427,13.409,0.11762224,0.15806307,0.115028195
t_1241,-88.81224,13.409,0.12093173,0.1584081,0.11551569
t_1242,-88.7763,13.409,0.11128701,0.16482455,0.119814456
t_1243,-88.81224,13.42647,0.12981977,0.15781142,0.11758001
t_1244,-88.79427,13.42647,0.12403081,0.16337353,0.122611694
t_1245,-88.7763,13.42647,0.12148169,0.1581247,0.117630765
t_1246,-88.7763,13.44395,0.12851113,0.16104029,0.12154712
t_1247,-88.79427,13.44395,0.13307081,0.15740098,0.11894322
t_1248,-88.81224,13.44395,0.1380635,0.16260509,0.12330915
t_1249,-88.7763,13.46142,0.13528539,0.16362135,0.12592994
t_125,-87.93189,13.33908,0.017830074,0.03157477,0.022209091
t_1250,-88.90207,13.42647,0.14326034,0.16226876,0.12249225
t_1251,-88.92003,13.42647,0.14555676,0.15946287,0.119699985
t_1252,-88.938,13.42647,0.1452008,0.1622953,0.12272997
t_1253,-88.90207,13.44395,0.15505107,0.16538908,0.12646636
t_1254,-88.92003,13.44395,0.1564368,0.1659134,0.12706189
t_1255,-88.938,13.44395,0.15682195,0.16683555,0.12821853
t_1256,-88.92003,13.46142,0.1690062,0.1701191,0.132251
t_1257,-88.938,13.46142,0.16940129,0.17341742,0.13492148
t_1258,-88.90207,13.46142,0.16728185,0.16749066,0.13009459
t_1259,-88.92003,13.47889,0.18196784,0.17143224,0.13596253
t_126,-87.94985,13.35656,0.019872684,0.035685766,0.024344435
t_1260,-88.95597,13.3216,0.09939084,0.13564695,0.08846378
t_1261,-89.00987,13.35656,0.105293006,0.15883438,0.1068971
t_1262,-88.9919,13.33908,0.10418401,0.13843355,0.09306896
t_1263,-88.95597,13.33908,0.09930883,0.16212338,0.10314728
t_1264,-88.97393,13.33908,0.10356985,0.14729595,0.09688535
t_1265,-88.97393,13.35656,0.10439272,0.16498828,0.10940354
t_1266,-88.95597,13.35656,0.109405786,0.15317373,0.10313222
t_1267,-88.9919,13.35656,0.10459599,0.16300035,0.108726494
t_1268,-88.9919,13.37404,0.11436285,0.15787537,0.11025262
t_1269,-88.97393,13.37404,0.116866894,0.15328833,0.107227646
t_127,-87.93189,13.35656,0.019462401,0.034806877,0.023838244
t_1270,-88.95597,13.37404,0.11773601,0.15202221,0.1062225
t_1271,-89.06376,13.37404,0.10888991,0.15371273,0.108756185
t_1272,-89.08173,13.39152,0.11220724,0.1586238,0.11583762
t_1273,-89.02783,13.35656,0.107013196,0.14836028,0.10166435
t_1274,-89.02783,13.37404,0.11256178,0.15517695,0.10915667
t_1275,-89.00987,13.37404,0.1145409,0.15391047,0.10811664
t_1276,-89.0458,13.37404,0.110920824,0.15430614,0.10887597
t_1277,-89.0458,13.39152,0.11723969,0.1591787,0.11578741
t_1278,-89.02783,13.39152,0.11953711,0.15884231,0.11528569
t_1279,-89.00987,13.39152,0.12329839,0.15229315,0.11026286
t_128,-87.96782,13.35656,0.01987567,0.035754737,0.024465244
t_1280,-89.00987,13.409,0.12775217,0.16569446,0.12418924
t_1281,-89.0458,13.409,0.12487007,0.16256936,0.12180381
t_1282,-89.06376,13.39152,0.11517458,0.1579065,0.11507235
t_1283,-89.0997,13.39152,0.10986608,0.15527734,0.113328636
t_1284,-89.08173,13.409,0.11823975,0.16415381,0.12368612
t_1285,-89.06376,13.409,0.121171474,0.16450363,0.123815805
t_1286,-89.0997,13.409,0.114735164,0.16436772,0.123959675
t_1287,-89.0997,13.42647,0.12081195,0.16986667,0.1323429
t_1288,-89.06376,13.42647,0.1294727,0.16764618,0.129426
t_1289,-89.08173,13.42647,0.124892876,0.16953905,0.13186386
t_129,-87.93189,13.37404,0.019003438,0.033986088,0.023476772
t_1290,-89.06376,13.44395,0.13863783,0.17164356,0.13441092
t_1291,-89.0997,13.44395,0.12885337,0.17348379,0.13744044
t_1292,-88.97393,13.39152,0.12445267,0.15720434,0.11335395
t_1293,-88.95597,13.39152,0.12340806,0.16068392,0.11554344
t_1294,-88.9919,13.39152,0.1231451,0.15796264,0.11414339
t_1295,-88.9919,13.409,0.13119738,0.16251495,0.12112206
t_1296,-88.97393,13.409,0.13449661,0.15751418,0.11657049
t_1297,-88.95597,13.409,0.13379563,0.16087791,0.119269006
t_1298,-88.95597,13.42647,0.14409168,0.16440138,0.12508342
t_1299,-88.97393,13.42647,0.1422475,0.16626444,0.12724659
t_13,-88.05765,13.1642,0.01880764,0.032819062,0.022874309
t_130,-87.94985,13.37404,0.01606673,0.02875012,0.020801336
t_1300,-88.9919,13.42647,0.14276536,0.16235852,0.12300639
t_1301,-88.97393,13.44395,0.15030706,0.17393988,0.1385677
t_1302,-89.02783,13.409,0.12716322,0.16306423,0.12204969
t_1303,-89.0458,13.42647,0.13227968,0.16846415,0.1303087
t_1304,-89.02783,13.42647,0.13632868,0.16651985,0.12789461
t_1305,-89.00987,13.42647,0.13818863,0.16751146,0.12892789
t_1306,-89.02783,13.44395,0.14481144,0.17328833,0.1374881
t_1307,-89.0458,13.44395,0.14243588,0.17196047,0.13515644
t_1308,-89.00987,13.44395,0.14950936,0.17096363,0.13384804
t_1309,-89.0458,13.46142,0.15226299,0.17879528,0.14314616
t_131,-87.96782,13.37404,0.020578373,0.03722549,0.025224455
t_1310,-89.00987,13.46142,0.1589777,0.17901978,0.14525218
t_1311,-89.02783,13.46142,0.15324049,0.18070203,0.14916953
t_1312,-89.08173,13.44395,0.13274802,0.17456049,0.13933115
t_1313,-89.0997,13.46142,0.1360196,0.18080162,0.1471621
t_1314,-89.08173,13.46142,0.14222498,0.17969844,0.14379965
t_1315,-89.06376,13.46142,0.14765339,0.17888953,0.1424435
t_1316,-89.08173,13.47889,0.150499,0.18023527,0.14462756
t_1317,-89.06376,13.47889,0.15730484,0.18784903,0.15144753
t_1318,-89.0997,13.47889,0.14145209,0.17344296,0.13923801
t_1319,-89.06376,13.49636,0.16397178,0.18055773,0.14694409
t_132,-87.94985,13.39152,0.018719526,0.03359151,0.023406213
t_1320,-89.08173,13.49636,0.14622684,0.16729328,0.13584226
t_1321,-89.0997,13.49636,0.1445511,0.17488973,0.14238441
t_1322,-88.8841,13.44395,0.15310685,0.16375865,0.124421865
t_1323,-88.86613,13.44395,0.15014781,0.16342404,0.1241024
t_1324,-88.86613,13.46142,0.16098596,0.16598684,0.12859693
t_1325,-88.8841,13.46142,0.16463059,0.16824012,0.13045892
t_1326,-88.84817,13.46142,0.15660894,0.16476038,0.12750314
t_1327,-88.8302,13.46142,0.15198554,0.16666116,0.12871559
t_1328,-88.84817,13.47889,0.16744097,0.17064914,0.13464381
t_1329,-88.8841,13.47889,0.17564987,0.16728806,0.13237903
t_133,-88.05765,13.33908,0.029149141,0.06431366,0.035133142
t_1330,-88.86613,13.47889,0.17199047,0.16875872,0.13335322
t_1331,-88.8302,13.47889,0.16144879,0.16925673,0.13339172
t_1332,-88.81224,13.46142,0.14632505,0.16313979,0.12594293
t_1333,-88.79427,13.46142,0.14043733,0.16133347,0.124439575
t_1334,-88.81224,13.47889,0.15418166,0.1655976,0.13040262
t_1335,-88.7763,13.47889,0.14219028,0.16814493,0.132015
t_1336,-88.79427,13.47889,0.14836268,0.16711923,0.1314025
t_1337,-88.79427,13.49636,0.15426815,0.16890775,0.13520256
t_1338,-88.7763,13.49636,0.14775254,0.17053208,0.13636194
t_1339,-88.81224,13.49636,0.15972844,0.1660164,0.13301152
t_134,-88.03968,13.35656,0.0235334,0.043240607,0.028482666
t_1340,-88.79427,13.51383,0.16061047,0.17409804,0.14140609
t_1341,-88.7763,13.51383,0.15581611,0.18002889,0.14628926
t_1342,-88.938,13.47889,0.18332556,0.17564406,0.13945243
t_1343,-88.90207,13.47889,0.17908427,0.1682074,0.13326485
t_1344,-88.92003,13.49636,0.19446956,0.17358288,0.13999422
t_1345,-88.938,13.49636,0.19730368,0.17840585,0.1441161
t_1346,-88.90207,13.49636,0.19137001,0.1719923,0.13854818
t_1347,-88.938,13.51383,0.21385708,0.18770431,0.15389362
t_1348,-88.92003,13.51383,0.20972757,0.18140334,0.1483356
t_1349,-88.90207,13.51383,0.20420313,0.1773846,0.1447802
t_135,-88.07562,13.35656,0.030608095,0.07234161,0.037515145
t_1350,-88.92003,13.5313,0.22814426,0.19350068,0.16000901
t_1351,-88.938,13.5313,0.21723503,0.18124638,0.14891306
t_1352,-88.8302,13.49636,0.16769886,0.16750641,0.13434836
t_1353,-88.86613,13.49636,0.17953226,0.16684525,0.13407536
t_1354,-88.8841,13.49636,0.18649234,0.16995446,0.13674335
t_1355,-88.84817,13.49636,0.17342505,0.1663734,0.13356243
t_1356,-88.84817,13.51383,0.18424104,0.17359218,0.14126635
t_1357,-88.8302,13.51383,0.17530331,0.1719807,0.13980775
t_1358,-88.8841,13.51383,0.200117,0.17768581,0.14494649
t_1359,-88.86613,13.51383,0.1907367,0.17323588,0.14105117
t_136,-88.05765,13.35656,0.030253338,0.07858291,0.03805838
t_1360,-88.86613,13.5313,0.20146628,0.18032467,0.14808416
t_1361,-88.8841,13.5313,0.21177793,0.18384117,0.15124734
t_1362,-88.81224,13.51383,0.17005278,0.17566249,0.14282915
t_1363,-88.79427,13.5313,0.16887587,0.18370719,0.15097979
t_1364,-88.81224,13.5313,0.17550114,0.18032302,0.1480204
