STATION_ID,STATION_NAME,PGA_VALUE,PGA_LN_SIGMA,LATITUDE,LONGITUDE,STATION_ID,STATION_TYPE,REFERENCES
KMM015,KMM0151604160125,0.119184431,0,32.2161,130.4059,KMM015,seismic,Stations_NIED
NGS019,NGS0191604160125,0.118450235,0,32.9003,129.9583,NGS019,seismic,Stations_NIED
NGS010,NGS0101604160125,0.116236431,0,32.7351,129.8765,NGS010,seismic,Stations_NIED
FKO005,FKO0051604160125,0.1152728,0,33.652,130.6965,FKO005,seismic,Stations_NIED
FKO004,FKO0041604160125,0.112095364,0,33.7366,131.0121,FKO004,seismic,Stations_NIED
MYZH15,MYZH151604160125,0.111612018,0,32.3654,131.5893,MYZH15,seismic,Stations_NIED
KGS006,KGS0061604160125,0.111063411,0,31.906,130.7021,KGS006,seismic,Stations_NIED
MYZ004,MYZ0041604160125,0.110043695,0,32.3888,131.3338,MYZ004,seismic,Stations_NIED
KMM010,KMM0101604160125,0.108614053,0,32.6134,130.4873,KMM010,seismic,Stations_NIED
OIT003,OIT0031604160125,0.107135464,0,33.5575,131.446,OIT003,seismic,Stations_NIED
KMM017,KMM0171604160125,0.10449236,0,32.2567,130.9245,KMM017,seismic,Stations_NIED
FKOH08,FKOH081604160125,0.1026946,0,33.4654,130.8285,FKOH08,seismic,Stations_NIED
OIT012,OIT0121604160125,0.100049456,0,33.0666,131.3729,OIT012,seismic,Stations_NIED
FKO014,FKO0141604160125,0.099270393,0,33.1496,130.8183,FKO014,seismic,Stations_NIED
NGS009,NGS0091604160125,0.097482831,0,32.8457,130.0216,NGS009,seismic,Stations_NIED
KMM022,KMM0221604160125,0.095534153,0,32.1945,130.027,KMM022,seismic,Stations_NIED
KMMH13,KMMH131604160125,0.095431162,0,32.2209,130.9096,KMMH13,seismic,Stations_NIED
KMM016,KMM0161604160125,0.094815253,0,32.1965,130.7757,KMM016,seismic,Stations_NIED
OIT002,OIT0021604160125,0.092305731,0,33.5691,131.2675,OIT002,seismic,Stations_NIED
KMM019,KMM0191604160125,0.091784656,0,32.4548,130.1807,KMM019,seismic,Stations_NIED
MYZH10,MYZH101604160125,0.089270036,0,32.0215,131.29,MYZH10,seismic,Stations_NIED
OIT013,OIT0131604160125,0.087960721,0,33.0727,131.5934,OIT013,seismic,Stations_NIED
FKOH10,FKOH101604160125,0.087780231,0,33.2891,130.817,FKOH10,seismic,Stations_NIED
MYZ003,MYZ0031604160125,0.087667042,0,32.5659,131.6602,MYZ003,seismic,Stations_NIED
YMG013,YMG0131604160125,0.08742537,0,34.0313,131.5342,YMG013,seismic,Stations_NIED
FKOH07,FKOH071604160125,0.08710008,0,33.3678,130.6354,FKOH07,seismic,Stations_NIED
OIT014,OIT0141604160125,0.08623638,0,33.0656,131.8588,OIT014,seismic,Stations_NIED
MYZ007,MYZ0071604160125,0.083699326,0,32.2351,131.1155,MYZ007,seismic,Stations_NIED
OITH05,OITH051604160125,0.08329144,0,33.1525,131.542,OITH05,seismic,Stations_NIED
OIT008,OIT0081604160125,0.082658196,0,33.2548,131.0197,OIT008,seismic,Stations_NIED
KGS003,KGS0031604160125,0.08246547,0,32.0559,130.5874,KGS003,seismic,Stations_NIED
FKO010,FKO0101604160125,0.081624204,0,33.4236,130.6691,FKO010,seismic,Stations_NIED
MYZ011,MYZ0111604160125,0.080912442,0,31.9951,131.2559,MYZ011,seismic,Stations_NIED
FKO008,FKO0081604160125,0.080431136,0,33.5712,130.8546,FKO008,seismic,Stations_NIED
KMMH11,KMMH111604160125,0.079990619,0,32.2918,130.5777,KMMH11,seismic,Stations_NIED
NGS003,NGS0031604160125,0.079153432,0,33.2016,129.4124,NGS003,seismic,Stations_NIED
MYZ012,MYZ0121604160125,0.078819984,0,31.8723,131.0684,MYZ012,seismic,Stations_NIED
YMG011,YMG0111604160125,0.078391704,0,34.0643,131.0213,YMG011,seismic,Stations_NIED
MYZ009,MYZ0091604160125,0.076937588,0,32.0461,130.8115,MYZ009,seismic,Stations_NIED
MYZH12,MYZH121604160125,0.07632066,0,31.8643,130.9454,MYZH12,seismic,Stations_NIED
YMG012,YMG0121604160125,0.075975996,0,33.9943,131.2179,YMG012,seismic,Stations_NIED
SAG008,SAG0081604160125,0.075307062,0,33.1041,130.0998,SAG008,seismic,Stations_NIED
NGS012,NGS0121604160125,0.07333697,0,32.7883,130.3463,NGS012,seismic,Stations_NIED
FKOH06,FKOH061604160125,0.072334589,0,33.5925,131.1348,FKOH06,seismic,Stations_NIED
FKO006,FKO0061604160125,0.07078666,0,33.5989,130.399,FKO006,seismic,Stations_NIED
NGS008,NGS0081604160125,0.069763885,0,32.9233,130.1846,NGS008,seismic,Stations_NIED
OITH01,OITH011604160125,0.068728873,0,33.4122,131.0326,OITH01,seismic,Stations_NIED
KMM021,KMM0211604160125,0.068657493,0,32.3793,129.9996,KMM021,seismic,Stations_NIED
OITH08,OITH081604160125,0.068143556,0,32.8392,131.5357,OITH08,seismic,Stations_NIED
KGS002,KGS0021604160125,0.068095629,0,32.0916,130.3519,KGS002,seismic,Stations_NIED
SAGH02,SAGH021604160125,0.067567416,0,33.2656,129.8798,SAGH02,seismic,Stations_NIED
FKO001,FKO0011604160125,0.066830161,0,33.8425,130.5087,FKO001,seismic,Stations_NIED
KGS005,KGS0051604160125,0.066677204,0,31.9006,130.4513,KGS005,seismic,Stations_NIED
SAG003,SAG0031604160125,0.066421255,0,33.3732,130.2081,SAG003,seismic,Stations_NIED
MYZ013,MYZ0131604160125,0.065987876,0,31.9086,131.4188,MYZ013,seismic,Stations_NIED
MYZ019,MYZ0191604160125,0.065711532,0,32.5008,131.4444,MYZ019,seismic,Stations_NIED
FKO009,FKO0091604160125,0.065039539,0,33.4954,130.5164,FKO009,seismic,Stations_NIED
KMMH15,KMMH151604160125,0.064723427,0,32.1704,130.3647,KMMH15,seismic,Stations_NIED
FKO012,FKO0121604160125,0.063587464,0,33.332,130.794,FKO012,seismic,Stations_NIED
FKO003,FKO0031604160125,0.062296503,0,33.8324,130.9013,FKO003,seismic,Stations_NIED
NGS011,NGS0111604160125,0.062213906,0,32.7843,130.2023,NGS011,seismic,Stations_NIED
FKO002,FKO0021604160125,0.058861079,0,33.8253,130.7058,FKO002,seismic,Stations_NIED
FKOH01,FKOH011604160125,0.057721036,0,33.8849,130.9798,FKOH01,seismic,Stations_NIED
KGSH05,KGSH051604160125,0.057356998,0,31.8699,130.4958,KGSH05,seismic,Stations_NIED
SAG005,SAG0051604160125,0.056097648,0,33.3213,130.0645,SAG005,seismic,Stations_NIED
KGS007,KGS0071604160125,0.054249922,0,31.8143,130.3032,KGS007,seismic,Stations_NIED
KMM020,KMM0201604160125,0.053363789,0,32.3636,130.1807,KMM020,seismic,Stations_NIED
NGS002,NGS0021604160125,0.053346454,0,33.3442,129.7056,NGS002,seismic,Stations_NIED
SAG002,SAG0021604160125,0.052871266,0,33.4228,129.9192,SAG002,seismic,Stations_NIED
KGS008,KGS0081604160125,0.052325718,0,31.7621,130.5699,KGS008,seismic,Stations_NIED
MYZ010,MYZ0101604160125,0.052295126,0,31.9968,130.9721,MYZ010,seismic,Stations_NIED
OIT007,OIT0071604160125,0.051039856,0,33.4169,131.6142,OIT007,seismic,Stations_NIED
KGS036,KGS0361604160125,0.050121091,0,31.836,129.8678,KGS036,seismic,Stations_NIED
OIT011,OIT0111604160125,0.049887576,0,33.2468,131.8816,OIT011,seismic,Stations_NIED
SAG006,SAG0061604160125,0.048584379,0,33.1918,130.0314,SAG006,seismic,Stations_NIED
KGSH01,KGSH011604160125,0.048378396,0,32.1554,130.1191,KGSH01,seismic,Stations_NIED
MYZH13,MYZH131604160125,0.047276083,0,31.7301,131.0791,MYZH13,seismic,Stations_NIED
KGSH07,KGSH071604160125,0.047137402,0,31.714,130.6149,KGSH07,seismic,Stations_NIED
KOC013,KOC0131604160125,0.046613268,0,33.0797,133.1023,KOC013,seismic,Stations_NIED
KOC015,KOC0151604160125,0.046483764,0,32.9393,132.7258,KOC015,seismic,Stations_NIED
MYZ014,MYZ0141604160125,0.046468468,0,31.8457,131.307,MYZ014,seismic,Stations_NIED
NGS005,NGS0051604160125,0.046231894,0,33.037,129.9173,NGS005,seismic,Stations_NIED
MYZ015,MYZ0151604160125,0.046041207,0,31.7182,131.0624,MYZ015,seismic,Stations_NIED
NGS001,NGS0011604160125,0.045858678,0,33.3617,129.5377,NGS001,seismic,Stations_NIED
KGS004,KGS0041604160125,0.045766903,0,32.0145,130.1927,KGS004,seismic,Stations_NIED
OITH10,OITH101604160125,0.045414081,0,32.9278,131.8695,OITH10,seismic,Stations_NIED
KGS010,KGS0101604160125,0.045005175,0,31.7123,130.2735,KGS010,seismic,Stations_NIED
FKO007,FKO0071604160125,0.044874651,0,33.5614,130.2024,FKO007,seismic,Stations_NIED
OIT001,OIT0011604160125,0.044399464,0,33.6788,131.5949,OIT001,seismic,Stations_NIED
MYZH16,MYZH161604160125,0.042685321,0,32.506,131.6958,MYZH16,seismic,Stations_NIED
FKOH09,FKOH091604160125,0.041216929,0,33.8501,130.5432,FKOH09,seismic,Stations_NIED
KGSH04,KGSH041604160125,0.039828076,0,31.8374,130.3602,KGSH04,seismic,Stations_NIED
NGSH01,NGSH011604160125,0.039752617,0,33.2116,129.4353,NGSH01,seismic,Stations_NIED
MYZ005,MYZ0051604160125,0.039323316,0,32.4281,131.6003,MYZ005,seismic,Stations_NIED
OIT018,OIT0181604160125,0.038709447,0,32.798,131.9255,OIT018,seismic,Stations_NIED
SAG004,SAG0041604160125,0.038539155,0,33.2649,129.8813,SAG004,seismic,Stations_NIED
EHM011,EHM0111604160125,0.036954516,0,33.4498,132.4341,EHM011,seismic,Stations_NIED
YMG001,YMG0011604160125,0.036386534,0,34.6172,131.6022,YMG001,seismic,Stations_NIED
NGSH03,NGSH031604160125,0.036342686,0,33.1256,129.8102,NGSH03,seismic,Stations_NIED
NGSH04,NGSH041604160125,0.035904208,0,32.9553,129.8026,NGSH04,seismic,Stations_NIED
YMG002,YMG0021604160125,0.035653358,0,34.4077,131.3986,YMG002,seismic,Stations_NIED
OIT017,OIT0171604160125,0.034825348,0,32.8579,131.6576,OIT017,seismic,Stations_NIED
MYZ017,MYZ0171604160125,0.034212499,0,31.4639,131.2281,MYZ017,seismic,Stations_NIED
SAGH01,SAGH011604160125,0.033973885,0,33.508,129.8877,SAGH01,seismic,Stations_NIED
NGS007,NGS0071604160125,0.033439554,0,32.9062,129.7804,NGS007,seismic,Stations_NIED
YMGH07,YMGH071604160125,0.032354576,0,34.1149,131.0506,YMGH07,seismic,Stations_NIED
YMG018,YMG0181604160125,0.031222691,0,33.9091,132.3559,YMG018,seismic,Stations_NIED
KOC014,KOC0141604160125,0.031167626,0,32.9897,132.9403,KOC014,seismic,Stations_NIED
SAGH05,SAGH051604160125,0.031076871,0,33.1806,130.1046,SAGH05,seismic,Stations_NIED
KGSH06,KGSH061604160125,0.030601684,0,31.6988,130.4594,KGSH06,seismic,Stations_NIED
NGS004,NGS0041604160125,0.030346754,0,33.181,129.7173,NGS004,seismic,Stations_NIED
OIT004,OIT0041604160125,0.030056135,0,33.5659,131.7316,OIT004,seismic,Stations_NIED
KGS011,KGS0111604160125,0.029448385,0,31.5896,130.349,KGS011,seismic,Stations_NIED
KGSH03,KGSH031604160125,0.029146549,0,31.9812,130.4438,KGSH03,seismic,Stations_NIED
YMG006,YMG0061604160125,0.028823298,0,34.1487,130.9299,YMG006,seismic,Stations_NIED
NGS023,NGS0231604160125,0.028755997,0,33.75,129.691,NGS023,seismic,Stations_NIED
YMG008,YMG0081604160125,0.028613237,0,34.0119,131.4099,YMG008,seismic,Stations_NIED
NGSH06,NGSH061604160125,0.028006506,0,32.6999,129.8625,NGSH06,seismic,Stations_NIED
EHMH12,EHMH121604160125,0.027889238,0,33.427,132.5055,EHMH12,seismic,Stations_NIED
EHM014,EHM0141604160125,0.027089781,0,32.9451,132.5042,EHM014,seismic,Stations_NIED
YMGH14,YMGH141604160125,0.02691337,0,34.3979,131.3774,YMGH14,seismic,Stations_NIED
KGS012,KGS0121604160125,0.025849806,0,31.6057,130.574,KGS012,seismic,Stations_NIED
KGS009,KGS0091604160125,0.025714184,0,31.7368,130.7613,KGS009,seismic,Stations_NIED
YMGH08,YMGH081604160125,0.024136683,0,34.1349,130.9323,YMGH08,seismic,Stations_NIED
OITH03,OITH031604160125,0.023737974,0,33.4736,131.6856,OITH03,seismic,Stations_NIED
MYZ016,MYZ0161604160125,0.022230833,0,31.6131,131.3745,MYZ016,seismic,Stations_NIED
NGSH02,NGSH021604160125,0.021978963,0,33.2122,129.7652,NGSH02,seismic,Stations_NIED
NGS006,NGS0061604160125,0.021336542,0,32.933,129.6436,NGS006,seismic,Stations_NIED
YMG017,YMG0171604160125,0.021284537,0,33.9649,132.1011,YMG017,seismic,Stations_NIED
SAG001,SAG0011604160125,0.021166249,0,33.5274,129.8772,SAG001,seismic,Stations_NIED
EHM012,EHM0121604160125,0.021083652,0,33.2217,132.5724,EHM012,seismic,Stations_NIED
EHM008,EHM0081604160125,0.019910979,0,33.8199,132.7282,EHM008,seismic,Stations_NIED
HRS019,HRS0191604160125,0.019840618,0,34.253,132.5617,HRS019,seismic,Stations_NIED
KGS018,KGS0181604160125,0.019823283,0,31.3757,130.5449,KGS018,seismic,Stations_NIED
EHM016,EHM0161604160125,0.018310024,0,33.7654,132.7089,EHM016,seismic,Stations_NIED
EHM013,EHM0131604160125,0.018268216,0,33.3917,132.114,EHM013,seismic,Stations_NIED
YMGH15,YMGH151604160125,0.018028583,0,33.9725,131.8149,YMGH15,seismic,Stations_NIED
NGS013,NGS0131604160125,0.017380043,0,32.581,129.7597,NGS013,seismic,Stations_NIED
YMG003,YMG0031604160125,0.01721179,0,34.383,131.5999,YMG003,seismic,Stations_NIED
KGS015,KGS0151604160125,0.016807982,0,31.4308,131.0109,KGS015,seismic,Stations_NIED
YMG014,YMG0141604160125,0.016594862,0,34.0542,131.8077,YMG014,seismic,Stations_NIED
MYZH09,MYZH091604160125,0.016146187,0,32.0421,131.0618,MYZH09,seismic,Stations_NIED
KOC003,KOC0031604160125,0.016074806,0,33.5014,133.9071,KOC003,seismic,Stations_NIED
KOC007,KOC0071604160125,0.01570159,0,33.5612,133.5273,KOC007,seismic,Stations_NIED
HRS014,HRS0141604160125,0.015673038,0,34.2864,132.2765,HRS014,seismic,Stations_NIED
EHM003,EHM0031604160125,0.015544554,0,33.9253,133.0844,EHM003,seismic,Stations_NIED
HRSH07,HRSH071604160125,0.015533337,0,34.2883,132.6411,HRSH07,seismic,Stations_NIED
SMN005,SMN0051604160125,0.015241698,0,35.3608,132.7449,SMN005,seismic,Stations_NIED
YMG007,YMG0071604160125,0.015175417,0,34.1659,131.2065,YMG007,seismic,Stations_NIED
HRS018,HRS0181604160125,0.015132589,0,34.3413,132.9069,HRS018,seismic,Stations_NIED
EHM015,EHM0151604160125,0.015008183,0,33.6094,132.4768,EHM015,seismic,Stations_NIED
KGW005,KGW0051604160125,0.01487562,0,34.1139,133.6353,KGW005,seismic,Stations_NIED
EHMH13,EHMH131604160125,0.014807299,0,33.3719,132.1157,EHMH13,seismic,Stations_NIED
YMG016,YMG0161604160125,0.014745096,0,34.1703,132.1764,YMG016,seismic,Stations_NIED
EHM004,EHM0041604160125,0.01466046,0,34.0627,132.9986,EHM004,seismic,Stations_NIED
KOCH08,KOCH081604160125,0.014355565,0,32.7797,132.9718,KOCH08,seismic,Stations_NIED
EHMH11,EHMH111604160125,0.014087379,0,33.5807,132.6011,EHMH11,seismic,Stations_NIED
EHM007,EHM0071604160125,0.013998664,0,33.9616,132.7719,EHM007,seismic,Stations_NIED
EHM010,EHM0101604160125,0.013548969,0,33.4511,132.6881,EHM010,seismic,Stations_NIED
KGS013,KGS0131604160125,0.013526536,0,31.5973,130.9938,KGS013,seismic,Stations_NIED
YMGH17,YMGH171604160125,0.013229798,0,33.9291,132.4046,YMGH17,seismic,Stations_NIED
YMGH01,YMGH011604160125,0.013181871,0,34.0494,131.5618,YMGH01,seismic,Stations_NIED
YMG005,YMG0051604160125,0.013164536,0,34.2907,130.9487,YMG005,seismic,Stations_NIED
EHMH08,EHMH081604160125,0.013124767,0,33.5388,133.0016,EHMH08,seismic,Stations_NIED
YMG015,YMG0151604160125,0.013067663,0,34.0966,132.0761,YMG015,seismic,Stations_NIED
MYZ018,MYZ0181604160125,0.012978948,0,31.3987,131.3054,MYZ018,seismic,Stations_NIED
SMN014,SMN0141604160125,0.012813754,0,34.4668,131.7747,SMN014,seismic,Stations_NIED
KGWH02,KGWH021604160125,0.012606752,0,34.198,133.7081,KGWH02,seismic,Stations_NIED
YMGH09,YMGH091604160125,0.01243442,0,34.6257,131.6681,YMGH09,seismic,Stations_NIED
KOC012,KOC0121604160125,0.012172352,0,33.1976,132.9758,KOC012,seismic,Stations_NIED
KGSH09,KGSH091604160125,0.012127485,0,31.3741,130.4333,KGSH09,seismic,Stations_NIED
KOCH07,KOCH071604160125,0.0114973,0,33.392,133.2866,KOCH07,seismic,Stations_NIED
TTR008,TTR0081604160125,0.011303554,0,35.4259,133.3301,TTR008,seismic,Stations_NIED
NGS022,NGS0221604160125,0.011287239,0,34.2031,129.2874,NGS022,seismic,Stations_NIED
KOC006,KOC0061604160125,0.011007837,0,33.4943,133.4166,KOC006,seismic,Stations_NIED
KGS016,KGS0161604160125,0.010998659,0,31.4162,130.3225,KGS016,seismic,Stations_NIED
HRS013,HRS0131604160125,0.010981324,0,34.3768,132.4502,HRS013,seismic,Stations_NIED
EHMH06,EHMH061604160125,0.010906885,0,33.3348,132.798,EHMH06,seismic,Stations_NIED
EHM005,EHM0051604160125,0.010875273,0,33.7973,132.9144,EHM005,seismic,Stations_NIED
YMGH16,YMGH161604160125,0.010679488,0,33.826,132.104,YMGH16,seismic,Stations_NIED
KGS020,KGS0201604160125,0.010649916,0,31.2396,130.4915,KGS020,seismic,Stations_NIED
EHM001,EHM0011604160125,0.010638699,0,33.981,133.549,EHM001,seismic,Stations_NIED
KOC004,KOC0041604160125,0.010597911,0,33.6975,133.8764,KOC004,seismic,Stations_NIED
HRS009,HRS0091604160125,0.010533668,0,34.4927,132.2802,HRS009,seismic,Stations_NIED
SMN006,SMN0061604160125,0.010446993,0,35.1908,132.4981,SMN006,seismic,Stations_NIED
NGS015,NGS0151604160125,0.010116605,0,33.2557,129.1256,NGS015,seismic,Stations_NIED
HRSH10,HRSH101604160125,0.010016672,0,34.7471,132.3794,HRSH10,seismic,Stations_NIED
EHMH04,EHMH041604160125,0.009885129,0,33.9023,133.0658,EHMH04,seismic,Stations_NIED
EHMH01,EHMH011604160125,0.009679146,0,33.0556,132.5552,EHMH01,seismic,Stations_NIED
YMG004,YMG0041604160125,0.009661811,0,34.3709,131.182,YMG004,seismic,Stations_NIED
NGS016,NGS0161604160125,0.009584313,0,32.8876,129.0213,NGS016,seismic,Stations_NIED
TKS002,TKS0021604160125,0.009488459,0,34.0439,134.582,TKS002,seismic,Stations_NIED
HRSH13,HRSH131604160125,0.009383429,0,34.4122,132.3907,HRSH13,seismic,Stations_NIED
SMNH07,SMNH071604160125,0.00927126,0,34.694,132.0402,SMNH07,seismic,Stations_NIED
HRSH15,HRSH151604160125,0.009268201,0,34.1161,132.5053,HRSH15,seismic,Stations_NIED
KOC011,KOC0111604160125,0.00912544,0,33.3982,132.8962,KOC011,seismic,Stations_NIED
HRS008,HRS0081604160125,0.009117283,0,34.6029,132.7201,HRS008,seismic,Stations_NIED
SMN012,SMN0121604160125,0.009010212,0,34.3551,131.9354,SMN012,seismic,Stations_NIED
NGS021,NGS0211604160125,0.008996956,0,34.3971,129.3239,NGS021,seismic,Stations_NIED
SMN009,SMN0091604160125,0.008942911,0,35.0117,132.2219,SMN009,seismic,Stations_NIED
KOC016,KOC0161604160125,0.008780776,0,32.7359,132.9754,KOC016,seismic,Stations_NIED
KGS017,KGS0171604160125,0.008754264,0,31.3954,130.8702,KGS017,seismic,Stations_NIED
KGS021,KGS0211604160125,0.008652292,0,31.2535,130.6324,KGS021,seismic,Stations_NIED
KOCH04,KOCH041604160125,0.008631898,0,32.8414,132.7066,KOCH04,seismic,Stations_NIED
KOCH05,KOCH051604160125,0.008575813,0,33.6472,133.1444,KOCH05,seismic,Stations_NIED
KGSH08,KGSH081604160125,0.008520749,0,31.5618,130.9969,KGSH08,seismic,Stations_NIED
KGW004,KGW0041604160125,0.008477921,0,34.3473,134.0375,KGW004,seismic,Stations_NIED
KGS014,KGS0141604160125,0.008417757,0,31.4963,130.6994,KGS014,seismic,Stations_NIED
KGS019,KGS0191604160125,0.008315786,0,31.2776,130.3008,KGS019,seismic,Stations_NIED
TKS007,TKS0071604160125,0.008285194,0,34.0903,134.2854,TKS007,seismic,Stations_NIED
HRS012,HRS0121604160125,0.008278056,0,34.4274,132.7422,HRS012,seismic,Stations_NIED
YMGH10,YMGH101604160125,0.00812204,0,34.4837,131.6329,YMGH10,seismic,Stations_NIED
KYTH05,KYTH051604160125,0.008098586,0,35.6814,135.0268,KYTH05,seismic,Stations_NIED
EHMH05,EHMH051604160125,0.008056778,0,33.7112,132.8032,EHMH05,seismic,Stations_NIED
SMN002,SMN0021604160125,0.008037403,0,35.4713,133.0681,SMN002,seismic,Stations_NIED
EHM009,EHM0091604160125,0.007998654,0,33.6333,132.7965,EHM009,seismic,Stations_NIED
YMG009,YMG0091604160125,0.007791652,0,34.2315,131.8175,YMG009,seismic,Stations_NIED
SMN013,SMN0131604160125,0.007747804,0,34.6696,131.8461,SMN013,seismic,Stations_NIED
KOCH06,KOCH061604160125,0.007727409,0,33.0754,132.9524,KOCH06,seismic,Stations_NIED
YMG010,YMG0101604160125,0.007639714,0,34.2303,131.9819,YMG010,seismic,Stations_NIED
KOCH03,KOCH031604160125,0.007487776,0,33.2683,132.9891,KOCH03,seismic,Stations_NIED
OSKH02,OSKH021604160125,0.007461264,0,34.6628,135.3896,OSKH02,seismic,Stations_NIED
KGS023,KGS0231604160125,0.00743883,0,31.199,130.849,KGS023,seismic,Stations_NIED
HRS020,HRS0201604160125,0.00729403,0,34.3027,133.1693,HRS020,seismic,Stations_NIED
TTRH03,TTRH031604160125,0.007276695,0,35.3553,133.4918,TTRH03,seismic,Stations_NIED
KOCH10,KOCH101604160125,0.007167585,0,33.5313,133.4388,KOCH10,seismic,Stations_NIED
KOCH09,KOCH091604160125,0.006767857,0,33.6748,133.8243,KOCH09,seismic,Stations_NIED
NGS020,NGS0201604160125,0.006689338,0,34.6551,129.4591,NGS020,seismic,Stations_NIED
HRS015,HRS0151604160125,0.006680161,0,34.4852,133.3619,HRS015,seismic,Stations_NIED
EHM006,EHM0061604160125,0.006641412,0,33.6412,133.008,EHM006,seismic,Stations_NIED
KOC017,KOC0171604160125,0.006631215,0,33.7691,133.6565,KOC017,seismic,Stations_NIED
YMG019,YMG0191604160125,0.006630195,0,33.8454,132.1204,YMG019,seismic,Stations_NIED
