# 19900530_Sequence_Vrancea/19900531_M6.31_Vrancea median gmf, Stations:None, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,"BCHydroESHM20SSlab
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = -1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
sigma_mu_epsilon = 1.355630
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = -0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00","BCHydroESHM20SSlab
theta_6_adjustment = 0.001500
faba_taper_model = ""SFunc""
a = -100.00
b = 100.00"
t_1041,25.146989999999988,44.67162,0.030342933,0.020121053,0.045757722,0.030342933,0.030342933
t_1042,25.064120000000003,44.6776,0.0287753,0.019081522,0.043393705,0.0287753,0.0287753
t_1043,25.19263000000001,44.69818,0.031783625,0.021076407,0.047930315,0.031783625,0.031783625
t_1044,25.10974999999999,44.70418,0.030079007,0.019946039,0.04535972,0.030079007,0.030079007
t_1045,25.026849999999996,44.71014,0.029336281,0.01945352,0.044239674,0.029336281,0.029336281
t_1046,25.23830000000001,44.72472,0.033433694,0.022170601,0.05041865,0.033433694,0.033433694
t_1047,25.561170000000004,44.64119,0.034485932,0.022868367,0.052005447,0.034485932,0.034485932
t_1048,25.478350000000006,44.64734,0.03431888,0.022757588,0.051753525,0.03431888,0.03431888
t_1049,25.60691,44.66765,0.035351638,0.023442432,0.053310946,0.035351638,0.035351638
t_105,26.563119999999998,44.08428,0.018128876,0.012021649,0.027338693,0.018128876,0.018128876
t_1050,25.524069999999995,44.67383,0.035024412,0.023225443,0.052817486,0.035024412,0.035024412
t_1051,25.65267,44.69411,0.03601512,0.023882402,0.054311488,0.03601512,0.03601512
t_1052,25.569819999999993,44.7003,0.036345433,0.02410144,0.054809608,0.036345433,0.036345433
t_1053,25.486950000000007,44.70645,0.034862794,0.02311827,0.05257376,0.034862794,0.034862794
t_1054,25.615589999999997,44.72675,0.037877053,0.02511709,0.05711932,0.037877053,0.037877053
t_1055,25.53271000000001,44.73292,0.0367219,0.024351083,0.055377327,0.0367219,0.0367219
t_1056,25.66138000000001,44.75319,0.03935982,0.026100343,0.05935536,0.03935982,0.03935982
t_1057,25.312690000000003,44.65955,0.03185647,0.021124711,0.048040166,0.03185647,0.03185647
t_1058,25.44122999999999,44.67997,0.03479463,0.023073068,0.052470963,0.03479463,0.03479463
t_1059,25.358370000000008,44.68607,0.034213237,0.022687534,0.051594216,0.034213237,0.034213237
t_106,26.48080999999999,44.09088,0.018914342,0.012542508,0.02852319,0.018914342,0.018914342
t_1060,25.275509999999997,44.69214,0.031554807,0.020924672,0.047585253,0.031554807,0.031554807
t_1061,25.404079999999993,44.71257,0.03311382,0.021958487,0.049936272,0.03311382,0.03311382
t_1062,25.321200000000005,44.71866,0.034620497,0.022957599,0.05220837,0.034620497,0.034620497
t_1063,25.449810000000014,44.73906,0.035149854,0.023308625,0.053006653,0.035149854,0.035149854
t_1064,25.36690999999999,44.74517,0.033313535,0.022090923,0.05023745,0.033313535,0.033313535
t_1065,25.283999999999992,44.75124,0.030668693,0.020337071,0.046248976,0.030668693,0.030668693
t_1066,25.412649999999985,44.77166,0.03566017,0.023647025,0.053776216,0.03566017,0.03566017
t_1067,24.98124999999999,44.68355,0.028280232,0.01875323,0.04264713,0.028280232,0.028280232
t_1068,24.94395,44.71608,0.027987074,0.018558832,0.042205043,0.027987074,0.027987074
t_1069,24.98956000000001,44.74267,0.029382065,0.019483881,0.04430872,0.029382065,0.029382065
t_107,26.608869999999996,44.11063,0.018065883,0.011979876,0.027243698,0.018065883,0.018065883
t_1070,24.906630000000007,44.74858,0.026296308,0.017437648,0.039655335,0.026296308,0.026296308
t_1071,24.952249999999992,44.77518,0.029818611,0.019773364,0.044967037,0.029818611,0.029818611
t_1072,24.869290000000007,44.78108,0.027342776,0.018131584,0.04123343,0.027342776,0.027342776
t_1073,24.914909999999992,44.80767,0.02913988,0.019323284,0.0439435,0.02913988,0.02913988
t_1074,24.831919999999997,44.81355,0.024287483,0.016105553,0.03662599,0.024287483,0.024287483
t_1075,24.960559999999987,44.83425,0.031340253,0.020782398,0.047261704,0.031340253,0.031340253
t_1076,24.877549999999985,44.84015,0.026369756,0.017486354,0.0397661,0.026369756,0.026369756
t_1077,25.155399999999986,44.73073,0.031932324,0.021175012,0.048154555,0.031932324,0.031932324
t_1078,25.072489999999988,44.73672,0.029328866,0.019448604,0.044228494,0.029328866,0.029328866
t_1079,25.20107999999999,44.75728,0.034679424,0.022996673,0.052297235,0.034679424,0.034679424
t_108,26.52654000000001,44.11724,0.016449094,0.010907749,0.02480555,0.016449094,0.016449094
t_1080,25.11814000000001,44.76328,0.032880917,0.021804044,0.04958505,0.032880917,0.032880917
t_1081,25.035200000000003,44.76924,0.03099477,0.0205533,0.046740707,0.03099477,0.03099477
t_1082,25.163819999999987,44.78982,0.028042424,0.018595537,0.042288516,0.028042424,0.028042424
t_1083,25.08086,44.79581,0.03211325,0.021294989,0.048427396,0.03211325,0.03211325
t_1084,24.997890000000012,44.80176,0.027860971,0.01847521,0.04201488,0.027860971,0.027860971
t_1085,25.20953,44.81635,0.031039989,0.020583285,0.046808895,0.031039989,0.031039989
t_1086,25.12655000000001,44.82235,0.027094638,0.017967038,0.040859234,0.027094638,0.027094638
t_1087,25.578480000000013,44.75938,0.038492277,0.025525058,0.05804709,0.038492277,0.038492277
t_1088,25.495569999999987,44.76554,0.036713567,0.024345556,0.055364758,0.036713567,0.036713567
t_1089,25.62428,44.78582,0.039830513,0.02641247,0.060065176,0.039830513,0.039830513
t_109,26.572299999999984,44.14359,0.017829934,0.011823414,0.026887884,0.017829934,0.017829934
t_1090,25.541349999999994,44.79199,0.04059607,0.026920129,0.06121965,0.04059607,0.04059607
t_1091,25.58715000000001,44.81843,0.039907593,0.026463587,0.060181417,0.039907593,0.039907593
t_1092,25.504189999999994,44.82459,0.03998291,0.02651353,0.060294993,0.03998291,0.03998291
t_1093,25.632980000000003,44.84486,0.041424736,0.027469635,0.062469296,0.041424736,0.041424736
t_1094,25.55000000000001,44.85104,0.042123143,0.027932765,0.06352251,0.042123143,0.042123143
t_1095,25.467009999999988,44.85718,0.04030546,0.026727421,0.060781408,0.04030546,0.04030546
t_1096,25.595830000000007,44.87746,0.043235946,0.02867069,0.065200634,0.043235946,0.043235946
t_1097,25.32972000000001,44.77775,0.031856574,0.021124782,0.048040327,0.031856574,0.031856574
t_1098,25.246769999999998,44.7838,0.031516917,0.020899545,0.047528114,0.031516917,0.031516917
t_1099,25.458410000000015,44.79813,0.036802072,0.024404246,0.055498227,0.036802072,0.036802072
t_11,26.8193,44.12359,0.017772952,0.011785627,0.026801951,0.017772952,0.017772952
t_110,26.407579999999996,44.15675,0.01894094,0.012560146,0.028563302,0.01894094,0.01894094
t_1100,25.375460000000004,44.80424,0.033335757,0.022105658,0.05027096,0.033335757,0.033335757
t_1101,25.29249999999999,44.81031,0.03289325,0.021812223,0.049603652,0.03289325,0.03289325
t_1102,25.421220000000005,44.83072,0.0376086,0.024939073,0.05671449,0.0376086,0.0376086
t_1103,25.338239999999985,44.83681,0.03175003,0.02105413,0.047879655,0.03175003,0.03175003
t_1104,25.255259999999993,44.84286,0.03130215,0.020757131,0.047204245,0.03130215,0.03130215
t_1105,25.38400999999999,44.86328,0.03639735,0.024135867,0.054887902,0.03639735,0.03639735
t_1106,25.30100999999999,44.86936,0.036571756,0.024251519,0.055150907,0.036571756,0.036571756
t_1107,25.043560000000014,44.82832,0.027469069,0.018215332,0.041423883,0.027469069,0.027469069
t_1108,25.172259999999994,44.84888,0.032507267,0.02155627,0.049021583,0.032507267,0.032507267
t_1109,25.089249999999993,44.85487,0.027074039,0.01795338,0.04082817,0.027074039,0.027074039
t_111,26.45331999999999,44.18312,0.018709227,0.012406493,0.028213874,0.018709227,0.018709227
t_1110,25.006229999999988,44.86082,0.029293371,0.019425066,0.044174965,0.029293371,0.029293371
t_1111,25.217989999999986,44.87539,0.029089386,0.019289799,0.04386735,0.029089386,0.029089386
t_1112,25.134960000000007,44.8814,0.029159658,0.019336397,0.043973323,0.029159658,0.029159658
t_1113,25.05193,44.88737,0.031016642,0.020567805,0.04677369,0.031016642,0.031016642
t_1114,25.1807,44.90791,0.035002045,0.023210611,0.052783754,0.035002045,0.035002045
t_1115,25.097649999999987,44.9139,0.02780996,0.018441385,0.04193795,0.02780996,0.02780996
t_1116,25.014579999999995,44.91985,0.029412752,0.01950423,0.044354994,0.029412752,0.029412752
t_1117,25.429810000000003,44.88975,0.0398125,0.026400527,0.060038015,0.0398125,0.0398125
t_1118,25.346779999999995,44.89584,0.036083285,0.023927605,0.054414287,0.036083285,0.036083285
t_1119,25.263750000000016,44.90189,0.03420491,0.022682013,0.05158166,0.03420491,0.03420491
t_112,26.370929999999987,44.18967,0.019133449,0.012687801,0.028853606,0.019133449,0.019133449
t_1120,25.39258000000001,44.9223,0.03861929,0.025609283,0.05823863,0.03861929,0.03861929
t_1121,25.309529999999995,44.92837,0.034469515,0.022857478,0.05198069,0.034469515,0.034469515
t_1122,25.438410000000005,44.94875,0.042788442,0.028373938,0.06452579,0.042788442,0.042788442
t_1123,25.35533000000001,44.95484,0.036367796,0.02411627,0.054843336,0.036367796,0.036367796
t_1124,25.272249999999985,44.9609,0.034262788,0.022720393,0.051668942,0.034262788,0.034262788
t_1125,25.401160000000004,44.98129,0.04211612,0.027928108,0.063511916,0.04211612,0.04211612
t_1126,25.318060000000003,44.98736,0.03488346,0.023131972,0.05260492,0.03488346,0.03488346
t_1127,25.512830000000008,44.88362,0.042449296,0.028149042,0.06401435,0.042449296,0.042449296
t_1128,25.64169000000001,44.90388,0.04042095,0.026804002,0.060955565,0.04042095,0.04042095
t_1129,25.558660000000003,44.91005,0.044666134,0.029619075,0.06735738,0.044666134,0.044666134
t_113,26.416679999999985,44.21604,0.021712273,0.014397877,0.032742526,0.021712273,0.021712273
t_1130,25.475629999999995,44.91619,0.04274866,0.028347557,0.0644658,0.04274866,0.04274866
t_1131,25.604520000000008,44.93647,0.04057685,0.026907384,0.06119067,0.04057685,0.04057685
t_1132,25.521469999999994,44.94262,0.03690131,0.024470054,0.055647884,0.03690131,0.03690131
t_1133,25.650409999999994,44.96286,0.04226411,0.028026242,0.06373509,0.04226411,0.04226411
t_1134,25.56733,44.96904,0.038441233,0.025491212,0.057970118,0.038441233,0.038441233
t_1135,25.484250000000003,44.97518,0.037059247,0.024574786,0.055886056,0.037059247,0.037059247
t_1136,25.613220000000013,44.99544,0.0430335,0.02853644,0.06489534,0.0430335,0.0430335
t_1137,25.226460000000003,44.93441,0.036834724,0.0244259,0.055547472,0.036834724,0.036834724
t_1138,25.14339000000001,44.94042,0.032573164,0.021599967,0.049120955,0.032573164,0.032573164
t_1139,25.060300000000012,44.94639,0.028402878,0.01883456,0.042832084,0.028402878,0.028402878
t_114,26.46244999999999,44.24239,0.021275712,0.014108383,0.032084182,0.021275712,0.021275712
t_1140,25.189150000000012,44.96692,0.031635374,0.020978099,0.04770675,0.031635374,0.031635374
t_1141,25.10605000000001,44.97291,0.03191598,0.021164177,0.048129912,0.03191598,0.03191598
t_1142,25.022940000000006,44.97886,0.02851875,0.018911397,0.04300682,0.02851875,0.02851875
t_1143,25.234939999999995,44.9934,0.033130724,0.021969697,0.049961764,0.033130724,0.033130724
t_1144,25.151819999999987,44.99941,0.031992804,0.021215118,0.04824576,0.031992804,0.031992804
t_1145,25.068690000000004,45.00538,0.032112204,0.021294294,0.048425816,0.032112204,0.032112204
t_1146,25.19762,45.0259,0.035199236,0.023341373,0.053081125,0.035199236,0.035199236
t_1147,25.447010000000006,45.00773,0.03658628,0.02426115,0.055172812,0.03658628,0.03658628
t_1148,25.363889999999998,45.01382,0.0377788,0.025051935,0.05697115,0.0377788,0.0377788
t_1149,25.280759999999987,45.01987,0.038681768,0.025650714,0.05833285,0.038681768,0.038681768
t_115,26.38001,44.24894,0.022208033,0.014726626,0.03349014,0.022208033,0.022208033
t_1150,25.409750000000003,45.04025,0.038754135,0.0256987,0.058441974,0.038754135,0.038754135
t_1151,25.326599999999985,45.04633,0.040155485,0.026627969,0.060555242,0.040155485,0.040155485
t_1152,25.243439999999993,45.05237,0.038133238,0.025286973,0.057505652,0.038133238,0.038133238
t_1153,25.455629999999985,45.06667,0.038463525,0.025505992,0.05800373,0.038463525,0.038463525
t_1154,25.37245999999999,45.07277,0.0367703,0.024383176,0.055450313,0.0367703,0.0367703
t_1155,25.28927999999999,45.07882,0.03526464,0.023384744,0.053179756,0.03526464,0.03526464
t_1156,25.41834,45.09919,0.041770644,0.027699014,0.06299093,0.041770644,0.041770644
t_1157,25.11447000000001,45.03188,0.03530023,0.023408342,0.05323342,0.03530023,0.03530023
t_1158,25.03130999999999,45.03784,0.03176318,0.02106285,0.047899485,0.03176318,0.03176318
t_1159,25.160269999999997,45.05837,0.034887698,0.023134785,0.052611317,0.034887698,0.034887698
t_116,26.425780000000003,44.2753,0.02115774,0.014030153,0.031906277,0.02115774,0.02115774
t_1160,25.07709,45.06434,0.029945232,0.019857328,0.045157984,0.029945232,0.029945232
t_1161,24.993899999999996,45.07028,0.03157255,0.020936437,0.047612008,0.03157255,0.03157255
t_1162,25.20608999999999,45.08485,0.031272724,0.020737616,0.047159865,0.031272724,0.031272724
t_1163,25.122890000000012,45.09084,0.033737566,0.022372106,0.050876897,0.033737566,0.033737566
t_1164,25.039680000000004,45.09679,0.029091572,0.019291248,0.043870647,0.029091572,0.029091572
t_1165,25.168720000000008,45.11731,0.034759812,0.02304998,0.052418463,0.034759812,0.034759812
t_1166,25.085489999999993,45.12328,0.030281888,0.020080572,0.045665666,0.030281888,0.030281888
t_1167,25.33515,45.10526,0.037939426,0.02515845,0.057213377,0.037939426,0.037939426
t_1168,25.25193999999999,45.1113,0.036623135,0.024285588,0.055228386,0.036623135,0.036623135
t_1169,25.464249999999993,45.1256,0.042355392,0.028086772,0.06387274,0.042355392,0.042355392
t_117,26.343320000000006,44.28183,0.02301533,0.015261961,0.034707557,0.02301533,0.02301533
t_1170,25.381039999999985,45.13169,0.040867794,0.027100317,0.06162942,0.040867794,0.040867794
t_1171,25.29781,45.13775,0.037901364,0.025133211,0.057155985,0.037901364,0.037901364
t_1172,25.426950000000005,45.1581,0.0393289,0.026079841,0.059308734,0.0393289,0.0393289
t_1173,25.343700000000013,45.16417,0.036669098,0.02431607,0.055297703,0.036669098,0.036669098
t_1174,25.26044999999999,45.17021,0.036407083,0.024142321,0.05490258,0.036407083,0.036407083
t_1175,25.389620000000008,45.19058,0.038086135,0.025255738,0.057434622,0.038086135,0.038086135
t_1176,25.30635000000001,45.19664,0.039201267,0.025995206,0.059116263,0.039201267,0.039201267
t_1177,25.79011,44.77337,0.041840095,0.027745068,0.06309567,0.041840095,0.041840095
t_1178,25.7072,44.77961,0.04097242,0.027169693,0.06178719,0.04097242,0.04097242
t_1179,25.835970000000003,44.79975,0.03908526,0.025918279,0.058941323,0.03908526,0.03908526
t_118,26.47157999999999,44.30164,0.023446962,0.015548186,0.035358466,0.023446962,0.023446962
t_1180,25.75304,44.80602,0.04175566,0.027689079,0.062968336,0.04175566,0.04175566
t_1181,25.67009999999999,44.81224,0.040436693,0.026814442,0.060979307,0.040436693,0.040436693
t_1182,25.798900000000003,44.83241,0.04335768,0.028751412,0.06538421,0.04335768,0.04335768
t_1183,25.71593999999999,44.83865,0.037242696,0.024696434,0.056162696,0.037242696,0.037242696
t_1184,25.84478999999999,44.85878,0.044636555,0.029599462,0.067312784,0.044636555,0.044636555
t_1185,25.761809999999997,44.86504,0.041976575,0.02783557,0.063301474,0.041976575,0.041976575
t_1186,25.678830000000005,44.87127,0.036143623,0.023967614,0.054505274,0.036143623,0.036143623
t_1187,25.881849999999986,44.82613,0.043348067,0.028745038,0.06536972,0.043348067,0.043348067
t_1188,26.01070999999999,44.84615,0.045070708,0.029887358,0.06796749,0.045070708,0.045070708
t_1189,25.927760000000006,44.85248,0.044629503,0.029594785,0.067302145,0.044629503,0.044629503
t_119,26.389099999999985,44.30819,0.021810906,0.014463281,0.032891262,0.021810906,0.021810906
t_1190,25.973690000000005,44.87883,0.046309136,0.030708587,0.06983507,0.046309136,0.046309136
t_1191,25.89070000000001,44.88514,0.046749465,0.031000579,0.07049909,0.046749465,0.046749465
t_1192,26.01964000000001,44.90515,0.04772243,0.03164577,0.071966335,0.04772243,0.04772243
t_1193,25.93664000000001,44.91148,0.047223423,0.03131487,0.07121383,0.047223423,0.047223423
t_1194,25.853620000000006,44.91778,0.047293924,0.03136162,0.07132015,0.047293924,0.047293924
t_1195,25.98259999999999,44.93781,0.049534436,0.032847352,0.07469888,0.049534436,0.049534436
t_1196,25.899560000000008,44.94412,0.04843762,0.03212003,0.07304486,0.04843762,0.04843762
t_1197,25.807709999999986,44.89142,0.045626614,0.03025599,0.06880581,0.045626614,0.045626614
t_1198,25.724699999999984,44.89766,0.042377472,0.028101414,0.06390604,0.042377472,0.042377472
t_1199,25.7706,44.92404,0.04695798,0.031138849,0.07081354,0.04695798,0.04695798
t_12,26.865129999999994,44.14988,0.017279139,0.011458169,0.026057271,0.017279139,0.017279139
t_120,26.32521,44.16328,0.016685283,0.01106437,0.025161726,0.016685283,0.016685283
t_1200,25.687569999999994,44.93027,0.04308998,0.028573893,0.064980514,0.04308998,0.04308998
t_1201,25.816519999999997,44.95041,0.04860829,0.0322332,0.073302224,0.04860829,0.04860829
t_1202,25.73347000000001,44.95665,0.046132702,0.030591588,0.069569,0.046132702,0.046132702
t_1203,25.77940000000001,44.98302,0.04920778,0.032630738,0.07420628,0.04920778,0.04920778
t_1204,25.69631000000001,44.98924,0.042279433,0.028036404,0.063758194,0.042279433,0.042279433
t_1205,25.825350000000014,45.00936,0.050755333,0.033656955,0.076540016,0.050755333,0.050755333
t_1206,25.742250000000013,45.01561,0.04412129,0.029257778,0.06653575,0.04412129,0.04412129
t_1207,26.102630000000005,44.89878,0.04658243,0.030889813,0.070247196,0.04658243,0.04658243
t_1208,26.148629999999997,44.92508,0.049147245,0.032590598,0.074114986,0.049147245,0.049147245
t_1209,26.065619999999996,44.93146,0.049530633,0.03284483,0.07469314,0.049530633,0.049530633
t_121,26.242819999999995,44.16977,0.01666767,0.01105269,0.025135163,0.01666767,0.01666767
t_1210,26.111619999999988,44.95775,0.049823437,0.033038992,0.075134695,0.049823437,0.049823437
t_1211,26.028580000000005,44.96412,0.051131267,0.033906244,0.07710693,0.051131267,0.051131267
t_1212,26.157640000000015,44.98403,0.045079004,0.029892858,0.06798,0.045079004,0.045079004
t_1213,26.074579999999997,44.99042,0.0497642,0.032999713,0.07504537,0.0497642,0.0497642
t_1214,26.12061,45.0167,0.044244833,0.029339701,0.06672206,0.044244833,0.044244833
t_1215,26.037530000000004,45.02306,0.043727636,0.02899674,0.065942116,0.043727636,0.043727636
t_1216,26.16667000000001,45.04296,0.049747348,0.03298854,0.075019956,0.049747348,0.049747348
t_1217,25.94552999999999,44.97045,0.04999507,0.033152808,0.07539352,0.04999507,0.04999507
t_1218,25.862470000000002,44.97675,0.05003384,0.03317852,0.07545199,0.05003384,0.05003384
t_1219,25.99152000000001,44.99677,0.04737591,0.031415988,0.07144378,0.04737591,0.04737591
t_122,26.28853000000001,44.19618,0.020556983,0.013631779,0.031000324,0.020556983,0.020556983
t_1220,25.908439999999985,45.00308,0.051878683,0.03440187,0.07823405,0.051878683,0.051878683
t_1221,25.954430000000002,45.0294,0.045142625,0.029935045,0.06807594,0.045142625,0.045142625
t_1222,25.871319999999997,45.0357,0.050648544,0.03358614,0.07637897,0.050648544,0.050648544
t_1223,26.00045,45.0557,0.0562622,0.037308674,0.08484447,0.0562622,0.0562622
t_1224,25.91731999999999,45.06201,0.049913153,0.033098485,0.07526999,0.049913153,0.049913153
t_1225,25.963339999999988,45.08831,0.053724222,0.03562569,0.08101715,0.053724222,0.053724222
t_1226,25.88019,45.09461,0.05040124,0.03342215,0.07600603,0.05040124,0.05040124
t_1227,25.53012000000001,45.0016,0.03732081,0.024748234,0.056280497,0.03732081,0.03732081
t_1228,25.659140000000008,45.02182,0.039719768,0.026339035,0.05989817,0.039719768,0.039719768
t_1229,25.57602,45.028,0.041450083,0.027486444,0.06250752,0.041450083,0.041450083
t_123,26.206109999999995,44.20265,0.021151997,0.014026346,0.03189762,0.021151997,0.021151997
t_1230,25.49288999999999,45.03414,0.03738251,0.024789149,0.05637354,0.03738251,0.03738251
t_1231,25.621929999999992,45.05439,0.0427142,0.028324708,0.06441384,0.0427142,0.0427142
t_1232,25.538790000000006,45.06055,0.04453849,0.029534433,0.0671649,0.04453849,0.04453849
t_1233,25.58471,45.08693,0.043261223,0.028687447,0.06523875,0.043261223,0.043261223
t_1234,25.501530000000002,45.09308,0.037800107,0.025066067,0.057003286,0.037800107,0.037800107
t_1235,25.630660000000006,45.11331,0.048391946,0.03208974,0.07297598,0.048391946,0.048391946
t_1236,25.54746,45.11947,0.041311458,0.027394518,0.062298473,0.041311458,0.041311458
t_1237,25.78819999999999,45.04196,0.05069431,0.033616487,0.076447986,0.05069431,0.05069431
t_1238,25.705070000000006,45.04819,0.043982018,0.029165423,0.066325724,0.043982018,0.043982018
t_1239,25.834180000000003,45.0683,0.051646754,0.034248076,0.077884294,0.051646754,0.051646754
t_124,26.33426,44.22257,0.020551618,0.013628221,0.030992234,0.020551618,0.020551618
t_1240,25.751030000000014,45.07454,0.04384084,0.029071806,0.066112824,0.04384084,0.04384084
t_1241,25.667879999999997,45.08076,0.042705342,0.028318834,0.06440047,0.042705342,0.042705342
t_1242,25.797020000000003,45.10088,0.04983369,0.033045795,0.075150155,0.04983369,0.04983369
t_1243,25.713840000000005,45.10711,0.0451731,0.029955257,0.0681219,0.0451731,0.0451731
t_1244,25.84303,45.1272,0.050532427,0.033509143,0.07620387,0.050532427,0.050532427
t_1245,25.759829999999994,45.13345,0.05081328,0.03369538,0.0766274,0.05081328,0.05081328
t_1246,25.67662999999999,45.13966,0.04782234,0.031712025,0.07211701,0.04782234,0.04782234
t_1247,26.009389999999996,45.1146,0.05232775,0.034699656,0.078911245,0.05232775,0.05232775
t_1248,25.926209999999998,45.12092,0.050327837,0.03337347,0.07589534,0.050327837,0.050327837
