# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:Yagi
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,AtkinsonMacias2009NSHMP2014.NRCan15SiteTerm,Kanno2006Shallow,YoungsEtAl1997SInter,ZhaoEtAl2006SInter
m_135,85.5284,27.593,0.3605676,0.14914095,0.5874517,0.39996818,0.25064555,0.42471027
m_136,85.3121,27.662,0.18015592,0.20619167,0.20115943,0.22936052,0.19202018,0.20419066
m_137,84.6188,28.0,0.40835857,0.096704215,0.876634,0.5059051,0.1924469,0.59256744
m_138,85.3043,27.668,0.18719503,0.21804085,0.20412871,0.23111725,0.20006521,0.20746481
m_139,84.6435,27.971,0.4100082,0.14547119,0.883724,0.6431435,0.28318527,0.7557102
m_14,86.2435,27.622,0.22964263,0.09137946,0.521342,0.33141807,0.14871569,0.38454962
m_140,85.3323,27.661,0.17580208,0.16503151,0.18470392,0.18277082,0.17234068,0.18541157
m_141,84.6272,27.995,0.41012633,0.14524533,0.87675303,0.56809115,0.28163707,0.59277546
m_142,85.319,27.667,0.16655938,0.19025336,0.18199818,0.20373927,0.17515363,0.1832308
m_143,85.5224,27.604,0.3503438,0.14915061,0.5598193,0.35792595,0.24575192,0.40473515
m_144,84.6258,28.002,0.40878823,0.14519963,0.87487847,0.56699675,0.2812548,0.5912662
m_145,85.538,27.602,0.3586014,0.14865282,0.5906747,0.4006158,0.25019863,0.42491725
m_146,85.3178,27.673,0.15955074,0.18457644,0.17116626,0.19028059,0.16767757,0.17165464
m_147,85.3334,27.668,0.16698326,0.15935232,0.1711662,0.16765213,0.16371967,0.17129685
m_148,85.3231,27.673,0.1554744,0.17862464,0.16641648,0.18370447,0.1625822,0.16666521
m_149,85.3111,27.677,0.1733265,0.17261383,0.17534679,0.17631231,0.17357874,0.17546819
m_15,86.2538,27.602,0.22151284,0.09085272,0.4995893,0.3230631,0.14588436,0.37323305
m_150,85.3341,27.671,0.16373725,0.15688404,0.1661503,0.1617889,0.16036579,0.16605043
m_151,85.3881,27.654,0.19284159,0.15580328,0.21641846,0.19944851,0.1761661,0.2127104
m_152,84.6152,28.03,0.39771113,0.09653668,0.86386305,0.48397416,0.19061944,0.5826816
m_153,85.3327,27.676,0.14020127,0.17102133,0.15955818,0.19394708,0.15612938,0.16100328
m_154,85.3075,27.685,0.132933,0.19487008,0.17676395,0.26336214,0.17703037,0.19028617
m_155,85.2262,27.714,0.3042915,0.25935733,0.3700056,0.32209745,0.322447,0.32013246
m_156,85.3228,27.684,0.15502405,0.1515153,0.15298334,0.14949991,0.15281978,0.1525924
m_157,85.3114,27.688,0.17193396,0.1658161,0.16745524,0.16122678,0.16840024,0.16693325
m_158,84.6553,27.993,0.3983285,0.09680877,0.874157,0.46946728,0.19237697,0.5910982
m_159,85.2769,27.708,0.21722221,0.274343,0.24417202,0.30247575,0.26575008,0.26593822
m_16,85.4421,27.705,0.24193986,0.14817646,0.30179787,0.20605399,0.19383627,0.22427692
m_160,85.2609,27.713,0.26658633,0.26181918,0.28412902,0.26085508,0.29495442,0.3143645
m_161,85.4047,27.665,0.20275688,0.15303674,0.22557414,0.18783258,0.17699134,0.21974348
m_162,85.4253,27.667,0.20017594,0.16842104,0.26781303,0.2779214,0.18747535,0.25654125
m_163,85.4167,27.671,0.213899,0.15156662,0.24450478,0.19114704,0.18131657,0.23569126
m_164,84.6433,28.03,0.38777813,0.09656949,0.85974544,0.46267518,0.1902185,0.5798477
m_165,85.4287,27.668,0.2030342,0.16810603,0.27477807,0.28425115,0.18908304,0.2625483
m_166,85.4306,27.669,0.20449069,0.16790064,0.278376,0.2874192,0.18987148,0.26560348
m_167,85.4357,27.669,0.2090542,0.16758233,0.2901487,0.29843688,0.19257787,0.27572778
m_168,85.439,27.668,0.21262006,0.16747193,0.29895124,0.30691952,0.19469677,0.28353733
m_169,85.4308,27.672,0.20385055,0.16764326,0.27667812,0.2852057,0.18929006,0.2639179
m_17,85.3088,27.781,0.2667409,0.16761069,0.32453424,0.23580208,0.22423346,0.31071323
m_170,85.424,27.676,0.2112324,0.15071698,0.25821805,0.23054956,0.18454093,0.24748898
m_171,85.4286,27.676,0.20659836,0.16743734,0.26908305,0.26360407,0.18722837,0.25699872
m_172,85.4304,27.676,0.20834714,0.16733605,0.2733249,0.2674096,0.18825069,0.26068488
m_173,85.4437,27.673,0.22879219,0.14996304,0.3068579,0.27979133,0.19620043,0.29000828
m_174,85.4872,27.662,0.29209048,0.14880489,0.41885132,0.27524173,0.21930403,0.30609798
m_175,85.441,27.678,0.21791466,0.16663375,0.29746076,0.28863087,0.19374281,0.28132415
m_176,85.3197,27.7218,0.17711407,0.17517695,0.18032639,0.18060426,0.17653923,0.17978151
m_177,85.4712,27.679,0.26378036,0.14863129,0.370631,0.2950713,0.20927839,0.34395838
m_178,85.4644,27.686,0.25618553,0.1485204,0.35208938,0.28043658,0.20522664,0.32755363
m_179,85.3106,27.74,0.21170838,0.18841518,0.22615387,0.21035352,0.20069286,0.22329958
m_18,85.4695,27.738,0.27419475,0.14686628,0.3884152,0.25477844,0.21161674,0.28115678
m_180,85.4867,27.685,0.28451577,0.14798146,0.40598667,0.2595404,0.21580707,0.29563078
m_181,85.3473,27.73,0.18078214,0.16667405,0.19735737,0.19222386,0.1727622,0.19124898
m_182,85.3537,27.73,0.18049666,0.1657872,0.20032972,0.1962144,0.17237882,0.19371517
m_183,85.4236,27.71,0.22060655,0.14824145,0.26407456,0.20871425,0.18488434,0.2501641
m_184,85.3488,27.742,0.20866323,0.15193637,0.22194453,0.18253212,0.18203102,0.21351565
m_185,85.4235,27.718,0.22437659,0.14788073,0.27186483,0.21338525,0.18686314,0.25657687
m_186,85.3608,27.739,0.20645739,0.1496408,0.22165406,0.18060324,0.17891572,0.21259512
m_187,85.3682,27.737,0.20511822,0.14878242,0.22283377,0.1825523,0.17784707,0.21336858
m_188,85.6204,27.648,0.36472893,0.146393,0.6845374,0.53523415,0.2602956,0.60484964
m_189,85.3405,27.752,0.22185782,0.15569372,0.24279852,0.19686298,0.19184726,0.2332501
m_19,85.1463,27.8969,0.36293194,0.15886414,0.68053883,0.47030774,0.27543148,0.47942218
m_190,85.4107,27.736,0.21051957,0.16427958,0.2730832,0.2566667,0.18792456,0.2569268
m_191,85.3651,27.751,0.22621688,0.15060404,0.2498214,0.17992459,0.18750289,0.23753378
m_192,85.4367,27.73,0.21109489,0.16402401,0.31216767,0.32617375,0.19621685,0.29393527
m_193,85.502,27.71,0.29483658,0.14699225,0.44226688,0.2783221,0.22167476,0.31809697
m_194,85.3439,27.761,0.23478198,0.15577133,0.26421753,0.19936103,0.19728924,0.25199938
m_195,85.4635,27.723,0.2632707,0.14722627,0.362328,0.26089492,0.20656005,0.33376747
m_196,85.3575,27.759,0.23107973,0.1525791,0.26310694,0.19847886,0.193237,0.24963754
m_197,85.4194,27.739,0.21761376,0.16414721,0.29235452,0.27435073,0.19233605,0.2734308
m_198,85.4597,27.73,0.26420444,0.14711706,0.3599095,0.23721723,0.20605794,0.2624285
m_199,85.375,27.757,0.23415938,0.15005045,0.26981497,0.18805921,0.19159146,0.2545247
m_20,86.0163,27.663,0.3919911,0.096311636,0.8605521,0.46186382,0.19025163,0.58097774
m_200,85.3477,27.769,0.24211921,0.15548053,0.28429273,0.21484062,0.20182598,0.26940125
m_201,85.3752,27.765,0.24327381,0.10034733,0.28800395,0.16981909,0.13469186,0.214246
m_202,85.3706,27.769,0.2460848,0.15144385,0.29390866,0.19850588,0.19916555,0.21853143
m_203,85.4329,27.749,0.25200772,0.14729822,0.3315117,0.23843436,0.20098147,0.3065875
m_204,85.4536,27.744,0.25901324,0.0979323,0.36298537,0.20052692,0.14165819,0.2640242
m_205,85.3738,27.773,0.24975228,0.15128395,0.30504215,0.20608546,0.20145394,0.22596827
m_206,85.3634,27.783,0.25233158,0.10206766,0.32278538,0.175549,0.14221294,0.23868696
m_207,85.3539,27.793,0.26085126,0.10328964,0.34405977,0.18758978,0.14682196,0.25385228
m_208,85.3761,27.789,0.25778133,0.10106011,0.3438168,0.18696521,0.14394744,0.25222763
m_209,85.1273,27.869,0.35357046,0.16235495,0.67968774,0.5871212,0.28043935,0.6102087
m_21,85.1303,27.9236,0.35526422,0.103499174,0.7094905,0.39426255,0.1873481,0.49442315
m_210,85.1377,27.884,0.3453073,0.1604623,0.6796365,0.6117427,0.27766588,0.6070599
m_211,85.5727,27.754,0.3340216,0.14567004,0.59296316,0.41304472,0.24466206,0.5217037
m_212,85.1441,27.901,0.36353922,0.15828434,0.6854577,0.4730399,0.27530256,0.48202166
m_213,86.0212,27.679,0.3870023,0.09624478,0.85351294,0.45864767,0.1892865,0.5756305
m_214,85.1494,27.921,0.3577968,0.10386289,0.6940092,0.39856607,0.18639347,0.48478398
m_215,85.1685,27.916,0.3577968,0.15670854,0.6765075,0.4622233,0.27166325,0.47404435
m_216,85.1325,27.927,0.36424273,0.15512374,0.7091125,0.44539687,0.2738913,0.49371302
m_217,85.1468,27.925,0.35807973,0.1555233,0.69797397,0.5317659,0.27292162,0.61453927
m_218,86.0083,27.699,0.38498846,0.09622471,0.84957665,0.456771,0.18884115,0.5728846
m_219,85.1587,27.925,0.35451105,0.103622966,0.6894714,0.39145553,0.18553598,0.48129204
m_22,85.6862,27.755,0.3687649,0.14501067,0.729052,0.47892576,0.26243427,0.49843013
m_220,85.5068,27.823,0.31724805,0.14600329,0.5485145,0.3514091,0.23826775,0.38277492
m_221,85.6902,27.779,0.3616853,0.09645356,0.73056865,0.405919,0.17896701,0.4983093
m_222,86.0488,27.635,0.37674126,0.09609423,0.83953846,0.45261312,0.18732016,0.5652104
m_223,86.0621,27.65,0.3666535,0.09593724,0.82367045,0.44582912,0.18525845,0.55413324
m_224,86.0711,27.684,0.35944986,0.09581528,0.8116964,0.44082454,0.18374008,0.5460793
m_225,86.0718,27.67,0.3593172,0.095813595,0.81151277,0.44076115,0.18371475,0.54595613
m_226,86.0733,27.629,0.3571582,0.09577842,0.80792737,0.43931967,0.18326104,0.54358935
m_227,86.088,27.67,0.34697583,0.09558855,0.7899784,0.4320452,0.18103747,0.5320248
m_228,86.0083,27.419,0.401596,0.09642304,0.8776901,0.47022432,0.19229712,0.5934681
m_229,85.2889,28.108,0.31901532,0.096442714,0.70777273,0.39412984,0.17464742,0.4826831
m_23,85.1413,27.9255,0.36253753,0.15540276,0.7021092,0.44129217,0.27332336,0.4894056
m_230,84.4179,28.164,0.31508386,0.09475271,0.7197637,0.41408035,0.17256162,0.49049938
m_231,84.4215,28.183,0.3057993,0.094626,0.7099354,0.40210924,0.17141233,0.4849622
m_232,85.918,27.246,0.44249737,0.09682013,0.92931825,0.49687055,0.19972856,0.6379
m_233,86.063,27.388,0.33555588,0.09523923,0.75841945,0.43032065,0.17718622,0.512692
m_234,86.0637,27.371,0.32521656,0.095132135,0.749256,0.4164295,0.17609319,0.5072632
m_235,85.952,27.24,0.41244432,0.14476104,0.88097715,0.52589035,0.28157273,0.59545934
m_236,85.9208,27.219,0.39513278,0.14468619,0.87244445,0.6881613,0.28008375,0.7434021
m_237,86.0988,27.405,0.30232066,0.09440745,0.6912093,0.4017678,0.16928262,0.47422045
m_238,84.3734,28.229,0.26862782,0.09308448,0.607274,0.3799216,0.15933242,0.42958173
m_239,86.1004,27.367,0.3017014,0.141767,0.6703808,0.4425065,0.24743006,0.46285486
m_24,85.5439,27.805,0.317252,0.096943006,0.57926375,0.3149657,0.1654492,0.4026039
m_240,86.2262,27.656,0.24400078,0.09220198,0.55914223,0.34568036,0.15348922,0.40416187
m_241,85.898,27.197,0.3725582,0.14423378,0.8317308,0.67118067,0.27310547,0.7061991
m_242,86.0976,27.349,0.2876826,0.09406867,0.66742903,0.3857725,0.16648646,0.46126834
m_243,86.1113,27.379,0.28215408,0.09387773,0.65434164,0.38091096,0.16495301,0.45419705
m_244,85.9558,27.201,0.35899505,0.0956552,0.79815716,0.4653294,0.18191473,0.53718483
m_245,85.9058,27.15,0.31937292,0.14251631,0.7113223,0.45696947,0.25386095,0.48545855
m_246,86.2605,27.565,0.2132534,0.0902667,0.47728482,0.31435266,0.14290607,0.36156774
m_247,85.9577,27.102,0.2720564,0.13977878,0.5782132,0.49516103,0.23268433,0.52279395
m_248,86.0167,27.112,0.2473998,0.092043035,0.55154485,0.36064816,0.15253888,0.40031457
m_249,85.9739,27.081,0.24918017,0.1384193,0.52850413,0.41064677,0.22430325,0.3883233
m_25,86.0335,27.649,0.38552088,0.09622088,0.85218513,0.4581404,0.18903951,0.5744896
m_250,86.0034,27.089,0.24746445,0.13824826,0.5230329,0.4108154,0.22335017,0.38550067
m_251,85.094,27.599,0.4492328,0.121265456,0.72846866,0.48507825,0.22072595,0.5647832
m_252,85.3156,27.575,0.3175865,0.18135497,0.42608854,0.34348738,0.25635877,0.42503858
m_253,85.3326,27.572,0.31896326,0.17532204,0.42633334,0.3198315,0.25015152,0.33386442
m_254,85.2617,27.616,0.30894536,0.22775882,0.3854575,0.32994586,0.29114488,0.32332125
m_255,85.2806,27.613,0.2967277,0.14298837,0.36037362,0.2677654,0.18630828,0.2978689
m_256,85.3836,27.582,0.29746568,0.1085718,0.4018541,0.24352749,0.15919498,0.3079361
m_257,85.3207,27.609,0.26549125,0.18586966,0.3238587,0.2787015,0.2334035,0.3270269
m_258,85.3185,27.611,0.26366633,0.18746391,0.31981456,0.27644908,0.23362005,0.32361808
m_259,85.328,27.6089,0.26241207,0.18174085,0.31920594,0.27010632,0.22831304,0.3206394
m_26,85.5308,27.821,0.31524098,0.097000375,0.57641363,0.31332034,0.16518876,0.40048587
m_260,85.2904,27.622,0.27650726,0.14188428,0.32311586,0.24031353,0.17692767,0.2667313
m_261,85.3544,27.615,0.23838992,0.16956742,0.2948264,0.2712668,0.21055159,0.29193142
m_262,85.3657,27.616,0.24914186,0.16579084,0.29477757,0.22164191,0.20728639,0.23003902
m_263,85.2363,27.668,0.29911423,0.20089711,0.3582693,0.29027978,0.24234657,0.32683223
m_264,85.515,27.58,0.35664907,0.14986187,0.5846985,0.43487573,0.25137344,0.5363268
m_265,85.2776,27.657,0.25614595,0.26844233,0.27711087,0.28289518,0.2865339,0.30620778
m_266,85.5203,27.583,0.35731632,0.14959942,0.58867633,0.43699008,0.25162655,0.5389749
m_267,85.2237,27.68,0.30701548,0.19196832,0.3803101,0.2981257,0.24050604,0.3409999
m_268,85.2913,27.659,0.23453069,0.23321693,0.24532773,0.23625708,0.2443794,0.2596205
m_269,85.2535,27.674,0.28335452,0.22335397,0.31110334,0.274926,0.24825403,0.29447252
m_27,85.5839,27.82,0.33788398,0.14515497,0.63670397,0.38353336,0.24971104,0.4383583
m_270,85.2151,27.689,0.31332055,0.18244386,0.39829358,0.30201042,0.23606117,0.3506143
m_271,85.2783,27.672,0.25207362,0.3004829,0.25835216,0.27640367,0.30269223,0.29293787
m_272,85.3722,27.642,0.18112364,0.1780881,0.22876854,0.25844616,0.18325548,0.22594078
m_273,85.2369,27.688,0.2973863,0.30525035,0.343552,0.32547826,0.3524156,0.3149099
m_274,85.5119,27.6,0.3482067,0.14965795,0.54744965,0.35157484,0.24451467,0.39778945
m_275,85.2846,27.679,0.24409233,0.264411,0.2411574,0.24065915,0.263199,0.25597808
m_276,85.3271,27.667,0.17005199,0.1635432,0.17544876,0.17387691,0.1679184,0.17600723
m_277,85.3249,27.669,0.15972205,0.18166396,0.17291893,0.19134653,0.16678262,0.17345163
m_278,85.2711,27.688,0.23582649,0.34740084,0.26042762,0.37215003,0.34707344,0.31498152
m_279,85.3223,27.671,0.15857795,0.18176022,0.17082354,0.18931547,0.16601364,0.17131676
m_28,85.7014,27.796,0.36369234,0.1447005,0.73698276,0.4464451,0.26247242,0.50153667
m_280,85.2128,27.707,0.31573233,0.25771248,0.4021147,0.366021,0.33044773,0.437209
m_281,85.3581,27.66,0.15766892,0.17553937,0.18341199,0.21211873,0.16700275,0.18492985
m_282,85.3203,27.675,0.16201258,0.1606568,0.16468681,0.16567892,0.16198358,0.16491975
m_283,85.4399,27.637,0.26057497,0.101630405,0.3419214,0.19951926,0.14205073,0.2568773
m_284,85.4118,27.647,0.22780216,0.15415001,0.26841033,0.20862974,0.18988651,0.25935778
m_285,85.3236,27.676,0.15913378,0.15698092,0.16097245,0.16083504,0.15841573,0.16104706
m_286,85.3645,27.666,0.15200135,0.17294964,0.17369701,0.2006487,0.1620685,0.17507829
m_287,85.4299,27.646,0.24694909,0.15263908,0.3054225,0.21734004,0.198068,0.23081516
m_288,85.3269,27.679,0.13816519,0.17018886,0.15636408,0.1909674,0.15451698,0.15787454
m_289,85.2518,27.709,0.27929682,0.27714482,0.30480373,0.25311828,0.31531754,0.2714095
m_29,85.1857,27.9737,0.3417748,0.10073987,0.702051,0.38783783,0.18193439,0.48432323
m_290,85.375,27.668,0.15275405,0.17221767,0.17468908,0.19993097,0.16188478,0.17575955
m_291,85.3643,27.6749,0.1459129,0.17047025,0.16078876,0.18401384,0.15624832,0.16230291
m_292,85.3167,27.691,0.1654204,0.15680322,0.15931247,0.15029478,0.16039263,0.1584364
m_293,85.3758,27.673,0.14871363,0.17145437,0.16624926,0.1896352,0.15848038,0.16755158
m_294,85.4384,27.657,0.24789533,0.15129092,0.30888304,0.21778019,0.19780283,0.2323745
m_295,85.4136,27.666,0.21325158,0.15223913,0.24266231,0.19074348,0.1812768,0.23454931
m_296,85.4243,27.669,0.2232449,0.15126638,0.26377723,0.20513983,0.1863588,0.2528759
m_297,85.3074,27.7082,0.17538045,0.18380852,0.17634498,0.18091397,0.17928606,0.17685963
m_298,85.3945,27.681,0.17925476,0.15201937,0.18932414,0.17016347,0.1651994,0.18600091
m_299,85.4331,27.669,0.20675659,0.16774292,0.2841557,0.29283395,0.19121398,0.2705899
m_30,85.7599,27.772,0.37288913,0.14464593,0.77407163,0.5540462,0.26724216,0.66293305
m_300,85.4313,27.674,0.20381469,0.16744995,0.2765763,0.28469732,0.18914503,0.26367077
m_301,85.3886,27.689,0.15499291,0.16814251,0.1782634,0.19847274,0.16128476,0.17746373
m_302,85.2672,27.734,0.26182136,0.1451699,0.28814453,0.1850388,0.17884482,0.23863636
m_303,85.443,27.675,0.20436582,0.16675724,0.3039543,0.33436596,0.19542061,0.29046834
m_304,85.4062,27.692,0.19214676,0.15003513,0.21515869,0.18999308,0.17222968,0.20823099
m_305,84.8607,27.907,0.413707,0.14859262,0.8585284,0.5225026,0.28515306,0.5873422
m_306,84.9031,27.896,0.41079333,0.09989448,0.8451498,0.50275517,0.19542988,0.58047134
m_307,85.3099,27.735,0.20768327,0.18859576,0.2157916,0.20027557,0.19775577,0.21381955
m_308,85.3732,27.715,0.16903749,0.1641206,0.1894917,0.19233291,0.16503179,0.18395539
m_309,85.4133,27.703,0.19482861,0.16562916,0.23682837,0.22584505,0.17798376,0.22677773
m_31,86.0792,27.649,0.36043638,0.095708705,0.80127734,0.4540224,0.18243243,0.539253
m_310,85.3037,27.746,0.23899809,0.1746635,0.24692649,0.18937719,0.2114635,0.24444768
m_311,85.2999,27.755,0.24823382,0.17607495,0.27094328,0.2095867,0.21928565,0.2668525
m_312,84.9478,27.902,0.39308596,0.10066552,0.82328844,0.45006827,0.19440834,0.56663615
m_313,85.3929,27.73,0.20335782,0.14776781,0.23628439,0.20573951,0.17885497,0.22498591
m_314,85.3155,27.765,0.2035351,0.18504451,0.28091612,0.31932718,0.2124626,0.27439913
m_315,85.4216,27.727,0.21160676,0.16426781,0.27890503,0.263978,0.18872301,0.26222807
m_316,85.48,27.709,0.27570602,0.14734945,0.3916415,0.27199018,0.21239632,0.2845817
m_317,85.3928,27.743,0.21483682,0.14810914,0.25964516,0.22349317,0.18594012,0.24525492
m_318,85.4487,27.727,0.25008643,0.14732103,0.3336967,0.253448,0.20073186,0.30924278
m_319,85.3357,27.768,0.2229186,0.17652236,0.2811143,0.2671376,0.2045494,0.26801577
m_32,85.3038,28.082,0.3211639,0.09678951,0.7042399,0.39099607,0.17503893,0.4805134
m_320,85.4436,27.739,0.25121874,0.14717485,0.33680958,0.2543711,0.20155485,0.3112816
m_321,85.2966,27.793,0.27546695,0.11309932,0.36251545,0.20449504,0.16075973,0.27349526
m_322,85.3175,27.79,0.270136,0.16374014,0.34111652,0.24599531,0.22377838,0.32294172
m_323,85.4165,27.754,0.24463752,0.14770171,0.31296304,0.23156358,0.19779028,0.29077467
m_324,85.3373,27.791,0.26657215,0.105548404,0.3381683,0.19212972,0.14871037,0.25142363
m_325,85.3353,27.807,0.27324665,0.105445586,0.37738213,0.20729549,0.15403415,0.2778411
m_326,85.4792,27.757,0.28271776,0.14655928,0.42784253,0.31645703,0.21888354,0.38692975
m_327,85.5946,27.835,0.33079326,0.09653166,0.6541212,0.35538805,0.17170359,0.44884586
m_328,85.1911,27.973,0.3407742,0.10075003,0.69876283,0.38608253,0.18163295,0.4822043
m_329,85.428,27.7004,0.22137062,0.1487247,0.2671797,0.21371904,0.18574291,0.25343055
m_33,85.8871,27.259,0.48272064,0.097107604,0.9651753,0.51955646,0.20613946,0.6781127
m_330,86.0105,27.339,0.380086,0.096139215,0.8476729,0.45659637,0.18816864,0.570613
m_331,86.0435,27.414,0.35722816,0.09578432,0.80925906,0.44014364,0.18335696,0.5444121
m_332,86.0447,27.396,0.35181788,0.09568672,0.79986453,0.43633378,0.18218827,0.53831387
m_333,84.3997,28.197,0.30502406,0.14168924,0.6679834,0.5041699,0.24704283,0.5830669
m_334,84.3907,28.209,0.278345,0.093726866,0.6463843,0.37849018,0.16397734,0.45027053
m_335,84.3762,28.184,0.2957818,0.1412015,0.6430288,0.5323967,0.24311692,0.5661531
m_336,86.1655,27.592,0.2815612,0.09366008,0.6401327,0.38669127,0.16328324,0.44654092
m_337,84.3783,28.219,0.26790124,0.09331581,0.62081003,0.3690418,0.1609501,0.4367029
m_338,84.3782,28.23,0.2800059,0.14056961,0.6135444,0.43571326,0.23841406,0.43287626
m_339,84.3777,28.234,0.27859184,0.14048934,0.6099751,0.4341425,0.2378397,0.4310001
m_34,86.1803,27.605,0.2777268,0.14072232,0.61883116,0.40428257,0.23926763,0.43527928
m_340,86.1854,27.574,0.25926924,0.09295471,0.5981615,0.36012834,0.15826996,0.42444003
m_341,84.3662,28.236,0.26254132,0.09281352,0.5920971,0.37404746,0.15750413,0.42163435
m_342,84.362,28.228,0.26223394,0.09279988,0.59132326,0.373747,0.15741111,0.4212298
m_343,84.3681,28.245,0.25523713,0.092754215,0.5888972,0.35721713,0.15711577,0.41996303
m_344,86.125,27.397,0.2743227,0.09358698,0.6355221,0.37396675,0.16273287,0.444147
m_345,84.3575,28.257,0.25101507,0.09231894,0.5662082,0.3583225,0.15434094,0.40814036
m_346,86.1428,27.378,0.25719035,0.09286148,0.59307957,0.358347,0.15765153,0.42184085
m_347,86.1328,27.352,0.27484632,0.14030175,0.60023993,0.4278808,0.23627192,0.42559853
m_348,84.4145,27.6851,0.48532444,0.14607896,1.011919,0.8916656,0.31166515,0.9363196
m_349,85.3236,27.598,0.27833107,0.18277028,0.35313582,0.30300182,0.2387209,0.35405713
m_35,86.2207,27.628,0.25649232,0.13926952,0.5589326,0.39463452,0.22946598,0.40404522
m_350,85.2739,27.636,0.27979666,0.24204715,0.32074913,0.27229717,0.28215575,0.27380222
m_351,85.222,27.667,0.31329474,0.18778132,0.39399773,0.30682486,0.23924702,0.35080314
m_352,85.3908,27.632,0.23492289,0.1583347,0.27039135,0.1860012,0.19402781,0.20903666
m_353,85.2779,27.676,0.24960022,0.31478292,0.25575408,0.29119885,0.3128614,0.29423958
