# 20150425_M7.8_Gorkha median gmf, Stations:None, gmlt:Adjusted, Rupture:Yagi
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,AtkinsonMacias2009NSHMP2014.NRCan15SiteTerm,Kanno2006Shallow,ZhaoEtAl2006SInter
t_1102,86.07887,28.38867,0.2334051,0.11289524,0.10386377,0.18280657,0.1950723
t_1103,86.07887,28.46767,0.19937871,0.107334584,0.08443668,0.15970095,0.16867056
t_1104,86.07887,28.54661,0.19026092,0.15735602,0.0697404,0.1674197,0.14687616
t_1105,86.07887,28.6255,0.16246426,0.14845473,0.058473624,0.13971731,0.12872669
t_1106,86.07887,28.70432,0.15593155,0.13973413,0.049705736,0.14387745,0.14326653
t_1107,86.07887,28.78308,0.13830513,0.13129254,0.04274969,0.12534669,0.12692307
t_1108,86.07887,28.86178,0.12541784,0.12323326,0.037162922,0.112874776,0.11296559
t_1109,86.07887,28.94043,0.09587418,0.07464469,0.03261839,0.07647723,0.07998763
t_111,83.20425999999998,28.46767,0.06660786,0.05757549,0.02072715,0.049214207,0.052484825
t_1110,86.07887,29.01901,0.08702987,0.07001582,0.028873099,0.068378665,0.07177193
t_1111,86.07887,29.09753,0.081264414,0.06568178,0.025752094,0.063261956,0.06462705
t_1112,86.07887,29.176,0.09665404,0.095453724,0.023120925,0.086858176,0.07368853
t_1113,86.07887,29.2544,0.068828404,0.057851303,0.020883048,0.051458277,0.052874252
t_1114,86.07887,29.33275,0.07825982,0.084140986,0.01896082,0.06395969,0.060610153
t_1115,86.07887,29.41103,0.07500334,0.079053216,0.01729804,0.06079295,0.055165187
t_1116,86.1687,27.03676,0.26612824,0.17628726,0.11555042,0.2149224,0.20997475
t_1117,86.1687,27.11675,0.3077136,0.1814902,0.1381314,0.24560393,0.23729809
t_1118,86.1687,27.19668,0.32660288,0.12215415,0.1594284,0.23787001,0.26187173
t_1119,86.1687,27.27655,0.35015553,0.12362711,0.17342404,0.25019854,0.27765393
t_112,83.20425999999998,28.54661,0.080676705,0.08768191,0.02019018,0.06626793,0.06455436
t_1120,86.1687,27.35636,0.3705217,0.124715745,0.18534423,0.26042026,0.29098707
t_1121,86.1687,27.43612,0.39778167,0.12569119,0.19743288,0.2762305,0.30449477
t_1122,86.1687,27.51582,0.41217983,0.12651812,0.20893845,0.28017306,0.3174168
t_1123,86.1687,27.59546,0.46083173,0.19173627,0.21928644,0.3919721,0.41552567
t_1124,86.1687,27.67504,0.44765005,0.12770386,0.22792304,0.29588687,0.3390966
t_1125,86.1687,27.75457,0.4604413,0.128069,0.23447339,0.30132607,0.3467415
t_1126,86.1687,27.83404,0.467274,0.12825222,0.23790315,0.3041847,0.35078904
t_1127,86.1687,27.91345,0.4886079,0.19315055,0.23837878,0.35040596,0.35135302
t_1128,86.1687,27.9928,0.46240547,0.12812248,0.23546436,0.3021511,0.34790757
t_1129,86.1687,28.07209,0.43484858,0.12730716,0.22120501,0.2903253,0.33135524
t_113,83.20425999999998,28.6255,0.06377287,0.05563006,0.019654453,0.046519365,0.04978207
t_1130,86.1687,28.15132,0.3754237,0.124955416,0.18818069,0.26282302,0.2941546
t_1131,86.1687,28.2305,0.31419572,0.12127012,0.15199769,0.2311423,0.25339323
t_1132,86.1687,28.30962,0.26321515,0.11662228,0.12143476,0.201627,0.21725994
t_1133,86.1687,28.38867,0.2423853,0.17075004,0.09783379,0.20770338,0.18712024
t_1134,86.1687,28.46767,0.20157216,0.10574494,0.07992712,0.16856955,0.162177
t_1135,86.1687,28.54661,0.20226493,0.1548373,0.066261604,0.20370318,0.1785302
t_1136,86.1687,28.6255,0.15256394,0.09422331,0.055743463,0.12841158,0.12409798
t_1137,86.1687,28.70432,0.13225666,0.08861909,0.047526643,0.10947419,0.10952257
t_1138,86.1687,28.78308,0.12827611,0.12893005,0.041017313,0.11176362,0.09718176
t_1139,86.1687,28.86178,0.103124246,0.078142285,0.035781484,0.08300576,0.08664981
t_114,83.20425999999998,28.70432,0.068602994,0.084646165,0.019132454,0.05191042,0.04845202
t_1140,86.1687,28.94043,0.09896864,0.073322095,0.031500354,0.08099184,0.0775738
t_1141,86.1687,29.01901,0.09061545,0.10654624,0.027956842,0.07318661,0.06970377
t_1142,86.1687,29.09753,0.077495135,0.06453373,0.024980277,0.059499394,0.06281511
t_1143,86.1687,29.176,0.08023123,0.09378895,0.022464374,0.06405948,0.05677705
t_1144,86.1687,29.2544,0.06891707,0.056844138,0.020318415,0.051783893,0.051459774
t_1145,86.1687,29.33275,0.07537774,0.08268531,0.018473014,0.060491018,0.059026033
t_1146,86.1687,29.41103,0.078182936,0.0871815,0.016875211,0.06561597,0.05376004
t_1147,86.25853999999998,27.03676,0.22055547,0.110982485,0.096432194,0.17429537,0.18524298
t_1148,86.25853999999998,27.11675,0.2453684,0.114500836,0.11086743,0.19051002,0.20407724
t_1149,86.25853999999998,27.19668,0.2664665,0.11697701,0.12337204,0.20360592,0.21963035
t_115,83.20425999999998,28.78308,0.060913164,0.053608168,0.018587366,0.043797825,0.04705263
t_1150,86.25853999999998,27.27655,0.28116044,0.1184711,0.1321601,0.2123787,0.23022725
t_1151,86.25853999999998,27.35636,0.29566735,0.11978745,0.1408691,0.2207763,0.24050921
t_1152,86.25853999999998,27.43612,0.31122077,0.12104577,0.15021242,0.22950414,0.25134277
t_1153,86.25853999999998,27.51582,0.33691484,0.12214731,0.15936835,0.25255772,0.26180354
t_1154,86.25853999999998,27.59546,0.3455686,0.123164974,0.16879229,0.24923198,0.27245197
t_1155,86.25853999999998,27.67504,0.35700288,0.12401068,0.17745413,0.25367913,0.28216833
t_1156,86.25853999999998,27.75457,0.3711828,0.12474854,0.18572758,0.26074558,0.29141518
t_1157,86.25853999999998,27.83404,0.38276425,0.12529948,0.19240104,0.2663807,0.2988685
t_1158,86.25853999999998,27.91345,0.3924588,0.12572816,0.19792095,0.27100688,0.30504104
t_1159,86.25853999999998,27.9928,0.39811167,0.1259654,0.20110923,0.27366728,0.3086129
t_116,83.20425999999998,28.86178,0.05924747,0.052402165,0.01797283,0.042212106,0.04546195
t_1160,86.25853999999998,28.07209,0.38076046,0.12520728,0.19125232,0.26541427,0.2975852
t_1161,86.25853999999998,28.15132,0.33895206,0.122957654,0.1667892,0.24440445,0.27019665
t_1162,86.25853999999998,28.2305,0.29149887,0.11942415,0.13836484,0.2183893,0.23757261
t_1163,86.25853999999998,28.30962,0.24849781,0.11489539,0.11271108,0.19249122,0.20641018
t_1164,86.25853999999998,28.38867,0.21633151,0.10968216,0.09186122,0.17293286,0.17903891
t_1165,86.25853999999998,28.46767,0.18326144,0.10406868,0.07555839,0.14808938,0.15572892
t_1166,86.25853999999998,28.54661,0.18363848,0.15226191,0.06295479,0.16905102,0.17183423
t_1167,86.25853999999998,28.6255,0.16378169,0.14343742,0.053202905,0.15149982,0.15110597
t_1168,86.25853999999998,28.70432,0.14009756,0.13487203,0.04554342,0.12377809,0.10584357
t_1169,86.25853999999998,28.78308,0.11127246,0.08178199,0.03943289,0.09021789,0.09405585
t_117,83.20425999999998,28.94043,0.057425667,0.05105871,0.017306676,0.040478155,0.04372196
t_1170,86.25853999999998,28.86178,0.12132755,0.11885275,0.03447354,0.11036415,0.10594418
t_1171,86.25853999999998,28.94043,0.09353733,0.071981736,0.030407429,0.07497289,0.07518281
t_1172,86.25853999999998,29.01901,0.104951166,0.104577035,0.027034745,0.0947358,0.08533454
t_1173,86.25853999999998,29.09753,0.087259896,0.09813781,0.024215098,0.07182065,0.06100033
t_1174,86.25853999999998,29.176,0.06946811,0.059480626,0.02182416,0.051927716,0.055207253
t_1175,86.25853999999998,29.2544,0.06410138,0.055858467,0.019778004,0.046831843,0.050095446
t_1176,86.25853999999998,29.33275,0.07148361,0.08127066,0.018008359,0.055839688,0.05750689
t_1177,86.25853999999998,29.41103,0.058699854,0.049312375,0.01646853,0.041862912,0.041509353
t_1178,86.34836999999999,27.03676,0.20105198,0.10587065,0.08027008,0.1671367,0.16267645
t_1179,86.34836999999999,27.11675,0.20847785,0.10898401,0.08954864,0.1660611,0.1758498
t_118,83.20425999999998,29.01901,0.058035955,0.049603254,0.016606016,0.041145362,0.041874092
t_1180,86.34836999999999,27.19668,0.23056787,0.11116337,0.09709718,0.18733685,0.18613507
t_1181,86.34836999999999,27.27655,0.23211853,0.11271289,0.10311516,0.18196563,0.19409557
t_1182,86.34836999999999,27.35636,0.24281524,0.114171356,0.10936664,0.18888335,0.202167
t_1183,86.34836999999999,27.43612,0.25454363,0.115629725,0.11628481,0.19628,0.21089132
t_1184,86.34836999999999,27.51582,0.2660029,0.11692699,0.12309561,0.20332459,0.21929292
t_1185,86.34836999999999,27.59546,0.27820784,0.11818457,0.13039066,0.21063791,0.2281129
t_1186,86.34836999999999,27.67504,0.29006797,0.11929674,0.13750543,0.21756513,0.23656127
t_1187,86.34836999999999,27.75457,0.30192253,0.12031138,0.14462769,0.22431985,0.24488936
t_1188,86.34836999999999,27.83404,0.3129638,0.12117782,0.15125853,0.23046513,0.25254497
t_1189,86.34836999999999,27.91345,0.32334912,0.12193009,0.15748249,0.23612171,0.2596595
t_119,83.20425999999998,29.09753,0.053481176,0.048060104,0.015886018,0.036729123,0.039956164
t_1190,86.34836999999999,27.9928,0.33075288,0.12243227,0.1619067,0.2400836,0.26468185
t_1191,86.34836999999999,28.07209,0.32053104,0.12173165,0.1557954,0.23459838,0.2577371
t_1192,86.34836999999999,28.15132,0.29400456,0.11964392,0.13987005,0.21982661,0.23933952
t_1193,86.34836999999999,28.2305,0.26874352,0.11635223,0.11999512,0.21068685,0.2154897
t_1194,86.34836999999999,28.30962,0.256821,0.17176497,0.10071741,0.23284814,0.24104862
t_1195,86.34836999999999,28.38867,0.20725541,0.10720925,0.084067,0.17098022,0.1681441
t_1196,86.34836999999999,28.46767,0.18453947,0.15782379,0.07041543,0.15636338,0.14791991
t_1197,86.34836999999999,28.54661,0.15270154,0.09640565,0.059446543,0.12477595,0.1303527
t_1198,86.34836999999999,28.6255,0.14764838,0.14078234,0.05066488,0.1280687,0.11521088
t_1199,86.34836999999999,28.70432,0.13658799,0.13241805,0.043605365,0.1210922,0.102181405
t_12,82.93477000000001,27.9928,0.059446063,0.052547064,0.018045826,0.042401157,0.04565162
t_120,83.20425999999998,29.176,0.06373292,0.07194589,0.015159722,0.047735162,0.047972847
t_1200,86.34836999999999,28.78308,0.15207797,0.13951978,0.03788311,0.17403464,0.116080865
t_1201,86.34836999999999,28.86178,0.11772851,0.11669179,0.033224896,0.10634507,0.10261125
t_1202,86.34836999999999,28.94043,0.10846466,0.109485395,0.029390162,0.096993044,0.092063725
t_1203,86.34836999999999,29.01901,0.09340119,0.10272666,0.026194746,0.07836973,0.08288541
t_1204,86.34836999999999,29.09753,0.077206336,0.062232204,0.023495998,0.0597791,0.059277773
t_1205,86.34836999999999,29.176,0.06791426,0.058410455,0.021202097,0.050456114,0.053668592
t_1206,86.34836999999999,29.2544,0.06265598,0.054847606,0.01923589,0.045456685,0.04871635
t_1207,86.34836999999999,29.33275,0.060105495,0.05153302,0.017539693,0.043105748,0.044332463
t_1208,86.34836999999999,29.41103,0.07149895,0.07504072,0.016065937,0.056942157,0.051047225
t_1209,86.4382,27.03676,0.17683916,0.10040753,0.06716975,0.14913891,0.142859
t_121,83.20425999999998,29.2544,0.049371976,0.04480104,0.014438168,0.032840032,0.036040917
t_1210,86.4382,27.11675,0.17902197,0.10312878,0.073263876,0.144959,0.15227547
t_1211,86.4382,27.19668,0.1914433,0.10504305,0.0780525,0.15547271,0.15942991
t_1212,86.4382,27.27655,0.21394455,0.16434206,0.082421735,0.18581854,0.16578859
t_1213,86.4382,27.35636,0.20894045,0.10819878,0.087056085,0.16886456,0.17237227
t_1214,86.4382,27.43612,0.21686119,0.10973444,0.092038214,0.17348427,0.17928156
t_1215,86.4382,27.51582,0.22186215,0.1111866,0.09718311,0.17517242,0.18625015
t_1216,86.4382,27.59546,0.23118454,0.11257928,0.1025723,0.1813536,0.1933855
t_1217,86.4382,27.67504,0.24059105,0.11387864,0.108061805,0.18745865,0.20049782
t_1218,86.4382,27.75457,0.2500326,0.11508524,0.113616854,0.19345784,0.20755099
t_1219,86.4382,27.83404,0.29578048,0.17723541,0.11915216,0.2805394,0.2707172
t_122,83.20425999999998,29.33275,0.049330138,0.043125257,0.013729795,0.032741006,0.034097176
t_1220,86.4382,27.91345,0.26842833,0.11718666,0.12454242,0.20479324,0.22105607
t_1221,86.4382,27.9928,0.27440754,0.11780588,0.12811556,0.2083812,0.22538051
t_1222,86.4382,28.07209,0.27022356,0.11717571,0.12448083,0.20663705,0.22098115
t_1223,86.4382,28.15132,0.2516866,0.11528719,0.11459411,0.19449587,0.20877792
t_1224,86.4382,28.2305,0.2292222,0.11229513,0.10143341,0.18006344,0.19189078
t_1225,86.4382,28.30962,0.22488976,0.16676477,0.087745935,0.19554874,0.17333901
t_1226,86.4382,28.38867,0.20948571,0.16059658,0.07515146,0.1937644,0.19582053
t_1227,86.4382,28.46767,0.18573117,0.15330733,0.06426842,0.17026436,0.17451271
t_1228,86.4382,28.54661,0.1641875,0.14536557,0.05515066,0.14833649,0.15537351
t_1229,86.4382,28.6255,0.13099149,0.08868047,0.047607966,0.10764946,0.10967201
t_123,83.20425999999998,29.41103,0.04531408,0.041441794,0.0130413445,0.029029243,0.03219077
t_1230,86.4382,28.70432,0.15014865,0.12944409,0.04138714,0.15246256,0.12359236
t_1231,86.4382,28.78308,0.11777777,0.12177368,0.036242142,0.1021767,0.087600395
t_1232,86.4382,28.86178,0.11558323,0.11441994,0.03196344,0.10476259,0.09919475
t_1233,86.4382,28.94043,0.08584301,0.069362305,0.028380224,0.06728132,0.07066239
t_1234,86.4382,29.01901,0.09439246,0.10082714,0.025357911,0.080605194,0.0804187
t_1235,86.4382,29.09753,0.08224813,0.09463174,0.022794692,0.06638411,0.0575816
t_1236,86.4382,29.176,0.06629787,0.05736557,0.020609142,0.04891976,0.05218948
t_1237,86.4382,29.2544,0.061300118,0.05388532,0.01873087,0.04416618,0.047422085
t_1238,86.4382,29.33275,0.056863546,0.05063896,0.017102402,0.039943337,0.043185104
t_1239,86.4382,29.41103,0.05289744,0.047605675,0.015678328,0.03617535,0.03939932
t_124,83.29410000000001,27.03676,0.10048995,0.10509766,0.02241746,0.094895065,0.07152967
t_1240,86.52803,27.03676,0.1597672,0.14683945,0.056703627,0.13814579,0.12573715
t_1241,86.52803,27.11675,0.1553807,0.09716708,0.060817134,0.12689109,0.13262324
t_1242,86.52803,27.19668,0.16742717,0.09889496,0.06409387,0.13915904,0.13796008
t_1243,86.52803,27.27655,0.16792001,0.1004896,0.06734261,0.13660564,0.14313129
t_1244,86.52803,27.35636,0.17455819,0.10209954,0.070867576,0.14162773,0.14861651
t_1245,86.52803,27.43612,0.18936177,0.103642344,0.074504524,0.15758882,0.1541487
t_1246,86.52803,27.51582,0.19455291,0.10518239,0.078419276,0.15970181,0.15996969
t_1247,86.52803,27.59546,0.19574635,0.10663863,0.082415305,0.15712322,0.16577935
t_1248,86.52803,27.67504,0.21964864,0.16626677,0.08660663,0.18790637,0.17174059
t_1249,86.52803,27.75457,0.21074107,0.10937445,0.090830356,0.16762191,0.17762165
t_125,83.29410000000001,27.11675,0.113303006,0.10888552,0.023763899,0.12043185,0.076480426
t_1250,86.52803,27.83404,0.21849017,0.1106552,0.095247686,0.1729037,0.1836475
t_1251,86.52803,27.91345,0.22595264,0.11181117,0.09954106,0.17790093,0.18939179
t_1252,86.52803,27.9928,0.23009223,0.112421684,0.10193807,0.18063617,0.19255395
t_1253,86.52803,28.07209,0.22738813,0.111866936,0.09975616,0.17924888,0.18967682
t_1254,86.52803,28.15132,0.21563284,0.11019281,0.093613826,0.17096727,0.18143289
t_1255,86.52803,28.2305,0.20590489,0.1075258,0.08500557,0.16730015,0.16947873
t_1256,86.52803,28.30962,0.22115108,0.16079322,0.07550756,0.22358115,0.19649339
t_1257,86.52803,28.38867,0.1679811,0.09996686,0.066252336,0.13730836,0.14140864
t_1258,86.52803,28.46767,0.17567544,0.14788389,0.057839695,0.16474694,0.16115649
t_1259,86.52803,28.54661,0.17328902,0.14058886,0.05048608,0.18157284,0.14503627
t_126,83.29410000000001,27.19668,0.107848585,0.11240758,0.025079949,0.103520826,0.07959333
t_1260,86.52803,28.6255,0.12156993,0.08598138,0.04418798,0.0991375,0.103289485
