# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:Kobayashi, Max_dist:150km
custom_site_id,lon,lat,"AbrahamsonEtAl2014
region = ""CHN""",AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,CauzziEtAl2014,ChiouYoungs2014,YoungsEtAl1997SInter,ZhaoEtAl2016SInter
m_126,85.5297,27.578,0.26807302,0.29236716,0.16555932,0.22066455,0.33215988,0.20380615,0.41845927
m_127,85.2999,27.655,0.21325617,0.21399736,0.21492074,0.20936045,0.22029746,0.2176943,0.22563949
m_128,85.2966,27.658,0.2177628,0.21761021,0.22200194,0.21405703,0.22402804,0.22411533,0.22846943
m_129,85.3428,27.643,0.19371781,0.18371925,0.17252678,0.19192734,0.20339032,0.17857657,0.2050451
m_13,85.4578,27.9371,0.23812822,0.26564097,0.1094923,0.17970195,0.3136794,0.13630417,0.42098284
m_130,85.3064,27.655,0.20164815,0.2051363,0.20199668,0.19824502,0.20762321,0.20472775,0.21388452
m_131,85.5061,27.594,0.25781772,0.2784901,0.16497812,0.21569262,0.31516698,0.1995132,0.4395956
m_132,85.3183,27.656,0.19896081,0.17576717,0.2039516,0.20530713,0.20488663,0.1856136,0.19523408
m_133,85.3263,27.655,0.19214572,0.17185894,0.19561869,0.19696404,0.19791842,0.17852949,0.19016457
m_134,84.607,28.01,0.2846079,0.32828552,0.11125494,0.22229864,0.38534403,0.14888254,0.5826333
m_135,85.5284,27.593,0.2624806,0.28613508,0.16492891,0.21608874,0.3239291,0.2015907,0.40290216
m_136,85.3121,27.662,0.19819142,0.17971559,0.20817666,0.20251071,0.20239611,0.18827431,0.19293168
m_137,84.6188,28.0,0.30359417,0.3376087,0.11131532,0.2322735,0.41046017,0.14910372,0.58459914
m_138,85.3043,27.668,0.20492746,0.1875488,0.21940692,0.20949711,0.20801589,0.1974671,0.19829401
m_139,84.6435,27.971,0.3510853,0.34177005,0.16756517,0.26745394,0.48246762,0.21943977,0.6889257
m_14,86.2435,27.622,0.24010116,0.2530925,0.1085552,0.17223369,0.26653862,0.13236484,0.41966596
m_140,85.3323,27.661,0.17212261,0.1721238,0.16666187,0.17084837,0.17573787,0.16869457,0.17718613
m_141,84.6272,27.995,0.33286375,0.34104237,0.16735072,0.24807249,0.44926968,0.21855704,0.5849638
m_142,85.319,27.667,0.18166935,0.16670619,0.19152327,0.18526825,0.18404253,0.1727711,0.17583598
m_143,85.5224,27.604,0.24477977,0.2794861,0.16442662,0.20420496,0.29914665,0.19949083,0.3870699
m_144,84.6258,28.002,0.33240372,0.33992177,0.16729634,0.2471599,0.44912136,0.21824116,0.5824144
m_145,85.538,27.602,0.26314065,0.28576472,0.16455619,0.21515937,0.32608685,0.20122235,0.40399545
m_146,85.3178,27.673,0.1740699,0.1606813,0.18525839,0.17748597,0.17525744,0.16654827,0.16741163
m_147,85.3334,27.668,0.16278513,0.1645845,0.16031334,0.16183753,0.16498329,0.16159254,0.16697429
m_148,85.3231,27.673,0.16870539,0.15635677,0.17929861,0.17162302,0.16995655,0.16141167,0.16312869
m_149,85.3111,27.677,0.17376944,0.17295338,0.17288516,0.1737959,0.17462125,0.17300798,0.17377543
m_15,86.2538,27.602,0.2328579,0.24469173,0.10814859,0.16684557,0.24848008,0.13025013,0.40182576
m_150,85.3341,27.671,0.1591057,0.16175556,0.15760754,0.15818328,0.16082421,0.15877196,0.16356279
m_151,85.3881,27.654,0.17759383,0.18239447,0.15973227,0.17070326,0.18804821,0.16693002,0.20105103
m_152,84.6152,28.03,0.2940584,0.33132464,0.11116635,0.22496273,0.39893243,0.14819013,0.57473767
m_153,85.3327,27.676,0.16484378,0.14289023,0.17151757,0.17471515,0.16603574,0.15525433,0.11543586
m_154,85.3075,27.685,0.17379814,0.13939266,0.19481455,0.22200672,0.18029536,0.1771455,0.1337389
m_155,85.2262,27.714,0.27834743,0.28162238,0.27087346,0.24838473,0.30361295,0.29700208,0.3416181
m_156,85.3228,27.684,0.1520655,0.15464966,0.15146437,0.15137242,0.1518384,0.15289134,0.1573478
m_157,85.3114,27.688,0.16660756,0.17144689,0.16562344,0.1652052,0.16614954,0.1687455,0.17835125
m_158,84.6553,27.993,0.28471556,0.3282934,0.11140394,0.22241385,0.3849167,0.14904186,0.58217335
m_159,85.2769,27.708,0.25208193,0.21969615,0.27718696,0.25608927,0.26157728,0.26142186,0.28975186
m_16,85.4421,27.705,0.18277483,0.21412568,0.1561866,0.16090895,0.20407285,0.17400818,0.2359189
m_160,85.2609,27.713,0.2507406,0.25652382,0.26737323,0.23191182,0.26348895,0.2840903,0.32911032
m_161,85.4047,27.665,0.17244858,0.18837026,0.15750608,0.1625236,0.18402973,0.16634001,0.20968881
m_162,85.4253,27.667,0.20490488,0.18762174,0.17578433,0.19682142,0.22528467,0.17153132,0.24361305
m_163,85.4167,27.671,0.17436399,0.19594337,0.15704533,0.16145784,0.18862487,0.16829374,0.22594026
m_164,84.6433,28.03,0.28269303,0.32247517,0.11117648,0.21835448,0.3841604,0.14783071,0.5696871
m_165,85.4287,27.668,0.2072493,0.18957189,0.175805,0.19829541,0.2289915,0.17225015,0.24902184
m_166,85.4306,27.669,0.20838317,0.19052729,0.17576803,0.19891296,0.23088543,0.17256825,0.251812
m_167,85.4357,27.669,0.21231933,0.19370924,0.1760052,0.20153786,0.2372365,0.1738466,0.2606175
m_168,85.439,27.668,0.21516608,0.1959739,0.17626856,0.20357782,0.24175274,0.17481229,0.26678413
m_169,85.4308,27.672,0.2074848,0.18990088,0.17541794,0.19781737,0.229861,0.17211716,0.25072742
m_17,85.3088,27.781,0.21576267,0.24224705,0.17625599,0.18388456,0.24262951,0.20371531,0.35451305
m_170,85.424,27.676,0.191929,0.19488335,0.156815,0.17716767,0.21113566,0.16961122,0.23710209
m_171,85.4286,27.676,0.20251553,0.19197553,0.17484607,0.18990864,0.22377168,0.17100534,0.2456646
m_172,85.4304,27.676,0.2040837,0.19325802,0.17495604,0.19099373,0.22611222,0.17153095,0.24897693
m_173,85.4437,27.673,0.21180128,0.20728657,0.15811914,0.19222029,0.24018644,0.17545131,0.27361783
m_174,85.4872,27.662,0.21264832,0.2448319,0.16067542,0.18127118,0.2492887,0.18653855,0.30263335
m_175,85.441,27.678,0.21249685,0.20012818,0.17539959,0.19639988,0.23928131,0.17421976,0.2676723
m_176,85.3197,27.7218,0.17766066,0.1766572,0.17563951,0.17701457,0.17864142,0.17571606,0.17715926
m_177,85.4712,27.679,0.22151169,0.23003812,0.15906271,0.19122127,0.2602006,0.18155324,0.32069868
m_178,85.4644,27.686,0.21585672,0.22536983,0.15836017,0.18723162,0.25131524,0.1796157,0.30878183
m_179,85.3106,27.74,0.2011944,0.20528434,0.19199046,0.18829286,0.21098551,0.19385411,0.28593946
m_18,85.4695,27.738,0.20705974,0.23561528,0.15797834,0.17204346,0.24248348,0.18250394,0.29046005
m_180,85.4867,27.685,0.20504315,0.24012421,0.15953651,0.1748163,0.24043673,0.18456444,0.29567513
m_181,85.3473,27.73,0.17917767,0.1769085,0.1693253,0.17225777,0.18567534,0.16772187,0.23563078
m_182,85.3537,27.73,0.17970121,0.17611335,0.16875127,0.17253606,0.18712933,0.16661753,0.23318867
m_183,85.4236,27.71,0.1851857,0.20186909,0.1546487,0.16589159,0.20481393,0.16967286,0.25102404
m_184,85.3488,27.742,0.18121085,0.19818744,0.15564331,0.16457427,0.19254927,0.1737847,0.25903738
m_185,85.4235,27.718,0.18783355,0.20448425,0.154611,0.16686451,0.20910676,0.17068692,0.25921786
m_186,85.3608,27.739,0.17769475,0.19509977,0.15349844,0.16126364,0.18964,0.17014065,0.24961479
m_187,85.3682,27.737,0.1776185,0.19383357,0.15281743,0.16126902,0.18995675,0.16879448,0.24584831
m_188,85.6204,27.648,0.3049677,0.2930817,0.16421607,0.24058075,0.40123454,0.20427309,0.52609587
m_189,85.3405,27.752,0.19107944,0.20879336,0.16038905,0.1710415,0.2058679,0.18116616,0.28269094
m_19,85.1463,27.8969,0.30534467,0.30608582,0.17855346,0.22921056,0.397309,0.22154607,0.47723264
m_190,85.4107,27.736,0.20412314,0.19648778,0.17185225,0.18542668,0.22728582,0.17190911,0.26871973
m_191,85.3651,27.751,0.17825441,0.20862009,0.15594487,0.15783855,0.1933436,0.17514159,0.2735607
m_192,85.4367,27.73,0.22029637,0.19580038,0.17345938,0.20637774,0.2502982,0.17539418,0.21079826
m_193,85.502,27.71,0.21374209,0.24693169,0.15963978,0.17754887,0.25580227,0.18699315,0.3171877
m_194,85.3439,27.761,0.19262476,0.21757308,0.16164996,0.16905852,0.21077396,0.18379539,0.29806715
m_195,85.4635,27.723,0.2094959,0.22954603,0.15745325,0.17706142,0.24484031,0.18004881,0.32231325
m_196,85.3575,27.759,0.18984409,0.21388727,0.15854533,0.16656104,0.20846221,0.1795774,0.2898363
m_197,85.4194,27.739,0.21104091,0.20148447,0.17266707,0.1899396,0.23811395,0.17401169,0.2821918
m_198,85.4597,27.73,0.19906645,0.22944681,0.15729968,0.16820931,0.22936794,0.18003912,0.27435553
m_199,85.375,27.757,0.1816332,0.21368451,0.15645614,0.15872934,0.19968177,0.17667131,0.28576443
m_20,86.0163,27.663,0.2719155,0.296766,0.110116266,0.20089248,0.3731795,0.14225361,0.5117741
m_200,85.3477,27.769,0.19986068,0.22244541,0.16236566,0.17322864,0.22212686,0.1856704,0.31151226
m_201,85.3752,27.765,0.16673109,0.21705732,0.10499185,0.14815307,0.18394093,0.122413196,0.25523898
m_202,85.3706,27.769,0.18809405,0.22212449,0.15890047,0.16180354,0.20907341,0.18143639,0.26142052
m_203,85.4329,27.749,0.20148532,0.22336768,0.15644068,0.17097734,0.23224548,0.17809862,0.31028256
m_204,85.4536,27.744,0.17245778,0.22178799,0.104615375,0.15221895,0.1999278,0.12301873,0.27788687
m_205,85.3738,27.773,0.1916535,0.22452977,0.15924777,0.16365238,0.21491203,0.1823578,0.2672024
m_206,85.3634,27.783,0.16735478,0.22258282,0.10770108,0.14897572,0.1882317,0.12736405,0.2823248
m_207,85.3539,27.793,0.1747611,0.22928779,0.10950312,0.15370949,0.19859351,0.13043892,0.2983121
m_208,85.3761,27.789,0.17226088,0.22570424,0.10727977,0.15140101,0.19651689,0.12741916,0.2909314
m_209,85.1273,27.869,0.33400622,0.30260435,0.18206048,0.26442525,0.44074333,0.22603741,0.56964856
m_21,85.1303,27.9236,0.26187173,0.2954814,0.1167956,0.20340125,0.34402,0.1491005,0.48645264
m_210,85.1377,27.884,0.3358046,0.29675,0.18013476,0.26785553,0.44406557,0.22352149,0.5670886
m_211,85.5727,27.754,0.27050933,0.27483934,0.16214171,0.20690955,0.34800968,0.19686282,0.4712013
m_212,85.1441,27.901,0.3058795,0.30621782,0.1780491,0.22906145,0.39894825,0.22107004,0.4785021
m_213,86.0212,27.679,0.27092463,0.29431266,0.110045515,0.19924928,0.3722533,0.14174043,0.5065463
m_214,85.1494,27.921,0.26647884,0.2984201,0.116981864,0.20527375,0.34884617,0.14885111,0.47884977
m_215,85.1685,27.916,0.30183807,0.3023127,0.17631374,0.22429194,0.39371803,0.21840653,0.47091264
m_216,85.1325,27.927,0.29120475,0.305079,0.17532945,0.21742508,0.38209167,0.21853325,0.48568317
m_217,85.1468,27.925,0.32150447,0.30417714,0.17553651,0.24076356,0.42964512,0.21829624,0.5718638
m_218,86.0083,27.699,0.26988137,0.29216555,0.10997592,0.19782448,0.37094438,0.1412815,0.501659
m_219,85.1587,27.925,0.26303834,0.29626212,0.11670301,0.20294797,0.3442295,0.14834766,0.47613615
m_22,85.6862,27.755,0.29406676,0.29437375,0.16417152,0.2141428,0.3909456,0.20390184,0.45879373
m_220,85.5068,27.823,0.25010982,0.2656668,0.16184355,0.18993059,0.3152881,0.19483185,0.37862077
m_221,85.6902,27.779,0.2571575,0.28563532,0.10912542,0.19343212,0.3433554,0.13837802,0.4571569
m_222,86.0488,27.635,0.27353892,0.2996144,0.110208,0.20277551,0.37518144,0.14285666,0.5185492
m_223,86.0621,27.65,0.27253777,0.29690602,0.11013369,0.20095605,0.37432766,0.142297,0.512844
m_224,86.0711,27.684,0.27022582,0.29159567,0.10997796,0.19741262,0.37213197,0.14117916,0.5014276
m_225,86.0718,27.67,0.27132168,0.29379573,0.11004436,0.19887629,0.37314805,0.14164583,0.5062107
m_226,86.0733,27.629,0.27379152,0.29953963,0.110211596,0.20271027,0.37564933,0.14284752,0.51873994
m_227,86.088,27.67,0.27108073,0.29302233,0.110024795,0.1983545,0.37307933,0.14148581,0.50472695
m_228,86.0083,27.419,0.28628048,0.33687866,0.11108649,0.22813587,0.38418,0.15008955,0.60040945
m_229,85.2889,28.108,0.25588423,0.2710027,0.11029363,0.1839651,0.35045728,0.13778721,0.45091644
m_23,85.1413,27.9255,0.2897312,0.3037676,0.17548296,0.21650901,0.3796309,0.21837226,0.48195925
m_230,84.4179,28.164,0.26972908,0.30041492,0.110183366,0.20248286,0.33309594,0.14215943,0.51230216
m_231,84.4215,28.183,0.26237604,0.2908014,0.11003041,0.19685254,0.32071516,0.14108884,0.501329
m_232,85.918,27.246,0.2948117,0.37597835,0.11171305,0.25570226,0.37199593,0.15677573,0.6872682
m_233,86.063,27.388,0.27757797,0.32513708,0.11073828,0.21922968,0.34628692,0.14687684,0.5632718
m_234,86.0637,27.371,0.2683089,0.31727028,0.11068674,0.21464074,0.32854486,0.14642547,0.5582019
m_235,85.952,27.24,0.32063234,0.3801726,0.16764994,0.267877,0.4001102,0.22747141,0.6765322
m_236,85.9208,27.219,0.3733499,0.37733757,0.1678476,0.32385117,0.47248203,0.22999702,0.77927655
m_237,86.0988,27.405,0.26378182,0.30482736,0.11026691,0.20551637,0.31288525,0.14309621,0.52190804
m_238,84.3734,28.229,0.24244004,0.25726557,0.108510785,0.17536528,0.25866637,0.13199387,0.41656524
m_239,86.1004,27.367,0.280893,0.30343214,0.16555338,0.2132573,0.32049313,0.20804477,0.5034342
m_24,85.5439,27.805,0.22284222,0.2600175,0.10772694,0.17666534,0.28449255,0.13338733,0.39083734
m_240,86.2262,27.656,0.2511773,0.2656338,0.10909372,0.18033902,0.29997435,0.1353896,0.44645837
m_241,85.898,27.197,0.37582594,0.38055575,0.16794635,0.33240756,0.4605523,0.23132478,0.7901196
m_242,86.0976,27.349,0.23964971,0.2900097,0.109962985,0.19635011,0.27911735,0.14087123,0.49895215
m_243,86.1113,27.379,0.24761453,0.28721812,0.10987422,0.19450165,0.28038442,0.14026834,0.49287748
m_244,85.9558,27.201,0.28713772,0.3745352,0.11158255,0.25811914,0.358307,0.15523027,0.6668792
m_245,85.9058,27.15,0.30505046,0.40230405,0.16799678,0.28833374,0.36544305,0.23215869,0.7270357
m_246,86.2605,27.565,0.22356181,0.2346461,0.107607596,0.16044387,0.22838956,0.12762178,0.38061458
m_247,85.9577,27.102,0.28789565,0.33742726,0.16676164,0.26955163,0.34728506,0.21791303,0.68406117
m_248,86.0167,27.112,0.21002154,0.29262725,0.10983688,0.19913776,0.24362528,0.13998318,0.4903154
m_249,85.9739,27.081,0.24899323,0.3146601,0.16591425,0.22905207,0.29056925,0.2107027,0.52446854
m_25,86.0335,27.649,0.27294293,0.2984098,0.11016916,0.20197937,0.37432024,0.14260195,0.51566714
m_250,86.0034,27.089,0.23824054,0.29945496,0.16529712,0.21789895,0.2754974,0.2061798,0.4895743
m_251,85.094,27.599,0.30220127,0.35188365,0.13489346,0.2662656,0.3629396,0.17525758,0.5480898
m_252,85.3156,27.575,0.25140136,0.26986295,0.19394934,0.23006548,0.28398538,0.22154275,0.36813617
m_253,85.3326,27.572,0.23910615,0.2673842,0.18777277,0.21785854,0.26880085,0.21527086,0.32103318
m_254,85.2617,27.616,0.26343542,0.27437624,0.23953658,0.24433686,0.2869363,0.26173973,0.31171736
m_255,85.2806,27.613,0.22312373,0.2598683,0.14973567,0.21479018,0.24178252,0.16723952,0.28763044
m_256,85.3836,27.582,0.19150837,0.24618788,0.116041176,0.1822956,0.21612373,0.13659555,0.29944482
m_257,85.3207,27.609,0.22495247,0.23737635,0.19457728,0.21177322,0.24596146,0.21123666,0.28902107
m_258,85.3185,27.611,0.22475103,0.23680355,0.1960011,0.21196921,0.2449267,0.21215956,0.28658766
m_259,85.328,27.6089,0.21988943,0.23454902,0.19026676,0.20688961,0.24000695,0.20672545,0.28443894
m_26,85.5308,27.821,0.22274303,0.25937346,0.107793845,0.17598638,0.28441408,0.13339165,0.39048108
m_260,85.2904,27.622,0.21024202,0.24714269,0.14743084,0.20481423,0.22380157,0.16181244,0.26043913
m_261,85.3544,27.615,0.2147117,0.21705303,0.17708687,0.20364717,0.2354619,0.19171473,0.26253775
m_262,85.3657,27.616,0.19113284,0.22001168,0.17329593,0.17955768,0.20645806,0.18804179,0.22713363
m_263,85.2363,27.668,0.25306764,0.27513924,0.20778474,0.24626248,0.27077833,0.22498563,0.32192677
m_264,85.515,27.58,0.27352983,0.28596517,0.1655957,0.22843166,0.3405786,0.2024488,0.46541947
m_265,85.2776,27.657,0.25513217,0.24747287,0.27314815,0.24718319,0.26543492,0.27666116,0.27628416
m_266,85.5203,27.583,0.27450693,0.28650856,0.16541842,0.2285146,0.34227782,0.20245706,0.46815592
m_267,85.2237,27.68,0.25558683,0.2802931,0.19988109,0.24460253,0.27745208,0.22074518,0.34227857
m_268,85.2913,27.659,0.22427925,0.22766213,0.23623204,0.21938902,0.22980255,0.23822522,0.23978364
m_269,85.2535,27.674,0.25525886,0.2703917,0.22767006,0.25146925,0.26473135,0.23821077,0.29242086
m_27,85.5839,27.82,0.25688088,0.27625957,0.16292857,0.19243518,0.33456,0.19894332,0.41663486
m_270,85.2151,27.689,0.25541836,0.2833241,0.19101577,0.24134436,0.28023073,0.21438281,0.35622603
m_271,85.2783,27.672,0.26260734,0.25007597,0.30236074,0.25701702,0.2677757,0.29949552,0.2700976
m_272,85.3722,27.642,0.19617143,0.17483358,0.18315266,0.19907708,0.20781164,0.17267568,0.21046953
m_273,85.2369,27.688,0.28685573,0.28084382,0.3150781,0.26467225,0.30447313,0.33204934,0.32090753
m_274,85.5119,27.6,0.24171148,0.27718276,0.16461837,0.20315199,0.2939742,0.19896397,0.37951994
m_275,85.2846,27.679,0.2426161,0.24307708,0.26475075,0.23916796,0.24357474,0.26287884,0.2476132
m_276,85.3271,27.667,0.1671749,0.16757016,0.16458142,0.1664268,0.16967186,0.16555406,0.1699083
m_277,85.3249,27.669,0.17302282,0.15995827,0.18269792,0.17599319,0.17501539,0.16484044,0.16806087
m_278,85.2711,27.688,0.30341688,0.2440632,0.34890017,0.31034616,0.3153409,0.34617376,0.29916057
m_279,85.3223,27.671,0.17230268,0.15922615,0.1826106,0.17542113,0.17385371,0.16448195,0.16656785
m_28,85.7014,27.796,0.27868202,0.28980646,0.16423325,0.20246698,0.3731222,0.20350009,0.45861936
m_280,85.2128,27.707,0.2959812,0.28970942,0.27101678,0.26304734,0.33031383,0.29990265,0.41637895
m_281,85.3581,27.66,0.17587706,0.1567066,0.17767859,0.18198204,0.18028629,0.16262707,0.1270057
m_282,85.3203,27.675,0.16225168,0.16129921,0.16104557,0.16225517,0.16322955,0.1611133,0.16182514
m_283,85.4399,27.637,0.1688647,0.2205392,0.10772731,0.15888372,0.18972917,0.12424069,0.25553727
m_284,85.4118,27.647,0.1828278,0.20524243,0.16066715,0.1693368,0.19934678,0.17377536,0.24144128
m_285,85.3236,27.676,0.15846455,0.15834081,0.15731214,0.15830916,0.15925537,0.15763684,0.15912595
m_286,85.3645,27.666,0.1702191,0.15214773,0.17449254,0.17672469,0.17317759,0.15903698,0.12197174
m_287,85.4299,27.646,0.18665044,0.21697098,0.16073021,0.16929123,0.20661236,0.17752375,0.23255533
m_288,85.3269,27.679,0.16339436,0.14117695,0.17046128,0.17333937,0.16402508,0.15404919,0.11369111
m_289,85.2518,27.709,0.24412037,0.26482671,0.28419614,0.22884044,0.25582588,0.30155545,0.29884335
m_29,85.1857,27.9737,0.25792125,0.28633013,0.11402655,0.19556808,0.34248674,0.14461724,0.47162047
m_290,85.375,27.668,0.16978315,0.1525252,0.17387557,0.17556809,0.17315482,0.1585875,0.1222928
m_291,85.3643,27.6749,0.16287051,0.14715277,0.17108141,0.16911687,0.16392377,0.15499024,0.115681045
m_292,85.3167,27.691,0.15779081,0.16482282,0.15657489,0.15570322,0.1574143,0.16088131,0.1745595
m_293,85.3758,27.673,0.16519515,0.1492565,0.17249456,0.17097417,0.16743599,0.15635398,0.11763046
m_294,85.4384,27.657,0.18689723,0.21717887,0.15950544,0.16807593,0.20775336,0.1767703,0.23501557
m_295,85.4136,27.666,0.17402673,0.19545195,0.15761238,0.1618653,0.18776177,0.16847208,0.22362745
m_296,85.4243,27.669,0.18143709,0.20233123,0.15763368,0.16613004,0.19871451,0.17087328,0.24067606
m_297,85.3074,27.7082,0.17849937,0.1757446,0.18387972,0.17835759,0.17883055,0.17917052,0.22740182
m_298,85.3945,27.681,0.16357203,0.17234734,0.15447858,0.1572258,0.1699021,0.15970477,0.18372767
m_299,85.4331,27.669,0.21033601,0.19210859,0.17588493,0.20022748,0.23400337,0.17320555,0.2561547
m_30,85.7599,27.772,0.31632406,0.29838973,0.16471407,0.22676928,0.4336089,0.20535037,0.5721368
m_300,85.4313,27.674,0.20739852,0.18990037,0.17522265,0.1975207,0.22977632,0.1720018,0.25102738
m_301,85.3886,27.689,0.16947871,0.15399173,0.17014869,0.1724809,0.17413607,0.15732148,0.12815061
m_302,85.2672,27.734,0.19047204,0.24172339,0.14919537,0.18072869,0.20119621,0.168746,0.2890408
m_303,85.443,27.675,0.2176929,0.1898321,0.17578575,0.21264562,0.24460225,0.17503141,0.1966929
m_304,85.4062,27.692,0.17411639,0.1818528,0.15401578,0.16320364,0.1855857,0.16315705,0.20789926
m_305,84.8607,27.907,0.3128853,0.33685824,0.17037888,0.23791929,0.41849574,0.22103132,0.5725831
m_306,84.9031,27.896,0.303969,0.33348417,0.11418605,0.23326069,0.4060633,0.15134183,0.56477106
m_307,85.3099,27.735,0.1968575,0.20258152,0.19138843,0.18543358,0.20430265,0.19262606,0.27845785
m_308,85.3732,27.715,0.17281184,0.16562703,0.16674872,0.16835932,0.17944218,0.15985768,0.2040169
m_309,85.4133,27.703,0.18889979,0.18403555,0.17136079,0.17659491,0.204816,0.16603886,0.22818233
m_31,86.0792,27.649,0.28207654,0.3025969,0.11012409,0.20510286,0.38758576,0.14220446,0.51206493
m_310,85.3037,27.746,0.19584943,0.22494687,0.17898735,0.17598636,0.20780472,0.2018107,0.3033718
m_311,85.2999,27.755,0.20664495,0.23215806,0.18186912,0.18307932,0.22351776,0.20637965,0.321901
m_312,84.9478,27.902,0.2788459,0.31956968,0.114856444,0.21896152,0.37203526,0.1512183,0.5514446
m_313,85.3929,27.73,0.18530339,0.19166657,0.15273605,0.16861248,0.20102817,0.16760851,0.2431952
m_314,85.3155,27.765,0.22270796,0.19668742,0.19235775,0.22474311,0.24372959,0.1976131,0.23433015
m_315,85.4216,27.727,0.20582902,0.19677952,0.17216723,0.18725091,0.23018265,0.17183885,0.2678237
m_316,85.48,27.709,0.21368463,0.23673105,0.15851505,0.17922673,0.25171688,0.18275449,0.28876156
m_317,85.3928,27.743,0.19478668,0.20027319,0.15415792,0.17413779,0.2150735,0.1718388,0.2663182
m_318,85.4487,27.727,0.20647298,0.22181943,0.15655081,0.17683516,0.23889467,0.17741206,0.30427593
m_319,85.3357,27.768,0.21782708,0.2103298,0.18399628,0.1982485,0.24081954,0.18901207,0.31447983
m_32,85.3038,28.082,0.25497124,0.2717868,0.11047837,0.18447183,0.3476253,0.13816394,0.45070896
m_320,85.4436,27.739,0.20808572,0.22351408,0.15655555,0.17707764,0.24119295,0.17818065,0.31065342
m_321,85.2966,27.793,0.18920252,0.2434243,0.11984378,0.16670272,0.21465838,0.14316367,0.32444364
m_322,85.3175,27.79,0.21890323,0.24381065,0.17316358,0.18429127,0.2495395,0.20120291,0.36254716
m_323,85.4165,27.754,0.19955744,0.2195743,0.15611748,0.17066823,0.22795068,0.1772045,0.302156
m_324,85.3373,27.791,0.18080938,0.23520525,0.1115718,0.15806492,0.2042655,0.13280113,0.29982603
