# 20180618_M5.5_Osaka median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014,ZhaoEtAl2016SInter
s_145,135.1694,34.2288,0.01367,0.01367,0.01367,0.01367,0.01367,0.01367,0.01367
s_146,135.4309,34.0841,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342,0.01342
s_147,134.0548,35.4606,0.01323,0.01323,0.01323,0.01323,0.01323,0.01323,0.01323
s_148,137.0,35.4426,0.01296,0.01296,0.01296,0.01296,0.01296,0.01296,0.01296
s_149,136.9072,35.5454,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129
s_15,135.5016,35.1637,0.1656,0.1656,0.1656,0.1656,0.1656,0.1656,0.1656
s_150,136.9737,35.0632,0.01278,0.01278,0.01278,0.01278,0.01278,0.01278,0.01278
s_151,134.4192,33.6692,0.01222,0.01222,0.01222,0.01222,0.01222,0.01222,0.01222
s_152,137.04470000000003,34.9119,0.01194,0.01194,0.01194,0.01194,0.01194,0.01194,0.01194
s_153,136.62469999999996,36.1805,0.01169,0.01169,0.01169,0.01169,0.01169,0.01169,0.01169
s_154,136.19979999999998,35.7731,0.01124,0.01124,0.01124,0.01124,0.01124,0.01124,0.01124
s_155,136.48649999999998,35.9789,0.01114,0.01114,0.01114,0.01114,0.01114,0.01114,0.01114
s_156,136.73339999999996,34.4908,0.01094,0.01094,0.01094,0.01094,0.01094,0.01094,0.01094
s_157,134.45,35.6194,0.01085,0.01085,0.01085,0.01085,0.01085,0.01085,0.01085
s_158,136.74040000000002,35.1732,0.01085,0.01085,0.01085,0.01085,0.01085,0.01085,0.01085
s_159,136.9153,35.2979,0.01081,0.01081,0.01081,0.01081,0.01081,0.01081,0.01081
s_160,136.9808,35.7593,0.01077,0.01077,0.01077,0.01077,0.01077,0.01077,0.01077
s_161,133.7317,35.0098,0.01063,0.01063,0.01063,0.01063,0.01063,0.01063,0.01063
s_162,133.82529999999997,35.429,0.0106,0.0106,0.0106,0.0106,0.0106,0.0106,0.0106
s_163,135.1524,33.8908,0.01028,0.01028,0.01028,0.01028,0.01028,0.01028,0.01028
s_164,136.0822,33.8783,0.0102,0.0102,0.0102,0.0102,0.0102,0.0102,0.0102
s_165,137.42970000000003,34.9803,0.01019,0.01019,0.01019,0.01019,0.01019,0.01019,0.01019
s_166,133.7545,34.5893,0.01004,0.01004,0.01004,0.01004,0.01004,0.01004,0.01004
s_167,136.8311,35.9219,0.00986,0.00986,0.00986,0.00986,0.00986,0.00986,0.00986
s_168,135.38909999999998,35.4759,0.00971,0.00971,0.00971,0.00971,0.00971,0.00971,0.00971
s_169,133.7876,34.4462,0.00964,0.00964,0.00964,0.00964,0.00964,0.00964,0.00964
s_17,135.8352,34.6683,0.15342,0.15342,0.15342,0.15342,0.15342,0.15342,0.15342
s_170,134.7292,34.2499,0.00961,0.00961,0.00961,0.00961,0.00961,0.00961,0.00961
s_171,134.59140000000002,33.7749,0.00953,0.00953,0.00953,0.00953,0.00953,0.00953,0.00953
s_172,137.5,35.4887,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094
s_173,137.70780000000002,35.8562,0.00935,0.00935,0.00935,0.00935,0.00935,0.00935,0.00935
s_174,135.10220000000004,35.7406,0.00935,0.00935,0.00935,0.00935,0.00935,0.00935,0.00935
s_175,137.8374,35.5232,0.0093,0.0093,0.0093,0.0093,0.0093,0.0093,0.0093
s_176,137.22000000000003,34.8263,0.00901,0.00901,0.00901,0.00901,0.00901,0.00901,0.00901
s_177,135.48829999999998,33.8938,0.00876,0.00876,0.00876,0.00876,0.00876,0.00876,0.00876
s_178,134.18560000000002,34.2496,0.00865,0.00865,0.00865,0.00865,0.00865,0.00865,0.00865
s_179,134.0374,34.3473,0.00858,0.00858,0.00858,0.00858,0.00858,0.00858,0.00858
s_180,137.52949999999998,35.8132,0.00845,0.00845,0.00845,0.00845,0.00845,0.00845,0.00845
s_181,134.05,35.1787,0.00835,0.00835,0.00835,0.00835,0.00835,0.00835,0.00835
s_182,137.40390000000002,35.4495,0.00832,0.00832,0.00832,0.00832,0.00832,0.00832,0.00832
s_183,137.8164,34.8738,0.00804,0.00804,0.00804,0.00804,0.00804,0.00804,0.00804
s_184,133.90359999999998,34.8701,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079
s_185,135.7735,33.8375,0.0076,0.0076,0.0076,0.0076,0.0076,0.0076,0.0076
s_186,134.40089999999998,34.2271,0.00755,0.00755,0.00755,0.00755,0.00755,0.00755,0.00755
s_187,135.7835,33.472,0.00746,0.00746,0.00746,0.00746,0.00746,0.00746,0.00746
s_188,136.4432,36.3967,0.00734,0.00734,0.00734,0.00734,0.00734,0.00734,0.00734
s_189,135.98130000000003,33.7209,0.00719,0.00719,0.00719,0.00719,0.00719,0.00719,0.00719
s_19,135.471,34.5894,0.14842,0.14842,0.14842,0.14842,0.14842,0.14842,0.14842
s_190,134.39750000000004,35.3415,0.00717,0.00717,0.00717,0.00717,0.00717,0.00717,0.00717
s_191,138.1116,36.0454,0.00701,0.00701,0.00701,0.00701,0.00701,0.00701,0.00701
s_192,137.1617,35.6637,0.007,0.007,0.007,0.007,0.007,0.007,0.007
s_193,136.6682,35.9097,0.00669,0.00669,0.00669,0.00669,0.00669,0.00669,0.00669
s_194,136.8872,36.56,0.00649,0.00649,0.00649,0.00649,0.00649,0.00649,0.00649
s_195,134.57479999999998,35.4582,0.00648,0.00648,0.00648,0.00648,0.00648,0.00648,0.00648
s_196,137.387,35.3009,0.00643,0.00643,0.00643,0.00643,0.00643,0.00643,0.00643
s_197,137.245,35.8029,0.00641,0.00641,0.00641,0.00641,0.00641,0.00641,0.00641
s_198,136.95280000000002,36.0333,0.00633,0.00633,0.00633,0.00633,0.00633,0.00633,0.00633
s_199,137.4047,34.7549,0.00618,0.00618,0.00618,0.00618,0.00618,0.00618,0.00618
s_20,135.8188,34.9962,0.14506,0.14506,0.14506,0.14506,0.14506,0.14506,0.14506
s_200,138.476,35.041,0.00617,0.00617,0.00617,0.00617,0.00617,0.00617,0.00617
s_201,134.6039,33.8716,0.00611,0.00611,0.00611,0.00611,0.00611,0.00611,0.00611
s_202,135.37720000000002,33.7289,0.00595,0.00595,0.00595,0.00595,0.00595,0.00595,0.00595
s_203,137.82550000000003,35.9748,0.00585,0.00585,0.00585,0.00585,0.00585,0.00585,0.00585
s_204,137.8136,35.0916,0.00572,0.00572,0.00572,0.00572,0.00572,0.00572,0.00572
s_205,136.60450000000003,36.3575,0.00563,0.00563,0.00563,0.00563,0.00563,0.00563,0.00563
s_206,137.2606,34.6728,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056
s_207,133.6354,34.1138,0.00553,0.00553,0.00553,0.00553,0.00553,0.00553,0.00553
s_208,133.6121,34.7807,0.00546,0.00546,0.00546,0.00546,0.00546,0.00546,0.00546
s_209,133.33010000000002,35.4258,0.00538,0.00538,0.00538,0.00538,0.00538,0.00538,0.00538
s_210,138.22410000000002,34.7402,0.00525,0.00525,0.00525,0.00525,0.00525,0.00525,0.00525
s_211,133.4876,35.2826,0.00521,0.00521,0.00521,0.00521,0.00521,0.00521,0.00521
s_212,134.28499999999997,34.0905,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052
s_213,134.212,33.9344,0.00519,0.00519,0.00519,0.00519,0.00519,0.00519,0.00519
s_214,137.5756,35.1006,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051
s_215,132.74490000000003,35.3611,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051
s_216,133.28070000000002,34.777,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051
s_217,135.6397,33.7053,0.00504,0.00504,0.00504,0.00504,0.00504,0.00504,0.00504
s_218,137.3014,36.3322,0.00496,0.00496,0.00496,0.00496,0.00496,0.00496,0.00496
s_219,133.0682,35.4714,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492,0.00492
s_220,133.63030000000003,35.5106,0.00489,0.00489,0.00489,0.00489,0.00489,0.00489,0.00489
s_221,137.02530000000002,36.2734,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486,0.00486
s_222,137.7197,34.7102,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048
s_223,138.22289999999998,35.9133,0.00475,0.00475,0.00475,0.00475,0.00475,0.00475,0.00475
s_224,136.82320000000004,34.2544,0.00472,0.00472,0.00472,0.00472,0.00472,0.00472,0.00472
s_225,137.2514,36.1536,0.00471,0.00471,0.00471,0.00471,0.00471,0.00471,0.00471
s_226,137.6125,35.6079,0.00467,0.00467,0.00467,0.00467,0.00467,0.00467,0.00467
s_227,133.23310000000004,36.1925,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046
s_228,133.5018,34.9579,0.00451,0.00451,0.00451,0.00451,0.00451,0.00451,0.00451
s_229,138.46270000000004,35.4965,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045
s_230,136.90390000000002,37.2307,0.00446,0.00446,0.00446,0.00446,0.00446,0.00446,0.00446
s_231,133.50990000000002,34.5095,0.00446,0.00446,0.00446,0.00446,0.00446,0.00446,0.00446
s_232,134.0614,34.038,0.00442,0.00442,0.00442,0.00442,0.00442,0.00442,0.00442
s_233,134.16809999999998,33.2903,0.00427,0.00427,0.00427,0.00427,0.00427,0.00427,0.00427
s_234,133.52710000000002,33.5611,0.00424,0.00424,0.00424,0.00424,0.00424,0.00424,0.00424
s_235,132.90679999999998,34.3413,0.00411,0.00411,0.00411,0.00411,0.00411,0.00411,0.00411
s_236,135.94600000000003,33.5947,0.00409,0.00409,0.00409,0.00409,0.00409,0.00409,0.00409
s_237,131.6019,34.6173,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396,0.00396
s_238,136.7025,36.7334,0.00394,0.00394,0.00394,0.00394,0.00394,0.00394,0.00394
s_239,137.42579999999998,35.6576,0.00387,0.00387,0.00387,0.00387,0.00387,0.00387,0.00387
s_240,137.1078,34.6221,0.00385,0.00385,0.00385,0.00385,0.00385,0.00385,0.00385
s_241,136.6431,36.5419,0.00372,0.00372,0.00372,0.00372,0.00372,0.00372,0.00372
s_242,132.9004,35.2881,0.00355,0.00355,0.00355,0.00355,0.00355,0.00355,0.00355
s_243,137.5761,34.9335,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343,0.00343
s_244,136.97469999999998,36.866,0.00339,0.00339,0.00339,0.00339,0.00339,0.00339,0.00339
s_245,134.28139999999996,33.5275,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336,0.00336
s_246,137.1191,35.5424,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333,0.00333
s_247,137.1406,36.5864,0.00332,0.00332,0.00332,0.00332,0.00332,0.00332,0.00332
s_248,133.7896,34.2644,0.00327,0.00327,0.00327,0.00327,0.00327,0.00327,0.00327
s_249,133.90679999999998,33.5014,0.00327,0.00327,0.00327,0.00327,0.00327,0.00327,0.00327
s_25,135.95119999999997,34.528,0.1306,0.1306,0.1306,0.1306,0.1306,0.1306,0.1306
s_250,138.03380000000004,35.5787,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032
s_251,133.17759999999998,34.2936,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032
s_252,136.7783,36.8918,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317
s_253,136.68970000000002,37.1602,0.00314,0.00314,0.00314,0.00314,0.00314,0.00314,0.00314
s_254,137.5174,36.2492,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313
s_255,132.56169999999997,34.253,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031
s_256,137.26,35.9515,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031
s_257,137.08029999999997,36.7824,0.00305,0.00305,0.00305,0.00305,0.00305,0.00305,0.00305
s_258,135.49720000000002,33.5503,0.00299,0.00299,0.00299,0.00299,0.00299,0.00299,0.00299
s_259,137.9341,35.7304,0.00283,0.00283,0.00283,0.00283,0.00283,0.00283,0.00283
s_260,133.87710000000004,33.6975,0.00282,0.00282,0.00282,0.00282,0.00282,0.00282,0.00282
s_261,133.1171,34.9529,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274
s_262,138.31129999999996,34.8566,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274,0.00274
s_263,137.95320000000004,35.8282,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271
s_264,132.90179999999998,35.0337,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271,0.00271
s_265,136.89779999999996,36.2742,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266
s_266,132.7201,34.6029,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026
s_267,134.38890000000004,33.8788,0.00257,0.00257,0.00257,0.00257,0.00257,0.00257,0.00257
s_268,137.89750000000004,34.9816,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254,0.00254
s_269,138.4096,35.7918,0.00251,0.00251,0.00251,0.00251,0.00251,0.00251,0.00251
s_27,134.99040000000002,34.533,0.10898,0.10898,0.10898,0.10898,0.10898,0.10898,0.10898
s_270,133.17039999999997,35.3644,0.00246,0.00246,0.00246,0.00246,0.00246,0.00246,0.00246
s_271,132.84180000000003,34.8143,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245
s_272,138.60159999999996,35.2128,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245
s_273,133.92430000000002,34.1644,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245,0.00245
s_274,132.1766,34.1699,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242
s_275,137.147,37.308,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241
s_276,138.5677,35.6548,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024
s_277,137.99810000000002,34.7699,0.00239,0.00239,0.00239,0.00239,0.00239,0.00239,0.00239
s_278,138.62130000000002,35.1271,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236
s_279,134.1995,33.7719,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236,0.00236
s_28,135.71910000000003,34.5169,0.10002,0.10002,0.10002,0.10002,0.10002,0.10002,0.10002
s_280,133.27549999999997,34.8951,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233
s_281,138.12810000000002,34.6374,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229,0.00229
s_282,132.81460000000004,35.1957,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.00218
s_283,139.37779999999998,35.0966,0.00217,0.00217,0.00217,0.00217,0.00217,0.00217,0.00217
s_284,132.9982,34.0624,0.00214,0.00214,0.00214,0.00214,0.00214,0.00214,0.00214
s_285,133.5494,33.9788,0.00212,0.00212,0.00212,0.00212,0.00212,0.00212,0.00212
s_286,138.1332,35.0969,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208
s_287,133.08320000000003,34.404,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208,0.00208
s_288,136.9681,37.0427,0.00206,0.00206,0.00206,0.00206,0.00206,0.00206,0.00206
s_289,132.91409999999996,33.7974,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204
s_29,135.58159999999998,34.4366,0.0992,0.0992,0.0992,0.0992,0.0992,0.0992,0.0992
s_290,132.2794,34.4926,0.00203,0.00203,0.00203,0.00203,0.00203,0.00203,0.00203
s_291,132.49779999999998,35.1942,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199
s_292,139.63400000000001,35.4371,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194
s_293,132.10109999999997,33.9649,0.00191,0.00191,0.00191,0.00191,0.00191,0.00191,0.00191
s_294,132.74220000000003,34.4276,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188
s_295,131.39869999999996,34.4073,0.00183,0.00183,0.00183,0.00183,0.00183,0.00183,0.00183
s_296,138.2491,36.4022,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178
s_297,137.28769999999997,37.4443,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172
s_298,133.2364,34.5686,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172
s_299,133.1612,35.5372,0.00168,0.00168,0.00168,0.00168,0.00168,0.00168,0.00168
s_3,135.56380000000001,35.017,0.39642,0.39642,0.39642,0.39642,0.39642,0.39642,0.39642
s_30,135.8965,34.9718,0.09763,0.09763,0.09763,0.09763,0.09763,0.09763,0.09763
s_300,133.80899999999997,34.0319,0.00164,0.00164,0.00164,0.00164,0.00164,0.00164,0.00164
s_301,138.4649,35.2791,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162,0.00162
s_302,139.2912,35.7968,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157
s_303,132.7722,33.9621,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155,0.00155
s_304,132.9377,32.9895,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154
s_305,139.42129999999997,34.9413,0.00153,0.00153,0.00153,0.00153,0.00153,0.00153,0.00153
s_306,137.0353,36.4411,0.00152,0.00152,0.00152,0.00152,0.00152,0.00152,0.00152
s_307,137.385,36.5781,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151
s_308,138.37350000000004,34.9649,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143
s_309,133.0946,34.7032,0.00142,0.00142,0.00142,0.00142,0.00142,0.00142,0.00142
s_31,136.0587,34.8779,0.0964,0.0964,0.0964,0.0964,0.0964,0.0964,0.0964
s_310,133.7298,33.7844,0.00142,0.00142,0.00142,0.00142,0.00142,0.00142,0.00142
s_311,132.5308,34.8523,0.00141,0.00141,0.00141,0.00141,0.00141,0.00141,0.00141
s_312,132.72820000000002,33.8198,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
s_313,137.8571,35.2864,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
s_314,133.1015,33.0797,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139
s_315,133.87633,33.7315,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139,0.00139
s_316,139.6968,36.072,0.00138,0.00138,0.00138,0.00138,0.00138,0.00138,0.00138
s_317,138.1474,35.0085,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131
s_318,137.21230000000003,36.6687,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126,0.00126
s_319,131.2181,33.9941,0.00124,0.00124,0.00124,0.00124,0.00124,0.00124,0.00124
s_32,136.1073,34.6285,0.09309,0.09309,0.09309,0.09309,0.09309,0.09309,0.09309
s_320,138.72659999999996,35.702,0.00124,0.00124,0.00124,0.00124,0.00124,0.00124,0.00124
s_321,136.9087,37.2265,0.00122,0.00122,0.00122,0.00122,0.00122,0.00122,0.00122
s_322,138.2235,37.1607,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118
s_323,130.70529999999997,33.8263,0.00114,0.00114,0.00114,0.00114,0.00114,0.00114,0.00114
s_324,132.35609999999997,33.9091,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109,0.00109
