ID_1,NAME_1,ID_2,NAME_2,FATALITIES,FATALITIES_GROUND_SHAKING,INJURIES,DISPLACED_POPULATION,AFFECTED_POPULATION,CAUSE_OF_INJURY/DEATH,REFERENCE,COMMENTS
1,Koshi,3,Ilam,0,0,10,,,,Nepal_agency_incident_report_2015,Fatalities include total deaths and missing people.
1,Koshi,2,Panchthar,0,0,9,,,,Nepal_agency_incident_report_2015,Fatalities include total deaths and missing people.
1,Koshi,1,Taplejung,1,1,7,,,,Nepal_agency_incident_report_2015,Fatalities include total deaths and missing people.
3,Bagmati,23,Sindhupalchowk,3440,3440,2101,,,,World_Bank_2015,
3,Bagmati,27,Kathmandu,1222,1222,1218,,,,World_Bank_2015,
3,Bagmati,28,Nuwakot,1086,1086,662,,,,World_Bank_2015,
3,Bagmati,30,Dhading,733,733,952,,,,World_Bank_2015,
3,Bagmati,29,Rasuwa,597,597,7949,,,,World_Bank_2015,
4,Gandaki,36,Gorkha,443,443,1179,,,,World_Bank_2015,
3,Bagmati,26,Bhaktapur,333,333,3052,,,,World_Bank_2015,
3,Bagmati,24,Kavrepalanchok,318,318,229,,,,World_Bank_2015,
3,Bagmati,25,Lalitpur,174,174,1051,,,,World_Bank_2015,
3,Bagmati,22,Dolakha,170,170,61,,,,World_Bank_2015,
3,Bagmati,21,Ramechhap,39,39,135,,,,World_Bank_2015,
3,Bagmati,31,Makwanpur,33,33,771,,,,World_Bank_2015,
1,Koshi,12,Okhaldhunga,20,20,230,,,,World_Bank_2015,
3,Bagmati,20,Sindhuli,15,15,1571,,,,World_Bank_2015,
