ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,LATITUDE,LONGITUDE,TAXONOMY,GEM_TAXONOMY,FATALITIES,FATALITIES_GROUND_SHAKING,INJURIES,UNINJURED,SLIGHTLY_INJURED,MODERATELY_INJURED,SERIOUSLY_INJURED,CRITICALY_INJURED,SERIOUS_INJURIES,INJURIES_LIGHT,INJURIES_SEVERE,INJURIES_CRITICAL,HOMELESS,SHELTERED,DISPLACED_POPULATION,AFFECTED_POPULATION,CAUSE_OF_INJURY/DEATH,REFERENCE,COMMENTS
65028918B38931491957123,Central Java,22746128B55048880298141,Klaten,43725864B73435942420793,Gantiwarno,-7.77389,110.564,KatchaD0/D1,M+STRUB/HBET:1/RES+RES1/RSH2,,,,2,,,,,,,,,,,,,,CEQID + Cambridge Survey ,"no/ slight damage to building. Katcha is a traditional rubble stone masonry dwelling in Indonesia, typically one storey with a tiled pitched roof. "
65028918B38931491957123,Central Java,22746128B55048880298141,Klaten,43725864B73435942420793,Gantiwarno,-7.77389,110.564,KatchaD3,M+STRUB/HBET:1/RES+RES1/RSH2,,,,7,,,,,,,,,,,,,,CEQID + Cambridge Survey ,"Serious damage to building. Katcha is a traditional rubble stone masonry dwelling in Indonesia, typically one storey with a tiled pitched roof. "
65028918B38931491957123,Central Java,22746128B55048880298141,Klaten,43725864B73435942420793,Gantiwarno,-7.77389,110.564,KatchaD4,M+STRUB/HBET:1/RES+RES1/RSH2,,,,6,1,,,,,1,,,,,,,,CEQID + Cambridge Survey ,"Heavy damage to building. Katcha is a traditional rubble stone masonry dwelling in Indonesia, typically one storey with a tiled pitched roof. "
65028918B95477461268927,Special Region of Yogyakarta,22746128B8011111240448,Gunung Kidul,43725864B48906395465697,Gedang Sari ,-7.8382,110.59,KatchaD2,M+STRUB/HBET:1/RES+RES1/RSH2,,,,1,,,,,,,,,,,,,,CEQID + Cambridge Survey ,"Moderate damage to building. Katcha is a traditional rubble stone masonry dwelling in Indonesia, typically one storey with a tiled pitched roof. "
65028918B95477461268927,Special Region of Yogyakarta,22746128B8011111240448,Gunung Kidul,43725864B48906395465697,Gedang Sari ,-7.8382,110.59,KatchaD3,M+STRUB/HBET:1/RES+RES1/RSH2,,,,1,,,,,,,,,,,,,,CEQID + Cambridge Survey ,"Serious damage to building. Katcha is a traditional rubble stone masonry dwelling in Indonesia, typically one storey with a tiled pitched roof. "
65028918B95477461268927,Special Region of Yogyakarta,22746128B8011111240448,Gunung Kidul,43725864B48906395465697,Gedang Sari ,-7.8382,110.59,KatchaD4,M+STRUB/HBET:1/RES+RES1/RSH2,,,,4,1,,,,,1,,,,,,,,CEQID + Cambridge Survey ,"Heavy damage to building. Katcha is a traditional rubble stone masonry dwelling in Indonesia, typically one storey with a tiled pitched roof. "
65028918B95477461268927,Special Region of Yogyakarta,22746128B8011111240448,Gunung Kidul,43725864B48906395465697,Gedang Sari ,-7.8382,110.59,KatchaD5,M+STRUB/HBET:1/RES+RES1/RSH2,,,,4,,,,,,,,,,,,,,CEQID + Cambridge Survey ,"Complete collapse of building. Katcha is a traditional rubble stone masonry dwelling in Indonesia, typically one storey with a tiled pitched roof. "
65028918B95477461268927,Special Region of Yogyakarta,22746128B8011111240448,Gunung Kidul,43725864B48906395465697,Gedang Sari ,-7.8382,110.59,StoneD3,MUR-ST ,,,,2,1,,,,,1,,,,,,,,CEQID + Cambridge Survey ,Serious damage to building. Cut stone masonry.
65028918B95477461268927,Special Region of Yogyakarta,22746128B8011111240448,Gunung Kidul,43725864B48906395465697,Gedang Sari ,-7.8382,110.59,StoneD4,MUR-ST ,,,,0,1,,,,,1,,,,,,,,CEQID + Cambridge Survey ,Heavy damage to building. Cut stone masonry.
65028918B95477461268927,Special Region of Yogyakarta,22746128B8011111240448,Gunung Kidul,43725864B48906395465697,Gedang Sari ,-7.8382,110.59,BrickD4,M+CL,,,,0,1,,,,,1,,,,,,,,CEQID + Cambridge Survey ,Heavy damage to building. Brick Masonry.
65028918B95477461268927,Special Region of Yogyakarta,22746128B8011111240448,Gunung Kidul,43725864B48906395465697,Gedang Sari ,-7.8382,110.59,BrickD5,M+CL,,,,1,0,,,,,,,,,,,,,CEQID + Cambridge Survey ,Complete collapse of building. Brick Masonry.
65028918B95477461268927,Special Region of Yogyakarta,22746128B8011111240448,Gunung Kidul,43725864B48906395465697,Gedang Sari ,-7.8382,110.59,InfilledRCD3,CR/LFINF,,,,1,1,,,,,1,,,,,,,,CEQID + Cambridge Survey ,Serious damage to building. RC Frame with masonry infill. 
65028918B95477461268927,Special Region of Yogyakarta,22746128B8011111240448,Gunung Kidul,43725864B48906395465697,Gedang Sari ,-7.8382,110.59,InfilledRCD4,CR/LFINF,,,,1,0,,,,,0,,,,,,,,CEQID + Cambridge Survey ,Heavy damage to building. RC Frame with masonry infill. 
65028918B95477461268927,Special Region of Yogyakarta,22746128B8011111240448,Gunung Kidul,43725864B48906395465697,Gedang Sari ,-7.8382,110.59,InfilledRCD5,CR/LFINF,,,,0,1,,,,,1,,,,,,,,CEQID + Cambridge Survey ,Complete collapse of building. RC Frame with masonry infill. 
65028918B95477461268927,Special Region of Yogyakarta,22746128B71285996700874,Bantul ,43725864B2846767139992,Imogiri ,-7.92288,110.385,KatchaD3,M+STRUB/HBET:1/RES+RES1/RSH2,0,,,1,0,,,,,0,,,,,,,,CEQID + Cambridge Survey ,"Serious damage to building. Katcha is a traditional rubble stone masonry dwelling in Indonesia, typically one storey with a tiled pitched roof. "
65028918B95477461268927,Special Region of Yogyakarta,22746128B71285996700874,Bantul ,43725864B2846767139992,Imogiri ,-7.92288,110.385,KatchaD4,M+STRUB/HBET:1/RES+RES1/RSH2,0,,,9,5,1,,1,,5,1,1,,,,,,CEQID + Cambridge Survey ,"Heavy damage to building. Katcha is a traditional rubble stone masonry dwelling in Indonesia, typically one storey with a tiled pitched roof. "
65028918B95477461268927,Special Region of Yogyakarta,22746128B71285996700874,Bantul ,43725864B2846767139992,Imogiri ,-7.92288,110.385,KatchaD5,M+STRUB/HBET:1/RES+RES1/RSH2,1,,,26,8,,,3,,8,,3,,,,,,CEQID + Cambridge Survey ,"Complete collapse of building. Katcha is a traditional rubble stone masonry dwelling in Indonesia, typically one storey with a tiled pitched roof. "
65028918B95477461268927,Special Region of Yogyakarta,22746128B71285996700874,Bantul ,43725864B2846767139992,Imogiri ,-7.92288,110.385,StoneD4,MUR-ST ,0,,,4,4,1,,,,4,1,,,,,,,CEQID + Cambridge Survey ,Heavy damage to building. Cut stone masonry.
65028918B95477461268927,Special Region of Yogyakarta,22746128B71285996700874,Bantul ,43725864B2846767139992,Imogiri ,-7.92288,110.385,ConBlockD2,M+CB/LWALL ,1,,,1,0,,,,,0,,,,,,,,CEQID + Cambridge Survey ,Moderate damage to building. Concrete block walls.
65028918B95477461268927,Special Region of Yogyakarta,22746128B71285996700874,Bantul ,43725864B2846767139992,Imogiri ,-7.92288,110.385,ConBlockD4,M+CB/LWALL ,0,,,2,2,,,,,2,,,,,,,,CEQID + Cambridge Survey ,Heavy damage to building. Concrete block walls.
65028918B95477461268927,Special Region of Yogyakarta,22746128B71285996700874,Bantul ,43725864B2846767139992,Imogiri ,-7.92288,110.385,ConBlockD5,M+CB/LWALL ,1,,,9,3,,,,,3,,,,,,,,CEQID + Cambridge Survey ,Complete collapse of building. Concrete block walls.
65028918B95477461268927,Special Region of Yogyakarta,22746128B7485297752304,Yogyakarta,43725864B6735125634885,Jetis,-7.90722,110.347,KatchaD5,M+STRUB/HBET:1/RES+RES1/RSH2,1,,,9,2,1,1,,,2,2,,,,,,,CEQID + Cambridge Survey ,"Complete collapse of building. Katcha is a traditional rubble stone masonry dwelling in Indonesia, typically one storey with a tiled pitched roof. "
65028918B95477461268927,Special Region of Yogyakarta,22746128B7485297752304,Yogyakarta,43725864B6735125634885,Jetis,-7.90722,110.347,InfilledRCD5,CR/LFINF,1,,,2,3,0,2,,,3,2,,,,,,,CEQID + Cambridge Survey ,Complete collapse of building. RC Frame with masonry infill. 
65028918B95477461268927,Special Region of Yogyakarta,22746128B71285996700874,Bantul ,43725864B31436452656164,Kasihan ,-7.80501,110.326,KatchaD3,M+STRUB/HBET:1/RES+RES1/RSH2,,,,3,1,0,1,,,1,1,,,,,,,CEQID + Cambridge Survey ,"Serious damage to building. Katcha is a traditional rubble stone masonry dwelling in Indonesia, typically one storey with a tiled pitched roof. "
65028918B95477461268927,Special Region of Yogyakarta,22746128B71285996700874,Bantul ,43725864B31436452656164,Kasihan ,-7.80501,110.326,KatchaD4,M+STRUB/HBET:1/RES+RES1/RSH2,,,,5,1,0,1,,,1,1,,,,,,,CEQID + Cambridge Survey ,"Heavy damage to building. Katcha is a traditional rubble stone masonry dwelling in Indonesia, typically one storey with a tiled pitched roof. "
65028918B95477461268927,Special Region of Yogyakarta,22746128B71285996700874,Bantul ,43725864B31436452656164,Kasihan ,-7.80501,110.326,KatchaD5,M+STRUB/HBET:1/RES+RES1/RSH2,,,,6,1,1,3,,,1,4,,,,,,,CEQID + Cambridge Survey ,"Complete collapse of building. Katcha is a traditional rubble stone masonry dwelling in Indonesia, typically one storey with a tiled pitched roof. "
65028918B95477461268927,Special Region of Yogyakarta,22746128B71285996700874,Bantul ,43725864B31436452656164,Kasihan ,-7.80501,110.326,InfilledRCD4,CR/LFINF,,,,0,0,0,1,1,,0,1,1,,,,,,CEQID + Cambridge Survey ,Heavy damage to building. RC Frame with masonry infill. 
65028918B95477461268927,Special Region of Yogyakarta,22746128B71285996700874,Bantul ,43725864B31436452656164,Kasihan ,-7.80501,110.326,InfilledRCD5,CR/LFINF,,,,2,0,1,1,,,0,2,,,,,,,CEQID + Cambridge Survey ,Complete collapse of building. RC Frame with masonry infill. 
65028918B95477461268927,Special Region of Yogyakarta,22746128B52733203415664,Kulon Progo ,43725864B20775526400104,Kokap,-7.82674,110.095,KatchaD2,M+STRUB/HBET:1/RES+RES1/RSH2,,,,4,,,,,,,,,,,,,,CEQID + Cambridge Survey ,"Moderate damage to building. Katcha is a traditional rubble stone masonry dwelling in Indonesia, typically one storey with a tiled pitched roof. "
65028918B95477461268927,Special Region of Yogyakarta,22746128B52733203415664,Kulon Progo ,43725864B20775526400104,Kokap,-7.82674,110.095,KatchaD4,M+STRUB/HBET:1/RES+RES1/RSH2,,,,1,,,,,,,,,,,,,,CEQID + Cambridge Survey ,"Heavy damage to building. Katcha is a traditional rubble stone masonry dwelling in Indonesia, typically one storey with a tiled pitched roof. "
65028918B95477461268927,Special Region of Yogyakarta,22746128B52733203415664,Kulon Progo ,43725864B20775526400104,Kokap,-7.82674,110.095,BrickD2,M+CL,,,,3,,,,,,,,,,,,,,CEQID + Cambridge Survey ,Moderate damage to building. Brick Masonry. 
65028918B95477461268927,Special Region of Yogyakarta,22746128B52733203415664,Kulon Progo ,43725864B20775526400104,Kokap,-7.82674,110.095,InfilledRCD0/D1,CR/LFINF,,,,1,,,,,,,,,,,,,,CEQID + Cambridge Survey ,no/ slight damage to building. RC Frame with masonry
65028918B95477461268927,Special Region of Yogyakarta,22746128B8011111240448,Gunung Kidul,43725864B83895200263689,Nglipar,-7.88996,110.619,KatchaD5,M+STRUB/HBET:1/RES+RES1/RSH2,,,,2,,,,,,,,,,,,,,CEQID + Cambridge Survey ,"Complete collapse of building. Katcha is a traditional rubble stone masonry dwelling in Indonesia, typically one storey with a tiled pitched roof. "
65028918B95477461268927,Special Region of Yogyakarta,22746128B8011111240448,Gunung Kidul,43725864B83895200263689,Nglipar,-7.88996,110.619,StoneD2 ,MUR-ST ,,,,2,,,,,,,,,,,,,,CEQID + Cambridge Survey ,Moderate damage to building. Cut stone masonry.
65028918B95477461268927,Special Region of Yogyakarta,22746128B8011111240448,Gunung Kidul,43725864B83895200263689,Nglipar,-7.88996,110.619,StoneD4,MUR-ST ,,,,10,2,,1,,,2,1,,,,,,,CEQID + Cambridge Survey ,Heavy damage to building. Cut stone masonry.
65028918B95477461268927,Special Region of Yogyakarta,22746128B8011111240448,Gunung Kidul,43725864B83895200263689,Nglipar,-7.88996,110.619,StoneD5,MUR-ST ,,,,7,,1,1,1,,,2,1,,,,,,CEQID + Cambridge Survey ,Complete collapse of building. Cut stone masonry.
