# 20160910_M5.9_Bukoba median gmf, Stations:All, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AtkinsonBoore2006Modified2011,PezeshkEtAl2011NEHRPBC
t_10190,33.3249,0.89578,0.011946532,0.006918664
t_10191,33.23507,0.71614,0.013483283,0.007923592
t_10192,33.27998,0.71614,0.014392636,0.007753676
t_10193,33.19015,0.76105,0.013425393,0.007898521
t_10194,33.27998,0.76105,0.01245959,0.007572735
t_10195,33.23507,0.76105,0.013424183,0.0077342005
t_10196,33.27998,0.80596,0.013048897,0.0073961047
t_10197,33.19015,0.80596,0.012628531,0.0077054966
t_10198,33.23507,0.80596,0.013833145,0.0075495862
t_10199,33.27998,0.85087,0.011973341,0.007223774
t_102,29.95622,-3.01046,0.011150748,0.006926434
t_1020,30.7647,-2.92075,0.012622152,0.00999248
t_10200,33.23507,0.85087,0.014627942,0.0073697176
t_10201,32.92066,0.76105,0.014620116,0.00894398
t_10202,32.92066,0.80596,0.016357936,0.008687886
t_10203,32.96557,0.80596,0.015872663,0.00851907
t_10204,33.01049,0.80596,0.017557599,0.008352051
t_10205,32.87574,0.80596,0.017883416,0.008858252
t_10206,32.87574,0.85087,0.015673459,0.008601455
t_10207,32.92066,0.85087,0.014301784,0.0084427
t_10208,33.01049,0.85087,0.013968766,0.0081282165
t_10209,32.96557,0.85087,0.014751516,0.00828487
t_1021,30.49521,-3.01046,0.014597648,0.008572145
t_10210,32.92066,0.89578,0.016250487,0.008207545
t_10211,33.63931,0.40174,0.012399913,0.0074407477
t_10212,33.68423,0.40174,0.011294872,0.0072556282
t_10213,33.59439,0.40174,0.0130459145,0.0076314146
t_10214,33.63931,0.44666,0.011184804,0.0073036854
t_10215,33.59439,0.44666,0.012471073,0.007487083
t_10216,33.68423,0.44666,0.012228194,0.007125431
t_10217,33.63931,0.49157,0.011888775,0.007167772
t_10218,33.68423,0.49157,0.010300113,0.0069961916
t_10219,33.59439,0.49157,0.011172457,0.0073441137
t_1022,30.40537,-3.01046,0.012314557,0.008296988
t_10220,33.59439,0.53649,0.012863902,0.007202604
t_10221,33.54948,0.44666,0.016919762,0.007675704
t_10222,33.50456,0.44666,0.013260793,0.007869762
t_10223,33.45965,0.44666,0.015750458,0.008069316
t_10224,33.45965,0.49157,0.013676586,0.007902646
t_10225,33.54948,0.49157,0.01293064,0.007525275
t_10226,33.50456,0.49157,0.01354339,0.007711442
t_10227,33.45965,0.53649,0.013285282,0.0077382266
t_10228,33.50456,0.53649,0.012543465,0.0075550815
t_10229,33.54948,0.53649,0.012459839,0.0073765437
t_1023,30.49521,-2.96561,0.013223468,0.008830162
t_10230,33.45965,0.5814,0.014308511,0.00757628
t_10231,33.41473,0.53649,0.013011525,0.007926161
t_10232,33.36981,0.53649,0.0122907,0.008118971
t_10233,33.36981,0.5814,0.011163912,0.007940158
t_10234,33.41473,0.5814,0.0131701445,0.007756016
t_10235,33.3249,0.5814,0.012190935,0.00812878
t_10236,33.3249,0.62631,0.013086607,0.007944424
t_10237,33.36981,0.62631,0.013253949,0.0077645886
t_10238,33.41473,0.62631,0.015645938,0.007588758
t_10239,33.41473,0.67123,0.011917262,0.0074244565
t_1024,30.45029,-2.96561,0.014048783,0.008684376
t_10240,33.3249,0.67123,0.012220926,0.007763771
t_10241,33.68423,0.53649,0.012274021,0.006868004
t_10242,33.63931,0.53649,0.013276094,0.0070331036
t_10243,33.59439,0.5814,0.013664268,0.0070627593
t_10244,33.68423,0.5814,0.011615301,0.0067410627
t_10245,33.63931,0.5814,0.012220511,0.0068998802
t_10246,33.59439,0.62631,0.011829284,0.006924675
t_10247,33.68423,0.62631,0.011338192,0.0066154636
t_10248,33.63931,0.62631,0.011690138,0.0067681978
t_10249,33.59439,0.67123,0.012319231,0.006788431
t_1025,30.40537,-2.96561,0.013554457,0.008537807
t_10250,33.63931,0.67123,0.010633387,0.0066381376
t_10251,33.50456,0.5814,0.013076965,0.0074008983
t_10252,33.54948,0.5814,0.01232734,0.0072297202
t_10253,33.45965,0.62631,0.014206423,0.0074168965
t_10254,33.50456,0.62631,0.01145963,0.007248984
t_10255,33.54948,0.62631,0.013366401,0.0070848996
t_10256,33.45965,0.67123,0.012718765,0.0072601493
t_10257,33.50456,0.67123,0.011653789,0.0070994156
t_10258,33.54948,0.67123,0.01362024,0.00694216
t_10259,33.41473,0.71614,0.011873279,0.0072632693
t_1026,30.45029,-2.92075,0.012575398,0.008943377
t_10260,33.45965,0.71614,0.013917818,0.0071061966
t_10261,33.72914,0.5814,0.011306709,0.0065862816
t_10262,33.77406,0.5814,0.012694372,0.0064354055
t_10263,33.81897,0.5814,0.010349555,0.006288439
t_10264,33.77406,0.62631,0.01131357,0.006321081
t_10265,33.81897,0.62631,0.011455093,0.0061793355
t_10266,33.72914,0.62631,0.013002091,0.0064664623
t_10267,33.81897,0.67123,0.014028026,0.0060711657
t_10268,33.72914,0.67123,0.013931032,0.006347887
t_10269,33.77406,0.67123,0.013449303,0.0062078373
t_1027,30.40537,-2.92075,0.017430006,0.008787641
t_10270,33.72914,0.71614,0.01088293,0.006230706
t_10271,33.68423,0.67123,0.013775123,0.0064912885
t_10272,33.63931,0.71614,0.012913798,0.006509854
t_10273,33.68423,0.71614,0.01377383,0.0063686897
t_10274,33.59439,0.71614,0.01276803,0.0066541843
t_10275,33.68423,0.76105,0.011239562,0.0062477244
t_10276,33.63931,0.76105,0.011433972,0.006383402
t_10277,33.59439,0.76105,0.014032059,0.0065219854
t_10278,33.59439,0.80596,0.010433387,0.006391903
t_10279,33.63931,0.80596,0.010481631,0.006258853
t_1028,30.49521,-2.92075,0.015291574,0.009098467
t_10280,33.68423,0.80596,0.010475795,0.0061284658
t_10281,33.50456,0.71614,0.0130542815,0.00695235
t_10282,33.54948,0.71614,0.013948243,0.0068016583
t_10283,33.41473,0.76105,0.011350966,0.007105224
t_10284,33.50456,0.76105,0.010897781,0.0068078293
t_10285,33.54948,0.76105,0.011324914,0.006663442
t_10286,33.45965,0.76105,0.013599832,0.0069550727
t_10287,33.41473,0.80596,0.011159954,0.0069503672
t_10288,33.45965,0.80596,0.011304427,0.006806832
t_10289,33.54948,0.80596,0.011349473,0.006527575
t_1029,30.40537,-2.87589,0.012143023,0.009046777
t_10290,33.50456,0.80596,0.011972516,0.006665913
t_10291,33.77406,0.71614,0.01151639,0.006095821
t_10292,33.81897,0.71614,0.010856137,0.005964072
t_10293,33.77406,0.76105,0.010180784,0.0059850924
t_10294,33.81897,0.76105,0.011590871,0.005858115
t_10295,33.72914,0.76105,0.010813504,0.006114977
t_10296,33.77406,0.80596,0.01189003,0.0058757267
t_10297,33.81897,0.80596,0.009315298,0.0057533705
t_10298,33.72914,0.80596,0.01073093,0.006000776
t_10299,33.81897,0.85087,0.0101569705,0.005649905
t_103,29.86639,-3.01046,0.011902587,0.006664906
t_1030,30.49521,-2.87589,0.014502715,0.009377446
t_10300,33.77406,0.85087,0.010969028,0.0057677906
t_10301,33.41473,0.85087,0.011478506,0.006798729
t_10302,33.50456,0.85087,0.010844757,0.006526647
t_10303,33.45965,0.85087,0.01141122,0.006661513
t_10304,33.54948,0.85087,0.012537859,0.00639411
t_10305,33.54948,0.89578,0.011956326,0.0062630866
t_10306,33.50456,0.89578,0.010920491,0.006390065
t_10307,33.41473,0.89578,0.010509341,0.0066503244
t_10308,33.45965,0.89578,0.012685021,0.0065191416
t_10309,33.45965,0.94069,0.013141895,0.006379731
t_1031,30.94436,-3.05532,0.012141225,0.009507916
t_10310,33.50456,0.94069,0.011108844,0.0062561897
t_10311,33.86389,0.71614,0.011736635,0.0058353734
t_10312,34.67237,0.76105,0.006009818,0.004033716
t_10313,33.86389,0.76105,0.010298632,0.0057339724
t_10314,33.95372,0.76105,0.009700817,0.0054942314
t_10315,34.49271,0.76105,0.007621085,0.004301028
t_10316,34.13338,0.76105,0.008589619,0.005048404
t_10317,34.31305,0.76105,0.0077453693,0.004648104
t_10318,34.85204,0.76105,0.0062148427,0.00387712
t_10319,33.86389,0.80596,0.009123097,0.0056336457
t_1032,30.89945,-3.01046,0.012078046,0.009711507
t_10320,33.86389,0.85087,0.009661632,0.005534461
t_10321,33.86389,0.89578,0.010946701,0.0054364763
t_10322,34.31305,0.94069,0.006420644,0.0043895035
t_10323,34.49271,0.94069,0.005609654,0.0040929145
t_10324,34.67237,0.94069,0.005337168,0.0039245733
t_10325,33.95372,0.94069,0.011581134,0.0051315776
t_10326,34.13338,0.94069,0.008198399,0.004741403
t_10327,33.86389,0.94069,0.012781622,0.0053397445
t_10328,34.85204,0.94069,0.0064473087,0.0041818745
t_10329,33.86389,0.9856,0.008597801,0.005244312
t_1033,30.94436,-3.01046,0.0138463145,0.009831189
t_10330,33.86389,1.03051,0.009153212,0.0051502176
t_10331,36.10968,0.94069,0.0039015498,0.0021060507
t_10332,35.93001,0.94069,0.0037879045,0.002254141
t_10333,35.39102,0.94069,0.0040643476,0.0028591582
t_10334,35.0317,0.94069,0.01010723,0.004651744
t_10335,35.21136,0.94069,0.006088714,0.0033542179
t_10336,35.75035,0.94069,0.0034728318,0.0024177297
t_10337,35.57069,0.94069,0.004097439,0.0026063344
t_10338,35.57069,1.12033,0.0030713938,0.002511261
t_10339,35.39102,1.12033,0.0044321446,0.0027451694
t_1034,30.85453,-3.01046,0.015677651,0.009593991
t_10340,35.93001,1.12033,0.002964016,0.0021815903
t_10341,33.86389,1.07542,0.009086431,0.005057495
t_10342,34.85204,1.12033,0.0068984227,0.0039065555
t_10343,34.13338,1.12033,0.0075565935,0.0044446616
t_10344,34.49271,1.12033,0.0044784853,0.003869909
t_10345,34.31305,1.12033,0.0049394877,0.004133969
t_10346,33.95372,1.12033,0.0080854,0.0047857235
t_10347,33.86389,1.12033,0.010829672,0.0049661733
t_10348,34.67237,1.12033,0.0049921246,0.0037170947
t_10349,33.86389,1.16524,0.0090620965,0.004876276
t_1035,30.89945,-2.96561,0.016124418,0.010045143
t_10350,33.86389,1.21014,0.009494701,0.004787841
t_10351,35.75035,1.12033,0.0039011901,0.0023351116
t_10352,36.10968,1.12033,0.00411961,0.0020420572
t_10353,35.21136,1.12033,0.0048260363,0.0031862396
t_10354,35.0317,1.12033,0.006804525,0.004154018
t_10355,35.21136,1.29995,0.0045956494,0.0028570027
t_10356,35.93001,1.29995,0.0026458665,0.002107406
t_10357,36.10968,1.29995,0.0033732716,0.001976488
t_10358,35.39102,1.29995,0.003129688,0.0026017001
t_10359,35.57069,1.29995,0.0028180417,0.0024100672
t_1036,30.94436,-2.96561,0.012790846,0.010171028
t_10360,35.0317,1.29995,0.0038014308,0.0031525663
t_10361,34.31305,1.29995,0.004749901,0.0038848189
t_10362,33.95372,1.29995,0.007887779,0.0044589797
t_10363,34.67237,1.29995,0.0048183524,0.0034445778
t_10364,34.85204,1.29995,0.004758521,0.0033191307
t_10365,34.13338,1.29995,0.007325725,0.0041608135
t_10366,34.49271,1.29995,0.004973953,0.003639179
t_10367,34.67237,1.47956,0.0055291033,0.003215451
t_10368,33.95372,1.47956,0.0076111406,0.0041525313
t_10369,34.31305,1.47956,0.008490069,0.003646751
t_1037,30.85453,-2.96561,0.016310439,0.009921557
t_10370,34.49271,1.47956,0.004832958,0.0034200635
t_10371,35.75035,1.29995,0.0041442676,0.002250269
t_10372,35.0317,1.47956,0.0049393545,0.0028451951
t_10373,35.75035,1.47956,0.0038593898,0.0021648754
t_10374,35.21136,1.47956,0.0039428165,0.0026521513
t_10375,35.57069,1.47956,0.0046431115,0.0023095564
t_10376,36.10968,1.47956,0.0030701498,0.0019099503
t_10377,35.39102,1.47956,0.0033506996,0.0024706514
t_10378,35.93001,1.47956,0.0030636028,0.002032404
t_10379,35.39102,1.65916,0.0027536585,0.0023552917
t_1038,30.85453,-2.92075,0.017092595,0.010265522
t_10380,35.0317,1.65916,0.004834328,0.0026736415
t_10381,34.13338,1.47956,0.006871688,0.003891884
t_10382,34.85204,1.47956,0.005572915,0.0030301833
t_10383,34.49271,1.65916,0.006446202,0.003217265
t_10384,33.95372,1.65916,0.0068930667,0.003866709
t_10385,34.67237,1.65916,0.0046213116,0.0030253616
t_10386,34.13338,1.65916,0.0073292884,0.0036389262
t_10387,34.31305,1.65916,0.008893603,0.0034220158
t_10388,34.85204,1.65916,0.0060048318,0.0028451853
t_10389,34.31305,1.83874,0.0072609726,0.0032107064
t_1039,30.89945,-2.92075,0.019177105,0.010396294
t_10390,34.13338,1.83874,0.0063850135,0.0034021137
t_10391,35.93001,1.65916,0.0031019123,0.0019572857
t_10392,35.57069,1.65916,0.004057476,0.0022123426
t_10393,36.10968,1.65916,0.0033426506,0.0018429946
t_10394,35.21136,1.65916,0.0029933625,0.0025095611
t_10395,35.75035,1.65916,0.0034495832,0.0020800792
t_10396,36.10968,1.83874,0.0027200137,0.0017761013
t_10397,35.75035,1.83874,0.0023353708,0.0019964015
t_10398,35.21136,1.83874,0.003775783,0.0023867832
t_10399,35.39102,1.83874,0.0030734106,0.0022480832
t_104,29.82147,-3.01046,0.0122535955,0.0065366253
t_1040,30.94436,-2.92075,0.013143436,0.010528827
t_10400,35.93001,1.83874,0.0035023282,0.00188259
t_10401,34.67237,1.83874,0.0045999433,0.0028543703
t_10402,34.85204,1.83874,0.0031385534,0.0026898948
t_10403,34.49271,1.83874,0.0065077613,0.0030279572
t_10404,33.95372,1.83874,0.006066353,0.0036012004
t_10405,34.31305,2.0183,0.0037849739,0.0030123459
t_10406,34.67237,2.0183,0.004402946,0.0026944117
t_10407,34.13338,2.0183,0.006669007,0.0031811038
t_10408,34.85204,2.0183,0.0048833448,0.002546132
t_10409,33.95372,2.0183,0.005776246,0.0033552474
t_1041,30.98928,-3.05532,0.014681838,0.009619852
t_10410,34.49271,2.0183,0.005088391,0.0028499176
t_10411,33.10032,0.80596,0.016929612,0.00802429
t_10412,33.0554,0.80596,0.0145939,0.008187106
t_10413,33.14524,0.80596,0.013299469,0.007863724
t_10414,33.0554,0.85087,0.013503614,0.007973047
t_10415,33.14524,0.85087,0.015901713,0.007667647
t_10416,33.10032,0.85087,0.013635258,0.007819468
t_10417,33.10032,0.89578,0.013828661,0.0076209647
t_10418,33.0554,0.89578,0.013785233,0.0077660237
t_10419,33.14524,0.89578,0.0130125545,0.007477273
t_1042,31.0342,-3.01046,0.015522433,0.010066305
t_10420,33.10032,0.94069,0.013467302,0.0074285744
t_10421,33.19015,0.85087,0.0132269,0.007517723
t_10422,33.19015,0.89578,0.014284503,0.0073351143
t_10423,33.27998,0.89578,0.011849261,0.0070557143
t_10424,33.23507,0.89578,0.012647302,0.0071945405
t_10425,33.19015,0.94069,0.012463705,0.0071575693
t_10426,33.23507,0.94069,0.011387564,0.0070239864
t_10427,33.27998,0.94069,0.012529232,0.0068918807
t_10428,33.23507,0.9856,0.012185896,0.006857975
t_10429,33.27998,0.9856,0.0121176755,0.0067322175
t_1043,31.07911,-3.01046,0.015035324,0.010176071
t_10430,33.19015,0.9856,0.013150259,0.0069849757
t_10431,33.01049,0.89578,0.013554564,0.007912258
t_10432,32.96557,0.89578,0.015573495,0.008059534
t_10433,32.87574,0.89578,0.015992219,0.008356045
t_10434,32.96557,0.94069,0.017445194,0.007842507
t_10435,32.92066,0.94069,0.016553706,0.007981649
t_10436,32.87574,0.94069,0.0151974615,0.008120973
t_10437,33.01049,0.94069,0.013683681,0.0077037727
t_10438,32.96557,0.9856,0.016766343,0.007633287
t_10439,32.92066,0.9856,0.014321404,0.007764349
t_1044,30.98928,-3.01046,0.013777066,0.0099511165
t_10440,32.87574,0.9856,0.015895464,0.007895369
t_10441,33.36981,0.89578,0.013866569,0.00678353
t_10442,33.3249,0.94069,0.010903088,0.0067612957
t_10443,33.36981,0.94069,0.013096923,0.00663238
t_10444,33.3249,0.9856,0.011051803,0.0066077574
t_10445,33.36981,0.9856,0.011519109,0.006484748
t_10446,33.36981,1.03051,0.011394994,0.0063406043
