# 20160910_M5.9_Bukoba median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AtkinsonBoore2006Modified2011,PezeshkEtAl2011NEHRPBC
t_10054,33.68423,0.267,0.0062091616,0.0047398964
t_10055,33.59439,0.31192,0.008165634,0.004914774
t_10056,33.63931,0.31192,0.006264031,0.0047853454
t_10057,33.68423,0.31192,0.00611261,0.004660059
t_10058,33.68423,0.35683,0.0075758058,0.004580327
t_10059,33.59439,0.35683,0.008208461,0.004826015
t_1006,30.62995,-3.05532,0.007561567,0.0054823575
t_10060,33.63931,0.35683,0.007389148,0.004701168
t_10061,33.36981,0.22208,0.009038674,0.005870175
t_10062,33.36981,0.267,0.009247195,0.0057516317
t_10063,33.3249,0.267,0.007610183,0.005917534
t_10064,33.41473,0.267,0.007225993,0.0055911383
t_10065,33.36981,0.31192,0.0072765276,0.0056339256
t_10066,33.3249,0.31192,0.007463596,0.0057926993
t_10067,33.41473,0.31192,0.007094616,0.005480111
t_10068,33.3249,0.35683,0.013518494,0.005669163
t_10069,33.41473,0.35683,0.008198298,0.0053699366
t_1007,30.67487,-3.01046,0.006802352,0.005740412
t_10070,33.36981,0.35683,0.007138636,0.005517279
t_10071,33.77406,0.267,0.009869844,0.0044929446
t_10072,33.81897,0.267,0.0075999275,0.004375543
t_10073,33.77406,0.31192,0.008139624,0.0044213748
t_10074,33.81897,0.31192,0.0075010243,0.004307734
t_10075,33.72914,0.31192,0.005965543,0.004538794
t_10076,33.72914,0.35683,0.0069517107,0.004463241
t_10077,33.81897,0.35683,0.006942652,0.0042398106
t_10078,33.77406,0.35683,0.0067662187,0.0043497537
t_10079,33.72914,0.40174,0.007429464,0.004387816
t_1008,30.54012,-3.01046,0.00966003,0.005480389
t_10080,33.77406,0.40174,0.006512878,0.004278183
t_10081,33.50456,0.267,0.009596887,0.005286881
t_10082,33.54948,0.31192,0.008959831,0.005048726
t_10083,33.45965,0.31192,0.006917885,0.0053312345
t_10084,33.50456,0.31192,0.010432777,0.0051875054
t_10085,33.50456,0.35683,0.009130686,0.0050888136
t_10086,33.54948,0.35683,0.009069376,0.0049551576
t_10087,33.45965,0.35683,0.009911636,0.0052270833
t_10088,33.45965,0.40174,0.011140292,0.0051237936
t_10089,33.54948,0.40174,0.009273904,0.004862253
t_1009,30.62995,-3.01046,0.008352753,0.005654994
t_10090,33.50456,0.40174,0.008534658,0.004990922
t_10091,33.36981,0.40174,0.0070017837,0.005401841
t_10092,33.3249,0.40174,0.007173898,0.0055470765
t_10093,33.41473,0.40174,0.009358772,0.0052607576
t_10094,33.36981,0.44666,0.0081176525,0.0052877413
t_10095,33.41473,0.44666,0.009457664,0.005152702
t_10096,33.3249,0.44666,0.007491095,0.0054265703
t_10097,33.36981,0.49157,0.009073622,0.0051751663
t_10098,33.41473,0.49157,0.008789679,0.0050459513
t_10099,33.3249,0.49157,0.008571546,0.005307833
t_101,29.9113,-3.05532,0.006811714,0.0041484004
t_1010,30.58504,-3.01046,0.008748942,0.005568249
t_10100,33.3249,0.53649,0.008641179,0.0051909294
t_10101,33.81897,0.40174,0.0071834517,0.0041718706
t_10102,33.72914,0.44666,0.0081235105,0.0043126172
t_10103,33.81897,0.44666,0.0069916467,0.004104004
t_10104,33.77406,0.44666,0.00618055,0.0042067566
t_10105,33.77406,0.49157,0.0066361246,0.0041356087
t_10106,33.81897,0.49157,0.006721375,0.0040363367
t_10107,33.72914,0.49157,0.007470716,0.0042377845
t_10108,33.72914,0.53649,0.0073907413,0.004163398
t_10109,33.81897,0.53649,0.0060378704,0.003968931
t_1011,30.71978,-3.05532,0.009847072,0.0056407894
t_10110,33.77406,0.53649,0.00766587,0.0040648007
t_10111,33.19015,0.40174,0.010141943,0.006008432
t_10112,33.27998,0.44666,0.009489003,0.0055692852
t_10113,33.19015,0.44666,0.009003667,0.0058663194
t_10114,33.23507,0.44666,0.009128834,0.005715844
t_10115,33.27998,0.49157,0.007809681,0.00544403
t_10116,33.19015,0.49157,0.008033828,0.005726895
t_10117,33.23507,0.49157,0.0076764254,0.0055837
t_10118,33.19015,0.53649,0.009444373,0.005590199
t_10119,33.23507,0.53649,0.009373525,0.005453954
t_1012,30.71978,-3.01046,0.008858355,0.0058242064
t_10120,33.27998,0.53649,0.0099197,0.0053208754
t_10121,32.87574,0.44666,0.0123935975,0.007024313
t_10122,32.96557,0.44666,0.008949823,0.006675684
t_10123,32.92066,0.44666,0.011314465,0.0068483492
t_10124,33.01049,0.49157,0.009612661,0.0063336734
t_10125,32.96557,0.49157,0.010041289,0.0064934785
t_10126,32.92066,0.49157,0.010399848,0.006656219
t_10127,32.87574,0.49157,0.011459823,0.0068217763
t_10128,32.92066,0.53649,0.010907128,0.0064696474
t_10129,32.87574,0.53649,0.010226242,0.0066254437
t_1013,30.7647,-3.01046,0.009307015,0.005906145
t_10130,32.96557,0.53649,0.009963113,0.006316243
t_10131,33.10032,0.49157,0.011611379,0.006023603
t_10132,33.0554,0.49157,0.009990089,0.00617703
t_10133,33.0554,0.53649,0.009694571,0.0060172137
t_10134,33.14524,0.53649,0.009084341,0.005729509
t_10135,33.10032,0.53649,0.009563299,0.005871885
t_10136,33.0554,0.5814,0.009535901,0.005861451
t_10137,33.14524,0.5814,0.008135555,0.0055887224
t_10138,33.10032,0.5814,0.0100515345,0.0057237884
t_10139,33.14524,0.62631,0.0086099375,0.0054511796
t_1014,30.80962,-3.01046,0.009388979,0.00598593
t_10140,33.0554,0.62631,0.010146206,0.005709722
t_10141,33.01049,0.53649,0.010454295,0.0061653554
t_10142,33.01049,0.5814,0.009792406,0.0060015637
t_10143,32.96557,0.5814,0.010266764,0.006144051
t_10144,32.92066,0.5814,0.01012907,0.0062886835
t_10145,32.87574,0.5814,0.010914983,0.006435331
t_10146,33.01049,0.62631,0.009215146,0.0058422564
t_10147,32.87574,0.62631,0.011527312,0.006251301
t_10148,32.92066,0.62631,0.010596611,0.0061132256
t_10149,32.96557,0.62631,0.010191037,0.005976833
t_1015,30.7647,-2.96561,0.010402235,0.006103614
t_10150,32.87574,0.67123,0.013561645,0.0060732034
t_10151,33.19015,0.5814,0.008020762,0.005456373
t_10152,33.23507,0.5814,0.009991148,0.0053267526
t_10153,33.27998,0.5814,0.008002519,0.0051999707
t_10154,33.27998,0.62631,0.007902836,0.005081365
t_10155,33.23507,0.62631,0.008455581,0.0052021355
t_10156,33.19015,0.62631,0.008323679,0.005325446
t_10157,33.19015,0.67123,0.008894743,0.005197433
t_10158,33.27998,0.67123,0.0071375375,0.004965092
t_10159,33.23507,0.67123,0.00906337,0.0050801295
t_1016,30.80962,-2.96561,0.009838807,0.006189144
t_10160,33.19015,0.71614,0.008581909,0.0050724163
t_10161,33.10032,0.62631,0.009905246,0.0055793137
t_10162,33.0554,0.67123,0.008893449,0.0055619935
t_10163,33.10032,0.67123,0.010120316,0.005438445
t_10164,33.14524,0.67123,0.009763128,0.005316882
t_10165,33.0554,0.71614,0.0093434695,0.005418311
t_10166,33.14524,0.71614,0.008937922,0.005185902
t_10167,33.10032,0.71614,0.010606935,0.005301244
t_10168,33.10032,0.76105,0.010361478,0.0051676626
t_10169,33.14524,0.76105,0.009242668,0.0050582103
t_1017,30.71978,-2.96561,0.008837768,0.0060158735
t_10170,33.0554,0.76105,0.009022102,0.005278607
t_10171,32.96557,0.67123,0.012646579,0.0058145057
t_10172,32.92066,0.67123,0.011008843,0.0059431596
t_10173,33.01049,0.67123,0.009892688,0.005687376
t_10174,32.96557,0.71614,0.011486895,0.0056570764
t_10175,32.92066,0.71614,0.011477185,0.005778467
t_10176,32.87574,0.71614,0.01139577,0.005900991
t_10177,33.01049,0.71614,0.009807853,0.0055369516
t_10178,32.87574,0.76105,0.0117915375,0.0057344856
t_10179,33.01049,0.76105,0.012304944,0.0053908927
t_1018,30.80962,-2.92075,0.009913001,0.0064021647
t_10180,32.96557,0.76105,0.010763776,0.0055044284
t_10181,33.36981,0.67123,0.008055164,0.004741914
t_10182,33.36981,0.71614,0.007526566,0.0046382803
t_10183,33.3249,0.71614,0.009268597,0.0047437036
t_10184,33.3249,0.76105,0.008108864,0.00463728
t_10185,33.36981,0.76105,0.0077947136,0.0045366227
t_10186,33.3249,0.80596,0.007666665,0.0045330822
t_10187,33.36981,0.80596,0.006855439,0.0044369767
t_10188,33.3249,0.85087,0.008254591,0.004431127
t_10189,33.36981,0.85087,0.009735556,0.0043393676
t_1019,30.71978,-2.92075,0.008375101,0.0062163305
t_10190,33.3249,0.89578,0.0074981833,0.004331425
t_10191,33.23507,0.71614,0.008464444,0.0049608243
t_10192,33.27998,0.71614,0.009029136,0.00485125
t_10193,33.19015,0.76105,0.008436715,0.0049503804
t_10194,33.27998,0.76105,0.00781901,0.0047398442
t_10195,33.23507,0.76105,0.008430152,0.0048442166
t_10196,33.27998,0.80596,0.008191297,0.0046308953
t_10197,33.19015,0.80596,0.007938433,0.004831325
t_10198,33.23507,0.80596,0.008689616,0.0047303173
t_10199,33.27998,0.85087,0.0075182063,0.004524414
t_102,29.95622,-3.01046,0.0069868285,0.0043287408
t_1020,30.7647,-2.92075,0.007982156,0.006310378
t_10200,33.23507,0.85087,0.009191423,0.0046191267
t_10201,32.92066,0.76105,0.009221137,0.005619003
t_10202,32.92066,0.80596,0.010323695,0.005464651
t_10203,32.96557,0.80596,0.010011261,0.005356473
t_10204,33.01049,0.80596,0.011066929,0.005249133
t_10205,32.87574,0.80596,0.011293209,0.0055735405
t_10206,32.87574,0.85087,0.009903244,0.0054180017
t_10207,32.92066,0.85087,0.009030416,0.0053152866
t_10208,33.01049,0.85087,0.008808055,0.005111595
t_10209,32.96557,0.85087,0.009308032,0.0052131102
t_1021,30.49521,-3.01046,0.0091990875,0.0053916895
t_10210,32.92066,0.89578,0.01026465,0.005170779
t_10211,33.63931,0.40174,0.0077187363,0.004617364
t_10212,33.68423,0.40174,0.0070284456,0.0045008115
t_10213,33.59439,0.40174,0.00812424,0.004737799
t_10214,33.63931,0.44666,0.006964921,0.0045340913
t_10215,33.59439,0.44666,0.00776944,0.004650224
t_10216,33.68423,0.44666,0.0076117697,0.0044216197
t_10217,33.63931,0.49157,0.007406062,0.0044514877
t_10218,33.68423,0.49157,0.006413737,0.004342968
t_10219,33.59439,0.49157,0.006963277,0.0045634336
t_1022,30.40537,-3.01046,0.0077523123,0.005212559
t_10220,33.59439,0.53649,0.008020805,0.004477483
t_10221,33.54948,0.44666,0.010546619,0.0047701127
t_10222,33.50456,0.44666,0.008270979,0.004893918
t_10223,33.45965,0.44666,0.009830234,0.0050214366
t_10224,33.45965,0.49157,0.008539859,0.0049201893
t_10225,33.54948,0.49157,0.00806371,0.004678886
t_10226,33.50456,0.49157,0.008451184,0.0047978675
t_10227,33.45965,0.53649,0.008299201,0.0048201233
t_10228,33.50456,0.53649,0.007830702,0.004702824
t_10229,33.54948,0.53649,0.007773571,0.0045885933
t_1023,30.49521,-2.96561,0.008333384,0.005554348
t_10230,33.45965,0.5814,0.008942162,0.0047213854
t_10231,33.41473,0.53649,0.008133584,0.0049405764
t_10232,33.36981,0.53649,0.0076881577,0.005064183
t_10233,33.36981,0.5814,0.006986251,0.0049549416
t_10234,33.41473,0.5814,0.00823619,0.004836726
t_10235,33.3249,0.5814,0.0076341033,0.0050760084
t_10236,33.3249,0.62631,0.008198249,0.004963126
t_10237,33.36981,0.62631,0.008297459,0.004847503
t_10238,33.41473,0.62631,0.009788354,0.0047344635
t_10239,33.41473,0.67123,0.0074584223,0.004633842
t_1024,30.45029,-2.96561,0.008848727,0.0054593366
t_10240,33.3249,0.67123,0.0076588006,0.004852324
t_10241,33.68423,0.53649,0.007645471,0.0042649363
t_10242,33.63931,0.53649,0.008273414,0.004369608
t_10243,33.59439,0.5814,0.008523392,0.004392495
t_10244,33.68423,0.5814,0.0072376574,0.0041876403
t_10245,33.63931,0.5814,0.0076184985,0.004288572
t_10246,33.59439,0.62631,0.0073817666,0.004308468
t_10247,33.68423,0.62631,0.007067458,0.0041111344
t_10248,33.63931,0.62631,0.007290648,0.004208434
t_10249,33.59439,0.67123,0.0076904655,0.0042254208
t_1025,30.40537,-2.96561,0.008532832,0.005363989
t_10250,33.63931,0.67123,0.0066341395,0.004129236
t_10251,33.50456,0.5814,0.008167204,0.0046089324
t_10252,33.54948,0.5814,0.007694166,0.0044992953
t_10253,33.45965,0.62631,0.008881898,0.004624042
t_10254,33.50456,0.62631,0.0071599656,0.00451626
t_10255,33.54948,0.62631,0.008346061,0.0044110594
t_10256,33.45965,0.67123,0.007954802,0.004528149
t_10257,33.50456,0.67123,0.0072840387,0.0044248654
t_10258,33.54948,0.67123,0.0085078105,0.004323944
t_10259,33.41473,0.71614,0.007433511,0.0045349672
t_1026,30.45029,-2.92075,0.007920744,0.0056223543
t_10260,33.45965,0.71614,0.008707827,0.0044338135
t_10261,33.72914,0.5814,0.007042444,0.004089642
t_10262,33.77406,0.5814,0.007904021,0.0039944514
t_10263,33.81897,0.5814,0.0064420286,0.0039018982
t_10264,33.77406,0.62631,0.007046264,0.0039246525
t_10265,33.81897,0.62631,0.007132112,0.003835301
t_10266,33.72914,0.62631,0.008100979,0.0040165777
t_10267,33.81897,0.67123,0.008736341,0.0037691947
t_10268,33.72914,0.67123,0.008682537,0.003944254
t_10269,33.77406,0.67123,0.00837884,0.003855504
t_1027,30.40537,-2.92075,0.010972433,0.0055210306
t_10270,33.72914,0.71614,0.006784998,0.0038727582
t_10271,33.68423,0.67123,0.008589503,0.004035466
t_10272,33.63931,0.71614,0.008059851,0.00405101
t_10273,33.68423,0.71614,0.008591742,0.003960727
t_10274,33.59439,0.71614,0.00797355,0.0041434574
t_10275,33.68423,0.76105,0.007013404,0.0038869332
t_10276,33.63931,0.76105,0.007138752,0.0039737816
t_10277,33.59439,0.76105,0.008765968,0.0040626205
t_10278,33.59439,0.80596,0.006519985,0.003982961
t_10279,33.63931,0.80596,0.006546342,0.003897604
t_1028,30.49521,-2.92075,0.009636928,0.005723447
t_10280,33.68423,0.80596,0.006539018,0.003814079
t_10281,33.50456,0.71614,0.008162323,0.0043348554
t_10282,33.54948,0.71614,0.008715853,0.004238056
t_10283,33.41473,0.76105,0.007108854,0.0044378676
t_10284,33.50456,0.76105,0.0068162577,0.0042462666
t_10285,33.54948,0.76105,0.0070790383,0.004153435
t_10286,33.45965,0.76105,0.008511721,0.004341068
t_10287,33.41473,0.80596,0.006991389,0.0043425825
t_10288,33.45965,0.80596,0.00707732,0.004249957
t_10289,33.54948,0.80596,0.0070966906,0.004070131
t_1029,30.40537,-2.87589,0.0076440186,0.0056838514
t_10290,33.50456,0.80596,0.0074908654,0.004159147
t_10291,33.77406,0.71614,0.007176744,0.003787093
t_10292,33.81897,0.71614,0.006762722,0.0037037155
t_10293,33.77406,0.76105,0.0063463068,0.003719454
t_10294,33.81897,0.76105,0.007222339,0.0036389253
t_10295,33.72914,0.76105,0.006743916,0.0038021256
t_10296,33.77406,0.80596,0.007414009,0.0036526308
t_10297,33.81897,0.80596,0.0058059897,0.0035748684
t_10298,33.72914,0.80596,0.0066946177,0.0037323995
t_10299,33.81897,0.85087,0.0063323267,0.0035115837
t_103,29.86639,-3.01046,0.0074517876,0.004161486
t_1030,30.49521,-2.87589,0.00913991,0.005899218
t_10300,33.77406,0.85087,0.0068417937,0.003586663
t_10301,33.41473,0.85087,0.0071930317,0.0042491434
t_10302,33.50456,0.85087,0.006787299,0.0040735346
t_10303,33.45965,0.85087,0.007146287,0.0041605155
t_10304,33.54948,0.85087,0.007842176,0.0039881854
t_10305,33.54948,0.89578,0.0074805995,0.0039076335
t_10306,33.50456,0.89578,0.006836631,0.0039894613
t_10307,33.41473,0.89578,0.0065874783,0.0041575725
t_10308,33.45965,0.89578,0.007946201,0.004072771
t_10309,33.45965,0.94069,0.008234526,0.003986743
t_1031,30.94436,-3.05532,0.0076735895,0.006000205
t_10310,33.50456,0.94069,0.006956394,0.0039069504
t_10311,33.86389,0.71614,0.0073088566,0.0036225223
t_10312,34.67237,0.76105,0.0036276379,0.0024347343
t_10313,33.86389,0.76105,0.0064148847,0.0035604571
t_10314,33.95372,0.76105,0.0060387333,0.0034092988
t_10315,34.49271,0.76105,0.0046946974,0.0026430346
t_10316,34.13338,0.76105,0.0053395233,0.0031281153
t_10317,34.31305,0.76105,0.0048030238,0.0028734128
t_10318,34.85204,0.76105,0.0035803965,0.00224634
t_10319,33.86389,0.80596,0.005684031,0.0034990371
t_1032,30.89945,-3.01046,0.007643908,0.0061378824
t_10320,33.86389,0.85087,0.0060210456,0.0034383135
t_10321,33.86389,0.89578,0.00682361,0.0033783205
t_10322,34.31305,0.94069,0.003981626,0.0027139615
t_10323,34.49271,0.94069,0.0034428937,0.00250736
t_10324,34.67237,0.94069,0.0031436242,0.0023188887
t_10325,33.95372,0.94069,0.0072153197,0.0031870478
t_10326,34.13338,0.94069,0.00509996,0.0029401171
t_10327,33.86389,0.94069,0.007969453,0.0033190888
t_10328,34.85204,0.94069,0.0032346905,0.002147065
t_10329,33.86389,0.9856,0.0053622047,0.003260645
t_1033,30.94436,-3.01046,0.008757679,0.0062094685
t_10330,33.86389,1.03051,0.005710111,0.003203012
t_10331,36.10968,0.94069,0.0024142487,0.001298502
t_10332,35.93001,0.94069,0.002343876,0.0013898395
t_10333,35.39102,0.94069,0.002440337,0.001717326
t_10334,35.0317,0.94069,0.004118118,0.0019904505
t_10335,35.21136,0.94069,0.0033112385,0.0018476397
t_10336,35.75035,0.94069,0.002146767,0.0014894707
t_10337,35.57069,0.94069,0.0025194413,0.0015982985
t_10338,35.57069,1.12033,0.001890195,0.0015413017
t_10339,35.39102,1.12033,0.0026669044,0.001652113
t_1034,30.85453,-3.01046,0.009921632,0.006063261
t_10340,35.93001,1.12033,0.001835153,0.0013458997
t_10341,33.86389,1.07542,0.0056699575,0.0031462011
t_10342,34.85204,1.12033,0.0035432666,0.0020475644
t_10343,34.13338,1.12033,0.004704294,0.0027582352
t_10344,34.49271,1.12033,0.0027519725,0.0023735096
t_10345,34.31305,1.12033,0.0030656666,0.002558103
t_10346,33.95372,1.12033,0.005041857,0.0029749312
t_10347,33.86389,1.12033,0.006759475,0.003090196
t_10348,34.67237,1.12033,0.0029512832,0.0022036452
t_10349,33.86389,1.16524,0.0056576086,0.0030350112
t_1035,30.89945,-2.96561,0.010209556,0.0063522984
t_10350,33.86389,1.21014,0.0059290845,0.0029806742
t_10351,35.75035,1.12033,0.002413125,0.0014395016
t_10352,36.10968,1.12033,0.0025506115,0.0012597503
t_10353,35.21136,1.12033,0.0026545154,0.0017727953
t_10354,35.0317,1.12033,0.002999286,0.0019042861
t_10355,35.21136,1.29995,0.0027249015,0.001697698
t_10356,35.93001,1.29995,0.0016392331,0.0013009554
t_10357,36.10968,1.29995,0.0020896706,0.0012199624
t_10358,35.39102,1.29995,0.0019112928,0.0015863181
t_10359,35.57069,1.29995,0.0017399123,0.0014835076
t_1036,30.94436,-2.96561,0.008095711,0.006429282
t_10360,35.0317,1.29995,0.0021783118,0.0018183531
t_10361,34.31305,1.29995,0.002952622,0.002407427
t_10362,33.95372,1.29995,0.0049232747,0.0027744526
t_10363,34.67237,1.29995,0.0029252742,0.0020903158
t_10364,34.85204,1.29995,0.0027827339,0.0019489923
t_10365,34.13338,1.29995,0.0045643356,0.002584162
t_10366,34.49271,1.29995,0.0030732704,0.002242947
t_10367,34.67237,1.47956,0.0034128581,0.0019799054
t_10368,33.95372,1.47956,0.0047545363,0.0025858835
t_10369,34.31305,1.47956,0.0052855406,0.002263022
t_1037,30.85453,-2.96561,0.010324474,0.006272133
t_10370,34.49271,1.47956,0.0030002438,0.002116742
t_10371,35.75035,1.29995,0.0025662403,0.0013886023
t_10372,35.0317,1.47956,0.0030129862,0.0017334748
t_10373,35.75035,1.47956,0.002392424,0.001337256
t_10374,35.21136,1.47956,0.0024176505,0.0016230759
t_10375,35.57069,1.47956,0.0028753707,0.0014254731
t_10376,36.10968,1.47956,0.0019028909,0.0011795005
t_10377,35.39102,1.47956,0.0020681096,0.00152058
t_10378,35.93001,1.47956,0.0018992436,0.0012554257
t_10379,35.39102,1.65916,0.0017073537,0.0014554453
t_1038,30.85453,-2.92075,0.010821804,0.006491326
t_10380,35.0317,1.65916,0.0029929674,0.0016503199
t_10381,34.13338,1.47956,0.004285266,0.00241922
t_10382,34.85204,1.47956,0.0034118325,0.001852267
t_10383,34.49271,1.65916,0.0040116594,0.001995651
t_10384,33.95372,1.65916,0.004308909,0.0024094833
t_10385,34.67237,1.65916,0.0028703928,0.0018731696
t_10386,34.13338,1.65916,0.004574495,0.0022638277
t_10387,34.31305,1.65916,0.0055426373,0.002125633
t_10388,34.85204,1.65916,0.003721773,0.0017581095
t_10389,34.31305,1.83874,0.004528706,0.001995844
t_1039,30.89945,-2.92075,0.012147306,0.00657755
t_10390,34.13338,1.83874,0.0039878227,0.0021178678
t_10391,35.93001,1.65916,0.0019240845,0.0012096884
t_10392,35.57069,1.65916,0.0025171917,0.0013676843
t_10393,36.10968,1.65916,0.002072801,0.0011386959
t_10394,35.21136,1.65916,0.0018540998,0.0015495376
t_10395,35.75035,1.65916,0.0021401856,0.0012858927
t_10396,36.10968,1.83874,0.0016874598,0.0010978471
t_10397,35.75035,1.83874,0.0014498001,0.0012348869
t_10398,35.21136,1.83874,0.0023455922,0.0014775794
t_10399,35.39102,1.83874,0.0019089158,0.0013913715
t_104,29.82147,-3.01046,0.0076685064,0.0040795933
t_1040,30.94436,-2.92075,0.008324205,0.0066604405
t_10400,35.93001,1.83874,0.0021735304,0.0011640788
t_10401,34.67237,1.83874,0.002863172,0.0017706469
t_10402,34.85204,1.83874,0.0019517376,0.0016670648
t_10403,34.49271,1.83874,0.004054596,0.0018801693
t_10404,33.95372,1.83874,0.0037942207,0.0022452045
t_10405,34.31305,2.0183,0.0023622185,0.0018736763
t_10406,34.67237,2.0183,0.0027428316,0.0016726842
t_10407,34.13338,2.0183,0.0041674185,0.0019812796
t_10408,34.85204,2.0183,0.0030400401,0.0015795156
t_10409,33.95372,2.0183,0.0036143763,0.0020927102
t_1041,30.98928,-3.05532,0.009269299,0.006063725
t_10410,34.49271,2.0183,0.003172193,0.0017706028
t_10411,33.10032,0.80596,0.010656865,0.005037673
t_10412,33.0554,0.80596,0.009192792,0.0051428354
t_10413,33.14524,0.80596,0.008366002,0.004933792
t_10414,33.0554,0.85087,0.008508828,0.0050109397
t_10415,33.14524,0.85087,0.010005825,0.004812625
t_10416,33.10032,0.85087,0.008585752,0.004911235
t_10417,33.10032,0.89578,0.008709805,0.0047883005
t_10418,33.0554,0.89578,0.008688675,0.004882855
t_10419,33.14524,0.89578,0.00818995,0.004694674
t_1042,31.0342,-3.01046,0.009795775,0.0063424488
t_10420,33.10032,0.94069,0.008484088,0.004668814
t_10421,33.19015,0.85087,0.008316901,0.0047152387
t_10422,33.19015,0.89578,0.008984144,0.0046021016
t_10423,33.27998,0.89578,0.0074421726,0.0044204
t_10424,33.23507,0.89578,0.007948876,0.004510636
t_10425,33.19015,0.94069,0.007840697,0.0044918857
t_10426,33.23507,0.94069,0.007158734,0.0044048275
t_10427,33.27998,0.94069,0.007871053,0.0043188464
t_10428,33.23507,0.9856,0.007662146,0.0043016775
t_10429,33.27998,0.9856,0.0076140985,0.0042197383
t_1043,31.07911,-3.01046,0.009477204,0.0064033736
t_10430,33.19015,0.9856,0.008274212,0.0043845545
t_10431,33.01049,0.89578,0.008549427,0.0049781958
t_10432,32.96557,0.89578,0.009829925,0.0050742337
t_10433,32.87574,0.89578,0.010108864,0.0052677123
t_10434,32.96557,0.94069,0.011014138,0.004939732
t_10435,32.92066,0.94069,0.010459061,0.005030993
t_10436,32.87574,0.94069,0.009609383,0.005122511
t_10437,33.01049,0.94069,0.008632926,0.004848843
t_10438,32.96557,0.9856,0.010587598,0.0048094895
t_10439,32.92066,0.9856,0.009050465,0.004895791
t_1044,30.98928,-3.01046,0.008704365,0.0062777596
