# 20160910_M5.9_Bukoba median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AkkarCagnan2010,ChiouYoungs2014
t_10124,33.010490000000004,0.49157,0.004768825,0.0023322671,0.009021824
t_10125,32.965570000000014,0.49157,0.005060771,0.0024294527,0.009593476
t_10126,32.92066,0.49157,0.005320297,0.0025093115,0.010095545
t_10127,32.87574000000001,0.49157,0.0059714243,0.0027576408,0.011396814
t_10128,32.92066,0.53649,0.005500609,0.0026363204,0.010504252
t_10129,32.87574000000001,0.53649,0.005199742,0.002465072,0.009855729
t_1013,30.764700000000005,-3.01046,0.004383735,0.0022521443,0.008295187
t_10130,32.965570000000014,0.53649,0.004933104,0.002414797,0.0093674855
t_10131,33.10032000000001,0.49157,0.0053736926,0.0028334903,0.010323309
t_10132,33.05539999999999,0.49157,0.004900435,0.0024307678,0.009324407
t_10133,33.05539999999999,0.53649,0.0046670106,0.0023630988,0.008874276
t_10134,33.14524,0.53649,0.0042356052,0.0022274614,0.008034014
t_10135,33.10032000000001,0.53649,0.004537118,0.002337926,0.008631942
t_10136,33.05539999999999,0.5814,0.0045080455,0.002328898,0.008575353
t_10137,33.14524,0.5814,0.0037055349,0.0019987016,0.006959476
t_10138,33.10032000000001,0.5814,0.0046905517,0.002462041,0.008973114
t_10139,33.14524,0.62631,0.0038673729,0.0021196133,0.00732122
t_1014,30.809619999999995,-3.01046,0.004458501,0.002268119,0.008434735
t_10140,33.05539999999999,0.62631,0.0046912804,0.0024830343,0.008978224
t_10141,33.010490000000004,0.53649,0.005125477,0.0025409865,0.009790567
t_10142,33.010490000000004,0.5814,0.004698892,0.0023846687,0.008944391
t_10143,32.965570000000014,0.5814,0.0050055133,0.0024931342,0.009549913
t_10144,32.92066,0.5814,0.004995756,0.0024528964,0.009503864
t_10145,32.87574000000001,0.5814,0.005474979,0.002636052,0.010460293
t_10146,33.010490000000004,0.62631,0.0043283734,0.002248683,0.008209308
t_10147,32.87574000000001,0.62631,0.0055167847,0.0027895726,0.010581476
t_10148,32.92066,0.62631,0.0051498716,0.0025713323,0.009853308
t_10149,32.965570000000014,0.62631,0.0048798327,0.0024797898,0.00932219
t_1015,30.764700000000005,-2.96561,0.005036884,0.0025094189,0.009599982
t_10150,32.87574000000001,0.67123,0.0058335364,0.0032889708,0.011267865
t_10151,33.19015000000002,0.5814,0.0035977424,0.0019765035,0.0067588487
t_10152,33.23507000000001,0.5814,0.0043288507,0.002469689,0.008289457
t_10153,33.279979999999995,0.5814,0.003483437,0.0019843653,0.0065642083
t_10154,33.279979999999995,0.62631,0.003380541,0.001963727,0.0063700657
t_10155,33.23507000000001,0.62631,0.0036866919,0.0020944565,0.0069858558
t_10156,33.19015000000002,0.62631,0.003678436,0.002055397,0.0069498885
t_10157,33.19015000000002,0.67123,0.0038812722,0.0022012112,0.007388325
t_10158,33.279979999999995,0.67123,0.0029842425,0.0017774475,0.00556525
t_10159,33.23507000000001,0.67123,0.003880764,0.0022499177,0.00740282
t_1016,30.809619999999995,-2.96561,0.0047831936,0.0023694509,0.009064027
t_10160,33.19015000000002,0.71614,0.003671561,0.0021286672,0.0069742645
t_10161,33.10032000000001,0.62631,0.00451885,0.0024312034,0.008643945
t_10162,33.05539999999999,0.67123,0.0040417854,0.0021811868,0.0076654754
t_10163,33.10032000000001,0.67123,0.0044385265,0.002489403,0.008501088
t_10164,33.14524,0.67123,0.004247912,0.0024087525,0.008126302
t_10165,33.05539999999999,0.71614,0.004185662,0.0022968133,0.007984851
t_10166,33.14524,0.71614,0.0038876815,0.002210218,0.007404015
t_10167,33.10032000000001,0.71614,0.004419249,0.0026150872,0.008482805
t_10168,33.10032000000001,0.76105,0.0042344113,0.0025607185,0.008121624
t_10169,33.14524,0.76105,0.0038870107,0.0022910726,0.007420251
t_1017,30.719780000000014,-2.96561,0.004202294,0.0021358116,0.007896734
t_10170,33.05539999999999,0.76105,0.003960426,0.0022231564,0.007542138
t_10171,32.965570000000014,0.67123,0.005373072,0.0030839709,0.010366156
t_10172,32.92066,0.67123,0.0050989585,0.0026771466,0.009779522
t_10173,33.010490000000004,0.67123,0.0045868075,0.0024192596,0.008768341
t_10174,32.965570000000014,0.71614,0.0049448754,0.0028075946,0.009511705
t_10175,32.92066,0.71614,0.0050532506,0.0027974374,0.009714868
t_10176,32.87574000000001,0.71614,0.005143926,0.0027700395,0.009880843
t_10177,33.010490000000004,0.71614,0.0044376026,0.002404013,0.00848576
t_10178,32.87574000000001,0.76105,0.0050740284,0.002873174,0.009766715
t_10179,33.010490000000004,0.76105,0.0048650554,0.0030233483,0.009391462
t_1018,30.809619999999995,-2.92075,0.0049212025,0.0023802205,0.009304262
t_10180,32.965570000000014,0.76105,0.004626892,0.0026372003,0.008881696
t_10181,33.36981,0.67123,0.0032919492,0.0020189905,0.006233265
t_10182,33.36981,0.71614,0.003010806,0.001890829,0.0056675486
t_10183,33.324900000000014,0.71614,0.0036292372,0.0023208796,0.006927318
t_10184,33.324900000000014,0.76105,0.0032541354,0.002035344,0.0061684316
t_10185,33.36981,0.76105,0.0030734127,0.0019628797,0.0058080396
t_10186,33.324900000000014,0.80596,0.0030119512,0.0019291505,0.005682809
t_10187,33.36981,0.80596,0.0026341,0.0017306475,0.0049156877
t_10188,33.324900000000014,0.85087,0.003130452,0.0020824685,0.0059365504
t_10189,33.36981,0.85087,0.0033413817,0.002464079,0.0063795918
t_1019,30.719780000000014,-2.92075,0.0040558428,0.002018002,0.0075439773
t_10190,33.324900000000014,0.89578,0.002839685,0.001896717,0.0053503057
t_10191,33.23507000000001,0.71614,0.0035674146,0.0021060617,0.0067741773
t_10192,33.279979999999995,0.71614,0.0036703208,0.0022536698,0.0069991443
t_10193,33.19015000000002,0.76105,0.0035427313,0.0020976805,0.0067254906
t_10194,33.279979999999995,0.76105,0.00317537,0.001956303,0.0059950477
t_10195,33.23507000000001,0.76105,0.00349106,0.002102564,0.0066320035
t_10196,33.279979999999995,0.80596,0.003280171,0.0020545686,0.0062231678
t_10197,33.19015000000002,0.80596,0.0032611063,0.0019787373,0.0061612567
t_10198,33.23507000000001,0.80596,0.003478849,0.0021727008,0.0066206227
t_10199,33.279979999999995,0.85087,0.0029399667,0.001890637,0.005536464
t_102,29.956220000000002,-3.01046,0.002640519,0.0017643974,0.004934017
t_1020,30.764700000000005,-2.92075,0.0038932438,0.0019198874,0.0071768067
t_10200,33.23507000000001,0.85087,0.0034833548,0.0023041498,0.0066428883
t_10201,32.92066,0.76105,0.0042050085,0.0022529801,0.007996113
t_10202,32.92066,0.80596,0.004477668,0.0025287585,0.00858151
t_10203,32.965570000000014,0.80596,0.004310803,0.002459033,0.0082535185
t_10204,33.010490000000004,0.80596,0.0044534593,0.00272603,0.0085633
t_10205,32.87574000000001,0.80596,0.0047995183,0.0027587388,0.0092283515
t_10206,32.87574000000001,0.85087,0.004327215,0.0024256203,0.008279768
t_10207,32.92066,0.85087,0.0039617647,0.0022178325,0.007542066
t_10208,33.010490000000004,0.85087,0.0037679926,0.0021753348,0.007170368
t_10209,32.965570000000014,0.85087,0.004014573,0.00229234,0.0076644807
t_1021,30.495209999999986,-3.01046,0.0041027865,0.002252337,0.007801899
t_10210,32.92066,0.89578,0.004186254,0.0025279098,0.008024973
t_10211,33.639309999999995,0.40174,0.0031204997,0.0019512008,0.005891874
t_10212,33.684230000000014,0.40174,0.002772743,0.0017826967,0.0051892535
t_10213,33.594390000000004,0.40174,0.003355761,0.0020468102,0.0063613513
t_10214,33.639309999999995,0.44666,0.0027575805,0.0017639046,0.0051540947
t_10215,33.594390000000004,0.44666,0.0031538196,0.001960951,0.0059569804
t_10216,33.684230000000014,0.44666,0.0029774674,0.0019343039,0.005619824
t_10217,33.639309999999995,0.49157,0.002901744,0.0018792268,0.005461676
t_10218,33.684230000000014,0.49157,0.002445932,0.0016330596,0.0045346883
t_10219,33.594390000000004,0.49157,0.0027656644,0.0017607755,0.0051674643
t_1022,30.405370000000005,-3.01046,0.0033483857,0.0019066423,0.006272932
t_10220,33.594390000000004,0.53649,0.0031594546,0.0020321384,0.005988162
t_10221,33.54948000000002,0.44666,0.003961815,0.002652806,0.00760649
t_10222,33.50456,0.44666,0.0034901402,0.0020732915,0.0066191787
t_10223,33.45965000000001,0.44666,0.0040432406,0.0024558099,0.007741179
t_10224,33.45965000000001,0.49157,0.0036177705,0.0021372696,0.006879094
t_10225,33.54948000000002,0.49157,0.003290486,0.0020319833,0.006235067
t_10226,33.50456,0.49157,0.003518882,0.0021222814,0.0066906563
t_10227,33.45965000000001,0.53649,0.003455327,0.0020809786,0.006557989
t_10228,33.50456,0.53649,0.003194019,0.001970208,0.0060345978
t_10229,33.54948000000002,0.53649,0.0031166272,0.0019626138,0.0058885594
t_1023,30.495209999999986,-2.96561,0.003767044,0.0020341713,0.0070815193
t_10230,33.45965000000001,0.5814,0.0035601258,0.0022466774,0.0067856885
t_10231,33.41472999999999,0.53649,0.0034366283,0.0020326176,0.0065044397
t_10232,33.36981,0.53649,0.003289184,0.0019149671,0.0061813807
t_10233,33.36981,0.5814,0.0029256777,0.001743592,0.0054423236
t_10234,33.41472999999999,0.5814,0.003428551,0.00206236,0.006501602
t_10235,33.324900000000014,0.5814,0.0032631448,0.0018990851,0.0061264304
t_10236,33.324900000000014,0.62631,0.003462545,0.0020436798,0.006556444
t_10237,33.36981,0.62631,0.0034542952,0.0020751667,0.0065539223
t_10238,33.41472999999999,0.62631,0.003744434,0.0024561598,0.007164726
t_10239,33.41472999999999,0.67123,0.0029854465,0.0018756276,0.0056151585
t_1024,30.450289999999995,-2.96561,0.0039725807,0.0021647573,0.0075229905
t_10240,33.324900000000014,0.67123,0.0031669892,0.0019133909,0.0059617804
t_10241,33.684230000000014,0.53649,0.0029031436,0.0019506356,0.00548312
t_10242,33.639309999999995,0.53649,0.0031211483,0.0021034873,0.005920293
t_10243,33.594390000000004,0.5814,0.0031870636,0.0021638344,0.006053835
t_10244,33.684230000000014,0.5814,0.0027013535,0.0018504602,0.0050773653
t_10245,33.639309999999995,0.5814,0.002904125,0.0019409655,0.0054832953
t_10246,33.594390000000004,0.62631,0.002812037,0.0018779543,0.0052932804
t_10247,33.684230000000014,0.62631,0.002594055,0.0018108558,0.0048648934
t_10248,33.639309999999995,0.62631,0.002728457,0.0018613933,0.005131285
t_10249,33.594390000000004,0.67123,0.0028666363,0.0019607884,0.005412873
t_1025,30.405370000000005,-2.96561,0.0037804141,0.0020922532,0.0071419473
t_10250,33.639309999999995,0.67123,0.0024283258,0.001697506,0.0045244615
t_10251,33.50456,0.5814,0.0032902271,0.002058988,0.006243365
t_10252,33.54948000000002,0.5814,0.0030358077,0.0019464657,0.005732708
t_10253,33.45965000000001,0.62631,0.00345623,0.0022362184,0.0065835165
t_10254,33.50456,0.62631,0.0028134817,0.0018088511,0.005274018
t_10255,33.54948000000002,0.62631,0.0031611447,0.0021158224,0.00599919
t_10256,33.45965000000001,0.67123,0.0031488538,0.0020072018,0.0059626778
t_10257,33.50456,0.67123,0.0028198631,0.0018442405,0.0052981884
t_10258,33.54948000000002,0.67123,0.0031140116,0.002161568,0.005911265
t_10259,33.41472999999999,0.71614,0.0029259,0.0018736514,0.005504693
t_1026,30.450289999999995,-2.92075,0.003603734,0.0019320485,0.006726958
t_10260,33.45965000000001,0.71614,0.0032433134,0.0022022475,0.006166717
t_10261,33.72914,0.5814,0.0025774091,0.0018069067,0.0048324317
t_10262,33.77405999999999,0.5814,0.0027228245,0.0020351217,0.005136952
t_10263,33.81897000000001,0.5814,0.0022594358,0.0016645945,0.0041989572
t_10264,33.77405999999999,0.62631,0.0024965524,0.0018183156,0.0046803243
t_10265,33.81897000000001,0.62631,0.002442477,0.0018470339,0.004576293
t_10266,33.72914,0.62631,0.002775721,0.002083069,0.005243713
t_10267,33.81897000000001,0.67123,0.0026659335,0.0022677318,0.00503712
t_10268,33.72914,0.67123,0.0028144398,0.0022376636,0.0053288997
t_10269,33.77405999999999,0.67123,0.0026822472,0.0021671534,0.005064573
t_1027,30.405370000000005,-2.92075,0.0047167833,0.0026825613,0.009041598
t_10270,33.72914,0.71614,0.0023669545,0.0017527009,0.0044204965
t_10271,33.684230000000014,0.67123,0.0028786089,0.0022057535,0.005453411
t_10272,33.639309999999995,0.71614,0.0027891654,0.002067022,0.005269055
t_10273,33.684230000000014,0.71614,0.0028088796,0.0022114,0.0053165024
t_10274,33.594390000000004,0.71614,0.002850366,0.0020376155,0.0053868727
t_10275,33.684230000000014,0.76105,0.0024521528,0.0018094343,0.0045931125
t_10276,33.639309999999995,0.76105,0.0025449765,0.0018351423,0.004776196
t_10277,33.594390000000004,0.76105,0.0029253128,0.0022454404,0.005547649
t_10278,33.594390000000004,0.80596,0.0023091682,0.0016742381,0.004295015
t_10279,33.639309999999995,0.80596,0.002281639,0.0016869905,0.004245661
t_1028,30.495209999999986,-2.92075,0.004483575,0.0023454505,0.008529792
t_10280,33.684230000000014,0.80596,0.0022416066,0.0016911825,0.004170114
t_10281,33.50456,0.71614,0.0030482782,0.0020713487,0.0057756947
t_10282,33.54948000000002,0.71614,0.0030749356,0.002219496,0.005839453
t_10283,33.41472999999999,0.76105,0.0027432342,0.0017961035,0.0051401393
t_10284,33.50456,0.76105,0.002542274,0.0017338826,0.0047474466
t_10285,33.54948000000002,0.76105,0.0026053502,0.0018069722,0.004885401
t_10286,33.45965000000001,0.76105,0.0031184973,0.002157791,0.005919708
t_10287,33.41472999999999,0.80596,0.0026493252,0.0017708144,0.0049578785
t_10288,33.45965000000001,0.80596,0.0026433985,0.0017986083,0.004955015
t_10289,33.54948000000002,0.80596,0.002569702,0.0018159522,0.0048197135
t_1029,30.405370000000005,-2.87589,0.003502014,0.0018635404,0.0064986227
t_10290,33.50456,0.80596,0.0027580783,0.0019102019,0.0051973984
t_10291,33.77405999999999,0.71614,0.0024064246,0.0018606108,0.0045063016
t_10292,33.81897000000001,0.71614,0.002263894,0.0017596161,0.004221723
t_10293,33.77405999999999,0.76105,0.002131932,0.0016492957,0.0039534513
t_10294,33.81897000000001,0.76105,0.0022912915,0.0018837997,0.004281058
t_10295,33.72914,0.76105,0.0023152211,0.0017462571,0.0043201656
t_10296,33.77405999999999,0.80596,0.0023327505,0.0019315543,0.0043647024
t_10297,33.81897000000001,0.80596,0.0018750778,0.0015181677,0.0034424306
t_10298,33.72914,0.80596,0.002260984,0.0017377515,0.004214477
t_10299,33.81897000000001,0.85087,0.0020260278,0.0016600434,0.0037507196
t_103,29.866389999999996,-3.01046,0.002749094,0.0018932088,0.0051719
t_1030,30.495209999999986,-2.87589,0.0043208506,0.0022181831,0.008162567
t_10300,33.77405999999999,0.85087,0.0021776345,0.0017870103,0.0040535466
t_10301,33.41472999999999,0.85087,0.0026845336,0.0018265826,0.005039724
t_10302,33.50456,0.85087,0.002446968,0.0017352272,0.004569228
t_10303,33.45965000000001,0.85087,0.002626003,0.0018208037,0.00492772
t_10304,33.54948000000002,0.85087,0.0026820998,0.0020118437,0.0050556543
t_10305,33.54948000000002,0.89578,0.002544472,0.001924156,0.0047805677
t_10306,33.50456,0.89578,0.0024243104,0.0017524726,0.0045299926
t_10307,33.41472999999999,0.89578,0.0024015198,0.0016772712,0.004468582
t_10308,33.45965000000001,0.89578,0.0027670083,0.0020299975,0.0052232267
t_10309,33.45965000000001,0.94069,0.0027438283,0.0021094305,0.0051827123
t_1031,30.94435999999999,-3.05532,0.003620675,0.0018546638,0.0066789687
t_10310,33.50456,0.94069,0.0024277943,0.0017880508,0.0045431745
t_10311,33.86389,0.71614,0.0022950324,0.0019086027,0.0042894436
t_10312,34.67237,0.76105,0.0007964848,0.0010213746,0.0013535842
t_10313,33.86389,0.76105,0.0020823786,0.0016792866,0.0038619633
t_10314,33.953720000000004,0.76105,0.0018822026,0.0015924838,0.0034654157
t_10315,34.49270999999999,0.76105,0.0011392207,0.0012990375,0.0020110854
t_10316,34.13337999999999,0.76105,0.0015305633,0.0014298041,0.002772405
t_10317,34.313050000000004,0.76105,0.0012643525,0.0013069496,0.0022527333
t_10318,34.85203999999999,0.76105,0.00072134647,0.0010263497,0.0012136485
t_10319,33.86389,0.80596,0.0018009258,0.0014917257,0.0032972812
t_1032,30.89945,-3.01046,0.0036521573,0.0018414361,0.006713036
t_10320,33.86389,0.85087,0.0018860612,0.0015842592,0.003472097
t_10321,33.86389,0.89578,0.0020077084,0.0018001784,0.0037193862
t_10322,34.313050000000004,0.94069,0.000977818,0.0010945656,0.0016957615
t_10323,34.49270999999999,0.94069,0.0007755648,0.00096227,0.0013104612
t_10324,34.67237,0.94069,0.00064963003,0.00089385855,0.0010763119
t_10325,33.953720000000004,0.94069,0.0019114617,0.0019228945,0.0035317629
t_10326,34.13337999999999,0.94069,0.001373158,0.0013799076,0.0024655517
t_10327,33.86389,0.94069,0.0021321382,0.002108152,0.00397315
t_10328,34.85203999999999,0.94069,0.00061501696,0.0009362438,0.0010155387
t_10329,33.86389,0.9856,0.00158703,0.0014223742,0.0028802806
