# 20160910_M5.9_Bukoba median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AkkarCagnan2010,ChiouYoungs2014
t_10056,33.639309999999995,0.31192,0.006262354,0.0056091147,0.0074423575
t_10057,33.684230000000014,0.31192,0.00598831,0.0054916353,0.0071057053
t_10058,33.684230000000014,0.35683,0.0073942314,0.00681786,0.009015618
t_10059,33.594390000000004,0.35683,0.0083521735,0.0073387353,0.010241865
t_1006,30.629950000000008,-3.05532,0.008173903,0.0065604406,0.009833812
t_10060,33.639309999999995,0.35683,0.0073367455,0.0066278614,0.0089153685
t_10061,33.36981,0.22208,0.010537189,0.007922998,0.012895546
t_10062,33.36981,0.267,0.010639774,0.008115768,0.013068082
t_10063,33.324900000000014,0.267,0.008840852,0.0066607813,0.010581106
t_10064,33.41472999999999,0.267,0.00808667,0.0063604377,0.009669231
t_10065,33.36981,0.31192,0.008169088,0.0063947216,0.009768787
t_10066,33.324900000000014,0.31192,0.00853435,0.0065410603,0.010210645
t_10067,33.41472999999999,0.31192,0.007818021,0.006253235,0.009342829
t_10068,33.324900000000014,0.35683,0.013322461,0.011864171,0.016656129
t_10069,33.41472999999999,0.35683,0.008949393,0.0072365063,0.010914704
t_1007,30.67487,-3.01046,0.007552145,0.005871776,0.008905845
t_10070,33.36981,0.35683,0.00788744,0.0062824986,0.009426804
t_10071,33.77405999999999,0.267,0.0086704,0.008913245,0.010723272
t_10072,33.81897000000001,0.267,0.007192068,0.0068874685,0.008780342
t_10073,33.77405999999999,0.31192,0.007658009,0.007362857,0.009390379
t_10074,33.81897000000001,0.31192,0.007004033,0.0068091312,0.008542063
t_10075,33.72914,0.31192,0.005725779,0.0053776507,0.006782766
t_10076,33.72914,0.35683,0.006625505,0.0062774536,0.008014088
t_10077,33.81897000000001,0.35683,0.006368115,0.006313267,0.0077113695
t_10078,33.77405999999999,0.35683,0.0063171876,0.0061311466,0.007624614
t_10079,33.72914,0.40174,0.0070133037,0.0067210374,0.008543138
t_1008,30.54012,-3.01046,0.010555917,0.008388587,0.013014381
t_10080,33.77405999999999,0.40174,0.0059864023,0.005912341,0.007197609
t_10081,33.50456,0.267,0.01032592,0.008499001,0.0127639165
t_10082,33.54948000000002,0.31192,0.009432435,0.007971723,0.011630487
t_10083,33.45965000000001,0.31192,0.007480798,0.006116276,0.008932573
t_10084,33.50456,0.31192,0.010553664,0.009252854,0.013089949
t_10085,33.50456,0.35683,0.009600202,0.008110516,0.011845657
t_10086,33.54948000000002,0.35683,0.009279634,0.008082116,0.011447292
t_10087,33.45965000000001,0.35683,0.010338625,0.008776099,0.012796135
t_10088,33.45965000000001,0.40174,0.010741443,0.009879488,0.013356964
t_10089,33.54948000000002,0.40174,0.009175231,0.008278209,0.0113276085
t_1009,30.629950000000008,-3.01046,0.0092586875,0.007223958,0.011244632
t_10090,33.50456,0.40174,0.00888993,0.0075933267,0.010924194
t_10091,33.36981,0.40174,0.007611418,0.006171447,0.009091042
t_10092,33.324900000000014,0.40174,0.007939805,0.0063053914,0.009489871
t_10093,33.41472999999999,0.40174,0.010078525,0.008273636,0.012444648
t_10094,33.36981,0.44666,0.008736935,0.0071665724,0.01065405
t_10095,33.41472999999999,0.44666,0.0098852655,0.008374838,0.012212512
t_10096,33.324900000000014,0.44666,0.0081682755,0.0065946076,0.009846273
t_10097,33.36981,0.49157,0.00967457,0.008024279,0.011929221
t_10098,33.41472999999999,0.49157,0.009203623,0.00779692,0.011331193
t_10099,33.324900000000014,0.49157,0.009256639,0.0075583914,0.011345006
t_101,29.91130000000001,-3.05532,0.006043883,0.006150874,0.0072913817
t_1010,30.585039999999992,-3.01046,0.00962935,0.0075817215,0.011764639
t_10100,33.324900000000014,0.53649,0.009187501,0.007633284,0.011280587
t_10101,33.81897000000001,0.40174,0.006517004,0.0065441937,0.007918287
t_10102,33.72914,0.44666,0.007398234,0.0073628724,0.009063772
t_10103,33.81897000000001,0.44666,0.0062471963,0.0063816532,0.007571539
t_10104,33.77405999999999,0.44666,0.0055875834,0.0056213625,0.0066792127
t_10105,33.77405999999999,0.49157,0.005938791,0.006047742,0.007159614
t_10106,33.81897000000001,0.49157,0.0059085414,0.006147215,0.007133941
t_10107,33.72914,0.49157,0.0068615223,0.0067846477,0.008364912
t_10108,33.72914,0.53649,0.006687024,0.0067258957,0.00814468
t_10109,33.81897000000001,0.53649,0.005199838,0.005533584,0.0062062177
t_1011,30.719780000000014,-3.05532,0.010973513,0.008511318,0.013530525
t_10110,33.77405999999999,0.53649,0.0066503095,0.0070006894,0.008108534
t_10111,33.19015000000002,0.40174,0.0119657125,0.008854587,0.014757539
t_10112,33.279979999999995,0.44666,0.010638887,0.00833148,0.01311728
t_10113,33.19015000000002,0.44666,0.010389269,0.00787157,0.0127037885
t_10114,33.23507000000001,0.44666,0.01037614,0.007996534,0.012730758
t_10115,33.279979999999995,0.49157,0.0085304575,0.006868104,0.010333958
t_10116,33.19015000000002,0.49157,0.0090702865,0.007033647,0.010973759
t_10117,33.23507000000001,0.49157,0.008515526,0.0067346105,0.010268319
t_10118,33.19015000000002,0.53649,0.01056911,0.008280909,0.013020538
t_10119,33.23507000000001,0.53649,0.010327768,0.00823682,0.012733849
t_1012,30.719780000000014,-3.01046,0.010022151,0.0076323864,0.01221841
t_10120,33.279979999999995,0.53649,0.010469085,0.008738638,0.012951972
t_10121,32.87574000000001,0.44666,0.015988456,0.011058768,0.01962203
t_10122,32.965570000000014,0.44666,0.011177414,0.007854436,0.013441448
t_10123,32.92066,0.44666,0.014505824,0.009994027,0.017785192
t_10124,33.010490000000004,0.49157,0.011634668,0.008404324,0.0142045785
t_10125,32.965570000000014,0.49157,0.012367434,0.008803678,0.015114937
t_10126,32.92066,0.49157,0.013033899,0.009163433,0.015925014
t_10127,32.87574000000001,0.49157,0.014664316,0.010176263,0.017983299
t_10128,32.92066,0.53649,0.0134415645,0.0095852995,0.016532637
t_10129,32.87574000000001,0.53649,0.012757895,0.009036237,0.015561818
t_1013,30.764700000000005,-3.01046,0.010641769,0.008004731,0.013022178
t_10130,32.965570000000014,0.53649,0.012041699,0.008725624,0.0147476485
t_10131,33.10032000000001,0.49157,0.013045491,0.010140334,0.016176406
t_10132,33.05539999999999,0.49157,0.011930759,0.008724106,0.014655678
t_10133,33.05539999999999,0.53649,0.011359525,0.008470897,0.013948002
t_10134,33.14524,0.53649,0.0102981385,0.00795112,0.012623422
t_10135,33.10032000000001,0.53649,0.011033544,0.008360156,0.013560002
t_10136,33.05539999999999,0.5814,0.010967706,0.008337762,0.013474686
t_10137,33.14524,0.5814,0.009015296,0.0071305595,0.010946382
t_10138,33.10032000000001,0.5814,0.011393556,0.008796584,0.014077123
t_10139,33.14524,0.62631,0.009401211,0.0075577106,0.011504305
t_1014,30.809619999999995,-3.01046,0.010823276,0.00806151,0.013241291
t_10140,33.05539999999999,0.62631,0.011397738,0.008878739,0.01408599
t_10141,33.010490000000004,0.53649,0.012479823,0.009139378,0.01538077
t_10142,33.010490000000004,0.5814,0.011441428,0.00856089,0.014059411
t_10143,32.965570000000014,0.5814,0.012198308,0.008983156,0.015012829
t_10144,32.92066,0.5814,0.012199998,0.008880777,0.014962762
t_10145,32.87574000000001,0.5814,0.01338711,0.009602843,0.016467916
t_10146,33.010490000000004,0.62631,0.010538037,0.008058205,0.012908544
t_10147,32.87574000000001,0.62631,0.013453531,0.010106761,0.016624564
t_10148,32.92066,0.62631,0.012547772,0.009274141,0.015481431
t_10149,32.965570000000014,0.62631,0.011879365,0.008911605,0.014644365
t_1015,30.764700000000005,-2.96561,0.012212772,0.008919154,0.015046024
t_10150,32.87574000000001,0.67123,0.014176578,0.011862109,0.017647764
t_10151,33.19015000000002,0.5814,0.00874953,0.0070438064,0.010628278
t_10152,33.23507000000001,0.5814,0.010501544,0.008794611,0.012994385
t_10153,33.279979999999995,0.5814,0.008465508,0.007062459,0.010316173
t_10154,33.279979999999995,0.62631,0.008214775,0.006987822,0.010010421
t_10155,33.23507000000001,0.62631,0.008956059,0.007456519,0.010972138
t_10156,33.19015000000002,0.62631,0.00894064,0.0073222164,0.010921433
t_10157,33.19015000000002,0.67123,0.009424602,0.007838841,0.01159623
t_10158,33.279979999999995,0.67123,0.0072556273,0.0063239005,0.008752171
t_10159,33.23507000000001,0.67123,0.009418544,0.0080080135,0.011612685
t_1016,30.809619999999995,-2.96561,0.011608026,0.008421671,0.014223456
t_10160,33.19015000000002,0.71614,0.008916436,0.0075779767,0.010949173
t_10161,33.10032000000001,0.62631,0.010973951,0.008679231,0.013559593
t_10162,33.05539999999999,0.67123,0.009829285,0.007790667,0.012046174
t_10163,33.10032000000001,0.67123,0.0107736895,0.008880143,0.013329818
t_10164,33.14524,0.67123,0.010309807,0.008584128,0.01274352
t_10165,33.05539999999999,0.71614,0.010167924,0.008195573,0.01253247
t_10166,33.14524,0.71614,0.009440326,0.007872818,0.01162032
t_10167,33.10032000000001,0.71614,0.010719768,0.009322038,0.013292367
t_10168,33.10032000000001,0.76105,0.010270801,0.009122773,0.012727489
t_10169,33.14524,0.76105,0.009433708,0.008157373,0.011638924
t_1017,30.719780000000014,-2.96561,0.010207848,0.0075912527,0.012407354
t_10170,33.05539999999999,0.76105,0.009620247,0.007926102,0.01183954
t_10171,32.965570000000014,0.67123,0.0130400285,0.011057252,0.016231123
t_10172,32.92066,0.67123,0.012404403,0.0096243005,0.015347428
t_10173,33.010490000000004,0.67123,0.01114853,0.008655463,0.013762203
t_10174,32.965570000000014,0.71614,0.012004007,0.010046728,0.014904581
t_10175,32.92066,0.71614,0.012276128,0.010029749,0.015229512
t_10176,32.87574000000001,0.71614,0.012507913,0.009954229,0.015498686
t_10177,33.010490000000004,0.71614,0.010780369,0.008588932,0.013314677
t_10178,32.87574000000001,0.76105,0.012320836,0.0102956025,0.015304083
t_10179,33.010490000000004,0.76105,0.0117894765,0.010789109,0.014695605
t_1018,30.809619999999995,-2.92075,0.011945069,0.008459949,0.01460409
t_10180,32.965570000000014,0.76105,0.011231841,0.009421971,0.013922511
t_10181,33.36981,0.67123,0.007993234,0.0071797543,0.009786698
t_10182,33.36981,0.71614,0.007313821,0.0067235013,0.008904125
t_10183,33.324900000000014,0.71614,0.008803459,0.008254111,0.010861774
t_10184,33.324900000000014,0.76105,0.007899914,0.007237893,0.009682397
t_10185,33.36981,0.76105,0.0074626855,0.0069792215,0.00911959
t_10186,33.324900000000014,0.80596,0.007314634,0.006859642,0.008924819
t_10187,33.36981,0.80596,0.006401275,0.0061531104,0.007727402
t_10188,33.324900000000014,0.85087,0.0075974865,0.0074042245,0.009315389
t_10189,33.36981,0.85087,0.00810066,0.008760252,0.009997782
t_1019,30.719780000000014,-2.92075,0.009858287,0.0071725263,0.011861971
t_10190,33.324900000000014,0.89578,0.0068956446,0.006743329,0.008401938
t_10191,33.23507000000001,0.71614,0.008662213,0.0074942736,0.010634165
t_10192,33.279979999999995,0.71614,0.008905661,0.008016966,0.01097768
t_10193,33.19015000000002,0.76105,0.008602895,0.0074654473,0.01055837
t_10194,33.279979999999995,0.76105,0.0077127763,0.006958141,0.009416571
t_10195,33.23507000000001,0.76105,0.008475298,0.0074802754,0.010409057
t_10196,33.279979999999995,0.80596,0.007962436,0.0073067136,0.0097670145
t_10197,33.19015000000002,0.80596,0.007921785,0.007040327,0.009677968
t_10198,33.23507000000001,0.80596,0.008442598,0.0077283923,0.010386719
t_10199,33.279979999999995,0.85087,0.007141024,0.0067229723,0.008696915
t_102,29.956220000000002,-3.01046,0.006414727,0.006271146,0.0077533894
t_1020,30.764700000000005,-2.92075,0.009466791,0.0068238,0.011288942
t_10200,33.23507000000001,0.85087,0.008449895,0.008194684,0.0104164025
t_10201,32.92066,0.76105,0.010228886,0.00806037,0.012564197
t_10202,32.92066,0.80596,0.01087213,0.00903188,0.013456959
t_10203,32.965570000000014,0.80596,0.010465458,0.008774299,0.0129435565
t_10204,33.010490000000004,0.80596,0.010799295,0.009718923,0.013412955
t_10205,32.87574000000001,0.80596,0.011649619,0.009864163,0.014461024
t_10206,32.87574000000001,0.85087,0.010508122,0.008658974,0.012987678
t_10207,32.92066,0.85087,0.009625715,0.0079112165,0.011841378
t_10208,33.010490000000004,0.85087,0.009150934,0.007749757,0.011255196
t_10209,32.965570000000014,0.85087,0.009747483,0.008171424,0.012024967
t_1021,30.495209999999986,-3.01046,0.009954418,0.008005416,0.012238615
t_10210,32.92066,0.89578,0.010156052,0.0090085855,0.012578279
t_10211,33.639309999999995,0.40174,0.007577528,0.0069358237,0.009252797
t_10212,33.684230000000014,0.40174,0.006736929,0.0063366713,0.008155893
t_10213,33.594390000000004,0.40174,0.008146252,0.0072759925,0.0099856155
t_10214,33.639309999999995,0.44666,0.0067007514,0.0062700375,0.008101651
t_10215,33.594390000000004,0.44666,0.00765841,0.0069707497,0.009354888
t_10216,33.684230000000014,0.44666,0.0072293775,0.0068755583,0.008824258
t_10217,33.639309999999995,0.49157,0.00704743,0.006679941,0.008579086
t_10218,33.684230000000014,0.49157,0.005945165,0.0058047636,0.0071307668
t_10219,33.594390000000004,0.49157,0.006720674,0.006259131,0.0081230365
t_1022,30.405370000000005,-3.01046,0.008135578,0.006776723,0.009859245
t_10220,33.594390000000004,0.53649,0.0076683653,0.0072237034,0.009397683
t_10221,33.54948000000002,0.44666,0.009599292,0.009430709,0.01191142
t_10222,33.50456,0.44666,0.008473061,0.007371183,0.01039092
t_10223,33.45965000000001,0.44666,0.009803526,0.0087322565,0.01213157
t_10224,33.45965000000001,0.49157,0.008780602,0.007599428,0.010794728
t_10225,33.54948000000002,0.49157,0.007987963,0.0072236164,0.009787547
t_10226,33.50456,0.49157,0.00853981,0.0075452416,0.010498094
t_10227,33.45965000000001,0.53649,0.0083877435,0.007399065,0.010293292
t_10228,33.50456,0.53649,0.0077563114,0.007004451,0.009476952
t_10229,33.54948000000002,0.53649,0.007567652,0.0069769253,0.00924659
t_1023,30.495209999999986,-2.96561,0.009150797,0.0072299954,0.011126877
t_10230,33.45965000000001,0.5814,0.008636762,0.007987961,0.010641969
t_10231,33.41472999999999,0.53649,0.008345703,0.007228239,0.010214447
t_10232,33.36981,0.53649,0.00799308,0.0068113725,0.009715575
t_10233,33.36981,0.5814,0.00711318,0.006201355,0.008559421
t_10234,33.41472999999999,0.5814,0.00832391,0.0073336517,0.010206433
t_10235,33.324900000000014,0.5814,0.007930895,0.00675628,0.0096304305
t_10236,33.324900000000014,0.62631,0.008409229,0.0072698696,0.010296166
t_10237,33.36981,0.62631,0.008386288,0.007380088,0.010287998
t_10238,33.41472999999999,0.62631,0.009078705,0.008733536,0.011228122
t_10239,33.41472999999999,0.67123,0.0072524855,0.006668953,0.008822456
t_1024,30.450289999999995,-2.96561,0.009643588,0.007694134,0.011809689
t_10240,33.324900000000014,0.67123,0.007694673,0.0068056304,0.009368069
t_10241,33.684230000000014,0.53649,0.0070474064,0.006933581,0.008607158
t_10242,33.639309999999995,0.53649,0.007573836,0.0074770674,0.009288807
t_10243,33.594390000000004,0.5814,0.0077326423,0.0076917782,0.009496444
t_10244,33.684230000000014,0.5814,0.0065599834,0.006577486,0.007974239
t_10245,33.639309999999995,0.5814,0.0070501864,0.0068993284,0.008608034
t_10246,33.594390000000004,0.62631,0.006828717,0.0066754958,0.00831314
t_10247,33.684230000000014,0.62631,0.006300051,0.0064366907,0.007641613
t_10248,33.639309999999995,0.62631,0.0066256076,0.0066164425,0.008058563
t_10249,33.594390000000004,0.67123,0.0069586327,0.0069698715,0.008496596
t_1025,30.405370000000005,-2.96561,0.009179403,0.0074364343,0.011215396
t_10250,33.639309999999995,0.67123,0.005900197,0.0060338564,0.007111241
t_10251,33.50456,0.5814,0.007985752,0.007319924,0.009797838
t_10252,33.54948000000002,0.5814,0.007371285,0.0069194227,0.009001695
t_10253,33.45965000000001,0.62631,0.008384758,0.0079505015,0.010325149
t_10254,33.50456,0.62631,0.006835533,0.006430513,0.008288171
t_10255,33.54948000000002,0.62631,0.0076708114,0.007521349,0.009412299
t_10256,33.45965000000001,0.67123,0.0076439814,0.007136022,0.009359543
t_10257,33.50456,0.67123,0.006849508,0.006556169,0.00832365
t_10258,33.54948000000002,0.67123,0.007555439,0.0076838466,0.0092728995
t_10259,33.41472999999999,0.71614,0.007107152,0.006661591,0.008647879
t_1026,30.450289999999995,-2.92075,0.008758048,0.006867023,0.010575802
t_10260,33.45965000000001,0.71614,0.007868617,0.007829183,0.009672437
t_10261,33.72914,0.5814,0.0062596295,0.0064226007,0.0075906524
t_10262,33.77405999999999,0.5814,0.0066082114,0.0072337533,0.0080616595
t_10263,33.81897000000001,0.5814,0.005489656,0.005916745,0.006599393
t_10264,33.77405999999999,0.62631,0.006062148,0.0064631323,0.00734996
t_10265,33.81897000000001,0.62631,0.0059304517,0.00656524,0.007186002
t_10266,33.72914,0.62631,0.006735782,0.007404204,0.008227941
t_10267,33.81897000000001,0.67123,0.0064664995,0.008060627,0.007900157
t_10268,33.72914,0.67123,0.006827062,0.007953698,0.008357812
t_10269,33.77405999999999,0.67123,0.006507631,0.0077030705,0.007945165
t_1027,30.405370000000005,-2.92075,0.011427141,0.00953455,0.01415575
t_10270,33.72914,0.71614,0.0057487604,0.006229906,0.0069440627
t_10271,33.684230000000014,0.67123,0.0069832746,0.007840328,0.008553693
t_10272,33.639309999999995,0.71614,0.006768679,0.0073472694,0.008268054
t_10273,33.684230000000014,0.71614,0.0068140198,0.007860371,0.008338962
t_10274,33.594390000000004,0.71614,0.006917767,0.00724289,0.008453678
t_10275,33.684230000000014,0.76105,0.0059543606,0.00643157,0.0072130584
t_10276,33.639309999999995,0.76105,0.006179438,0.006523007,0.007500002
t_10277,33.594390000000004,0.76105,0.007095852,0.0079815425,0.008700382
t_10278,33.594390000000004,0.80596,0.00561049,0.005951117,0.0067503313
t_10279,33.639309999999995,0.80596,0.005543,0.0059963656,0.006671797
t_1028,30.495209999999986,-2.92075,0.010876851,0.008336366,0.013378068
t_10280,33.684230000000014,0.80596,0.0054453393,0.006011227,0.0065524317
t_10281,33.50456,0.71614,0.0073977513,0.007363356,0.009062985
t_10282,33.54948000000002,0.71614,0.007459414,0.007889644,0.0091585405
t_10283,33.41472999999999,0.76105,0.0066648386,0.006385574,0.008077607
t_10284,33.50456,0.76105,0.0061768633,0.006163574,0.0074612317
t_10285,33.54948000000002,0.76105,0.0063278,0.006423149,0.007674258
t_10286,33.45965000000001,0.76105,0.0075665517,0.0076708863,0.009286349
t_10287,33.41472999999999,0.80596,0.0064367065,0.006295392,0.007791333
t_10288,33.45965000000001,0.80596,0.0064210244,0.00639381,0.007784828
t_10289,33.54948000000002,0.80596,0.0062405113,0.006454979,0.0075699445
t_1029,30.405370000000005,-2.87589,0.008513251,0.006623527,0.010220058
t_10290,33.50456,0.80596,0.006695914,0.00679021,0.008159648
t_10291,33.77405999999999,0.71614,0.005842696,0.0066134804,0.0070757885
t_10292,33.81897000000001,0.71614,0.0054978984,0.0062545543,0.0066309622
t_10293,33.77405999999999,0.76105,0.0051794513,0.005862372,0.006212876
t_10294,33.81897000000001,0.76105,0.005562951,0.006695984,0.006721894
t_10295,33.72914,0.76105,0.005622939,0.006206993,0.006786196
t_10296,33.77405999999999,0.80596,0.0056629297,0.006865655,0.0068522077
t_10297,33.81897000000001,0.80596,0.0045570727,0.005396355,0.0054124626
t_10298,33.72914,0.80596,0.0054910965,0.006176752,0.0066200164
t_10299,33.81897000000001,0.85087,0.0049213185,0.005900667,0.0058929482
t_103,29.866389999999996,-3.01046,0.006673966,0.006728977,0.008119693
t_1030,30.495209999999986,-2.87589,0.0104909735,0.007884024,0.012817101
t_10300,33.77405999999999,0.85087,0.0052880486,0.0063518793,0.006366314
t_10301,33.41472999999999,0.85087,0.0065202257,0.0064933994,0.007916656
t_10302,33.50456,0.85087,0.0059443926,0.0061681103,0.0071797194
t_10303,33.45965000000001,0.85087,0.006377652,0.006472536,0.007740146
t_10304,33.54948000000002,0.85087,0.0065097143,0.0071512023,0.007934563
t_10305,33.54948000000002,0.89578,0.006176913,0.006839432,0.007504834
t_10306,33.50456,0.89578,0.005888529,0.006229307,0.0071167466
t_10307,33.41472999999999,0.89578,0.0058356375,0.005962403,0.007024195
t_10308,33.45965000000001,0.89578,0.0067155934,0.007215998,0.008197092
t_10309,33.45965000000001,0.94069,0.006657962,0.007498202,0.0081315655
t_1031,30.94435999999999,-3.05532,0.008803816,0.0065919776,0.010505914
t_10310,33.50456,0.94069,0.0058957003,0.006355679,0.0071353843
t_10311,33.86389,0.71614,0.005571819,0.0067842435,0.0067347367
t_10312,34.67237,0.76105,0.0020099648,0.0037633174,0.002217171
t_10313,33.86389,0.76105,0.005058098,0.0059691584,0.0060675275
t_10314,33.953720000000004,0.76105,0.004573243,0.0056610475,0.00544663
t_10315,34.49270999999999,0.76105,0.0027984558,0.0046650693,0.0031990313
t_10316,34.13337999999999,0.76105,0.0037220933,0.005085279,0.0043619885
t_10317,34.313050000000004,0.76105,0.0030817143,0.004657699,0.0035533218
t_10318,34.85203999999999,0.76105,0.0019367007,0.00401623,0.0021260174
t_10319,33.86389,0.80596,0.004377117,0.005302484,0.00518464
t_1032,30.89945,-3.01046,0.008881514,0.006544963,0.010560553
t_10320,33.86389,0.85087,0.0045825024,0.0056314277,0.005457039
t_10321,33.86389,0.89578,0.004875522,0.0063989577,0.005841777
t_10322,34.313050000000004,0.94069,0.0023869085,0.0039050973,0.002679352
t_10323,34.49270999999999,0.94069,0.0019179478,0.0034762216,0.0020999315
t_10324,34.67237,0.94069,0.0016964801,0.0034042955,0.0018296625
t_10325,33.953720000000004,0.94069,0.0046411892,0.0068358798,0.005546413
t_10326,34.13337999999999,0.94069,0.0033401602,0.0049088476,0.0038803385
t_10327,33.86389,0.94069,0.0051742634,0.0074937046,0.006235743
t_10328,34.85203999999999,0.94069,0.0019915276,0.004393664,0.0021796322
t_10329,33.86389,0.9856,0.0038575272,0.0050560213,0.004529409
t_1033,30.94435999999999,-3.01046,0.010303745,0.0074952776,0.01247127
t_10330,33.86389,1.03051,0.0040581897,0.005399229,0.004791585
t_10331,36.10968,0.94069,0.00058779505,0.0028500163,0.00054757315
t_10332,35.93001000000001,0.94069,0.00062439096,0.0027110153,0.00059055566
t_10333,35.39102,0.94069,0.00089311216,0.0027679515,0.0008911607
t_10334,35.0317,0.94069,0.0029645364,0.007472099,0.0033546381
t_10335,35.21136000000001,0.94069,0.0015421739,0.0041952766,0.0016385344
